Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Whiteinellid taxa	Whiteinella brittonensis	Whiteinella baltica	Praeglobotruncana gibba	Marginotruncanid gen.et sp. indet	Marginotruncana pseudolinneiana	Marginotruncana coronata	Heterohelix sp.	Heterohelix reussi	Heterohelix moremani	Hedbergellid gen. et sp. indet. 	Hedbergella planispira	Hedbergella hoelzli	Globigerinelloides caseyi	Globigerinelloides bentonensis	Globigerinelloides (unspecified taxon or taxa)	Dicarinellid gen.et sp. indet	Dicarinella imbricata	Dicarinella hagni	Marginotruncana marginata	Archaeoglobigerina sp.	Marginotruncana schneegansi	Hedbergella simplex	Archaeoglobigerind gen. et sp. indet	Archaeoglobigerina blowi	Globigerinelloides sp.	Heterohelix sp.	Globotruncana linneiana	Heterohelix globulosa	Schackoina multispinata	Heterohelix planata	Globigerinelloides multispinus	Globigerinelloides impensus	Archaeoglobigerina australis	Heterohelix dentata	Archaeoglobigerina mateola	Hedbergella monmouthensis	Hedbergella sliteri	Globotruncanella havanensis	Globotruncana bulloides	Guembelitria cretacea	Rugotruncana circumnodifer	Globotruncanella petaloidea	Abathomphalus mayaroensis	Gublerina robusta	Globigerinelloides subcarinatus	Subbotina triloculinoides	Subbotina fringa	Subbotina eobulloides	Subbotina danica	Planorotalites sp. cf. P. eugubinus	Planorotalites archeocompressus	Morozovella edita	Globoconusa daubjergensis >150 micron	Globoconusa daubjergensis <150 µm	Chiloguembelinid  gen. et sp. indet <150 µm	Tenuitella reissi <150 µm	Subbotina triangularis	Subbotina pseudobulloides	Morozovella indolensis	Morozovella inconstans	Chiloguembelinid gen. et sp. indet >150 µm (mainly Ch. midwayensis)	Planorotalites sp. aff. P. compressus	Planorotalites imitatus	Planorotalites compressus	Morozovella trinidadensis	Morozovella uncinata	Planorotalites ehrenbergi	Morozovella schachdagica	Morozovella praecursoria	Morozovella angulata abundocamerata	Morozovella angulata	Acarinina mckannai	Planorotalites spp. <150 µm	Acarinina praepentacamerata	Morozovella tadjikistanensis dianensis	Morozovella pusilla	Morozovella kubanensis	Acarinina nitida	Acarinina whitei	Subbotinid gen. et sp. indet (with abortive chambers)	Planorotalites pseudomenardii	Subbotina crassa >400 µm	Acarinina acarinata	Acarinina subsphaerica	Acarinina aquiensis	Acarinina chascanona	Subbotina eocaenica	Acarinina velascoensis	Globorotaloides sp. 1	Acarinina esnaensis	Subbotina patagonica	Subbotina pseudoeocaena trilobata	Subbotina pseudoeocaena	Subbotina eocaenica irregularis	Subbotina bakeri	Planorotalites pseudoscitulus elongatus	Planorotalites pseudoscitulus	Planorotalites planoconicus	Planorotalites australiformis	Morozovella wilcoxensis berggreni	Morozovella convexa	Morozovella aequa	Globorotaloides spp.	Chiloguembelina wilcoxensis	Acarinina soldadoensis	Acarinina intermedia	Subbotina sp. aff. S.hornibrooki	Subbotina pseudoeocaena compacta	Planorotalites chapmani	Morozovella subbotinae	Morozovella marginodentata	Morozovella lensiformis	Morozovella dolabrata	Guembelitria sp.	Globorotaloides sp. aff. G.suteri	Acarinina triplex	Acarinina rugosoaculeata	Acarinina pentacamerata camerata	Acarinina pentacamerata acceleratoria	Acarinina interposita	Acarinina collactea	Subbotina inaequispira	Subbotina eocaena	Pseudohastigerina wilcoxensis	Pseudohastigerina spp. <150 µm	Globigerinatheka senni	Acarininid gen.et sp. indet (subangular)	Acarinina spinuloinflata	Acarinina rotundimarginata	Acarinina pseudotopilensis	Acarinina primitiva	Acarinina praetopilensis	Acarinina pentacamerata	Acarinina appressocamerata	Subbotina corpulenta	Acarinina soldadoensis angulosa	Acarinina sp. aff. mattseensis alticonica	Globorotalia praecentralis	Subbotina ratusa	Acarinina decepta	Acarinina bullbrooki/matthewsae	Pseudohastigerina micra	Morozovella nicoli ex. group (biconvex)	Cassigerinelloita amekiensis	Pseudohastigerina danvillensis	Morozovella crater	Morozovella broedermanni	Acarinina sp. cf. A.quadratoseptata	Subbotina crociapertura	Acarinina sp. cf. A.punctocarinata	Acarinina cuneicamerata	Pseudohastigerina sharkriverensis	Globorotaloides oregonensis	Globorotaloides suteri	Subbotina utilisindex	Subbotina angiporoides minima	Catapsydrax spp.	Globigerinatheka index	Subbotina linaperta	Morozovella sp. cf. M. lehneri	Subbotina angiporoides	Catapsydrax africanus	Comment

  SR	Early Eocene     	                 	P8                	P9            	114	 700	B	 21	R	 3	   5.00	    195.9500	Nocchi   	Planktonic Foraminifers                      	A              	M                 	                 	                        	                   	                       	                                 	                               	                        	               	                  	                    	                                	                      	                   	                         	                              	                                              	                             	                     	                 	                         	                      	                           	                   	                                    	                        	                      	               	                       	                     	                       	                   	                              	                           	                            	                   	                          	                         	                   	                           	                       	                     	                          	                           	                         	                 	                               	                         	                	                     	                	                                   	                               	                 	                                     	                                 	F                                          	R                        	                      	                         	                      	                      	                                                                   	                                     	                       	                         	                         	                    	                         	                        	                        	                                   	                    	                  	C                          	                           	                                      	                   	                      	                	                	R                                                    	                             	                        	R                  	                      	F                  	                    	F                  	                      	                     	R                  	C                   	                                 	R                      	F                              	R               	R                                      	S                            	R                          	                             	                                 	                   	                 	R                   	                           	                      	F                   	R                               	R                               	R                      	                      	                          	                       	                     	R               	R                                	R                	                        	                                	                                     	                     	F                  	                      	R                	R                            	R                             	F                     	                                        	R                       	                          	R                         	C                  	R                       	                       	F                         	R                   	S                              	F                                        	                          	                	                 	                               	                       	                                       	                            	                              	                  	                        	                                   	                       	                                  	                       	                                 	                           	                      	                     	                             	                	                      	                   	                              	                      	                     	from ODP Leg 114 SR Chapter 12 Table 4 (back-pocket)

  SR	Early Eocene     	                 	P8                	P9            	114	 700	B	 21	R	 4	   3.00	    197.4300	Nocchi   	Planktonic Foraminifers                      	A              	M                 	                 	                        	                   	                       	                                 	                               	                        	               	                  	                    	                                	                      	                   	                         	                              	                                              	                             	                     	                 	                         	                      	                           	                   	                                    	                        	                      	               	                       	                     	                       	                   	                              	                           	                            	                   	                          	                         	                   	                           	                       	                     	                          	                           	                         	                 	                               	                         	                	                     	                	                                   	                               	                 	                                     	                                 	                                           	R                        	                      	                         	                      	                      	                                                                   	                                     	                       	                         	                         	                    	                         	                        	                        	                                   	                    	                  	R                          	                           	                                      	                   	                      	F               	                	R                                                    	                             	                        	C                  	                      	                   	                    	F                  	                      	S                    	R                  	C                   	                                 	F                      	R                              	C               	R                                      	S                            	F                          	                             	                                 	                   	                 	R                   	                           	                      	R                   	F                               	F                               	R                      	                      	                          	                       	                     	F               	R                                	C                	                        	                                	                                     	F                    	F                  	                      	C                	                             	                              	R                     	R                                       	R                       	                          	R                         	R                  	                        	S                      	F                         	S                   	R                              	                                         	                          	                	                 	                               	                       	                                       	                            	                              	                  	                        	                                   	                       	                                  	                       	                                 	                           	                      	                     	                             	                	                      	                   	                              	                      	                     	from ODP Leg 114 SR Chapter 12 Table 4 (back-pocket)

  SR	Early Eocene     	                 	P8                	P9            	114	 700	B	 21	R	CC	  17.00	    198.0400	Nocchi   	Planktonic Foraminifers                      	A              	M                 	                 	                        	                   	                       	                                 	                               	                        	               	                  	                    	                                	                      	                   	                         	                              	                                              	                             	                     	                 	                         	                      	                           	                   	                                    	                        	                      	               	                       	                     	                       	                   	                              	                           	                            	                   	                          	                         	                   	                           	                       	                     	                          	                           	                         	                 	                               	                         	                	                     	                	                                   	                               	                 	                                     	                                 	F                                          	R                        	                      	                         	                      	                      	                                                                   	                                     	                       	                         	                         	                    	                         	                        	                        	                                   	                    	                  	C                          	                           	                                      	                   	                      	F               	                	R                                                    	                             	                        	C                  	                      	R                  	R                   	R                  	                      	R                    	R                  	R                   	                                 	R                      	R                              	                	C                                      	C                            	C                          	                             	                                 	                   	                 	F                   	                           	                      	R                   	                                	R                               	R                      	                      	                          	                       	                     	                	C                                	F                	                        	                                	C                                    	F                    	F                  	R                     	F                	S                            	F                             	R                     	R                                       	C                       	R                         	F                         	R                  	R                       	R                      	C                         	                    	                               	                                         	                          	                	                 	                               	                       	                                       	                            	                              	                  	                        	                                   	                       	                                  	                       	                                 	                           	                      	                     	                             	                	                      	                   	                              	                      	                     	P.micra occurrence is doubtful; from ODP Leg 114 SR Chapter 12 Table 4 (back-pocket)

  SR	Early Eocene     	                 	P6b               	P7            	114	 700	B	 22	R	CC	   5.00	    200.3800	Nocchi   	Planktonic Foraminifers                      	A              	M                 	                 	                        	                   	                       	                                 	                               	                        	               	                  	                    	                                	                      	                   	                         	                              	                                              	                             	                     	                 	                         	                      	                           	                   	                                    	                        	                      	               	                       	                     	                       	                   	                              	                           	                            	                   	                          	                         	                   	                           	                       	                     	                          	                           	                         	                 	                               	                         	                	                     	                	                                   	                               	                 	                                     	                                 	A                                          	R                        	                      	                         	                      	                      	C                                                                  	                                     	                       	                         	                         	                    	                         	                        	                        	                                   	                    	                  	C                          	                           	                                      	                   	                      	                	                	R                                                    	                             	                        	F                  	                      	C                  	R                   	R                  	                      	                     	C                  	C                   	                                 	R                      	F                              	                	C                                      	C                            	C                          	                             	                                 	                   	                 	R                   	                           	                      	F                   	R                               	R                               	R                      	F                     	F                         	R                      	S                    	R               	F                                	R                	F                       	R                               	R                                    	F                    	R                  	                      	                 	                             	                              	                      	                                        	                        	                          	                          	                   	                        	                       	                          	                    	                               	                                         	                          	                	                 	                               	                       	                                       	                            	                              	                  	                        	                                   	                       	                                  	                       	                                 	                           	                      	                     	                             	                	                      	                   	                              	                      	                     	P.micra & S.corpulenta & S.eocaena occurrence is doubtful; from ODP Leg 114 SR Chapter 12 Table 4 (back-pocket)

  SR	Early Eocene     	                 	P6b               	P7            	114	 700	B	 24	R	 1	  24.00	    219.2400	Nocchi   	Planktonic Foraminifers                      	A              	G                 	                 	                        	                   	                       	                                 	                               	                        	               	                  	                    	                                	                      	                   	                         	                              	                                              	                             	                     	                 	                         	                      	                           	                   	                                    	                        	                      	               	                       	                     	                       	                   	                              	                           	                            	                   	                          	                         	                   	                           	                       	                     	                          	                           	                         	                 	                               	                         	                	                     	                	                                   	                               	                 	                                     	                                 	F                                          	C                        	                      	                         	                      	                      	C                                                                  	                                     	                       	                         	                         	                    	                         	                        	                        	                                   	                    	C                 	C                          	                           	                                      	                   	                      	                	                	                                                     	                             	                        	                   	                      	F                  	F                   	C                  	                      	                     	F                  	F                   	R                                	F                      	C                              	R               	F                                      	F                            	C                          	F                            	R                                	S                  	S                	F                   	F                          	F                     	F                   	                                	                                	                       	                      	                          	                       	                     	                	                                 	                 	                        	                                	                                     	                     	                   	                      	                 	                             	                              	                      	                                        	                        	                          	                          	                   	                        	                       	                          	                    	                               	                                         	                          	                	                 	                               	                       	                                       	                            	                              	                  	                        	                                   	                       	                                  	                       	                                 	                           	                      	                     	                             	                	                      	                   	                              	                      	                     	slight to medium etching of chambers; from ODP Leg 114 SR Chapter 12 Table 4 (back-pocket)

  SR	Late Paleocene   	                 	P4                	              	114	 700	B	 26	R	 1	 130.00	    239.3000	Nocchi   	Planktonic Foraminifers                      	C              	P                 	                 	                        	                   	                       	                                 	                               	                        	               	                  	                    	                                	                      	                   	                         	                              	                                              	                             	                     	                 	                         	                      	                           	                   	                                    	                        	                      	               	                       	                     	                       	                   	                              	                           	                            	                   	                          	                         	                   	                           	                       	                     	                          	                           	                         	                 	                               	F                        	                	                     	                	                                   	                               	                 	                                     	                                 	                                           	C                        	                      	                         	                      	                      	                                                                   	                                     	                       	                         	                         	                    	                         	                        	                        	                                   	                    	                  	                           	                           	                                      	                   	                      	                	                	                                                     	                             	                        	                   	                      	F                  	                    	C                  	A                     	                     	                   	C                   	                                 	                       	                               	                	                                       	                             	                           	                             	                                 	                   	                 	                    	                           	                      	                    	                                	                                	                       	                      	                          	                       	                     	                	                                 	                 	                        	                                	                                     	                     	                   	                      	                 	                             	                              	                      	                                        	                        	                          	                          	                   	                        	                       	                          	                    	                               	                                         	                          	                	                 	                               	                       	                                       	                            	                              	                  	                        	                                   	                       	                                  	                       	                                 	                           	                      	                     	                             	                	                      	                   	                              	                      	                     	from ODP Leg 114 SR Chapter 12 Table 4 (back-pocket)

  SR	Late Paleocene   	                 	P4                	              	114	 700	B	 26	R	 2	  98.00	    240.4800	Nocchi   	Planktonic Foraminifers                      	C              	P                 	                 	                        	                   	                       	                                 	                               	                        	               	                  	                    	                                	                      	                   	                         	                              	                                              	                             	                     	                 	                         	                      	                           	                   	                                    	                        	                      	               	                       	                     	                       	                   	                              	                           	                            	                   	                          	                         	                   	                           	                       	                     	                          	                           	                         	                 	                               	C                        	                	                     	                	                                   	                               	                 	                                     	                                 	C                                          	C                        	C                     	                         	                      	                      	                                                                   	                                     	                       	                         	                         	                    	S                        	                        	                        	                                   	                    	C                 	                           	                           	                                      	                   	                      	                	                	                                                     	                             	                        	                   	                      	F                  	                    	C                  	                      	R                    	                   	C                   	                                 	                       	                               	                	                                       	                             	                           	                             	                                 	                   	                 	                    	                           	                      	                    	                                	                                	                       	                      	                          	                       	                     	                	                                 	                 	                        	                                	                                     	                     	                   	                      	                 	                             	                              	                      	                                        	                        	                          	                          	                   	                        	                       	                          	                    	                               	                                         	                          	                	                 	                               	                       	                                       	                            	                              	                  	                        	                                   	                       	                                  	                       	                                 	                           	                      	                     	                             	                	                      	                   	                              	                      	                     	from ODP Leg 114 SR Chapter 12 Table 4 (back-pocket)

  SR	Late Paleocene   	                 	P4                	              	114	 700	B	 26	R	CC	  45.00	    242.3900	Nocchi   	Planktonic Foraminifers                      	C              	P                 	                 	                        	                   	                       	                                 	                               	                        	               	                  	                    	                                	                      	                   	                         	                              	                                              	                             	                     	                 	                         	                      	                           	                   	                                    	                        	                      	               	                       	                     	                       	                   	                              	                           	                            	                   	                          	                         	                   	                           	                       	                     	                          	                           	                         	                 	                               	C                        	                	                     	                	                                   	                               	                 	                                     	                                 	C                                          	C                        	                      	                         	                      	                      	                                                                   	                                     	                       	                         	                         	                    	                         	                        	                        	                                   	                    	                  	                           	F                          	                                      	                   	                      	                	                	                                                     	                             	                        	                   	                      	C                  	                    	C                  	                      	                     	                   	                    	                                 	                       	                               	                	                                       	                             	                           	                             	                                 	                   	                 	                    	                           	                      	                    	                                	                                	                       	                      	                          	                       	                     	                	                                 	                 	                        	                                	                                     	                     	                   	                      	                 	                             	                              	                      	                                        	                        	                          	                          	                   	                        	                       	                          	                    	                               	                                         	                          	                	                 	                               	                       	                                       	                            	                              	                  	                        	                                   	                       	                                  	                       	                                 	                           	                      	                     	                             	                	                      	                   	                              	                      	                     	from ODP Leg 114 SR Chapter 12 Table 4 (back-pocket)

  SR	Late Paleocene   	                 	P4                	              	114	 700	B	 27	R	 1	 100.00	    248.5000	Nocchi   	Planktonic Foraminifers                      	C              	P                 	                 	                        	                   	                       	                                 	                               	                        	               	                  	                    	                                	                      	                   	                         	                              	                                              	                             	                     	                 	                         	                      	                           	                   	                                    	                        	                      	               	                       	                     	                       	                   	                              	                           	                            	                   	                          	                         	                   	                           	                       	                     	                          	                           	                         	                 	                               	A                        	                	                     	                	                                   	                               	                 	                                     	                                 	C                                          	C                        	C                     	                         	                      	                      	                                                                   	                                     	                       	                         	                         	                    	                         	                        	                        	                                   	                    	                  	                           	                           	                                      	                   	                      	                	                	                                                     	                             	                        	                   	                      	F                  	                    	C                  	                      	                     	                   	                    	                                 	                       	                               	                	                                       	                             	                           	                             	                                 	                   	                 	                    	                           	                      	                    	                                	                                	                       	                      	                          	                       	                     	                	                                 	                 	                        	                                	                                     	                     	                   	                      	                 	                             	                              	                      	                                        	                        	                          	                          	                   	                        	                       	                          	                    	                               	                                         	                          	                	                 	                               	                       	                                       	                            	                              	                  	                        	                                   	                       	                                  	                       	                                 	                           	                      	                     	                             	                	                      	                   	                              	                      	                     	from ODP Leg 114 SR Chapter 12 Table 4 (back-pocket)

  SR	Late Paleocene   	                 	P4                	              	114	 700	B	 27	R	CC	   9.00	    249.4100	Nocchi   	Planktonic Foraminifers                      	A              	P                 	                 	                        	                   	                       	                                 	                               	                        	               	                  	                    	                                	                      	                   	                         	                              	                                              	                             	                     	                 	                         	                      	                           	                   	                                    	                        	                      	               	                       	                     	                       	                   	                              	                           	                            	                   	                          	                         	                   	                           	                       	                     	                          	                           	                         	                 	                               	A                        	                	                     	                	                                   	                               	                 	                                     	                                 	A                                          	                         	C                     	                         	                      	                      	                                                                   	                                     	                       	                         	                         	                    	                         	                        	                        	                                   	                    	                  	                           	                           	                                      	                   	                      	                	                	                                                     	                             	C                       	                   	                      	                   	                    	C                  	                      	C                    	                   	                    	                                 	                       	                               	                	                                       	                             	                           	                             	                                 	                   	                 	                    	                           	                      	                    	                                	                                	                       	                      	                          	                       	                     	                	                                 	                 	                        	                                	                                     	                     	                   	                      	                 	                             	                              	                      	                                        	                        	                          	                          	                   	                        	                       	                          	                    	                               	                                         	                          	                	                 	                               	                       	                                       	                            	                              	                  	                        	                                   	                       	                                  	                       	                                 	                           	                      	                     	                             	                	                      	                   	                              	                      	                     	from ODP Leg 114 SR Chapter 12 Table 4 (back-pocket)
