Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Truncorotalia truncatulinoides (sin.),Truncorotalia truncatulinoides (dex.),Truncorotalia crassaformis hessi,Truncorotalia crassaformis,Sphaeroidinella dehiscens,Pulleniatina obliquiloculata,Neogloboquadrina pachyderma,Menardella menardii (sinistral),Menardella menardii (dextral),Globigerinoides obliquus,Globoconella inflata,Globigerina bulloides,Globoturborotalita rubescens,Globorotalia tumida,Globigerina falconensis,Globigerina bermudezi,Hirsutella hirsuta,Hastigerina pelagica,Globigerinella calida,Globorotalia tumida flexuosa,Comment
  IR,                 ,Pleistocene      ,                  ,N22           ,172,1058,A,  2,H, 7,  58.00,     19.0800,Chaisson ,Planktonic Foraminifers                      ,C              ,G                 ,+                                    ,+                                    ,                                ,                          ,-                        ,+                           ,                           ,+                              ,-                            ,                        ,+                   ,                     ,                            ,+                  ,                       ,                     ,+                 ,                    ,                     ,+                           ,>0.068
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,N22           ,172,1058,A,  2,H,CC,  10.00,     19.2100,Chaisson ,Planktonic Foraminifers                      ,F              ,G                 ,F                                    ,-                                    ,R                               ,R                         ,-                        ,R                           ,-                          ,-                              ,-                            ,                        ,F                   ,-                    ,-                           ,F                  ,                       ,-                    ,F                 ,+                   ,-                    ,F                           ,>0.068 Ma
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,N22           ,172,1058,A,  3,H,CC,  18.00,     28.8200,Chaisson ,Planktonic Foraminifers                      ,F              ,G                 ,F                                    ,-                                    ,R                               ,R                         ,-                        ,R                           ,-                          ,-                              ,-                            ,                        ,F                   ,-                    ,-                           ,F                  ,                       ,-                    ,F                 ,+                   ,-                    ,F                           ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,N22           ,172,1058,A,  4,H, 3,  71.00,     32.2100,Chaisson ,Planktonic Foraminifers                      ,C              ,G                 ,+                                    ,+                                    ,                                ,+                         ,-                        ,+                           ,                           ,+                              ,-                            ,                        ,+                   ,                     ,                            ,-                  ,                       ,                     ,+                 ,                    ,                     ,+                           ,<0.401
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,N22           ,172,1058,A,  4,H, 4,  70.00,     33.7000,Chaisson ,Planktonic Foraminifers                      ,C              ,G                 ,+                                    ,+                                    ,                                ,                          ,-                        ,+                           ,                           ,                               ,                             ,                        ,+                   ,                     ,                            ,+                  ,                       ,                     ,+                 ,                    ,                     ,-                           ,>0.401
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,N22           ,172,1058,A,  4,H, 5,  70.00,     35.2000,Chaisson ,Planktonic Foraminifers                      ,C              ,G                 ,+                                    ,+                                    ,                                ,                          ,+                        ,+                           ,                           ,                               ,                             ,                        ,+                   ,+                    ,                            ,+                  ,                       ,                     ,+                 ,                    ,                     ,-                           ,no flexuosa>0.401
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,N22           ,172,1058,A,  4,H,CC,  16.00,     38.4100,Chaisson ,Planktonic Foraminifers                      ,F              ,G                 ,-                                    ,F                                    ,-                               ,R                         ,-                        ,-                           ,R                          ,-                              ,-                            ,                        ,F                   ,-                    ,-                           ,R                  ,                       ,-                    ,F                 ,-                   ,                     ,R                           ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,N22           ,172,1058,A,  5,H,CC,  23.00,     48.0700,Chaisson ,Planktonic Foraminifers                      ,F              ,G                 ,F                                    ,-                                    ,-                               ,-                         ,-                        ,-                           ,-                          ,-                              ,-                            ,                        ,F                   ,-                    ,R                           ,-                  ,                       ,-                    ,-                 ,-                   ,-                    ,-                           ,pyritized burrows rare mica many small forams - sorted
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,N22           ,172,1058,A,  6,H, 4,  67.00,     52.6700,Chaisson ,Planktonic Foraminifers                      ,C              ,G                 ,                                     ,+                                    ,                                ,                          ,                         ,+                           ,                           ,                               ,                             ,                        ,                    ,                     ,                            ,A                  ,                       ,                     ,                  ,                    ,                     ,F                           ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,N22           ,172,1058,A,  6,H, 5,  70.00,     54.2000,Chaisson ,Planktonic Foraminifers                      ,C              ,G                 ,                                     ,+                                    ,                                ,                          ,                         ,                            ,                           ,+                              ,                             ,                        ,+                   ,                     ,                            ,+                  ,                       ,                     ,                  ,                    ,                     ,R                           ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,N22           ,172,1058,A,  6,H,CC,  29.00,     57.6800,Chaisson ,Planktonic Foraminifers                      ,F              ,G                 ,-                                    ,F                                    ,R                               ,R                         ,-                        ,-                           ,R                          ,R                              ,-                            ,                        ,F                   ,R                    ,F                           ,-                  ,                       ,-                    ,-                 ,-                   ,-                    ,                            ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,N22           ,172,1058,A,  7,H,CC,  35.00,     67.2700,Chaisson ,Planktonic Foraminifers                      ,F              ,M                 ,-                                    ,F                                    ,R                               ,F                         ,R                        ,R                           ,-                          ,-                              ,-                            ,                        ,F                   ,-                    ,-                           ,-                  ,                       ,-                    ,-                 ,-                   ,-                    ,                            ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,N22           ,172,1058,A,  8,H,CC,  34.00,     76.7700,Chaisson ,Planktonic Foraminifers                      ,F              ,G                 ,-                                    ,F                                    ,R                               ,F                         ,R                        ,R                           ,R                          ,-                              ,-                            ,                        ,R                   ,R                    ,R                           ,-                  ,                       ,-                    ,-                 ,-                   ,-                    ,                            ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,N22           ,172,1058,A,  9,H, 5,  70.00,     82.6600,Chaisson ,Planktonic Foraminifers                      ,F              ,G                 ,-                                    ,F                                    ,R                               ,R                         ,R                        ,-                           ,-                          ,-                              ,-                            ,                        ,-                   ,F                    ,-                           ,F                  ,                       ,-                    ,                  ,                    ,                     ,R                           ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,N22           ,172,1058,A,  9,H, 6,  70.00,     84.1600,Chaisson ,Planktonic Foraminifers                      ,               ,                  ,-                                    ,F                                    ,                                ,R                         ,R                        ,R                           ,R                          ,R                              ,-                            ,                        ,-                   ,-                    ,R                           ,R                  ,                       ,-                    ,                  ,                    ,                     ,                            ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,N22           ,172,1058,A,  9,H, 7,  70.00,     85.6600,Chaisson ,Planktonic Foraminifers                      ,C              ,G                 ,                                     ,+                                    ,                                ,+                         ,+                        ,+                           ,                           ,+                              ,                             ,                        ,                    ,                     ,                            ,+                  ,                       ,                     ,                  ,                    ,                     ,                            ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,N22           ,172,1058,A,  9,H,CC,  28.00,     86.1700,Chaisson ,Planktonic Foraminifers                      ,F              ,M                 ,-                                    ,F                                    ,R                               ,R                         ,R                        ,R                           ,R                          ,R                              ,-                            ,                        ,R                   ,-                    ,R                           ,-                  ,                       ,-                    ,                  ,-                   ,-                    ,+                           ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,N22           ,172,1058,A, 10,H, 1,  70.00,     86.2000,Chaisson ,Planktonic Foraminifers                      ,C              ,G                 ,                                     ,+                                    ,                                ,+                         ,+                        ,                            ,                           ,+                              ,                             ,                        ,+                   ,                     ,                            ,+                  ,                       ,                     ,+                 ,                    ,                     ,                            ,no flexuosa
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,N21           ,172,1058,A, 10,H,CC,  31.00,     95.7500,Chaisson ,Planktonic Foraminifers                      ,               ,                  ,-                                    ,+                                    ,+                               ,+                         ,-                        ,-                           ,-                          ,-                              ,-                            ,                        ,+                   ,-                    ,-                           ,+                  ,-                      ,-                    ,-                 ,-                   ,-                    ,                            ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,N22           ,172,1058,A, 11,H, 2,  70.00,     96.4100,Chaisson ,Planktonic Foraminifers                      ,C              ,G                 ,-                                    ,R                                    ,                                ,R                         ,R                        ,R                           ,R                          ,-                              ,-                            ,                        ,F                   ,R                    ,-                           ,-                  ,F                      ,                     ,                  ,                    ,-                    ,                            ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,N22           ,172,1058,A, 11,H, 3,  65.00,     97.8600,Chaisson ,Planktonic Foraminifers                      ,C              ,VG                ,-                                    ,R                                    ,                                ,R                         ,R                        ,R                           ,R                          ,R                              ,-                            ,                        ,+                   ,-                    ,-                           ,F                  ,-                      ,                     ,                  ,                    ,+                    ,                            ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,N22           ,172,1058,A, 11,H, 4,  67.00,     99.3800,Chaisson ,Planktonic Foraminifers                      ,F              ,M                 ,F                                    ,-                                    ,                                ,-                         ,-                        ,R                           ,R                          ,R                              ,-                            ,                        ,F                   ,R                    ,-                           ,-                  ,-                      ,                     ,                  ,                    ,-                    ,                            ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,N22           ,172,1058,A, 11,H,CC,  20.00,    105.8200,Chaisson ,Planktonic Foraminifers                      ,               ,M                 ,-                                    ,+                                    ,+                               ,+                         ,-                        ,+                           ,-                          ,+                              ,-                            ,                        ,+                   ,-                    ,-                           ,-                  ,-                      ,-                    ,-                 ,-                   ,-                    ,                            ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,N22           ,172,1058,A, 12,H, 2,  70.00,    105.6000,Chaisson ,Planktonic Foraminifers                      ,F              ,G                 ,-                                    ,F                                    ,-                               ,-                         ,-                        ,-                           ,-                          ,R                              ,-                            ,                        ,F                   ,-                    ,-                           ,-                  ,                       ,-                    ,                  ,                    ,-                    ,                            ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,N22           ,172,1058,A, 12,H, 3,  53.00,    106.9300,Chaisson ,Planktonic Foraminifers                      ,F              ,G                 ,R                                    ,F                                    ,R                               ,R                         ,R                        ,R                           ,R                          ,R                              ,-                            ,                        ,R                   ,-                    ,R                           ,F                  ,R                      ,-                    ,                  ,                    ,                     ,                            ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,N22           ,172,1058,A, 12,H, 4,  70.00,    108.6000,Chaisson ,Planktonic Foraminifers                      ,F              ,M                 ,R                                    ,F                                    ,R                               ,R                         ,R                        ,R                           ,R                          ,-                              ,-                            ,                        ,R                   ,R                    ,R                           ,-                  ,-                      ,                     ,                  ,                    ,                     ,                            ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,N22           ,172,1058,A, 12,H, 5,  70.00,    110.1000,Chaisson ,Planktonic Foraminifers                      ,C              ,G                 ,-                                    ,F                                    ,                                ,R                         ,R                        ,-                           ,R                          ,-                              ,-                            ,                        ,F                   ,R                    ,-                           ,-                  ,F                      ,                     ,                  ,                    ,                     ,                            ,no hessi  >0.75 Ma rare mica
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,N22           ,172,1058,A, 12,H,CC,  24.00,    115.0500,Chaisson ,Planktonic Foraminifers                      ,A              ,G                 ,+                                    ,+                                    ,-                               ,+                         ,+                        ,+                           ,                           ,+                              ,-                            ,                        ,+                   ,+                    ,                            ,                   ,                       ,                     ,                  ,                    ,                     ,                            ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,N22           ,172,1058,A, 13,H,CC,  19.00,    124.6400,Chaisson ,Planktonic Foraminifers                      ,C              ,G                 ,-                                    ,+                                    ,                                ,+                         ,+                        ,+                           ,                           ,-                              ,+                            ,                        ,+                   ,                     ,                            ,                   ,                       ,                     ,                  ,                    ,                     ,                            ,pyrite
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,N22           ,172,1058,A, 14,H,CC,  21.00,    134.0000,Chaisson ,Planktonic Foraminifers                      ,C              ,G                 ,+                                    ,+                                    ,-                               ,+                         ,+                        ,+                           ,                           ,                               ,                             ,                        ,                    ,+                    ,                            ,                   ,                       ,                     ,                  ,                    ,                     ,                            ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,N22           ,172,1058,A, 15,H, 5,  70.00,    138.6200,Chaisson ,Planktonic Foraminifers                      ,F              ,M                 ,R                                    ,R                                    ,R                               ,R                         ,-                        ,R                           ,R                          ,-                              ,-                            ,                        ,R                   ,-                    ,-                           ,-                  ,-                      ,                     ,                  ,                    ,                     ,                            ,few ruber : dissolution?
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,N22           ,172,1058,A, 15,H, 6,  70.00,    140.1200,Chaisson ,Planktonic Foraminifers                      ,F              ,G                 ,F                                    ,-                                    ,R                               ,F                         ,R                        ,R                           ,-                          ,-                              ,-                            ,R                       ,R                   ,R                    ,R                           ,-                  ,F                      ,                     ,                  ,                    ,                     ,                            ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,N22           ,172,1058,A, 15,H,CC,  21.00,    143.4900,Chaisson ,Planktonic Foraminifers                      ,C              ,G                 ,+                                    ,+                                    ,-                               ,+                         ,+                        ,+                           ,                           ,                               ,                             ,                        ,+                   ,+                    ,                            ,                   ,                       ,                     ,                  ,                    ,                     ,                            ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,N22           ,172,1058,A, 16,H,CC,  12.00,    152.7500,Chaisson ,Planktonic Foraminifers                      ,C              ,M                 ,+                                    ,+                                    ,-                               ,+                         ,+                        ,+                           ,+                          ,+                              ,-                            ,+                       ,                    ,                     ,                            ,                   ,                       ,                     ,                  ,                    ,                     ,                            ,>1.3 Ma
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
