Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Stephanopyxis grunowii	Pyxilla reticulata	Hemiaulus polymorphus	Vulcanella hannae	Trinacria excavata	Stephanopyxis turris	Stephanopyxis superba	Stephanopyxis splendidus	Sceptroneis ligulatus	Rhizosolenia hebetata	Pterotheca danica	Paralia sulcata	Hemiaulus polycystinorum	Hemiaulus incisus	Hemiaulus dissimilis	Hemiaulus caracteristicus	Goniothecium odontella	Goniothecium decoratum	Eurossia irregularis	Distephanosira architecturalis	Coscinodiscus spp.	Cocconeis spp.	Chaetoceros spp.	Biddulphia spp.	Actinoptychus senarius	Thalassiosira torokina	Thalassiosira oliverana	Rhizosolenia styliformis	Eucampia antarctica	Actinocyclus karstenii	Actinocyclus fasciculatus	Thalassiosira vulnifica	Thalassiosira tetraoestrupii var. reimeri	Thalassiosira praeconvexa var. aspinosa	Thalassiosira oestrupii	Thalassiosira lentiginosa	Thalassiosira kolbei	Thalassiosira inura	Thalassiosira insigna/inura trans	Thalassiosira insigna	Thalassiosira elliptipora	Thalassionema nitzschioides	Stellarima stellaris	Stellarima microtrias	Rouxia diploneides	Rouxia antarctica	Rhizosolenia sp. D	Rhizosolenia hebetata f. hiemalis	Porosira pseudodenticulata	Isthmia spp.	Fragilariopsis obliquecostata	Fragilariopsis curta	Dactyliosolen antarcticus	Actinocyclus ingens	Thalassiosira maculeata	Rouxia isopolica	Corethron criophilum	Trichotoxon reinboldii	Thalassiosira tumida	Thalassiosira fasciculata	Trachyneis aspera	Rouxia spp.	Fragilariopsis sublinearis	Fragilariopsis ritscheri	Fragilariopsis kerguelensis	Thalassiosira ritscherii	Thalassiosira antarctica	Odontella weissflogii	Fragilariopsis separanda	Diploneis spp.	Azpeitia tabularis	Asteromphalus parvulus	Actinocyclus actinochilus	Thalassiosira gracilis	Fragilariopsis rhombica	Fragilariopsis cylindrus	Comment

  IR	                 	                 	                  	              	188	1166	A	 13	R	 1	  77.00	    114.0700	paleo    	Diatoms                                      	A              	G                 	                      	                  	                     	                 	                  	                    	                     	                        	                     	R                    	                 	               	                        	                 	                    	                         	                      	                      	                    	                              	                  	              	C               	               	                      	F                     	F                      	R                       	F                  	R                     	C                        	                       	F                                        	                                       	R                      	F                        	F                   	                   	F                                	                     	F                        	R                          	                    	R                    	                  	C                	R                 	                                 	R                         	            	C                            	R                   	                         	                   	                       	                	                    	R                     	F                   	R                        	                 	           	                          	                        	                           	                        	                        	                     	                        	              	                  	                      	                         	                      	                       	                        	T. kolbei Zone (1.9-2.3 Ma)

  IR	                 	                 	                  	              	188	1166	A	 13	R	 1	  80.00	    114.1000	paleo    	Diatoms                                      	A              	G                 	                      	                  	                     	                 	                  	                    	                     	                        	                     	                     	                 	               	                        	                 	                    	                         	                      	                      	                    	                              	                  	              	                	               	                      	F                     	F                      	                        	                   	                      	R                        	                       	                                         	                                       	R                      	R                        	                    	                   	R                                	                     	R                        	R                          	                    	                     	                  	                 	R                 	                                 	                          	            	                             	                    	R                        	                   	R                      	R               	R                   	                      	                    	                         	                 	           	                          	                        	                           	                        	                        	                     	                        	              	                  	                      	                         	                      	                       	                        	T. kolbei Zone (1.9-2.3 Ma)

  IR	                 	                 	                  	              	188	1166	A	 13	R	 2	   8.00	    114.8800	paleo    	Diatoms                                      	A              	G                 	                      	                  	                     	                 	                  	                    	                     	                        	                     	R                    	                 	               	                        	                 	                    	                         	                      	                      	                    	                              	R                 	              	R               	               	                      	C                     	F                      	                        	F                  	R                     	F                        	F                      	R                                        	R                                      	R                      	F                        	F                   	R                  	R                                	R                    	F                        	R                          	R                   	F                    	R                 	C                	R                 	R                                	R                         	R           	C                            	R                   	R                        	C                  	                       	                	                    	                      	                    	                         	                 	           	                          	                        	                           	                        	                        	                     	                        	              	                  	                      	                         	                      	                       	                        	T. insigna - T. vulnifica Zone "b" (2.6-2.8 Ma)

  IR	                 	                 	                  	              	188	1166	A	 13	R	CC	   0.00	    117.1500	paleo    	Diatoms                                      	T              	MP                	                      	                  	                     	                 	                  	                    	                     	                        	                     	                     	                 	               	                        	                 	                    	                         	                      	                      	                    	                              	                  	              	                	               	                      	R                     	R                      	R                       	R                  	R                     	R                        	                       	                                         	                                       	                       	                         	                    	                   	                                 	                     	                         	                           	                    	                     	                  	                 	                  	                                 	                          	            	                             	                    	                         	                   	                       	                	                    	                      	                    	                         	                 	           	                          	                        	                           	                        	                        	                     	                        	              	                  	                      	                         	                      	                       	                        	Unzoned (<3.8 Ma)

  IR	                 	                 	                  	              	188	1166	A	 15	R	CC	  15.00	    142.4500	paleo    	Diatoms                                      	               	                  	F                     	F                 	                     	R                	R                 	F                   	R                    	R                       	R                    	R                    	F                	R              	R                       	R                	R                   	F                        	R                     	R                     	R                   	F                             	R                 	R             	F               	R              	R                     	                      	                       	                        	                   	                      	                         	                       	                                         	                                       	                       	                         	                    	                   	                                 	                     	                         	                           	                    	                     	                  	                 	                  	                                 	                          	            	                             	                    	                         	                   	                       	                	                    	                      	                    	                         	                 	           	                          	                        	                           	                        	                        	                     	                        	              	                  	                      	                         	                      	                       	                        	Early Oligocene - late Eocene (unzoned)

  IR	                 	                 	                  	              	188	1166	A	 16	R	CC	   0.00	    148.2600	paleo    	Diatoms                                      	               	                  	A                     	C                 	C                    	                 	                  	                    	                     	                        	                     	                     	                 	               	                        	                 	                    	                         	                      	                      	                    	                              	                  	              	                	               	                      	                      	                       	                        	                   	                      	                         	                       	                                         	                                       	                       	                         	                    	                   	                                 	                     	                         	                           	                    	                     	                  	                 	                  	                                 	                          	            	                             	                    	                         	                   	                       	                	                    	                      	                    	                         	                 	           	                          	                        	                           	                        	                        	                     	                        	              	                  	                      	                         	                      	                       	                        	Early Oligocene - late Eocene (unzoned)

