Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Helicosphaera waltrans	Helicosphaera intermedia	Umbilicosphaera rotula	Umbilicosphaera jafari	Triquetrorhabdulus milowii	Sphenolithus moriformis	Sphenolithus heteromorphus	Reticulofenestra pseudoumbilica(5-7microns)	Reticulofenestra minutula	Reticulofenestra haqii	Helicosphaera vedderi	Discoaster petaliformis	Discoaster musicus	Discoaster deflandrei	Cyclicargolithus floridanus	Coronocyclus nitescens	Coccolithus pelagicus	Discoaster spp.	Reticulofenestra pseudoumbilica (>7microns)	Orthorhabdus serratus	Discoaster pansus	Discoaster exilis	Calcidiscus tropicus	Helicosphaera carteri	Coccolithus miopelagicus	Discoaster bollii	Cryptococcolithus mediaperforatus	Calcidiscus leptoporus	Discoaster kugleri	Sphenolithus abies	Calcidiscus macintyrei	Triquetrorhabdulus rugosus	Pseudoemiliania lacunosa	Florisphaera profunda	Discoaster challengeri	Discoaster bellus	Catinaster coalitus	Helicosphaera stalis	Discoaster hamatus	Discoaster brouweri	Discoaster braarudii	Catinaster calyculus	Hughesius gizoensis	Discoaster prepentaradiatus	Pontosphaera multipora	Helicosphaera sellii	Discoaster variabilis	Discoaster triradiatus	Discoaster quinqueramus	Discoaster pentaradiatus	Discoaster berggrenii	Discoaster bergenii	Discoaster surculus	Discoaster loeblichii	Amaurolithus tricorniculatus	Amaurolithus primus	Amaurolithus delicatus	Sphenolithus spp.	Sphenolithus grandis	Scyphosphaera ventriosa	Ceratolithus cristatus	Reticulofenestra minuta	Pseudoemiliania ovata	Rhabdosphaera clavigera	Gephyrocapsa spp. (small)	Discoaster tamalis	Ceratolithus cristatus var. telesmus	Pontosphaera japonica	Discoaster asymmetricus	Oolithotus fragilis	Syracosphaera pulchra	Helicosphaera carteri var. walichii	Reticulofenestra spp.	Umbilicosphaera sibogae var. sibogae	Helicosphaera inversa	Gephyrocapsa oceanica	Gephyrocapsa muellerae	Gephyrocapsa caribbeanica	Cyclolithus annulus	Coccolithus pelagicus (with bar)	Umbilicosphaera hulburtiana	Pontosphaera discopora	Gephyrocapsa omega	Gephyrocapsa ericsonii	Syracosphaera spp.	Reticulofenestra asanoi	Umbilicosphaera sibogae var. foliosa	Umbellosphaera tenuis	Umbellosphaera irregularis	Neosphaera coccolithomorpha	Holodiscolithus macroporus	Gephyrocapsa large	Emiliania huxleyi	Scyphosphaera spp.	Braarudosphaera bigelowii	Comment

  IR	                 	                 	                  	NN21A         	190	1173	A	  6	H	 1	  75.00	     45.8900	nannos   	Nannofossils                                 	F              	M                 	                      	                        	                      	                      	                          	                       	                          	                                           	                         	                      	                     	                       	                  	                     	                           	                      	                     	               	                                           	                     	                 	                 	R                   	F                    	                        	                 	                                 	F                     	                  	                  	                      	                          	R                       	C                    	                      	                 	                   	                    	                  	                   	                    	                    	                   	                           	                      	                    	                     	                      	                       	                        	                     	                   	                   	                     	                            	                   	                      	                 	                    	                       	                      	F                      	                     	R                      	                         	                  	                                    	                     	                       	                   	R                    	                                   	                     	F                                   	                     	C                    	C                     	                         	F                  	                                	R                          	                      	                  	F                     	                  	                       	R                                   	R                    	                          	                           	                          	                  	A                	                  	                         	REOWRKED

  IR	                 	                 	                  	NN21          	190	1173	A	  6	H	 1	  75.00	     45.8900	nannos   	Nannofossils                                 	F              	M                 	                      	                        	                      	                      	                          	                       	                          	                                           	                         	                      	                     	                       	                  	                     	                           	                      	                     	               	                                           	                     	                 	                 	F                   	F                    	                        	                 	                                 	                      	                  	                  	                      	                          	F                       	F                    	                      	                 	                   	                    	                  	                   	                    	                    	                   	                           	                      	                    	                     	                      	                       	                        	                     	                   	                   	                     	                            	                   	                      	                 	                    	                       	                      	F                      	                     	F                      	                         	                  	                                    	                     	                       	                   	F                    	                                   	                     	                                    	F                    	F                    	                      	                         	F                  	                                	                           	                      	                  	                      	                  	                       	F                                   	F                    	                          	                           	                          	                  	F                	                  	                         	       

  IR	                 	                 	                  	              	190	1173	A	  7	H	 4	  75.00	     59.8900	Boeckel  	Nannofossils                                 	R              	P                 	                      	                        	                      	                      	                          	                       	                          	                                           	                         	                      	                     	                       	                  	                     	                           	                      	                     	               	                                           	                     	                 	                 	                    	                     	                        	                 	                                 	                      	                  	                  	                      	                          	                        	                     	                      	                 	                   	                    	                  	                   	                    	                    	                   	                           	                      	                    	                     	                      	                       	                        	                     	                   	                   	                     	                            	                   	                      	                 	                    	                       	                      	                       	                     	                       	                         	                  	                                    	                     	                       	                   	                     	                                   	                     	                                    	                     	D                    	                      	                         	                   	                                	                           	                      	                  	                      	                  	                       	                                    	                     	                          	                           	                          	                  	                 	                  	                         	       

  IR	                 	                 	                  	NN21          	190	1173	A	  7	H	CC	  21.00	     64.6300	nannos   	Nannofossils                                 	T              	P                 	                      	                        	                      	                      	                          	                       	                          	                                           	                         	                      	                     	                       	                  	                     	                           	                      	                     	               	                                           	                     	                 	                 	                    	                     	                        	                 	                                 	                      	                  	                  	                      	                          	                        	                     	                      	                 	                   	                    	                  	                   	                    	                    	                   	                           	                      	                    	                     	                      	                       	                        	                     	                   	                   	                     	                            	                   	                      	                 	                    	                       	                      	                       	                     	                       	                         	                  	                                    	                     	                       	                   	                     	                                   	                     	                                    	                     	A                    	                      	                         	                   	                                	                           	                      	                  	                      	                  	                       	                                    	                     	                          	                           	                          	                  	                 	                  	                         	       

  IR	                 	                 	                  	NN21          	190	1173	A	  8	H	CC	  23.00	     74.2300	nannos   	Nannofossils                                 	R              	P                 	                      	                        	                      	                      	                          	                       	                          	                                           	A                        	                      	                     	                       	                  	                     	                           	                      	                     	               	                                           	                     	                 	                 	                    	                     	                        	                 	                                 	C                     	                  	                  	                      	                          	C                       	                     	                      	                 	                   	                    	                  	                   	                    	                    	                   	                           	                      	                    	                     	                      	                       	                        	                     	                   	                   	                     	                            	                   	                      	C                	                    	                       	                      	A                      	                     	                       	                         	                  	                                    	                     	                       	                   	                     	                                   	                     	C                                   	                     	A                    	C                     	                         	                   	                                	                           	                      	                  	                      	                  	                       	                                    	                     	                          	                           	                          	                  	A                	                  	                         	       

  IR	                 	                 	                  	NN21          	190	1173	A	  9	H	CC	  14.00	     83.6100	nannos   	Nannofossils                                 	C              	G                 	                      	                        	                      	                      	                          	                       	                          	                                           	C                        	                      	                     	                       	                  	                     	                           	                      	F                    	               	                                           	                     	                 	                 	                    	F                    	                        	                 	                                 	C                     	                  	                  	                      	                          	R                       	C                    	                      	                 	                   	                    	                  	                   	                    	                    	                   	                           	                      	                    	                     	                      	                       	                        	                     	                   	                   	                     	                            	                   	                      	                 	                    	                       	                      	C                      	                     	                       	D                        	                  	                                    	                     	                       	                   	R                    	                                   	R                    	F                                   	R                    	C                    	C                     	                         	F                  	                                	F                          	                      	                  	D                     	R                 	                       	                                    	F                    	                          	                           	                          	                  	A                	                  	                         	       

  IR	                 	                 	                  	NN21          	190	1173	A	 11	H	CC	   0.00	    102.2700	nannos   	Nannofossils                                 	C              	G                 	                      	                        	                      	                      	                          	                       	                          	                                           	                         	                      	                     	                       	                  	                     	                           	                      	                     	               	                                           	                     	                 	                 	                    	F                    	                        	                 	                                 	F                     	                  	                  	                      	                          	F                       	C                    	                      	                 	                   	                    	                  	                   	                    	                    	                   	                           	                      	                    	                     	                      	                       	                        	                     	                   	                   	                     	                            	                   	                      	                 	                    	                       	                      	                       	                     	R                      	D                        	                  	                                    	                     	                       	                   	F                    	R                                  	                     	C                                   	F                    	C                    	C                     	                         	R                  	                                	R                          	                      	                  	                      	R                 	                       	                                    	F                    	                          	                           	                          	                  	A                	R                 	                         	       

  IR	                 	                 	NN20              	NN19          	190	1173	A	 12	H	CC	  35.00	    111.9600	nannos   	Nannofossils                                 	C              	G                 	                      	                        	                      	                      	                          	                       	                          	                                           	                         	                      	                     	                       	                  	                     	                           	                      	                     	               	                                           	                     	                 	                 	                    	                     	                        	                 	                                 	F                     	                  	                  	                      	                          	                        	A                    	                      	                 	                   	                    	                  	                   	                    	                    	                   	                           	                      	                    	                     	                      	                       	                        	                     	                   	                   	                     	                            	                   	                      	                 	                    	                       	                      	R                      	                     	                       	C                        	                  	                                    	                     	                       	                   	                     	                                   	                     	C                                   	                     	C                    	D                     	                         	                   	                                	                           	                      	                  	                      	                  	                       	                                    	                     	                          	                           	                          	                  	A                	                  	                         	       

  IR	                 	                 	                  	              	190	1173	A	 13	H	 4	  75.00	    116.8900	Boeckel  	Nannofossils                                 	C              	M                 	                      	                        	                      	                      	                          	                       	                          	                                           	                         	                      	                     	                       	                  	                     	                           	                      	                     	               	                                           	                     	                 	                 	                    	                     	                        	                 	                                 	F                     	                  	                  	                      	                          	                        	A                    	                      	                 	                   	                    	                  	                   	                    	                    	                   	                           	                      	                    	                     	                      	                       	                        	                     	                   	                   	                     	                            	                   	                      	                 	                    	                       	R                     	                       	                     	                       	A                        	                  	                                    	                     	                       	                   	                     	                                   	                     	                                    	                     	C                    	D                     	                         	                   	                                	                           	                      	                  	                      	                  	                       	F                                   	R                    	                          	                           	                          	                  	A                	                  	                         	       

  IR	                 	                 	                  	              	190	1173	A	 13	H	 6	  75.00	    119.8900	Boeckel  	Nannofossils                                 	C              	M                 	                      	                        	                      	                      	                          	                       	                          	                                           	                         	                      	                     	                       	                  	                     	                           	                      	                     	               	                                           	                     	                 	                 	                    	                     	                        	                 	                                 	C                     	                  	                  	                      	                          	R                       	C                    	                      	                 	                   	                    	                  	                   	                    	                    	                   	                           	                      	                    	                     	                      	                       	                        	                     	                   	                   	                     	                            	                   	                      	                 	                    	                       	R                     	                       	                     	                       	A                        	                  	                                    	                     	                       	                   	                     	                                   	                     	R                                   	                     	F                    	D                     	                         	                   	                                	                           	                      	                  	                      	                  	                       	R                                   	R                    	                          	                           	                          	                  	                 	                  	                         	       

  IR	                 	                 	                  	              	190	1173	A	 13	H	CC	  10.00	    120.9400	Boeckel  	Nannofossils                                 	R              	P                 	                      	                        	                      	                      	                          	                       	                          	                                           	                         	                      	                     	                       	                  	                     	                           	                      	                     	               	                                           	                     	                 	                 	                    	                     	                        	                 	                                 	                      	                  	                  	                      	                          	                        	                     	                      	                 	                   	                    	                  	                   	                    	                    	                   	                           	                      	                    	                     	                      	                       	                        	                     	                   	                   	                     	                            	                   	                      	                 	                    	                       	                      	A                      	                     	                       	                         	                  	                                    	                     	                       	                   	                     	                                   	A                    	                                    	                     	                     	                      	                         	                   	                                	                           	                      	                  	                      	                  	                       	                                    	                     	                          	                           	                          	                  	D                	                  	                         	       

  IR	                 	                 	                  	              	190	1173	A	 14	H	 4	  75.00	    126.3900	Boeckel  	Nannofossils                                 	F              	M                 	                      	                        	                      	                      	                          	                       	                          	                                           	                         	                      	                     	                       	                  	                     	                           	                      	                     	               	                                           	                     	                 	                 	                    	R                    	                        	                 	                                 	F                     	                  	                  	                      	                          	R                       	C                    	                      	                 	                   	                    	                  	                   	                    	                    	                   	                           	                      	                    	                     	                      	                       	                        	                     	                   	                   	                     	                            	                   	                      	                 	                    	                       	                      	                       	R                    	                       	A                        	                  	                                    	                     	                       	                   	                     	                                   	                     	F                                   	                     	C                    	D                     	                         	                   	                                	                           	                      	                  	                      	                  	                       	R                                   	                     	                          	                           	                          	                  	                 	                  	                         	       

  IR	                 	                 	                  	NN19          	190	1173	A	 14	H	CC	   0.20	    130.4820	nannos   	Nannofossils                                 	C              	G                 	                      	                        	                      	                      	                          	                       	                          	                                           	C                        	                      	                     	                       	                  	                     	                           	                      	                     	R              	                                           	                     	                 	                 	                    	                     	                        	                 	                                 	F                     	                  	                  	                      	                          	R                       	A                    	                      	                 	                   	                    	                  	                   	                    	                    	                   	                           	                      	                    	                     	                      	                       	                        	                     	                   	                   	                     	                            	                   	                      	                 	                    	                       	                      	                       	C                    	                       	A                        	                  	                                    	                     	                       	F                  	                     	                                   	                     	F                                   	                     	C                    	C                     	                         	                   	                                	                           	                      	                  	                      	                  	                       	                                    	                     	                          	F                          	                          	A                 	                 	                  	                         	       

  IR	                 	                 	                  	              	190	1173	A	 14	H	CC	  24.00	    130.7200	Boeckel  	Nannofossils                                 	C              	G                 	                      	                        	                      	                      	                          	                       	                          	                                           	C                        	                      	                     	                       	                  	                     	                           	                      	                     	R              	                                           	                     	                 	                 	                    	                     	                        	                 	                                 	F                     	                  	                  	                      	                          	R                       	A                    	                      	                 	                   	                    	                  	                   	                    	                    	                   	                           	                      	                    	                     	                      	                       	                        	                     	                   	                   	                     	                            	                   	                      	                 	                    	                       	                      	C                      	C                    	                       	A                        	                  	                                    	                     	                       	F                  	                     	                                   	                     	F                                   	                     	C                    	A                     	                         	                   	                                	                           	                      	                  	                      	                  	                       	                                    	                     	                          	F                          	                          	                  	                 	                  	                         	       
