Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Helicosphaera waltrans	Helicosphaera intermedia	Umbilicosphaera rotula	Umbilicosphaera jafari	Triquetrorhabdulus milowii	Sphenolithus moriformis	Sphenolithus heteromorphus	Reticulofenestra pseudoumbilica(5-7microns)	Reticulofenestra minutula	Reticulofenestra haqii	Helicosphaera vedderi	Discoaster petaliformis	Discoaster musicus	Discoaster deflandrei	Cyclicargolithus floridanus	Coronocyclus nitescens	Coccolithus pelagicus	Discoaster spp.	Reticulofenestra pseudoumbilica (>7microns)	Orthorhabdus serratus	Discoaster pansus	Discoaster exilis	Calcidiscus tropicus	Helicosphaera carteri	Coccolithus miopelagicus	Discoaster bollii	Cryptococcolithus mediaperforatus	Calcidiscus leptoporus	Discoaster kugleri	Sphenolithus abies	Calcidiscus macintyrei	Triquetrorhabdulus rugosus	Pseudoemiliania lacunosa	Florisphaera profunda	Discoaster challengeri	Discoaster bellus	Catinaster coalitus	Helicosphaera stalis	Discoaster hamatus	Discoaster brouweri	Discoaster braarudii	Catinaster calyculus	Hughesius gizoensis	Discoaster prepentaradiatus	Pontosphaera multipora	Helicosphaera sellii	Discoaster variabilis	Discoaster triradiatus	Discoaster quinqueramus	Discoaster pentaradiatus	Discoaster berggrenii	Discoaster bergenii	Discoaster surculus	Discoaster loeblichii	Amaurolithus tricorniculatus	Amaurolithus primus	Amaurolithus delicatus	Sphenolithus spp.	Sphenolithus grandis	Scyphosphaera ventriosa	Ceratolithus cristatus	Reticulofenestra minuta	Pseudoemiliania ovata	Rhabdosphaera clavigera	Gephyrocapsa spp. (small)	Discoaster tamalis	Ceratolithus cristatus var. telesmus	Pontosphaera japonica	Discoaster asymmetricus	Oolithotus fragilis	Syracosphaera pulchra	Helicosphaera carteri var. walichii	Reticulofenestra spp.	Umbilicosphaera sibogae var. sibogae	Helicosphaera inversa	Gephyrocapsa oceanica	Gephyrocapsa muellerae	Gephyrocapsa caribbeanica	Cyclolithus annulus	Coccolithus pelagicus (with bar)	Umbilicosphaera hulburtiana	Pontosphaera discopora	Gephyrocapsa omega	Gephyrocapsa ericsonii	Syracosphaera spp.	Reticulofenestra asanoi	Umbilicosphaera sibogae var. foliosa	Umbellosphaera tenuis	Umbellosphaera irregularis	Neosphaera coccolithomorpha	Holodiscolithus macroporus	Gephyrocapsa large	Emiliania huxleyi	Scyphosphaera spp.	Braarudosphaera bigelowii	Comment

  IR	                 	                 	                  	              	190	1173	A	 31	X	 4	  75.00	    288.4900	Boeckel  	Nannofossils                                 	R              	P                 	                      	                        	                      	                      	                          	                       	                          	                                           	                         	                      	                     	                       	                  	                     	                           	                      	                     	               	                                           	                     	                 	                 	                    	                     	                        	                 	                                 	                      	                  	                  	                      	                          	                        	                     	                      	                 	                   	                    	                  	                   	                    	                    	                   	                           	                      	                    	A                    	A                     	                       	A                       	                     	                   	                   	                     	                            	                   	                      	                 	                    	                       	                      	                       	                     	                       	                         	                  	                                    	                     	A                      	                   	                     	A                                  	                     	                                    	                     	                     	                      	                         	                   	                                	                           	                      	                  	                      	                  	                       	                                    	                     	                          	                           	                          	                  	                 	                  	                         	       

  IR	                 	                 	                  	              	190	1173	A	 31	X	 6	  75.00	    291.4900	Boeckel  	Nannofossils                                 	R              	P                 	                      	                        	                      	                      	                          	                       	                          	                                           	A                        	                      	                     	                       	                  	                     	                           	                      	                     	A              	                                           	                     	                 	                 	                    	                     	                        	                 	                                 	                      	                  	                  	                      	                          	A                       	C                    	                      	                 	                   	                    	                  	A                  	                    	                    	                   	                           	                      	                    	                     	                      	                       	                        	                     	                   	C                  	                     	                            	                   	                      	                 	                    	                       	                      	                       	                     	                       	                         	                  	                                    	                     	                       	                   	                     	                                   	                     	                                    	                     	                     	                      	                         	                   	                                	                           	                      	                  	                      	                  	                       	                                    	                     	                          	                           	                          	                  	                 	                  	                         	       

  IR	                 	                 	                  	              	190	1173	A	 32	X	 4	  78.00	    298.2200	Boeckel  	Nannofossils                                 	R              	P                 	                      	                        	                      	                      	                          	                       	                          	                                           	                         	                      	                     	                       	                  	                     	                           	                      	                     	A              	                                           	                     	                 	                 	                    	                     	                        	                 	                                 	                      	                  	                  	                      	                          	                        	                     	                      	                 	                   	                    	                  	                   	                    	                    	                   	                           	                      	                    	A                    	                      	                       	                        	                     	                   	                   	                     	                            	                   	                      	                 	                    	                       	                      	                       	                     	                       	                         	                  	                                    	                     	A                      	                   	                     	                                   	                     	                                    	                     	                     	                      	                         	                   	                                	                           	                      	                  	                      	                  	                       	                                    	                     	                          	                           	                          	                  	                 	                  	                         	       

  IR	                 	                 	                  	NN17          	190	1173	A	 32	X	CC	  29.00	    302.2300	nannos   	Nannofossils                                 	C              	M                 	                      	                        	C                     	                      	                          	                       	                          	                                           	A                        	                      	                     	                       	                  	                     	                           	                      	C                    	               	                                           	                     	                 	                 	F                   	                     	                        	                 	                                 	C                     	                  	                  	R                     	                          	C                       	A                    	                      	                 	                   	                    	                  	C                  	                    	                    	                   	                           	                      	R                   	R                    	                      	                       	F                       	                     	                   	                   	                     	                            	                   	                      	                 	                    	                       	R                     	A                      	C                    	F                      	                         	                  	R                                   	                     	                       	                   	F                    	R                                  	                     	                                    	                     	                     	                      	                         	                   	                                	                           	                      	                  	                      	                  	                       	                                    	                     	                          	                           	                          	                  	                 	                  	                         	       

  IR	                 	                 	                  	NN16          	190	1173	A	 33	X	CC	  42.00	    311.1200	nannos   	Nannofossils                                 	F              	P                 	                      	                        	C                     	                      	                          	                       	                          	A                                          	A                        	                      	                     	                       	                  	                     	                           	                      	F                    	C              	                                           	                     	                 	                 	F                   	                     	                        	                 	                                 	F                     	                  	                  	F                     	                          	C                       	A                    	                      	                 	                   	                    	                  	C                  	                    	                    	                   	                           	                      	                    	C                    	                      	                       	                        	                     	                   	F                  	                     	                            	                   	                      	                 	                    	                       	                      	A                      	C                    	                       	                         	R                 	                                    	                     	C                      	F                  	                     	                                   	                     	                                    	                     	                     	                      	                         	                   	                                	                           	                      	                  	                      	                  	                       	                                    	                     	                          	                           	                          	                  	                 	                  	                         	       

  IR	                 	                 	                  	              	190	1173	A	 34	X	 4	  70.00	    317.1400	Boeckel  	Nannofossils                                 	F              	M                 	                      	                        	                      	                      	                          	                       	                          	A                                          	A                        	                      	                     	                       	                  	                     	                           	                      	                     	               	                                           	                     	                 	                 	                    	                     	                        	                 	                                 	                      	                  	                  	                      	                          	A                       	A                    	                      	                 	                   	                    	                  	                   	                    	                    	                   	                           	                      	                    	                     	                      	                       	                        	                     	                   	                   	                     	                            	                   	                      	                 	                    	                       	A                     	A                      	                     	                       	A                        	                  	                                    	                     	                       	                   	                     	                                   	                     	                                    	                     	                     	                      	                         	                   	                                	                           	                      	                  	                      	                  	                       	                                    	                     	                          	                           	                          	                  	                 	                  	                         	       

  IR	                 	                 	                  	NN16          	190	1173	A	 34	X	CC	  36.00	    321.7400	nannos   	Nannofossils                                 	R              	P                 	                      	                        	C                     	                      	                          	                       	                          	                                           	C                        	                      	                     	                       	                  	                     	                           	                      	                     	               	                                           	                     	                 	                 	                    	                     	                        	                 	                                 	C                     	                  	                  	                      	                          	A                       	A                    	                      	                 	                   	                    	                  	C                  	                    	                    	                   	                           	                      	                    	F                    	                      	                       	F                       	                     	                   	                   	                     	                            	                   	                      	                 	                    	                       	                      	A                      	                     	                       	                         	                  	                                    	                     	                       	                   	                     	                                   	                     	                                    	                     	                     	                      	                         	                   	                                	                           	                      	                  	                      	                  	                       	                                    	                     	                          	                           	                          	                  	                 	                  	                         	       

  IR	                 	                 	                  	NN16          	190	1173	A	 35	X	CC	  42.00	    331.3600	nannos   	Nannofossils                                 	R              	P                 	                      	                        	                      	                      	                          	                       	                          	                                           	A                        	                      	                     	                       	                  	                     	                           	                      	                     	               	                                           	                     	                 	                 	                    	                     	                        	                 	                                 	C                     	                  	                  	                      	                          	C                       	                     	                      	                 	                   	                    	                  	                   	                    	                    	                   	                           	                      	                    	                     	                      	                       	                        	                     	                   	                   	                     	                            	                   	                      	                 	                    	                       	                      	A                      	C                    	                       	                         	                  	                                    	                     	                       	                   	                     	                                   	                     	                                    	                     	                     	                      	                         	                   	                                	                           	                      	                  	                      	                  	                       	                                    	                     	                          	                           	                          	                  	                 	                  	                         	       

  IR	                 	                 	                  	NN16          	190	1173	A	 36	X	CC	  24.00	    340.1900	nannos   	Nannofossils                                 	R              	P                 	                      	                        	                      	                      	                          	                       	                          	                                           	A                        	                      	                     	                       	                  	                     	                           	                      	                     	               	                                           	                     	                 	                 	                    	                     	                        	                 	                                 	C                     	                  	                  	                      	                          	C                       	A                    	                      	                 	                   	                    	                  	C                  	                    	                    	                   	                           	                      	                    	C                    	                      	                       	C                       	                     	                   	                   	                     	                            	                   	                      	                 	                    	                       	                      	A                      	                     	                       	                         	                  	                                    	                     	                       	                   	                     	                                   	                     	                                    	                     	                     	                      	                         	                   	                                	                           	                      	                  	                      	                  	                       	                                    	                     	                          	                           	                          	                  	                 	                  	                         	       

  IR	                 	                 	                  	NN16          	190	1173	A	 37	X	CC	  32.00	    350.5200	nannos   	Nannofossils                                 	C              	M                 	                      	                        	F                     	                      	                          	                       	                          	                                           	A                        	                      	                     	                       	                  	                     	                           	                      	R                    	               	                                           	                     	                 	                 	                    	                     	                        	                 	                                 	                      	                  	                  	C                     	                          	C                       	A                    	                      	                 	                   	                    	                  	R                  	                    	                    	                   	                           	                      	                    	R                    	                      	                       	R                       	                     	                   	                   	                     	                            	                   	                      	                 	                    	                       	                      	A                      	C                    	                       	C                        	                  	F                                   	                     	R                      	                   	                     	                                   	                     	                                    	                     	                     	                      	                         	                   	                                	                           	                      	                  	                      	                  	                       	                                    	                     	                          	                           	                          	                  	                 	                  	                         	       

  IR	                 	                 	                  	              	190	1173	A	 38	X	CC	  45.00	    360.2400	Boeckel  	Nannofossils                                 	R              	M                 	                      	                        	                      	                      	                          	                       	                          	                                           	D                        	                      	                     	                       	                  	                     	                           	                      	                     	C              	                                           	                     	                 	                 	F                   	                     	                        	                 	                                 	                      	                  	                  	C                     	                          	A                       	                     	                      	                 	                   	                    	                  	                   	                    	                    	                   	                           	                      	                    	                     	                      	                       	                        	                     	                   	                   	                     	                            	                   	                      	                 	                    	                       	F                     	A                      	C                    	                       	                         	                  	                                    	F                    	                       	                   	                     	                                   	                     	                                    	                     	                     	                      	                         	                   	                                	                           	                      	                  	                      	                  	                       	                                    	                     	                          	                           	                          	                  	                 	                  	                         	       

  IR	                 	                 	                  	NN16          	190	1173	A	 39	X	CC	  44.00	    369.8200	nannos   	Nannofossils                                 	C              	G                 	                      	                        	R                     	R                     	                          	                       	                          	                                           	D                        	                      	                     	                       	                  	                     	                           	                      	F                    	C              	                                           	                     	                 	                 	                    	                     	                        	                 	                                 	F                     	                  	R                 	C                     	                          	C                       	                     	                      	                 	                   	                    	                  	R                  	                    	                    	                   	                           	F                     	F                   	R                    	R                     	                       	R                       	                     	                   	                   	                     	                            	                   	                      	                 	                    	                       	                      	A                      	F                    	R                      	F                        	R                 	R                                   	                     	                       	                   	                     	                                   	                     	                                    	                     	                     	                      	                         	                   	                                	                           	                      	                  	                      	                  	                       	                                    	                     	                          	                           	                          	                  	                 	                  	                         	       

  IR	                 	                 	                  	NN16          	190	1173	A	 40	X	CC	  37.00	    379.4700	nannos   	Nannofossils                                 	T              	P                 	                      	                        	                      	                      	                          	                       	                          	                                           	D                        	                      	                     	                       	                  	                     	                           	                      	                     	F              	                                           	                     	                 	                 	                    	                     	                        	                 	                                 	                      	                  	                  	                      	                          	C                       	F                    	                      	                 	                   	                    	                  	                   	                    	                    	                   	                           	                      	                    	F                    	F                     	                       	C                       	                     	                   	                   	                     	                            	                   	                      	                 	                    	                       	                      	A                      	C                    	                       	                         	                  	                                    	                     	                       	                   	                     	                                   	                     	                                    	                     	                     	                      	                         	                   	                                	                           	                      	                  	                      	                  	                       	                                    	                     	                          	                           	                          	                  	                 	                  	                         	       

  IR	                 	                 	                  	              	190	1173	A	 41	X	 4	  82.00	    384.5600	Boeckel  	Nannofossils                                 	F              	P                 	                      	                        	                      	                      	                          	                       	                          	                                           	                         	                      	                     	                       	                  	                     	                           	                      	                     	               	A                                          	                     	                 	                 	                    	                     	                        	                 	                                 	                      	                  	A                 	                      	                          	                        	                     	                      	                 	                   	                    	                  	                   	                    	                    	                   	                           	                      	                    	                     	                      	                       	                        	                     	                   	                   	                     	                            	                   	                      	                 	                    	                       	                      	                       	                     	                       	                         	                  	                                    	                     	                       	                   	                     	                                   	                     	                                    	                     	                     	                      	                         	                   	                                	                           	                      	                  	                      	                  	                       	                                    	                     	                          	                           	                          	                  	                 	                  	                         	       

  IR	                 	                 	                  	              	190	1173	A	 42	X	 2	  75.00	    391.0900	Boeckel  	Nannofossils                                 	F              	P                 	                      	                        	                      	                      	                          	                       	                          	                                           	                         	A                     	                     	                       	                  	                     	                           	                      	F                    	               	A                                          	                     	                 	                 	                    	                     	                        	                 	                                 	F                     	                  	                  	                      	                          	                        	A                    	                      	                 	                   	                    	                  	C                  	                    	                    	                   	                           	                      	                    	F                    	                      	                       	F                       	                     	                   	C                  	                     	                            	                   	F                     	                 	                    	                       	                      	                       	                     	                       	                         	                  	                                    	                     	                       	                   	                     	                                   	                     	                                    	                     	                     	                      	                         	                   	                                	                           	                      	                  	                      	                  	                       	                                    	                     	                          	                           	                          	                  	                 	                  	                         	       

  IR	                 	                 	                  	              	190	1173	A	 42	X	 4	  75.00	    394.0900	Boeckel  	Nannofossils                                 	F              	P                 	                      	                        	                      	                      	                          	                       	                          	                                           	                         	                      	                     	                       	                  	                     	                           	                      	                     	               	                                           	                     	                 	                 	                    	                     	                        	                 	                                 	                      	                  	                  	                      	                          	                        	                     	                      	                 	                   	                    	                  	                   	                    	                    	                   	                           	                      	                    	                     	                      	                       	A                       	                     	                   	A                  	                     	                            	                   	                      	                 	                    	                       	A                     	                       	                     	                       	                         	                  	                                    	                     	                       	                   	                     	                                   	                     	                                    	                     	                     	                      	                         	                   	                                	                           	                      	                  	                      	                  	                       	                                    	                     	                          	                           	                          	                  	                 	                  	                         	       

  IR	                 	                 	                  	              	190	1173	A	 43	X	 5	  75.00	    405.1900	Boeckel  	Nannofossils                                 	R              	P                 	                      	                        	                      	                      	                          	                       	                          	                                           	                         	                      	                     	                       	                  	                     	                           	                      	                     	               	                                           	                     	                 	                 	                    	                     	                        	                 	                                 	                      	                  	                  	                      	                          	                        	                     	                      	                 	                   	                    	                  	                   	                    	                    	                   	                           	                      	                    	                     	                      	                       	A                       	                     	                   	A                  	                     	                            	                   	                      	                 	                    	                       	                      	                       	                     	                       	                         	                  	                                    	                     	                       	                   	                     	                                   	                     	                                    	                     	                     	                      	                         	                   	                                	                           	                      	                  	                      	                  	                       	                                    	                     	                          	                           	                          	                  	                 	                  	                         	       

  IR	                 	                 	                  	              	190	1173	A	 43	X	CC	  34.00	    407.6600	Boeckel  	Nannofossils                                 	R              	P                 	                      	                        	                      	                      	                          	                       	                          	                                           	D                        	A                     	                     	                       	                  	                     	                           	                      	                     	C              	                                           	                     	                 	                 	                    	                     	                        	                 	                                 	                      	                  	                  	                      	                          	                        	                     	                      	                 	                   	                    	                  	F                  	                    	                    	                   	                           	                      	                    	F                    	                      	C                      	                        	                     	                   	F                  	                     	                            	                   	                      	                 	                    	                       	                      	                       	                     	                       	                         	                  	                                    	                     	                       	                   	                     	                                   	                     	                                    	                     	                     	                      	                         	                   	                                	                           	                      	                  	                      	                  	                       	                                    	                     	                          	                           	                          	                  	                 	                  	                         	       

  IR	                 	                 	                  	              	190	1173	A	 44	X	 4	  66.00	    413.2000	Boeckel  	Nannofossils                                 	F              	M                 	                      	                        	                      	                      	                          	                       	                          	A                                          	C                        	A                     	                     	                       	                  	                     	                           	                      	F                    	C              	C                                          	                     	                 	                 	                    	                     	                        	                 	                                 	C                     	                  	C                 	                      	                          	                        	                     	                      	                 	                   	                    	                  	                   	                    	                    	                   	                           	                      	                    	C                    	                      	C                      	C                       	                     	                   	C                  	                     	                            	                   	C                     	F                	                    	                       	                      	                       	                     	                       	                         	                  	                                    	                     	                       	                   	                     	                                   	                     	                                    	                     	                     	                      	                         	                   	                                	                           	                      	                  	                      	                  	                       	                                    	                     	                          	                           	                          	                  	                 	                  	                         	       
