Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Neogloboquadrina pachyderma (sinistral),Neogloboquadrina pachyderma (dextral),Globigerina quinqueloba,Globigerina bulloides,Planktonic spp. indeterminate,Globorotalia scitula,Globigerinita glutinata,Globigerina umbilicata,Neogloboquadrina dutertrei,Globorotalia inflata,Orbulina universa,Globorotalia bermudezi,Comment
  SR,                 ,                 ,CD8               ,              ,146, 888,B,  3,H, 1, 125.00,     16.2500,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,112                                    ,1                                    ,                       ,80                   ,                             ,2                   ,4                      ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B,  3,H, 2,  17.00,     16.6700,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,160                                    ,1                                    ,11                     ,77                   ,                             ,                    ,1                      ,2                     ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B,  3,H, 2, 128.00,     17.7800,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,185                                    ,12                                   ,9                      ,429                  ,                             ,10                  ,10                     ,12                    ,                          ,                    ,2                ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B,  3,H, 3,  31.00,     18.3100,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,172                                    ,                                     ,4                      ,191                  ,                             ,4                   ,2                      ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B,  3,H, 3, 118.00,     19.1800,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,242                                    ,7                                    ,53                     ,164                  ,2                            ,16                  ,20                     ,1                     ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B,  3,H, 4,  88.00,     20.3800,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,10                                     ,1                                    ,2                      ,52                   ,                             ,                    ,                       ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B,  3,H, 5,   8.00,     21.0800,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,54                                     ,                                     ,                       ,92                   ,10                           ,                    ,1                      ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B,  3,H, 5,  73.00,     21.7300,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,14                                     ,                                     ,                       ,5                    ,                             ,                    ,3                      ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B,  3,H, 6,  11.00,     22.6100,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,44                                     ,6                                    ,16                     ,79                   ,1                            ,4                   ,                       ,2                     ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B,  3,H, 6,  83.00,     23.3300,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,12                                     ,                                     ,                       ,11                   ,                             ,                    ,                       ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B,  3,H, 7,  30.00,     24.3000,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,242                                    ,10                                   ,35                     ,225                  ,3                            ,2                   ,6                      ,3                     ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B,  3,H, 7,  57.00,     24.5700,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,3                                      ,                                     ,                       ,4                    ,                             ,                    ,                       ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B,  4,H, 1, 110.00,     25.6000,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,195                                    ,1                                    ,10                     ,56                   ,2                            ,6                   ,3                      ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B,  4,H, 2, 102.00,     27.0400,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,1                                      ,1                                    ,                       ,                     ,                             ,                    ,1                      ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B,  4,H, 3, 125.00,     28.7700,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,14                                     ,                                     ,                       ,20                   ,                             ,                    ,                       ,3                     ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B,  4,H, 4, 100.00,     30.0200,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,27                                     ,                                     ,                       ,29                   ,                             ,                    ,                       ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B,  4,H, 5,  66.00,     31.1800,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,13                                     ,                                     ,                       ,2                    ,                             ,                    ,3                      ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B,  4,H, 6, 124.00,     33.2800,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,4                                      ,                                     ,                       ,1                    ,                             ,1                   ,1                      ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B,  4,H,CC,  45.00,     34.7900,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,                                       ,                                     ,                       ,1                    ,1                            ,                    ,                       ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B,  5,H, 2,  29.00,     35.7900,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,1                                      ,                                     ,                       ,1                    ,                             ,1                   ,                       ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B,  5,H, 3,  46.00,     37.4600,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,115                                    ,3                                    ,11                     ,130                  ,3                            ,                    ,                       ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B,  5,H, 4,  25.00,     38.7500,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,1                                      ,                                     ,                       ,                     ,                             ,                    ,                       ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B,  5,H, 5,   8.00,     40.0800,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,180                                    ,6                                    ,13                     ,203                  ,2                            ,3                   ,2                      ,3                     ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B,  5,H, 6,   3.00,     41.5300,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,20                                     ,                                     ,                       ,21                   ,1                            ,                    ,                       ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B,  5,H, 7,   3.00,     43.0300,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,                                       ,                                     ,                       ,1                    ,                             ,                    ,                       ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B,  6,H, 1,   4.00,     43.5400,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,1                                      ,                                     ,                       ,1                    ,                             ,                    ,                       ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B,  6,H, 2,   4.00,     45.0400,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,                                       ,                                     ,                       ,3                    ,                             ,                    ,                       ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B,  6,H, 4,   1.00,     48.0100,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,3                                      ,1                                    ,                       ,1                    ,                             ,                    ,                       ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B,  6,H, 5,  50.00,     50.0000,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,4                                      ,                                     ,                       ,5                    ,                             ,                    ,                       ,1                     ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B,  7,H, 1, 111.00,     54.1100,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,3                                      ,                                     ,                       ,2                    ,                             ,                    ,                       ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B,  7,H, 2, 115.00,     55.6500,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,1                                      ,2                                    ,                       ,1                    ,1                            ,                    ,                       ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B,  7,H, 3,  84.00,     56.8600,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,17                                     ,                                     ,                       ,2                    ,1                            ,                    ,                       ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B,  7,H, 5, 144.00,     60.4600,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,50                                     ,                                     ,                       ,64                   ,                             ,                    ,1                      ,2                     ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B,  7,H, 6, 125.00,     61.7700,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,364                                    ,13                                   ,2                      ,445                  ,1                            ,5                   ,4                      ,6                     ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B,  8,H, 1, 146.00,     63.9600,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,227                                    ,                                     ,4                      ,233                  ,                             ,7                   ,3                      ,2                     ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B,  8,H, 2, 146.00,     65.4700,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,228                                    ,4                                    ,8                      ,156                  ,2                            ,4                   ,1                      ,1                     ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B,  8,H, 3, 133.00,     66.8500,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,2                                      ,                                     ,                       ,2                    ,                             ,                    ,                       ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B,  8,H, 4, 129.00,     68.3100,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,9                                      ,                                     ,7                      ,2                    ,2                            ,                    ,                       ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B,  8,H, 5, 146.00,     69.9800,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,308                                    ,5                                    ,1                      ,452                  ,2                            ,1                   ,3                      ,5                     ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B,  8,H,CC,   0.00,     71.6900,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,43                                     ,                                     ,                       ,18                   ,?1                           ,                    ,5                      ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B,  9,H, 2, 136.00,     74.8600,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,                                       ,                                     ,                       ,1                    ,1                            ,                    ,                       ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B,  9,H, 3, 127.00,     76.2900,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,335                                    ,5                                    ,7                      ,307                  ,                             ,4                   ,                       ,2                     ,                          ,                    ,1                ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B,  9,H, 4,  67.00,     77.1900,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,421                                    ,4                                    ,2                      ,367                  ,3                            ,                    ,6                      ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B,  9,H, 5, 136.00,     79.3800,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,14                                     ,1                                    ,                       ,12                   ,                             ,                    ,                       ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B,  9,H, 6, 137.00,     80.8900,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,253                                    ,5                                    ,1                      ,303                  ,4                            ,                    ,13                     ,2                     ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 10,H, 1,  46.00,     81.9600,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,52                                     ,1                                    ,                       ,66                   ,2                            ,                    ,1                      ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 10,H, 2, 135.00,     84.3500,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,172                                    ,7                                    ,16                     ,184                  ,2                            ,10                  ,8                      ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 10,H, 4,   2.00,     86.0400,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,8                                      ,                                     ,                       ,7                    ,                             ,                    ,                       ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 10,H, 6,   2.00,     89.0600,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,3                                      ,                                     ,                       ,                     ,                             ,                    ,                       ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 10,H,CC,  43.00,     91.5200,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,13                                     ,                                     ,                       ,8                    ,                             ,                    ,1                      ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 11,H, 1,  62.00,     91.6200,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,7                                      ,                                     ,                       ,5                    ,                             ,                    ,1                      ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 11,H, 3,  68.00,     94.6000,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,263                                    ,1                                    ,1                      ,249                  ,4                            ,                    ,3                      ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 11,H, 5,   4.00,     96.9400,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,396                                    ,8                                    ,1                      ,235                  ,3                            ,4                   ,10                     ,1                     ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 11,H, 7,   2.00,     99.8700,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,79                                     ,                                     ,1                      ,31                   ,2                            ,                    ,1                      ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 11,H,CC,  49.00,    101.1600,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,225                                    ,5                                    ,1                      ,75                   ,                             ,                    ,8                      ,1                     ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 12,H, 1,  73.00,    101.2300,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,54                                     ,                                     ,                       ,93                   ,1                            ,                    ,                       ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 12,H, 3,   4.00,    103.5100,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,46                                     ,                                     ,                       ,5                    ,                             ,                    ,                       ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 13,H, 1, 135.00,    109.9500,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,29                                     ,1                                    ,                       ,7                    ,                             ,                    ,                       ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 13,H, 4,  65.00,    113.7500,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,177                                    ,3                                    ,3                      ,67                   ,                             ,                    ,                       ,1                     ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 13,H,CC,  17.00,    118.4900,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,89                                     ,3                                    ,1                      ,64                   ,1                            ,                    ,                       ,1                     ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 14,H, 1, 106.00,    119.1600,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,                                       ,                                     ,1                      ,1                    ,                             ,                    ,                       ,                      ,                          ,                    ,                 ,17                    ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 14,H, 3,   4.00,    121.1400,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,4                                      ,1                                    ,4                      ,4                    ,                             ,8                   ,                       ,                      ,                          ,                    ,                 ,7                     ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 14,H, 4,  73.00,    123.3300,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,1                                      ,                                     ,                       ,                     ,                             ,                    ,                       ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 14,H,CC,  26.00,    127.8600,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,27                                     ,2                                    ,10                     ,10                   ,                             ,18                  ,3                      ,                      ,                          ,                    ,                 ,6                     ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
