Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Globigerinita glutinata,Turborotalita quinqueloba,Neogloboquadrina cf. nana,Globorotalia scitula,Globigerina praebulloides,Globigerina bulloides,Globigerinoides ruber,Orbulina universa,Globigerinella obesa,Neogloboquadrina sp.,Globigerina ciperoensis,Neogloboquadrina pachyderma (sinistral),Neogloboquadrina continuosa,Neogloboquadrina atlantica (sinistral),Neogloboquadrina atlantica (dextral),Globoconella inflata,Neogloboquadrina asanoi,Comment
  SR,Late Pliocene    ,                 ,N. atlantica (sin.),              ,151, 909,C, 13,R, 6,  23.00,    208.5300,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                       ,                         ,                         ,                    ,                         ,C                    ,                     ,                 ,                    ,R                   ,                       ,                                       ,                           ,C                                     ,                                    ,                    ,                       ,From Leg 151; Ch 8; Table 9; p. 162
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,N. atlantica (sin.),              ,151, 909,C, 13,R,CC,   8.00,    209.8100,Spiegler ,Planktonic Foraminifers                      ,               ,P                 ,                       ,                         ,                         ,                    ,                         ,                     ,                     ,                 ,                    ,                    ,                       ,                                       ,                           ,R                                     ,                                    ,                    ,                       ,From Leg 151; Ch 8; Table 9; p. 162
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,N. atlantica (sin.),              ,151, 909,C, 14,R, 2,  20.00,    212.2000,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                       ,                         ,                         ,                    ,                         ,R                    ,                     ,                 ,                    ,R                   ,                       ,                                       ,                           ,                                      ,                                    ,                    ,                       ,From Leg 151; Ch 8; Table 9; p. 162
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,N. atlantica (sin.),              ,151, 909,C, 14,R, 3,  20.00,    213.7000,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                       ,                         ,                         ,                    ,                         ,                     ,                     ,                 ,                    ,                    ,                       ,                                       ,                           ,                                      ,                                    ,                    ,R                      ,From Leg 151; Ch 8; Table 9; p. 162
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,N. atlantica (sin.),              ,151, 909,C, 14,R, 4,  20.00,    215.2000,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                       ,                         ,                         ,                    ,                         ,R                    ,                     ,                 ,                    ,R                   ,                       ,                                       ,                           ,R                                     ,                                    ,                    ,R                      ,From Leg 151; Ch 8; Table 9; p. 162
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,N. atlantica (sin.),              ,151, 909,C, 14,R,CC,   7.00,    218.8300,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                       ,                         ,                         ,                    ,                         ,                     ,                     ,                 ,                    ,                    ,                       ,                                       ,                           ,R                                     ,                                    ,                    ,                       ,From Leg 151; Ch 8; Table 9; p. 162
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,N. atlantica (sin.),              ,151, 909,C, 15,R, 2,   2.00,    221.6200,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                       ,                         ,                         ,                    ,                         ,R                    ,                     ,                 ,                    ,                    ,                       ,                                       ,                           ,R                                     ,                                    ,                    ,R                      ,From Leg 151; Ch 8; Table 9; p. 162
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,N. atlantica (sin.),              ,151, 909,C, 15,R, 3,  76.00,    223.8600,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                       ,                         ,                         ,                    ,                         ,                     ,                     ,                 ,                    ,                    ,                       ,                                       ,                           ,R                                     ,                                    ,                    ,R                      ,From Leg 151; Ch 8; Table 9; p. 162
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,N. atlantica (sin.),              ,151, 909,C, 15,R, 3, 141.00,    224.5100,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                       ,                         ,                         ,                    ,                         ,                     ,                     ,                 ,                    ,                    ,                       ,                                       ,                           ,C                                     ,                                    ,                    ,                       ,From Leg 151; Ch 8; Table 9; p. 162
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,N. atlantica (sin.),              ,151, 909,C, 15,R, 4,   4.00,    224.6400,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                       ,                         ,                         ,                    ,                         ,                     ,                     ,                 ,                    ,R                   ,                       ,                                       ,                           ,C                                     ,                                    ,                    ,R                      ,From Leg 151; Ch 8; Table 9; p. 162
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,N. atlantica (sin.),              ,151, 909,C, 15,R,CC,  15.00,    226.0100,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                       ,                         ,                         ,                    ,                         ,                     ,                     ,                 ,                    ,                    ,                       ,                                       ,                           ,R                                     ,R                                   ,                    ,                       ,From Leg 151; Ch 8; Table 9; p. 162
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,N. atlantica (sin.),              ,151, 909,C, 16,R, 1,  19.00,    229.7900,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                       ,                         ,                         ,                    ,                         ,                     ,                     ,                 ,                    ,R                   ,                       ,                                       ,                           ,                                      ,                                    ,                    ,R                      ,From Leg 151; Ch 8; Table 9; p. 162
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,N. atlantica (sin.),              ,151, 909,C, 16,R, 2,  26.00,    231.3600,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                       ,                         ,                         ,                    ,                         ,R                    ,                     ,                 ,                    ,                    ,                       ,                                       ,                           ,                                      ,                                    ,                    ,C                      ,From Leg 151; Ch 8; Table 9; p. 162
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,N. atlantica (sin.),              ,151, 909,C, 16,R, 3,  19.00,    232.7900,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                       ,                         ,                         ,                    ,                         ,R                    ,                     ,                 ,                    ,                    ,                       ,                                       ,                           ,R                                     ,                                    ,                    ,                       ,From Leg 151; Ch 8; Table 9; p. 162
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,N. atlantica (sin.),              ,151, 909,C, 16,R, 4,  19.00,    234.2900,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                       ,                         ,                         ,                    ,                         ,R                    ,                     ,                 ,                    ,                    ,                       ,                                       ,                           ,C                                     ,                                    ,                    ,                       ,From Leg 151; Ch 8; Table 9; p. 162
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,N. atlantica (sin.),              ,151, 909,C, 16,R,CC,   8.00,    236.0100,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                       ,                         ,                         ,                    ,                         ,                     ,                     ,                 ,                    ,                    ,                       ,                                       ,                           ,R                                     ,                                    ,                    ,                       ,From Leg 151; Ch 8; Table 9; p. 162
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,N. atlantica (sin.),              ,151, 909,C, 17,R, 6,  17.00,    246.8700,Spiegler ,Planktonic Foraminifers                      ,               ,P                 ,                       ,                         ,                         ,                    ,                         ,                     ,                     ,                 ,                    ,R                   ,                       ,                                       ,                           ,                                      ,                                    ,                    ,                       ,From Leg 151; Ch 8; Table 9; p. 162
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,N. atlantica (sin.),              ,151, 909,C, 18,R,CC,  15.00,    248.9500,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                       ,                         ,                         ,                    ,                         ,                     ,                     ,                 ,                    ,                    ,                       ,                                       ,                           ,R                                     ,                                    ,                    ,                       ,From Leg 151; Ch 8; Table 9; p. 162
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,N. atlantica (sin.),              ,151, 909,C, 20,R,CC,  20.00,    268.3000,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                       ,                         ,                         ,                    ,                         ,                     ,                     ,                 ,                    ,                    ,                       ,                                       ,                           ,R                                     ,                                    ,                    ,R                      ,From Leg 151; Ch 8; Table 9; p. 162
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,N. atlantica (sin.),              ,151, 909,C, 22,R, 6,  20.00,    295.2000,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,R                      ,                         ,                         ,                    ,                         ,R                    ,                     ,                 ,                    ,                    ,                       ,                                       ,                           ,                                      ,                                    ,                    ,                       ,From Leg 151; Ch 8; Table 9; p. 162
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,N. atlantica (sin.),              ,151, 909,C, 22,R,CC,  15.00,    296.4200,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                       ,                         ,                         ,                    ,                         ,                     ,                     ,                 ,                    ,                    ,                       ,                                       ,                           ,C                                     ,                                    ,                    ,                       ,From Leg 151; Ch 8; Table 9; p. 162
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,N. atlantica (sin.),              ,151, 909,C, 23,R, 2,  20.00,    298.8000,Spiegler ,Planktonic Foraminifers                      ,               ,P                 ,                       ,                         ,                         ,                    ,                         ,                     ,                     ,                 ,                    ,                    ,                       ,                                       ,                           ,R                                     ,                                    ,                    ,                       ,From Leg 151; Ch 8; Table 9; p. 162
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,N. atlantica (sin.),              ,151, 909,C, 23,R, 3,  20.00,    300.3000,Spiegler ,Planktonic Foraminifers                      ,               ,P                 ,                       ,                         ,                         ,                    ,                         ,R                    ,                     ,                 ,                    ,                    ,                       ,                                       ,                           ,                                      ,                                    ,                    ,                       ,From Leg 151; Ch 8; Table 9; p. 162
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,N. atlantica (sin.),              ,151, 909,C, 23,R,CC,  16.00,    302.7000,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                       ,                         ,                         ,                    ,                         ,                     ,                     ,                 ,                    ,                    ,                       ,                                       ,                           ,R                                     ,                                    ,                    ,R                      ,From Leg 151; Ch 8; Table 9; p. 162
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,N. atlantica (sin.),              ,151, 909,C, 24,R,CC,  23.00,    314.5300,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                       ,                         ,                         ,                    ,                         ,                     ,                     ,                 ,                    ,                    ,                       ,                                       ,                           ,R                                     ,                                    ,                    ,R                      ,From Leg 151; Ch 8; Table 9; p. 162
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,N. atlantica      ,              ,151, 909,C, 28,R, 4,  20.00,    350.0000,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,R                      ,                         ,                         ,                    ,                         ,                     ,                     ,                 ,                    ,R                   ,                       ,                                       ,                           ,                                      ,                                    ,                    ,                       ,From Leg 151; Ch 8; Table 9; p. 162
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,N. atlantica      ,              ,151, 909,C, 31,R, 3,  23.00,    377.3300,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                       ,                         ,                         ,                    ,                         ,                     ,                     ,                 ,                    ,                    ,                       ,                                       ,                           ,                                      ,R                                   ,R                   ,                       ,From Leg 151; Ch 8; Table 9; p. 162
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,Pliocene         ,N. atlantica      ,              ,151, 909,C, 32,R, 1,  28.00,    383.8800,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,R                      ,                         ,                         ,                    ,                         ,                     ,                     ,                 ,                    ,                    ,                       ,                                       ,                           ,                                      ,                                    ,                    ,                       ,From Leg 151; Ch 8; Table 9; p. 162
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,Pliocene         ,N. atlantica      ,              ,151, 909,C, 32,R, 3,  28.00,    386.8800,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                       ,                         ,                         ,                    ,                         ,                     ,                     ,                 ,                    ,                    ,                       ,                                       ,                           ,R                                     ,                                    ,                    ,                       ,From Leg 151; Ch 8; Table 9; p. 162
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,151, 909,C, 32,R, 4,  28.00,    388.3800,Spiegler ,Planktonic Foraminifers                      ,               ,P                 ,                       ,                         ,                         ,R                   ,                         ,                     ,                     ,                 ,                    ,                    ,                       ,                                       ,                           ,                                      ,                                    ,                    ,                       ,From Leg 151; Ch 8; Table 9; p. 162
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,                  ,              ,151, 909,C, 44,R, 1,  32.00,    499.3200,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                       ,                         ,                         ,                    ,                         ,                     ,                     ,                 ,R                   ,                    ,                       ,                                       ,                           ,                                      ,                                    ,                    ,                       ,From Leg 151; Ch 8; Table 9; p. 162
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,                  ,              ,151, 909,C, 64,R, 2,  92.00,    694.4200,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                       ,                         ,                         ,                    ,                         ,                     ,                     ,R                ,R                   ,                    ,                       ,                                       ,                           ,                                      ,                                    ,                    ,                       ,From Leg 151; Ch 8; Table 9; p. 162
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,                  ,              ,151, 909,C, 67,R, 4,  89.00,    726.1900,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                       ,                         ,                         ,                    ,                         ,                     ,                     ,                 ,                    ,                    ,                       ,                                       ,R                          ,                                      ,                                    ,                    ,                       ,From Leg 151; Ch 8; Table 9; p. 162
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,                  ,              ,151, 909,C, 67,R, 4,  92.00,    726.2200,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                       ,                         ,                         ,                    ,                         ,                     ,                     ,                 ,                    ,                    ,                       ,R                                      ,                           ,                                      ,                                    ,                    ,                       ,From Leg 151; Ch 8; Table 9; p. 162
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,                  ,              ,151, 909,C, 67,R, 5,  94.00,    727.7400,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                       ,                         ,                         ,                    ,                         ,                     ,                     ,                 ,                    ,                    ,R                      ,                                       ,                           ,                                      ,                                    ,                    ,                       ,From Leg 151; Ch 8; Table 9; p. 162
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,                  ,              ,151, 909,C, 67,R, 6,  91.00,    729.2100,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                       ,                         ,                         ,                    ,                         ,                     ,                     ,                 ,                    ,                    ,R                      ,                                       ,                           ,                                      ,                                    ,                    ,                       ,From Leg 151; Ch 8; Table 9; p. 162
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,                  ,              ,151, 909,C, 69,R, 3,  93.00,    743.9300,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                       ,                         ,                         ,                    ,                         ,                     ,                     ,                 ,R                   ,                    ,                       ,                                       ,                           ,                                      ,                                    ,                    ,                       ,From Leg 151; Ch 8; Table 9; p. 162
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,                  ,              ,151, 909,C, 70,R, 5,  89.00,    756.4900,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                       ,                         ,                         ,                    ,                         ,R                    ,                     ,                 ,                    ,                    ,                       ,                                       ,                           ,                                      ,                                    ,                    ,                       ,From Leg 151; Ch 8; Table 9; p. 162
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,                  ,              ,151, 909,C, 76,R, 1,  96.00,    808.5600,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                       ,                         ,                         ,                    ,                         ,R                    ,                     ,                 ,                    ,                    ,                       ,                                       ,                           ,                                      ,                                    ,                    ,                       ,From Leg 151; Ch 8; Table 9; p. 162
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,                  ,              ,151, 909,C, 77,R, 2,  94.00,    819.7400,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                       ,                         ,                         ,                    ,                         ,                     ,                     ,                 ,                    ,R                   ,                       ,                                       ,                           ,                                      ,                                    ,                    ,                       ,From Leg 151; Ch 8; Table 9; p. 162
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,                  ,              ,151, 909,C, 81,R, 2,  95.00,    858.3500,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                       ,                         ,                         ,                    ,                         ,                     ,                     ,                 ,                    ,R                   ,R                      ,                                       ,                           ,                                      ,                                    ,                    ,                       ,From Leg 151; Ch 8; Table 9; p. 162
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,                  ,              ,151, 909,C, 85,R, 1,  96.00,    895.3600,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,R                      ,                         ,                         ,                    ,R                        ,                     ,                     ,                 ,R                   ,                    ,                       ,                                       ,                           ,                                      ,                                    ,                    ,                       ,From Leg 151; Ch 8; Table 9; p. 162
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,                  ,              ,151, 909,C, 85,R, 2,  20.00,    896.1000,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                       ,                         ,                         ,                    ,                         ,                     ,R                    ,R                ,                    ,                    ,                       ,                                       ,                           ,                                      ,                                    ,                    ,                       ,From Leg 151; Ch 8; Table 9; p. 162
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,                  ,              ,151, 909,C, 89,R, 1,  97.00,    934.0700,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                       ,                         ,                         ,                    ,                         ,                     ,                     ,R                ,                    ,                    ,                       ,                                       ,                           ,                                      ,                                    ,                    ,                       ,From Leg 151; Ch 8; Table 9; p. 162
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,                  ,              ,151, 909,C,103,R, 1,   3.00,   1058.0300,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                       ,                         ,                         ,                    ,                         ,                     ,cf                   ,                 ,                    ,                    ,                       ,                                       ,                           ,                                      ,                                    ,                    ,                       ,From Leg 151; Ch 8; Table 9; p. 162
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,                  ,              ,151, 909,C,103,R, 2,   3.00,   1059.5300,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,R                      ,C                        ,R                        ,R                   ,R                        ,R                    ,                     ,                 ,                    ,                    ,                       ,                                       ,                           ,                                      ,                                    ,                    ,                       ,From Leg 151; Ch 8; Table 9; p. 162
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,                  ,              ,151, 909,C,103,R, 2,  92.00,   1060.4200,Spiegler ,Planktonic Foraminifers                      ,               ,P                 ,R                      ,                         ,                         ,                    ,                         ,                     ,                     ,                 ,                    ,                    ,                       ,                                       ,                           ,                                      ,                                    ,                    ,                       ,From Leg 151; Ch 8; Table 9; p. 162
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
