Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Sphenolithus abies/neoabies	Reticulofenestra pseudoumbilica	Helicosphaera kamptneri	Discoaster variabilis	Discoaster surculus	Discoaster pentaradiatus	Discoaster neohamatus	Discoaster hamatus	Discoaster brouweri	Discoaster bollii	Catinaster calyculus	Calcidiscus leptoporus	Calcidiscus macintyrei	Discoaster neorectus	Discoaster loeblichii	Discoaster bellus	Reticulofenestra spp. small	Discoaster quinqueramus	Discoaster berggrenii	Triquetrorhabdulus rugosus	Amaurolithus delicatus	Amaurolithus amplificus	Amaurolithus tricorniculatus	Amaurolithus primus	Ceratolithus acutus	Syracosphaera pulchra	Scyphosphaera pulcherrima	Rhabdosphaera clavigera	Reticulofenestra doronicoides	Ceratolithus rugosus	Discoaster asymmetricus	Cyclolithella rotula	Rhabdosphaera stylifera	Discoaster tamalis	Coccolithus pelagicus	Pseudoemiliania lacunosa	Discolithina japonica	Helicosphaera sellii	Discoaster intercalaris	Discoaster triradiatus	Umbilicosphaera mirabilis	Gephyrocapsa spp.	Gephyrocapsa caribbeanica	Gephyrocapsa oceanica	Ceratolithus telesmus	Crenalithus radiatus	Umbilicosphaera sibogae	Thoracosphaera sp.	Emiliania huxleyi	Comment

  SR	Pleistocene      	                 	CN14a             	              	108	 664	D	  4	H	CC	   9.00	     30.7600	Manivit  	Nannofossils                                 	A              	M                 	                           	                               	F                      	                     	                   	                        	                     	                  	                   	                 	                    	F                     	                      	                    	                     	                 	                           	                       	                     	                          	                      	                       	                            	                   	                   	F                    	R                        	F                      	                             	R                   	                       	                    	R                      	                  	                     	F                       	R                    	                    	                       	                      	C                        	A                	A                        	C                    	R                    	                    	                       	                  	                 	from ODP Leg 108 SR Chapter 4 Table 10 p 54

  SR	Pleistocene      	                 	CN13b             	CN14a         	108	 664	D	  5	H	CC	  12.00	     40.4400	Manivit  	Nannofossils                                 	A              	M                 	                           	                               	C                      	                     	                   	                        	                     	                  	                   	                 	                    	F                     	                      	                    	                     	                 	                           	                       	                     	                          	                      	                       	                            	                   	                   	F                    	                         	R                      	                             	                    	                       	                    	R                      	                  	                     	F                       	F                    	                    	                       	                      	C                        	A                	A                        	                     	                     	                    	                       	                  	                 	from ODP Leg 108 SR Chapter 4 Table 10 p 54

  SR	Pleistocene      	                 	CN13b             	              	108	 664	D	  6	H	CC	  10.00	     49.8900	Manivit  	Nannofossils                                 	A              	M                 	                           	                               	F                      	                     	                   	                        	                     	                  	                   	                 	                    	F                     	                      	                    	                     	                 	                           	                       	                     	                          	                      	                       	                            	                   	                   	F                    	                         	F                      	                             	R                   	                       	                    	F                      	                  	                     	A                       	F                    	                    	                       	                      	C                        	A                	A                        	                     	                     	                    	                       	                  	                 	from ODP Leg 108 SR Chapter 4 Table 10 p 54

  SR	Pleistocene      	                 	CN13a             	CN13b         	108	 664	D	  7	H	CC	   9.00	     59.2900	Manivit  	Nannofossils                                 	A              	M                 	                           	                               	C                      	                     	                   	                        	                     	                  	                   	                 	                    	F                     	                      	                    	                     	                 	                           	                       	                     	                          	                      	                       	                            	                   	                   	R                    	R                        	F                      	                             	R                   	                       	                    	R                      	                  	                     	A                       	R                    	R                   	                       	                      	F                        	A                	A                        	                     	                     	                    	                       	                  	                 	from ODP Leg 108 SR Chapter 4 Table 10 p 54

  SR	Pleistocene      	                 	CN13a             	              	108	 664	D	  8	H	CC	  16.00	     68.9400	Manivit  	Nannofossils                                 	A              	M                 	                           	                               	C                      	                     	                   	                        	                     	                  	                   	                 	                    	C                     	F                     	                    	                     	                 	                           	                       	                     	                          	                      	                       	                            	                   	                   	F                    	                         	R                      	                             	R                   	                       	                    	R                      	                  	F                    	A                       	R                    	F                   	                       	                      	C                        	A                	                         	                     	                     	                    	                       	                  	                 	from ODP Leg 108 SR Chapter 4 Table 10 p 54

  SR	Late Pliocene    	                 	CN12a             	CN13a         	108	 664	D	  9	H	 1	 110.00	     69.9000	Manivit  	Nannofossils                                 	A              	M                 	                           	                               	C                      	                     	                   	                        	                     	                  	F                  	                 	                    	F                     	F                     	                    	                     	                 	                           	                       	                     	                          	                      	                       	                            	                   	                   	F                    	                         	R                      	F                            	R                   	                       	                    	F                      	                  	F                    	A                       	R                    	C                   	                       	R                     	C                        	A                	                         	                     	                     	                    	                       	                  	                 	slump deposits assemblages mixed from ODP Leg 108 SR Chapter 4 Table 10 p 54

  SR	Late Pliocene    	                 	CN12a             	CN13a         	108	 664	D	 10	H	CC	   5.00	     87.9200	Manivit  	Nannofossils                                 	A              	P                 	                           	                               	F                      	                     	                   	                        	                     	                  	F                  	                 	                    	F                     	F                     	                    	                     	                 	                           	                       	                     	                          	                      	                       	                            	                   	                   	C                    	                         	F                      	F                            	                    	                       	                    	R                      	                  	F                    	C                       	F                    	C                   	                       	C                     	F                        	A                	                         	                     	                     	                    	                       	                  	                 	slump deposits assemblages mixed from ODP Leg 108 SR Chapter 4 Table 10 p 54

  SR	Late Pliocene    	                 	CN12a             	CN13a         	108	 664	D	 11	H	 2	  28.00	     89.5800	Manivit  	Nannofossils                                 	A              	M                 	                           	                               	C                      	                     	                   	                        	                     	                  	F                  	                 	                    	F                     	F                     	                    	                     	                 	A                          	                       	                     	                          	                      	                       	                            	                   	                   	C                    	R                        	F                      	C                            	R                   	                       	                    	F                      	                  	F                    	C                       	F                    	F                   	                       	F                     	F                        	A                	                         	                     	                     	                    	                       	                  	                 	slump deposits assemblages mixed from ODP Leg 108 SR Chapter 4 Table 10 p 54

  SR	Late Pliocene    	                 	CN12a             	CN13a         	108	 664	D	 11	H	 4	  30.00	     92.6000	Manivit  	Nannofossils                                 	A              	M                 	                           	                               	C                      	                     	                   	                        	                     	                  	C                  	                 	                    	F                     	F                     	                    	                     	                 	A                          	                       	                     	                          	                      	                       	                            	                   	                   	C                    	                         	F                      	C                            	                    	                       	                    	F                      	                  	F                    	C                       	R                    	F                   	                       	R                     	F                        	A                	                         	                     	                     	                    	                       	                  	                 	slump deposits assemblages mixed from ODP Leg 108 SR Chapter 4 Table 10 p 54

  SR	Late Pliocene    	                 	CN12a             	CN13a         	108	 664	D	 11	H	CC	  16.00	     97.5800	Manivit  	Nannofossils                                 	A              	M                 	                           	                               	C                      	                     	                   	                        	                     	                  	C                  	                 	                    	F                     	F                     	                    	                     	                 	A                          	                       	                     	                          	                      	                       	                            	                   	                   	C                    	R                        	F                      	A                            	R                   	                       	                    	F                      	                  	F                    	C                       	F                    	F                   	                       	R                     	F                        	A                	                         	                     	                     	                    	                       	                  	                 	slump deposits assemblages mixed from ODP Leg 108 SR Chapter 4 Table 10 p 54

  SR	Late Pliocene    	                 	CN12a             	CN13a         	108	 664	D	 12	H	 3	  58.00	    100.8800	Manivit  	Nannofossils                                 	A              	M                 	                           	                               	C                      	                     	                   	R                       	                     	                  	C                  	                 	                    	F                     	F                     	                    	                     	                 	A                          	                       	                     	                          	                      	                       	                            	                   	                   	C                    	                         	R                      	C                            	                    	                       	                    	F                      	                  	F                    	C                       	F                    	F                   	                       	R                     	                         	                 	                         	                     	                     	                    	                       	                  	                 	slump deposits assemblages mixed from ODP Leg 108 SR Chapter 4 Table 10 p 54

  SR	Late Pliocene    	                 	CN12a             	CN13a         	108	 664	D	 12	H	 6	  60.00	    105.4000	Manivit  	Nannofossils                                 	A              	M                 	rR                         	                               	C                      	                     	                   	F                       	                     	                  	F                  	                 	                    	F                     	F                     	                    	                     	                 	A                          	                       	                     	                          	                      	                       	                            	                   	rR                 	C                    	R                        	F                      	A                            	R                   	                       	F                   	F                      	                  	F                    	C                       	F                    	F                   	                       	R                     	                         	                 	                         	                     	                     	                    	                       	                  	                 	slump deposits assemblages mixed from ODP Leg 108 SR Chapter 4 Table 10 p 54

  SR	Late Pliocene    	                 	CN12a             	CN13a         	108	 664	D	 12	H	CC	  17.00	    107.0700	Manivit  	Nannofossils                                 	A              	M                 	                           	rR                             	F                      	F                    	F                  	C                       	                     	                  	C                  	                 	                    	C                     	F                     	                    	                     	                 	A                          	                       	                     	                          	                      	                       	                            	                   	                   	F                    	F                        	R                      	C                            	                    	                       	F                   	R                      	                  	R                    	F                       	F                    	R                   	F                      	                      	                         	                 	                         	                     	                     	                    	                       	                  	                 	slump deposits assemblages mixed from ODP Leg 108 SR Chapter 4 Table 10 p 54

  SR	Late Pliocene    	                 	CN12a             	CN13a         	108	 664	D	 14	H	CC	   7.00	    125.6800	Manivit  	Nannofossils                                 	A              	M                 	                           	                               	F                      	F                    	F                  	F                       	                     	                  	F                  	                 	                    	C                     	F                     	                    	                     	                 	A                          	                       	                     	                          	                      	                       	                            	                   	                   	C                    	                         	F                      	C                            	R                   	R                      	                    	F                      	R                 	F                    	R                       	F                    	R                   	F                      	R                     	                         	                 	                         	                     	                     	                    	                       	                  	                 	slump deposits assemblages mixed from ODP Leg 108 SR Chapter 4 Table 10 p 54

  SR	Late Pliocene    	                 	CN12a             	CN13a         	108	 664	D	 15	H	CC	  23.00	    135.6200	Manivit  	Nannofossils                                 	A              	M                 	                           	                               	F                      	R                    	F                  	F                       	                     	                  	F                  	                 	                    	C                     	F                     	                    	                     	                 	A                          	                       	                     	                          	                      	                       	                            	                   	                   	C                    	                         	F                      	C                            	R                   	F                      	F                   	F                      	F                 	F                    	R                       	F                    	R                   	R                      	                      	                         	                 	                         	                     	                     	                    	                       	                  	                 	from ODP Leg 108 SR Chapter 4 Table 10 p 54

  SR	Late Pliocene    	                 	CN12a             	CN13a         	108	 664	D	 16	H	CC	  15.00	    145.2600	Manivit  	Nannofossils                                 	A              	M                 	                           	                               	C                      	F                    	C                  	C                       	                     	                  	C                  	                 	                    	C                     	F                     	                    	                     	                 	A                          	                       	                     	                          	                      	                       	                            	                   	                   	                     	R                        	                       	C                            	                    	F                      	                    	                       	F                 	R                    	R                       	                     	                    	                       	                      	                         	                 	                         	                     	                     	                    	                       	                  	                 	from ODP Leg 108 SR Chapter 4 Table 10 p 54

  SR	Late Pliocene    	                 	CN12a             	              	108	 664	D	 17	H	CC	  21.00	    154.5300	Manivit  	Nannofossils                                 	A              	M                 	R                          	                               	F                      	F                    	C                  	C                       	                     	                  	C                  	                 	                    	C                     	F                     	                    	                     	                 	A                          	                       	                     	                          	                      	                       	                            	                   	                   	R                    	                         	R                      	C                            	R                   	F                      	F                   	R                      	F                 	R                    	R                       	R                    	                    	                       	                      	                         	                 	                         	                     	                     	                    	                       	                  	                 	from ODP Leg 108 SR Chapter 4 Table 10 p 54

  SR	Late Pliocene    	                 	CN11b             	CN12a         	108	 664	D	 18	H	 6	 119.00	    162.9900	Manivit  	Nannofossils                                 	A              	M                 	C                          	                               	C                      	R                    	C                  	C                       	                     	                  	C                  	                 	                    	C                     	C                     	                    	                     	                 	A                          	                       	                     	                          	                      	                       	                            	                   	                   	F                    	R                        	F                      	C                            	                    	F                      	                    	                       	R                 	R                    	                        	                     	                    	                       	                      	                         	                 	                         	                     	                     	                    	                       	                  	                 	from ODP Leg 108 SR Chapter 4 Table 10 p 54

  SR	Early Pliocene   	                 	CN11b             	CN12a         	108	 664	D	 18	H	CC	  13.00	    163.8300	Manivit  	Nannofossils                                 	A              	M                 	C                          	F                              	C                      	                     	C                  	C                       	                     	                  	C                  	                 	                    	C                     	F                     	                    	                     	                 	A                          	                       	                     	                          	                      	                       	                            	                   	                   	R                    	                         	F                      	C                            	R                   	F                      	                    	R                      	R                 	R                    	                        	                     	                    	                       	                      	                         	                 	                         	                     	                     	                    	                       	                  	                 	from ODP Leg 108 SR Chapter 4 Table 10 p 54

  SR	Early Pliocene   	                 	CN11b             	              	108	 664	D	 19	H	CC	  15.00	    173.3600	Manivit  	Nannofossils                                 	A              	M                 	A                          	A                              	C                      	F                    	C                  	C                       	                     	                  	C                  	                 	                    	C                     	C                     	                    	                     	                 	A                          	                       	                     	                          	                      	                       	                            	                   	                   	                     	                         	F                      	F                            	                    	R                      	C                   	                       	                  	                     	                        	                     	                    	                       	                      	                         	                 	                         	                     	                     	                    	                       	                  	                 	from ODP Leg 108 SR Chapter 4 Table 10 p 54

  SR	Early Pliocene   	                 	CN10b             	CN11b         	108	 664	D	 20	H	CC	  17.00	    182.7500	Manivit  	Nannofossils                                 	A              	M                 	A                          	C                              	F                      	C                    	C                  	C                       	                     	                  	C                  	                 	                    	C                     	C                     	                    	                     	                 	A                          	                       	                     	                          	                      	                       	                            	                   	                   	F                    	R                        	F                      	F                            	R                   	R                      	                    	                       	                  	                     	                        	                     	                    	                       	                      	                         	                 	                         	                     	                     	                    	                       	                  	                 	from ODP Leg 108 SR Chapter 4 Table 10 p 54

  SR	Early Pliocene   	                 	CN10b             	CN11b         	108	 664	D	 21	H	CC	  16.00	    192.2600	Manivit  	Nannofossils                                 	A              	M                 	A                          	C                              	C                      	C                    	F                  	C                       	                     	                  	C                  	                 	                    	C                     	C                     	                    	                     	                 	A                          	                       	                     	                          	R                     	                       	                            	                   	                   	                     	F                        	R                      	F                            	R                   	R                      	                    	                       	                  	                     	                        	                     	                    	                       	                      	                         	                 	                         	                     	                     	                    	                       	                  	                 	from ODP Leg 108 SR Chapter 4 Table 10 p 54

  SR	Early Pliocene   	                 	CN10b             	CN10c         	108	 664	D	 22	H	 3	  69.00	    195.9900	Manivit  	Nannofossils                                 	A              	M                 	A                          	A                              	C                      	C                    	F                  	C                       	                     	                  	C                  	                 	                    	C                     	C                     	                    	                     	                 	A                          	                       	                     	                          	R                     	                       	                            	                   	                   	F                    	                         	                       	C                            	R                   	                       	                    	                       	                  	                     	                        	                     	                    	                       	                      	                         	                 	                         	                     	                     	                    	                       	                  	                 	from ODP Leg 108 SR Chapter 4 Table 10 p 54

  SR	Early Pliocene   	                 	CN10a             	CN10b         	108	 664	D	 23	H	 2	  11.00	    203.4100	Manivit  	Nannofossils                                 	A              	M                 	C                          	C                              	F                      	F                    	F                  	C                       	                     	                  	C                  	                 	                    	C                     	F                     	                    	                     	                 	A                          	                       	                     	                          	R                     	                       	R                           	R                  	                   	                     	                         	R                      	F                            	R                   	                       	                    	                       	                  	                     	                        	                     	                    	                       	                      	                         	                 	                         	                     	                     	                    	                       	                  	                 	from ODP Leg 108 SR Chapter 4 Table 10 p 54

  SR	Early Pliocene   	                 	CN10a             	CN10b         	108	 664	D	 23	H	 5	  11.00	    207.9100	Manivit  	Nannofossils                                 	A              	P                 	C                          	C                              	F                      	F                    	C                  	C                       	                     	                  	C                  	                 	                    	C                     	F                     	                    	                     	                 	A                          	                       	                     	                          	R                     	                       	                            	                   	R                  	F                    	R                        	F                      	F                            	                    	                       	                    	                       	                  	                     	                        	                     	                    	                       	                      	                         	                 	                         	                     	                     	                    	                       	                  	                 	from ODP Leg 108 SR Chapter 4 Table 10 p 54

  SR	Early Pliocene   	                 	CN10a             	              	108	 664	D	 24	H	 5	  11.00	    217.4100	Manivit  	Nannofossils                                 	A              	M                 	C                          	C                              	F                      	F                    	C                  	A                       	                     	                  	C                  	                 	                    	C                     	F                     	                    	                     	                 	A                          	                       	                     	                          	                      	                       	                            	R                  	R                  	                     	                         	                       	                             	                    	                       	                    	                       	                  	                     	                        	                     	                    	                       	                      	                         	                 	                         	                     	                     	                    	                       	                  	                 	from ODP Leg 108 SR Chapter 4 Table 10 p 54

  SR	Early Pliocene   	                 	CN9b              	CN10a         	108	 664	D	 25	H	 6	  30.00	    228.6000	Manivit  	Nannofossils                                 	A              	P                 	C                          	C                              	F                      	F                    	F                  	A                       	                     	                  	C                  	                 	                    	C                     	C                     	                    	                     	                 	A                          	                       	rR                   	R                         	R                     	                       	R                           	                   	                   	                     	                         	                       	                             	                    	                       	                    	                       	                  	                     	                        	                     	                    	                       	                      	                         	                 	                         	                     	                     	                    	                       	                  	                 	from ODP Leg 108 SR Chapter 4 Table 10 p 54

  SR	Late Miocene     	                 	CN9b              	CN10a         	108	 664	D	 26	H	 2	  10.00	    231.9000	Manivit  	Nannofossils                                 	A              	M                 	C                          	C                              	C                      	F                    	F                  	C                       	                     	                  	C                  	                 	                    	C                     	F                     	                    	                     	                 	A                          	R                      	                     	F                         	                      	R                      	                            	                   	                   	                     	                         	                       	                             	                    	                       	                    	                       	                  	                     	                        	                     	                    	                       	                      	                         	                 	                         	                     	                     	                    	                       	                  	                 	from ODP Leg 108 SR Chapter 4 Table 10 p 54

  SR	Late Miocene     	                 	CN9b              	CN10a         	108	 664	D	 26	H	 4	 140.00	    236.2000	Manivit  	Nannofossils                                 	A              	P                 	F                          	C                              	F                      	F                    	F                  	C                       	                     	                  	C                  	                 	                    	C                     	F                     	                    	                     	rR               	A                          	F                      	rR                   	                          	R                     	R                      	R                           	R                  	                   	                     	                         	                       	                             	                    	                       	                    	                       	                  	                     	                        	                     	                    	                       	                      	                         	                 	                         	                     	                     	                    	                       	                  	                 	from ODP Leg 108 SR Chapter 4 Table 10 p 54

  SR	Late Miocene     	                 	CN9b              	              	108	 664	D	 27	H	 3	  30.00	    243.1000	Manivit  	Nannofossils                                 	A              	M                 	F                          	A                              	F                      	F                    	F                  	C                       	R                    	                  	C                  	                 	                    	C                     	F                     	                    	                     	                 	A                          	F                      	                     	R                         	R                     	R                      	                            	                   	                   	                     	                         	                       	                             	                    	                       	                    	                       	                  	                     	                        	                     	                    	                       	                      	                         	                 	                         	                     	                     	                    	                       	                  	                 	from ODP Leg 108 SR Chapter 4 Table 10 p 54

  SR	Late Miocene     	                 	CN9a              	CN9b          	108	 664	D	 28	H	 2	  10.00	    250.9000	Manivit  	Nannofossils                                 	A              	M                 	C                          	A                              	F                      	C                    	F                  	C                       	                     	                  	C                  	                 	                    	C                     	F                     	                    	                     	                 	A                          	C                      	                     	                          	                      	R                      	                            	                   	                   	                     	                         	                       	                             	                    	                       	                    	                       	                  	                     	                        	                     	                    	                       	                      	                         	                 	                         	                     	                     	                    	                       	                  	                 	from ODP Leg 108 SR Chapter 4 Table 10 p 54

  SR	Late Miocene     	                 	CN9a              	CN9b          	108	 664	D	 28	H	CC	  14.00	    259.0200	Manivit  	Nannofossils                                 	A              	M                 	C                          	C                              	C                      	C                    	F                  	C                       	                     	                  	C                  	                 	                    	C                     	F                     	                    	                     	                 	A                          	C                      	R                    	R                         	R                     	                       	                            	                   	                   	                     	                         	                       	                             	                    	                       	                    	                       	                  	                     	                        	                     	                    	                       	                      	                         	                 	                         	                     	                     	                    	                       	                  	                 	from ODP Leg 108 SR Chapter 4 Table 10 p 54

  SR	Late Miocene     	                 	CN9a              	CN9b          	108	 664	D	 29	H	 4	  10.00	    263.4000	Manivit  	Nannofossils                                 	A              	M                 	F                          	C                              	C                      	C                    	F                  	C                       	R                    	                  	C                  	                 	                    	C                     	F                     	                    	                     	                 	A                          	C                      	R                    	                          	                      	                       	                            	                   	                   	                     	                         	                       	                             	                    	                       	                    	                       	                  	                     	                        	                     	                    	                       	                      	                         	                 	                         	                     	                     	                    	                       	                  	                 	from ODP Leg 108 SR Chapter 4 Table 10 p 54

  SR	Late Miocene     	                 	CN9a              	              	108	 664	D	 29	H	CC	  22.00	    268.6400	Manivit  	Nannofossils                                 	A              	M                 	C                          	C                              	C                      	F                    	F                  	C                       	                     	                  	C                  	                 	                    	C                     	F                     	                    	                     	                 	A                          	F                      	F                    	                          	                      	                       	                            	                   	                   	                     	                         	                       	                             	                    	                       	                    	                       	                  	                     	                        	                     	                    	                       	                      	                         	                 	                         	                     	                     	                    	                       	                  	                 	from ODP Leg 108 SR Chapter 4 Table 10 p 54

  SR	Late Miocene     	                 	CN8b              	CN9a          	108	 664	D	 30	H	 6	  10.00	    275.9000	Manivit  	Nannofossils                                 	A              	P                 	C                          	A                              	C                      	C                    	F                  	C                       	R                    	                  	F                  	                 	                    	F                     	F                     	                    	                     	                 	A                          	R                      	R                    	                          	                      	                       	                            	                   	                   	                     	                         	                       	                             	                    	                       	                    	                       	                  	                     	                        	                     	                    	                       	                      	                         	                 	                         	                     	                     	                    	                       	                  	                 	from ODP Leg 108 SR Chapter 4 Table 10 p 54

  SR	Late Miocene     	                 	CN8b              	CN9a          	108	 664	D	 31	H	 4	  20.00	    282.5000	Manivit  	Nannofossils                                 	A              	P                 	C                          	A                              	F                      	C                    	F                  	C                       	                     	                  	F                  	                 	                    	F                     	C                     	                    	                     	                 	C                          	R                      	R                    	                          	                      	                       	                            	                   	                   	                     	                         	                       	                             	                    	                       	                    	                       	                  	                     	                        	                     	                    	                       	                      	                         	                 	                         	                     	                     	                    	                       	                  	                 	from ODP Leg 108 SR Chapter 4 Table 10 p 54

  SR	Late Miocene     	                 	CN8b              	CN9a          	108	 664	D	 31	H	 6	  20.00	    285.5000	Manivit  	Nannofossils                                 	A              	P                 	C                          	A                              	F                      	C                    	                   	C                       	                     	                  	F                  	                 	                    	F                     	C                     	                    	                     	                 	                           	                       	                     	                          	                      	                       	                            	                   	                   	                     	                         	                       	                             	                    	                       	                    	                       	                  	                     	                        	                     	                    	                       	                      	                         	                 	                         	                     	                     	                    	                       	                  	                 	from ODP Leg 108 SR Chapter 4 Table 10 p 54

  SR	Late Miocene     	                 	CN8b              	              	108	 664	D	 31	H	CC	  19.00	    287.4400	Manivit  	Nannofossils                                 	A              	P                 	C                          	C                              	F                      	F                    	R                  	C                       	F                    	                  	F                  	                 	                    	C                     	F                     	F                   	R                    	F                	                           	                       	                     	                          	                      	                       	                            	                   	                   	                     	                         	                       	                             	                    	                       	                    	                       	                  	                     	                        	                     	                    	                       	                      	                         	                 	                         	                     	                     	                    	                       	                  	                 	from ODP Leg 108 SR Chapter 4 Table 10 p 54

  SR	Late Miocene     	                 	CN8a              	CN8b          	108	 664	D	 32	H	 3	 110.00	    291.4000	Manivit  	Nannofossils                                 	A              	P                 	F                          	C                              	F                      	F                    	                   	C                       	F                    	                  	F                  	R                	                    	C                     	F                     	F                   	R                    	                 	                           	                       	                     	                          	                      	                       	                            	                   	                   	                     	                         	                       	                             	                    	                       	                    	                       	                  	                     	                        	                     	                    	                       	                      	                         	                 	                         	                     	                     	                    	                       	                  	                 	from ODP Leg 108 SR Chapter 4 Table 10 p 54

  SR	Late Miocene     	                 	CN8a              	              	108	 664	D	 32	H	 5	 110.00	    294.4000	Manivit  	Nannofossils                                 	A              	P                 	F                          	C                              	C                      	F                    	R                  	C                       	F                    	                  	F                  	R                	                    	C                     	F                     	                    	                     	                 	                           	                       	                     	                          	                      	                       	                            	                   	                   	                     	                         	                       	                             	                    	                       	                    	                       	                  	                     	                        	                     	                    	                       	                      	                         	                 	                         	                     	                     	                    	                       	                  	                 	from ODP Leg 108 SR Chapter 4 Table 10 p 54

  SR	Middle Miocene   	                 	CN7b              	CN8a          	108	 664	D	 32	H	 6	 110.00	    295.9000	Manivit  	Nannofossils                                 	A              	P                 	F                          	C                              	F                      	F                    	R                  	F                       	F                    	R                 	F                  	F                	F                   	C                     	                      	                    	                     	                 	                           	                       	                     	                          	                      	                       	                            	                   	                   	                     	                         	                       	                             	                    	                       	                    	                       	                  	                     	                        	                     	                    	                       	                      	                         	                 	                         	                     	                     	                    	                       	                  	                 	from ODP Leg 108 SR Chapter 4 Table 10 p 54

  SR	Middle Miocene   	                 	CN7b              	              	108	 664	D	 32	H	CC	   7.00	    296.9000	Manivit  	Nannofossils                                 	A              	P                 	F                          	C                              	F                      	F                    	R                  	F                       	C                    	R                 	F                  	F                	F                   	C                     	                      	                    	                     	                 	                           	                       	                     	                          	                      	                       	                            	                   	                   	                     	                         	                       	                             	                    	                       	                    	                       	                  	                     	                        	                     	                    	                       	                      	                         	                 	                         	                     	                     	                    	                       	                  	                 	from ODP Leg 108 SR Chapter 4 Table 10 p 54

