Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Ticinella raynaudi,Ticinella primula,Ticinella praeticinensis,Rotalipora ticinensis,Rotalipora subticinensis,Hedbergella delrioensis,Biticinella breggiensis,Ticinella roberti,Favusella washitensis,Hedbergella simplicissima,Praeglobotruncana delrioensis,Planomalina praebuxtorfi,Hedbergella simplex,Guembelitria cenomana,Costellagerina libyca,Planomalina buxtorfi,Schackoina cenomana,Rotalipora appenninica,Heterohelix moremani,Hedbergella crassa,Rotalipora brotzeni,Rugoglobigerina rugosa,Rotalipora greenhornensis,Racemiguembelina fructicosa,Globotruncanita stuartiformis,Globotruncana arca,Contusotruncana fornicata,Heterohelix globulosa,Globotruncana orientalis,Contusotruncana patelliformis,Pseudotextularia nuttalli,Globigerinelloides prairiehillensis,Planoglobulina acervulinoides,Globotruncanella petaloidea,Globotruncana linneiana,Globigerinelloides subcarinatus,Globotruncana falsostuarti,Planoglobulina multicamerata,Laeviheterohelix glabrans,Heterohelix navarroensis,Globotruncanita stuarti,Globigerinelloides alvarezi,Contusotruncana walfischensis,Globotruncana aegyptiaca,Globotruncanella havanensis,Globotruncana esnehensis,Globotruncana dupeublei,Contusotruncana plicata,Contusotruncana contusa,Pseudoguembelina palpebra,Pseudoguembelina excolata,Globotruncana rosetta,Abathomphalus mayaroensis,Abathomphalus intermedius,Rugoglobigerina rotundata,Rugoglobigerina hexacamerata,Pseudotextularia elegans,Gublerina cuvillieri,Rugoglobigerina macrocephala,Woodringina hornerstownensis,Woodringina claytonensis,Parvularugoglobigerina eugubina,Subbotina triloculinoides,Parasubbotina pseudobulloides,Praemurica inconstans,Morozovella trinidadensis,Globanomalina compressa,Morozovella praecursoria,Praemurica uncinata,Morozovella praeangulata,Eoglobigerina spiralis,Morozovella angulata,Eoglobigerina eobulloides,Chiloguembelina subtriangularis,Chiloguembelina midwayensis,Subbotina trivialis,Parasubbotina varianta,Igorina pusilla,Globoconusa daubjergensis,Morozovella conicotruncata,Morozovella velascoensis,Turborotalia pseudomayeri,Turborotalia pomeroli,Truncorotaloides rohri,Subbotina venezuelana,Morozovella spinulosa,Hantkenina dumblei,Globigerinatheka mexicana,Globigerinatheka index,Catapsydrax dissimilis,Acarinina bullbrooki,Turborotalia cerroazulensis,Subbotina linaperta,Pseudohastigerina micra,Globigerinatheka beckmanni,Acarinina primitiva,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Paleocene   ,                  ,P3a           ,171,1052,E,  5,R, 1,   7.00,    175.2700,Bellier  ,Planktonic Foraminifers                      ,F              ,P                 ,                  ,                 ,                        ,                     ,                        ,                       ,                       ,                 ,                     ,                         ,                             ,                        ,                   ,                     ,                     ,                    ,                   ,                      ,                    ,                  ,                   ,                      ,                         ,                           ,                             ,                  ,                         ,                     ,                        ,                             ,                         ,                                   ,                             ,                           ,                       ,                               ,                          ,                            ,                         ,                        ,                       ,                           ,                             ,                        ,                           ,                        ,                       ,                       ,                       ,                         ,                         ,                     ,                         ,                         ,                         ,                            ,                        ,                    ,                            ,                            ,                        ,                               ,A                        ,F                            ,                     ,                         ,R                      ,                        ,                   ,                        ,P                     ,P                   ,                         ,                               ,R                          ,                   ,                      ,P              ,                         ,P                         ,                        ,                         ,                     ,                      ,                     ,                     ,                  ,                         ,                      ,                      ,                    ,                           ,                   ,                       ,                          ,                   ,mid Eocene contamination
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Paleocene   ,                  ,P3a           ,171,1052,E,  6,R,CC,  20.00,    185.5000,Bellier  ,Planktonic Foraminifers                      ,R              ,P                 ,                  ,                 ,                        ,                     ,                        ,                       ,                       ,                 ,                     ,                         ,                             ,                        ,                   ,                     ,                     ,                    ,                   ,                      ,                    ,                  ,                   ,                      ,                         ,                           ,                             ,                  ,                         ,                     ,                        ,                             ,                         ,                                   ,                             ,                           ,                       ,                               ,                          ,                            ,                         ,                        ,                       ,                           ,                             ,                        ,                           ,                        ,                       ,                       ,                       ,                         ,                         ,                     ,                         ,                         ,                         ,                            ,                        ,                    ,                            ,                            ,                        ,                               ,F                        ,A                            ,                     ,                         ,R                      ,                        ,                   ,                        ,                      ,P                   ,                         ,                               ,F                          ,                   ,F                     ,R              ,                         ,                          ,                        ,                         ,                     ,                      ,                     ,                     ,                  ,                         ,                      ,                      ,                    ,                           ,                   ,                       ,                          ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Paleocene   ,                  ,P3a           ,171,1052,E,  7,R,CC,   5.00,    194.4500,Bellier  ,Planktonic Foraminifers                      ,R              ,P                 ,                  ,                 ,                        ,                     ,                        ,                       ,                       ,                 ,                     ,                         ,                             ,                        ,                   ,                     ,                     ,                    ,                   ,                      ,                    ,                  ,                   ,                      ,                         ,                           ,                             ,                  ,                         ,                     ,                        ,                             ,                         ,                                   ,                             ,                           ,                       ,                               ,                          ,                            ,                         ,                        ,                       ,                           ,                             ,                        ,                           ,                        ,                       ,                       ,                       ,                         ,                         ,                     ,                         ,                         ,                         ,                            ,                        ,                    ,                            ,                            ,                        ,                               ,                         ,F                            ,                     ,                         ,                       ,                        ,R                  ,                        ,                      ,                    ,                         ,                               ,                           ,                   ,                      ,               ,                         ,                          ,                        ,                         ,                     ,                      ,                     ,                     ,                  ,                         ,                      ,                      ,                    ,                           ,                   ,                       ,                          ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Paleocene   ,                  ,P3a           ,171,1052,E,  8,R,CC,  14.00,    210.3900,Bellier  ,Planktonic Foraminifers                      ,R              ,P                 ,                  ,                 ,                        ,                     ,                        ,                       ,                       ,                 ,                     ,                         ,                             ,                        ,                   ,                     ,                     ,                    ,                   ,                      ,                    ,                  ,                   ,                      ,                         ,                           ,                             ,                  ,                         ,                     ,                        ,                             ,                         ,                                   ,                             ,                           ,                       ,                               ,                          ,                            ,                         ,                        ,                       ,                           ,                             ,                        ,                           ,                        ,                       ,                       ,                       ,                         ,                         ,                     ,                         ,                         ,                         ,                            ,                        ,                    ,                            ,                            ,                        ,                               ,F                        ,F                            ,R                    ,                         ,F                      ,                        ,F                  ,                        ,                      ,R                   ,                         ,R                              ,F                          ,R                  ,R                     ,F              ,R                        ,                          ,                        ,                         ,                     ,                      ,                     ,                     ,                  ,                         ,                      ,                      ,                    ,                           ,                   ,                       ,                          ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Paleocene   ,                  ,P3a           ,171,1052,E,  9,R,CC,  17.00,    215.9700,Bellier  ,Planktonic Foraminifers                      ,R              ,P                 ,                  ,                 ,                        ,                     ,                        ,                       ,                       ,                 ,                     ,                         ,                             ,                        ,                   ,                     ,                     ,                    ,                   ,                      ,                    ,                  ,                   ,                      ,                         ,                           ,                             ,                  ,                         ,                     ,                        ,                             ,                         ,                                   ,                             ,                           ,                       ,                               ,                          ,                            ,                         ,                        ,                       ,                           ,                             ,                        ,                           ,                        ,                       ,                       ,                       ,                         ,                         ,                     ,                         ,                         ,                         ,                            ,                        ,                    ,                            ,                            ,                        ,                               ,F                        ,F                            ,                     ,                         ,F                      ,                        ,                   ,                        ,R                     ,                    ,                         ,                               ,                           ,                   ,                      ,               ,                         ,                          ,                        ,                         ,                     ,                      ,                     ,                     ,                  ,                         ,                      ,                      ,                    ,                           ,                   ,                       ,                          ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Paleocene   ,                  ,P3a           ,171,1052,E, 10,R,CC,  11.00,    230.9000,Bellier  ,Planktonic Foraminifers                      ,R              ,P                 ,                  ,                 ,                        ,                     ,                        ,                       ,                       ,                 ,                     ,                         ,                             ,                        ,                   ,                     ,                     ,                    ,                   ,                      ,                    ,                  ,                   ,                      ,                         ,                           ,                             ,                  ,                         ,                     ,                        ,                             ,                         ,                                   ,                             ,                           ,                       ,                               ,                          ,                            ,                         ,                        ,                       ,                           ,                             ,                        ,                           ,                        ,                       ,                       ,                       ,                         ,                         ,                     ,                         ,                         ,                         ,                            ,                        ,                    ,                            ,                            ,                        ,                               ,F                        ,                             ,F                    ,                         ,F                      ,                        ,                   ,                        ,R                     ,R                   ,R                        ,R                              ,F                          ,                   ,                      ,               ,                         ,                          ,                        ,                         ,                     ,                      ,                     ,                     ,                  ,                         ,                      ,                      ,                    ,                           ,                   ,                       ,                          ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Paleocene  ,                  ,P2            ,171,1052,E, 11,R,CC,  16.00,    234.8000,Bellier  ,Planktonic Foraminifers                      ,R              ,P                 ,                  ,                 ,                        ,                     ,                        ,                       ,                       ,                 ,                     ,                         ,                             ,                        ,                   ,                     ,                     ,                    ,                   ,                      ,                    ,                  ,                   ,                      ,                         ,                           ,                             ,                  ,                         ,                     ,                        ,                             ,                         ,                                   ,                             ,                           ,                       ,                               ,                          ,                            ,                         ,                        ,                       ,                           ,                             ,                        ,                           ,                        ,                       ,                       ,                       ,                         ,                         ,                     ,                         ,                         ,                         ,                            ,                        ,                    ,                            ,                            ,                        ,                               ,F                        ,F                            ,F                    ,                         ,F                      ,                        ,F                  ,                        ,R                     ,                    ,                         ,                               ,                           ,                   ,                      ,               ,                         ,                          ,                        ,                         ,                     ,                      ,                     ,                     ,                  ,                         ,                      ,                      ,                    ,                           ,                   ,                       ,                          ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Paleocene  ,                  ,P2            ,171,1052,E, 12,R,CC,   4.00,    248.1700,Bellier  ,Planktonic Foraminifers                      ,F              ,M                 ,                  ,                 ,                        ,                     ,                        ,                       ,                       ,                 ,                     ,                         ,                             ,                        ,                   ,                     ,                     ,                    ,                   ,                      ,                    ,                  ,                   ,                      ,                         ,                           ,                             ,                  ,                         ,                     ,                        ,                             ,                         ,                                   ,                             ,                           ,                       ,                               ,                          ,                            ,                         ,                        ,                       ,                           ,                             ,                        ,                           ,                        ,                       ,                       ,                       ,                         ,                         ,                     ,                         ,                         ,                         ,                            ,                        ,                    ,                            ,                            ,                        ,                               ,R                        ,F                            ,F                    ,R                        ,R                      ,P                       ,R                  ,P                       ,                      ,                    ,                         ,                               ,                           ,                   ,                      ,               ,                         ,                          ,                        ,                         ,                     ,                      ,                     ,                     ,                  ,                         ,                      ,                      ,                    ,                           ,                   ,                       ,                          ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Paleocene  ,                  ,P1c           ,171,1052,E, 13,R,CC,  20.00,    256.0500,Bellier  ,Planktonic Foraminifers                      ,F              ,M                 ,                  ,                 ,                        ,                     ,                        ,                       ,                       ,                 ,                     ,                         ,                             ,                        ,                   ,                     ,                     ,                    ,                   ,                      ,                    ,                  ,                   ,                      ,                         ,                           ,                             ,                  ,                         ,                     ,                        ,                             ,                         ,                                   ,                             ,                           ,                       ,                               ,                          ,                            ,                         ,                        ,                       ,                           ,                             ,                        ,                           ,                        ,                       ,                       ,                       ,                         ,                         ,                     ,                         ,                         ,                         ,                            ,                        ,                    ,                            ,                            ,                        ,                               ,R                        ,F                            ,R                    ,R                        ,P                      ,R                       ,                   ,                        ,                      ,                    ,                         ,                               ,                           ,                   ,                      ,               ,                         ,                          ,                        ,                         ,                     ,                      ,                     ,                     ,                  ,                         ,                      ,                      ,                    ,                           ,                   ,                       ,                          ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Paleocene  ,                  ,P1c           ,171,1052,E, 14,R,CC,  17.00,    263.4100,Bellier  ,Planktonic Foraminifers                      ,F              ,M                 ,                  ,                 ,                        ,                     ,                        ,                       ,                       ,                 ,                     ,                         ,                             ,                        ,                   ,                     ,                     ,                    ,                   ,                      ,                    ,                  ,                   ,                      ,                         ,                           ,                             ,                  ,                         ,                     ,                        ,                             ,                         ,                                   ,                             ,                           ,                       ,                               ,                          ,                            ,                         ,                        ,                       ,                           ,                             ,                        ,                           ,                        ,                       ,                       ,                       ,                         ,                         ,                     ,                         ,                         ,                         ,                            ,                        ,                    ,                            ,                            ,                        ,                               ,R                        ,F                            ,R                    ,R                        ,R                      ,                        ,                   ,                        ,                      ,                    ,                         ,                               ,                           ,                   ,                      ,               ,                         ,                          ,                        ,                         ,                     ,                      ,                     ,                     ,                  ,                         ,                      ,                      ,                    ,                           ,                   ,                       ,                          ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Paleocene  ,                  ,P1c           ,171,1052,E, 15,R,CC,  24.00,    274.1600,Bellier  ,Planktonic Foraminifers                      ,F              ,M                 ,                  ,                 ,                        ,                     ,                        ,                       ,                       ,                 ,                     ,                         ,                             ,                        ,                   ,                     ,                     ,                    ,                   ,                      ,                    ,                  ,                   ,                      ,                         ,                           ,                             ,                  ,                         ,                     ,                        ,                             ,                         ,                                   ,                             ,                           ,                       ,                               ,                          ,                            ,                         ,                        ,                       ,                           ,                             ,                        ,                           ,                        ,                       ,                       ,                       ,                         ,                         ,                     ,                         ,                         ,                         ,                            ,                        ,                    ,                            ,                            ,                        ,                               ,P                        ,F                            ,R                    ,R                        ,R                      ,                        ,                   ,                        ,                      ,                    ,                         ,                               ,                           ,                   ,                      ,               ,                         ,                          ,                        ,                         ,                     ,                      ,                     ,                     ,                  ,                         ,                      ,                      ,                    ,                           ,                   ,                       ,                          ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Paleocene  ,                  ,P1c           ,171,1052,E, 16,R, 6,  75.00,    289.1100,Bellier  ,Planktonic Foraminifers                      ,T              ,P                 ,                  ,                 ,                        ,                     ,                        ,                       ,                       ,                 ,                     ,                         ,                             ,                        ,                   ,                     ,                     ,                    ,                   ,                      ,                    ,                  ,                   ,                      ,                         ,                           ,                             ,                  ,                         ,                     ,                        ,                             ,                         ,                                   ,                             ,                           ,                       ,                               ,                          ,                            ,                         ,                        ,                       ,                           ,                             ,                        ,                           ,                        ,                       ,                       ,                       ,                         ,                         ,                     ,                         ,                         ,                         ,                            ,                        ,                    ,                            ,                            ,                        ,                               ,P                        ,                             ,P                    ,                         ,                       ,                        ,                   ,                        ,                      ,                    ,                         ,                               ,                           ,                   ,                      ,               ,                         ,                          ,                        ,                         ,                     ,                      ,                     ,                     ,                  ,                         ,                      ,                      ,                    ,                           ,                   ,                       ,                          ,                   ,       
