Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Ticinella raynaudi,Ticinella primula,Ticinella praeticinensis,Rotalipora ticinensis,Rotalipora subticinensis,Hedbergella delrioensis,Biticinella breggiensis,Ticinella roberti,Favusella washitensis,Hedbergella simplicissima,Praeglobotruncana delrioensis,Planomalina praebuxtorfi,Hedbergella simplex,Guembelitria cenomana,Costellagerina libyca,Planomalina buxtorfi,Schackoina cenomana,Rotalipora appenninica,Heterohelix moremani,Hedbergella crassa,Rotalipora brotzeni,Rugoglobigerina rugosa,Rotalipora greenhornensis,Racemiguembelina fructicosa,Globotruncanita stuartiformis,Globotruncana arca,Contusotruncana fornicata,Heterohelix globulosa,Globotruncana orientalis,Contusotruncana patelliformis,Pseudotextularia nuttalli,Globigerinelloides prairiehillensis,Planoglobulina acervulinoides,Globotruncanella petaloidea,Globotruncana linneiana,Globigerinelloides subcarinatus,Globotruncana falsostuarti,Planoglobulina multicamerata,Laeviheterohelix glabrans,Heterohelix navarroensis,Globotruncanita stuarti,Globigerinelloides alvarezi,Contusotruncana walfischensis,Globotruncana aegyptiaca,Globotruncanella havanensis,Globotruncana esnehensis,Globotruncana dupeublei,Contusotruncana plicata,Contusotruncana contusa,Pseudoguembelina palpebra,Pseudoguembelina excolata,Globotruncana rosetta,Abathomphalus mayaroensis,Abathomphalus intermedius,Rugoglobigerina rotundata,Rugoglobigerina hexacamerata,Pseudotextularia elegans,Gublerina cuvillieri,Rugoglobigerina macrocephala,Woodringina hornerstownensis,Woodringina claytonensis,Parvularugoglobigerina eugubina,Subbotina triloculinoides,Parasubbotina pseudobulloides,Praemurica inconstans,Morozovella trinidadensis,Globanomalina compressa,Morozovella praecursoria,Praemurica uncinata,Morozovella praeangulata,Eoglobigerina spiralis,Morozovella angulata,Eoglobigerina eobulloides,Chiloguembelina subtriangularis,Chiloguembelina midwayensis,Subbotina trivialis,Parasubbotina varianta,Igorina pusilla,Globoconusa daubjergensis,Morozovella conicotruncata,Morozovella velascoensis,Turborotalia pseudomayeri,Turborotalia pomeroli,Truncorotaloides rohri,Subbotina venezuelana,Morozovella spinulosa,Hantkenina dumblei,Globigerinatheka mexicana,Globigerinatheka index,Catapsydrax dissimilis,Acarinina bullbrooki,Turborotalia cerroazulensis,Subbotina linaperta,Pseudohastigerina micra,Globigerinatheka beckmanni,Acarinina primitiva,Comment
  IR,Campanian        ,Maestrichtian    ,G. falsostuarti   ,G. gansseri   ,171,1052,E, 34,R, 2,  57.00,    455.9700,Bellier  ,Planktonic Foraminifers                      ,A              ,G                 ,                  ,                 ,                        ,                     ,                        ,                       ,                       ,                 ,                     ,                         ,                             ,                        ,                   ,                     ,                     ,                    ,                   ,                      ,                    ,                  ,                   ,P                     ,                         ,                           ,F                            ,F                 ,F                        ,                     ,R                       ,R                            ,                         ,                                   ,                             ,                           ,R                      ,                               ,R                         ,                            ,                         ,                        ,                       ,                           ,                             ,                        ,                           ,                        ,                       ,                       ,                       ,                         ,                         ,                     ,                         ,                         ,                         ,                            ,                        ,                    ,                            ,                            ,                        ,                               ,                         ,                             ,                     ,                         ,                       ,                        ,                   ,                        ,                      ,                    ,                         ,                               ,                           ,                   ,                      ,               ,                         ,                          ,                        ,                         ,                     ,                      ,                     ,                     ,                  ,                         ,                      ,                      ,                    ,                           ,                   ,                       ,                          ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Campanian        ,Maestrichtian    ,                  ,              ,171,1052,E, 35,R,CC,  19.00,    468.6600,Bellier  ,Planktonic Foraminifers                      ,F              ,G                 ,                  ,                 ,                        ,                     ,                        ,                       ,                       ,                 ,                     ,                         ,                             ,                        ,                   ,                     ,                     ,                    ,                   ,                      ,                    ,                  ,                   ,                      ,                         ,                           ,F                            ,F                 ,F                        ,                     ,F                       ,F                            ,                         ,                                   ,                             ,                           ,R                      ,                               ,                          ,                            ,                         ,                        ,                       ,                           ,                             ,                        ,                           ,                        ,                       ,                       ,                       ,                         ,                         ,                     ,                         ,                         ,                         ,                            ,                        ,                    ,                            ,                            ,                        ,                               ,                         ,                             ,                     ,                         ,                       ,                        ,                   ,                        ,                      ,                    ,                         ,                               ,                           ,                   ,                      ,               ,                         ,                          ,                        ,                         ,                     ,                      ,                     ,                     ,                  ,                         ,                      ,                      ,                    ,                           ,                   ,                       ,                          ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Campanian        ,Maestrichtian    ,G. falsostuarti   ,G. gansseri   ,171,1052,E, 36,R, 1,  35.00,    473.5500,Bellier  ,Planktonic Foraminifers                      ,C              ,M                 ,                  ,                 ,                        ,                     ,                        ,                       ,                       ,                 ,                     ,                         ,                             ,                        ,                   ,                     ,                     ,                    ,                   ,                      ,                    ,                  ,                   ,                      ,                         ,                           ,F                            ,F                 ,F                        ,F                    ,                        ,                             ,                         ,F                                  ,R                            ,P                          ,F                      ,R                              ,                          ,                            ,                         ,                        ,                       ,                           ,                             ,                        ,                           ,                        ,                       ,                       ,                       ,                         ,                         ,                     ,                         ,                         ,                         ,                            ,                        ,                    ,                            ,                            ,                        ,                               ,                         ,                             ,                     ,                         ,                       ,                        ,                   ,                        ,                      ,                    ,                         ,                               ,                           ,                   ,                      ,               ,                         ,                          ,                        ,                         ,                     ,                      ,                     ,                     ,                  ,                         ,                      ,                      ,                    ,                           ,                   ,                       ,                          ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Campanian        ,Maestrichtian    ,G. falsostuarti   ,G. gansseri   ,171,1052,E, 36,R, 1, 110.00,    474.3000,Bellier  ,Planktonic Foraminifers                      ,R              ,M                 ,                  ,                 ,                        ,                     ,                        ,                       ,                       ,                 ,                     ,                         ,                             ,                        ,                   ,                     ,                     ,                    ,                   ,                      ,                    ,                  ,F                  ,                      ,                         ,                           ,                             ,                  ,P                        ,                     ,                        ,                             ,P                        ,P                                  ,                             ,                           ,                       ,                               ,                          ,                            ,                         ,                        ,                       ,                           ,                             ,                        ,                           ,                        ,                       ,                       ,                       ,                         ,                         ,                     ,                         ,                         ,                         ,                            ,                        ,                    ,                            ,                            ,                        ,                               ,                         ,                             ,                     ,                         ,                       ,                        ,                   ,                        ,                      ,                    ,                         ,                               ,                           ,                   ,                      ,               ,                         ,                          ,                        ,                         ,                     ,                      ,                     ,                     ,                  ,                         ,                      ,                      ,                    ,                           ,                   ,                       ,                          ,                   ,Lithified sand; mixed assemblage dominate
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Campanian        ,Maestrichtian    ,G. falsostuarti   ,G. gansseri   ,171,1052,E, 36,R, 1, 110.00,    474.3000,Bellier  ,Planktonic Foraminifers                      ,R              ,M                 ,                  ,                 ,                        ,                     ,                        ,                       ,                       ,                 ,                     ,                         ,                             ,                        ,                   ,                     ,                     ,                    ,                   ,                      ,                    ,                  ,F                  ,                      ,                         ,                           ,                             ,                  ,R                        ,                     ,                        ,                             ,P                        ,P                                  ,                             ,                           ,                       ,                               ,                          ,                            ,                         ,                        ,                       ,                           ,                             ,                        ,                           ,                        ,                       ,                       ,                       ,                         ,                         ,                     ,                         ,                         ,                         ,                            ,                        ,                    ,                            ,                            ,                        ,                               ,                         ,                             ,                     ,                         ,                       ,                        ,                   ,                        ,                      ,                    ,                         ,                               ,                           ,                   ,                      ,               ,                         ,                          ,                        ,                         ,                     ,                      ,                     ,                     ,                  ,                         ,                      ,                      ,                    ,                           ,                   ,                       ,                          ,                   ,Lithified foram sand; mixed assemblage dominated by Cenomanian planktics
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Campanian        ,Maestrichtian    ,                  ,              ,171,1052,E, 36,R, 5, 110.00,    480.3000,Bellier  ,Planktonic Foraminifers                      ,R              ,M                 ,                  ,                 ,                        ,                     ,                        ,                       ,                       ,                 ,                     ,                         ,                             ,                        ,                   ,                     ,                     ,                    ,                   ,                      ,                    ,                  ,F                  ,                      ,                         ,                           ,                             ,                  ,R                        ,                     ,                        ,                             ,P                        ,P                                  ,                             ,                           ,                       ,                               ,                          ,                            ,                         ,                        ,                       ,                           ,                             ,                        ,                           ,                        ,                       ,                       ,                       ,                         ,                         ,                     ,                         ,                         ,                         ,                            ,                        ,                    ,                            ,                            ,                        ,                               ,                         ,                             ,                     ,                         ,                       ,                        ,                   ,                        ,                      ,                    ,                         ,                               ,                           ,                   ,                      ,               ,                         ,                          ,                        ,                         ,                     ,                      ,                     ,                     ,                  ,                         ,                      ,                      ,                    ,                           ,                   ,                       ,                          ,                   ,Lithified foram sand; mixed assemblage dominated by Cenomanian planktics
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Cenomanian       ,                  ,R. greenhornensis,171,1052,E, 36,R, 6,  68.00,    481.3800,Bellier  ,Planktonic Foraminifers                      ,A              ,G                 ,                  ,                 ,                        ,                     ,                        ,                       ,                       ,                 ,P                    ,P                        ,F                            ,                        ,                   ,                     ,                     ,                    ,                   ,F                     ,                    ,                  ,F                  ,                      ,R                        ,                           ,                             ,                  ,                         ,                     ,                        ,                             ,                         ,                                   ,                             ,                           ,                       ,                               ,                          ,                            ,                         ,                        ,                       ,                           ,                             ,                        ,                           ,                        ,                       ,                       ,                       ,                         ,                         ,                     ,                         ,                         ,                         ,                            ,                        ,                    ,                            ,                            ,                        ,                               ,                         ,                             ,                     ,                         ,                       ,                        ,                   ,                        ,                      ,                    ,                         ,                               ,                           ,                   ,                      ,               ,                         ,                          ,                        ,                         ,                     ,                      ,                     ,                     ,                  ,                         ,                      ,                      ,                    ,                           ,                   ,                       ,                          ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Cenomanian       ,                  ,R. greenhornensis,171,1052,E, 36,R,CC,   0.00,    482.5500,Bellier  ,Planktonic Foraminifers                      ,R              ,P                 ,                  ,                 ,                        ,                     ,                        ,                       ,                       ,                 ,                     ,                         ,rR                           ,                        ,                   ,                     ,                     ,                    ,                   ,                      ,                    ,                  ,                   ,                      ,                         ,                           ,P                            ,R                 ,                         ,R                    ,P                       ,P                            ,                         ,                                   ,                             ,                           ,                       ,                               ,                          ,                            ,                         ,                        ,                       ,                           ,                             ,                        ,                           ,                        ,                       ,                       ,                       ,                         ,                         ,                     ,                         ,                         ,                         ,                            ,                        ,                    ,                            ,                            ,                        ,                               ,                         ,                             ,                     ,                         ,                       ,                        ,                   ,                        ,                      ,                    ,                         ,                               ,                           ,                   ,                      ,               ,                         ,                          ,                        ,                         ,                     ,                      ,                     ,                     ,                  ,                         ,                      ,                      ,                    ,                           ,                   ,                       ,                          ,                   ,Pollution by Upper Cretaceous species
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Cenomanian       ,                  ,R. greenhornensis,171,1052,E, 37,R, 2,  32.00,    484.1300,Bellier  ,Planktonic Foraminifers                      ,A              ,G                 ,                  ,                 ,                        ,                     ,                        ,F                      ,                       ,                 ,                     ,                         ,                             ,                        ,                   ,                     ,P                    ,                    ,                   ,                      ,                    ,                  ,A                  ,                      ,A                        ,                           ,                             ,                  ,                         ,                     ,                        ,                             ,                         ,                                   ,                             ,                           ,                       ,                               ,                          ,                            ,                         ,                        ,                       ,                           ,                             ,                        ,                           ,                        ,                       ,                       ,                       ,                         ,                         ,                     ,                         ,                         ,                         ,                            ,                        ,                    ,                            ,                            ,                        ,                               ,                         ,                             ,                     ,                         ,                       ,                        ,                   ,                        ,                      ,                    ,                         ,                               ,                           ,                   ,                      ,               ,                         ,                          ,                        ,                         ,                     ,                      ,                     ,                     ,                  ,                         ,                      ,                      ,                    ,                           ,                   ,                       ,                          ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Cenomanian       ,                  ,R. greenhornensis,171,1052,E, 37,R, 6,  74.00,    490.5500,Bellier  ,Planktonic Foraminifers                      ,F              ,M                 ,                  ,                 ,                        ,                     ,                        ,R                      ,                       ,                 ,P                    ,                         ,                             ,                        ,                   ,                     ,                     ,                    ,                   ,P                     ,                    ,                  ,R                  ,                      ,F                        ,                           ,                             ,                  ,                         ,                     ,                        ,                             ,                         ,                                   ,                             ,                           ,                       ,                               ,                          ,                            ,                         ,                        ,                       ,                           ,                             ,                        ,                           ,                        ,                       ,                       ,                       ,                         ,                         ,                     ,                         ,                         ,                         ,                            ,                        ,                    ,                            ,                            ,                        ,                               ,                         ,                             ,                     ,                         ,                       ,                        ,                   ,                        ,                      ,                    ,                         ,                               ,                           ,                   ,                      ,               ,                         ,                          ,                        ,                         ,                     ,                      ,                     ,                     ,                  ,                         ,                      ,                      ,                    ,                           ,                   ,                       ,                          ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Cenomanian       ,                  ,R. greenhornensis,171,1052,E, 37,R,CC,   0.00,    492.4500,Bellier  ,Planktonic Foraminifers                      ,C              ,G                 ,                  ,                 ,                        ,                     ,                        ,R                      ,                       ,                 ,                     ,                         ,                             ,                        ,                   ,                     ,                     ,                    ,                   ,                      ,                    ,                  ,P                  ,P                     ,F                        ,P                          ,P                            ,P                 ,P                        ,                     ,                        ,                             ,                         ,                                   ,                             ,                           ,                       ,                               ,                          ,                            ,                         ,                        ,                       ,                           ,                             ,                        ,                           ,                        ,                       ,                       ,                       ,                         ,                         ,                     ,                         ,                         ,                         ,                            ,                        ,                    ,                            ,                            ,                        ,                               ,                         ,                             ,                     ,                         ,                       ,                        ,                   ,                        ,                      ,                    ,                         ,                               ,                           ,                   ,                      ,               ,                         ,                          ,                        ,                         ,                     ,                      ,                     ,                     ,                  ,                         ,                      ,                      ,                    ,                           ,                   ,                       ,                          ,                   ,Pollution by Upper Cretaceous species
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Cenomanian       ,                  ,R. greenhornensis,171,1052,E, 38,R, 3,  98.00,    496.3800,Bellier  ,Planktonic Foraminifers                      ,F              ,G                 ,                  ,                 ,                        ,                     ,                        ,R                      ,                       ,                 ,                     ,                         ,                             ,                        ,                   ,                     ,                     ,                    ,                   ,                      ,                    ,                  ,F                  ,                      ,                         ,                           ,                             ,                  ,                         ,                     ,                        ,                             ,                         ,                                   ,                             ,                           ,                       ,                               ,                          ,                            ,                         ,                        ,                       ,                           ,                             ,                        ,                           ,                        ,                       ,                       ,                       ,                         ,                         ,                     ,                         ,                         ,                         ,                            ,                        ,                    ,                            ,                            ,                        ,                               ,                         ,                             ,                     ,                         ,                       ,                        ,                   ,                        ,                      ,                    ,                         ,                               ,                           ,                   ,                      ,               ,                         ,                          ,                        ,                         ,                     ,                      ,                     ,                     ,                  ,                         ,                      ,                      ,                    ,                           ,                   ,                       ,                          ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Cenomanian       ,                  ,R. greenhornensis,171,1052,E, 38,R, 5, 103.00,    499.4300,Bellier  ,Planktonic Foraminifers                      ,F              ,G                 ,                  ,                 ,                        ,                     ,                        ,F                      ,                       ,                 ,                     ,                         ,                             ,                        ,R                  ,                     ,                     ,                    ,                   ,                      ,                    ,                  ,F                  ,                      ,                         ,                           ,                             ,                  ,                         ,                     ,                        ,                             ,                         ,                                   ,                             ,                           ,                       ,                               ,                          ,                            ,                         ,                        ,                       ,                           ,                             ,                        ,                           ,                        ,                       ,                       ,                       ,                         ,                         ,                     ,                         ,                         ,                         ,                            ,                        ,                    ,                            ,                            ,                        ,                               ,                         ,                             ,                     ,                         ,                       ,                        ,                   ,                        ,                      ,                    ,                         ,                               ,                           ,                   ,                      ,               ,                         ,                          ,                        ,                         ,                     ,                      ,                     ,                     ,                  ,                         ,                      ,                      ,                    ,                           ,                   ,                       ,                          ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Cenomanian       ,                  ,R. greenhornensis,171,1052,E, 38,R,CC,   0.00,    501.0800,Bellier  ,Planktonic Foraminifers                      ,F              ,G                 ,                  ,                 ,                        ,                     ,                        ,P                      ,                       ,                 ,P                    ,                         ,                             ,                        ,                   ,                     ,                     ,                    ,                   ,F                     ,                    ,                  ,F                  ,                      ,                         ,                           ,                             ,                  ,                         ,                     ,                        ,                             ,                         ,                                   ,                             ,                           ,                       ,                               ,                          ,                            ,                         ,                        ,                       ,                           ,                             ,                        ,                           ,                        ,                       ,                       ,                       ,                         ,                         ,                     ,                         ,                         ,                         ,                            ,                        ,                    ,                            ,                            ,                        ,                               ,                         ,                             ,                     ,                         ,                       ,                        ,                   ,                        ,                      ,                    ,                         ,                               ,                           ,                   ,                      ,               ,                         ,                          ,                        ,                         ,                     ,                      ,                     ,                     ,                  ,                         ,                      ,                      ,                    ,                           ,                   ,                       ,                          ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Cenomanian       ,                  ,R. greenhornensis,171,1052,E, 39,R, 2,  23.00,    503.7300,Bellier  ,Planktonic Foraminifers                      ,R              ,G                 ,                  ,                 ,                        ,                     ,                        ,R                      ,                       ,                 ,                     ,                         ,                             ,                        ,P                  ,                     ,                     ,                    ,                   ,P                     ,                    ,                  ,R                  ,                      ,                         ,                           ,                             ,                  ,                         ,                     ,                        ,                             ,                         ,                                   ,                             ,                           ,                       ,                               ,                          ,                            ,                         ,                        ,                       ,                           ,                             ,                        ,                           ,                        ,                       ,                       ,                       ,                         ,                         ,                     ,                         ,                         ,                         ,                            ,                        ,                    ,                            ,                            ,                        ,                               ,                         ,                             ,                     ,                         ,                       ,                        ,                   ,                        ,                      ,                    ,                         ,                               ,                           ,                   ,                      ,               ,                         ,                          ,                        ,                         ,                     ,                      ,                     ,                     ,                  ,                         ,                      ,                      ,                    ,                           ,                   ,                       ,                          ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Albian           ,                  ,R. appenninica,171,1052,E, 39,R, 6,  89.00,    509.8900,Bellier  ,Planktonic Foraminifers                      ,C              ,VG                ,                  ,                 ,                        ,F                    ,                        ,F                      ,                       ,R                ,                     ,                         ,R                            ,                        ,                   ,                     ,R                    ,                    ,                   ,F                     ,                    ,                  ,                   ,                      ,                         ,                           ,                             ,                  ,                         ,                     ,                        ,                             ,                         ,                                   ,                             ,                           ,                       ,                               ,                          ,                            ,                         ,                        ,                       ,                           ,                             ,                        ,                           ,                        ,                       ,                       ,                       ,                         ,                         ,                     ,                         ,                         ,                         ,                            ,                        ,                    ,                            ,                            ,                        ,                               ,                         ,                             ,                     ,                         ,                       ,                        ,                   ,                        ,                      ,                    ,                         ,                               ,                           ,                   ,                      ,               ,                         ,                          ,                        ,                         ,                     ,                      ,                     ,                     ,                  ,                         ,                      ,                      ,                    ,                           ,                   ,                       ,                          ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Albian           ,                  ,R. appenninica,171,1052,E, 39,R,CC,  24.00,    511.3700,Bellier  ,Planktonic Foraminifers                      ,C              ,VG                ,                  ,                 ,                        ,F                    ,                        ,F                      ,                       ,F                ,                     ,                         ,R                            ,                        ,                   ,                     ,R                    ,                    ,                   ,F                     ,                    ,                  ,                   ,                      ,                         ,                           ,                             ,                  ,                         ,                     ,                        ,                             ,                         ,                                   ,                             ,                           ,                       ,                               ,                          ,                            ,                         ,                        ,                       ,                           ,                             ,                        ,                           ,                        ,                       ,                       ,                       ,                         ,                         ,                     ,                         ,                         ,                         ,                            ,                        ,                    ,                            ,                            ,                        ,                               ,                         ,                             ,                     ,                         ,                       ,                        ,                   ,                        ,                      ,                    ,                         ,                               ,                           ,                   ,                      ,               ,                         ,                          ,                        ,                         ,                     ,                      ,                     ,                     ,                  ,                         ,                      ,                      ,                    ,                           ,                   ,                       ,                          ,                   ,       
