Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Sphenolithus moriformis	Sphenolithus heteromorphus	Reticulofenestra pseudoumbilica	Reticulofenestra minutula	Reticulofenestra minuta	Helicosphaera euphratis	Helicosphaera carteri	Discolithina multipora	Discoaster variabilis	Discoaster deflandrei	Discoaster brouweri	Cyclicargolithus floridanus	Cyclicargolithus abisectus	Coccolithus pelagicus	Calcidiscus leptoporus	Sphenolithus abies	Discoaster bollii	Discoaster barbadiensis	Thoracosphaera spp.	Discoaster pansus	Discoaster calcaris	Catinaster coalitus	Calcidiscus tropicus	Discolithina japonica	Discoaster hamatus	Discoaster pentaradiatus	Hayaster perplexus	Discoaster neohamatus	Sphenolithus grandis	Umbilicosphaera sibogae	Scapholithus fossilis	Discolithina discopora	Catinaster calyculus	Dictyococcites productellus	Discoaster signus	Rhabdosphaera clavigera	Discoaster moorei	Discoaster neorectus	Discoaster prepentaradiatus	Discoaster tamalis	Discoaster intercalaris	Syracosphaera pulchra	Discoaster quinqueramus	Discoaster berggrenii	Discoaster surculus	Comment

  SR	Late Miocene     	                 	NN10              	              	124	 768	C	  5	R	 1	 131.00	    393.1100	Shyu     	Nannofossils                                 	               	                  	                       	                          	                               	                         	                       	                       	VR                   	                      	                     	                     	                   	                           	                          	VR                   	R                     	F                 	                 	                       	R                  	                 	                   	                   	                    	                     	                  	                        	                  	                     	VR                  	                       	                     	                      	                    	F                          	                 	                       	                 	                    	                           	                  	                       	                     	                       	                     	                   	from ODP Leg 124 SR Chapter 10 Table 5 p 142-144

  SR	Late Miocene     	                 	NN10              	              	124	 768	C	  6	R	CC	  12.00	    405.5000	Shyu     	Nannofossils                                 	               	                  	                       	                          	                               	                         	                       	                       	VR                   	                      	                     	                     	                   	                           	                          	                     	VR                    	                  	                 	                       	                   	                 	                   	                   	                    	                     	                  	                        	                  	                     	                    	                       	                     	                      	                    	                           	                 	                       	                 	                    	                           	                  	                       	                     	                       	                     	                   	from ODP Leg 124 SR Chapter 10 Table 5 p 142-144

  SR	Late Miocene     	                 	NN10              	              	124	 768	C	  7	R	 1	 106.00	    412.1600	Shyu     	Nannofossils                                 	               	                  	F                      	                          	                               	                         	                       	                       	VR                   	                      	                     	                     	VR                 	                           	                          	                     	                      	                  	                 	                       	                   	                 	VR                 	                   	                    	                     	                  	VR                      	                  	                     	                    	                       	                     	                      	                    	                           	                 	                       	                 	                    	                           	                  	                       	                     	                       	                     	                   	from ODP Leg 124 SR Chapter 10 Table 5 p 142-144

  SR	Late Miocene     	                 	NN10              	              	124	 768	C	  7	R	 4	  91.00	    416.5100	Shyu     	Nannofossils                                 	               	                  	VR                     	                          	                               	                         	                       	                       	                     	                      	                     	                     	                   	                           	                          	VR                   	VR                    	                  	                 	                       	                   	                 	                   	                   	                    	                     	                  	                        	                  	                     	                    	                       	                     	                      	                    	                           	                 	                       	                 	                    	                           	                  	                       	                     	                       	                     	                   	from ODP Leg 124 SR Chapter 10 Table 5 p 142-144

  SR	Late Miocene     	                 	NN10              	              	124	 768	C	  7	R	 5	 130.00	    418.4000	Shyu     	Nannofossils                                 	               	                  	R                      	                          	                               	                         	                       	                       	                     	                      	                     	                     	                   	                           	                          	                     	VR                    	                  	                 	                       	                   	                 	                   	                   	                    	                     	                  	VR                      	                  	                     	                    	                       	                     	                      	                    	                           	                 	                       	                 	                    	                           	                  	                       	                     	                       	                     	                   	from ODP Leg 124 SR Chapter 10 Table 5 p 142-144

  SR	Late Miocene     	                 	NN10              	              	124	 768	C	  7	R	CC	  13.00	    419.1800	Shyu     	Nannofossils                                 	               	                  	F                      	                          	                               	                         	                       	                       	R                    	                      	R                    	                     	                   	                           	                          	                     	VR                    	R                 	                 	                       	VR                 	                 	VR                 	                   	                    	                     	                  	VR                      	                  	                     	                    	                       	                     	                      	                    	VR                         	                 	VR                     	                 	                    	                           	                  	                       	                     	                       	                     	                   	from ODP Leg 124 SR Chapter 10 Table 5 p 142-144

  SR	Late Miocene     	                 	NN10              	              	124	 768	C	 10	R	 1	  67.00	    440.5700	Shyu     	Nannofossils                                 	               	                  	F                      	                          	                               	                         	                       	                       	R                    	                      	                     	                     	VR                 	VR                         	                          	R                    	VR                    	                  	                 	                       	                   	                 	VR                 	                   	                    	                     	                  	VR                      	                  	                     	                    	                       	                     	                      	                    	R                          	                 	                       	                 	                    	                           	                  	                       	                     	                       	                     	                   	from ODP Leg 124 SR Chapter 10 Table 5 p 142-144

  SR	Late Miocene     	                 	NN10              	              	124	 768	C	 11	R	 1	 125.00	    450.8500	Shyu     	Nannofossils                                 	               	                  	                       	                          	                               	                         	                       	                       	                     	                      	                     	                     	                   	                           	                          	                     	VR                    	                  	                 	                       	                   	                 	                   	                   	                    	                     	                  	                        	                  	                     	                    	                       	                     	                      	                    	                           	                 	                       	                 	                    	                           	                  	                       	                     	                       	                     	                   	from ODP Leg 124 SR Chapter 10 Table 5 p 142-144

  SR	Late Miocene     	                 	NN10              	              	124	 768	C	 11	R	CC	  17.00	    456.8900	Shyu     	Nannofossils                                 	               	                  	VR                     	                          	                               	                         	                       	                       	                     	                      	                     	                     	                   	                           	                          	                     	                      	                  	                 	                       	                   	                 	                   	                   	                    	                     	                  	VR                      	                  	                     	                    	                       	                     	                      	                    	                           	                 	                       	                 	                    	                           	                  	                       	                     	                       	                     	                   	from ODP Leg 124 SR Chapter 10 Table 5 p 142-144

  SR	Late Miocene     	                 	NN10              	              	124	 768	C	 12	R	 1	  85.00	    460.0500	Shyu     	Nannofossils                                 	               	                  	                       	                          	                               	                         	                       	                       	                     	                      	                     	                     	                   	                           	                          	VR                   	                      	                  	                 	                       	                   	                 	                   	                   	                    	                     	                  	                        	                  	                     	                    	                       	                     	                      	                    	                           	                 	                       	                 	                    	                           	                  	                       	                     	                       	                     	                   	from ODP Leg 124 SR Chapter 10 Table 5 p 142-144

  SR	Late Miocene     	                 	NN10              	              	124	 768	C	 13	R	 2	  55.00	    470.9500	Shyu     	Nannofossils                                 	               	                  	F                      	                          	R                              	                         	                       	                       	F                    	                      	R                    	                     	                   	                           	                          	VR                   	R                     	                  	R                	                       	VR                 	VR               	VR                 	                   	VR                  	                     	                  	R                       	                  	VR                   	                    	VR                     	                     	                      	                    	                           	                 	R                      	VR               	                    	R                          	                  	                       	                     	                       	                     	                   	from ODP Leg 124 SR Chapter 10 Table 5 p 142-144

  SR	Late Miocene     	                 	NN10              	              	124	 768	C	 13	R	 3	  84.00	    472.7400	Shyu     	Nannofossils                                 	               	                  	VR                     	                          	                               	                         	                       	                       	                     	                      	                     	                     	                   	                           	                          	                     	                      	                  	                 	                       	                   	                 	                   	                   	                    	                     	                  	                        	                  	                     	                    	                       	                     	                      	                    	                           	                 	                       	                 	                    	                           	                  	                       	                     	                       	                     	                   	from ODP Leg 124 SR Chapter 10 Table 5 p 142-144

  SR	Late Miocene     	                 	NN10              	              	124	 768	C	 14	R	 3	  84.00	    482.3400	Shyu     	Nannofossils                                 	               	                  	F                      	                          	                               	                         	                       	                       	                     	                      	                     	                     	VR                 	                           	                          	VR                   	                      	                  	VR               	                       	VR                 	VR               	                   	                   	                    	                     	                  	R                       	                  	                     	                    	                       	                     	                      	                    	                           	                 	VR                     	                 	                    	                           	                  	                       	VR                   	                       	                     	                   	from ODP Leg 124 SR Chapter 10 Table 5 p 142-144

  SR	Late Miocene     	                 	NN9               	              	124	 768	C	 15	R	 4	  44.00	    493.1400	Shyu     	Nannofossils                                 	               	                  	F                      	                          	R                              	R                        	                       	                       	R                    	                      	R                    	                     	R                  	                           	                          	VR                   	R                     	                  	VR               	                       	                   	VR               	R                  	                   	                    	                     	VR                	F                       	                  	                     	                    	VR                     	                     	                      	                    	                           	                 	R                      	                 	                    	VR                         	                  	VR                     	                     	                       	                     	                   	from ODP Leg 124 SR Chapter 10 Table 5 p 142-144

  SR	Late Miocene     	                 	NN9               	              	124	 768	C	 15	R	CC	  16.00	    493.5600	Shyu     	Nannofossils                                 	               	                  	VR                     	                          	                               	R                        	VR                     	                       	VR                   	                      	R                    	                     	                   	                           	                          	                     	VR                    	                  	                 	                       	VR                 	                 	VR                 	                   	                    	                     	                  	R                       	                  	                     	                    	                       	                     	                      	                    	                           	                 	VR                     	                 	                    	                           	                  	                       	                     	                       	                     	                   	from ODP Leg 124 SR Chapter 10 Table 5 p 142-144

  SR	Late Miocene     	                 	NN9               	              	124	 768	C	 16	R	CC	   6.00	    499.5400	Shyu     	Nannofossils                                 	               	                  	                       	                          	                               	                         	                       	                       	                     	                      	                     	                     	VR                 	                           	                          	VR                   	                      	VR                	                 	                       	                   	                 	                   	                   	                    	                     	                  	VR                      	                  	                     	                    	                       	                     	                      	                    	                           	                 	                       	                 	                    	                           	                  	                       	                     	                       	                     	                   	from ODP Leg 124 SR Chapter 10 Table 5 p 142-144

  SR	Late Miocene     	                 	NN9               	              	124	 768	C	 17	R	 2	  44.00	    509.4400	Shyu     	Nannofossils                                 	               	                  	                       	                          	VR                             	VR                       	                       	                       	                     	                      	                     	                     	                   	                           	                          	                     	                      	F                 	                 	                       	                   	                 	                   	                   	                    	                     	                  	R                       	                  	VR                   	                    	                       	                     	                      	                    	                           	                 	                       	                 	                    	                           	                  	VR                     	                     	                       	                     	                   	from ODP Leg 124 SR Chapter 10 Table 5 p 142-144

  SR	Late Miocene     	                 	NN9               	              	124	 768	C	 18	R	 1	 148.00	    518.6800	Shyu     	Nannofossils                                 	               	                  	F                      	                          	F                              	R                        	VR                     	                       	F                    	VR                    	                     	                     	R                  	                           	                          	                     	F                     	F                 	VR               	                       	                   	VR               	R                  	                   	VR                  	                     	VR                	F                       	                  	                     	                    	                       	                     	                      	                    	F                          	                 	F                      	                 	                    	                           	                  	VR                     	                     	                       	                     	                   	from ODP Leg 124 SR Chapter 10 Table 5 p 142-144

  SR	Late Miocene     	                 	NN9               	              	124	 768	C	 18	R	CC	  11.00	    522.9000	Shyu     	Nannofossils                                 	               	                  	R                      	                          	VR                             	VR                       	                       	                       	VR                   	                      	VR                   	                     	                   	                           	                          	VR                   	                      	VR                	                 	                       	                   	                 	                   	                   	                    	                     	                  	R                       	                  	                     	                    	                       	                     	                      	                    	                           	                 	                       	                 	                    	                           	                  	                       	                     	                       	                     	                   	from ODP Leg 124 SR Chapter 10 Table 5 p 142-144

  SR	Late Miocene     	                 	NN9               	              	124	 768	C	 19	R	 1	  79.00	    527.6900	Shyu     	Nannofossils                                 	               	                  	R                      	                          	                               	                         	                       	                       	                     	                      	VR                   	                     	                   	                           	                          	                     	                      	                  	                 	                       	                   	                 	                   	                   	                    	                     	                  	R                       	                  	                     	                    	                       	                     	                      	                    	                           	                 	VR                     	                 	                    	                           	                  	                       	                     	                       	                     	                   	from ODP Leg 124 SR Chapter 10 Table 5 p 142-144

  SR	Late Miocene     	                 	NN9               	              	124	 768	C	 19	R	 2	  92.00	    529.3200	Shyu     	Nannofossils                                 	               	                  	F                      	                          	VR                             	                         	                       	                       	                     	                      	                     	                     	                   	                           	                          	                     	                      	                  	                 	                       	                   	                 	                   	                   	                    	                     	                  	                        	                  	                     	VR                  	                       	                     	                      	                    	                           	                 	VR                     	                 	                    	                           	                  	                       	                     	                       	                     	                   	from ODP Leg 124 SR Chapter 10 Table 5 p 142-144

  SR	Late Miocene     	                 	NN9               	              	124	 768	C	 20	R	CC	  15.00	    541.7500	Shyu     	Nannofossils                                 	               	                  	                       	                          	VR                             	                         	                       	                       	VR                   	                      	                     	                     	                   	                           	                          	                     	                      	VR                	                 	                       	                   	                 	                   	                   	                    	                     	                  	VR                      	                  	                     	                    	                       	                     	                      	                    	                           	                 	                       	                 	                    	                           	                  	                       	                     	                       	                     	                   	from ODP Leg 124 SR Chapter 10 Table 5 p 142-144

  SR	Late Miocene     	                 	NN9               	              	124	 768	C	 22	R	 2	  68.00	    557.9800	Shyu     	Nannofossils                                 	               	                  	F                      	                          	F                              	R                        	                       	                       	F                    	                      	R                    	                     	R                  	                           	                          	VR                   	R                     	F                 	                 	                       	VR                 	R                	R                  	                   	                    	                     	                  	F                       	                  	                     	R                   	                       	VR                   	                      	                    	                           	                 	F                      	                 	                    	                           	VR                	                       	                     	                       	                     	                   	from ODP Leg 124 SR Chapter 10 Table 5 p 142-144

  SR	Late Miocene     	                 	NN9               	              	124	 768	C	 22	R	CC	  14.00	    559.2900	Shyu     	Nannofossils                                 	               	                  	R                      	                          	VR                             	                         	                       	                       	VR                   	                      	VR                   	                     	VR                 	                           	                          	                     	VR                    	                  	                 	                       	                   	                 	                   	VR                 	                    	                     	                  	R                       	                  	                     	                    	                       	                     	                      	                    	                           	                 	                       	                 	                    	                           	                  	                       	                     	                       	                     	                   	from ODP Leg 124 SR Chapter 10 Table 5 p 142-144

  SR	Late Miocene     	                 	NN9               	              	124	 768	C	 23	R	 1	 102.00	    566.5200	Shyu     	Nannofossils                                 	               	                  	F                      	                          	R                              	VR                       	                       	                       	F                    	                      	VR                   	                     	                   	                           	                          	F                    	R                     	F                 	                 	                       	                   	VR               	VR                 	                   	                    	                     	VR                	R                       	                  	                     	F                   	                       	                     	                      	                    	VR                         	                 	                       	                 	                    	                           	                  	                       	                     	                       	                     	                   	from ODP Leg 124 SR Chapter 10 Table 5 p 142-144

  SR	Late Miocene     	                 	NN9               	              	124	 768	C	 26	R	CC	   0.00	    603.3900	Shyu     	Nannofossils                                 	               	                  	F                      	                          	C                              	                         	                       	                       	F                    	                      	C                    	                     	                   	                           	                          	F                    	F                     	C                 	F                	                       	VR                 	                 	F                  	                   	                    	                     	                  	C                       	                  	R                    	                    	                       	                     	                      	                    	                           	                 	                       	                 	                    	VR                         	                  	                       	                     	                       	                     	                   	from ODP Leg 124 SR Chapter 10 Table 5 p 142-144

  SR	Late Miocene     	                 	NN9               	              	124	 768	C	 27	R	CC	  12.00	    613.0000	Shyu     	Nannofossils                                 	               	                  	VR                     	                          	                               	R                        	                       	                       	                     	                      	                     	                     	VR                 	                           	                          	                     	VR                    	VR                	VR               	                       	                   	                 	                   	                   	                    	                     	                  	R                       	                  	                     	                    	                       	                     	                      	                    	                           	                 	                       	                 	R                   	                           	                  	                       	                     	                       	                     	                   	from ODP Leg 124 SR Chapter 10 Table 5 p 142-144

  SR	Late Miocene     	                 	NN9               	              	124	 768	C	 28	R	 4	  11.00	    618.5100	Shyu     	Nannofossils                                 	               	                  	R                      	                          	                               	                         	                       	                       	                     	                      	                     	                     	                   	                           	                          	                     	                      	                  	                 	                       	                   	                 	                   	                   	                    	                     	                  	                        	                  	                     	                    	                       	                     	                      	                    	                           	                 	                       	                 	                    	                           	                  	                       	                     	                       	                     	                   	from ODP Leg 124 SR Chapter 10 Table 5 p 142-144

  SR	Late Miocene     	                 	NN9               	              	124	 768	C	 28	R	 6	  51.00	    621.9100	Shyu     	Nannofossils                                 	               	                  	R                      	                          	R                              	                         	                       	                       	VR                   	                      	VR                   	                     	R                  	                           	                          	                     	                      	VR                	VR               	                       	                   	VR               	VR                 	                   	                    	                     	VR                	R                       	                  	                     	                    	                       	                     	                      	                    	                           	                 	                       	                 	                    	                           	                  	                       	                     	                       	                     	                   	from ODP Leg 124 SR Chapter 10 Table 5 p 142-144

  SR	Late Miocene     	                 	NN9               	              	124	 768	C	 29	R	 2	  23.00	    625.2300	Shyu     	Nannofossils                                 	               	                  	F                      	                          	R                              	                         	                       	                       	F                    	                      	                     	                     	VR                 	                           	                          	                     	R                     	VR                	                 	                       	VR                 	VR               	                   	                   	VR                  	                     	VR                	F                       	                  	                     	                    	VR                     	                     	                      	                    	                           	                 	                       	R                	                    	                           	                  	                       	                     	                       	                     	                   	from ODP Leg 124 SR Chapter 10 Table 5 p 142-144

  SR	Late Miocene     	                 	NN9               	              	124	 768	C	 30	R	 2	  70.00	    635.3000	Shyu     	Nannofossils                                 	               	                  	                       	                          	VR                             	VR                       	                       	                       	VR                   	                      	VR                   	                     	VR                 	                           	                          	VR                   	VR                    	VR                	VR               	                       	                   	                 	VR                 	                   	                    	                     	                  	F                       	                  	VR                   	                    	                       	                     	                      	                    	                           	                 	VR                     	                 	                    	                           	                  	                       	                     	                       	                     	                   	from ODP Leg 124 SR Chapter 10 Table 5 p 142-144

  SR	Late Miocene     	                 	NN9               	              	124	 768	C	 30	R	 3	   6.00	    636.1600	Shyu     	Nannofossils                                 	               	                  	                       	                          	F                              	F                        	                       	                       	R                    	                      	VR                   	                     	R                  	                           	                          	                     	R                     	R                 	                 	                       	VR                 	                 	R                  	VR                 	                    	                     	                  	F                       	                  	R                    	                    	                       	                     	                      	                    	                           	VR               	                       	                 	                    	                           	                  	                       	                     	                       	                     	                   	from ODP Leg 124 SR Chapter 10 Table 5 p 142-144

  SR	Late Miocene     	                 	NN9               	              	124	 768	C	 30	R	 5	 113.00	    640.2300	Shyu     	Nannofossils                                 	               	                  	                       	                          	                               	VR                       	                       	                       	                     	                      	                     	                     	VR                 	                           	                          	                     	VR                    	VR                	                 	                       	                   	VR               	VR                 	                   	                    	                     	                  	VR                      	                  	VR                   	                    	                       	                     	                      	                    	                           	                 	                       	                 	                    	                           	                  	                       	                     	                       	                     	                   	from ODP Leg 124 SR Chapter 10 Table 5 p 142-144

  SR	Late Miocene     	                 	NN9               	              	124	 768	C	 30	R	 6	  49.00	    641.0900	Shyu     	Nannofossils                                 	               	                  	                       	                          	R                              	R                        	                       	                       	                     	                      	                     	                     	VR                 	                           	                          	VR                   	C                     	VR                	VR               	                       	                   	                 	R                  	VR                 	                    	                     	                  	R                       	                  	                     	                    	                       	                     	                      	                    	                           	                 	                       	                 	                    	                           	                  	                       	                     	                       	                     	                   	from ODP Leg 124 SR Chapter 10 Table 5 p 142-144

  SR	Late Miocene     	                 	NN9               	              	124	 768	C	 30	R	CC	  14.00	    642.2600	Shyu     	Nannofossils                                 	               	                  	VR                     	                          	VR                             	                         	                       	                       	                     	                      	                     	                     	VR                 	                           	                          	                     	                      	                  	VR               	                       	                   	                 	                   	                   	                    	                     	                  	                        	                  	                     	                    	                       	                     	                      	                    	                           	                 	                       	                 	                    	                           	                  	                       	                     	                       	                     	                   	from ODP Leg 124 SR Chapter 10 Table 5 p 142-144

  SR	Late Miocene     	                 	NN9               	              	124	 768	C	 31	R	CC	  21.00	    649.1700	Shyu     	Nannofossils                                 	               	                  	R                      	                          	F                              	R                        	                       	                       	R                    	                      	F                    	                     	F                  	VR                         	                          	R                    	VR                    	F                 	R                	                       	VR                 	                 	R                  	VR                 	                    	                     	R                 	F                       	                  	R                    	                    	VR                     	                     	VR                    	                    	VR                         	                 	                       	                 	                    	                           	                  	                       	                     	                       	                     	                   	from ODP Leg 124 SR Chapter 10 Table 5 p 142-144

  SR	Late Miocene     	                 	NN9               	              	124	 768	C	 32	R	CC	  17.00	    660.9700	Shyu     	Nannofossils                                 	               	                  	                       	                          	VR                             	                         	                       	                       	                     	                      	R                    	                     	R                  	                           	                          	                     	                      	                  	VR               	                       	                   	                 	VR                 	                   	                    	                     	VR                	VR                      	                  	                     	                    	                       	                     	                      	                    	                           	                 	                       	                 	                    	                           	                  	                       	                     	                       	                     	                   	from ODP Leg 124 SR Chapter 10 Table 5 p 142-144

  SR	Late Miocene     	                 	NN9               	              	124	 768	C	 34	R	CC	  15.00	    681.0600	Shyu     	Nannofossils                                 	               	                  	VR                     	                          	F                              	VR                       	                       	                       	F                    	VR                    	R                    	                     	R                  	                           	                          	R                    	R                     	F                 	F                	                       	VR                 	                 	VR                 	R                  	                    	                     	R                 	R                       	                  	                     	                    	R                      	VR                   	VR                    	VR                  	                           	                 	                       	                 	                    	                           	                  	                       	                     	                       	                     	                   	from ODP Leg 124 SR Chapter 10 Table 5 p 142-144

  SR	Late Miocene     	                 	NN9               	              	124	 768	C	 35	R	 2	  25.00	    683.1500	Shyu     	Nannofossils                                 	               	                  	VR                     	                          	VR                             	                         	                       	                       	                     	                      	VR                   	                     	                   	                           	                          	                     	VR                    	VR                	F                	                       	                   	                 	                   	                   	                    	                     	VR                	VR                      	                  	                     	                    	                       	                     	                      	                    	                           	                 	                       	                 	                    	                           	                  	                       	                     	                       	                     	                   	from ODP Leg 124 SR Chapter 10 Table 5 p 142-144

  SR	Late Miocene     	                 	NN9               	              	124	 768	C	 35	R	CC	  15.00	    689.2800	Shyu     	Nannofossils                                 	               	                  	                       	                          	R                              	                         	                       	                       	                     	                      	                     	VR                   	                   	                           	                          	VR                   	                      	                  	R                	                       	                   	                 	                   	VR                 	                    	                     	                  	                        	                  	                     	                    	                       	                     	                      	                    	                           	                 	                       	                 	                    	                           	                  	                       	                     	                       	                     	                   	from ODP Leg 124 SR Chapter 10 Table 5 p 142-144

  SR	Late Miocene     	                 	NN9               	              	124	 768	C	 36	R	 1	 126.00	    692.3600	Shyu     	Nannofossils                                 	               	                  	R                      	                          	F                              	VR                       	F                      	                       	F                    	                      	                     	                     	VR                 	                           	                          	R                    	R                     	F                 	F                	                       	VR                 	                 	VR                 	F                  	R                   	                     	R                 	                        	                  	                     	VR                  	                       	                     	                      	                    	                           	                 	                       	                 	                    	                           	                  	                       	                     	                       	                     	                   	from ODP Leg 124 SR Chapter 10 Table 5 p 142-144

  SR	Late Miocene     	                 	NN9               	              	124	 768	C	 36	R	 2	  33.00	    692.9300	Shyu     	Nannofossils                                 	               	                  	R                      	                          	F                              	F                        	                       	                       	F                    	                      	                     	                     	                   	                           	                          	VR                   	R                     	F                 	F                	                       	                   	                 	VR                 	F                  	                    	                     	R                 	                        	                  	                     	                    	                       	                     	                      	                    	                           	                 	                       	                 	                    	                           	                  	                       	                     	                       	                     	                   	from ODP Leg 124 SR Chapter 10 Table 5 p 142-144

  SR	Late Miocene     	                 	NN9               	              	124	 768	C	 36	R	 2	 109.00	    693.6900	Shyu     	Nannofossils                                 	               	                  	VR                     	                          	F                              	F                        	                       	                       	                     	                      	                     	                     	VR                 	                           	                          	R                    	R                     	F                 	F                	                       	VR                 	                 	R                  	F                  	                    	                     	VR                	                        	F                 	VR                   	                    	                       	                     	                      	                    	                           	                 	                       	                 	                    	                           	                  	                       	                     	                       	                     	                   	from ODP Leg 124 SR Chapter 10 Table 5 p 142-144

  SR	Late Miocene     	                 	NN9               	              	124	 768	C	 36	R	CC	  18.00	    700.2800	Shyu     	Nannofossils                                 	               	                  	VR                     	                          	                               	                         	                       	                       	VR                   	                      	                     	                     	                   	                           	                          	VR                   	VR                    	VR                	                 	                       	                   	                 	                   	VR                 	                    	                     	                  	                        	                  	                     	                    	                       	                     	                      	                    	                           	                 	                       	                 	                    	                           	                  	                       	                     	                       	                     	                   	from ODP Leg 124 SR Chapter 10 Table 5 p 142-144

  SR	Late Miocene     	                 	NN9               	              	124	 768	C	 37	R	 2	  45.00	    702.7500	Shyu     	Nannofossils                                 	               	                  	R                      	                          	R                              	                         	                       	                       	R                    	                      	                     	                     	                   	                           	                          	VR                   	VR                    	                  	F                	                       	                   	                 	                   	F                  	                    	                     	R                 	                        	                  	                     	                    	                       	                     	                      	                    	                           	                 	                       	                 	                    	                           	                  	                       	                     	                       	                     	                   	from ODP Leg 124 SR Chapter 10 Table 5 p 142-144

  SR	Late Miocene     	                 	NN9               	              	124	 768	C	 37	R	 2	 125.00	    703.5500	Shyu     	Nannofossils                                 	               	                  	VR                     	                          	F                              	R                        	                       	                       	R                    	                      	                     	                     	                   	                           	                          	                     	R                     	                  	R                	                       	                   	                 	                   	R                  	                    	                     	VR                	VR                      	                  	                     	                    	                       	                     	                      	                    	                           	                 	                       	                 	                    	                           	                  	                       	                     	                       	                     	                   	from ODP Leg 124 SR Chapter 10 Table 5 p 142-144

  SR	Late Miocene     	                 	NN9               	              	124	 768	C	 37	R	 3	 124.00	    705.0400	Shyu     	Nannofossils                                 	               	                  	F                      	                          	R                              	VR                       	                       	                       	R                    	                      	R                    	                     	                   	                           	                          	C                    	VR                    	VR                	F                	                       	                   	                 	                   	R                  	                    	                     	?                 	                        	                  	                     	                    	                       	                     	                      	                    	                           	                 	                       	                 	                    	                           	                  	                       	                     	                       	                     	                   	from ODP Leg 124 SR Chapter 10 Table 5 p 142-144

