Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Vaginulina petila	Trocholina infragranulata	Tristix acutangulus	Spirillina minima	Saracenaria sp.	Rhizammina spp.	Pyrulina cylindroides	Pyramidulina sceptrum	Pseudonodosaria sp. 1	Planularia complanata	Patellina subcretacea	Osangularia sp. 2	Osangularia sp. 1	Oolina sulcata	Oolina sp.	Nothia latissima	Neobulimina albertensis	Miliolid taxa	Marginulinopsis striatocostata	Lingulonodosaria nodosaria	Lingulina spp.	Lenticulina spp.	Laevidentalina spp. 	Laevidentalina oligostegia	Laevidentalina nana	Laevidentalina linearis	Laevidentalina debilis	Gyroidinoides cf. nitidus	Globulina spp.	Globulina prisca	Globorotalites sp.	Gavelinella spp.	Fursenkoina viscida	Frondicularia lamellatta	Charltonina australis	Bolivina sp. 1	Bolivina sp.	Bolivina anambra	Berthelina  intermedia	Berthelina sp. 	Astacolus calliopsis	?Spiroplectinella sp. 1	Oolina  cf. sulcata	Comment
  SR	                 	                 	                  	              	159	 962	D	  9	R	 3	 111.00	    156.5100	Holbourn 	Benthic Foraminifers                         	B              	VP                	-                	-                        	-                  	-                	-              	-              	-                    	-                    	-                    	-                    	-                    	-                	-                	-             	-         	-               	-                      	-            	-                             	-                         	-             	-               	-                   	-                         	-                  	-                      	-                     	-                        	-             	-               	-                 	-               	-                  	-                       	-                    	-             	-           	-               	-                     	-              	-                   	-                      	-                  	from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	  9	R	 4	   8.00	    156.9800	Holbourn 	Benthic Foraminifers                         	               	P                 	-                	2                        	-                  	-                	-              	-              	-                    	-                    	-                    	-                    	2                    	1                	-                	-             	-         	-               	-                      	-            	-                             	-                         	-             	-               	-                   	-                         	-                  	-                      	-                     	-                        	-             	-               	-                 	3               	-                  	-                       	-                    	1             	-           	-               	3                     	-              	-                   	-                      	-                  	Total BF specimens = 12. Total BF species = 6. Radiolaria = A. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	  9	R	 5	  69.00	    159.0900	Holbourn 	Benthic Foraminifers                         	               	P                 	-                	-                        	-                  	-                	-              	-              	-                    	-                    	-                    	-                    	-                    	-                	-                	-             	-         	-               	-                      	-            	-                             	-                         	-             	-               	-                   	-                         	-                  	-                      	-                     	-                        	-             	-               	-                 	2               	-                  	-                       	-                    	-             	-           	-               	-                     	-              	-                   	-                      	-                  	Radiolaria = C. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	  9	R	 5	 110.00	    159.5000	Holbourn 	Benthic Foraminifers                         	               	P                 	-                	-                        	-                  	-                	-              	-              	-                    	-                    	-                    	-                    	-                    	2                	-                	-             	-         	-               	-                      	-            	-                             	-                         	-             	1               	-                   	-                         	1                  	-                      	-                     	-                        	-             	-               	-                 	2               	-                  	-                       	-                    	1             	-           	-               	3                     	-              	-                   	-                      	-                  	Total BF specimens = 10. Total BF species = 6. Radiolaria = R. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 10	R	 2	  45.00	    163.9500	Holbourn 	Benthic Foraminifers                         	               	M                 	-                	4                        	-                  	3                	-              	-              	-                    	-                    	-                    	-                    	11                   	-                	-                	7             	-         	-               	-                      	-            	-                             	-                         	-             	-               	-                   	1                         	-                  	-                      	-                     	-                        	-             	-               	-                 	12              	-                  	-                       	-                    	3             	-           	-               	8                     	-              	-                   	-                      	-                  	Total BF specimens = 49. Total BF species = 8. Radiolaria = R. Ostracodes = 2. Diatoms = 2. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 10	R	 2	  86.00	    164.3600	Holbourn 	Benthic Foraminifers                         	B              	P                 	-                	-                        	-                  	-                	-              	-              	-                    	-                    	-                    	-                    	-                    	-                	-                	-             	-         	-               	-                      	-            	-                             	-                         	-             	-               	-                   	-                         	-                  	-                      	-                     	-                        	-             	-               	-                 	-               	-                  	-                       	-                    	-             	-           	-               	-                     	-              	-                   	-                      	-                  	from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 10	R	CC	  15.00	    165.4600	Holbourn 	Benthic Foraminifers                         	               	VP                	-                	-                        	-                  	-                	-              	-              	-                    	-                    	-                    	-                    	-                    	-                	-                	-             	-         	-               	-                      	-            	-                             	-                         	-             	-               	-                   	-                         	-                  	-                      	-                     	-                        	-             	-               	-                 	2               	-                  	-                       	-                    	-             	-           	-               	-                     	-              	-                   	-                      	-                  	Total BF specimens = 2. Total BF species = 1. Radiolaria = C. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 11	R	 1	  16.00	    171.8600	Holbourn 	Benthic Foraminifers                         	               	M                 	-                	2                        	-                  	-                	-              	-              	-                    	1                    	1                    	-                    	2                    	4                	-                	1             	-         	-               	-                      	-            	-                             	-                         	-             	-               	-                   	-                         	-                  	-                      	-                     	-                        	-             	-               	-                 	9               	-                  	-                       	-                    	4             	-           	-               	6                     	-              	-                   	-                      	-                  	Total BF specimens = 30. Total BF species = 9. Radiolaria = C. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 11	R	CC	   4.00	    173.6700	Holbourn 	Benthic Foraminifers                         	               	P                 	-                	-                        	-                  	-                	-              	-              	-                    	-                    	-                    	-                    	15                   	3                	-                	3             	-         	-               	-                      	-            	-                             	-                         	-             	-               	1                   	-                         	-                  	-                      	-                     	-                        	-             	2               	-                 	25              	-                  	-                       	-                    	13            	-           	-               	12                    	-              	-                   	-                      	-                  	Total BF specimens = 74. Total BF species = 8. Radiolaria = R.  Ostracodes = 2. from 159SRCh 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 12	R	 1	  22.00	    181.5200	Holbourn 	Benthic Foraminifers                         	               	VP                	-                	-                        	-                  	-                	-              	-              	-                    	-                    	-                    	-                    	-                    	-                	-                	-             	-         	-               	-                      	-            	-                             	-                         	-             	-               	-                   	-                         	-                  	-                      	-                     	-                        	-             	-               	-                 	1               	-                  	-                       	-                    	-             	-           	-               	-                     	-              	-                   	-                      	-                  	Total BF specimens = 1. Total BF species = 1. Radiolaria = R. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 12	R	 1	  67.00	    181.9700	Holbourn 	Benthic Foraminifers                         	B              	P                 	-                	-                        	-                  	-                	-              	-              	-                    	-                    	-                    	-                    	-                    	-                	-                	-             	-         	-               	-                      	-            	-                             	-                         	-             	-               	-                   	-                         	-                  	-                      	-                     	-                        	-             	-               	-                 	-               	-                  	-                       	-                    	-             	-           	-               	-                     	-              	-                   	-                      	-                  	Radiolaria = A. Ostracodes = 2. Fish teeth = 1. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 12	R	 2	  11.00	    182.9100	Holbourn 	Benthic Foraminifers                         	               	M                 	-                	3                        	-                  	-                	-              	-              	-                    	-                    	-                    	-                    	6                    	5                	-                	6             	-         	-               	-                      	2            	-                             	-                         	-             	-               	1                   	-                         	-                  	-                      	-                     	-                        	-             	-               	-                 	52              	-                  	3                       	-                    	9             	-           	-               	5                     	-              	-                   	-                      	-                  	Total BF specimens = 92. Total BF species = 10. Radiolaria = A. Ostracodes = 9. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 12	R	 3	  19.00	    184.4900	Holbourn 	Benthic Foraminifers                         	               	M                 	-                	1                        	-                  	-                	-              	-              	-                    	-                    	-                    	-                    	4                    	1                	-                	5             	-         	-               	-                      	-            	-                             	1                         	-             	-               	-                   	1                         	-                  	-                      	-                     	-                        	-             	-               	-                 	27              	-                  	-                       	-                    	-             	-           	-               	3                     	-              	-                   	-                      	-                  	Total BF specimens = 43. Total BF species = 8. Radiolaria = C. Diatoms = 1. Fish teeth = 1. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 12	R	 3	 100.00	    185.3000	Holbourn 	Benthic Foraminifers                         	               	P                 	-                	5                        	-                  	-                	-              	-              	-                    	-                    	-                    	-                    	4                    	1                	-                	1             	1         	-               	-                      	-            	-                             	-                         	-             	-               	1                   	-                         	-                  	-                      	-                     	-                        	-             	-               	1                 	12              	-                  	-                       	-                    	-             	1           	-               	2                     	-              	-                   	-                      	-                  	Total BF specimens = 29. Total BF species = 10. Radiolaria = C. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 12	R	 5	  34.00	    187.6400	Holbourn 	Benthic Foraminifers                         	               	M                 	-                	4                        	-                  	3                	-              	-              	-                    	-                    	-                    	-                    	6                    	2                	-                	-             	1         	-               	-                      	-            	-                             	-                         	-             	-               	-                   	-                         	-                  	-                      	-                     	-                        	-             	-               	-                 	25              	-                  	-                       	-                    	12            	-           	-               	3                     	-              	-                   	-                      	-                  	Total BF specimens = 56. Total BF species = 8. Radiolaria = C. Ostracodes = 15. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 12	R	 5	  44.00	    187.7400	Holbourn 	Benthic Foraminifers                         	               	P                 	-                	-                        	-                  	-                	-              	-              	-                    	-                    	-                    	-                    	-                    	-                	-                	-             	-         	-               	-                      	-            	-                             	-                         	-             	-               	-                   	-                         	-                  	-                      	-                     	-                        	-             	-               	-                 	4               	-                  	-                       	-                    	1             	-           	-               	-                     	-              	-                   	-                      	-                  	Total BF specimens = 5. Total BF species =  2. Radiolaria = R. Ostradoes = 1. Diatom = 1. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 12	R	 6	  49.00	    189.2900	Holbourn 	Benthic Foraminifers                         	               	P                 	-                	-                        	-                  	-                	-              	-              	-                    	-                    	-                    	-                    	-                    	-                	-                	-             	-         	-               	-                      	-            	-                             	-                         	-             	1               	-                   	-                         	-                  	-                      	-                     	-                        	-             	-               	-                 	-               	-                  	-                       	-                    	-             	-           	-               	-                     	-              	-                   	-                      	-                  	Total BF specimens = 1. Total BF species = 1. Radiolaria = R. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 13	R	 1	  26.00	    191.2600	Holbourn 	Benthic Foraminifers                         	               	VP                	-                	2                        	-                  	-                	-              	-              	-                    	-                    	-                    	-                    	-                    	-                	-                	-             	-         	-               	-                      	-            	-                             	-                         	-             	-               	-                   	-                         	-                  	-                      	-                     	-                        	-             	-               	-                 	2               	-                  	-                       	-                    	-             	-           	-               	-                     	-              	-                   	-                      	-                  	Total BF specimens = 4. Total BF species = 2. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 13	R	 1	  76.00	    191.7600	Holbourn 	Benthic Foraminifers                         	               	P                 	-                	1                        	-                  	-                	-              	-              	-                    	-                    	-                    	-                    	2                    	-                	-                	-             	-         	-               	-                      	-            	-                             	-                         	-             	-               	1                   	-                         	-                  	-                      	-                     	-                        	-             	-               	-                 	1               	-                  	-                       	-                    	1             	-           	-               	-                     	-              	-                   	-                      	-                  	Total BF specimens = 6. Total BF species = 5. Ostracodes = 1. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 13	R	 1	  79.00	    191.7900	Holbourn 	Benthic Foraminifers                         	B              	P                 	-                	-                        	-                  	-                	-              	-              	-                    	-                    	-                    	-                    	-                    	-                	-                	-             	-         	-               	-                      	-            	-                             	-                         	-             	-               	-                   	-                         	-                  	-                      	-                     	-                        	-             	-               	-                 	-               	-                  	-                       	-                    	-             	-           	-               	-                     	-              	-                   	-                      	-                  	Radiolaria = R. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 13	R	 1	  93.00	    191.9300	Holbourn 	Benthic Foraminifers                         	               	VP                	-                	3                        	-                  	-                	-              	-              	-                    	-                    	-                    	-                    	3                    	-                	-                	-             	-         	-               	-                      	-            	-                             	-                         	-             	-               	-                   	-                         	-                  	-                      	-                     	-                        	-             	-               	-                 	4               	-                  	-                       	-                    	1             	-           	-               	-                     	-              	-                   	-                      	-                  	Total BF specimens = 11. Total BF species = 4. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 13	R	 1	 110.00	    192.1000	Holbourn 	Benthic Foraminifers                         	               	P                 	-                	1                        	-                  	-                	-              	-              	-                    	-                    	-                    	-                    	-                    	-                	-                	-             	-         	-               	-                      	-            	-                             	-                         	-             	-               	-                   	1                         	-                  	-                      	-                     	-                        	-             	-               	-                 	-               	-                  	-                       	-                    	-             	-           	-               	-                     	-              	-                   	-                      	-                  	Total BF specimens = 2. Total BF species = 2. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 16	R	 1	   9.00	    220.0900	Holbourn 	Benthic Foraminifers                         	               	G                 	-                	1                        	-                  	-                	-              	-              	-                    	-                    	1                    	1                    	43                   	22               	4                	2             	1         	-               	3                      	6            	-                             	1                         	-             	-               	-                   	1                         	-                  	-                      	-                     	-                        	3             	3               	-                 	99              	-                  	-                       	-                    	48            	-           	-               	64                    	-              	-                   	1                      	-                  	Total BF specimens = 304. Total BF species = 18. Radiolaria = C. Ostracodes = 10. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 16	R	 2	  83.00	    222.3300	Holbourn 	Benthic Foraminifers                         	               	G                 	-                	3                        	-                  	-                	-              	1              	-                    	-                    	-                    	-                    	16                   	13               	-                	1             	-         	-               	1                      	-            	-                             	-                         	-             	-               	-                   	-                         	-                  	-                      	-                     	-                        	-             	1               	-                 	61              	1                  	-                       	1                    	14            	-           	-               	24                    	-              	-                   	-                      	-                  	Total BF specimens = 137. Total BF species = 12. Radiolaria = C. Ostracodes = 19. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 16	R	 3	  73.00	    223.7300	Holbourn 	Benthic Foraminifers                         	               	G                 	-                	16                       	-                  	1                	-              	-              	-                    	-                    	-                    	-                    	29                   	55               	9                	3             	3         	-               	6                      	3            	-                             	1                         	3             	2               	1                   	1                         	-                  	-                      	-                     	-                        	1             	-               	-                 	74              	1                  	2                       	-                    	50            	-           	-               	95                    	-              	1                   	-                      	-                  	Total BF specimens = 357. Total BF species = 21. Radiolaria = C. Ostracodes = 5. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 18	R	 1	  64.00	    239.7400	Holbourn 	Benthic Foraminifers                         	               	G                 	-                	4                        	-                  	1                	-              	-              	-                    	-                    	-                    	-                    	61                   	46               	9                	3             	3         	-               	1                      	24           	-                             	-                         	-             	-               	-                   	-                         	1                  	-                      	-                     	-                        	4             	2               	-                 	88              	-                  	1                       	-                    	2             	-           	-               	85                    	-              	-                   	3                      	-                  	Total BF specimens = 338. Total BF species = 17. Radiolaria = C.Ostracodes = 11. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 18	R	 2	  30.00	    240.9000	Holbourn 	Benthic Foraminifers                         	               	M                 	-                	11                       	-                  	-                	-              	-              	-                    	-                    	-                    	-                    	16                   	19               	1                	-             	-         	-               	2                      	1            	-                             	1                         	-             	-               	-                   	-                         	-                  	-                      	-                     	-                        	-             	2               	-                 	35              	-                  	-                       	-                    	17            	-           	-               	9                     	-              	-                   	-                      	1                  	Total BF specimens = 115. Total BF species = 12. Radiolaria = C. Ostracodes = 7.from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 18	R	 3	  10.00	    242.2000	Holbourn 	Benthic Foraminifers                         	               	M                 	-                	15                       	-                  	1                	-              	-              	-                    	-                    	-                    	-                    	31                   	32               	4                	-             	-         	-               	3                      	3            	-                             	-                         	-             	-               	1                   	1                         	-                  	1                      	-                     	-                        	3             	2               	-                 	55              	-                  	2                       	-                    	32            	-           	-               	108                   	-              	-                   	-                      	-                  	Total BF specimens = 294. Total BF species = 16. Radiolaria = C. Ostracodes = 3. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 18	R	 4	  32.00	    243.9200	Holbourn 	Benthic Foraminifers                         	               	G                 	-                	7                        	-                  	-                	-              	-              	-                    	-                    	-                    	-                    	22                   	29               	3                	5             	-         	-               	-                      	3            	-                             	-                         	2             	-               	-                   	-                         	1                  	-                      	-                     	-                        	-             	-               	-                 	78              	-                  	-                       	-                    	17            	-           	-               	72                    	-              	-                   	-                      	-                  	Total BF specimens = 239. Total BF species = 11. Radiolaria = C. Ostracodes = 3. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 19	R	 2	  22.00	    250.5200	Holbourn 	Benthic Foraminifers                         	               	G                 	-                	16                       	-                  	1                	-              	-              	-                    	-                    	-                    	-                    	20                   	33               	-                	-             	2         	-               	4                      	2            	-                             	2                         	1             	-               	-                   	1                         	-                  	-                      	-                     	-                        	-             	-               	-                 	74              	3                  	-                       	-                    	18            	-           	-               	62                    	-              	-                   	-                      	-                  	Total BF specimens = 239. Total BF species = 14. Radiolaria = C.Ostracodes = 17. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 19	R	CC	   0.00	    251.0400	Holbourn 	Benthic Foraminifers                         	               	M                 	-                	3                        	-                  	1                	-              	-              	1                    	-                    	1                    	-                    	5                    	21               	-                	1             	-         	-               	-                      	5            	1                             	2                         	-             	-               	1                   	1                         	-                  	-                      	-                     	-                        	2             	-               	-                 	88              	-                  	2                       	-                    	33            	-           	-               	37                    	-              	-                   	-                      	-                  	Total BF specimens = 205. Total BF species = 17. Radiolaria = C. Ostracodes = 3. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 20	R	 1	  28.00	    258.6800	Holbourn 	Benthic Foraminifers                         	               	M                 	-                	1                        	-                  	-                	-              	-              	-                    	-                    	-                    	-                    	7                    	6                	-                	-             	-         	-               	2                      	-            	-                             	-                         	-             	-               	1                   	-                         	-                  	-                      	-                     	-                        	1             	2               	-                 	50              	1                  	1                       	-                    	14            	-           	-               	2                     	-              	-                   	-                      	-                  	Total BF specimens = 88. Total BF species = 12. Radiolaria = C. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 20	R	 2	  46.00	    260.3600	Holbourn 	Benthic Foraminifers                         	               	P                 	-                	4                        	-                  	-                	-              	-              	-                    	-                    	-                    	-                    	4                    	5                	-                	-             	1         	-               	-                      	-            	-                             	-                         	-             	-               	-                   	-                         	-                  	-                      	-                     	-                        	1             	-               	-                 	29              	-                  	2                       	-                    	3             	-           	-               	1                     	-              	-                   	-                      	-                  	Total BF specimens = 50. Total BF species = 9. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 20	R	 3	  25.00	    261.6500	Holbourn 	Benthic Foraminifers                         	               	M                 	-                	5                        	-                  	-                	-              	-              	-                    	-                    	-                    	-                    	13                   	38               	-                	2             	1         	-               	1                      	-            	-                             	-                         	1             	-               	-                   	-                         	-                  	-                      	-                     	-                        	-             	-               	-                 	102             	-                  	1                       	-                    	17            	-           	-               	23                    	-              	-                   	-                      	-                  	Total BF specimens = 204. Total BF species = 11. Radiolaria = C. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 20	R	 3	  56.00	    261.9600	Holbourn 	Benthic Foraminifers                         	               	G                 	-                	1                        	-                  	-                	-              	-              	-                    	-                    	2                    	-                    	17                   	18               	6                	2             	3         	4               	2                      	1            	-                             	-                         	-             	-               	2                   	-                         	-                  	-                      	-                     	-                        	1             	4               	-                 	76              	2                  	-                       	-                    	18            	-           	-               	45                    	-              	-                   	-                      	-                  	Total BF specimens = 204. Total BF species = 17. Radiolaria = R. Ostracodes = 3. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 20	R	 4	  44.00	    263.3400	Holbourn 	Benthic Foraminifers                         	               	M                 	-                	17                       	-                  	5                	-              	-              	-                    	1                    	2                    	-                    	130                  	27               	9                	3             	-         	-               	1                      	15           	-                             	-                         	1             	-               	2                   	-                         	1                  	-                      	-                     	-                        	-             	6               	-                 	33              	-                  	3                       	-                    	33            	-           	-               	27                    	4              	-                   	2                      	-                  	Total BF specimens = 332. Total BF species = 20. Radiolaria = A. Ostracodes = 5. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 20	R	 4	 119.00	    264.0900	Holbourn 	Benthic Foraminifers                         	               	P                 	-                	7                        	-                  	-                	-              	-              	-                    	-                    	3                    	-                    	10                   	14               	-                	5             	-         	-               	1                      	-            	-                             	2                         	2             	-               	-                   	-                         	-                  	-                      	-                     	-                        	3             	3               	-                 	39              	1                  	-                       	-                    	14            	-           	-               	12                    	-              	-                   	-                      	-                  	Total BF specimens = 116. Total BF species = 14. Radiolaria = C. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 21	R	 2	   6.00	    269.3800	Holbourn 	Benthic Foraminifers                         	               	P                 	-                	1                        	-                  	-                	-              	-              	1                    	-                    	1                    	-                    	5                    	-                	-                	-             	-         	-               	-                      	-            	-                             	-                         	-             	-               	-                   	-                         	-                  	-                      	-                     	-                        	-             	-               	-                 	5               	3                  	-                       	-                    	1             	1           	-               	-                     	-              	-                   	-                      	-                  	Total BF specimens = 18. Total BF species = 8. Radiolaria = R. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 22	R	 1	  42.00	    278.1200	Holbourn 	Benthic Foraminifers                         	               	P                 	-                	-                        	-                  	-                	-              	-              	-                    	-                    	-                    	-                    	-                    	-                	-                	-             	-         	-               	-                      	-            	-                             	-                         	-             	-               	-                   	-                         	-                  	-                      	-                     	-                        	-             	-               	-                 	1               	-                  	-                       	-                    	-             	-           	-               	-                     	-              	-                   	-                      	-                  	Total BF specimens = 1. Total BF species = 1. Radiolaria = R. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 23	R	 1	  10.00	    287.4000	Holbourn 	Benthic Foraminifers                         	               	P                 	-                	-                        	-                  	-                	-              	-              	-                    	-                    	1                    	-                    	19                   	5                	-                	2             	-         	-               	-                      	-            	-                             	3                         	-             	-               	1                   	-                         	-                  	-                      	-                     	-                        	2             	-               	-                 	40              	-                  	-                       	-                    	6             	-           	-               	12                    	-              	-                   	-                      	-                  	Total BF specimens = 91. Total BF species = 10. Radiolaria = R. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 23	R	 1	 110.00	    288.4000	Holbourn 	Benthic Foraminifers                         	               	MP                	-                	5                        	1                  	-                	-              	-              	-                    	-                    	3                    	-                    	83                   	76               	1                	10            	2         	-               	1                      	-            	-                             	-                         	2             	-               	2                   	-                         	-                  	1                      	-                     	-                        	-             	3               	-                 	55              	-                  	3                       	-                    	32            	-           	-               	12                    	-              	-                   	1                      	-                  	Total BF specimens = 293. Total BF species = 18. Radiolaria = C. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 23	R	CC	  11.00	    288.7000	Holbourn 	Benthic Foraminifers                         	               	                  	-                	3                        	-                  	-                	-              	-              	-                    	-                    	-                    	-                    	4                    	-                	-                	1             	-         	-               	-                      	-            	-                             	-                         	1             	-               	-                   	-                         	-                  	-                      	-                     	-                        	-             	-               	-                 	9               	-                  	-                       	-                    	2             	-           	-               	2                     	-              	-                   	-                      	-                  	Total BF specimens = 22. Total BF species = 7. Radiolaria = R. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 24	R	 1	  34.00	    297.3400	Holbourn 	Benthic Foraminifers                         	               	P                 	-                	3                        	-                  	-                	-              	-              	-                    	-                    	1                    	-                    	39                   	4                	-                	1             	-         	-               	1                      	-            	-                             	1                         	1             	1               	-                   	-                         	-                  	-                      	-                     	-                        	-             	-               	-                 	108             	-                  	-                       	-                    	16            	-           	-               	12                    	-              	-                   	-                      	-                  	Total BF specimens = 187. Total BF species = 11. Radiolaria = R. Diatom = 1. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 24	R	 2	  71.00	    299.2100	Holbourn 	Benthic Foraminifers                         	               	M                 	-                	2                        	-                  	-                	-              	-              	-                    	1                    	2                    	-                    	26                   	47               	7                	2             	1         	-               	1                      	1            	-                             	1                         	-             	-               	5                   	-                         	-                  	-                      	-                     	-                        	-             	-               	-                 	66              	2                  	1                       	-                    	15            	-           	-               	61                    	-              	-                   	-                      	-                  	Total BF specimens = 241. Total BF species = 17. Radiolaria = C. Ostracodes = 3. Diatoms = 8. from 159SR Ch 28 Table 2

