Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Pulleniatina obliquiloculata	Neogloboquadrina dutertrei	Hastigerina digitata	Globorotalia tumida flexuosa	Globorotalia tumida	Globorotalia truncatulinoides	Globorotalia tosaensis	Globorotalia menardii	Globorotalia inflata	Globorotalia hexagonus	Globorotalia fimbriata	Globorotalia crassaformis viola	Globorotalia crassaformis hessi	Globorotalia crassaformis crassaformis	Globigerinoides trilobus trilobus	Globigerinoides trilobus sacculifer	Globigerinoides ruber (white)	Globigerinoides ruber (pink)	Globigerina calida calida	Globigerina bulloides	Bolliella adamsi	Comment
  IR	Late Pleistocene 	                 	Y                 	              	155	 937	B	  7	H	 8	  73.00	     62.6100	Showers  	Planktonic Foraminifers                      	F              	G                 	-                           	C                         	-                   	-                           	-                  	C                            	-                     	-                    	-                   	-                     	-                     	-                              	-                              	-                                     	F                                	C                                  	F                            	-                           	-                        	-                    	-               	SP; from Leg 155IR p. 396 Table 4

  IR	Late Pleistocene 	                 	Y                 	              	155	 937	B	  8	H	CC	  34.00	     74.0800	Showers  	Planktonic Foraminifers                      	F              	G                 	-                           	-                         	-                   	-                           	-                  	-                            	-                     	-                    	-                   	-                     	-                     	-                              	-                              	-                                     	-                                	-                                  	-                            	-                           	-                        	-                    	-               	FT; IS; from Leg 155IR p. 396 Table 4

  IR	Late Pleistocene 	                 	Y                 	              	155	 937	B	  9	H	CC	  67.00	     84.1600	Showers  	Planktonic Foraminifers                      	               	M                 	-                           	C                         	-                   	-                           	-                  	C                            	-                     	-                    	-                   	-                     	-                     	-                              	-                              	-                                     	C                                	C                                  	F                            	-                           	-                        	-                    	-               	from Leg 155IR p. 396 Table 4

  IR	Late Pleistocene 	                 	Y                 	              	155	 937	B	 10	X	CC	  36.00	     88.3600	Showers  	Planktonic Foraminifers                      	F              	G                 	-                           	A                         	-                   	-                           	-                  	C                            	-                     	-                    	-                   	-                     	-                     	-                              	-                              	-                                     	-                                	C                                  	R                            	-                           	-                        	-                    	-               	PT; from Leg 155IR p. 396 Table 4

  IR	Late Pleistocene 	                 	Y                 	              	155	 937	B	 11	X	CC	  38.00	    102.6600	Showers  	Planktonic Foraminifers                      	R              	G                 	-                           	C                         	-                   	-                           	-                  	P                            	-                     	-                    	-                   	-                     	-                     	-                              	-                              	-                                     	C                                	C                                  	F                            	-                           	-                        	-                    	-               	PT; from Leg 155IR p. 396 Table 4

  IR	Late Pleistocene 	                 	Y                 	              	155	 937	B	 12	X	CC	  17.00	    110.8900	Showers  	Planktonic Foraminifers                      	F              	G                 	-                           	C                         	-                   	-                           	-                  	F                            	-                     	-                    	-                   	-                     	-                     	-                              	-                              	-                                     	C                                	C                                  	F                            	-                           	-                        	-                    	-               	from Leg 155IR p. 396 Table 4

  IR	Late Pleistocene 	                 	Y                 	              	155	 937	B	 13	X	CC	  12.00	    120.4400	Showers  	Planktonic Foraminifers                      	               	G                 	-                           	A                         	-                   	-                           	-                  	A                            	-                     	-                    	-                   	-                     	-                     	-                              	-                              	-                                     	F                                	R                                  	F                            	-                           	-                        	-                    	-               	from Leg 155IR p. 396 Table 4

  IR	Late Pleistocene 	                 	Y                 	              	155	 937	B	 14	X	CC	   9.00	    130.7600	Showers  	Planktonic Foraminifers                      	R              	G                 	-                           	A                         	-                   	-                           	-                  	A                            	-                     	-                    	-                   	-                     	-                     	-                              	-                              	-                                     	P                                	R                                  	F                            	-                           	-                        	-                    	-               	FT; IS; from Leg 155IR p. 396 Table 4

  IR	Late Pleistocene 	                 	Y                 	              	155	 937	B	 15	X	CC	   1.00	    138.3000	Showers  	Planktonic Foraminifers                      	F              	M                 	-                           	F                         	-                   	-                           	-                  	F                            	-                     	-                    	-                   	-                     	-                     	-                              	-                              	-                                     	R                                	R                                  	F                            	R                           	-                        	-                    	-               	AM; from Leg 155IR p. 396 Table 4

  IR	Late Pleistocene 	                 	Y                 	              	155	 937	B	 16	X	CC	   2.00	    145.6300	Showers  	Planktonic Foraminifers                      	F              	M                 	-                           	F                         	-                   	-                           	-                  	F                            	-                     	-                    	-                   	-                     	-                     	-                              	R                              	-                                     	R                                	R                                  	F                            	-                           	-                        	-                    	-               	AM; from Leg 155IR p. 396 Table 4

  IR	Late Pleistocene 	                 	Y                 	              	155	 937	B	 17	X	CC	  13.00	    159.6600	Showers  	Planktonic Foraminifers                      	F              	M                 	-                           	F                         	-                   	-                           	-                  	F                            	-                     	-                    	-                   	-                     	-                     	-                              	-                              	-                                     	F                                	R                                  	R                            	-                           	-                        	-                    	-               	FT; IS; from Leg 155IR p. 396 Table 4

  IR	Late Pleistocene 	                 	Y                 	              	155	 937	B	 18	X	CC	   0.00	    164.1100	Showers  	Planktonic Foraminifers                      	F              	M                 	-                           	F                         	-                   	-                           	-                  	F                            	-                     	-                    	-                   	-                     	-                     	-                              	R                              	R                                     	F                                	F                                  	F                            	-                           	-                        	-                    	-               	from Leg 155IR p. 396 Table 4

  IR	Late Pleistocene 	                 	Y                 	              	155	 937	B	 19	X	CC	   1.00	    180.1000	Showers  	Planktonic Foraminifers                      	R              	M                 	-                           	R                         	-                   	-                           	-                  	-                            	-                     	-                    	-                   	-                     	-                     	-                              	-                              	-                                     	F                                	-                                  	R                            	-                           	-                        	-                    	-               	M; W; from Leg 155IR p. 396 Table 4

