leg,site,hole,core,section,top interval depth(cm),top of core depth(cm),top of section(m),sample midpoint depth(m),describer,rock name,piece numbers,texture data,structure data,alteration data,other information data,vesicle data,phenocryst data,groundmass mineral data,replacement mineral data,comments,unknown code
74,527,,41,2,0.0,350.50,352.00,  353.40,"RICHARDSON, S. H.",PLAG-CPX-OL PHYRIC BASALT,"PCES 1A (1-12), 1B (12-20), 1C (20-27), 1D (26-45), 1E (44-57), 1F (56-68), 1G (67-75), 1H (75-84), 1I (84-90), 1J (91-99), 1K (98-103), 1L (104-113), 1M (113-121), 1N (121-132),1O (132-140)","PHYRIC,MEDIUM-GRAINED,IDENTICAL TO CORE 41-1",,"MOD DIUM-GRAY BASALT,CONTINUATION OF UNIT 3",,,PLAG | CPX | OL,,,,
74,527,,41,3,0.0,350.50,353.50,  354.90,"RICHARDSON, S. H.",PLAG-CPX-OL PHYRIC BASALT,"PCES 1A (0-17), 1B (17-32), 1C (32-50), 1D (50-62), 1E (63-71), 1F (71-77), 1G (77-84), 1H (84-88), 1I (87-100), 1J (100-106), 1K (106-117), 1L (117-123), 1M (125-137)","PHYRIC,MEDIUM-GRAINED,ESSENTIALLY SAME AS CORES 41-1 & 41-2",,"MOD DIUM GRAY BASALT,CONTINUATION OF UNIT 3",,,PLAG | CPX | OL comments : PERHAPS GRADUAL INCREASE IN OL MICROPHENOABUNDANCE,,,,
74,527,,41,4,0.0,350.50,355.00,  356.35,"RICHARDSON, S. H.",PLAG-CPX-OL PHYRIC BASALT,"PCES 1A (1-31), 1B (31-42), 1C (42-49), 1D (50-59), 1E (60-90), 1F (90-100), 1G (100-110), 1H (110-125), 1I (126-130)","PHYRIC,MEDIUM-GRAINED",PCES 1B-1F TRAVERSED BY CARB.UNSPEC VEIN LINED WITH GREEN CLAY.MIN,MOD ASSOCIATED PALE BROWN OXIDATION HALO OBSERVED IN SURROUNDING BASALT GNDMASS,"PCE 1I ENDS UNIT 3,UNIT 3 IS PERHAPS A SINGLE COOLING UNIT",,PLAG | OL | CPX comments : VERY SPARSE OL MICROPHENOS,,CARB comments :  CARB.UNSPEC VEIN TRAVERSES PCES 1B-1F | CLAY.MIN comments :  GREEN CLAY.MIN LINES CARB.UNSPEC VEIN IN PCES 1B-1F,,
74,527,,41,5,0.0,350.50,356.50,  357.07,"RICHARDSON, S. H.",SEDIMENT,,,,,,,,,,,
74,527,,41,5,57.0,350.50,357.07,  357.55,"RICHARDSON, S. H.",PLAG SPARSELY PHYRIC BASALT,"PCES 1A (57-62), 1B (63-66), 1C (67-73), 2A (75-84), 2B (75-79), 2C (79-84), 3A (87-91), 3B (87-93), 4A (95-105), 4B (100-105)","PHYRIC,FINE-GRAINED,PCE 1A IS A CHILLED FLOW OR PILLOW MARGIN WITH ALT.GLAS RIND",,"MOD TO EXT PCES 1A-1C,PCE 1A HAS GLASS RIND ALTERED TO PALE GREEN PALAG & CLAY.MIN","PCE 1A BEGINS UNIT 4,MEDIUM GRAY BASALT",,PLAG,,PALAG                  GLASS | CLAY.MIN               GLASS comments :  PCE 1A GLASSY MARGIN ALTERED TO PALE GREEN PALAG & CLAY.MIN,,
74,527,,42,1,0.0,359.50,359.50,  359.57,"RICHARDSON, S. H.",PLAG SPARSELY PHYRIC BASALT,PCE 1 (0-7),"SPARSELY PHYRIC,FINE-GRAINED,IDENTICAL TO BASALT IN LATTER HALF OF CORE 42-5",,"MOD DIUM GRAY BASALT,PCE 1 ENDS UNIT 4",,,PLAG,,,,
74,527,,42,1,7.0,359.50,359.57,  361.00,"RICHARDSON, S. H.",SEDIMENT,,,,,,,,,,,
74,527,,42,2,0.0,359.50,361.00,  362.50,"RICHARDSON, S. H.",SEDIMENT,,,,,,,,,,,
74,527,,42,3,0.0,359.50,362.50,  363.00,"RICHARDSON, S. H.",SEDIMENT,,,,,,,,,,,
74,527,,42,3,50.0,359.50,363.00,  364.00,"RICHARDSON, S. H.",APHYRIC BASALTMASSIVE BASALT,"PCES 1A (51-53), 1B (55-62), 1C (63-70), 1D (70-73), 1E (74-133), 1F (133-150)","APHYRIC,FINE-GRAINED","MASSIVE BASALT,BLUE CLAY.MINS FILL SCATTERED VOIDS",MOD TO EXT E 1A BEGINS UNIT 5,,,,,,,
74,527,,42,4,0.0,359.50,364.00,  365.50,"RICHARDSON, S. H.",APHYRIC BASALTMASSIVE BASALT,"PCES 1A (0-20), 1B (21-36), 1C (36-57), 1D (57-92), 1E (92-104), 1F (104-122), 1G (122-135), 1H (135-150)","APHYRIC,SAME AS CORE 42-3","MASSIVE BASALT,DARK GREEN CLAY.MIN FILLING OF SCATTERED VOIDS & VEINS","MOD TO EXT NTINUATION OF UNIT 5,MEDIUM GRAY BASALT",,,,,CLAY.MIN comments :  DARK GREEN CLAY.MIN FILLS VOIDS & VEINS,,
74,527,,42,5,0.0,359.50,365.50,  365.90,"RICHARDSON, S. H.",APHYRIC BASALTMASSIVE BASALT,PCE 1 (2-37),"APHYRIC,FINE-GRAINED,SAME AS CORES 42-3 & 42-4",MASSIVE BASALT,"MOD TO EXT NTINUATION OF UNIT 5,MEDIUM GRAY BASALT",,,,,,,
74,527,,43,1,0.0,368.50,368.50,  370.00,"RICHARDSON, S. H.",APHYRIC BASALTMASSIVE BASALT,"PCES 1A (1-29), 1B (28-53), 1C (53-68), 1D (68-101), 1E (101-128), 1F (127-131), 1G (131-149)","APHYRIC,MEDIUM-GRAINED",MASSIVE BASALT,"MOD TO EXT DIUM GRAY BASALT,CONTINUATION OF UNIT 5",,,,,,,
74,527,,43,2,0.0,368.50,370.00,  371.50,"RICHARDSON, S. H.",APHYRIC BASALTMASSIVE BASALT,"PCES 1A (1-12), 1B (12-48), 1C (47-57), 1D (58-89), 1E (88-106), 1F (106-117), 1G (117-149)","APHYRIC,MEDIUM-GRAINED,SAME AS CORE 43-1,ZONE BETWEEN 36-66CM IS COARSE-GRAINED & PEGMATITIC","FEW THIN VEINS ARE FILLED WITH DARK GREEN SMEC & MINOR PYR,MASSIVE BASALT","MOD TO EXT NTINUATION OF UNIT 5,MEDIUM GRAY BASALT",,,PLAG               TO 5 comments : ELONGATE PLAG LATHS TOWARDS THE TOP OF SECTION,,SMEC comments :  DARK GREEN SMEC FILLS A FEW THIN VEINS | PYR comments :  MINOR PYR FOUND IN THIN VEINS,,
74,527,,43,3,0.0,368.50,371.50,  372.90,"RICHARDSON, S. H.",APHYRIC BASALTMASSIVE BASALT,"PCES 1A (0-7), 1B (7-34), 1C (34-92), 1D (92-102), 1E (102-140)","APHYRIC,COARSE-GRAINED,SAME AS CORE 43-2,PATCHY DISTRIBUTION OF COARSE-GRAINED BASALT",THIN VEINS ARE FILLED WITH DARK GREEN SMEC & PYR IN PCE 1C,"MOD TO EXT DIUM GRAY BASALT,CONTINUATION OF UNIT 5",,,,,SMEC comments :  DARK GREEN SMEC FILLS THIN VEINS IN PCE 1C | PYR comments :  PYR FILLS THIN VEINS IN PCE 1C & IS EVIDENT IN COARSE-GRAINED GNDMASS IN PCE 1C,,
74,527,,43,4,0.0,368.50,373.00,  374.45,"RICHARDSON, S. H.",APHYRIC BASALTMASSIVE BASALT,"PCES 1A (0-27), 1B (28-62), 1C (62-113), 1D (113-145)","APHYRIC,MEDIUM-TO-COARSE-GRAINED,SAME AS CORE 43-3","3-4MM THICK DARK GREEN SMEC-FILLED VEIN TRAVERSES PCE 1D,MASSIVE BASALT","MOD TO EXT DIUM GRAY BASALT,CONTINUATION OF UNIT 5",,,,,SMEC comments :  3-4MM THICK DARK GREEN SMEC-FILLED VEIN TRAVERSES PCE 1D,,
74,527,,43,5,0.0,368.50,374.50,  374.85,"RICHARDSON, S. H.",APHYRIC BASALTMASSIVE BASALT,"PCES 1A (0-10), 1B (10-35)","APHYRIC,MEDIUM-TO-COARSE-GRAINED,SAME AS CORE 43-4",,"MOD TO EXT DIUM-GRAY BASALT,CONTINUATION OF UNIT 5",,,,,,,
74,527,,44,1,0.0,377.50,377.50,  379.00,"RICHARDSON, S. H.",APHYRIC BASALTMASSIVE BASALT,"PCES 1A (1-20), 1B (20-25), 1C (22-51), 1D (51-64), 1E (65-86), 1F (87-132), 1G (132-149)","APHYRIC,MEDIUM-GRAINED,ABRUPT 3OMM WIDE FINE-GRAINED ZONE AT 95CM DEPTH","THIN VEINS ARE FILLED WITH GREEN SMEC & MINOR PYR, MASSIVE BASALT","MOD TO EXT NTINUATION OF UNIT 5,MEDIUM GRAY BASALT",,,PLAG                2-5 comments : SCATTERED PLAG PHENOS,,SMEC comments :  GREEN SMEC FILLS THIN VEINS | PYR comments :  MINOR PYR FILLS VEINS,,
74,527,,44,2,0.0,377.50,379.00,  380.50,"RICHARDSON, S. H.",APHYRIC BASALTMASSIVE BASALT,"PCES 1A (0-48), 1B (48-77), 1C (70-105), 1D (105-150)","APHYRIC,MEDIUM-GRAINED,SAME AS CORE 44-1",MASSIVE BASALT,"MOD TO EXT NTINUATION OF UNIT 5,MEDIUM GRAY BASALT",,,,,,,
74,527,,44,3,0.0,377.50,380.50,  382.00,"RICHARDSON, S. H.",APHYRIC BASALTMASSIVE BASALT,"PCES 1A (1-4), 1B (4-34), 1C (34-66), 1D (65-100), 1E (99-115), 1F (115-136), 1G (135-150)","APHYRIC,MEDIUM-GRAINED,SAME AS CORE 44-2",MASSIVE BASALT,"MOD TO EXT NTINUATION OF UNIT 5,MEDIUM GRAY BASALT",,,PLAG comments : VERY SPARSE,,,,
74,527,,44,4,0.0,377.50,382.00,  383.50,"RICHARDSON, S. H.",APHYRIC BASALTMASSIVE BASALT,"PCES 1A (1-4), 1B (4-22), 1C (21-49), 1D (49-61), 1E (62-86), 1F (86-119), 1G (119-150)","APHYRIC,MEDIUM-GRAINED,SAME AS CORE 44-3",MASSIVE BASALT,"MOD TO EXT NTINUATION OF UNIT 5,MEDIUM GRAY BASALT",,,PLAG comments : VERY SPARSE,,,,
74,527,,44,5,0.0,377.50,383.50,  384.15,"RICHARDSON, S. H.",APHYRIC BASALTMASSIVE BASALT,"PCES 1A (2-3), 1B (3-10), 1C (9-25), 1D (27-35), 1E (37-65)","APHYRIC,MEDIUM-GRAINED,SAME AS CORE 44-4",MASSIVE BASALT,MOD TO EXT PCES 1A-1D | EXT PYR OCCURS IN GNDMASS OF PCE 1E WHICH ALSO DISPLAYS AN ALTERATION HALO(?) RUNNING THE LENGTH OF THE PCE,"CONTINUATION OF UNIT 5,MEDIUM-GRAY BASALT",,PLAG comments : VERY SPARSE,,PYR comments :  OCCURS IN GNDMASS OF PCE 1E,,
