Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Reticulofenestra hesslandii,Coccolithus pelagicus,Chiasmolithus altus,Discoaster spp.,Calcidiscus macintyrei,Calcidiscus leptoporus,Reticulofenestra gelida,Cyclicargolithus floridanus,Cyclicargolithus abisectus,Reticulofenestra pseudoumbilica,Reticulofenestra umbilica,Reticulofenestra producta,Reticulofenestra perplexa,Isthmolithus recurvus,Comment
  SR,Late Miocene     ,                 ,CN5b              ,CN10          ,119, 744,B,  4,H, 5, 110.00,     28.6000,Wei      ,Nannofossils                                 ,A              ,G                 ,                           ,V                    ,                   ,               ,                      ,                      ,F                      ,                           ,                          ,                               ,                         ,C                        ,C                        ,                     ,from 119 SR Chapter 26 Table 7 page 476.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN5b              ,CN10          ,119, 744,B,  4,H, 6, 110.00,     30.1000,Wei      ,Nannofossils                                 ,A              ,G                 ,                           ,C                    ,rR                 ,               ,                      ,                      ,C                      ,                           ,                          ,                               ,rR                       ,V                        ,F                        ,rR                   ,from 119 SR Chapter 26 Table 7 page 476.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN5b              ,CN10          ,119, 744,B,  4,H,CC,  14.00,     31.5500,Wei      ,Nannofossils                                 ,A              ,G                 ,                           ,R                    ,                   ,               ,                      ,                      ,                       ,                           ,                          ,                               ,                         ,V                        ,V                        ,                     ,from 119 SR Chapter 26 Table 7 page 476.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN5b              ,CN10          ,119, 744,B,  5,H, 1, 110.00,     32.1000,Wei      ,Nannofossils                                 ,A              ,G                 ,                           ,F                    ,                   ,               ,                      ,R                     ,                       ,                           ,                          ,                               ,                         ,A                        ,A                        ,                     ,from 119 SR Chapter 26 Table 7 page 476.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN5b              ,CN10          ,119, 744,B,  5,H, 2, 110.00,     33.6000,Wei      ,Nannofossils                                 ,A              ,G                 ,                           ,A                    ,                   ,               ,                      ,R                     ,A                      ,                           ,                          ,F                              ,                         ,C                        ,                         ,                     ,from 119 SR Chapter 26 Table 7 page 476.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN5b              ,CN10          ,119, 744,B,  5,H, 3, 110.00,     35.1000,Wei      ,Nannofossils                                 ,A              ,G                 ,                           ,A                    ,                   ,               ,R                     ,F                     ,C                      ,                           ,                          ,                               ,                         ,C                        ,F                        ,                     ,from 119 SR Chapter 26 Table 7 page 476.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN5b              ,CN10          ,119, 744,B,  5,H, 4, 110.00,     36.6000,Wei      ,Nannofossils                                 ,A              ,G                 ,                           ,A                    ,                   ,               ,                      ,                      ,C                      ,                           ,                          ,                               ,                         ,A                        ,R                        ,                     ,from 119 SR Chapter 26 Table 7 page 476.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN5b              ,CN10          ,119, 744,B,  5,H, 5, 110.00,     38.1000,Wei      ,Nannofossils                                 ,A              ,G                 ,                           ,C                    ,                   ,               ,R                     ,R                     ,A                      ,                           ,                          ,                               ,                         ,A                        ,C                        ,                     ,from 119 SR Chapter 26 Table 7 page 476.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN5b              ,CN10          ,119, 744,B,  5,H, 6, 110.00,     39.6000,Wei      ,Nannofossils                                 ,A              ,G                 ,                           ,F                    ,rR                 ,               ,A                     ,A                     ,F                      ,                           ,                          ,                               ,                         ,C                        ,A                        ,                     ,from 119 SR Chapter 26 Table 7 page 476.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN5b              ,CN10          ,119, 744,B,  5,H,CC,  12.00,     41.0600,Wei      ,Nannofossils                                 ,A              ,G                 ,                           ,R                    ,                   ,               ,R                     ,R                     ,F                      ,                           ,                          ,                               ,                         ,A                        ,V                        ,                     ,from 119 SR Chapter 26 Table 7 page 476.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN5b              ,CN10          ,119, 744,B,  6,H, 1, 110.00,     41.6000,Wei      ,Nannofossils                                 ,A              ,G                 ,                           ,F                    ,                   ,               ,R                     ,R                     ,R                      ,                           ,                          ,                               ,                         ,A                        ,V                        ,                     ,from 119 SR Chapter 26 Table 7 page 476.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN5b              ,CN10          ,119, 744,B,  6,H, 2, 110.00,     43.1000,Wei      ,Nannofossils                                 ,A              ,G                 ,                           ,F                    ,                   ,               ,R                     ,                      ,                       ,                           ,                          ,                               ,                         ,A                        ,V                        ,                     ,from 119 SR Chapter 26 Table 7 page 476.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN5b              ,CN10          ,119, 744,B,  6,H, 3, 110.00,     44.6000,Wei      ,Nannofossils                                 ,A              ,G                 ,                           ,R                    ,                   ,               ,R                     ,                      ,                       ,                           ,                          ,                               ,                         ,A                        ,V                        ,                     ,from 119 SR Chapter 26 Table 7 page 476.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN5b              ,CN10          ,119, 744,B,  6,H, 4, 110.00,     46.1000,Wei      ,Nannofossils                                 ,A              ,G                 ,                           ,F                    ,                   ,               ,                      ,                      ,                       ,                           ,                          ,                               ,                         ,A                        ,V                        ,                     ,from 119 SR Chapter 26 Table 7 page 476.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN5b              ,CN10          ,119, 744,B,  6,H, 5, 110.00,     47.6000,Wei      ,Nannofossils                                 ,A              ,G                 ,                           ,R                    ,                   ,               ,R                     ,                      ,                       ,                           ,                          ,                               ,                         ,A                        ,V                        ,                     ,from 119 SR Chapter 26 Table 7 page 476.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN5b              ,CN10          ,119, 744,B,  6,H, 6, 110.00,     49.1000,Wei      ,Nannofossils                                 ,A              ,G                 ,                           ,R                    ,                   ,               ,R                     ,                      ,                       ,                           ,                          ,                               ,                         ,A                        ,V                        ,                     ,from 119 SR Chapter 26 Table 7 page 476.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,Middle Miocene   ,CN5b              ,CN10          ,119, 744,B,  6,H,CC,  17.00,     49.6200,Wei      ,Nannofossils                                 ,A              ,G                 ,                           ,F                    ,                   ,               ,                      ,R                     ,R                      ,                           ,                          ,                               ,                         ,A                        ,V                        ,                     ,from 119 SR Chapter 26 Table 7 page 476.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,Middle Miocene   ,CN5b              ,CN10          ,119, 744,B,  7,H, 1, 110.00,     51.1000,Wei      ,Nannofossils                                 ,A              ,G                 ,A                          ,F                    ,                   ,               ,R                     ,R                     ,F                      ,                           ,                          ,                               ,rR                       ,A                        ,A                        ,                     ,from 119 SR Chapter 26 Table 7 page 476.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,Middle Miocene   ,CN5b              ,CN10          ,119, 744,B,  7,H, 2, 110.00,     52.6000,Wei      ,Nannofossils                                 ,A              ,G                 ,F                          ,R                    ,                   ,               ,F                     ,                      ,F                      ,                           ,                          ,                               ,                         ,A                        ,A                        ,                     ,from 119 SR Chapter 26 Table 7 page 476.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,Middle Miocene   ,CN1               ,CN5a          ,119, 744,B,  7,H, 3, 110.00,     54.1000,Wei      ,Nannofossils                                 ,A              ,G                 ,F                          ,C                    ,rR                 ,               ,R                     ,R                     ,                       ,F                          ,                          ,R                              ,                         ,C                        ,C                        ,                     ,from 119 SR Chapter 26 Table 7 page 476.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,Middle Miocene   ,CN1               ,CN5a          ,119, 744,B,  7,H, 4, 110.00,     55.6000,Wei      ,Nannofossils                                 ,A              ,G                 ,                           ,V                    ,rR                 ,F              ,F                     ,C                     ,                       ,F                          ,R                         ,                               ,                         ,                         ,                         ,                     ,from 119 SR Chapter 26 Table 7 page 476.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,Middle Miocene   ,CN1               ,CN5a          ,119, 744,B,  7,H, 5, 110.00,     57.1000,Wei      ,Nannofossils                                 ,A              ,G                 ,F                          ,V                    ,rR                 ,               ,                      ,C                     ,                       ,A                          ,F                         ,                               ,rR                       ,                         ,                         ,                     ,from 119 SR Chapter 26 Table 7 page 476.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,Middle Miocene   ,CN1               ,CN5a          ,119, 744,B,  7,H, 6, 110.00,     58.6000,Wei      ,Nannofossils                                 ,A              ,G                 ,C                          ,A                    ,rR                 ,R              ,F                     ,F                     ,                       ,C                          ,F                         ,                               ,                         ,                         ,                         ,                     ,from 119 SR Chapter 26 Table 7 page 476.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,Middle Miocene   ,CN1               ,CN5a          ,119, 744,B,  7,H,CC,  14.00,     59.8800,Wei      ,Nannofossils                                 ,A              ,G                 ,V                          ,A                    ,rR                 ,               ,                      ,R                     ,                       ,F                          ,                          ,                               ,                         ,                         ,                         ,                     ,from 119 SR Chapter 26 Table 7 page 476.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,Middle Miocene   ,CN1               ,CN5a          ,119, 744,B,  8,H, 1, 110.00,     60.6000,Wei      ,Nannofossils                                 ,A              ,M                 ,A                          ,A                    ,rR                 ,               ,R                     ,                      ,                       ,R                          ,R                         ,                               ,                         ,                         ,                         ,                     ,from 119 SR Chapter 26 Table 7 page 476.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,Middle Miocene   ,CN1               ,CN5a          ,119, 744,B,  8,H, 2, 110.00,     62.1000,Wei      ,Nannofossils                                 ,A              ,M                 ,R                          ,V                    ,rR                 ,R              ,R                     ,R                     ,R                      ,C                          ,F                         ,R                              ,                         ,                         ,                         ,                     ,from 119 SR Chapter 26 Table 7 page 476.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,Middle Miocene   ,CN1               ,CN5a          ,119, 744,B,  8,H, 4, 110.00,     65.1000,Wei      ,Nannofossils                                 ,A              ,G                 ,C                          ,A                    ,rR                 ,R              ,R                     ,R                     ,                       ,C                          ,                          ,F                              ,                         ,                         ,                         ,                     ,from 119 SR Chapter 26 Table 7 page 476.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,Middle Miocene   ,CN1               ,CN5a          ,119, 744,B,  8,H, 5, 110.00,     66.6000,Wei      ,Nannofossils                                 ,A              ,G                 ,F                          ,A                    ,rR                 ,               ,F                     ,F                     ,                       ,C                          ,                          ,                               ,                         ,                         ,                         ,                     ,from 119 SR Chapter 26 Table 7 page 476.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,Middle Miocene   ,CN1               ,CN5a          ,119, 744,B,  8,H, 6, 110.00,     68.1000,Wei      ,Nannofossils                                 ,A              ,G                 ,C                          ,A                    ,rR                 ,F              ,C                     ,C                     ,                       ,A                          ,F                         ,                               ,                         ,                         ,                         ,                     ,from 119 SR Chapter 26 Table 7 page 476.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,Middle Miocene   ,CN1               ,CN5a          ,119, 744,B,  8,H,CC,  10.00,     69.1300,Wei      ,Nannofossils                                 ,A              ,G                 ,C                          ,V                    ,rR                 ,C              ,R                     ,R                     ,C                      ,F                          ,F                         ,                               ,                         ,                         ,                         ,                     ,from 119 SR Chapter 26 Table 7 page 476.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,Middle Miocene   ,CN1               ,CN5a          ,119, 744,B,  9,H, 1, 118.00,     70.1800,Wei      ,Nannofossils                                 ,A              ,G                 ,V                          ,C                    ,rR                 ,               ,R                     ,R                     ,                       ,R                          ,R                         ,                               ,                         ,                         ,                         ,                     ,from 119 SR Chapter 26 Table 7 page 476.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,Middle Miocene   ,CN1               ,CN5a          ,119, 744,B,  9,H, 2, 118.00,     71.6800,Wei      ,Nannofossils                                 ,A              ,G                 ,A                          ,A                    ,rR                 ,               ,                      ,F                     ,                       ,                           ,                          ,                               ,                         ,                         ,                         ,                     ,from 119 SR Chapter 26 Table 7 page 476.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,Middle Miocene   ,CN1               ,CN5a          ,119, 744,B,  9,H, 3, 118.00,     73.1800,Wei      ,Nannofossils                                 ,A              ,G                 ,A                          ,A                    ,rR                 ,               ,                      ,F                     ,F                      ,                           ,                          ,                               ,                         ,                         ,                         ,                     ,from 119 SR Chapter 26 Table 7 page 476.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,Middle Miocene   ,CN1               ,CN5a          ,119, 744,B,  9,H, 4, 118.00,     74.6800,Wei      ,Nannofossils                                 ,A              ,M                 ,A                          ,A                    ,rR                 ,R              ,                      ,F                     ,F                      ,                           ,                          ,                               ,                         ,                         ,                         ,                     ,from 119 SR Chapter 26 Table 7 page 476.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,Middle Miocene   ,CN1               ,CN5a          ,119, 744,B,  9,H, 5, 118.00,     76.1800,Wei      ,Nannofossils                                 ,A              ,G                 ,V                          ,A                    ,rR                 ,               ,R                     ,R                     ,                       ,                           ,                          ,                               ,                         ,                         ,                         ,                     ,from 119 SR Chapter 26 Table 7 page 476.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,Middle Miocene   ,CN1               ,CN5a          ,119, 744,B,  9,H, 6, 118.00,     77.6800,Wei      ,Nannofossils                                 ,A              ,G                 ,V                          ,A                    ,rR                 ,R              ,F                     ,F                     ,                       ,                           ,                          ,                               ,                         ,                         ,                         ,                     ,from 119 SR Chapter 26 Table 7 page 476.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,Middle Miocene   ,CN1               ,CN5a          ,119, 744,B,  9,H,CC,  25.00,     78.2500,Wei      ,Nannofossils                                 ,A              ,G                 ,A                          ,A                    ,rR                 ,               ,                      ,                      ,                       ,                           ,                          ,                               ,                         ,                         ,                         ,                     ,from 119 SR Chapter 26 Table 7 page 476.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
