Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Spirosigmoilinella compressa	Rhabdammina abyssorum	Reophax scorpiusus	Nothia latissima	Saccammina placenta	Reophax elongatus	Budashevaella multicamerata	Reticulophragmium placenta	Subreophax scalaris	Saccammina sphaerica	Haplophragmoides walteri excavatus	Hormosinella carpenteri	Trochammina cf. deformis (fine)	Karreriella siphonella	Trochammina globigeriniformis	Reophax nodulosa	Paratrochammina challengeri	Nothia excelsa	Hyperammina rugosa	Dorothia siegliei	Rzehakina minima	Reticulophragmium  ex gr rotundidorsata	Reticulophragmium amplectens	Hormosinella sp.	Rhizammina? indivisa	Ammodiscus tenuissima	Tolypammina vagans	Haplophragmoides  stomatus	Hormosina globulifera	Trochammina cf. deformis (coarse)	Haplophragmoides walteri	Bathysiphon  annulatus	Recurvoides sp.	Ammolagena clavata	Recurvoidella lamella	Spirosigmoilinella sp.	Nothia robusta	Verneuilina sp.	Haplophragmoides cf. kirki	Hyperammina elongata	Ammodiscus cretaceus	Recurvoides contortus	Glomospira charoides	Ammodiscus nagyi	Comment

  SR	                 	                 	R. amplectens     	              	151	 909	C	 73	R	 5	  93.00	    785.6300	Spiegler 	Benthic Foraminifers                         	               	                  	                            	C                    	                  	                	R                  	                 	                           	                          	                   	                    	                                  	R                      	R                              	                      	                             	                	                           	              	                  	R                	                	                                       	                            	                	                    	                     	                  	                          	                     	                                 	R                       	                      	               	                  	R                    	                      	              	               	                          	                    	                    	C                    	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. amplectens     	              	151	 909	C	 73	R	CC	  20.00	    787.2500	Spiegler 	Benthic Foraminifers                         	               	                  	                            	                     	                  	                	                   	                 	                           	R                         	                   	                    	R                                 	R                      	R                              	                      	                             	                	                           	              	                  	R                	                	                                       	                            	                	                    	                     	                  	                          	                     	                                 	                        	                      	               	                  	                     	                      	              	               	                          	                    	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. amplectens     	              	151	 909	C	 74	R	 1	  94.00	    789.2400	Spiegler 	Benthic Foraminifers                         	               	                  	                            	R                    	                  	                	                   	                 	                           	                          	                   	                    	                                  	                       	R                              	                      	                             	                	                           	              	                  	                 	                	                                       	                            	                	                    	                     	R                 	                          	                     	                                 	R                       	                      	               	                  	R                    	                      	              	               	                          	                    	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. amplectens     	              	151	 909	C	 74	R	 2	  94.00	    790.7400	Spiegler 	Benthic Foraminifers                         	               	                  	                            	                     	                  	                	R                  	                 	                           	                          	                   	                    	                                  	R                      	                               	                      	                             	                	                           	R             	                  	                 	                	                                       	R                           	                	                    	                     	                  	                          	                     	                                 	                        	                      	               	                  	                     	                      	              	               	                          	                    	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. amplectens     	              	151	 909	C	 74	R	 3	  94.00	    792.2400	Spiegler 	Benthic Foraminifers                         	               	                  	                            	                     	                  	R               	                   	                 	                           	R                         	                   	                    	                                  	                       	                               	                      	                             	                	                           	              	                  	                 	                	                                       	R                           	                	                    	                     	                  	                          	                     	                                 	                        	                      	               	                  	                     	                      	              	               	                          	                    	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. amplectens     	              	151	 909	C	 74	R	 4	  96.00	    793.7600	Spiegler 	Benthic Foraminifers                         	               	                  	                            	                     	                  	                	                   	                 	                           	                          	                   	                    	                                  	                       	R                              	                      	                             	R               	                           	R             	                  	                 	                	                                       	R                           	                	R                   	                     	                  	                          	                     	                                 	                        	                      	               	                  	                     	                      	              	               	                          	                    	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. amplectens     	              	151	 909	C	 74	R	 5	  95.00	    795.2500	Spiegler 	Benthic Foraminifers                         	               	                  	                            	                     	                  	                	                   	R                	                           	                          	                   	                    	                                  	                       	                               	                      	                             	                	                           	              	                  	                 	                	                                       	                            	                	                    	                     	C                 	                          	                     	                                 	R                       	                      	               	R                 	                     	                      	              	               	                          	                    	                    	R                    	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. amplectens     	              	151	 909	C	 74	R	CC	  24.00	    795.9800	Spiegler 	Benthic Foraminifers                         	               	                  	R                           	                     	                  	                	R                  	R                	                           	                          	                   	                    	                                  	                       	                               	                      	                             	                	                           	              	                  	                 	                	                                       	                            	                	                    	                     	C                 	                          	                     	                                 	R                       	                      	               	                  	                     	                      	              	               	                          	                    	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. amplectens     	              	151	 909	C	 75	R	 1	  95.00	    798.9500	Spiegler 	Benthic Foraminifers                         	               	                  	                            	                     	                  	                	                   	                 	                           	R                         	                   	                    	                                  	                       	                               	                      	                             	                	R                          	C             	                  	                 	                	                                       	                            	                	                    	R                    	                  	R                         	R                    	                                 	R                       	                      	               	                  	R                    	                      	              	               	                          	                    	                    	R                    	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. amplectens     	              	151	 909	C	 75	R	 2	  95.00	    800.4500	Spiegler 	Benthic Foraminifers                         	               	                  	                            	                     	                  	C               	                   	                 	                           	R                         	                   	                    	                                  	                       	                               	                      	                             	                	                           	R             	                  	                 	                	                                       	C                           	                	                    	                     	C                 	                          	                     	                                 	R                       	                      	               	                  	                     	                      	              	               	                          	                    	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. amplectens     	              	151	 909	C	 75	R	 3	  95.00	    801.9500	Spiegler 	Benthic Foraminifers                         	               	                  	                            	                     	                  	                	                   	C                	                           	                          	                   	                    	                                  	                       	                               	                      	                             	                	R                          	C             	                  	R                	R               	                                       	R                           	                	                    	                     	                  	R                         	                     	                                 	R                       	                      	               	                  	                     	                      	              	               	                          	                    	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. amplectens     	              	151	 909	C	 75	R	 4	  95.00	    803.4500	Spiegler 	Benthic Foraminifers                         	               	                  	                            	                     	                  	                	                   	                 	                           	                          	                   	                    	                                  	R                      	                               	                      	                             	                	                           	              	                  	                 	                	                                       	R                           	                	                    	                     	R                 	                          	                     	                                 	                        	                      	R              	                  	                     	                      	              	               	                          	                    	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. amplectens     	              	151	 909	C	 75	R	 5	  93.00	    804.9300	Spiegler 	Benthic Foraminifers                         	               	                  	                            	                     	                  	                	                   	                 	                           	R                         	                   	                    	R                                 	R                      	R                              	                      	                             	                	                           	R             	                  	                 	                	                                       	R                           	                	                    	                     	                  	                          	                     	                                 	                        	                      	               	                  	                     	                      	              	               	                          	                    	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. amplectens     	              	151	 909	C	 75	R	 6	  94.00	    806.4400	Spiegler 	Benthic Foraminifers                         	               	                  	                            	                     	                  	                	                   	R                	                           	                          	                   	                    	                                  	R                      	                               	                      	                             	                	                           	C             	                  	                 	                	                                       	                            	                	                    	                     	                  	                          	                     	                                 	R                       	                      	               	                  	                     	                      	              	               	                          	                    	                    	R                    	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. amplectens     	              	151	 909	C	 75	R	CC	  12.00	    807.8400	Spiegler 	Benthic Foraminifers                         	               	                  	                            	C                    	                  	R               	                   	                 	                           	                          	                   	                    	                                  	C                      	R                              	                      	                             	                	                           	              	                  	R                	                	                                       	R                           	                	                    	                     	                  	R                         	R                    	                                 	R                       	                      	               	                  	R                    	                      	              	               	                          	                    	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. amplectens     	              	151	 909	C	 76	R	 1	  96.00	    808.5600	Spiegler 	Benthic Foraminifers                         	               	                  	                            	R                    	                  	                	                   	                 	                           	R                         	                   	                    	R                                 	                       	                               	                      	                             	                	R                          	              	                  	                 	                	                                       	C                           	                	                    	R                    	                  	                          	                     	                                 	R                       	                      	               	                  	                     	                      	              	               	                          	                    	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. amplectens     	              	151	 909	C	 76	R	 2	  96.00	    810.0600	Spiegler 	Benthic Foraminifers                         	               	                  	                            	                     	                  	                	                   	R                	                           	                          	                   	                    	R                                 	R                      	                               	                      	                             	                	R                          	C             	                  	R                	                	                                       	                            	                	                    	                     	C                 	                          	                     	                                 	                        	                      	               	                  	                     	                      	              	               	                          	                    	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. amplectens     	              	151	 909	C	 76	R	 3	  96.00	    811.5600	Spiegler 	Benthic Foraminifers                         	               	                  	                            	                     	                  	                	R                  	                 	                           	R                         	                   	                    	                                  	R                      	                               	                      	                             	                	                           	C             	                  	R                	C               	                                       	R                           	                	                    	                     	                  	                          	                     	                                 	R                       	                      	               	                  	R                    	                      	              	               	                          	                    	R                   	R                    	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. amplectens     	              	151	 909	C	 76	R	 5	  96.00	    814.5600	Spiegler 	Benthic Foraminifers                         	               	                  	                            	                     	                  	                	R                  	R                	                           	R                         	                   	                    	R                                 	R                      	R                              	                      	                             	                	                           	              	                  	R                	C               	                                       	R                           	                	                    	                     	                  	R                         	                     	                                 	R                       	                      	               	                  	                     	                      	              	               	                          	                    	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. amplectens     	              	151	 909	C	 76	R	CC	  17.00	    817.3400	Spiegler 	Benthic Foraminifers                         	               	                  	                            	C                    	                  	                	R                  	                 	                           	R                         	                   	                    	R                                 	C                      	                               	                      	                             	                	                           	              	                  	                 	                	                                       	R                           	                	                    	                     	                  	                          	                     	                                 	                        	                      	               	                  	                     	                      	              	               	                          	                    	                    	R                    	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. amplectens     	              	151	 909	C	 77	R	 1	  94.00	    818.2400	Spiegler 	Benthic Foraminifers                         	               	                  	                            	                     	                  	R               	                   	                 	                           	R                         	                   	                    	                                  	R                      	R                              	                      	                             	                	                           	              	                  	                 	                	                                       	R                           	                	                    	                     	                  	                          	                     	                                 	                        	                      	               	                  	                     	                      	              	               	                          	                    	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. amplectens     	              	151	 909	C	 77	R	 3	  94.00	    821.2400	Spiegler 	Benthic Foraminifers                         	               	                  	                            	                     	                  	                	                   	R                	                           	R                         	                   	                    	                                  	C                      	R                              	                      	                             	                	                           	              	R                 	R                	                	                                       	R                           	                	                    	                     	                  	                          	R                    	                                 	R                       	                      	               	                  	R                    	                      	              	               	                          	                    	                    	R                    	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. amplectens     	              	151	 909	C	 77	R	 4	  94.00	    822.7400	Spiegler 	Benthic Foraminifers                         	               	                  	                            	                     	                  	R               	                   	                 	                           	R                         	                   	                    	                                  	                       	R                              	                      	                             	                	                           	R             	R                 	                 	                	                                       	R                           	                	                    	                     	                  	                          	                     	                                 	                        	                      	               	                  	                     	                      	              	               	                          	                    	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. amplectens     	              	151	 909	C	 77	R	CC	  21.00	    823.8700	Spiegler 	Benthic Foraminifers                         	               	                  	                            	                     	                  	                	                   	                 	                           	R                         	                   	                    	R                                 	R                      	                               	                      	                             	                	                           	              	                  	                 	                	                                       	                            	R               	                    	                     	                  	                          	R                    	                                 	                        	                      	R              	                  	                     	                      	              	               	                          	                    	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. amplectens     	              	151	 909	C	 78	R	 1	  96.00	    827.9600	Spiegler 	Benthic Foraminifers                         	               	                  	                            	                     	                  	R               	                   	R                	                           	                          	                   	                    	R                                 	                       	R                              	                      	                             	                	R                          	              	R                 	                 	                	                                       	R                           	                	                    	                     	                  	                          	                     	                                 	R                       	                      	               	                  	                     	                      	              	               	                          	                    	                    	R                    	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. amplectens     	              	151	 909	C	 78	R	 2	  94.00	    829.4400	Spiegler 	Benthic Foraminifers                         	               	                  	                            	                     	                  	                	                   	                 	                           	                          	                   	                    	R                                 	                       	R                              	                      	                             	                	                           	R             	R                 	                 	                	                                       	R                           	                	                    	                     	                  	R                         	                     	                                 	R                       	                      	               	                  	                     	                      	              	               	                          	                    	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. amplectens     	              	151	 909	C	 78	R	CC	  12.00	    831.6200	Spiegler 	Benthic Foraminifers                         	               	                  	                            	                     	                  	                	                   	                 	                           	                          	                   	R                   	                                  	C                      	R                              	                      	                             	                	R                          	R             	                  	                 	                	                                       	R                           	R               	                    	                     	                  	                          	R                    	                                 	R                       	                      	               	                  	                     	                      	              	               	                          	                    	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. amplectens     	              	151	 909	C	 80	R	 1	  95.00	    847.1500	Spiegler 	Benthic Foraminifers                         	               	                  	                            	R                    	                  	C               	                   	R                	                           	R                         	                   	                    	                                  	                       	R                              	                      	                             	                	                           	              	                  	                 	                	                                       	R                           	                	                    	                     	                  	                          	                     	                                 	                        	                      	               	                  	R                    	                      	              	               	                          	                    	                    	R                    	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. amplectens     	              	151	 909	C	 80	R	 2	  95.00	    848.6500	Spiegler 	Benthic Foraminifers                         	               	                  	                            	C                    	                  	R               	R                  	                 	R                          	                          	                   	                    	                                  	C                      	R                              	                      	                             	                	                           	R             	                  	R                	                	                                       	                            	                	                    	                     	                  	R                         	                     	                                 	                        	                      	               	                  	                     	                      	              	               	                          	                    	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. amplectens     	              	151	 909	C	 80	R	 4	  95.00	    851.6500	Spiegler 	Benthic Foraminifers                         	               	                  	                            	C                    	                  	R               	                   	                 	R                          	R                         	                   	                    	                                  	                       	R                              	                      	                             	                	                           	C             	                  	                 	                	                                       	                            	                	                    	R                    	                  	                          	                     	                                 	                        	                      	               	                  	                     	                      	              	               	                          	                    	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. amplectens     	              	151	 909	C	 80	R	 6	  92.00	    854.6200	Spiegler 	Benthic Foraminifers                         	               	                  	                            	R                    	                  	R               	                   	                 	                           	R                         	                   	R                   	                                  	C                      	                               	                      	                             	                	                           	              	                  	                 	                	                                       	R                           	R               	                    	                     	                  	                          	                     	                                 	                        	                      	               	                  	R                    	                      	              	               	                          	                    	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. amplectens     	              	151	 909	C	 80	R	CC	  12.00	    855.8700	Spiegler 	Benthic Foraminifers                         	               	                  	R                           	R                    	                  	                	                   	                 	                           	                          	                   	                    	                                  	R                      	R                              	                      	                             	                	R                          	R             	                  	                 	                	                                       	                            	R               	                    	                     	                  	                          	                     	                                 	R                       	                      	               	                  	                     	                      	              	               	                          	                    	R                   	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. amplectens     	              	151	 909	C	 81	R	 1	  95.00	    856.8500	Spiegler 	Benthic Foraminifers                         	               	                  	                            	C                    	                  	                	                   	                 	                           	C                         	C                  	                    	                                  	R                      	                               	                      	                             	                	                           	R             	                  	R                	                	                                       	R                           	R               	                    	                     	                  	                          	                     	                                 	                        	                      	               	                  	                     	                      	              	               	                          	                    	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. amplectens     	              	151	 909	C	 81	R	 2	  95.00	    858.3500	Spiegler 	Benthic Foraminifers                         	               	                  	                            	R                    	                  	                	                   	R                	                           	                          	R                  	                    	                                  	                       	C                              	                      	                             	                	                           	              	R                 	R                	                	                                       	R                           	R               	                    	                     	                  	                          	                     	                                 	                        	                      	               	                  	R                    	                      	              	               	                          	                    	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. amplectens     	              	151	 909	C	 81	R	 4	  95.00	    861.3500	Spiegler 	Benthic Foraminifers                         	               	                  	                            	                     	                  	                	                   	                 	R                          	                          	                   	                    	R                                 	R                      	R                              	                      	                             	                	                           	              	R                 	R                	                	                                       	                            	                	                    	                     	                  	                          	                     	                                 	R                       	                      	               	                  	                     	                      	              	               	                          	                    	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. amplectens     	              	151	 909	C	 81	R	CC	  14.00	    861.9200	Spiegler 	Benthic Foraminifers                         	               	                  	                            	C                    	                  	                	                   	R                	R                          	R                         	C                  	                    	                                  	C                      	R                              	                      	                             	                	R                          	              	R                 	R                	                	                                       	                            	R               	                    	                     	                  	C                         	                     	                                 	R                       	                      	               	                  	                     	                      	              	               	                          	                    	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. amplectens     	              	151	 909	C	 82	R	 1	  95.00	    866.4500	Spiegler 	Benthic Foraminifers                         	               	                  	                            	                     	                  	                	                   	R                	R                          	                          	                   	                    	R                                 	                       	                               	                      	                             	                	R                          	R             	R                 	                 	                	                                       	R                           	                	                    	                     	                  	                          	                     	                                 	R                       	                      	               	                  	                     	                      	              	               	                          	                    	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172
