Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Spirosigmoilinella compressa	Rhabdammina abyssorum	Reophax scorpiusus	Nothia latissima	Saccammina placenta	Reophax elongatus	Budashevaella multicamerata	Reticulophragmium placenta	Subreophax scalaris	Saccammina sphaerica	Haplophragmoides walteri excavatus	Hormosinella carpenteri	Trochammina cf. deformis (fine)	Karreriella siphonella	Trochammina globigeriniformis	Reophax nodulosa	Paratrochammina challengeri	Nothia excelsa	Hyperammina rugosa	Dorothia siegliei	Rzehakina minima	Reticulophragmium  ex gr rotundidorsata	Reticulophragmium amplectens	Hormosinella sp.	Rhizammina? indivisa	Ammodiscus tenuissima	Tolypammina vagans	Haplophragmoides  stomatus	Hormosina globulifera	Trochammina cf. deformis (coarse)	Haplophragmoides walteri	Bathysiphon  annulatus	Recurvoides sp.	Ammolagena clavata	Recurvoidella lamella	Spirosigmoilinella sp.	Nothia robusta	Verneuilina sp.	Haplophragmoides cf. kirki	Hyperammina elongata	Ammodiscus cretaceus	Recurvoides contortus	Glomospira charoides	Ammodiscus nagyi	Comment
  SR	                 	                 	R. rotundidorsata 	              	151	 909	C	 55	R	 2	 139.00	    607.9900	Spiegler 	Benthic Foraminifers                         	               	                  	                            	                     	                  	R               	R                  	                 	                           	R                         	                   	                    	                                  	                       	                               	                      	                             	                	R                          	              	                  	                 	                	R                                      	                            	                	                    	R                    	                  	R                         	                     	                                 	C                       	                      	               	                  	R                    	                      	              	R              	                          	R                   	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. rotundidorsata 	              	151	 909	C	 55	R	CC	   8.00	    614.4100	Spiegler 	Benthic Foraminifers                         	               	                  	                            	                     	                  	                	                   	                 	                           	                          	                   	                    	                                  	                       	                               	                      	                             	                	                           	              	                  	                 	                	R                                      	                            	                	                    	R                    	                  	                          	                     	                                 	                        	                      	               	                  	                     	                      	              	               	                          	                    	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. rotundidorsata 	              	151	 909	C	 56	R	CC	   0.00	    615.7300	Spiegler 	Benthic Foraminifers                         	               	                  	                            	                     	                  	                	                   	                 	                           	                          	                   	                    	                                  	                       	                               	                      	                             	                	                           	              	                  	                 	                	R                                      	                            	                	                    	R                    	                  	                          	                     	                                 	R                       	                      	               	                  	                     	                      	              	               	                          	                    	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. rotundidorsata 	              	151	 909	C	 59	R	 5	  46.00	    650.1600	Spiegler 	Benthic Foraminifers                         	               	                  	                            	R                    	                  	                	                   	                 	                           	R                         	                   	                    	R                                 	                       	                               	                      	                             	                	                           	              	                  	                 	                	R                                      	                            	                	                    	R                    	                  	                          	                     	                                 	C                       	                      	               	                  	                     	                      	              	               	                          	                    	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. rotundidorsata 	              	151	 909	C	 59	R	CC	  16.00	    652.2000	Spiegler 	Benthic Foraminifers                         	               	                  	                            	                     	                  	R               	                   	                 	                           	C                         	                   	                    	                                  	                       	                               	                      	                             	                	                           	              	                  	                 	                	R                                      	                            	                	                    	R                    	                  	                          	                     	                                 	R                       	                      	               	                  	R                    	                      	R             	               	                          	                    	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. rotundidorsata 	              	151	 909	C	 60	R	 1	  93.00	    654.3300	Spiegler 	Benthic Foraminifers                         	               	                  	                            	R                    	                  	                	                   	                 	                           	C                         	                   	                    	                                  	                       	                               	                      	                             	                	                           	              	                  	                 	                	                                       	                            	                	                    	R                    	                  	                          	                     	                                 	R                       	                      	               	                  	                     	                      	              	               	                          	                    	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. rotundidorsata 	              	151	 909	C	 60	R	 2	  93.00	    655.8300	Spiegler 	Benthic Foraminifers                         	               	                  	C                           	                     	                  	R               	                   	                 	                           	R                         	                   	                    	                                  	                       	                               	                      	                             	                	R                          	              	                  	                 	                	R                                      	                            	                	                    	                     	                  	                          	                     	                                 	R                       	                      	               	                  	                     	                      	              	               	                          	                    	                    	                     	R                   	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. rotundidorsata 	              	151	 909	C	 60	R	 3	  93.00	    657.3300	Spiegler 	Benthic Foraminifers                         	               	                  	                            	                     	                  	C               	                   	                 	                           	                          	                   	                    	R                                 	                       	R                              	                      	                             	                	                           	              	                  	                 	                	C                                      	                            	                	                    	                     	                  	                          	                     	                                 	C                       	                      	               	                  	                     	                      	              	               	                          	                    	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. rotundidorsata 	              	151	 909	C	 60	R	 4	  93.00	    658.8300	Spiegler 	Benthic Foraminifers                         	               	                  	                            	                     	                  	                	                   	                 	                           	                          	                   	                    	R                                 	                       	R                              	                      	                             	                	                           	              	                  	                 	                	R                                      	                            	                	                    	                     	                  	                          	                     	                                 	R                       	                      	               	                  	R                    	                      	              	R              	                          	                    	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. rotundidorsata 	              	151	 909	C	 60	R	 5	  93.00	    660.3300	Spiegler 	Benthic Foraminifers                         	               	                  	                            	R                    	                  	R               	                   	                 	                           	R                         	                   	                    	R                                 	                       	R                              	                      	                             	R               	                           	              	                  	                 	                	R                                      	R                           	                	                    	R                    	                  	                          	                     	R                                	C                       	                      	               	                  	R                    	                      	              	               	                          	                    	                    	R                    	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. rotundidorsata 	              	151	 909	C	 60	R	 6	  93.00	    661.8300	Spiegler 	Benthic Foraminifers                         	               	                  	R                           	R                    	                  	C               	R                  	                 	                           	R                         	                   	                    	                                  	                       	R                              	                      	                             	                	                           	              	                  	                 	                	                                       	                            	                	                    	                     	                  	                          	                     	                                 	                        	                      	               	                  	                     	                      	              	R              	                          	                    	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. rotundidorsata 	              	151	 909	C	 60	R	CC	   0.00	    662.2300	Spiegler 	Benthic Foraminifers                         	               	                  	                            	                     	                  	R               	                   	                 	                           	R                         	                   	                    	                                  	                       	R                              	                      	                             	                	                           	              	                  	                 	                	R                                      	                            	                	                    	R                    	                  	                          	                     	                                 	                        	                      	               	                  	                     	                      	              	               	                          	                    	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. rotundidorsata 	              	151	 909	C	 61	R	 1	  91.00	    663.9100	Spiegler 	Benthic Foraminifers                         	               	                  	                            	                     	                  	                	                   	                 	                           	                          	                   	                    	                                  	                       	                               	                      	                             	                	                           	              	                  	                 	                	                                       	                            	                	                    	                     	                  	                          	                     	                                 	                        	                      	               	                  	                     	                      	              	R              	                          	                    	                    	R                    	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. rotundidorsata 	              	151	 909	C	 61	R	 2	  90.00	    665.4000	Spiegler 	Benthic Foraminifers                         	               	                  	                            	                     	                  	R               	                   	                 	                           	                          	                   	                    	R                                 	                       	R                              	                      	                             	                	                           	              	                  	                 	                	R                                      	                            	                	                    	                     	                  	                          	                     	                                 	                        	                      	               	                  	                     	                      	              	R              	                          	                    	                    	C                    	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. rotundidorsata 	              	151	 909	C	 61	R	 3	  93.00	    666.9300	Spiegler 	Benthic Foraminifers                         	               	                  	                            	                     	                  	R               	                   	                 	                           	                          	                   	                    	R                                 	                       	R                              	                      	                             	                	R                          	              	                  	                 	                	C                                      	                            	                	                    	                     	                  	                          	                     	                                 	R                       	                      	               	                  	                     	                      	              	               	                          	                    	                    	C                    	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. rotundidorsata 	              	151	 909	C	 61	R	 4	  93.00	    668.4300	Spiegler 	Benthic Foraminifers                         	               	                  	                            	                     	                  	R               	                   	                 	                           	                          	                   	                    	                                  	                       	R                              	                      	                             	                	                           	              	                  	                 	                	R                                      	                            	                	                    	                     	                  	                          	                     	                                 	                        	                      	               	                  	R                    	                      	              	R              	                          	                    	                    	R                    	                    	R               	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. rotundidorsata 	              	151	 909	C	 61	R	 5	  91.00	    669.9100	Spiegler 	Benthic Foraminifers                         	               	                  	                            	                     	                  	                	                   	                 	                           	                          	                   	                    	                                  	                       	                               	                      	                             	                	                           	              	                  	                 	                	C                                      	                            	                	                    	R                    	                  	                          	                     	                                 	R                       	                      	               	                  	C                    	                      	              	               	                          	                    	R                   	R                    	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. rotundidorsata 	              	151	 909	C	 61	R	CC	  17.00	    670.1900	Spiegler 	Benthic Foraminifers                         	               	                  	                            	R                    	                  	                	                   	                 	                           	                          	                   	                    	                                  	                       	R                              	                      	                             	                	                           	              	                  	                 	                	R                                      	                            	                	                    	                     	                  	                          	                     	                                 	                        	                      	               	                  	R                    	                      	              	R              	                          	                    	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. rotundidorsata 	              	151	 909	C	 62	R	 2	  92.00	    675.1200	Spiegler 	Benthic Foraminifers                         	               	                  	R                           	                     	                  	                	                   	                 	                           	                          	                   	                    	                                  	                       	                               	                      	                             	                	                           	              	                  	                 	                	R                                      	                            	                	                    	                     	                  	                          	                     	                                 	                        	                      	               	                  	R                    	                      	              	               	                          	                    	                    	                     	R                   	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. rotundidorsata 	              	151	 909	C	 62	R	 3	  92.00	    676.6200	Spiegler 	Benthic Foraminifers                         	               	                  	R                           	                     	                  	                	                   	                 	                           	C                         	                   	                    	                                  	                       	                               	                      	                             	                	R                          	              	                  	                 	                	R                                      	                            	                	                    	                     	                  	                          	                     	                                 	                        	                      	               	                  	R                    	                      	              	               	                          	                    	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. rotundidorsata 	              	151	 909	C	 62	R	 5	  92.00	    679.6200	Spiegler 	Benthic Foraminifers                         	               	                  	                            	                     	                  	                	                   	R                	                           	                          	                   	                    	                                  	                       	R                              	                      	                             	R               	R                          	              	                  	                 	                	C                                      	                            	                	                    	                     	                  	                          	                     	                                 	R                       	                      	               	                  	                     	                      	              	R              	                          	                    	R                   	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. rotundidorsata 	              	151	 909	C	 62	R	 6	  89.00	    681.0900	Spiegler 	Benthic Foraminifers                         	               	                  	                            	R                    	                  	                	                   	R                	                           	                          	                   	                    	                                  	                       	                               	                      	                             	R               	                           	              	                  	                 	                	A                                      	                            	                	                    	                     	                  	                          	                     	                                 	R                       	                      	               	                  	                     	                      	              	               	                          	                    	                    	R                    	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. rotundidorsata 	              	151	 909	C	 62	R	CC	  14.00	    682.5400	Spiegler 	Benthic Foraminifers                         	               	                  	R                           	R                    	                  	                	                   	                 	                           	                          	                   	                    	                                  	                       	R                              	                      	                             	                	                           	              	                  	                 	                	C                                      	                            	                	                    	                     	                  	                          	                     	                                 	                        	                      	               	                  	                     	                      	              	R              	                          	                    	                    	R                    	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. rotundidorsata 	              	151	 909	C	 63	R	 1	  92.00	    683.2200	Spiegler 	Benthic Foraminifers                         	               	                  	R                           	                     	                  	                	                   	                 	                           	                          	                   	                    	                                  	                       	R                              	                      	                             	                	                           	              	                  	                 	                	C                                      	                            	                	                    	R                    	                  	                          	                     	                                 	                        	R                     	               	                  	                     	                      	              	               	                          	                    	                    	R                    	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. rotundidorsata 	              	151	 909	C	 63	R	 2	  90.00	    684.7000	Spiegler 	Benthic Foraminifers                         	               	                  	R                           	R                    	                  	                	                   	                 	                           	R                         	                   	                    	                                  	                       	R                              	                      	                             	                	                           	              	                  	                 	                	R                                      	                            	                	                    	                     	                  	                          	                     	                                 	                        	                      	               	                  	                     	                      	R             	               	                          	                    	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. rotundidorsata 	              	151	 909	C	 63	R	 3	  92.00	    686.2200	Spiegler 	Benthic Foraminifers                         	               	                  	R                           	R                    	                  	                	                   	R                	                           	                          	                   	                    	                                  	                       	R                              	                      	                             	                	                           	              	                  	                 	                	R                                      	                            	                	                    	                     	                  	R                         	                     	                                 	                        	                      	               	R                 	R                    	                      	              	               	                          	                    	                    	R                    	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. rotundidorsata 	              	151	 909	C	 63	R	CC	  11.00	    687.4700	Spiegler 	Benthic Foraminifers                         	               	                  	R                           	                     	                  	                	                   	R                	                           	                          	                   	                    	                                  	                       	                               	                      	                             	                	R                          	              	                  	                 	                	C                                      	                            	                	                    	                     	                  	                          	                     	                                 	R                       	                      	               	                  	R                    	                      	              	               	                          	                    	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. rotundidorsata 	              	151	 909	C	 64	R	 1	  92.00	    692.9200	Spiegler 	Benthic Foraminifers                         	               	                  	                            	R                    	                  	                	                   	                 	                           	                          	                   	                    	                                  	                       	R                              	                      	                             	                	                           	              	                  	                 	                	C                                      	                            	                	                    	R                    	                  	                          	                     	                                 	                        	                      	               	                  	                     	                      	              	R              	                          	                    	R                   	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. rotundidorsata 	              	151	 909	C	 64	R	 2	  92.00	    694.4200	Spiegler 	Benthic Foraminifers                         	               	                  	                            	R                    	                  	                	                   	R                	                           	R                         	                   	                    	                                  	                       	                               	                      	                             	                	                           	              	                  	                 	                	A                                      	                            	                	                    	                     	                  	                          	                     	                                 	R                       	R                     	               	                  	                     	                      	              	               	                          	R                   	R                   	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. rotundidorsata 	              	151	 909	C	 64	R	 3	  92.00	    695.9200	Spiegler 	Benthic Foraminifers                         	               	                  	R                           	                     	                  	R               	                   	                 	                           	                          	                   	                    	                                  	                       	                               	                      	                             	                	                           	              	                  	                 	                	C                                      	                            	                	                    	                     	                  	                          	                     	                                 	C                       	R                     	               	                  	                     	                      	              	R              	                          	                    	                    	R                    	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. rotundidorsata 	              	151	 909	C	 64	R	 4	  92.00	    697.4200	Spiegler 	Benthic Foraminifers                         	               	                  	R                           	R                    	                  	                	                   	R                	                           	R                         	                   	                    	                                  	                       	R                              	                      	                             	                	                           	              	                  	                 	                	C                                      	                            	                	                    	                     	                  	                          	                     	                                 	                        	R                     	               	                  	                     	                      	R             	               	                          	                    	                    	R                    	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. rotundidorsata 	              	151	 909	C	 64	R	 5	  92.00	    698.9200	Spiegler 	Benthic Foraminifers                         	               	                  	R                           	                     	                  	R               	                   	                 	                           	R                         	                   	                    	                                  	                       	R                              	                      	                             	                	                           	              	                  	                 	                	R                                      	                            	                	                    	                     	                  	                          	                     	                                 	                        	                      	               	                  	R                    	                      	              	               	                          	                    	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172
