Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Umbilicosphaera sibogae,Umbellosphaera irregularis,Thoracosphaera spp.,Syracosphaera pulchra,Scapholithus fossilis,Rhabdosphaera spp.,Reticulofenestra asanoi,Pseudoemiliania lacunosa,Helicosphaera spp.,Helicosphaera inversa,Gephyrocapsa sp. (small),Gephyrocapsa oceanica,Gephyrocapsa caribbeanica,Emiliania huxleyi,Discolithina spp.,Coccolithus pelagicus,Calcidiscus leptoporus,Comment
  SR,                 ,                 ,                  ,              ,126, 791,B, 20,R,CC,  20.00,    570.0500,Firth    ,Nannofossils                                 ,A              ,G                 ,1                      ,0                         ,0                  ,0                    ,0                    ,0                 ,0                      ,0                       ,0                 ,0                    ,245                     ,21                   ,29                       ,0                ,0                ,0                    ,4                     ,Total count = 300; from ODP Leg 126 SR Chapter 16 Table 3 p 241
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,126, 791,B, 22,R,CC,   0.00,    589.8800,Firth    ,Nannofossils                                 ,A              ,G                 ,0                      ,0                         ,0                  ,0                    ,0                    ,0                 ,0                      ,0                       ,1                 ,0                    ,241                     ,15                   ,36                       ,0                ,0                ,0                    ,6                     ,Total count = 299; from ODP Leg 126 SR Chapter 16 Table 3 p 241
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,126, 791,B, 24,R,CC,   4.00,    609.5900,Firth    ,Nannofossils                                 ,A              ,G                 ,1                      ,0                         ,0                  ,0                    ,0                    ,0                 ,0                      ,0                       ,2                 ,0                    ,195                     ,31                   ,70                       ,0                ,0                ,0                    ,1                     ,Total count = 300; from ODP Leg 126 SR Chapter 16 Table 3 p 241
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,126, 791,B, 26,R,CC,   0.00,    628.6100,Firth    ,Nannofossils                                 ,A              ,G                 ,0                      ,0                         ,0                  ,0                    ,0                    ,0                 ,0                      ,0                       ,1                 ,0                    ,86                      ,9                    ,200                      ,0                ,0                ,0                    ,4                     ,Total count = 300; from ODP Leg 126 SR Chapter 16 Table 3 p 241
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,126, 791,B, 28,R,CC,  10.00,    652.3900,Firth    ,Nannofossils                                 ,A              ,G                 ,0                      ,0                         ,0                  ,0                    ,0                    ,0                 ,0                      ,0                       ,1                 ,0                    ,103                     ,6                    ,190                      ,0                ,0                ,0                    ,0                     ,Total count = 300; from ODP Leg 126 SR Chapter 16 Table 3 p 241
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,126, 791,B, 30,R,CC,   9.00,    671.8900,Firth    ,Nannofossils                                 ,A              ,G                 ,0                      ,0                         ,0                  ,0                    ,0                    ,0                 ,0                      ,0                       ,0                 ,0                    ,93                      ,12                   ,194                      ,0                ,0                ,0                    ,0                     ,Total count = 299; from ODP Leg 126 SR Chapter 16 Table 3 p 241
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,126, 791,B, 32,R,CC,   0.00,    686.7300,Firth    ,Nannofossils                                 ,A              ,G                 ,0                      ,0                         ,0                  ,0                    ,0                    ,0                 ,0                      ,0                       ,3                 ,0                    ,98                      ,4                    ,196                      ,0                ,1                ,0                    ,0                     ,Total count = 302; from ODP Leg 126 SR Chapter 16 Table 3 p 241
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,126, 791,B, 34,R,CC,  11.00,    711.1100,Firth    ,Nannofossils                                 ,A              ,G                 ,0                      ,0                         ,0                  ,0                    ,0                    ,0                 ,0                      ,1                       ,0                 ,0                    ,91                      ,10                   ,195                      ,0                ,0                ,0                    ,0                     ,Total count = 297; from ODP Leg 126 SR Chapter 16 Table 3 p 241
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,126, 791,B, 37,R,CC,   8.00,    735.7600,Firth    ,Nannofossils                                 ,A              ,G                 ,2                      ,1                         ,0                  ,1                    ,0                    ,1                 ,0                      ,0                       ,0                 ,0                    ,212                     ,17                   ,59                       ,0                ,0                ,2                    ,5                     ,Total count = 300; from ODP Leg 126 SR Chapter 16 Table 3 p 241
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,126, 791,B, 39,R,CC,  21.00,    755.4900,Firth    ,Nannofossils                                 ,A              ,G                 ,0                      ,0                         ,0                  ,0                    ,0                    ,0                 ,0                      ,1                       ,0                 ,1                    ,286                     ,4                    ,3                        ,0                ,0                ,0                    ,2                     ,Total count = 297; from ODP Leg 126 SR Chapter 16 Table 3 p 241
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,126, 791,B, 41,R, 3, 107.00,    775.7700,Firth    ,Nannofossils                                 ,A              ,G                 ,0                      ,0                         ,0                  ,0                    ,0                    ,0                 ,1                      ,0                       ,2                 ,0                    ,115                     ,1                    ,172                      ,0                ,0                ,0                    ,10                    ,Total count = 300; from ODP Leg 126 SR Chapter 16 Table 3 p 241
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,126, 791,B, 43,R,CC,  14.00,    792.6000,Firth    ,Nannofossils                                 ,A              ,G                 ,0                      ,0                         ,0                  ,0                    ,0                    ,0                 ,16                     ,1                       ,3                 ,0                    ,82                      ,1                    ,191                      ,0                ,0                ,0                    ,5                     ,Total count = 299; from ODP Leg 126 SR Chapter 16 Table 3 p 241
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,126, 791,B, 45,R,CC,  16.00,    813.6100,Firth    ,Nannofossils                                 ,A              ,G                 ,1                      ,0                         ,0                  ,0                    ,0                    ,1                 ,37                     ,4                       ,1                 ,0                    ,210                     ,1                    ,37                       ,0                ,0                ,0                    ,8                     ,Total count = 300; from ODP Leg 126 SR Chapter 16 Table 3 p 241
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,126, 791,B, 47,R, 1,  46.00,    830.0600,Firth    ,Nannofossils                                 ,A              ,G                 ,1                      ,0                         ,0                  ,0                    ,0                    ,0                 ,2                      ,4                       ,0                 ,0                    ,190                     ,0                    ,91                       ,0                ,1                ,0                    ,11                    ,Total count = 300; from ODP Leg 126 SR Chapter 16 Table 3 p 241
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
