Any taxon above genus,genus modifier,genus name,subgenera modifier,subgenera name,species modifier,species name,subspecies modifier,subspecies name,non-taxa descriptor,normalized_name,taxon_group,verbatim_name,comments
,,Dyocibicides,,,,primitiva,,,,Dyocibicides primitiva,benthic_forams,Dyocibicides primitiva,
,,Eggerella,,,,sp. A,,,,Eggerella sp. A,benthic_forams,Eggerella sp. A,
,,Ehrenbergina,,,,mestayeri,,,,Ehrenbergina mestayeri,benthic_forams,Eherenbergina mestateri,
,,Ehrenbergina,,,,sp.,,,,Ehrenbergina sp.,benthic_forams,Ehrenbergina,
,,Elphidium,,,,sp.,,,,Elphidium sp.,benthic_forams,Elphidium,
,,Elphidium,,,,advenum,f.,limbatum,,Elphidium advenum f. limbatum,benthic_forams,Elphidium advenum (f.limbatum),
,,Elphidium,,,,advenum,f.,limbatum,,Elphidium advenum f. limbatum,benthic_forams,Elphidium advenum f. limbatum,
,,Elphidium,,,cf.,batialis,,,,Elphidium cf. batialis,benthic_forams,Elphidium cf. batialis,
,,Elphidium,,,,charlottense,,,,Elphidium charlottense,benthic_forams,Elphidium charlottense,
,,Elphidium,,,,excavatum,f.,clavatum,,Elphidium excavatum f. clavatum,benthic_forams,Elphidium excavatum f.clavatum,
,,Epistominella,,,,sp. A,,,,Epistominella sp. A,benthic_forams,Epistominella sp. A,
,,Euuvigerina,,,,sp.,,,,Euuvigerina sp.,benthic_forams,Euuvigerina,
,,Euuvigerina,,,cf.,miozea,,,,Euuvigerina cf. miozea,benthic_forams,Euuvigerina miozea (cf.),
,,Euuvigerina,,,,peregrina,,,,Euuvigerina peregrina,benthic_forams,Euuvigerina peregrina,
,,Euuvigerina,,,cf.,peregrina,,,,Euuvigerina cf. peregrina,benthic_forams,Euuvigerina peregrina (cf.),
,,Euuvigerina,,,cf.,rodleyi,,,,Euuvigerina cf. rodleyi,benthic_forams,Euuvigerina rodleyi (cf.),
,,Evolvocassidulina,,,cf.,howei,,,,Evolvocassidulina cf. howei,benthic_forams,Evolvecassidulina cf. howei,
,,Evolvocassidulina,,,,orientalis,,,,Evolvocassidulina orientalis,benthic_forams,Evolvocassidulina orientalis,
,,Fissurina,,,,sp.,,,,Fissurina sp.,benthic_forams,Fissurina,
,,Fissurina,,,,sp.,,,,Fissurina sp.,benthic_forams,Fissurina sp,
Foraminifera indet.,,,,,,,,,,Foraminifera indet.,benthic_forams,Fistulose? sp.,Fistulose? sp.
,,Fursenkoina,,,,sp.,,,,Fursenkoina sp.,benthic_forams,Fursenkoina,
,,Gaudryina,,,,sp.,,,,Gaudryina sp.,benthic_forams,Gaudryina sp. indet,
,,Gavelinopsis,,,,sp.,,,,Gavelinopsis sp.,benthic_forams,Gavelinopsis,
,,Gavelinopsis,,,,hamatus,,,,Gavelinopsis hamatus,benthic_forams,Gavelinopsis hamatus,
,,Gavelinopsis,,,,spp.,,,,Gavelinopsis spp.,benthic_forams,Gavelinopsis spp.,
,,Globocassidulina,,,,canalisutulata,,,,Globocassidulina canalisutulata,benthic_forams,Globocassidulina canalisutulata,
,,Globocassidulina,,,,cuneata,,,,Globocassidulina cuneata,benthic_forams,Globocassidulina cuneata,
,,Globocassidulina,,,,sp. A,,,,Globocassidulina sp. A,benthic_forams,Globocassidulina sp. A,
,,Globocassidulina,,,,sp. B,,,,Globocassidulina sp. B,benthic_forams,Globocassidulina sp. B,
,,Glomospira,,,,challoides,,,,Glomospira challoides,benthic_forams,Glomospira challoides,
,,Glomospira,,,,goldialis,,,,Glomospira goldialis,benthic_forams,Glomospira goldialis,
,,Gyroidina,,,,sp.,,,,Gyroidina sp.,benthic_forams,Gyroidina,
,,Gyroidina,,,,danvillensis,,,,Gyroidina danvillensis,benthic_forams,Gyroidina danvillensis,
,,Gyroidinoides,,,,sp. A,,,,Gyroidinoides sp. A,benthic_forams,Gyroidinoides sp. A,
,,Gyroidinoides,,,,sp. B,,,,Gyroidinoides sp. B,benthic_forams,Gyroidinoides sp. B,
,,Gyroidinoides,,,,sp. C,,,,Gyroidinoides sp. C,benthic_forams,Gyroidinoides sp. C,
,,Gyroidinoides,,,,sp. D,,,,Gyroidinoides sp. D,benthic_forams,Gyroidinoides sp. D,
,,Gyroidinoides,,,,sp.,,,,Gyroidinoides sp.,benthic_forams,Gyroidinoides sp. indet.,
,,Haeuslerella,,,,finlayi,,,,Haeuslerella finlayi,benthic_forams,Haeuslella finlayi,
,,Haeuslerella,,,,sp.,,,,Haeuslerella sp.,benthic_forams,Haeuslerella,
,,Haeuslerella,,,,morgani,,,,Haeuslerella morgani,benthic_forams,Haeuslerella morgani,
,,Haeuslerella,,,,parri,,,,Haeuslerella parri,benthic_forams,Haeuslerella parri,
,,Haeuslerella,,,,pliocenica,,,,Haeuslerella pliocenica,benthic_forams,Haeuslerella pliocenica,
,,Haeuslerella,,,,pukekiensis,,,,Haeuslerella pukekiensis,benthic_forams,Haeuslerella pukekiensis,
,,Haeuslerella,,,,parri,,,,Haeuslerella parri,benthic_forams,Haeuslerlella parri,
,,Haplophragmoides,,,,sp.,,,,Haplophragmoides sp.,benthic_forams,Haplophragmoides sp. indet.,
,,Haynesina,,,,depressa,,,,Haynesina depressa,benthic_forams,Haynesina depressa,
,,Hormosinella,,,,guttifera,,,,Hormosinella guttifera,benthic_forams,Hormosinella guttifera,
,,Islandiella,,,,islandica,,,,Islandiella islandica,benthic_forams,Islandiella islandica,
,,"""Laevigata""",,,,sp.,,,,"""Laevigata"" sp.",benthic_forams,Laevigata sp.,
,,Lagena,,,,sp.,,,,Lagena sp.,benthic_forams,Lagena,
,,Lagena,,,?,striata,,,,Lagena ? striata,benthic_forams,Lagena striata?,
,,Laticarinina,,,,altocamerata,,,,Laticarinina altocamerata,benthic_forams,Laticarinina altocamerata,
,,Loxostomum,,,,karrerianum,,,,Loxostomum karrerianum,benthic_forams,Loxostmum karrerianum,
,,Loxostomum,,,,truncatum,,,,Loxostomum truncatum,benthic_forams,Loxostmum truncatum,
,,Marginulina,,,,sp.,,,,Marginulina sp.,benthic_forams,Marginulina,
,,Marginulinopsis,,,,sp.,,,,Marginulinopsis sp.,benthic_forams,Marginulinopsis,
,,Martinottiella,,,,sp.,,,,Martinottiella sp.,benthic_forams,Martinottiella,
,,Martinottiella,,,,communis,,,,Martinottiella communis,benthic_forams,Mattinotiella cummunis,
,,Melonis,,,,barleanum,,,,Melonis barleanum,benthic_forams,Melonis baeleanuum,
,,Melonis,,,,barleanum,,,,Melonis barleanum,benthic_forams,Melonis barleanum,
,,Melonis,,,,dorreeni,,,,Melonis dorreeni,benthic_forams,Melonis dorreeni,
,,Melonis,,,,pomplioides,,,,Melonis pomplioides,benthic_forams,Melonis pomplioides,
,,Myllostomella,,,,spp.,,,,Myllostomella spp.,benthic_forams,Myllostonella spp.,
,,Neugeborina,,,,ovicula,,,,Neugeborina ovicula,benthic_forams,Neugeborina ovicula,
,,Nodosaria,,,,spp.,,,,Nodosaria spp.,benthic_forams,Nodosalia spp.,
,,Nodosaria,,,,acuminata,,,,Nodosaria acuminata,benthic_forams,Nodosaria acuminata,
,,Nodosaria,,,,advena,,,,Nodosaria advena,benthic_forams,Nodosaria advena,
,,Nodosaria,,,aff.,pyrula,,,,Nodosaria aff. pyrula,benthic_forams,Nodosaria aff. pyrula,
,,Nonion,,,,affine,,,,Nonion affine,benthic_forams,Nonion affine,
,,Nothia,,,,robusta,,,,Nothia robusta,benthic_forams,Nothia robusta,
,,Notorotalia,,,,sp.,,,,Notorotalia sp.,benthic_forams,Notorotalia,
,,Notorotalia,,,,aucklandica,,,,Notorotalia aucklandica,benthic_forams,Notorotalia aucklandica,
,,Notorotalia,,,,hornibrooki,,,,Notorotalia hornibrooki,benthic_forams,Notorotalia clathrata (hornibrooki),
,,Notorotalia,,,,depressa,,,,Notorotalia depressa,benthic_forams,Notorotalia depressa,
,,Notorotalia,,,cf.,finlayi,,,,Notorotalia cf. finlayi,benthic_forams,Notorotalia finlayi (cf.),
,,Notorotalia,,,,hurupiensis,,,,Notorotalia hurupiensis,benthic_forams,Notorotalia hurupiensis,
,,Notorotalia,,,,inornata,,,,Notorotalia inornata,benthic_forams,Notorotalia inornata,
,,Notorotalia,,,,pliozea,,,,Notorotalia pliozea,benthic_forams,Notorotalia pliozea,
,,Notorotalia,,,,profunda,,,,Notorotalia profunda,benthic_forams,Notorotalia profunda,
,,Notorotalia,,,,sp. A,,,,Notorotalia sp. A,benthic_forams,Notorotalia sp. A (large plano-convex),large plano-convex
,,Notorotalia,,,,taranakia,,,,Notorotalia taranakia,benthic_forams,Notorotalia taranakia,
,,Notorotalia,,,,wilsoni,,,,Notorotalia wilsoni,benthic_forams,Notorotalia wilsoni,
,,Notorotalia,,,,zealandica,,,,Notorotalia zealandica,benthic_forams,Notorotalia zealandica,
,,Oolina,,,?,globosa,,,,Oolina ? globosa,benthic_forams,Oolina globosa?,
,,Pandaglandulina,,,,sp.,,,,Pandaglandulina sp.,benthic_forams,Pandaglandulina,
,,Paracassidulina,,,,neocarinata,,,,Paracassidulina neocarinata,benthic_forams,Paracassidulina neocarinata,
,,Paracassidulina,,,,sp.,,,,Paracassidulina sp.,benthic_forams,Paracassidulina sp.,
,,Portatrochammina,,,,bipolaris,,,,Portatrochammina bipolaris,benthic_forams,Paratrochammina bipolaris,
,,Paratrochammina,,,,challengeri,,,,Paratrochammina challengeri,benthic_forams,Paratrochammina challengeri,
,,Paratrochamminoides,,,,spp.,,,,Paratrochamminoides spp.,benthic_forams,Paratrochamminoides spp.,
,,Patellinella,,,,inconspicua,,,,Patellinella inconspicua,benthic_forams,Patellinella inconspicua,
,,Pileolina,,,,sp.,,,,Pileolina sp.,benthic_forams,Pileolina,
,,Planulina,,,,ariminensus,,,,Planulina ariminensus,benthic_forams,Planulina ariminensus,
,,Planulina,,,,costata,,,,Planulina costata,benthic_forams,Planulina costata,
,,Planulina,,,cf.,wuellerstorfi,,,,Planulina cf. wuellerstorfi,benthic_forams,Planulina wuellerstorfi (cf.),
,?,Planulina,,,,sp.,,,,? Planulina sp.,benthic_forams,Planulina? sp.,
,,Plectofrondicularia,,,,pohana,,,,Plectofrondicularia pohana,benthic_forams,Plectofrondicularia pohana,
,,Procerolagena,,,cf.,gracillima,,,,Procerolagena cf. gracillima,benthic_forams,Procerolagena cf. gracillima,
,,Proxifrons,,,,advena,,,,Proxifrons advena,benthic_forams,Proxifrons advena,
,,Pseudonodosaria,,,,sp.,,,,Pseudonodosaria sp.,benthic_forams,Pseudonodosaria,
,,Pseudonodosaria,,,,symmetrica,,,,Pseudonodosaria symmetrica,benthic_forams,Pseudonodosaria symmetrica,
,,Pseudoparrella,,,,spp.,,,,Pseudoparrella spp.,benthic_forams,Pseudoparrella spp.,
,,"""Pseudopleurostomella""",,,,spp.,,,,"""Pseudopleurostomella"" spp.",benthic_forams,Pseudopleurostomella spp.,
,,Pullenia,,,,sp.,,,,Pullenia sp.,benthic_forams,Pullenia,
,,Pullenia,,,,eocenica,,,,Pullenia eocenica,benthic_forams,Pullenia eocenica,
,,Pullenia,,,,sp. 1,,,,Pullenia sp. 1,benthic_forams,Pullenia sp. 1,
,,Pullenia,,,,sp. A,,,,Pullenia sp. A,benthic_forams,Pullenia sp. A,
,,Pullenia,,,,sp. B,,,,Pullenia sp. B,benthic_forams,Pullenia sp. B,
,,Pullenia,,,,sp.,,,,Pullenia sp.,benthic_forams,Pullenia sp. indet.,
,,Pygmaeseistron,,,aff.,hispida,,,,Pygmaeseistron aff. hispida,benthic_forams,Pygmaeseistron aff. hispida,
,,Pygmaeseistron,,,cf.,hispida,,,,Pygmaeseistron cf. hispida,benthic_forams,Pygmaeseistron cf. hispida,
,,Pyrgo,,,,sp.,,,,Pyrgo sp.,benthic_forams,Pyrgo,
,,Pyrgo,,,,anomala,,,,Pyrgo anomala,benthic_forams,Pyrgo anomala,
,,Pyrgo,,,,guerreri,,,,Pyrgo guerreri,benthic_forams,Pyrgo guerreri,
,,Pyrgo,,,,sp. B,,,,Pyrgo sp. B,benthic_forams,Pyrgo sp. B,
,?,Quadrimorphina,,,,sp.,,,,? Quadrimorphina sp.,benthic_forams,Quadrimorphina? sp.,
,,Quinqueloculina,,,,sp.,,,,Quinqueloculina sp.,benthic_forams,Quinqueloculina,
,,Quinqueloculina,,,,incisa,,,,Quinqueloculina incisa,benthic_forams,Quinqueloculina incisa,
,,Rectobolivina,,,,parvula,,,,Rectobolivina parvula,benthic_forams,Rectobolivina parvula,
,,Rectuvigerina,,,,senni,,,,Rectuvigerina senni,benthic_forams,Rectouvigerina senni,
,,Rectuvigerina,,,,pohana,,,,Rectuvigerina pohana,benthic_forams,Rectuvigerina pohana,
,,Reophax,,,,dentaliniformis,,,,Reophax dentaliniformis,benthic_forams,Reophax dentaliniformis,
,,Reticulophragmium,,,,amplectens,,,,Reticulophragmium amplectens,benthic_forams,Reticulophragmium amplectens,
,,Saracenaria,,,,italica,,,,Saracenaria italica,benthic_forams,Saracenaria italica,
,,Sigmoilopsis,,,,sp.,,,,Sigmoilopsis sp.,benthic_forams,Sigmoilopsis,
,,Sigmoilopsis,,,aff.,compressa,,,,Sigmoilopsis aff. compressa,benthic_forams,Sigmoilopsis aff. compressa,
,,Sigmoilopsis,,,aff.,wanganuiensis,,,,Sigmoilopsis aff. wanganuiensis,benthic_forams,Sigmoilopsis aff.wanganuiensis,
,,Siphonaperta,,,,sp.,,,,Siphonaperta sp.,benthic_forams,Siphonaperta,
,,Siphonaperta,,,,macbeathi,,,,Siphonaperta macbeathi,benthic_forams,Siphonaperta macbeathi,
,,Siphonodosaria,,,,antillea,,,,Siphonodosaria antillea,benthic_forams,Siphonodosaria antillea,
,,Siphonodosaria,,,,sp.,,,,Siphonodosaria sp.,benthic_forams,Siphonodosaria sp. indet.,
,,Siphonodosaria,,,,spinata,,,,Siphonodosaria spinata,benthic_forams,Siphonodosaria spinata,
,,Siphotextularia,,,,sp.,,,,Siphotextularia sp.,benthic_forams,Siphotextularia,
,,Siphotextularia,,,,subcylindrica,,,,Siphotextularia subcylindrica,benthic_forams,Siphotextularia subcylindrica,
,,Siphotextularia,,,,wairoana,,,,Siphotextularia wairoana,benthic_forams,Siphotexturalia wairoana,
,,Siphouvigerina,,,,sp.,,,,Siphouvigerina sp.,benthic_forams,Siphouvigerina,
,,Siphouvigerina,,,,canariensis,,,,Siphouvigerina canariensis,benthic_forams,Siphouvigerina canariensis,
,,Sphaeroidina,,,,bulloides,,,,Sphaeroidina bulloides,benthic_forams,Spheroidina bulloides,
,,Sphaeroidina,,,,bulloides,,,,Sphaeroidina bulloides,benthic_forams,Spheroidina bulloids,
,,Spiroloculina,,,,sp.,,,,Spiroloculina sp.,benthic_forams,Spiroloculina,
,,Spiroplectammina,,,,sp. A,,,,Spiroplectammina sp. A,benthic_forams,Spiroplectammina sp. A,
,,Spiroplectammina,,,,spectablis,,,,Spiroplectammina spectablis,benthic_forams,Spiroplectammina spectablis,
,,Spirosigmoilinella,,,,compressa,,,,Spirosigmoilinella compressa,benthic_forams,Spirosigmoillina compressa,
,,Spirosigmoilina,,,,tenuis,,,,Spirosigmoilina tenuis,benthic_forams,Spirosigmoilopsis tenuis,
,,Stainforthia,,,aff.,fusiformis,,,,Stainforthia aff. fusiformis,benthic_forams,Stainforthia aff. fusiformis,
,,Stilostomella,,,,sp.,,,,Stilostomella sp.,benthic_forams,Stilostomella,
,,Subreophax,,,,aduncus,,,,Subreophax aduncus,benthic_forams,Subreophax aduncus,
,,Takayanagia,,,,delicata,,,,Takayanagia delicata,benthic_forams,Takayanagia delicata,
,,Textularia,,,,sp.,,,,Textularia sp.,benthic_forams,Textularia,
,,Textularia,,,,miozea,,,,Textularia miozea,benthic_forams,Textularia miozea,
,,Textularia,,,,spp.,,,,Textularia spp.,benthic_forams,Texturalia spp.,
,,Trifarina,,,,sp.,,,,Trifarina sp.,benthic_forams,Trifarina,
,,Trifarina,,,,anglosa,,,,Trifarina anglosa,benthic_forams,Trifarina anglosa,
,,Triloculina,,,,sp.,,,,Triloculina sp.,benthic_forams,Triloculina,
,,Triloculina,,,cf.,trihedra,,,,Triloculina cf. trihedra,benthic_forams,Triloculina cf. trihedra,
,?,Trochammina,,,,sp.,,,,? Trochammina sp.,benthic_forams,Trochamminas? sp.,
,?,Trochamminoides,,,,sp.,,,,? Trochamminoides sp.,benthic_forams,Trochamminoides? sp.,
Textulariia indet.,,,,,,,,,,Textulariia indet.,benthic_forams,Tube-shaped agglutinated form.,Tube-shaped agglutinated form
,,Turrilina,,,,sp.,,,,Turrilina sp.,benthic_forams,Turrilina sp. indet.,
Textulariia indet.,,,,,,,,,,Textulariia indet.,benthic_forams,Undifferentiated agglutinate,Undifferentiated agglutinate
,,Uvigerina,,,cf.,peregrina,,,,Uvigerina cf. peregrina,benthic_forams,Uvigerina cf. peregrina,
,,Uvigerina,,,,peregrina,,pradyiana,,Uvigerina peregrina pradyiana,benthic_forams,Uvigerina peregrina pradyiana,
,,Uvigerina,,,,pliozea,,,,Uvigerina pliozea,benthic_forams,Uvigerina pliozea,
,,Uvigerina,,,,rodleyi,,,,Uvigerina rodleyi,benthic_forams,Uvigerina rodleyi,
,,Vaginulina,,,,sp.,,,,Vaginulina sp.,benthic_forams,Vaginulina,
,,Vaginulinopsis,,,,sp.,,,,Vaginulinopsis sp.,benthic_forams,Vaginulinopsis,
,,Valvulammina,,,,sp.,,,,Valvulammina sp.,benthic_forams,Valvalammina sp.,
,,Valvulina,,,,spinosa,,,,Valvulina spinosa,benthic_forams,Valvulina spinosa,
,,Veleroninoides,,,,jeffreysii,,,,Veleroninoides jeffreysii,benthic_forams,Velereninoides jeffreysii,
,,Veleroninoides,,,,sp.,,,,Veleroninoides sp.,benthic_forams,Veleronoides sp.,
,,Virgulopsis,,,,sp.,,,,Virgulopsis sp.,benthic_forams,Virgulopsis,
,,Virgulopsis,,,,petiae,,,,Virgulopsis petiae,benthic_forams,Virgulopsis petiae,
,,Virgulopsis,,,,turris,,,,Virgulopsis turris,benthic_forams,Virgulopsis turris,
,,Vulvulina,,,cf.,granulosa,,,,Vulvulina cf. granulosa,benthic_forams,Vulvulina cf. granulosa,
,,Achnanthes,,,,lanceolatum,,,,Achnanthes lanceolatum,diatoms,Achnanthes lanceolatum,
,,Actinocyclus,,,,sp. 1,,,,Actinocyclus sp. 1,diatoms,Actinocyclus sp. 1,
,,Actinocyclus,,,,sp. 2,,,,Actinocyclus sp. 2,diatoms,Actinocyclus sp. 2,
,,Actinocyclus,,,,sp. 1,,,,Actinocyclus sp. 1,diatoms,Actinocyclus sp.1,
,,Actinocyclus,,,,curvatulus,,,,Actinocyclus curvatulus,diatoms,Actinocycluscurvatulus,
,,Actinocyclus,,,,actinochilus,,,,Actinocyclus actinochilus,diatoms,Actinocylus actinochilus,
,,Actinocyclus,,,,karstenii,,,,Actinocyclus karstenii,diatoms,Actinocylus karstenii,
,,Actinoptychus,,,,senarius,,,,Actinoptychus senarius,diatoms,Actinoptycus senarius,
,,Amphora,,,,spp.,,,,Amphora spp.,diatoms,Amphora spp.,
,,Asteromphalus,,,,darwinii,,,,Asteromphalus darwinii,diatoms,Asteromphalus darwinii in Koizumi 1968,Asteromphalus darwinii in Koizumi 1968
,,Asteromphalus,,,,brookei,,,,Asteromphalus brookei,diatoms,Astromphalus brookei,
,,Azpeitia,,,cf.,tabularis,,,,Azpeitia cf. tabularis,diatoms,Azpeitia cf. tabularis,
,,Chaetoceros,,,,furcellatum,,,spores,Chaetoceros furcellatum (spores),diatoms,Chaetoceros furcellatum spores,
,,Chaetoceros,,,,resting,,,resting spore,Chaetoceros resting (resting spore),diatoms,Chaetoceros resting spore,
,,Chaetoceros,,,,resting,,,resting spore,Chaetoceros resting (resting spore),diatoms,Chaetoceros resting spores,
