Any taxon above genus,genus modifier,genus name,subgenera modifier,subgenera name,species modifier,species name,subspecies modifier,subspecies name,non-taxa descriptor,normalized_name,taxon_group,verbatim_name,comments
,,Sphenolithus,,,,aubryae,,,,Sphenolithus aubryae,nannofossils,Sphenolithus aubryae,
,,Sphenolithus,,,cf.,abies,,,,Sphenolithus cf. abies,nannofossils,Sphenolithus cf. abies,
,,Sphenolithus,,,cf.,belemnos,,,,Sphenolithus cf. belemnos,nannofossils,Sphenolithus cf. belemnos,
,,Sphenolithus,,,cf.,delphix,,,,Sphenolithus cf. delphix,nannofossils,Sphenolithus cf. delphix,
,,Sphenolithus,,,cf.,neoabies,,,,Sphenolithus cf. neoabies,nannofossils,Sphenolithus cf. neoabies,
,,Sphenolithus,,,,compactus,,,,Sphenolithus compactus,nannofossils,Sphenolithus compactus,
,,Sphenolithus,,,,hetermorphus,,,,Sphenolithus hetermorphus,nannofossils,Sphenolithus hetermorphus,
,,Transversipontis,,,,pulcheroides,,,,Transversipontis pulcheroides,nannofossils,Transversipontis pulcheroides,
,,Umbilicosphaera,,,cf.,rotula,,,,Umbilicosphaera cf. rotula,nannofossils,Umbilicosphaera cf. rotula,
,,Umbilicosphaera,,,,jafarii,,,,Umbilicosphaera jafarii,nannofossils,Umbilicosphaera jafarii,
,,Reticulofenestra spp.,,,,spp.,,,,Reticulofenestra spp. spp.,nannofossils,small reticlofenestrids,small
,,Pseudocythere,,,,caudata,,,,Pseudocythere caudata,ostracods,Pseudocythere caudata,
Ostracoda indet.,,,,,,,,,,Ostracoda indet.,ostracods,ostracod,
Bryozoa indet.,,,,,,,,,,Bryozoa indet.,other,Bryozoan fragments,fragments
Echinoidea indet.,,,,,,,,,,Echinoidea indet.,other,Echinoid fragments indet.,fragments
Echinoidea indet.,,,,,,,,,,Echinoidea indet.,other,Echinoid plate fragments,plate
Echinoidea indet.,,,,,,,,,,Echinoidea indet.,other,Echinoid spines,spines
"""Fish scales""",,,,,,,,,,"""Fish scales""",other,Fish scales,
"""Fish teeth""",,,,,,,,,,"""Fish teeth""",other,Fish teeth,
Holothuriidae indet.,,,,,,,,,,Holothuriidae indet.,other,Holothurian spicules,spicules
Bivalvia indet.,,,,,,,,,,Bivalvia indet.,other,Microbivalves,Microbivalves
Gastropoda indet.,,,,,,,,,,Gastropoda indet.,other,Microgastropods,Microgastropods
Ostracoda indet.,,,,,,,,,,Ostracoda indet.,other,Ostracods,
"""Otoliths""",,,,,,,,,,"""Otoliths""",other,Otoliths,
Radiolaria indet.,,,,,,,,,,Radiolaria indet.,other,Radiolarians,
Bivalvia indet.,,,,,,,,,,Bivalvia indet.,other,Shell (bivalve) fragments,fragments
Gastropoda indet.,,,,,,,,,,Gastropoda indet.,other,Shell (gastropod) fragments,fragments
Scaphopoda indet.,,,,,,,,,,Scaphopoda indet.,other,Shell (scaphopod) fragments,fragments
Chlorophyceae indet.,,,,,,,,,Botryococcus + Pediastrum,Chlorophyceae indet. (Botryococcus + Pediastrum),palynology,Botryococcus + Pediastrum,
,,Halodinium,,,,,,,,Halodinium,palynology,Hallodinium,
"""Undifferentiated pollen from herbs""",,,,,,,,,,"""Undifferentiated pollen from herbs""",palynology,Herbs,
Chlorophyceae indet.,,,,,,,,,Pediastrum + Botryococcus,Chlorophyceae indet. (Pediastrum + Botryococcus),palynology,Pediastrum + Botryococcus,
"""Undifferentiated pollen""",,,,,,,,,,"""Undifferentiated pollen""",palynology,Pollen,
"""Undifferentiated pollen from herbs""",,,,,,,,,,"""Undifferentiated pollen from herbs""",palynology,Pollen (herbs),
"""Undifferentiated pollen from shrubs""",,,,,,,,,,"""Undifferentiated pollen from shrubs""",palynology,Pollen (shrubs),
"""Undifferentiated pollen from trees""",,,,,,,,,,"""Undifferentiated pollen from trees""",palynology,Pollen (trees),
"""Reworked palynomorphs""",,,,,,,,,,"""Reworked palynomorphs""",palynology,Reworked palynomorphs,
"""Undifferentiated pollen from shrubs""",,,,,,,,,,"""Undifferentiated pollen from shrubs""",palynology,Shrubs,
"""Undifferentiated spores from moss or ferns""",,,,,,,,,,"""Undifferentiated spores from moss or ferns""",palynology,Spores (moss&fern),
Pteridophyta indet.,,,,,,,,,,Pteridophyta indet.,palynology,Spores of Pteridophytes,spores
,,Sphagnum,,,,sp.,,,,Sphagnum sp.,palynology,Spores of Sphagnum,spores
Pteridophyta indet.,,,,,,,,,,Pteridophyta indet.,palynology,Spores of pteridophytes,spores
"""Undifferentiated pollen from trees""",,,,,,,,,,"""Undifferentiated pollen from trees""",palynology,Trees,
,,Acarinina,,,cf.,medizzi,,,,Acarinina cf. medizzi,planktic_forams,Acarinina cf. medizzi,
,,Beella,,,,spp.,,,,Beella spp.,planktic_forams,Beella spp.,
,,Bolboforma,,,s.s.,metzmacheri,,,,Bolboforma s.s. metzmacheri,planktic_forams,Bolboforma metzmacheri s.s.,
,,Bolboforma,,,,reticulata,,,,Bolboforma reticulata,planktic_forams,Bolboforma reticulata,
,,Bolboforma,,,,robusta,,,,Bolboforma robusta,planktic_forams,Bolboforma robusta,
,,Bolboforma,,,,sp.,,,,Bolboforma sp.,planktic_forams,Bolboforma sp.,
Bryozoa indet.,,,,,,,,,,Bryozoa indet.,planktic_forams,Bryozoa fragments,fragments
,,Catapsydrax,,,,spp.,,,,Catapsydrax spp.,planktic_forams,Catapsydrax spp.,
,,Chiloguembelina,,,,otara,,,,Chiloguembelina otara,planktic_forams,Chiloguembelina otara,
,,Clavatorella,,,?,sturanii,,,,Clavatorella ? sturanii,planktic_forams,Clavatorella sturanii?,
,,Clavigerinella,,,,eocenica,,,,Clavigerinella eocenica,planktic_forams,Clavigerinella eocenica,
,,Clavigerinella,,,,spp.,,,,Clavigerinella spp.,planktic_forams,Clavigerinella spp. (fragments),fragments
,,Dentoglobigerina,,,,subdehiscens,,,,Dentoglobigerina subdehiscens,planktic_forams,Dentoglobigerina subdehiscens,
,,Dentoglobigerina,,,s.s.,tripartita,,,,Dentoglobigerina s.s. tripartita,planktic_forams,Dentoglobigerina tripartita s.s.,
,,Globigerina,,,,brazeri,,,,Globigerina brazeri,planktic_forams,Globigerina brazeri,
,,Globigerina,,,,officianilis,,,,Globigerina officianilis,planktic_forams,Globigerina officianilis,
,,Globigerina,,,,spp.,,,,Globigerina spp.,planktic_forams,Globigerina spp.,
,,Globigerinella,,,,sp.,,,,Globigerinella sp.,planktic_forams,Globigerinella sp.,
,,Globigerinoides,,,,spp.,,,,Globigerinoides spp.,planktic_forams,Globigerinoides spp.,
,,Globigerinoides,,,,triloba,,,,Globigerinoides triloba,planktic_forams,Globigerinoides triloba,
,,Globoconella,,,,puncticuloides,,,,Globoconella puncticuloides,planktic_forams,Globoconella cf. puncticuloides,
,,Globoconella,,,,conica,,,,Globoconella conica,planktic_forams,Globoconella conica,
,,Globoconella,,,,incognita,,,,Globoconella incognita,planktic_forams,Globoconella incognita,
,,Globoconella,,,,inflata,,triangula,,Globoconella inflata triangula,planktic_forams,Globoconella inflata triangula,
,,Globoconella,,,,puncticuloides,,,,Globoconella puncticuloides,planktic_forams,Globoconella puncticuloides,
,,Globoconella,,,,sp.,,,,Globoconella sp.,planktic_forams,Globoconella sp.,
,,Globoconella,,,,subconomiozea,,,,Globoconella subconomiozea,planktic_forams,Globoconella subconomiozea,
,,Globoconella,,,cf.,triangula,,,,Globoconella cf. triangula,planktic_forams,Globoconella triangula (cf.),
,,Globoquadrina,,,,euapertura,,,,Globoquadrina euapertura,planktic_forams,Globoquadrina euapertura,
,,Globoquadrina,,,,spp.,,,,Globoquadrina spp.,planktic_forams,Globoquadrina spp.,
,,Globoquadrina,,,,rohri,,,,Globoquadrina rohri,planktic_forams,Globoquardina rohri,
,,Globorotalia,,Fohsella,,,,"""praefohsi""",,"Globorotalia Fohsella ""praefohsi""",planktic_forams,"Globorotalia (Fohsella) ""praefohsi""",
,,Globorotalia,,Fohsella,,,,fohsi,,Globorotalia Fohsella fohsi,planktic_forams,Globorotalia (Fohsella) fohsi fohsi,
,,Globorotalia,,Fohsella,,,,fohsi,,Globorotalia Fohsella fohsi,planktic_forams,Globorotalia (Fohsella) fohsi lobata,
,,Globorotalia,,Fohsella,,,,“praefohsi”,,Globorotalia Fohsella “praefohsi”,planktic_forams,Globorotalia (Fohsella) “praefohsi”,
,,Globorotalia,,Globoconella,,,,panda,,Globorotalia Globoconella panda,planktic_forams,Globorotalia (Globoconella) panda,
,,Globorotalia,,Globoconella,,,,praesctula,,Globorotalia Globoconella praesctula,planktic_forams,Globorotalia (Globoconella) praesctula,
,,Globorotalia,,Menardella,,,,menardii,,Globorotalia Menardella menardii,planktic_forams,Globorotalia (Men ardella) menardii,
,,Globorotalia,,Menardella,,,,archaeomenardii,,Globorotalia Menardella archaeomenardii,planktic_forams,Globorotalia (Menardella) archaeomenardii,
,,Globorotalia,,Menardella,,,,exilis-pertenuis,,Globorotalia Menardella exilis-pertenuis,planktic_forams,Globorotalia (Menardella) exilis-pertenuis,
,,Globorotalia,,Menardella,,,,spp.,,Globorotalia Menardella spp.,planktic_forams,Globorotalia (Menardella) spp.,
,,Globoturborotalita,,,,anguliofficinalis,,,,Globoturborotalita anguliofficinalis,planktic_forams,Globoturborotalita anguliofficinalis,
,,Globoturborotalita,,,,brazeri,,,,Globoturborotalita brazeri,planktic_forams,Globoturborotalita brazeri,
,,Globoturborotalita,,,,ouachitaensis,,,,Globoturborotalita ouachitaensis,planktic_forams,Globoturborotalita ouachitaensis,
,,Hirsutella,,,,hirsuta,,,dextral,Hirsutella hirsuta (dextral),planktic_forams,Hirsutella hirsuta (D),
,,Hirsutella,,,,sp.,,,,Hirsutella sp.,planktic_forams,Hirsutella sp.,
,,Hirsutella,,,,theyeri,,,,Hirsutella theyeri,planktic_forams,Hirsutella theyeri,
Mollusca indet.,,,,,,,,,,Mollusca indet.,planktic_forams,Micro mollusks,
Mollusca indet.,,,,,,,,,,Mollusca indet.,planktic_forams,Micro-mollusks,
,,Neogloboquadrina,,,,deutertrei,,,,Neogloboquadrina deutertrei,planktic_forams,Neogloboquadrina deutertrei,
,,Neogloboquadrina,,,,dutertrei,,,dextral,Neogloboquadrina dutertrei (dextral),planktic_forams,Neogloboquadrina dutertrei (D),
,,Neogloboquadrina,,,,dutertrei,,,sinistral,Neogloboquadrina dutertrei (sinistral),planktic_forams,Neogloboquadrina dutertrei (S),
,,Paragloborotalia,,,s.l.,mayeri,,,,Paragloborotalia s.l. mayeri,planktic_forams,Paragloborotalia mayeri s.l.,
,,Paragloborotalia,,,,opima/nana,,,,Paragloborotalia opima/nana,planktic_forams,Paragloborotalia opima-nana transition,Paragloborotalia opima-nana transition
,,Paragloborotalia,,,,pseudocontuosa,,,,Paragloborotalia pseudocontuosa,planktic_forams,Paragloborotalia pseudocontuosa,
,,Paragloborotalia,,,,siakensis/mayeri,,,,Paragloborotalia siakensis/mayeri,planktic_forams,Paragloborotalia siakensis/mayeri,
,,Paragloborotalia,,,,spp.,,,,Paragloborotalia spp.,planktic_forams,Paragloborotalia spp.,
,,Paragloborotalia,,,,spp.,,,,Paragloborotalia spp.,planktic_forams,"Parasubbotina varianta
Paragloborotalia spp.",
,,Praeorbulina,,,,spp.,,,,Praeorbulina spp.,planktic_forams,Praeorbulina spp. fragments,fragments
,,Pulleniatina,,,,spp.,,,,Pulleniatina spp.,planktic_forams,Pulleniatina spp.,
Mollusca indet.,,,,,,,,,,Mollusca indet.,planktic_forams,Shell fragments,shell fragments
,,Sphaeroidinellopsis,,,,disjuncta,,,,Sphaeroidinellopsis disjuncta,planktic_forams,Spharoidinellopsis disjuncta,
,,Subbotina,,,,eoceana,,,,Subbotina eoceana,planktic_forams,Subbotina eoceana,
,,Subbotina,,,,spp.,,,,Subbotina spp.,planktic_forams,Subbotina spp.,
,,Tenuitellinata,,,,angustiumbilicata,,,,Tenuitellinata angustiumbilicata,planktic_forams,Tenuitellinata angustiumbilicata,
,,Tenuitella,,,,spp.,,,,Tenuitella spp.,planktic_forams,Tenuitutella spp.,
,,Truncorotalia,,,,crassacarina,,,,Truncorotalia crassacarina,planktic_forams,Truncorotalia crassacarina,
,,Truncorotalia,,,,crassacarina,,,dextral,Truncorotalia crassacarina (dextral),planktic_forams,Truncorotalia crassacarina (D),
,,Truncorotalia,,,,crassacarina,,,sinistral,Truncorotalia crassacarina (sinistral),planktic_forams,Truncorotalia crassacarina (S),
,,Truncorotalia,,,,crassaformis,,,dextral,Truncorotalia crassaformis (dextral),planktic_forams,Truncorotalia crassaformis (D),
,,Truncorotalia,,,,crassaformis,,,sinistral,Truncorotalia crassaformis (sinistral),planktic_forams,Truncorotalia crassaformis (S),
,,Truncorotalia,,,,crassula,,,dextral,Truncorotalia crassula (dextral),planktic_forams,Truncorotalia crassula (D),
,,Truncorotalia,,,,crassula,,,sinistral,Truncorotalia crassula (sinistral),planktic_forams,Truncorotalia crassula (S),
,,Truncorotalia,,,,truncatulinoides,,,dextral,Truncorotalia truncatulinoides (dextral),planktic_forams,Truncorotalia truncatulinoides (D),
,,Truncorotalia,,,,truncatulinoides,,,sinistral,Truncorotalia truncatulinoides (sinistral),planktic_forams,Truncorotalia truncatulinoides (S),
,,Truncorotalia,,,,viola,,,dextral,Truncorotalia viola (dextral),planktic_forams,Truncorotalia viola (D),
,,Truncorotalia,,,,viola,,,sinistral,Truncorotalia viola (sinistral),planktic_forams,Truncorotalia viola (S),
,,Turborotalia,,,,increbescans,,,,Turborotalia increbescans,planktic_forams,Turborotalia increbescans,
,,Turborotalia,,,,spp.,,,,Turborotalia spp.,planktic_forams,Turborotalia spp.,
,,Turborotalita,,,,ciperoensis,,,,Turborotalita ciperoensis,planktic_forams,Turborotalita ciperoensis,
,,Turborotalita,,,,spp.,,,,Turborotalita spp.,planktic_forams,Turborotalita spp.,
,,Zeaglobigerina,,,,connecta,,,,Zeaglobigerina connecta,planktic_forams,Zeaglobierina connecta,
,,Zeaglobigerina,,,,druryi,,,,Zeaglobigerina druryi,planktic_forams,Zeaglobierina druryi,
,,Zeaglobigerina,,,,euapertura,,,,Zeaglobigerina euapertura,planktic_forams,Zeaglobierina euapertura,
,,Zeaglobigerina,,,,nepenthes,,,,Zeaglobigerina nepenthes,planktic_forams,Zeaglobierina nepenthes,
,,Zeaglobigerina,,,,woodi,,,,Zeaglobigerina woodi,planktic_forams,Zeaglobierina woodi,
,,Zeaglobigerina,,,,brevis,,,,Zeaglobigerina brevis,planktic_forams,Zeaglobigerina brevis,
,,Centrobotris,,,,petrushevskayae,,,,Centrobotris petrushevskayae,radiolarians,Centrobotris petrushevskayae,
,,Nephrospyris,,,,renila,,,,Nephrospyris renila,radiolarians,Nephrospyris renila,
,,Spongodiscus,,,,sp.,,,,Spongodiscus sp.,radiolarians,Spongodiscus sp. (Ling 1973),(Ling 1973)
Dictyochaceae indet.,,,,,,,,,Aberrant Silicoflagellates,Dictyochaceae indet. (Aberrant Silicoflagellates),silicoflagellates,Aberrant Silicoflagellates,
Dictyochaceae indet.,,,,,,,,,Aberrant Silicoflagellates,Dictyochaceae indet. (Aberrant Silicoflagellates),silicoflagellates,Aberrant forms,
Dictyochaceae indet.,,,,,,,,,Aberrant Silicoflagellates,Dictyochaceae indet. (Aberrant Silicoflagellates),silicoflagellates,Aberrant silicoflagellates,
Dictyochaceae indet.,,,,,,,,,Aberrant Silicoflagellates,Dictyochaceae indet. (Aberrant Silicoflagellates),silicoflagellates,Aberrant silicoflaglelate skeletons,
,,Ammodochium,,,,rectangulare,,,,Ammodochium rectangulare,ebridians,Ammodochium rectangulare (Ebridian),
,,Bachmannocena,,,,apiculata,,,,Bachmannocena apiculata,silicoflagellates,Bachmannocena apiculata,
,,Corbisema,,,cf.,hastata,,cunicula,,Corbisema cf. hastata cunicula,silicoflagellates,Corbisema cf. hastata cunicula,
,,Dictyocha,,,,subarctios,,,,Dictyocha subarctios,silicoflagellates,Dic. subarctios,
,,Dictyocha,,,cf.,mandrai,,,,Dictyocha cf. mandrai,silicoflagellates,Dictyocha cf. mandrai,
,,Distephanus,,,,medianoctisol,,,,Distephanus medianoctisol,silicoflagellates,Dis. Medianoctisol,
,,Distephanus,,,,medianoctisol,,,(with short radial spines),Distephanus medianoctisol (with short radial spines),silicoflagellates,Dis. Medianoctisol (with short radial spines),
,,Distephanus,,,,octangulatus,,,,Distephanus octangulatus,silicoflagellates,Dis. octangulatus,
,,Distephanus,,,,octonarius,,,,Distephanus octonarius,silicoflagellates,Dis. octonarius,
,,Distephanus,,,,speculum,,,,Distephanus speculum,silicoflagellates,Dis. speculum,
,,Distephanus,,,,speculum,,,(with short radial spines),Distephanus speculum (with short radial spines),silicoflagellates,Dis. speculum (with short radial spines),
,,Distephanus,,,,medianoctisol,,,,Distephanus medianoctisol,silicoflagellates,Distephanus medianoctisol,
,,Distephanus,,,,medianoctisol,,,(with short radial spines),Distephanus medianoctisol (with short radial spines),silicoflagellates,Distephanus medianoctisol (with short radial spines),
,,Distephanus,,,,medianoctisol,,,(with short radial spines),Distephanus medianoctisol (with short radial spines),silicoflagellates,Distephanus medianoctisol with short radial spines,
,,Distephanus,,,,medianoctisol,,,(with short spines),Distephanus medianoctisol (with short spines),silicoflagellates,Distephanus medianoctisol with short spines,
,,Distephanus,,,,slavincii,,,,Distephanus slavincii,silicoflagellates,Distephanus slavincii,
,,Distephanus,,,,speculum,,,(with short radial spines),Distephanus speculum (with short radial spines),silicoflagellates,Distephanus speculum (with short radial spines),
,,Distephanus,,,,speculum,,,(with short radial spine),Distephanus speculum (with short radial spine),silicoflagellates,Distephanus speculum with short radial spine,
,,Distephanus,,,,speculum,,,(with short radial spines),Distephanus speculum (with short radial spines),silicoflagellates,Distephanus speculum with short radial spines,
,,Ebria,,,,tripartita,,,,Ebria tripartita,ebridians,Ebria tripartita,
,,Ebriopsis,,,,antiqua,,antiqua,,Ebriopsis antiqua antiqua,ebridians,Ebriopsis antiqua antiqua (ebridian),
