name,pbdb_taxon_id,taxon_group,verbatim_name,comment
Globoconella miozea,103797,planktic_forams,Globoconella miozea,
Globoconella mons,103797,planktic_forams,Globoconella mons,
Globoconella pliozea,103797,planktic_forams,Globoconella pliozea,
Globoconella praescitula,103797,planktic_forams,Globoconella praescitula,
Globoconella pseudospinosa,103797,planktic_forams,Globoconella pseudospinosa,
Globoconella puncticulata,103797,planktic_forams,Globoconella puncticulata,
Globoconella puncticuloides,103797,planktic_forams; planktic_forams,Globoconella puncticuloides; Globoconella cf. puncticuloides,
Globoconella puncticuloides (compressed),103797,planktic_forams,Globoconella puncticuloides (compressed),
Globoconella puncticuloides (vaulted),103797,planktic_forams,Globoconella puncticuloides (vaulted),
Globoconella s.l. miozea,103797,planktic_forams,Globoconella miozea (s.l),
Globoconella sp.,103797,planktic_forams,Globoconella sp.,
Globoconella sphericomiozea,103797,planktic_forams,Globoconella sphericomiozea,
Globoconella subconomiozea,103797,planktic_forams,Globoconella subconomiozea,
Globoconella triangula,103797,planktic_forams,Globoconella triangula,
Globoconella zealandica,103797,planktic_forams,Globoconella zealandica,
Globoconusa daubjergensis,1515,planktic_forams,Globoconusa daubjergensis,
Globoquadrina altispira altispira,1518,planktic_forams,Globoquadrina altispira altispira,
Globoquadrina altispira globosa,1518,planktic_forams,Globoquadrina altispira globosa,
Globoquadrina baroemoenensis,1518,planktic_forams; planktic_forams,Globoquadrina baroemoenensis; Globoquadrina baroemoensis,
Globoquadrina binaiensis,1518,planktic_forams,Globoquadrina binaiensis,
Globoquadrina cf. binaiensis,1518,planktic_forams,Globoquadrina cf. binaiensis,
Globoquadrina conglomerata,1518,planktic_forams,Globoquadrina conglomerata,
Globoquadrina dehiscens,1518,planktic_forams; planktic_forams; planktic_forams,Globoquadrina dehiscens; Globoquadrina dehiscens _B and T_; Globoquadrina dehiscens _B and T,
Globoquadrina dehiscens dehiscens,1518,planktic_forams,Globoquadrina dehiscens dehiscens,
Globoquadrina euapertura,1518,planktic_forams,Globoquadrina euapertura,
Globoquadrina globularis,1518,planktic_forams,Globoquadrina globularis,
Globoquadrina praedehiscens,1518,planktic_forams,Globoquadrina praedehiscens,
Globoquadrina rohri,1518,planktic_forams; planktic_forams,Globoquadrina rohri; Globoquardina rohri,genus misspelled
Globoquadrina sellii,1518,planktic_forams,Globoquadrina sellii,
Globoquadrina spp.,1518,planktic_forams,Globoquadrina spp.,
Globoquadrina tapurensis,1518,planktic_forams,Globoquadrina tapurensis,
Globoquadrina tripartita,1518,planktic_forams,Globoquadrina tripartita,
Globoquadrina venezuelana,1518,planktic_forams,Globoquadrina venezuelana,
"Globorotalia Fohsella ""praefohsi""",1521,planktic_forams,"Globorotalia (Fohsella) ""praefohsi""",
Globorotalia Fohsella fohsi,1521,planktic_forams,Globorotalia (Fohsella) fohsi,
Globorotalia Fohsella fohsi fohsi,1521,planktic_forams,Globorotalia (Fohsella) fohsi fohsi,
Globorotalia Fohsella fohsi lobata,1521,planktic_forams; planktic_forams,Globorotalia (Forsella) fohsi lobata; Globorotalia (Fohsella) fohsi lobata,
Globorotalia Fohsella fohsi robusta,1521,planktic_forams,Globorotalia (Fohsella) fohsi robusta,
Globorotalia Fohsella peripheroacuta,1521,planktic_forams,Globorotalia (Fohsella) peripheroacuta,
Globorotalia Fohsella peripheroronda,1521,planktic_forams,Globorotalia (Fohsella) peripheroronda,
Globorotalia Fohsella praefohsi,1521,planktic_forams,Globorotalia (Fohsella) praefohsi,
Globorotalia Fohsella “praefohsi”,1521,planktic_forams,Globorotalia (Fohsella) “praefohsi”,
Globorotalia Globoconella conoidea,1521,planktic_forams; planktic_forams,Globorotalia (Globoconella) conoidea; Globorotalia (Globorotalia) conoidea,
Globorotalia Globoconella inflata,1521,planktic_forams,Globorotalia (Globoconella) inflata,
Globorotalia Globoconella merotumida,1521,planktic_forams,Globorotalia (Globorotalia) merotumida,
Globorotalia Globoconella miozea,1521,planktic_forams,Globorotalia (Globoconella) miozea,
Globorotalia Globoconella panda,1521,planktic_forams,Globorotalia (Globoconella) panda,
Globorotalia Globoconella praesctula,1521,planktic_forams,Globorotalia (Globoconella) praesctula,
Globorotalia Globoconella puncticulata,1521,planktic_forams,Globorotalia (Globoconella) puncticulata,
Globorotalia Globoconella tumida flexosa,1521,planktic_forams,Globorotalia (Globorotalia) tumida flexosa,
Globorotalia Globoconella tumida tumida,1521,planktic_forams,Globorotalia (Globorotalia) tumida tumida,
Globorotalia Hirsutella cibaoenisis,1521,planktic_forams,Globorotalia (Hirsutella) cibaoenisis,
Globorotalia Hirsutella hirsuta,1521,planktic_forams,Globorotalia (Hirsutella) hirsuta,
Globorotalia Hirsutella margaritae,1521,planktic_forams,Globorotalia (Hirsutella) margaritae,
Globorotalia Hirsutella praemargaritae,1521,planktic_forams,Globorotalia (Hirsutella) praemargaritae,
Globorotalia Hirsutella scitula,1521,planktic_forams,Globorotalia (Hirsutella) scitula,
Globorotalia Menardella archaeomenardii,1521,planktic_forams,Globorotalia (Menardella) archaeomenardii,
Globorotalia Menardella archeomenardii,1521,planktic_forams,Globorotalia (Menardella) archeomenardii,
Globorotalia Menardella cultrata,1521,planktic_forams,Globorotalia (Menardella) cultrata,
Globorotalia Menardella exilis,1521,planktic_forams,Globorotalia (Menardella) exilis,
Globorotalia Menardella exilis-pertenuis,1521,planktic_forams,Globorotalia (Menardella) exilis-pertenuis,
Globorotalia Menardella fimbriata,1521,planktic_forams,Globorotalia (Menardella) fimbriata,
Globorotalia Menardella limbata,1521,planktic_forams,Globorotalia (Menardella) limbata,
Globorotalia Menardella menardii,1521,planktic_forams; planktic_forams,Globorotalia (Men ardella) menardii; Globorotalia (Menardella) menardii,
Globorotalia Menardella multicamerata,1521,planktic_forams,Globorotalia (Menardella) multicamerata,
Globorotalia Menardella pertenuis,1521,planktic_forams,Globorotalia (Menardella) pertenuis,
Globorotalia Menardella praemenardii,1521,planktic_forams,Globorotalia (Menardella) praemenardii,
Globorotalia Menardella spp.,1521,planktic_forams,Globorotalia (Menardella) spp.,
Globorotalia Truncorotalia crossaformis,1521,planktic_forams,Globorotalia (Truncorotalia) crossaformis,
Globorotalia Truncorotalia tosaensis,1521,planktic_forams,Globorotalia (Truncorotalia) tosaensis,
Globorotalia Truncorotalia truncatulinoides,1521,planktic_forams,Globorotalia (Truncorotalia) truncatulinoides,
Globorotalia acrostoma,1521,planktic_forams,Globorotalia acrostoma,
Globorotalia anfracta,1521,planktic_forams,Globorotalia anfracta,
Globorotalia archeomenardii,1521,planktic_forams; planktic_forams; planktic_forams,Globorotalia archeomenardii _T and B; Globorotalia archeomenardii _T and B_; Globorotalia archeomenardii,
Globorotalia bermudezi,1521,planktic_forams,Globorotalia bermudezi,
Globorotalia birnageae,1521,planktic_forams,Globorotalia birnageae,
Globorotalia cf. crassula,1521,planktic_forams,Globorotalia cf. crassula,
Globorotalia challengeri,1521,planktic_forams,Globorotalia challengeri,
Globorotalia cibaoensis,1521,planktic_forams; planktic_forams; planktic_forams,Globorotalia cibaoensis _T and B_ _PL1b_; Globorotalia cibaoensis _T and B_ _PL1b; Globorotalia cibaoensis,
Globorotalia conica,1521,planktic_forams,Globorotalia conica,
Globorotalia conoidea,1521,planktic_forams,Globorotalia conoidea,
Globorotalia conomiozea,1521,planktic_forams,Globorotalia conomiozea,
Globorotalia continuosa,1521,planktic_forams,Globorotalia continuosa,
Globorotalia continuousa,1521,planktic_forams,Globorotalia continuousa,
Globorotalia crassaformis,1521,planktic_forams; planktic_forams; planktic_forams,Globorotalia crassaformis _B_; Globorotalia crassaformis _B; Globorotalia crassaformis,
Globorotalia crassaformis crassaformis,1521,planktic_forams,Globorotalia crassaformis crassaformis,
Globorotalia crassula,1521,planktic_forams,Globorotalia crassula,
Globorotalia decoraperta,1521,planktic_forams,Globorotalia decoraperta,
Globorotalia excelsa,1521,planktic_forams,Globorotalia excelsa _B_,
Globorotalia exilis,1521,planktic_forams,Globorotalia exilis,
Globorotalia fimbriata,1521,planktic_forams,Globorotalia fimbriata,
Globorotalia flexuosa,1521,planktic_forams; planktic_forams,Globorotalia flexuosa; Globorotalia flexuosa _T and B_,
Globorotalia fohsi fohsi,1521,planktic_forams,Globorotalia fohsi fohsi,
Globorotalia hessi,1521,planktic_forams; planktic_forams,Globorotalia hessi; Globorotalia hessi _B_,
Globorotalia hirsuta,1521,planktic_forams; planktic_forams,Globorotalia hirsuta _B_; Globorotalia hirsuta,
Globorotalia hirsuta (dextral),1521,planktic_forams,Globorotalia hirsuta (dex),
Globorotalia hirsuta (sinistral),1521,planktic_forams,Globorotalia hirsuta (sin),
Globorotalia humerosa,1521,planktic_forams,Globorotalia humerosa,
Globorotalia ichinosekiensis,1521,planktic_forams,Globorotalia ichinosekiensis,
Globorotalia ikbei,1521,planktic_forams,Globorotalia ikbei,
Globorotalia inflata,1521,planktic_forams,Globorotalia inflata,
Globorotalia iwaiensis,1521,planktic_forams,Globorotalia iwaiensis,
Globorotalia juanai,1521,planktic_forams; planktic_forams; planktic_forams,Globorotalia juanai _B_; Globorotalia juanai; Globorotalia juanai _B,
Globorotalia lenguaensis,1521,planktic_forams,Globorotalia lenguaensis,
Globorotalia limbata,1521,planktic_forams; planktic_forams; planktic_forams; planktic_forams,Globorotalia limbata _B; Globorotalia limbata _B_; Globorotalia limbata; Globorotalia limbata _T_,
Globorotalia margaritae,1521,planktic_forams; planktic_forams; planktic_forams,Globorotalia margaritae; Globorotalia margaritae _T and B_ _PL3; Globorotalia margaritae _T and B_ _PL3_,
Globorotalia mayeri,1521,planktic_forams,Globorotalia mayeri,
Globorotalia menardii,1521,planktic_forams,Globorotalia menardii,
Globorotalia menardii (dextral),1521,planktic_forams,Globorotalia menardii (dex),
Globorotalia menardii (sinistral),1521,planktic_forams,Globorotalia menardii (sin),
Globorotalia merotumida,1521,planktic_forams,Globorotalia merotumida,
Globorotalia miocenica,1521,planktic_forams,Globorotalia miocenica,
Globorotalia miotumida,1521,planktic_forams,Globorotalia miotumida,
Globorotalia miozea,1521,planktic_forams,Globorotalia miozea,
Globorotalia multicamerata,1521,planktic_forams; planktic_forams; planktic_forams,Globorotalia multicamerata _T; Globorotalia multicamerata; Globorotalia multicamerata _T_,
Globorotalia munda,1521,planktic_forams,Globorotalia munda,
Globorotalia peripheroacuta,1521,planktic_forams,Globorotalia peripheroacuta,
Globorotalia pertenuis,1521,planktic_forams; planktic_forams; planktic_forams,Globorotalia pertenuis; Globorotalia pertenuis _T and B_; Globorotalia pertenuis _T_,
Globorotalia plesiotumida,1521,planktic_forams; planktic_forams; planktic_forams; planktic_forams,Globorotalia plesiotumida; Globorotalia plesiotumida _T; Globorotalia plesiotumida _B_ _M13b_; Globorotalia plesiotumida _T_,
Globorotalia pliozea,1521,planktic_forams,Globorotalia pliozea,
Globorotalia praehumerosa,1521,planktic_forams,Globorotalia praehumerosa,
Globorotalia praeinflata,1521,planktic_forams,Globorotalia praeinflata,
Globorotalia praemenardii,1521,planktic_forams,Globorotalia praemenardii,
Globorotalia praescitula,1521,planktic_forams,Globorotalia praescitula,
Globorotalia pseudomiocenica,1521,planktic_forams; planktic_forams; planktic_forams,Globorotalia pseudomiocenica _T_ _PL6; Globorotalia pseudomiocenica _T_ _PL6_; Globorotalia pseudomiocenica,
Globorotalia puncticulata,1521,planktic_forams,Globorotalia puncticulata,
Globorotalia ronda,1521,planktic_forams,Globorotalia ronda,
Globorotalia s.l. crassaformis,1521,planktic_forams,Globorotalia crassaformis sensu lato,
Globorotalia s.l. crassaformis (dextral),1521,planktic_forams,Globorotalia crassaformis s.l. (dex),
Globorotalia s.l. crassaformis (sinistral),1521,planktic_forams,Globorotalia crassaformis s.l. (sin),
Globorotalia scitula,1521,planktic_forams,Globorotalia scitula,
Globorotalia scitula (dextral),1521,planktic_forams,Globorotalia scitula (dex),
Globorotalia scitula (sinistral),1521,planktic_forams,Globorotalia scitula (sin),
Globorotalia semivera,1521,planktic_forams,Globorotalia semivera,
Globorotalia sp.,1521,planktic_forams,Globorotalia sp.,
Globorotalia sphericomiozea,1521,planktic_forams,Globorotalia sphericomiozea,
Globorotalia spp.,1521,planktic_forams,additional species: Grobolotalia spp.,genus misspelled
Globorotalia theyeri,1521,planktic_forams,Globorotalia theyeri,
Globorotalia tosaensis,1521,planktic_forams; planktic_forams; planktic_forams,Globorotalia tosaensis _T and B_ _Pt1b_; Globorotalia tosaensis; Globorotalia tosaensis _T and B_ _Pt1b,
Globorotalia truncatulinoides,1521,planktic_forams; planktic_forams; planktic_forams,Globorotalia truncatulinoides _B; Globorotalia truncatulinoides; Globorotalia truncatulinoides _B_,
Globorotalia truncatulinoides (dextral),1521,planktic_forams,Globorotalia truncatulinoides (dex),
Globorotalia truncatulinoides (sinistral),1521,planktic_forams,Globorotalia truncatulinoides (sin),
Globorotalia tumida,1521,planktic_forams; planktic_forams,Globorotalia tumida _B_ _PL1a_; Globorotalia tumida,
Globorotalia tumida flexuosa,1521,planktic_forams,Globorotalia tumida flexuosa,
Globorotalia ungulata,1521,planktic_forams,Globorotalia ungulata,
Globorotalia viola,1521,planktic_forams,Globorotalia viola,
Globorotalia zealandica,1521,planktic_forams,Globorotalia zealandica _B_,
Globorotalites conicus,1522,benthic_forams,Globorotalites conicus,
Globorotalites sp.,1522,benthic_forams; benthic_forams,Globorotalites; Globorotalites sp.,
Globorotaloides eovariabilis,1523,planktic_forams,Globorotaloides eovariabilis,
Globorotaloides hexagonus,1523,planktic_forams; planktic_forams,Globorotaloides hexagonus; Globorotaloides hexagona,
Globorotaloides quadrocameratus,1523,planktic_forams,Globorotaloides quadrocameratus,
Globorotaloides suteri,1523,planktic_forams,Globorotaloides suteri,
Globorotaloides testarugosa,1523,planktic_forams,Globorotaloides testarugosa,
Globorotaloides variabilis,1523,planktic_forams,Globorotaloides variabilis,
Globotruncana aegyptiaca,1526,planktic_forams,Globotruncana aegyptiaca,
Globotruncana arca,1526,planktic_forams,Globotruncana arca,
Globotruncana bulloides,1526,planktic_forams,Globotruncana bulloides,
Globotruncana lapparenti,1526,planktic_forams,Globotruncana lapparenti,
Globotruncana linneiana,1526,planktic_forams,Globotruncana linneiana,
Globotruncana morozovae,1526,planktic_forams,Globotruncana morozovae,
Globotruncana neotricarinata,1526,planktic_forams,Globotruncana neotricarinata,
Globotruncana orientalis,1526,planktic_forams,Globotruncana orientalis,
Globotruncana ventricosa,1526,planktic_forams,Globotruncana ventricosa,
Globotruncanella havanensis,1527,planktic_forams,Globotruncanella havanensis,
Globotruncanella petaloidea,1527,planktic_forams,Globotruncanella petaloidea,
Globotruncanita calcarata,1528,planktic_forams,Globotruncanita calcarata,
Globotruncanita elevata,1528,planktic_forams,Globotruncanita elevata,
Globotruncanita stuarti,1528,planktic_forams,Globotruncanita stuarti,
Globotruncanita stuartiformis,1528,planktic_forams,Globotruncanita stuartiformis,
Globoturborotalita anguliofficinalis,1529,planktic_forams,Globoturborotalita anguliofficinalis,
Globoturborotalita apertura,1529,planktic_forams; planktic_forams; planktic_forams; planktic_forams,"Globoturborotalita apertura (Cushman, 1918); Globoturborotalita apertura; Globoturborotalita apertura _T and B_; Globoturborotalita apertura _T and B",
Globoturborotalita brazeri,1529,planktic_forams,Globoturborotalita brazeri,
Globoturborotalita brazieri,1529,planktic_forams,Globoturborotalita brazieri,
Globoturborotalita connecta,1529,planktic_forams,Globoturborotalita connecta,
Globoturborotalita decoraperta,1529,planktic_forams; planktic_forams; planktic_forams,Globoturborotalita decoraperta _T and B_; Globoturborotalita decoraperta _T and B; Globoturborotalita decoraperta,
Globoturborotalita druryi,1529,planktic_forams,Globoturborotalita druryi,
Globoturborotalita nepenthes,1529,planktic_forams; planktic_forams; planktic_forams,Globoturborotalita nepenthes _T and B_ _PL2_; Globoturborotalita nepenthes; Globoturborotalita nepenthes _T and B_PL2 and M11,
Globoturborotalita obliquus,1529,planktic_forams,Globoturborotalita obliquus,
Globoturborotalita ouachitaensis,1529,planktic_forams,Globoturborotalita ouachitaensis,
Globoturborotalita rubescens,1529,planktic_forams,Globoturborotalita rubescens,
Globoturborotalita sp.,1529,planktic_forams,Glogoturborotalita sp.,
Globoturborotalita tenella,1529,planktic_forams,Globoturborotalita tenella,
Globoturborotalita woodi,1529,planktic_forams; planktic_forams,"Globoturborotalita woodi (Jenkins, 1960); Globoturborotalita woodi",
Globoturborotalita woodi connecta,1529,planktic_forams,Globoturborotalita woodi connecta,
Globulina gibba,1531,benthic_forams,Globulina gibba,
Globulina sp.,1531,benthic_forams; benthic_forams,Globurina; Globulina sp.,
Globulina spp.,1531,benthic_forams,Globulina spp.,
Globulotuba sp.,432132,benthic_forams,Globulotuba sp.,
Glomospira aff. charoides,1535,benthic_forams,Glomospira aff. charoides,
Glomospira challoides,1535,benthic_forams,Glomospira challoides,
Glomospira charoides,1535,benthic_forams,Glomospira charoides,
Glomospira goldialis,1535,benthic_forams,Glomospira goldialis,
Glomospira gordialis,1535,benthic_forams,Glomospira gordialis,
Glomospira irregularis,1535,benthic_forams,Glomospira irregularis,
Glomospira sp.,1535,benthic_forams,Glomospira sp.,
Glomospira spp.,1535,benthic_forams,Glomospira spp.,
Glomospirella sp.,1537,benthic_forams,Glomospirella,
Gomphonema olivacium,433679,diatoms,Gomphonema olivacium,
Gomphonema spp.,433679,diatoms; diatoms,Gonphonema spp.; Gomphonema spp.,genus misspelled
Gondwanaria deflandrei,432661,radiolarians,Gondwanaria deflandrei,
Gondwanaria dogieli,432661,radiolarians,additional species: Gondwanaria dogieli,
Gondwanaria japonica,432661,radiolarians,Gondwanaria japonica,
Goniothecium odontella,71254,diatoms,Goniothecium odontella,
Gorkaea spp.,87873,nannofossils,Gorkea spp.,
Grammatophora angulata,339276,diatoms,Grammatophora angulata,
Grammatophora arcunata,339276,diatoms,Grammatophora arcunata,
Grammatophora spp.,339276,diatoms,Grammatophora spp.,
Grantarhabdus coronadventis,87813,nannofossils,Grantarhabdus coronadventis,
Grigelis spp.,1550,benthic_forams,Grigelis spp.,
Gublerina rajagopalani,1556,planktic_forams,Gublerina rajagopalani,
Guembelitria cenomana,1557,planktic_forams,Guembelitria cenomana,
Guembelitria cretacea,1557,planktic_forams,Guembelitria cretacea,
Guembelitrioides nuttali,1559,planktic_forams,Guembelitrioides nuttali,
Guttulina communis,1563,benthic_forams,Guttulina communis,
Guttulina sp.,1563,benthic_forams,Guttulina sp.,
Guttulina spp.,1563,benthic_forams,Guttulina spp.,
Guttulina yabei,1563,benthic_forams,Guttulina yabei,
Gymnodinium catenatum,340075,dinoflagellates,Gymnodinium catenatum,
Gyroidina cf. broeckhiana,1566,benthic_forams,Gyroidina cf. broeckhiana,
Gyroidina danvillensis,1566,benthic_forams,Gyroidina danvillensis,
Gyroidina gemma,1566,benthic_forams,Gyroidina gemma,
Gyroidina neosoldanii,1566,benthic_forams,Gyroidina neosoldanii,
Gyroidina orbicularis,1566,benthic_forams; benthic_forams,Gyroidina orbicularis; Gyroidina obicularis,
Gyroidina sp.,1566,benthic_forams; benthic_forams,Gyroidina sp.; Gyroidina,
Gyroidina spp.,1566,benthic_forams,Gyroidina spp.,
Gyroidina zealandica,1566,benthic_forams,Gyroidina zealandica,
Gyroidinoides allani,1568,benthic_forams,Gyroidinoides allani,
Gyroidinoides altiformis,1568,benthic_forams; benthic_forams,Gyroidinoides altiformis; Gyroidinoides (or: Hansenisca) altiformis,
Gyroidinoides beisseli,1568,benthic_forams,Gyroidinoides beisseli,
Gyroidinoides depressus,1568,benthic_forams,Gyroidinoides depressus,
Gyroidinoides girardanus,1568,benthic_forams,Gyroidinoides girardanus,
Gyroidinoides globosus,1568,benthic_forams; benthic_forams,Gyroidinoides globosa; Gyroidinoides globosus,
Gyroidinoides lenticulus,1568,benthic_forams,Gyroidinoides lenticulus,
Gyroidinoides neosoldanii,1568,benthic_forams,Gyroidinoides neosoldanii,
Gyroidinoides nitidus,1568,benthic_forams,Gyroidinoides nitidus,
Gyroidinoides orbicularis,1568,benthic_forams,Gyroidinoides orbicularis,
Gyroidinoides planulatus,1568,benthic_forams,Gyroidinoides planulatus,
Gyroidinoides primitivus,1568,benthic_forams,Gyroidinoides primitivus,
Gyroidinoides soldanii,1568,benthic_forams,Gyroidinoides soldanii,
Gyroidinoides sp.,1568,benthic_forams; benthic_forams; benthic_forams,Gyroidinoides; Gyroidinoides sp. indet.; Gyroidinoides sp.,
Gyroidinoides sp. A,1568,benthic_forams,Gyroidinoides sp. A,
Gyroidinoides sp. B,1568,benthic_forams,Gyroidinoides sp. B,
Gyroidinoides sp. C,1568,benthic_forams,Gyroidinoides sp. C,
Gyroidinoides sp. D,1568,benthic_forams,Gyroidinoides sp. D,
Gyroidinoides spp.,1568,benthic_forams; benthic_forams,Gyroidinoides spp.; Gyroidinoides spp,
Gyroidinoides subangulatus,1568,benthic_forams,Gyroidinoides subangulatus,
Gyroidinoides zelandicus,1568,benthic_forams,Gyroidinoides zelandicus,
Haeuslerella finlayi,1572,benthic_forams,Haeuslella finlayi,genus misspelled
Haeuslerella morgani,1572,benthic_forams,Haeuslerella morgani,
Haeuslerella parri,1572,benthic_forams; benthic_forams,Haeuslerlella parri; Haeuslerella parri,genus misspelled
Haeuslerella pliocenica,1572,benthic_forams,Haeuslerella pliocenica,
Haeuslerella pukekiensis,1572,benthic_forams,Haeuslerella pukekiensis,
Haeuslerella sp.,1572,benthic_forams,Haeuslerella,
Halamphora costata,434225,diatoms,Halamphora costata,
Halamphora spp.,434225,diatoms,Halamphora spp.,
Haliommetta miocenica,432662,radiolarians,Haliommetta miocenica,
Halodinium sp.,453189,palynology,Hallodinium,Acritarcha
Hantkenina alabamensis,1580,planktic_forams,Hantkenina alabamensis,
Hantkenina australis,1580,planktic_forams,additional species: Hantkenina australis,
Hantkenina compressa,1580,planktic_forams,Hantkenina compressa,
Hantkenina dumblei,1580,planktic_forams,Hantkenina dumblei,
Hantkenina mexicana,1580,planktic_forams,Hantkenina mexicana,
Hantkenina sp.,1580,planktic_forams,Hantkenina sp.,
Hantkenina spp.,1580,planktic_forams,Hantkenina spp.,
Hanzawaia ammophila,1581,benthic_forams,Hanzawaia ammophila,
Hanzawaia bertheloti,1581,benthic_forams,Hanzawaia bertheloti,
Hanzawaia complanata,1581,benthic_forams,Hanzawaia complanata,
Hanzawaia concentrica,1581,benthic_forams,Hanzawaia concentrica,
Hanzawaia mantaensis,1581,benthic_forams,Hanzawaia mantaensis,
Hanzawaia rhodiensis,1581,benthic_forams,Hanzawaia rhodiensis,
Hanzawaia sp.,1581,benthic_forams,Hanzawaia sp.,
Hanzawaia spp.,1581,benthic_forams,Hanzawaia spp.,
Hanzawaia turgida,1581,benthic_forams,Hanzawaia turgida,
Haplophragmoides chapmani,1586,benthic_forams,Haplophragmoides chapmani,
Haplophragmoides sp.,1586,benthic_forams; benthic_forams,Haplophragmoides sp. indet.; Haplophragmoides sp.,
Haplophragmoides spp.,1586,benthic_forams,Haplophragmoides spp.,
Haplophragmoides suborbicularis,1586,benthic_forams,Haplophragmoides suborbicularis,
Haplophragmoides walteri,1586,benthic_forams,Haplophragmoides walteri,
Haqius circumradiatus,87785,nannofossils,Haqius circumradiatus,
Haslea sp.,432986,diatoms,Haslea sp.,
Hastigerina pelagica,1587,planktic_forams,Hastigerina pelagica,
Hastigerinoides subdigitata,1589,planktic_forams,Hastigerinoides subdigitata,
Hauerina spp.,1591,benthic_forams,Hauerina spp.,
Hauerinella inconstans,433663,benthic_forams,Hauerinella inconstans,"in PBDB but unaccepted - accepted as Cornuloculina (Burbach, 1886)"
Hayaster perplexus,424029,nannofossils,Hayaster perplexus,
Hayella challengeri,424278,nannofossils,Hayella challengeri,
Hayella situliformis,424278,nannofossils,Hayella situliformis,
Hayesites albiensis,87739,nannofossils,Hayesites albiensis,
Haynesina depressa,1594,benthic_forams,Haynesina depressa,
Haynesina depressula,1594,benthic_forams,Haynesina depressula,
Haynesina sp.,1594,benthic_forams,Haynesina sp.,
Hedbergella angolae,1596,planktic_forams,Hedbergella angolae,
Hedbergella delrioensis,1596,planktic_forams,Hedbergella delrioensis,
Hedbergella holmdelensis,1596,planktic_forams,Hedbergella holmdelensis,
Hedbergella implicata,1596,planktic_forams,Hedbergella implicata,
Hedbergella monmouthensis,1596,planktic_forams,Hedbergella monmouthensis,
Hedbergella planispira,1596,planktic_forams,Hedbergella planispira,
Hedbergella rischi,1596,planktic_forams,Hedbergella rischi,
Hedbergella simplex,1596,planktic_forams,Hedbergella simplex,
Hedbergella sp.,1596,planktic_forams,Hedbergella sp.,
Hedbergella wondersi,1596,planktic_forams,Hedbergella wondersi,
Hedera helix,237725,palynology,Hedera helix,
Helenea chiastia,87812,nannofossils,Helenea chiastia,
Helianthemum sp.,434993,palynology,Helianthemum,
Helicolithus compactus,443753,nannofossils,Helicolithus compactus,
Helicolithus trabeculatus,443753,nannofossils,Helicolithus trabeculatus,
Helicolithus trabeculatus (<7 um),443753,nannofossils,Helicolithus trabeculatus (<7 um),
Helicolithus turonicus,443753,nannofossils,Helicolithus turonicus,
Helicopontosphaera hyalina,424493,nannofossils,Helicopontosphaera hyalina,
Helicosphaera acuta,255396,nannofossils,Helicosphaera acuta,
Helicosphaera ampliaperta,255396,nannofossils,Helicosphaera ampliaperta,
Helicosphaera bramlettei,255396,nannofossils,Helicosphaera bramlettei,
Helicosphaera burkei,255396,nannofossils,Helicosphaera burkei,
Helicosphaera carteri,255396,nannofossils,Helicosphaera carteri,
Helicosphaera carteri var. walichii,255396,nannofossils,Helicosphaera carteri var. walichii,
Helicosphaera cf. euphratis,255396,nannofossils,Helicosphaera cf. euphratis,
Helicosphaera cf. intermedia,255396,nannofossils,Helicosphaera cf. intermedia,
Helicosphaera cf. sellii,255396,nannofossils,Helicosphaera cf. sellii,
Helicosphaera clarissima,255396,nannofossils,Helicosphaera clarissima,
Helicosphaera compacta,255396,nannofossils,Helicosphaera compacta,
Helicosphaera elongata,255396,nannofossils,Helicosphaera elongata,
Helicosphaera ethologa,255396,nannofossils,Helicosphaera ethologa,
Helicosphaera euphratis,255396,nannofossils,Helicosphaera euphratis,
Helicosphaera euphratis (<8 microns),255396,nannofossils,Helicosphaera euphratis (< 8 microns),
Helicosphaera granulata,255396,nannofossils,Helicosphaera granulata,
Helicosphaera hyalina,255396,nannofossils,Helicosphaera hyalina,
Helicosphaera intermedia,255396,nannofossils,Helicosphaera intermedia,
Helicosphaera inversa,255396,nannofossils; nannofossils,Helicosphera inversa; Helicosphaera inversa,
Helicosphaera kamptneri,255396,nannofossils; nannofossils,Helicosphaera kamptneri; Helicosphaera kamptnerii,
Helicosphaera lophota,255396,nannofossils,Helicosphaera lophota,
Helicosphaera mediterranea,255396,nannofossils,Helicosphaera mediterranea,
Helicosphaera neogranulata,255396,nannofossils,Helicosphaera neogranulata,
Helicosphaera obliqua,255396,nannofossils,Helicosphaera obliqua,
Helicosphaera omanica,255396,nannofossils,Helicosphaera omanica,
Helicosphaera orientalis,255396,nannofossils,Helicosphaera orientalis,
Helicosphaera pavimentum,255396,nannofossils,Helicosphaera pavimentum,
Helicosphaera perch-nielseniae,255396,nannofossils,Helicosphaera perch-nielseniae,
Helicosphaera princei,255396,nannofossils,Helicosphaera princei,
Helicosphaera recta,255396,nannofossils,Helicosphaera recta,
Helicosphaera reticulata,255396,nannofossils,Helicosphaera reticulata,
Helicosphaera scissura,255396,nannofossils,Helicosphaera scissura,
Helicosphaera sellii,255396,nannofossils,Helicosphaera sellii,
Helicosphaera seminulum,255396,nannofossils,Helicosphaera seminulum,
Helicosphaera sp.,255396,nannofossils,Helicosphaera sp.,
Helicosphaera spp.,255396,nannofossils; nannofossils; nannofossils,Helicosphaera spp. (Palegoene); Helicosphaera spp. (Negoene); Helicosphaera spp.,
