name,taxon_group,pbdb_taxon_id,verbatim_name,comment
Lophocyrtis exitelus,radiolarians,565,Lophocyrtis exitelus,
Lophocyrtis hadra,radiolarians,565,Lophocyrtis hadra,
Lophocyrtis jacchia,radiolarians,565,Lophocyrtis jacchia,
Lophocyrtis jacchia hapsis,radiolarians,565,Lophocyrtis jacchia hapsis,
Lophocyrtis keraspera,radiolarians,565,Lophocyrtis keraspera,
Lophocyrtis leptetrum,radiolarians,565,Lophocyrtis leptetrum,
Lophocyrtis longiventer,radiolarians,565,Lophocyrtis longiventer,
Lophocyrtis milowi,radiolarians,565,Lophocyrtis milowi,
Lophocyrtis oberhaensliae,radiolarians,565,Lophocyrtis oberhaensliae,
Lophocyrtis pegetrum,radiolarians,565,Lophocyrtis pegetrum,
Lophocyrtis semipolita,radiolarians,565,Lophocyrtis semipolita,
Lophodolithus acutus,nannofossils,410573,Lophodolithus acutus,
Lophodolithus mochlophorus,nannofossils,410573,Lophodolithus mochlophorus,
Lophodolithus nascens,nannofossils,410573,Lophodolithus nascens,
Lophodolithus rotundus,nannofossils,410573,Lophodolithus rotundus,
Lophophaena sp.,radiolarians,566,Lophophaena sp.,
Lophophaenoma witjazzi,radiolarians,85735,Lophophaenoma witjazzi,
Lophospyris pentagona ? pentagona,radiolarians,567,Lophospyris pentagona pentagona?,
Lophospyris pentagona hyperborea,radiolarians,567,Lophospyris pentagona hyperborea,
Lophospyris pentagona pentagona,radiolarians,567,Lophospyris pentagona pentagona,
Loxolithus armilla,nannofossils,87864,Loxolithus armilla,
Loxostomina cf. major,benthic_forams,1793,Loxostomina cf. major,
Loxostomina major,benthic_forams,1793,Loxostomina major,
Loxostomum karrerianum,benthic_forams,1795,Loxostmum karrerianum; Loxostomum karrerianum,genus misspelled
Loxostomum limonense,benthic_forams,1795,Loxostomum limonense,
Loxostomum pseudobeyrichi,benthic_forams,1795,Loxostomum pseudobeyrichi,
Loxostomum sp.,benthic_forams,1795,Loxostomum sp.,
Loxostomum truncatum,benthic_forams,1795,Loxostmum truncatum; Loxostomum truncatum,genus misspelled
Lucianorhabdus cayeuxii,nannofossils,87778,Lucianorhabdus cayeuxii,
Lucianorhabdus maleformis,nannofossils,87778,Lucianorhabdus maleformis,
Lucianorhabdus spp.,nannofossils,87778,Lucianorhabdus spp.,
Lychnocanium amphitrite,radiolarians,569,Lychnocanium amphitrite,
Lychnocanium babylonis,radiolarians,569,Lychnocanium babylonis,
Lychnocanium bajunensis,radiolarians,569,Lychnocanium bajunensis,
Lychnocanium bellum,radiolarians,569,Lychnocanium bellum,
Lychnocanium carinatum,radiolarians,569,Lychnocanium carinatum,
Lychnocanium elongata,radiolarians,569,Lychnocanium elongata,
Lychnocanium grande,radiolarians,569,Lychnocanium grande,
Lychnocanium satelles,radiolarians,569,Lychnocanium satelles,
Lychnocanium turgidum,radiolarians,569,Lychnocanium turgidum,
Lychnocanium waiareka,radiolarians,569,Lychnocanium waiareka,
Lychnocanoma amphitrite,radiolarians,570,Lychnocanoma amphitrite,
Lychnocanoma apodora,radiolarians,570,Lychnocanoma apodora,
Lychnocanoma auxilla,radiolarians,570,Lychnocanoma auxilla,
Lychnocanoma babylonis,radiolarians,570,Lychnocanoma babylonis,
Lychnocanoma bellum,radiolarians,570,Lychnocanoma bellum,
Lychnocanoma elongata,radiolarians,570,Lychnocanoma elongata,
Lychnocanoma magnacornuta,radiolarians,570,Lychnocanoma magnacornuta,
Lychnocanoma nipponica sakaii,radiolarians,570,Lychnocanomma nipponica sakaii,
Lychnocanoma parallelipes,radiolarians,570,Lychnocanoma parallelipes,
Lychnocanoma pileus,radiolarians,570,Lychnocanoma pileus,
Lychnocanoma sakaii,radiolarians,570,Lychnocanoma sakaii Morley and Nigrini; Lychnocanoma sakaii,
Lychnocanoma turgidum,radiolarians,570,Lychnocanoma turgidum,
Lychnodictyum audex,radiolarians,571,Lychnodictyum audax,
Lygeum spartum,palynology,434998,Lygeum spartum,
Manivitella pemmatoidea,nannofossils,87804,Manivitella pemmatoidea,
Marginotruncana angusticarenata,planktic_forams,1809,Marginotruncana angusticarenata,
Marginotruncana coldreriensis,planktic_forams,1809,Marginotruncana coldreriensis,
Marginotruncana coronata,planktic_forams,1809,Marginotruncana coronata,
Marginotruncana marginata,planktic_forams,1809,Marginotruncana marginata,
Marginotruncana pseudolinneiana,planktic_forams,1809,Marginotruncana pseudolinneiana,
Marginotruncana renzi,planktic_forams,1809,Marginotruncana renzi,
Marginotruncana schneegansi,planktic_forams,1809,Marginotruncana schneegansi,
Marginotruncana sigali,planktic_forams,1809,Marginotruncana sigali,
Marginotruncana sinuosa,planktic_forams,1809,Marginotruncana sinuosa,
Marginotruncana spp.,planktic_forams,1809,Marginotruncana spp.,
Marginulina obesa,benthic_forams,1810,Marginulina obesa,
Marginulina sp.,benthic_forams,1810,Marginulina; Marginulina sp.,
Marginulina spp.,benthic_forams,1810,Marginulina spp.,
Marginulinopsis sp.,benthic_forams,1812,Marginulinopsis,
Marginulinopsis stephensoni,benthic_forams,1812,Marginulinopsis stephensoni,
Markalius apertus,nannofossils,87784,Markalius apertus,
Markalius astroporus,nannofossils,87784,Markalius astroporus,
Markalius inversus,nannofossils,87784,Markalius inversus,
Marssonella sp.,benthic_forams,1815,Marssonella,
Marssonella trochoides,benthic_forams,1815,Marssonella trochoides,
Marthasterites furcatus,nannofossils,87728,Marthasterites furcatus,
Martinotiella sp.,benthic_forams,1817,Marinittiella sp.,
Martinottiella communis,benthic_forams,1817,Martinotiella communis; Martinottiella communis; Mattinotiella cummunis,both genus and species misspelled
Martinottiella hosoyaensis,benthic_forams,1817,Martinottiella hosoyaensis,
Martinottiella nodulosa,benthic_forams,1817,Martinotiella nodulosa,
Martinottiella sp.,benthic_forams,1817,Martinotiella sp.; Martinottiella  sp.; Martinottiella; Martinottiella sp. N/A,
Martinottiella spp.,benthic_forams,1817,Martinottiella spp.; Martinotiella spp.,
Matanzia varians,benthic_forams,1820,Matanzia varians,
Mediaria splendida,diatoms,82164,Mediarina splendida,genus misspelled
Melonis affine,benthic_forams,1836,Melonis affine,
Melonis affinis,benthic_forams,1836,Melonis affinis,
Melonis barleanum,benthic_forams,1836,Melonis barleanum; Melonis baeleanuum,species misspelled
Melonis barleeanum,benthic_forams,1836,Melonis barleeanum; Melonis barleeanus,
Melonis dorreeni,benthic_forams,1836,Melonis dorreeni,
Melonis maorica,benthic_forams,1836,Melonis maorica,
Melonis nicobarense,benthic_forams,1836,Melonis nicobarense,
Melonis pacificus,benthic_forams,1836,Melonis pacificus,
Melonis pompilioides,benthic_forams,1836,Melonis pompilioides,
Melonis pomplioides,benthic_forams,1836,Melonis pomplioides,
Melonis soldanii,benthic_forams,1836,Melonis soldanii,
Melonis sp.,benthic_forams,1836,Melonis sp.,
Melonis sphaeroides,benthic_forams,1836,Melonis spharoides; Melonis sphaeroides,
Melonis spp.,benthic_forams,1836,Melonis spp.,
Melosira albicans,diatoms,71289,Melosira albicans,
Melosira spp.,diatoms,71289,Melosira spp.,
Menardella limbata,planktic_forams,422437,Menardella limbata,
Menardella menardii,planktic_forams,422437,Menardella menardii,
Menardella miocenica,planktic_forams,422437,Menardella miocenica,
Menardella multicamerata,planktic_forams,422437,Menardella multicamerata,
Menardella praemenardii,planktic_forams,422437,Menardella praemenardii,
Meridion spp.,diatoms,441556,Meridion spp.,
Mesocena diodon diodon,silicoflagellates,82181,Mesocena diadon diadon,misspelling
Mesocena elliptica,diatoms,82181,Mesocena elliptica,
Mesocena quadrangula,diatoms,82181,Mesocena quadrangula,
Micrantholithus flos,nannofossils,87757,Micrantholithus flos,
Micrantholithus spp.,nannofossils,87757,Micrantholithus spp.,
Microhedbergella praeplanispira,planktic_forams,423152,Microhedbergella praeplanispira,
Microhedbergella pseudodelrioensis,planktic_forams,423152,Microhedbergella pseudodelrioensis,
Microhedbergella pseudoplanispira,planktic_forams,423152,Microhedbergella pseudoplanispira,
Microhedbergella renilaevis,planktic_forams,423152,Microhedbergella renilaevis,
Microhedbergella rischi,planktic_forams,423152,Microhedbergella rischi,
Microhedbergella sp.,planktic_forams,423152,Microhedbergella sp.,
Microrhabdulus belgicus,nannofossils,87750,Microrhabdulus belgicus,
Microrhabdulus decoratus,nannofossils,87750,Microrhabdulus decoratus,
Microrhabdulus spp.,nannofossils,87750,Microrhabdulus spp.,
Micula concava,nannofossils,364628,Micula concava,
Micula cubiformis,nannofossils,364628,Micula cubiformis,
Micula decussata,nannofossils,364628,Micula decussata,
Micula murus,nannofossils,364628,Micula murus,
Micula prinsii,nannofossils,364628,Micula prinsii,
Micula sp.,nannofossils,364628,Micula,
Micula staurophora,nannofossils,364628,Micula staurophora,
Migros flintii,benthic_forams,1846,Migros flintii,
Miliammina arenacea,benthic_forams,1849,Miliammina arenacea,
Miliammina echigoensis,benthic_forams,1849,Miliammina echigoensis,
Miliammina sp.,benthic_forams,1849,Miliammina sp.,
Miliolidae indet.,benthic_forams,81704,Miliolids; Miliolid taxa,
Miliolina indet.,benthic_forams,108193,Miliolina spp.; Miliolina sp.,
Miliolinella oceanica,benthic_forams,1852,Miliolinella oceanica,
Miliolinella sp. 1,benthic_forams,1852,Miliolinella sp. 1,
Miliolinella subrotunda,benthic_forams,1852,Miliolinella subrotunda,
Minylitha convalis,nannofossils,424501,Minyalitha convalis; Minylitha convalis,genus misspelled
Minylitha convallis,nannofossils,424501,Minylitha convallis,
Misceomarginatus pleniporus,nannofossils,87879,Misceomarginatus pleniporus,
Mitrocalpis araneafera,radiolarians,432802,Mitrocalpis araneafera,
Mollusca indet.,planktic_forams,7805,Shell fragments; Micro-mollusks; Micro mollusks,
Monalysidium spp.,benthic_forams,240608,Monalysidium spp.,
Monomarginatus quaternarius,nannofossils,87878,Monomarginatus quaternarius,
Morozovella acuta,planktic_forams,1881,Morozovella acuta,
Morozovella acutispira,planktic_forams,1881,Morozovella acutispira,
Morozovella aequa,planktic_forams,1881,Morozovella aequa,
Morozovella angulata,planktic_forams,1881,Morozovella angulata,
Morozovella aragonensis,planktic_forams,1881,Morozovella aragonensis,
Morozovella caucasica,planktic_forams,1881,Morozovella caucasica,
Morozovella conicotruncata,planktic_forams,1881,Morozovella conicotruncata,
Morozovella crassata,planktic_forams,1881,Morozovella crassata,
Morozovella crater,planktic_forams,1881,Morozovella crater,
Morozovella edgari,planktic_forams,1881,Morozovella edgari,
Morozovella formosa,planktic_forams,1881,Morozovella formosa,
Morozovella gracilis,planktic_forams,1881,Morozovella gracilis,
Morozovella lehneri,planktic_forams,1881,Morozovella lehneri,
Morozovella lensiformis,planktic_forams,1881,Morozovella lensiformis,
Morozovella marginodentata,planktic_forams,1881,Morozovella marginodentata,
Morozovella occlusa,planktic_forams,1881,Morozovella occlusa,
Morozovella pasionensis,planktic_forams,1881,Morozovella pasionensis,
Morozovella praeangulata,planktic_forams,1881,Morozovella praeangulata,
Morozovella quetra,planktic_forams,1881,Morozovella quetra,
Morozovella sp.,planktic_forams,1881,Morozovella sp.,
Morozovella spinulosa,planktic_forams,1881,Morozovella spinulosa,
Morozovella subbotinae,planktic_forams,1881,Morozovella subbotinae,
Morozovella velascoensis,planktic_forams,1881,Morozovella velascoensis,
Morozovelloides bandyi,planktic_forams,423394,Morozovelloides bandyi,
Morozovelloides crassatus,planktic_forams,423394,Morozovelloides crassatus,
Morozovelloides lehneri,planktic_forams,423394,Morozovelloides lehneri,
Mucronina acuta,benthic_forams,1884,Mucronina acuta,
Mucronina compressa,benthic_forams,1884,Mucronina compressa,
Muricoglobigerina senni,planktic_forams,1892,Muricoglobigerina senni,
Muricohedbergella crassa,planktic_forams,423164,Muricohedbergella crassa,
Muricohedbergella delrioensis,planktic_forams,423164,Muricohedbergella delrioensis; Muircohedbergella delrioensis,
Muricohedbergella flandrini,planktic_forams,423164,Muricohedbergella flandrini,
Muricohedbergella hoelzli,planktic_forams,423164,Muricohedbergella hoelzli,
Muricohedbergella holmdelensis,planktic_forams,423164,Muricohedbergella holmdelensis,
Muricohedbergella planispira,planktic_forams,423164,Muricohedbergella planispira,
Muricohedbergella praelibyca,planktic_forams,423164,Muricohedbergella praelibyca,
Muricohedbergella sp.,planktic_forams,423164,Muricohedbergella sp.,
Mutabella mirabilis,planktic_forams,423458,Mutabella mirabilis,
Myllostomella costai,benthic_forams,433665,Myllostomella costai,"in PBDB, but not accepted; Accepted as: Strictocostella Patterson, 1987"
Myllostomella fijiensis,benthic_forams,433665,Myllostomella fijiensis,"in PBDB, but not accepted; Accepted as: Strictocostella Patterson, 1988"
Myllostomella huygaensis,benthic_forams,433665,Myllostomella huygaensis,"in PBDB, but not accepted; Accepted as: Strictocostella Patterson, 1989"
Myllostomella spp.,benthic_forams,433665,Myllostomella spp.?; Myllostonella spp.,"in PBDB, but not accepted; Accepted as: Strictocostella Patterson, 1990; genus misspelled"
Nannoconus sp.,nannofossils,7554,Nannoconus sp.; Nannoconus,
Nannotetrina alata,nannofossils,424341,Nannotetrina alata,
Nannotetrina alata (group),nannofossils,424341,Nannotetrina  alata gr.,
Nannotetrina cristata,nannofossils,424341,Nannotetrina cristata,
Nannotetrina fulgens,nannofossils,424341,Nannotetrina  fulgens; Nannotetrina fulgens,
Nannotetrina spp.,nannofossils,424341,Nannotetrina spp.,
Navicula distans,diatoms,68421,Navicula distans,
Navicula eobiapiculata,diatoms,68421,Naviculopsis eobiapiculata,
Navicula hennedyi,diatoms,68421,Navicula hennedyi,
Navicula lyra,diatoms,68421,Navicula lyra,
Navicula mutica,diatoms,68421,Navicula mutica,
Navicula salinarum,diatoms,68421,Navicula salinarum,
Navicula spectabilis,diatoms,68421,Navicula spectabilis,
Navicula spp.,diatoms,68421,Navicula spp.,
Navicula wisei,diatoms,68421,Navicula wisei,
Naviculopsis foliacea,silicoflagellates,387254,Naviculopsis foliacea,
Nematosphaeropsis labyrinthea,palynology,264649,Nematosphaeropsis labyrinthea,
Nematosphaeropsis lemniscata,dinoflagellates,264649,Nematosphaeropsis lemniscata,
Neobiscutum spp.,nannofossils,424324,Neobiscutum spp.,
Neobrunia mirabilis,diatoms,433864,Neobrunia mirabilis,
Neobulimina canadaensis,benthic_forams,1908,Neobulimina canadaensis,
Neochiastozygus chiastus,nannofossils,87681,Neochiastozygus chiastus,
Neochiastozygus junctus,nannofossils,87681,Neochiastozygus junctus,
Neochiastozygus modestus,nannofossils,87681,Neochiastozygus modestus,
Neochiastozygus perfectus,nannofossils,87681,Neochiastozygus perfectus,
Neochiastozygus rosenkrantzii,nannofossils,87681,Neochiastozygus rosenkrantzii,
Neochiastozygus spp.,nannofossils,87681,Neochiastozygus spp.,
Neococcolithes dubius,nannofossils,424345,Neococcolithes dubius,
Neococcolithes protenus,nannofossils,424345,Neococcolithes protenus,
Neococcolithes sp.,nannofossils,424345,Neococcolithus sp.,genus misspelled
Neococcolithes spp.,nannofossils,424345,Neococcolithes spp.,
Neoconorbina spp.,benthic_forams,97769,Neoconorbina spp.,
Neocrepidolithus cruciatus,nannofossils,87865,Neocrepidolithus cruciatus,
Neocrepidolithus dirimosus,nannofossils,87865,Neocrepidolithus dirimosus,
Neocrepidolithus fossus,nannofossils,87865,Neocrepidolithus fossus,
Neocrepidolithus neocrassus,nannofossils,87865,Neocrepidolithus neocrassus,
Neocrepidolithus watkinsii,nannofossils,87865,Neocrepidolithus watkinsii,
Neodenticula kamtschatica,diatoms,432811,Neodenticula kamtschatica,
Neodenticula koizumii,diatoms,432811,Neodenticula koizumii,
Neodenticula seminae,diatoms,432811,Neodenticula seminae; Denticulopsis aff. Seminae = Neodenticula seminae,
Neodenticula sp. A,diatoms,432811,Neodenticula sp. A,
Neodenticula spp.,diatoms,432811,Neodenticula spp.,
Neoeponides campester,benthic_forams,1913,Neoeponides campester,
Neoeponides hillebrandti,benthic_forams,1913,Neoeponides hillebrandti,
Neoeponides margaritifer,benthic_forams,1913,Neoeponides margaritifer,
Neoeponides procerus,benthic_forams,1913,Neoeponides procerus,
Neoeponides sp.,benthic_forams,1913,Neoeponides sp.,
Neoeponides spp.,benthic_forams,1913,Neoeponides spp.; Neoeponides spp.?,
Neoflabellina semireticulata,benthic_forams,1914,Neoflabellina semireticulata,
Neoflabellina sp.,benthic_forams,1914,Neoflabellina sp.,
Neogloboquadrina acostaensis,planktic_forams,1917,Neogloboquadrina acostaensis _B_ _M13a_; Neogloboquadrina acostaensis; Neogloboquadrina acostaensis _B_ _M13a,
Neogloboquadrina acostaensis (dextral),planktic_forams,1917,Neogloboquadrina acostaensis (D); Neogloboquadrina acostaensis (dextral); Dextral N. acostaensis,not a taxa
Neogloboquadrina acostaensis (sinistral),planktic_forams,1917,Sinistral N. acostaensis; Neogloboquadrina acostaensis (S),not a taxa
Neogloboquadrina asanoi,planktic_forams,1917,Neogloboquadrina asanoi,
Neogloboquadrina atlantica (dextral),planktic_forams,1917,Neogloboquadrina atlantica (dex),
Neogloboquadrina atlantica (sinistral),planktic_forams,1917,Neogloboquadrina atlantica (sin),
Neogloboquadrina atlantica atlantica,planktic_forams,1917,Neogloboquadrina atlantica atlantica,
Neogloboquadrina cf. pachyderma,planktic_forams,1917,Neogloboquadrina cf. pachyderma,
Neogloboquadrina continuosa,planktic_forams,1917,Neogloboquadrina continuosa,
Neogloboquadrina deutertrei,planktic_forams,1917,Neogloboquadrina deutertrei,
Neogloboquadrina dutertrei,planktic_forams,1917,Neogloboquadrina dutertrei,
Neogloboquadrina dutertrei (dextral),planktic_forams,1917,Neogloboquadrina dutertrei (D),
Neogloboquadrina dutertrei (sinistral),planktic_forams,1917,Neogloboquadrina dutertrei (S),
Neogloboquadrina humerosa,benthic_forams,1917,Neogloboquadrina humerosa,
Neogloboquadrina humerosa,planktic_forams,1917,Neogloboquadrina humerosa _B; Neogloboquadrina humerosa; Neogloboquadrina humerosa _B_,
Neogloboquadrina incompta,planktic_forams,1917,Neogloboquadrina incompta; additional species: N. incompta,
Neogloboquadrina incompta (dextral),planktic_forams,1917,Neogloboquadrina incompta (dextral),
Neogloboquadrina incompta (sinistral),planktic_forams,1917,Neogloboquadrina incompta (sinsitral),
Neogloboquadrina inglei,planktic_forams,1917,Neogloboquadrina inglei,
Neogloboquadrina kagaensis,planktic_forams,1917,Neogloboquadrina kagaensis,
Neogloboquadrina nympha,planktic_forams,1917,Neogloboquadrina nympha,
Neogloboquadrina pachyderma,planktic_forams,1917,additional species: Neogloboquadrina pachyderma; Neogloboquadrina pachyderma,
Neogloboquadrina pachyderma (dextral),planktic_forams,1917,Neogloboquadrina pachyderma (dextral); Neogloboquadrina pachyderma (dex); Neogloboquadrina pachyderma(dex),
Neogloboquadrina pachyderma (sinistral),planktic_forams,1917,Neogloboquadrina pachyderma (sin.); Neogloboquadrina pachyderma (sin); Neogloboquadrina pachyderma (sinistral),
"Neogloboquadrina pachyderma A (dextral, inflated form)",planktic_forams,1917,"Neogloboquadrina pachyderma A (dextral, inflated form)",
