Any taxon above genus,genus modifier,genus name,subgenera modifier,subgenera name,species modifier,species name,subspecies modifier,subspecies name,non-taxa descriptor,normalized_name,taxon_group,verbatim_name,name comment field,Comment,Notes (change to Internal only notes?),comments
,,Globorotalia,,,,flexuosa,,,,Globorotalia flexuosa,planktic_forams,Globorotalia flexuosa,,,"in PBDB, so it will be classified correctly; this is a planktic foram",
,,Globorotalia,,,,humerosa,,,,Globorotalia humerosa,planktic_forams,Globorotalia humerosa,,,"in PBDB, so it will be classified correctly; this is a planktic foram",
,,Globorotalia,,,,limbata,,,,Globorotalia limbata,planktic_forams,Globorotalia limbata,,,"in PBDB, so it will be classified correctly; this is a planktic foram",
,,Globorotalia,,,,margaritae,,,,Globorotalia margaritae,planktic_forams,Globorotalia margaritae,,,"in PBDB, so it will be classified correctly; this is a planktic foram",
,,Globorotalia,,,,menardii,,,,Globorotalia menardii,planktic_forams,Globorotalia menardii,,,"in PBDB, so it will be classified correctly; this is a planktic foram",
,,Globorotalia,,,,multicamerata,,,,Globorotalia multicamerata,planktic_forams,Globorotalia multicamerata,,,"in PBDB, so it will be classified correctly; this is a planktic foram",
,,Globorotalia,,,,pertenuis,,,,Globorotalia pertenuis,planktic_forams,Globorotalia pertenuis,,,"in PBDB, so it will be classified correctly; this is a planktic foram",
,,Globorotalia,,,,plesiotumida,,,,Globorotalia plesiotumida,planktic_forams,Globorotalia plesiotumida,,,"in PBDB, so it will be classified correctly; this is a planktic foram",
,,Globorotalia,,,,tosaensis,,,,Globorotalia tosaensis,planktic_forams,Globorotalia tosaensis,,,"in PBDB, so it will be classified correctly; this is a planktic foram",
,,Globorotalia,,,,truncatulinoides,,,,Globorotalia truncatulinoides,planktic_forams,Globorotalia truncatulinoides,,,"in PBDB, so it will be classified correctly; this is a planktic foram",
,,Globorotalia,,,,tumida,,,,Globorotalia tumida,planktic_forams,Globorotalia tumida,,,"in PBDB, so it will be classified correctly; this is a planktic foram",
,,Globorotalia,,,,ungulata,,,,Globorotalia ungulata,planktic_forams,Globorotalia ungulata,,,"in PBDB, so it will be classified correctly; this is a planktic foram",
,,Globoturborotalita,,,,apertura,,,,Globoturborotalita apertura,planktic_forams,Globoturborotalita apertura,,,"in PBDB, so it will be classified correctly; this is a planktic foram",
,,Globoturborotalita,,,,woodi,,,,Globoturborotalita woodi,planktic_forams,Globoturborotalita woodi,,,"in PBDB, so it will be classified correctly; this is a planktic foram",
,,Neogloboquadrina,,,,acostaensis,,,,Neogloboquadrina acostaensis,planktic_forams,Neogloboquadrina acostaensis,,,"in PBDB, so it will be classified correctly; this is a planktic foram",
,,Neogloboquadrina,,,,dutertrei,,,,Neogloboquadrina dutertrei,planktic_forams,Neogloboquadrina dutertrei,,,"in PBDB, so it will be classified correctly; this is a planktic foram",
,,Neogloboquadrina,,,,incompta,,,,Neogloboquadrina incompta,planktic_forams,Neogloboquadrina incompta,,,"in PBDB, so it will be classified correctly; this is a planktic foram",
,,Neogloboquadrina,,,,pachyderma,,,,Neogloboquadrina pachyderma,planktic_forams,Neogloboquadrina pachyderma,,,"in PBDB, so it will be classified correctly; this is a planktic foram",
,,Orbulina,,,,bilobata,,,,Orbulina bilobata,planktic_forams,Orbulina bilobata,,,"in PBDB, so it will be classified correctly; this is a planktic foram",
,,Orbulina,,,,universa,,,,Orbulina universa,planktic_forams,Orbulina universa,,,"in PBDB, so it will be classified correctly; this is a planktic foram",
,,Pulleniatina,,,,obliquiloculata,,,,Pulleniatina obliquiloculata,planktic_forams,Pulleniatina obliquiloculata,,,"in PBDB, so it will be classified correctly; this is a planktic foram",
,,Pulleniatina,,,,primalis,,,,Pulleniatina primalis,planktic_forams,Pulleniatina primalis,,,"in PBDB, so it will be classified correctly; this is a planktic foram",
,,Sphaeroidinellopsis,,,,kochi,,,,Sphaeroidinellopsis kochi,planktic_forams,Sphaeroidinellopsis kochi,,,"in PBDB, so it will be classified correctly; this is a planktic foram",
,,Sphaeroidinellopsis,,,,seminulina,,,,Sphaeroidinellopsis seminulina,planktic_forams,Sphaeroidinellopsis seminulina,,,"in PBDB, so it will be classified correctly; this is a planktic foram",
,,Turborotalita,,,,quinqueloba,,,,Turborotalita quinqueloba,planktic_forams,Turborotalita quinqueloba,,,"in PBDB, so it will be classified correctly; this is a planktic foram",
Elphidiidae indet.,,,,,,,,,,Elphidiidae indet.,benthic_forams,Elphidid taxa,Elphidiid taxa,,"in PBDB, so it will be classified correctly",
Astrorhizidae indet.,,,,,,,,,,Astrorhizidae indet.,benthic_forams,Astrorhizids,Astrorhizids,,"in PBDB, but a family?",
Trochamminidae indet.,,,,,,,,,,Trochamminidae indet.,benthic_forams,Trochamminids,Trochamminids,,"winter 2021: ? AF: Via ET author did not want to assign to genus Trochammina, placed it in family Trochamminidae (informal name use).",
Discorboidea indet.,,,,,,,,,,Discorboidea indet.,benthic_forams,Discorbids,Discorbids,,winter 2021: ? AF: Via Ellen auhtor did not want to assign genus but places it in the Family Discorbidae; Superfamily now Discorboidea not Discorbacea,
Miliolidae indet.,,,,,,,,,,Miliolidae indet.,benthic_forams,Miliolid taxa,Miliolid taxa,,Family? Miliolidae,
Miliolidae indet.,,,,,,,,,,Miliolidae indet.,benthic_forams,Miliolids,Miliolids,,Family? Miliolidae,
Nodosariidae indet.,,,,,,,,,,Nodosariidae indet.,benthic_forams,Nodosariidae indet.,,,Family?,
Nonionidae indet.,,,,,,,,,,Nonionidae indet.,benthic_forams,Nonionidae indet.,,,Family?,
,,Abyssamina,,,,poagi,,,,Abyssamina poagi,benthic_forams,Abyssamina poagi,,,"in PBDB, so it will be classified correctly",
,,Abyssamina,,,,quadrata,,,,Abyssamina quadrata,benthic_forams,Abyssamina quadrata,,,"in PBDB, so it will be classified correctly",
,,Abyssamina,,,,spp.,,,,Abyssamina spp.,benthic_forams,Abyssammina spp.,,,"in PBDB, so it will be classified correctly",
,,Acervulina,,,,mabahethi,,,,Acervulina mabahethi,benthic_forams,Acervulina mabahethi,,,"in PBDB, but classification differs to WoRMS",
,,Adelosina,,,?,dubia,,,,Adelosina ? dubia,benthic_forams,Adelosina dubia?,,,"in PBDB, but classification differs to WoRMS",
,,Alabamina,,,cf.,dissonata,,,,Alabamina cf. dissonata,benthic_forams,Alabamina cf. dissonata,,,"in PBDB, but classification differs to WoRMS",
,,Alabamina,,,,creta,,,,Alabamina creta,benthic_forams,Alabamina creta,,,"in PBDB, but classification differs to WoRMS",
,,Alabamina,,,,dissonata,,,,Alabamina dissonata,benthic_forams,Alabamina dissonata,,,"in PBDB, but classification differs to WoRMS",
,,Alabamina,,,,sp.,,,,Alabamina sp.,benthic_forams,Alabamina sp.,,,"in PBDB, but classification differs to WoRMS",
,,Alabamina,,,,tenuimarginata,,,,Alabamina tenuimarginata,benthic_forams,Alabamina tenuimarginata,,,"in PBDB, but classification differs to WoRMS",
,,Alabaminella,,,,sp.,,,,Alabaminella sp.,benthic_forams,Alabaminella sp.,,,"in PBDB, so it will be classified correctly",
,,Alabaminella,,,,weddellensis,,,,Alabaminella weddellensis,benthic_forams,Alabaminella weddellensis,,,"in PBDB, so it will be classified correctly",
,,Alabamina,,,,dissonata,,,,Alabamina dissonata,benthic_forams,Alabammina dissonata,,,"winter 2021: Spelling Mistake? Alabamina? AF: Yes, via ET.",
,,Alabamina,,,,spp.,,,,Alabamina spp.,benthic_forams,Alabammina spp.,,,"winter 2021: Spelling Mistake? Alabamina? AF: Yes, via ET.",
,,Alabaminella,,,,weddellensis,,,,Alabaminella weddellensis,benthic_forams,Alabamminella weddellensis,,,"winter 2021: Spelling Mistake? Alabamina? AF: Yes, via ET.",
,,Allomorphina,,,,conica,,,,Allomorphina conica,benthic_forams,Allomorphina conica,,,"in PBDB, so it will be classified correctly; Rotaliida original description is not documented",
,,Allomorphina,,,,pacifica,,,,Allomorphina pacifica,benthic_forams,Allomorphina pacifica,,,"in PBDB, so it will be classified correctly",
,,Allomorphina,,,,polonica,,,,Allomorphina polonica,benthic_forams,Allomorphina polonica,,,"in PBDB, so it will be classified correctly",
,,Allomorphina,,,,velascoensis,,,,Allomorphina velascoensis,benthic_forams,Allomorphina velascoensis,,,"in PBDB, so it will be classified correctly",
,,Allomorphina,,,,whangaia,,,,Allomorphina whangaia,benthic_forams,Allomorphina whangaia,,,"in PBDB, so it will be classified correctly",
,,Ammobaculites,,,,agglutinans,,,,Ammobaculites agglutinans,benthic_forams,Ammobaculites agglutinans,,,"In PBDB, but classification differs to WoRMS",
,,Ammobaculites,,,,filiformis,,,,Ammobaculites filiformis,benthic_forams,Ammobaculites filiformis,,,"In PBDB, but classification differs to WoRMS",
,,Ammobaculites,,,,sp.,,,,Ammobaculites sp.,benthic_forams,Ammobaculites sp.,,,"In PBDB, but classification differs to WoRMS",
,,Ammobaculites,,,,wallalensis,,,,Ammobaculites wallalensis,benthic_forams,Ammobaculites wallalensis,,,"In PBDB, but classification differs to WoRMS",
,,Ammodiscus,,,,cretaceus,,,,Ammodiscus cretaceus,benthic_forams,Ammodiscus cretaceus,,,"in PBDB, but classification differs to WoRMS",
,,Ammodiscus,,,,sp.,,,,Ammodiscus sp.,benthic_forams,Ammodiscus sp.,,,"in PBDB, but classification differs to WoRMS",
,,Ammodiscus,,,,spp.,,,,Ammodiscus spp.,benthic_forams,Ammodiscus spp.,,,"in PBDB, but classification differs to WoRMS",
,,Ammoelphidiella,,,,pustulosa,,,,Ammoelphidiella pustulosa,benthic_forams,Ammoelphidiella pustulosa,,,"in PBDB, so it will be classified correctly",
,,Ammoelphidiella,,,,sp.,,,,Ammoelphidiella sp.,benthic_forams,Ammoelphidiella sp.,,,"in PBDB, so it will be classified correctly",
,,Ammoelphidiella,,,,uniforamina,,,,Ammoelphidiella uniforamina,benthic_forams,Ammoelphidiella uniforamina,,,"in PBDB, so it will be classified correctly",
,,Ammoglobigerina,,,,sp.,,,,Ammoglobigerina sp.,benthic_forams,Ammoglobigerina sp.,,,"in PBDB, but classification differs to WoRMS",
,,Ammonia,,,,beccarii,,,,Ammonia beccarii,benthic_forams,Ammonia beccarii,,,"in PBDB, but classification differs to WoRMS",
,,Ammonia,,,,sp.,,,,Ammonia sp.,benthic_forams,Ammonia sp.,,,"in PBDB, but classification differs to WoRMS",
,,Ammonia,,,,spp.,,,,Ammonia spp.,benthic_forams,Ammonia spp.,,,"in PBDB, but classification differs to WoRMS",
,,Ammonia,,,,tepida,,,,Ammonia tepida,benthic_forams,Ammonia tepida,,,"in PBDB, but classification differs to WoRMS",
,,Ammosphaeroidina,,,,sp.,,,,Ammosphaeroidina sp.,benthic_forams,Ammoshpaeroidina,,,"in PBDB, but classification differs to WoRMS",
,,Ammosphaeroidina,,,,pseudopauciloculata,,,,Ammosphaeroidina pseudopauciloculata,benthic_forams,Ammosphaeroidina pseudopauciloculata,,,"in PBDB, but classification differs to WoRMS",
,,Amphicoryna,,,,scalaris,,,,Amphicoryna scalaris,benthic_forams,Amphicoryna scalaris,,,"in PBDB, so it will be classified correctly",
,,Amphicoryna,,,,separans,,,,Amphicoryna separans,benthic_forams,Amphicoryna separans,,,"in PBDB, so it will be classified correctly",
,,Amphicoryna,,,,sp.,,,,Amphicoryna sp.,benthic_forams,Amphicoryna sp.,,,"in PBDB, so it will be classified correctly",
,,Amphicoryna,,,,spp.,,,,Amphicoryna spp.,benthic_forams,Amphicoryna spp.,,,"in PBDB, so it will be classified correctly",
,,Amphisorus,,,,hemprichii,,,,Amphisorus hemprichii,benthic_forams,Amphisorus hemprichii,,,"in PBDB, so it will be classified correctly",
,,Amphistegina,,,,bicirculata,,,,Amphistegina bicirculata,benthic_forams,Amphistegina bicirculata,,,"in PBDB, so it will be classified correctly",
,,Amphistegina,,,,hauerina,,,,Amphistegina hauerina,benthic_forams,Amphistegina hauerina,,,"in PBDB, so it will be classified correctly",
,,Amphistegina,,,,lessonii,,,,Amphistegina lessonii,benthic_forams,Amphistegina lessonii,,,"in PBDB, so it will be classified correctly",
,,Amphistegina,,,,lobifera,,,,Amphistegina lobifera,benthic_forams,Amphistegina lobifera,,,"in PBDB, so it will be classified correctly",
,,Amphistegina,,,,papillosa,,,,Amphistegina papillosa,benthic_forams,Amphistegina papillosa,,,"in PBDB, so it will be classified correctly",
,,Amphistegina,,,,radiata,,,,Amphistegina radiata,benthic_forams,Amphistegina radiata,,,"in PBDB, so it will be classified correctly",
,,Amphistegina,,,,sp.,,,,Amphistegina sp.,benthic_forams,Amphistegina sp.,,,"in PBDB, so it will be classified correctly",
,,Amphistegina,,,,spp.,,,,Amphistegina spp.,benthic_forams,Amphistegina spp.,,,"in PBDB, so it will be classified correctly",
,,Angulogerina,,,aff.,fueguina,,,,Angulogerina aff. fueguina,benthic_forams,Angulogerina aff. fueguina,,"in PBDB but Unaccepted? Trifarina (Cushman, 1923)",,
,,Angulogerina,,,,angulosa,,,,Angulogerina angulosa,benthic_forams,Angulogerina angulosa,,"in PBDB but Unaccepted? Trifarina (Cushman, 1923)",,
,,Angulogerina,,,,earlandi,,,,Angulogerina earlandi,benthic_forams,Angulogerina earlandi,,"in PBDB but Unaccepted? Trifarina (Cushman, 1923)",,
,,Angulogerina,,,,fluens,,,,Angulogerina fluens,benthic_forams,Angulogerina fluens,,"in PBDB but Unaccepted? Trifarina (Cushman, 1923)",,
,,Angulogerina,,,,pauperata,,,,Angulogerina pauperata,benthic_forams,Angulogerina pauperata,,"in PBDB but Unaccepted? Trifarina (Cushman, 1923)",,
,,Annectina,,,,sp.,,,,Annectina sp.,benthic_forams,Annectina sp.,,,"in PBDB, but higher taxonomic ranks are missing",
,,Anomalina,,,,aotea,,,,Anomalina aotea,benthic_forams,Anomalina aotea,,,"in PBDB, so it will be classified correctly",
,,Anomalina,,,,indica,,,,Anomalina indica,benthic_forams,Anomalina indica,,,"in PBDB, so it will be classified correctly",
,,Anomalina,,,,praeacuta,,,,Anomalina praeacuta,benthic_forams,Anomalina praeacuta,,,"in PBDB, so it will be classified correctly",
,,Anomalina,,,,sp.,,,,Anomalina sp.,benthic_forams,Anomalina sp.,,,"in PBDB, so it will be classified correctly",
,,Anomalina,,,,spp.,,,,Anomalina spp.,benthic_forams,Anomalina spp.,,,"in PBDB, so it will be classified correctly",
,,Anomalina,,,,visenda,,,,Anomalina visenda,benthic_forams,Anomalina visenda,,,"in PBDB, so it will be classified correctly",
,,Anomalinoides,,,,acutus,,,,Anomalinoides acutus,benthic_forams,Anomalinoides acutus,,,"in PBDB, but classification differs to WoRMS",
,,Anomalinoides,,,,affinis,,,,Anomalinoides affinis,benthic_forams,Anomalinoides affinis,,,"in PBDB, but classification differs to WoRMS",
,,Anomalinoides,,,,ammonoides,,,,Anomalinoides ammonoides,benthic_forams,Anomalinoides ammonoides,,,"in PBDB, but classification differs to WoRMS",
,,Anomalinoides,,,,capitatus,,,,Anomalinoides capitatus,benthic_forams,Anomalinoides capitatus,,,"in PBDB, but classification differs to WoRMS",
,,Anomalinoides,,,,fasciatus,,,,Anomalinoides fasciatus,benthic_forams,Anomalinoides fasciatus,,,"in PBDB, but classification differs to WoRMS",
,,Anomalinoides,,,,globosus,,,,Anomalinoides globosus,benthic_forams,Anomalinoides globosus,,,"in PBDB, but classification differs to WoRMS",
,,Anomalinoides,,,,globulosus,,,,Anomalinoides globulosus,benthic_forams,Anomalinoides globulosus,,,"in PBDB, but classification differs to WoRMS",
,,Anomalinoides,,,,orbiculus,,,,Anomalinoides orbiculus,benthic_forams,Anomalinoides orbiculus,,,"in PBDB, but classification differs to WoRMS",
,,Anomalinoides,,,,piripaua,,,,Anomalinoides piripaua,benthic_forams,Anomalinoides piripaua,,,"in PBDB, but classification differs to WoRMS",
,,Anomalinoides,,,,rubiginosus,,,,Anomalinoides rubiginosus,benthic_forams,Anomalinoides rubiginosus,,,"in PBDB, but classification differs to WoRMS",
,,Anomalinoides,,,,rubiginosus,,,,Anomalinoides rubiginosus,benthic_forams,Anomalinoides rubignosus,,,"in PBDB, but classification differs to WoRMS",
,,Anomalinoides,,,,semicribratus,,,,Anomalinoides semicribratus,benthic_forams,Anomalinoides semicribratus,,,"in PBDB, but classification differs to WoRMS",
,,Anomalinoides,,,,sp.,,,,Anomalinoides sp.,benthic_forams,Anomalinoides sp.,,,"in PBDB, but classification differs to WoRMS",
,,Anomalinoides,,,,sp. 1,,,,Anomalinoides sp. 1,benthic_forams,Anomalinoides sp. 1,,,"in PBDB, but classification differs to WoRMS",
,,Anomalinoides,,,,spissiformis,,,,Anomalinoides spissiformis,benthic_forams,Anomalinoides spissiformis,,,"in PBDB, but classification differs to WoRMS",
,,Anomalinoides,,,,spp.,,,,Anomalinoides spp.,benthic_forams,Anomalinoides spp.,,,"in PBDB, but classification differs to WoRMS",
,,Antarcticella,,,,antarctica,,,,Antarcticella antarctica,benthic_forams,Antarcticella antarctica,,,"in PBDB, so it will be classified correctly",
,,Aragonia,,,,sp.,,,,Aragonia sp.,benthic_forams,Aragonia,,,"in PBDB, so it will be classified correctly",
,,Aragonia,,,,aragonensis,,,,Aragonia aragonensis,benthic_forams,Aragonia aragonensis,,,"in PBDB, so it will be classified correctly",
,,Aragonia,,,,materna,,kugleri,,Aragonia materna kugleri,benthic_forams,Aragonia materna kugleri,,,"in PBDB, so it will be classified correctly",
,,Aragonia,,,,ouezzanensis,,,,Aragonia ouezzanensis,benthic_forams,Aragonia ouezzanensis,,,"in PBDB, so it will be classified correctly",
,,Aragonia,,,,sp.,,,,Aragonia sp.,benthic_forams,Aragonia sp.,,,"in PBDB, so it will be classified correctly",
,,Aragonia,,,,sp. 1,,,,Aragonia sp. 1,benthic_forams,Aragonia sp. 1,,,"in PBDB, so it will be classified correctly",
,,Aragonia,,,,tenera,,,,Aragonia tenera,benthic_forams,Aragonia tenera,,,"in PBDB, so it will be classified correctly",
,,Aragonia,,,,zelandica,,,,Aragonia zelandica,benthic_forams,Aragonia zelandica,,,"in PBDB, so it will be classified correctly",
