Any taxon above genus,genus modifier,genus name,subgenera modifier,subgenera name,species modifier,species name,subspecies modifier,subspecies name,non-taxa descriptor,normalized_name,taxon_group,verbatim_name,name comment field,Comment,Notes (change to Internal only notes?),comments
,,Broinsonia,,,,viriosa,,,,Broinsonia viriosa,nannofossils,Broinsonia viriosa,,,"in PBDB, so it will be classified correctly",
,,Calcicalathina,,,,alta,,,,Calcicalathina alta,nannofossils,Calcicalathina alta,,,"in PBDB, so it will be classified correctly",
,,Calcidiscus,,,,carlae,,,,Calcidiscus carlae,nannofossils,Calcidiscus carlae,,,"in PBDB, so it will be classified correctly",
,,Calcidiscus,,,,leptoporus,,,5-8 microns,Calcidiscus leptoporus (5-8 microns),nannofossils,Calcidiscus leptoporus (5-8 microns),,,"in PBDB, so it will be classified correctly",
,,Calcidiscus,,,,leptoporus,,,<5 microns,Calcidiscus leptoporus (<5 microns),nannofossils,Calcidiscus leptoporus (<5 microns),,,"in PBDB, so it will be classified correctly",
,,Calcidiscus,,,,leptoporus,,,>8 microns,Calcidiscus leptoporus (>8 microns),nannofossils,Calcidiscus leptoporus (>8 micron),,,"in PBDB, so it will be classified correctly",
,,Calcidiscus,,,,macintyrei,,,,Calcidiscus macintyrei,nannofossils,Calcidiscus mcintyrei,,,"in PBDB, so it will be classified correctly",
,,Calcidiscus,,,,pacificanus,,,,Calcidiscus pacificanus,nannofossils,Calcidiscus pacificanus,,,"in PBDB, so it will be classified correctly",
,,Calcidiscus,,,,pataecus,,,,Calcidiscus pataecus,nannofossils,Calcidiscus pataecus,,,"in PBDB, so it will be classified correctly",
,,Calcidiscus,,,,protoannulus,,,,Calcidiscus protoannulus,nannofossils,Calcidiscus protoannulus,,,"in PBDB, so it will be classified correctly",
,,Calcidiscus,,,,quadriperforatus,,,,Calcidiscus quadriperforatus,nannofossils,Calcidiscus quadriperforatus,,,"in PBDB, so it will be classified correctly",
,,Calcidiscus,,,,spp.,,,,Calcidiscus spp.,nannofossils,Calcidiscus spp.,,,"in PBDB, so it will be classified correctly",
,,Calcidiscus,,,,tropicus,,,,Calcidiscus tropicus,nannofossils,Calcidiscus tropicus +grill,Calcidiscus tropicus +grill,,"in PBDB, so it will be classified correctly",Calcidiscus tropicus +grill
,,Calciosolenia,,,,aperta,,,,Calciosolenia aperta,nannofossils,Calciosolenia aperta,,,"in PBDB, so it will be classified correctly",
,,Calciosolenia,,,,brasiliensis,,,,Calciosolenia brasiliensis,nannofossils,Calciosolenia brasiliensis,,,"in PBDB, so it will be classified correctly",
,,Calciosolenia,,,,fossilis,,,,Calciosolenia fossilis,nannofossils,Calciosolenia fossilis,,,"in PBDB, so it will be classified correctly",
,,Calciosolenia,,,,murrayi,,,,Calciosolenia murrayi,nannofossils,Calciosolenia murrayi,,,"in PBDB, so it will be classified correctly",
,,Calciosolenia,,,,sp.,,,,Calciosolenia sp.,nannofossils,Calciosolenia sp.,,,"in PBDB, so it will be classified correctly",
,,Calciosolenia,,,,spp.,,,,Calciosolenia spp.,nannofossils,Calciosolenia spp.,,,"in PBDB, so it will be classified correctly",
,,Calculites,,,,obscurus,,,,Calculites obscurus,nannofossils,Calculites obscurus,,"holococcolith, which is an informal group","in PBDB, so it will be classified correctly",
,,Calculites,,,,spp.,,,,Calculites spp.,nannofossils,Calculites spp.,,,"in PBDB, so it will be classified correctly",
,,Campylosphaera,,,,dela,,,,Campylosphaera dela,nannofossils,Campylosphaera dela,,,"in PBDB, so it will be classified correctly",
,,Campylosphaera,,,,eodela,,,,Campylosphaera eodela,nannofossils,Campylosphaera eodela,,,"in PBDB, so it will be classified correctly",
,,Catinaster,,,,mexicanus,,,,Catinaster mexicanus,nannofossils,Catinaster mexicanus,,,"in PBDB, so it will be classified correctly",
,,Catinaster,,,,spp.,,,,Catinaster spp.,nannofossils,Catinaster spp.,,,"in PBDB, so it will be classified correctly",
,,Ceratolithina,,,,copis,,,,Ceratolithina copis,nannofossils,Ceratolithina copis,,,"in PBDB, so it will be classified correctly",
,,Ceratolithina,,,,naturalisteplateauensis,,,,Ceratolithina naturalisteplateauensis,nannofossils,Ceratolithina naturalisteplateauensis,,,"in PBDB, so it will be classified correctly",
,,Ceratolithoides,,,,sp.,,,,Ceratolithoides sp.,nannofossils,Ceratolithoides,,,"in PBDB, so it will be classified correctly",
,,Ceratolithoides,,,,kamptneri,,,,Ceratolithoides kamptneri,nannofossils,Ceratolithoides kamptneri,,,"in PBDB, so it will be classified correctly",
,,Ceratolithoides,,,,spp.,,,,Ceratolithoides spp.,nannofossils,Ceratolithoides spp.,,,"in PBDB, so it will be classified correctly",
,,Ceratolithus,,,,armatus,,,,Ceratolithus armatus,nannofossils,Ceratolithus armatus,,,"in PBDB, so it will be classified correctly",
,,Ceratolithus,,,,armatus,,,,Ceratolithus armatus,nannofossils,Ceratolithus armatus (acutus),Ceratolithus armatus (acutus),,"in PBDB, so it will be classified correctly",Ceratolithus armatus (acutus)
,,Ceratolithus,,,,atlanticus,,,,Ceratolithus atlanticus,nannofossils,Ceratolithus atlanticus,,,"in PBDB, so it will be classified correctly",
,,Ceratolithus,,,,cristatus,,,,Ceratolithus cristatus,nannofossils,Ceratolithus cristatus (rugosus),Ceratolithus cristatus (rugosus),,"in PBDB, so it will be classified correctly",Ceratolithus cristatus (rugosus)
,,Ceratolithus,,,,cristatus,var.,telesmus,,Ceratolithus cristatus var. telesmus,nannofossils,Ceratolithus cristatus var. telesmus,,,"in PBDB, so it will be classified correctly",
,,Ceratolithus,,,,larrymayeri,,,,Ceratolithus larrymayeri,nannofossils,Ceratolithus larrymayeri,,,"in PBDB, so it will be classified correctly",
,,Ceratolithus,,,,rugosus,,,,Ceratolithus rugosus,nannofossils,Ceratolithus rugosus,,,"in PBDB, so it will be classified correctly",
,,Ceratolithus,,,,simplex,,,,Ceratolithus simplex,nannofossils,Ceratolithus simplex,,,"in PBDB, so it will be classified correctly",
,,Ceratolithus,,,,spp.,,,,Ceratolithus spp.,nannofossils,Ceratolithus spp.,,,"in PBDB, so it will be classified correctly",
,,Ceratolithus,,,,telesmus,,,,Ceratolithus telesmus,nannofossils,Ceratolithus telesmus,,,"in PBDB, so it will be classified correctly",
,,Ceratolithus,,,,tricorniculatus,,,,Ceratolithus tricorniculatus,nannofossils,Ceratolithus tricorniculatus,,,"in PBDB, so it will be classified correctly",
,,Chiasmolithus,,,,altus,,,,Chiasmolithus altus,nannofossils,Chiasmolithus altus,,,"in PBDB, so it will be classified correctly",
,,Chiasmolithus,,,,bidens,,,,Chiasmolithus bidens,nannofossils,Chiasmolithus bidens,,,"in PBDB, so it will be classified correctly",
,,Chiasmolithus,,,,californicus,,,>13 microns,Chiasmolithus californicus (>13 microns),nannofossils,Chiasmolithus californicus (>13µm),,,"in PBDB, so it will be classified correctly",
,,Chiasmolithus,,,,consuetus,,,,Chiasmolithus consuetus,nannofossils,Chiasmolithus consuetus,,,"in PBDB, so it will be classified correctly",
,,Chiasmolithus,,,,danicus,,,,Chiasmolithus danicus,nannofossils,Chiasmolithus danicus,,,"in PBDB, so it will be classified correctly",
,,Chiasmolithus,,,,expansus,,,,Chiasmolithus expansus,nannofossils,Chiasmolithus expansus,,,"in PBDB, so it will be classified correctly",
,,Chiasmolithus,,,,gigas,,,,Chiasmolithus gigas,nannofossils,Chiasmolithus gigas,,,"in PBDB, so it will be classified correctly",
,,Chiasmolithus,,,,grandis,,,,Chiasmolithus grandis,nannofossils,Chiasmolithus grandis,,,"in PBDB, so it will be classified correctly",
,,Chiasmolithus,,,,nitidus,,,,Chiasmolithus nitidus,nannofossils,Chiasmolithus nitidus,,,"in PBDB, so it will be classified correctly",
,,Chiasmolithus,,,,oamaruensis,,,,Chiasmolithus oamaruensis,nannofossils,Chiasmolithus oamaruensis,,,"in PBDB, so it will be classified correctly",
,,Chiasmolithus,,,,solitus,,,,Chiasmolithus solitus,nannofossils,Chiasmolithus solitus,,,"in PBDB, so it will be classified correctly",
,,Chiasmolithus,,,,spp.,,,,Chiasmolithus spp.,nannofossils,Chiasmolithus spp.,,,"in PBDB, so it will be classified correctly",
,,Chiasmolithus,,,,titus,,,,Chiasmolithus titus,nannofossils,Chiasmolithus titus,,,"in PBDB, so it will be classified correctly",
,,Chiastozygus,,,,sp.,,,,Chiastozygus sp.,nannofossils,Chiastozygus,,,"in PBDB, so it will be classified correctly",
,,Chiastozygus,,,,litterarius,,,,Chiastozygus litterarius,nannofossils,Chiastozygus litterarius,,,"in PBDB, so it will be classified correctly",
,,Chiastozygus,,,,garrisonii,,,,Chiastozygus garrisonii,nannofossils,Chiastozygus garrisonii,,,"in PBDB, so it will be classified correctly",
,,Chiastozygus,,,,platyrhethus,,,,Chiastozygus platyrhethus,nannofossils,Chiastozygus platyrhethus,,,"in PBDB, so it will be classified correctly",
,,Chiphragmalithus,,,,acanthodes,,,,Chiphragmalithus acanthodes,nannofossils,Chiphragmolithus acanothodes,,,"in PBDB, so it will be classified correctly",
,,Chiphragmalithus,,,,acanthodes,,,,Chiphragmalithus acanthodes,nannofossils,Chiphragmolithus acanthodes,,,"in PBDB, so it will be classified correctly",
,,Chiphragmalithus,,,,armatus,,,,Chiphragmalithus armatus,nannofossils,Chiphragmolithus armatus,,,"in PBDB, so it will be classified correctly",
,,Chiphragmalithus,,,,barbatus,,,,Chiphragmalithus barbatus,nannofossils,Chiphragmolithus barbatus,,,"in PBDB, so it will be classified correctly",
,,Chiphragmalithus,,,,calathus,,,,Chiphragmalithus calathus,nannofossils,Chiphragmolithus calathus,,,"in PBDB, so it will be classified correctly",
,,Clausicoccus,,,,fenestratus,,,,Clausicoccus fenestratus,nannofossils,Clausicoccus fenestratus,,,"in PBDB, so it will be classified correctly",
,,Clausicoccus,,,,spp.,,,,Clausicoccus spp.,nannofossils,Clausicoccus spp.,,,"in PBDB, so it will be classified correctly",
,,Clausicoccus,,,,vanheckiae,,,,Clausicoccus vanheckiae,nannofossils,Clausicoccus vanheckiae,,,"in PBDB, so it will be classified correctly",
,,Coccolithus,,,,abisectus,,,,Coccolithus abisectus,nannofossils,Coccolithus abisectus,,,"in PBDB, so it will be classified correctly",
,,Coccolithus,,,,braarudii,,,,Coccolithus braarudii,nannofossils,Coccolithus braarudii,,,"in PBDB, so it will be classified correctly",
,,Coccolithus,,,,cachaoi,,,,Coccolithus cachaoi,nannofossils,Coccolithus cachaoi,,,"in PBDB, so it will be classified correctly",
,,Coccolithus,,,,crassus,,,,Coccolithus crassus,nannofossils,Coccolithus crassus,,,"in PBDB, so it will be classified correctly",
,,Coccolithus,,,,eopelagicus,,,,Coccolithus eopelagicus,nannofossils,Coccolithus eopelagicus,,,"in PBDB, so it will be classified correctly",
,,Coccolithus,,,,eopelagicus,,,>14 microns,Coccolithus eopelagicus (>14 microns),nannofossils,Coccolithus eopelagicus ( >14µm),,,"in PBDB, so it will be classified correctly",
,,Coccolithus,,,,formosus,,,,Coccolithus formosus,nannofossils,Coccolithus formosus,,,"in PBDB, so it will be classified correctly",
,,Coccolithus,,,,gigas,,,,Coccolithus gigas,nannofossils,Coccolithus gigas,,,"in PBDB, so it will be classified correctly",
,,Coccolithus,,,,pelagicus,,,,Coccolithus pelagicus,nannofossils,Coccolithus pelagicus (w/bar),,,"in PBDB, so it will be classified correctly",Coccolithus pelagicus (w/bar)
,,Coccolithus,,,,pelagicus,,azorinus,,Coccolithus pelagicus azorinus,nannofossils,Coccolithus pelagicus spp. azorinus,,,"in PBDB, so it will be classified correctly",Coccolithus pelagicus spp. azorinus
,,Coccolithus,,,,pelagicus,,braarudii,,Coccolithus pelagicus braarudii,nannofossils,Coccolithus pelagicus spp. braarudii,,,"in PBDB, so it will be classified correctly",Coccolithus pelagicus spp. braarudii
,,Coccolithus,,,,pelagicus,,pelagicus,,Coccolithus pelagicus pelagicus,nannofossils,Coccolithus pelagicus ssp. pelagicus,,,"in PBDB, so it will be classified correctly",Coccolithus pelagicus ssp. pelagicus
,,Coccolithus,,,,spp.,,,,Coccolithus spp.,nannofossils,Coccolithus spp.,,,"in PBDB, so it will be classified correctly",
,,Corollithion,,,,kennedyi,,,,Corollithion kennedyi,nannofossils,Corollithion kennedyi,,,"in PBDB, so it will be classified correctly",
,,Coronocyclus,,,,nitescens,,,,Coronocyclus nitescens,nannofossils,Coronocyclas nitescens,,,"in PBDB, so it will be classified correctly",
,,Coronocyclus,,,,bramlettei,,,,Coronocyclus bramlettei,nannofossils,Coronocyclus bramlettei,,,"in PBDB, so it will be classified correctly",
,,Coronocyclus,,,,nitescens,,,,Coronocyclus nitescens,nannofossils,Coronocyclus nitescens (circular),Coronocyclus nitescens (circular),,"in PBDB, so it will be classified correctly",Coronocyclus nitescens (circular)
,,Coronocyclus,,,,nitescens,,,,Coronocyclus nitescens,nannofossils,Coronocyclus nitescens (elliptical),Coronocyclus nitescens (elliptical),,"in PBDB, so it will be classified correctly",Coronocyclus nitescens (elliptical)
,,Coronocyclus,,,,prionion,,,,Coronocyclus prionion,nannofossils,Coronocyclus prionion,,,"in PBDB, so it will be classified correctly",
,,Coronocyclus,,,,spp.,,,,Coronocyclus spp.,nannofossils,Coronocyclus spp.,,,"in PBDB, so it will be classified correctly",
,,Cretarhabdus,,,,conicus,,,,Cretarhabdus conicus,nannofossils,Cretarhabdus conicus,,,"in PBDB, so it will be classified correctly",
,,Cretarhabdus,,,,crenulatus,,,,Cretarhabdus crenulatus,nannofossils,Cretarhabdus crenulatus,,,"in PBDB, so it will be classified correctly",
,,Cretarhabdus,,,,striatus,,,,Cretarhabdus striatus,nannofossils,Cretarhabdus striatus,,,"in PBDB, so it will be classified correctly",
,,Cribrocentrum,,,,reticulatum,,,,Cribrocentrum reticulatum,nannofossils,Cribrocentrum reticulatum,,,"in PBDB, so it will be classified correctly",
,,Cribrocorona,,,,gallica,,,,Cribrocorona gallica,nannofossils,Cribrocorona gallica,,,"in PBDB, so it will be classified correctly",
,,Cribrosphaerella,,,,daniae,,,,Cribrosphaerella daniae,nannofossils,Cribrosphaerella daniae,,,"in PBDB, so it will be classified correctly",
,,Cribrosphaerella,,,,ehrenbergii,,,,Cribrosphaerella ehrenbergii,nannofossils,Cribrosphaerella ehrenbergii,,,"in PBDB, so it will be classified correctly",
,,Cruciellipsis,,,,cuvillieri,,,,Cruciellipsis cuvillieri,nannofossils,Cruciellipsis cuvillieri,,,"in PBDB, so it will be classified correctly",
,,Cruciplacolithus,,,,asymmetricus,,,,Cruciplacolithus asymmetricus,nannofossils,Cruciplacolithus asymmetricus,,,"in PBDB, so it will be classified correctly",
,,Cruciplacolithus,,,,cruciformis,,,,Cruciplacolithus cruciformis,nannofossils,Cruciplacolithus cruciformis,,,"in PBDB, so it will be classified correctly",
,,Cruciplacolithus,,,,edwardsii,,,,Cruciplacolithus edwardsii,nannofossils,Cruciplacolithus edwardsii,,,"in PBDB, so it will be classified correctly",
,,Cruciplacolithus,,,,frequens,,,,Cruciplacolithus frequens,nannofossils,Cruciplacolithus frequens,,,"in PBDB, so it will be classified correctly",
,,Cruciplacolithus,,,,intermedius,,,,Cruciplacolithus intermedius,nannofossils,Cruciplacolithus intermedius,,,"in PBDB, so it will be classified correctly",
,,Cruciplacolithus,,,,latipons,,,,Cruciplacolithus latipons,nannofossils,Cruciplacolithus latipons,,,"in PBDB, so it will be classified correctly",
,,Cruciplacolithus,,,,primus,,,,Cruciplacolithus primus,nannofossils,Cruciplacolithus primus,,,"in PBDB, so it will be classified correctly",
,,Cruciplacolithus,,,,spp.,,,,Cruciplacolithus spp.,nannofossils,Cruciplacolithus spp.,,,"in PBDB, so it will be classified correctly",
,,Cruciplacolithus,,,,tenuis,,,,Cruciplacolithus tenuis,nannofossils,Cruciplacolithus tenuis,,,"in PBDB, so it will be classified correctly",
,,Cryptococcolithus,,,,mediaperforatus,,,,Cryptococcolithus mediaperforatus,nannofossils,Cryptococcolithus mediaperforate,,,"in PBDB, so it will be classified correctly",
,,Cryptococcolithus,,,,mediaperforatus,,,,Cryptococcolithus mediaperforatus,nannofossils,Cryptococcolithus mediaperforatus,,,"in PBDB, so it will be classified correctly",
,,Cyclagelosphaera,,,,margerelii,,,,Cyclagelosphaera margerelii,nannofossils,Cyclagelosphaera margerelii,,,"in PBDB, so it will be classified correctly",
,,Cyclagelosphaera,,,,reinhardtii,,,,Cyclagelosphaera reinhardtii,nannofossils,Cyclagelosphaera reinhardtii,,,"in PBDB, so it will be classified correctly",
,,Cyclagelosphaera,,,,spp.,,,,Cyclagelosphaera spp.,nannofossils,Cyclagelosphaera spp.,,,"in PBDB, so it will be classified correctly",
,,Cyclicargolithus,,,,abisectus,,,11 microns,Cyclicargolithus abisectus (11 microns),nannofossils,Cyclicargolithus abisectus (11 µm),,,"in PBDB, so it will be classified correctly",
,,Cyclicargolithus,,,,abisectus,,,>11 microns,Cyclicargolithus abisectus (>11 microns),nannofossils,Cyclicargolithus abisectus (>11 microns),,,"in PBDB, so it will be classified correctly",
,,Cyclicargolithus,,,,floridanus,,,5-11 microns,Cyclicargolithus floridanus (5-11 microns),nannofossils,Cyclicargolithus floridanus (5-11µm),,,"in PBDB, so it will be classified correctly",
,,Cyclicargolithus,,,,floridanus,,,small <5 microns,Cyclicargolithus floridanus (small <5 microns),nannofossils,Cyclicargolithus floridanus small (<5µm),,,"in PBDB, so it will be classified correctly",
,,Cyclicargolithus,,,,luminis,,,,Cyclicargolithus luminis,nannofossils,Cyclicargolithus luminis,,,"in PBDB, so it will be classified correctly",
,?,Cyclicargolithus,,,,luminis,,,,? Cyclicargolithus luminis,nannofossils,Cyclicargolithus? luminis,,,"in PBDB, so it will be classified correctly",
,,Cylindralithus,,,,nudus,,,,Cylindralithus nudus,nannofossils,Cylindralithus nudus,,,"in PBDB, so it will be classified correctly",
,,Cylindralithus,,,,sculptus,,,,Cylindralithus sculptus,nannofossils,Cylindralithus sculptus,,,"in PBDB, so it will be classified correctly",
,,Cylindralithus,,,,serratus,,,,Cylindralithus serratus,nannofossils,Cylindralithus serratus,,,"in PBDB, so it will be classified correctly",
,,Daktylethra,,,,punctulata,,,,Daktylethra punctulata,nannofossils,Daktylethra punctulata,,,"in PBDB, so it will be classified correctly",
,,Diazomatolithus,,,,lehmanii,,,,Diazomatolithus lehmanii,nannofossils,Diazomatolithus lehmanii,,,"in PBDB, so it will be classified correctly",
,,Dictyococcites,,,,sp.,,,<3 microns,Dictyococcites sp. (<3 microns),nannofossils,Dictyococcites (<3 microns),,,"in PBDB, so it will be classified correctly",
,,Dictyococcites,,,,antarcticus,,,,Dictyococcites antarcticus,nannofossils,Dictyococcites antarcticus,,,"in PBDB, so it will be classified correctly",
,,Dictyococcites,,,,bisectus,,,,Dictyococcites bisectus,nannofossils,Dictyococcites bisectus,,,"in PBDB, so it will be classified correctly",
,,Dictyococcites,,,,bisectus,,,>10 microns,Dictyococcites bisectus (>10 microns),nannofossils,Dictyococcites bisectus (>10 microns),,,"in PBDB, so it will be classified correctly",
,,Dictyococcites,,,,bisectus,,,>10 microns,Dictyococcites bisectus (>10 microns),nannofossils,Dictyococcites bisectus (>10 µm),,,"in PBDB, so it will be classified correctly",
,,Dictyococcites,,,,bisectus,,,>10 microns,Dictyococcites bisectus (>10 microns),nannofossils,Dictyococcites bisectus (>10µm),,,"in PBDB, so it will be classified correctly",
,,Dictyococcites,,,,haqii,,,,Dictyococcites haqii,nannofossils,Dictyococcites haqii,,,"in PBDB, so it will be classified correctly",
,,Dictyococcites,,,,perplexus,,,,Dictyococcites perplexus,nannofossils,Dictyococcites perplexus,,,"in PBDB, so it will be classified correctly",
,,Dictyococcites,,,,productus,,,,Dictyococcites productus,nannofossils,Dictyococcites productus,,,"in PBDB, so it will be classified correctly",
,,Dictyococcites,,,,scrippsae,,,,Dictyococcites scrippsae,nannofossils,Dictyococcites scrippsae,,,"in PBDB, so it will be classified correctly",
,,Dictyococcites,,,,scrippsae,,,<10 microns,Dictyococcites scrippsae (<10 microns),nannofossils,Dictyococcites scrippsae (<10µm),,,"in PBDB, so it will be classified correctly",
,,Dictyococcites,,,,spp.,,,,Dictyococcites spp.,nannofossils,Dictyococcites spp.,,,"in PBDB, so it will be classified correctly",
,,Dictyococcites,,,,spp.,,,<6 microns,Dictyococcites spp. (<6 microns),nannofossils,Dictyococcites spp. (<6 microns),,,"in PBDB, so it will be classified correctly",
,,Dictyococcites,,,,spp.,,,medium,Dictyococcites spp. (medium),nannofossils,Dictyococcites spp. (medium),,,"in PBDB, so it will be classified correctly",
,,Dictyococcites,,,,spp.,,,small,Dictyococcites spp. (small),nannofossils,Dictyococcites spp. (small),,,"in PBDB, so it will be classified correctly",
,,Discoaster,,,,spp.,,,six-rayed,Discoaster spp. (six-rayed),nannofossils,"Discoaster ""six-rayed""",,,"in PBDB, so it will be classified correctly",
,,Discoaster,,,,adamanteus,,,,Discoaster adamanteus,nannofossils,Discoaster adamanteus,,,"in PBDB, so it will be classified correctly",
,,Discoaster,,,,altus,,,,Discoaster altus,nannofossils,Discoaster altus,,,"in PBDB, so it will be classified correctly",
,,Discoaster,,,,anartios,,,,Discoaster anartios,nannofossils,Discoaster anartios,,,"in PBDB, so it will be classified correctly",
,,Discoaster,,,,araneus,,,,Discoaster araneus,nannofossils,Discoaster araneus,,,"in PBDB, so it will be classified correctly",
,,Discoaster,,,,asymmetricus,,,,Discoaster asymmetricus,nannofossils,Discoaster asymetricus,,,"in PBDB, so it will be classified correctly",
,,Discoaster,,,,backmanii,,,,Discoaster backmanii,nannofossils,Discoaster backmanii,,,"in PBDB, so it will be classified correctly",
,,Discoaster,,,,barbadiensis,,,,Discoaster barbadiensis,nannofossils,Discoaster barbadiensis,,,"in PBDB, so it will be classified correctly",
,,Discoaster,,,,bellus,,,,Discoaster bellus,nannofossils,Discoaster bellus,,,"in PBDB, so it will be classified correctly",
,,Discoaster,,,,bergenii,,,,Discoaster bergenii,nannofossils,Discoaster bergenii,,,"in PBDB, so it will be classified correctly",
,,Discoaster,,,,bifax,,,,Discoaster bifax,nannofossils,Discoaster bifax,,,"in PBDB, so it will be classified correctly",
,,Discoaster,,,,binodosus,,,,Discoaster binodosus,nannofossils,Discoaster binodosus,,,"in PBDB, so it will be classified correctly",
,,Discoaster,,,,blackstockae,,,,Discoaster blackstockae,nannofossils,Discoaster blackstockae,,,"in PBDB, so it will be classified correctly",
,,Discoaster,,,,braarudii,,,,Discoaster braarudii,nannofossils,Discoaster braarudi,,,"in PBDB, so it will be classified correctly",
,,Discoaster,,,,braarudii,,,,Discoaster braarudii,nannofossils,Discoaster braarudii,,,"in PBDB, so it will be classified correctly",
,,Discoaster,,,,brouweri,,,,Discoaster brouweri,nannofossils,Discoaster brouwerii,,,"in PBDB, so it will be classified correctly",
,,Discoaster,,,,brouweri,,,,Discoaster brouweri,nannofossils,Discoaster broweri,,,"in PBDB, so it will be classified correctly",
,,Discoaster,,,,calcaris,,,,Discoaster calcaris,nannofossils,Discoaster calcaris,,,"in PBDB, so it will be classified correctly",
,,Discoaster,,,,calculosus,,,,Discoaster calculosus,nannofossils,Discoaster calculosus,,,"in PBDB, so it will be classified correctly",
,,Discoaster,,,,challengeri,,,,Discoaster challengeri,nannofossils,Discoaster challengeri,,,"in PBDB, so it will be classified correctly",
,,Discoaster,,,,challengeri,,,,Discoaster challengeri,nannofossils,Discoaster challengerii,,,"in PBDB, so it will be classified correctly",
,,Discoaster,,,,deflandrei,,,small,Discoaster deflandrei (small),nannofossils,Discoaster deflandrei (small),Discoaster deflandrei (small),,"in PBDB, so it will be classified correctly",
,,Discoaster,,,,delicatus,,,,Discoaster delicatus,nannofossils,Discoaster delicatus,,,"in PBDB, so it will be classified correctly",
,,Discoaster,,,,diastypus,,,,Discoaster diastypus,nannofossils,Discoaster diastypus,,,"in PBDB, so it will be classified correctly",
,,Discoaster,,,,distinctus,,,,Discoaster distinctus,nannofossils,Discoaster distinctus,,,"in PBDB, so it will be classified correctly",
,,Discoaster,,,,druggii,,,< 15 microns,Discoaster druggii (< 15 microns),nannofossils,Discoaster druggii (< 15 microns),Discoaster druggii (< 15 microns),,"in PBDB, so it will be classified correctly",
,,Discoaster,,,,elegans,,,,Discoaster elegans,nannofossils,Discoaster elegans,,,"in PBDB, so it will be classified correctly",
,,Discoaster,,,,exilis,,,,Discoaster exilis,nannofossils,Discoaster exilis,,,"in PBDB, so it will be classified correctly",
,,Discoaster,,,,falcatus,,,,Discoaster falcatus,nannofossils,Discoaster falcatus,,,"in PBDB, so it will be classified correctly",
,,Discoaster,,,,variabilis,,,group,Discoaster variabilis (group),nannofossils,Discoaster gr. variabilis,,,"in PBDB, so it will be classified correctly",Discoaster variabilis group
,,Discoaster,,,,hamatus-bellus,,,,Discoaster hamatus-bellus,nannofossils,Discoaster hamatus/bellus,,,"in PBDB, so it will be classified correctly",
,,Discoaster,,,,intercalaris,,,,Discoaster intercalaris,nannofossils,Discoaster intercalaris,,,"in PBDB, so it will be classified correctly",
,,Discoaster,,,,kuepperi,,,,Discoaster kuepperi,nannofossils,Discoaster kuepperi,,,"in PBDB, so it will be classified correctly",
,,Discoaster,,,,kugleri,,,,Discoaster kugleri,nannofossils,Discoaster kuglerii,,,"in PBDB, so it will be classified correctly",
,,Discoaster,,,,lenticularis,,,,Discoaster lenticularis,nannofossils,Discoaster lenticularis,,,"in PBDB, so it will be classified correctly",
,,Discoaster,,,,lodoensis,,,,Discoaster lodoensis,nannofossils,Discoaster lodoensis,,,"in PBDB, so it will be classified correctly",
,,Discoaster,,,,loeblichii,,,,Discoaster loeblichii,nannofossils,Discoaster loeblichii,,,"in PBDB, so it will be classified correctly",
,,Discoaster,,,,mahmoudii,,,,Discoaster mahmoudii,nannofossils,Discoaster mahmoudii,,,"in PBDB, so it will be classified correctly",
,,Discoaster,,,,mediosus,,,,Discoaster mediosus,nannofossils,Discoaster mediosus,,,"in PBDB, so it will be classified correctly",
,,Discoaster,,,,mendomobensis,,,,Discoaster mendomobensis,nannofossils,Discoaster mendomobensis,,,"in PBDB, so it will be classified correctly",
,,Discoaster,,,,mohleri,,,,Discoaster mohleri,nannofossils,Discoaster mohleri,,,"in PBDB, so it will be classified correctly",
,,Discoaster,,,,moorei,,,,Discoaster moorei,nannofossils,Discoaster moori,,,"in PBDB, so it will be classified correctly",
,,Discoaster,,,,multiradiatus,,,,Discoaster multiradiatus,nannofossils,Discoaster multiradiatus,,,"in PBDB, so it will be classified correctly",
,,Discoaster,,,,musicus,,,,Discoaster musicus,nannofossils,Discoaster musicus,,,"in PBDB, so it will be classified correctly",
,,Discoaster,,,,neorectus,,,,Discoaster neorectus,nannofossils,Discoaster neorectus,,,"in PBDB, so it will be classified correctly",
,,Discoaster,,,,nobilis,,,,Discoaster nobilis,nannofossils,Discoaster nobilis,,,"in PBDB, so it will be classified correctly",
,,Discoaster,,,,nodifer,,,,Discoaster nodifer,nannofossils,Discoaster nodifer,,,"in PBDB, so it will be classified correctly",
,,Discoaster,,,,ornatus,,,,Discoaster ornatus,nannofossils,Discoaster ornatus,,,"in PBDB, so it will be classified correctly",
,,Discoaster,,,,pacificus,,,,Discoaster pacificus,nannofossils,Discoaster pacificus,,,"in PBDB, so it will be classified correctly",
,,Discoaster,,,,paelikei,,,,Discoaster paelikei,nannofossils,Discoaster paelikei,,,"in PBDB, so it will be classified correctly",
,,Discoaster,,,,pansus,,,,Discoaster pansus,nannofossils,Discoaster pansus,,,"in PBDB, so it will be classified correctly",
,,Discoaster,,,,quadramus,,,,Discoaster quadramus,nannofossils,Discoaster quadramus,,,"in PBDB, so it will be classified correctly",
,,Discoaster,,,,quintatus,,,,Discoaster quintatus,nannofossils,Discoaster quintatus,,,"in PBDB, so it will be classified correctly",
