Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Jenkinsella bella	Globorotalia siakensis	Globorotalia birnageae	Globoquadrina dehiscens	Globoquadrina baroemoenensis	Fohsella peripheroronda	Neogloboquadrina mayeri	Globorotalia peripheroronda	Globigerinoides sicanus	Dentoglobigerina altispira	Globoquadrina venezuelana	Globigerinoides diminutus	Globigerinoides trilobus	Globigerinoides subquadratus	Globigerinoides sacculifer	Sphaeroidinellopsis seminulina	Globigerinoides quadrilobatus	Globigerinoides obliquus	Globigerinoides immaturus	Globigerinatella insueta	Praeorbulina circularis	Dentoglobigerina globosa	Zeaglobigerina druryi	Globorotalia archeomenardii	Orbulina suturalis	Orbulina universa	Globigerinoides mitra	Fohsella peripheroacuta	Globorotalia praescitula	Fohsella fohsi sensus stricto	Zeaglobigerina decoraperta	Globorotalia fohsi lobata	Zeaglobigerina woodi	Globigerina nepenthes	Neogloboquadrina humerosa	Globigerinoides extremus	Globorotalia merotumida	Globorotalia menardii	Globorotalia juanai	Sphaeroidinella dehiscens	Neogloboquadrina acostaensis	Pulleniatina obliquiloculata	Neogloboquadrina dutertrei	Globorotaloides hexagona	Globorotalia tumida	Globorotalia tosaensis	Globigerinoides ruber	Globorotalia scitula	Globorotalia ungulata	Globigerinella aequilateralis	Globigerinoides conglobatus	Globorotalia hirsuta	Orbulina bilobata	Globorotalia theyeri	Globigerinella calida	Globigerina bulloides	Comment

  IR	                 	Pleistocene      	                  	N23           	170	1039	B	  6	H	CC	  21.00	     49.7800	Ibaraki  	Planktonic Foraminifers                      	C              	G                 	                 	                      	                      	                       	                            	                       	                       	                           	                       	                          	                         	                         	                        	                            	                          	                              	                             	                        	                         	                        	                       	                        	                     	                           	                  	                 	                     	                       	                        	                             	                          	                         	                    	                     	F                        	                        	                       	R                    	                   	                         	                            	R                           	F                         	                        	R                  	                      	                     	                    	                     	                             	                           	R                   	                 	                    	                     	                     	       

  IR	                 	Pleistocene      	                  	N23           	170	1039	B	  7	H	CC	  40.00	     59.4800	Ibaraki  	Planktonic Foraminifers                      	C              	M                 	                 	                      	                      	                       	                            	                       	                       	                           	                       	                          	                         	                         	                        	                            	R                         	                              	                             	                        	R                        	                        	                       	                        	                     	                           	                  	                 	                     	                       	                        	                             	                          	                         	                    	                     	                         	                        	                       	R                    	                   	R                        	                            	                            	R                         	                        	R                  	                      	R                    	R                   	R                    	                             	R                          	                    	                 	                    	                     	                     	       

  IR	                 	Pleistocene      	                  	N22           	170	1039	B	  8	H	CC	  19.00	     68.8800	Ibaraki  	Planktonic Foraminifers                      	R              	M                 	                 	                      	                      	                       	                            	                       	                       	                           	                       	                          	                         	                         	                        	                            	                          	                              	                             	                        	                         	                        	                       	                        	                     	                           	                  	                 	                     	                       	                        	                             	                          	                         	                    	                     	F                        	                        	                       	R                    	                   	                         	                            	R                           	F                         	                        	R                  	P                     	                     	                    	R                    	R                            	                           	                    	                 	                    	                     	                     	       

  IR	                 	Pleistocene      	                  	N22           	170	1039	B	  9	H	CC	  20.00	     78.3700	Ibaraki  	Planktonic Foraminifers                      	R              	M                 	                 	                      	                      	                       	                            	                       	                       	                           	                       	                          	                         	                         	                        	                            	R                         	                              	                             	                        	                         	                        	                       	                        	                     	                           	                  	                 	                     	                       	                        	                             	                          	                         	                    	                     	                         	                        	                       	R                    	                   	                         	                            	R                           	R                         	                        	                   	                      	R                    	R                   	                     	                             	                           	                    	                 	                    	                     	                     	       

  IR	                 	Pleistocene      	                  	N22           	170	1039	B	 10	H	CC	  46.00	     87.9800	Ibaraki  	Planktonic Foraminifers                      	R              	G                 	                 	                      	                      	                       	                            	                       	                       	                           	                       	                          	                         	                         	                        	                            	R                         	                              	                             	                        	                         	                        	                       	                        	                     	                           	                  	                 	                     	                       	                        	                             	                          	                         	                    	                     	                         	                        	                       	R                    	                   	                         	                            	R                           	R                         	                        	                   	                      	R                    	                    	                     	                             	                           	                    	                 	                    	                     	                     	       

  IR	                 	Pleistocene      	                  	N22           	170	1039	B	 11	H	CC	  25.00	     97.3700	Ibaraki  	Planktonic Foraminifers                      	T              	M                 	                 	                      	                      	                       	                            	                       	                       	                           	                       	                          	                         	                         	                        	                            	                          	                              	                             	                        	                         	                        	                       	                        	                     	                           	                  	                 	                     	                       	                        	                             	                          	                         	                    	                     	                         	                        	                       	P                    	                   	                         	                            	                            	P                         	                        	                   	                      	                     	                    	                     	                             	                           	                    	                 	                    	                     	                     	       

  IR	                 	Pleistocene      	                  	N22           	170	1039	B	 13	X	CC	  19.00	    113.0900	Ibaraki  	Planktonic Foraminifers                      	R              	M                 	                 	                      	                      	                       	                            	                       	                       	                           	                       	                          	                         	                         	                        	                            	R                         	                              	                             	R                       	                         	                        	                       	                        	                     	                           	                  	                 	                     	                       	                        	                             	                          	                         	                    	                     	                         	                        	                       	                     	                   	R                        	                            	R                           	R                         	R                       	R                  	R                     	R                    	                    	                     	                             	                           	                    	                 	                    	                     	                     	       

  IR	                 	Pleistocene      	                  	N22           	170	1039	B	 14	X	CC	  19.00	    122.7000	Ibaraki  	Planktonic Foraminifers                      	R              	G                 	                 	                      	                      	                       	                            	                       	                       	                           	                       	                          	                         	                         	                        	                            	                          	                              	                             	R                       	                         	                        	                       	                        	                     	                           	                  	                 	                     	                       	                        	                             	                          	                         	                    	                     	                         	R                       	                       	                     	                   	R                        	                            	R                           	                          	                        	                   	                      	                     	                    	                     	                             	                           	                    	                 	                    	                     	                     	       

  IR	                 	Early Pliocene   	                  	N19           	170	1039	B	 17	X	CC	  21.00	    151.1900	Ibaraki  	Planktonic Foraminifers                      	R              	M                 	                 	                      	                      	                       	                            	                       	                       	                           	                       	R                         	                         	                         	                        	                            	                          	R                             	                             	                        	                         	                        	                       	                        	                     	                           	                  	                 	                     	                       	                        	                             	                          	                         	                    	R                    	                         	                        	                       	                     	                   	R                        	R                           	                            	                          	                        	                   	                      	                     	                    	                     	                             	                           	                    	                 	                    	                     	                     	       

  IR	                 	Late Miocene     	                  	N17           	170	1039	B	 18	X	CC	  19.00	    160.9700	Ibaraki  	Planktonic Foraminifers                      	R              	M                 	                 	                      	                      	                       	                            	                       	                       	                           	                       	R                         	                         	                         	                        	                            	                          	                              	                             	                        	                         	                        	                       	                        	                     	                           	                  	                 	                     	                       	                        	                             	                          	                         	                    	                     	                         	                        	R                      	R                    	R                  	                         	                            	                            	                          	                        	                   	                      	                     	                    	                     	                             	                           	                    	                 	                    	                     	                     	       

  IR	                 	Late Miocene     	                  	N17           	170	1039	B	 19	X	CC	  32.00	    170.7300	Ibaraki  	Planktonic Foraminifers                      	R              	G                 	                 	                      	                      	                       	                            	                       	                       	                           	                       	R                         	R                        	                         	                        	                            	                          	                              	                             	                        	                         	                        	                       	                        	                     	                           	                  	                 	                     	                       	                        	                             	                          	                         	                    	                     	                         	R                       	                       	                     	                   	                         	                            	                            	                          	                        	                   	                      	                     	                    	                     	                             	                           	                    	                 	                    	                     	                     	       

  IR	                 	Late Miocene     	                  	N17           	170	1039	B	 21	X	CC	  26.00	    189.8700	Ibaraki  	Planktonic Foraminifers                      	C              	M                 	                 	                      	                      	                       	                            	                       	                       	                           	                       	F                         	                         	                         	                        	                            	                          	R                             	                             	                        	                         	                        	                       	R                       	                     	                           	                  	                 	                     	                       	                        	                             	                          	                         	                    	                     	R                        	                        	                       	                     	                   	                         	                            	                            	                          	                        	                   	                      	                     	                    	                     	                             	                           	                    	                 	                    	                     	                     	       

  IR	                 	Middle Miocene   	                  	N14           	170	1039	B	 22	X	CC	  20.00	    198.6500	Ibaraki  	Planktonic Foraminifers                      	R              	M                 	                 	R                     	                      	R                      	                            	                       	R                      	                           	                       	R                         	                         	                         	                        	                            	                          	                              	                             	                        	                         	                        	                       	                        	                     	                           	                  	                 	                     	                       	                        	                             	                          	                         	R                   	R                    	                         	                        	                       	                     	                   	                         	                            	                            	                          	                        	                   	                      	                     	                    	                     	                             	                           	                    	                 	                    	                     	                     	       

  IR	                 	Middle Miocene   	                  	N12           	170	1039	B	 23	X	CC	  26.00	    208.7600	Ibaraki  	Planktonic Foraminifers                      	C              	G                 	                 	R                     	                      	                       	                            	                       	                       	                           	                       	                          	                         	                         	                        	                            	                          	                              	                             	                        	                         	                        	                       	                        	                     	                           	R                 	                 	                     	                       	                        	                             	R                         	F                        	                    	                     	                         	                        	                       	                     	                   	                         	                            	                            	                          	                        	                   	                      	                     	                    	                     	                             	                           	                    	                 	                    	                     	                     	       

  IR	                 	Middle Miocene   	                  	N11           	170	1039	B	 24	X	CC	  33.00	    218.4300	Ibaraki  	Planktonic Foraminifers                      	C              	M                 	                 	F                     	                      	                       	                            	                       	F                      	                           	                       	                          	                         	                         	                        	                            	                          	R                             	                             	                        	                         	                        	                       	                        	                     	                           	                  	                 	                     	                       	                        	F                            	                          	                         	                    	                     	                         	                        	                       	                     	                   	                         	                            	                            	                          	                        	                   	                      	                     	                    	                     	                             	                           	                    	                 	                    	                     	                     	       

  IR	                 	Middle Miocene   	                  	N11           	170	1039	B	 25	X	CC	  23.00	    228.2700	Ibaraki  	Planktonic Foraminifers                      	C              	M                 	                 	R                     	                      	R                      	                            	                       	F                      	                           	                       	F                         	F                        	                         	                        	R                           	                          	R                             	R                            	                        	                         	                        	                       	                        	                     	                           	                  	                 	                     	                       	                        	F                            	                          	                         	                    	                     	                         	                        	                       	                     	                   	                         	                            	                            	                          	                        	                   	                      	                     	                    	                     	                             	                           	                    	                 	                    	                     	                     	       

  IR	                 	Middle Miocene   	                  	N11           	170	1039	B	 26	X	CC	  20.00	    238.0000	Ibaraki  	Planktonic Foraminifers                      	C              	M                 	                 	F                     	                      	R                      	                            	                       	F                      	                           	                       	F                         	F                        	                         	                        	                            	R                         	R                             	                             	                        	                         	                        	                       	                        	                     	                           	                  	                 	                     	                       	R                       	F                            	                          	                         	                    	                     	                         	                        	                       	                     	                   	                         	                            	                            	                          	                        	                   	                      	                     	                    	                     	                             	                           	                    	                 	                    	                     	                     	       

  IR	                 	Middle Miocene   	                  	N10           	170	1039	B	 27	X	CC	  25.00	    247.5600	Ibaraki  	Planktonic Foraminifers                      	C              	G                 	                 	                      	                      	R                      	                            	F                      	                       	                           	                       	F                         	F                        	                         	                        	                            	                          	R                             	                             	                        	                         	                        	                       	R                       	                     	                           	                  	R                	R                    	R                      	                        	                             	                          	                         	                    	                     	                         	                        	                       	                     	                   	                         	                            	                            	                          	                        	                   	                      	                     	                    	                     	                             	                           	                    	                 	                    	                     	                     	       

  IR	Middle Miocene   	Early Miocene    	                  	N9            	170	1039	B	 28	X	CC	  27.00	    257.2700	Ibaraki  	Planktonic Foraminifers                      	C              	G                 	                 	                      	                      	R                      	                            	                       	                       	F                          	                       	F                         	F                        	                         	                        	R                           	                          	                              	                             	R                       	                         	                        	                       	R                       	                     	                           	R                 	R                	                     	                       	                        	                             	                          	                         	                    	                     	                         	                        	                       	                     	                   	                         	                            	                            	                          	                        	                   	                      	                     	                    	                     	                             	                           	                    	                 	                    	                     	                     	       

  IR	Middle Miocene   	Early Miocene    	                  	N9            	170	1039	B	 29	X	CC	  25.00	    266.8400	Ibaraki  	Planktonic Foraminifers                      	C              	G                 	                 	R                     	                      	R                      	                            	                       	F                      	F                          	                       	F                         	F                        	                         	R                       	                            	F                         	R                             	                             	R                       	                         	                        	                       	R                       	                     	                           	R                 	                 	                     	                       	                        	                             	                          	                         	                    	                     	                         	                        	                       	                     	                   	                         	                            	                            	                          	                        	                   	                      	                     	                    	                     	                             	                           	                    	                 	                    	                     	                     	       

  IR	                 	Early Miocene    	                  	N8            	170	1039	B	 30	X	CC	  26.00	    274.1500	Ibaraki  	Planktonic Foraminifers                      	R              	G                 	                 	                      	                      	R                      	                            	                       	R                      	F                          	                       	R                         	F                        	                         	                        	                            	R                         	                              	                             	R                       	R                        	                        	                       	R                       	R                    	R                          	                  	                 	                     	                       	                        	                             	                          	                         	                    	                     	                         	                        	                       	                     	                   	                         	                            	                            	                          	                        	                   	                      	                     	                    	                     	                             	                           	                    	                 	                    	                     	                     	       

  IR	                 	Early Miocene    	                  	N8            	170	1039	B	 31	X	CC	  20.00	    286.2500	Ibaraki  	Planktonic Foraminifers                      	C              	G                 	                 	                      	                      	F                      	                            	                       	R                      	F                          	                       	R                         	R                        	                         	                        	                            	                          	R                             	R                            	                        	R                        	R                       	                       	                        	R                    	                           	                  	                 	                     	                       	                        	                             	                          	                         	                    	                     	                         	                        	                       	                     	                   	                         	                            	                            	                          	                        	                   	                      	                     	                    	                     	                             	                           	                    	                 	                    	                     	                     	       

  IR	                 	Early Miocene    	                  	N8            	170	1039	B	 32	X	CC	  30.00	    296.1400	Ibaraki  	Planktonic Foraminifers                      	C              	G                 	                 	R                     	                      	F                      	R                           	                       	R                      	                           	                       	R                         	F                        	                         	R                       	R                           	                          	                              	                             	                        	                         	                        	                       	R                       	                     	                           	                  	                 	                     	                       	                        	                             	                          	                         	                    	                     	                         	                        	                       	                     	                   	                         	                            	                            	                          	                        	                   	                      	                     	                    	                     	                             	                           	                    	                 	                    	                     	                     	       

  IR	                 	Early Miocene    	                  	N8            	170	1039	B	 33	X	CC	  23.00	    305.6700	Ibaraki  	Planktonic Foraminifers                      	C              	M                 	                 	R                     	                      	R                      	                            	                       	R                      	                           	                       	R                         	R                        	                         	                        	R                           	R                         	                              	                             	R                       	                         	                        	                       	R                       	                     	                           	                  	                 	                     	                       	                        	                             	                          	                         	                    	                     	                         	                        	                       	                     	                   	                         	                            	                            	                          	                        	                   	                      	                     	                    	                     	                             	                           	                    	                 	                    	                     	                     	       

  IR	                 	Early Miocene    	                  	N8            	170	1039	B	 34	X	CC	  30.00	    315.3600	Ibaraki  	Planktonic Foraminifers                      	C              	M                 	                 	R                     	                      	R                      	                            	                       	R                      	                           	R                      	R                         	R                        	                         	                        	R                           	R                         	R                             	                             	                        	                         	R                       	R                      	R                       	                     	                           	                  	                 	                     	                       	                        	                             	                          	                         	                    	                     	                         	                        	                       	                     	                   	                         	                            	                            	                          	                        	                   	                      	                     	                    	                     	                             	                           	                    	                 	                    	                     	                     	       

  IR	                 	Early Miocene    	                  	N8            	170	1039	B	 35	X	CC	  37.00	    324.8600	Ibaraki  	Planktonic Foraminifers                      	A              	G                 	                 	R                     	                      	R                      	                            	                       	R                      	                           	R                      	R                         	                         	R                        	                        	                            	R                         	R                             	R                            	R                       	R                        	R                       	                       	                        	                     	                           	                  	                 	                     	                       	                        	                             	                          	                         	                    	                     	                         	                        	                       	                     	                   	                         	                            	                            	                          	                        	                   	                      	                     	                    	                     	                             	                           	                    	                 	                    	                     	                     	       

  IR	                 	Early Miocene    	                  	N8            	170	1039	B	 36	X	CC	  41.00	    334.6200	Ibaraki  	Planktonic Foraminifers                      	R              	M                 	                 	R                     	                      	R                      	                            	                       	R                      	                           	R                      	R                         	R                        	R                        	                        	                            	                          	                              	                             	                        	                         	                        	                       	                        	                     	                           	                  	                 	                     	                       	                        	                             	                          	                         	                    	                     	                         	                        	                       	                     	                   	                         	                            	                            	                          	                        	                   	                      	                     	                    	                     	                             	                           	                    	                 	                    	                     	                     	       

  IR	                 	Early Miocene    	                  	N8            	170	1039	B	 37	X	CC	  35.00	    344.2300	Ibaraki  	Planktonic Foraminifers                      	R              	M                 	                 	R                     	                      	R                      	R                           	                       	R                      	                           	R                      	R                         	                         	                         	R                       	R                           	R                         	                              	                             	                        	                         	                        	                       	                        	                     	                           	                  	                 	                     	                       	                        	                             	                          	                         	                    	                     	                         	                        	                       	                     	                   	                         	                            	                            	                          	                        	                   	                      	                     	                    	                     	                             	                           	                    	                 	                    	                     	                     	       

  IR	                 	Early Miocene    	                  	N8            	170	1039	B	 38	X	CC	  40.00	    353.8500	Ibaraki  	Planktonic Foraminifers                      	R              	G                 	                 	                      	                      	R                      	                            	                       	                       	                           	                       	R                         	F                        	R                        	                        	                            	                          	                              	                             	                        	                         	                        	                       	                        	                     	                           	                  	                 	                     	                       	                        	                             	                          	                         	                    	                     	                         	                        	                       	                     	                   	                         	                            	                            	                          	                        	                   	                      	                     	                    	                     	                             	                           	                    	                 	                    	                     	                     	       

  IR	                 	Early Miocene    	                  	N8            	170	1039	B	 39	X	CC	  30.00	    363.3200	Ibaraki  	Planktonic Foraminifers                      	R              	M                 	                 	R                     	                      	R                      	                            	                       	R                      	F                          	R                      	F                         	                         	                         	                        	                            	                          	                              	                             	                        	                         	                        	                       	                        	                     	                           	                  	                 	                     	                       	                        	                             	                          	                         	                    	                     	                         	                        	                       	                     	                   	                         	                            	                            	                          	                        	                   	                      	                     	                    	                     	                             	                           	                    	                 	                    	                     	                     	       

  IR	                 	Early Miocene    	                  	N8            	170	1039	B	 40	X	CC	  26.00	    372.8900	Ibaraki  	Planktonic Foraminifers                      	R              	M                 	R                	R                     	R                     	R                      	R                           	R                      	                       	                           	                       	                          	                         	                         	                        	                            	                          	                              	                             	                        	                         	                        	                       	                        	                     	                           	                  	                 	                     	                       	                        	                             	                          	                         	                    	                     	                         	                        	                       	                     	                   	                         	                            	                            	                          	                        	                   	                      	                     	                    	                     	                             	                           	                    	                 	                    	                     	                     	       

