Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Turborotalita humilis	Orbulina universa	Neogloboquadrina pachyderma (sinistral)	Neogloboquadrina pachyderma (dextral)	Neogloboquadrina humerosa	Neogloboquadrina dutertrei	Neogloboquadrina acostaensis (dextral)	Globorotalia scitula	Globorotalia puncticulata	Globorotalia pseudopima	Globorotalia miocenica	Globorotalia exilis	Globorotalia crassaformis	Globorotalia cf. Gr. pertenuis	Globorotalia cf. Gr. hirsuta	Globigerinoides trilobus	Globigerinoides ruber	Globigerinoides quadrilobatus	Globigerinoides obliquus obliquus	Globigerinoides obliquus extremus	Globigerinoides conglobatus	Globigerinita glutinata	Globigerinella cf. G. obesa	Globigerinella aequilateralis	Globigerina woodi	Globigerina rubescens	Globigerina quinqueloba	Globigerina falconensis	Globigerina decoraperta	Globigerina cf. Gg. bulloides	Globigerina calida praecalida	Globigerina calida cf. calida	Neogloboquadrina cf. Nq. acostaensis	Globorotalia cf. Gr. miocenica	Globigerinoides sacculifer	Globigerina eamsi	Globigerina bulloides	Beella cf. B. digitata	Globorotaloides hexagona	Globorotalia crassula	Globoquadrina altispira	Dentoglobigerina altispira	Globigerinita uvula	Globigerina apertura	Neogloboquadrina acostaensis (sinistral)	Globigerinella obesa	Globorotalia pertenuis	Globigerinoides bollii	Globorotalia plesiotumida (sinistral)	Globorotalia hessi	Globorotalia triangula	Globorotalia tosaensis	Orbulina bilobata	Globorotalia truncatulinoides	Pulleniatina obliquiloculata obliquiloculata	Sphaeroidinella dehiscens	Orbulina suturalis	Globorotalia inflata	Globigerina druryi	Globorotalia crassaformis viola	Globorotalia tumida	Globigerinoides tenellus	Beella digitata	Globigerinoides pyramidalis	Globigerinoides elongatus	Globorotalia crassaformis hessi	Pulleniatina finalis	Sphaeroidinellopsis seminulina	Globigerinoides ruber (pink)	Globorotalia hirsuta	Globorotalia cultrata	Hastigerina pelagica	Globigerina calida calida	Comment

  SR	Pleistocene      	                 	Pt1a              	              	157	 953	A	 11	H	CC	   0.00	    101.4100	Brunner  	Planktonic Foraminifers                      	A              	M                 	                     	F                	                                       	A                                    	                         	A                         	                                      	                    	                         	                       	                      	                   	R                        	                              	F                           	                        	C                    	                             	                                 	                                 	F                          	C                      	                           	C                            	                 	R                    	R                      	R                      	                       	F                            	F                            	                             	                                    	                              	F                         	                 	C                    	                      	                        	                     	                       	                          	                   	                    	                                        	                    	                      	                      	                                     	                  	                      	C                     	                 	F                            	                                            	                         	                  	C                   	                  	                               	                   	                        	               	C                          	C                        	C                              	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Pleistocene      	                 	Pt1a              	              	157	 953	A	 12	H	 1	 121.00	    103.8100	Brunner  	Planktonic Foraminifers                      	A              	M                 	                     	F                	                                       	C                                    	                         	R                         	                                      	                    	                         	                       	                      	                   	R                        	                              	                            	                        	C                    	                             	                                 	                                 	                           	A                      	                           	C                            	                 	R                    	                       	R                      	                       	F                            	                             	                             	                                    	                              	R                         	                 	C                    	                      	                        	                     	                       	                          	                   	                    	                                        	                    	                      	                      	                                     	                  	                      	R                     	                 	F                            	                                            	                         	                  	A                   	                  	                               	                   	R                       	               	                           	                         	                               	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Pleistocene      	                 	Pt1a              	              	157	 953	A	 12	H	 2	  38.00	    104.4800	Brunner  	Planktonic Foraminifers                      	A              	M                 	                     	F                	R                                      	C                                    	                         	F                         	                                      	F                   	                         	                       	                      	                   	R                        	                              	                            	                        	C                    	                             	                                 	                                 	                           	A                      	                           	F                            	                 	F                    	                       	R                      	                       	F                            	R                            	                             	                                    	                              	R                         	                 	C                    	                      	                        	                     	                       	                          	                   	                    	                                        	                    	                      	                      	                                     	                  	                      	R                     	                 	R                            	                                            	                         	                  	A                   	                  	R                              	                   	F                       	               	                           	                         	                               	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Pleistocene      	                 	Pt1a              	              	157	 953	A	 12	H	 3	  60.00	    106.2000	Brunner  	Planktonic Foraminifers                      	A              	M                 	                     	F                	R                                      	C                                    	                         	F                         	                                      	F                   	                         	                       	                      	                   	                         	                              	                            	                        	C                    	                             	                                 	                                 	                           	A                      	                           	C                            	                 	R                    	R                      	F                      	                       	F                            	R                            	                             	                                    	                              	R                         	                 	A                    	                      	                        	                     	                       	                          	                   	                    	                                        	                    	                      	                      	                                     	                  	                      	R                     	                 	R                            	R                                           	                         	                  	C                   	                  	                               	                   	R                       	               	                           	                         	                               	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Pleistocene      	                 	Pt1a              	              	157	 953	A	 12	H	 4	  91.00	    108.0100	Brunner  	Planktonic Foraminifers                      	A              	M                 	                     	R                	R                                      	A                                    	                         	F                         	                                      	F                   	                         	                       	                      	                   	R                        	                              	                            	                        	C                    	                             	                                 	                                 	                           	A                      	                           	C                            	                 	R                    	                       	F                      	                       	F                            	                             	                             	                                    	                              	R                         	                 	C                    	                      	                        	                     	                       	                          	                   	                    	                                        	R                   	                      	                      	                                     	                  	                      	R                     	                 	R                            	                                            	                         	                  	C                   	                  	R                              	                   	R                       	               	                           	                         	                               	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Pleistocene      	                 	Pt1a              	              	157	 953	A	 12	H	 5	  70.00	    109.3000	Brunner  	Planktonic Foraminifers                      	A              	M                 	R                    	F                	R                                      	A                                    	                         	R                         	                                      	R                   	                         	                       	                      	                   	                         	                              	                            	                        	C                    	                             	                                 	                                 	                           	A                      	                           	C                            	                 	F                    	                       	R                      	                       	F                            	R                            	                             	                                    	                              	F                         	                 	C                    	                      	                        	                     	                       	                          	                   	                    	                                        	                    	                      	                      	                                     	                  	                      	                      	                 	                             	R                                           	                         	                  	C                   	                  	R                              	                   	R                       	               	                           	                         	                               	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Pleistocene      	                 	Pt1a              	              	157	 953	A	 12	H	 6	  39.00	    110.4900	Brunner  	Planktonic Foraminifers                      	A              	M                 	                     	F                	F                                      	A                                    	                         	F                         	                                      	F                   	                         	                       	                      	                   	                         	                              	                            	                        	C                    	                             	                                 	                                 	                           	C                      	                           	F                            	                 	R                    	                       	R                      	                       	F                            	R                            	                             	                                    	                              	F                         	                 	C                    	                      	                        	                     	                       	                          	                   	                    	                                        	                    	                      	                      	                                     	                  	                      	R                     	                 	F                            	                                            	                         	                  	F                   	                  	R                              	                   	F                       	               	                           	                         	                               	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Pleistocene      	                 	Pt1a              	              	157	 953	A	 12	H	 7	  51.00	    112.1100	Brunner  	Planktonic Foraminifers                      	A              	M                 	                     	F                	F                                      	A                                    	                         	                          	                                      	F                   	                         	                       	                      	                   	                         	                              	                            	                        	C                    	                             	                                 	                                 	                           	A                      	                           	C                            	                 	R                    	R                      	F                      	                       	F                            	R                            	                             	                                    	                              	                          	                 	A                    	                      	                        	                     	                       	                          	                   	                    	                                        	                    	                      	                      	                                     	                  	                      	                      	                 	                             	                                            	                         	                  	C                   	                  	R                              	                   	R                       	               	                           	                         	                               	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Pleistocene      	                 	Pt1a              	              	157	 953	A	 12	H	CC	   0.00	    112.2800	Brunner  	Planktonic Foraminifers                      	A              	M                 	                     	F                	                                       	C                                    	                         	C                         	                                      	                    	                         	                       	                      	                   	R                        	                              	C                           	                        	C                    	                             	                                 	                                 	F                          	C                      	                           	F                            	                 	R                    	                       	F                      	                       	F                            	C                            	                             	                                    	                              	R                         	                 	C                    	                      	                        	                     	                       	                          	                   	                    	                                        	                    	                      	                      	                                     	                  	                      	F                     	                 	F                            	                                            	                         	                  	C                   	                  	C                              	                   	                        	               	C                          	F                        	                               	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Pleistocene      	                 	Pt1a              	              	157	 953	A	 13	H	 1	  54.00	    112.6400	Brunner  	Planktonic Foraminifers                      	A              	M                 	R                    	F                	F                                      	C                                    	                         	                          	                                      	R                   	                         	                       	                      	                   	                         	                              	                            	                        	C                    	                             	                                 	                                 	                           	C                      	                           	C                            	                 	F                    	                       	R                      	                       	F                            	R                            	                             	                                    	                              	R                         	                 	A                    	                      	                        	                     	                       	                          	                   	                    	                                        	                    	                      	                      	                                     	                  	                      	R                     	                 	                             	R                                           	                         	                  	A                   	                  	R                              	                   	F                       	               	                           	                         	                               	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Pleistocene      	                 	Pt1a              	              	157	 953	A	 13	H	 3	  47.00	    115.5700	Brunner  	Planktonic Foraminifers                      	A              	M                 	R                    	F                	R                                      	C                                    	                         	R                         	                                      	R                   	                         	                       	                      	                   	R                        	                              	                            	                        	C                    	                             	                                 	                                 	                           	C                      	                           	F                            	                 	R                    	R                      	R                      	                       	F                            	R                            	                             	                                    	                              	R                         	                 	C                    	                      	                        	                     	                       	                          	                   	                    	                                        	                    	                      	                      	                                     	                  	                      	                      	                 	                             	                                            	                         	                  	C                   	                  	R                              	                   	R                       	               	                           	                         	                               	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Pleistocene      	                 	Pt1a              	              	157	 953	A	 13	H	 4	  54.00	    117.1400	Brunner  	Planktonic Foraminifers                      	A              	M                 	R                    	F                	R                                      	A                                    	                         	                          	                                      	R                   	                         	                       	                      	                   	R                        	                              	                            	                        	C                    	                             	                                 	                                 	                           	C                      	                           	C                            	                 	R                    	R                      	F                      	                       	F                            	R                            	                             	                                    	                              	F                         	                 	C                    	                      	                        	                     	                       	                          	                   	                    	                                        	                    	                      	                      	                                     	                  	                      	R                     	                 	F                            	R                                           	                         	                  	C                   	                  	R                              	                   	F                       	               	                           	                         	                               	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Pleistocene      	                 	Pt1a              	              	157	 953	A	 13	H	 5	  17.00	    118.2700	Brunner  	Planktonic Foraminifers                      	A              	M                 	R                    	F                	                                       	C                                    	                         	F                         	                                      	R                   	                         	                       	                      	                   	                         	                              	                            	                        	C                    	                             	                                 	                                 	                           	C                      	                           	C                            	                 	R                    	R                      	R                      	                       	F                            	R                            	                             	                                    	                              	R                         	                 	C                    	                      	                        	                     	                       	                          	                   	                    	                                        	R                   	                      	                      	                                     	                  	                      	R                     	                 	R                            	R                                           	                         	                  	C                   	                  	                               	                   	R                       	               	                           	                         	                               	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Pleistocene      	                 	Pt1a              	              	157	 953	A	 13	H	 7	  12.00	    121.2200	Brunner  	Planktonic Foraminifers                      	A              	M                 	R                    	F                	F                                      	A                                    	                         	                          	                                      	F                   	                         	                       	                      	                   	                         	                              	                            	                        	C                    	                             	                                 	                                 	                           	C                      	                           	F                            	                 	R                    	F                      	R                      	                       	F                            	R                            	                             	                                    	                              	F                         	                 	C                    	                      	                        	                     	                       	                          	                   	                    	                                        	                    	                      	                      	                                     	                  	                      	                      	                 	                             	R                                           	                         	                  	F                   	                  	R                              	                   	F                       	               	                           	                         	                               	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Pleistocene      	                 	Pt1a              	              	157	 953	A	 13	H	CC	  11.00	    121.7300	Brunner  	Planktonic Foraminifers                      	R              	P                 	                     	                 	                                       	                                     	                         	                          	                                      	                    	                         	                       	                      	                   	                         	                              	                            	                        	C                    	                             	                                 	                                 	                           	C                      	                           	R                            	                 	R                    	R                      	R                      	                       	F                            	                             	                             	                                    	                              	                          	                 	C                    	                      	                        	                     	                       	                          	                   	                    	                                        	                    	                      	                      	                                     	                  	                      	                      	                 	                             	                                            	                         	                  	                    	                  	                               	                   	                        	               	                           	                         	                               	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Pleistocene      	                 	Pt1a              	              	157	 953	A	 14	H	 1	  44.00	    122.0400	Brunner  	Planktonic Foraminifers                      	A              	M                 	                     	F                	F                                      	C                                    	                         	F                         	                                      	                    	                         	                       	                      	                   	R                        	                              	                            	                        	C                    	                             	                                 	                                 	                           	A                      	                           	R                            	                 	F                    	R                      	R                      	                       	                             	R                            	                             	                                    	                              	R                         	                 	C                    	                      	R                       	R                    	                       	                          	                   	                    	                                        	R                   	                      	                      	                                     	                  	                      	                      	                 	                             	F                                           	F                        	                  	C                   	                  	R                              	                   	                        	               	                           	                         	                               	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Pleistocene      	                 	Pt1a              	              	157	 953	A	 14	H	 3	 134.00	    125.9400	Brunner  	Planktonic Foraminifers                      	A              	M                 	                     	F                	R                                      	C                                    	                         	F                         	                                      	R                   	                         	                       	                      	                   	F                        	                              	                            	                        	C                    	                             	                                 	                                 	                           	A                      	                           	R                            	                 	F                    	R                      	F                      	                       	                             	F                            	                             	                                    	                              	F                         	                 	F                    	                      	R                       	R                    	                       	                          	                   	                    	                                        	R                   	                      	                      	                                     	                  	                      	R                     	                 	R                            	F                                           	                         	                  	C                   	                  	                               	                   	R                       	               	                           	                         	                               	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Late Pliocene    	                 	PL6               	              	157	 953	A	 14	H	 4	 103.00	    127.1300	Brunner  	Planktonic Foraminifers                      	A              	M                 	                     	R                	R                                      	F                                    	                         	C                         	                                      	R                   	                         	                       	                      	                   	R                        	                              	                            	                        	C                    	                             	                                 	R                                	R                          	A                      	                           	R                            	                 	C                    	R                      	F                      	                       	                             	R                            	                             	                                    	                              	F                         	                 	F                    	                      	C                       	R                    	                       	                          	                   	                    	                                        	R                   	                      	                      	                                     	                  	                      	F                     	                 	F                            	F                                           	R                        	                  	F                   	                  	                               	                   	F                       	R              	                           	                         	                               	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Late Pliocene    	                 	PL6               	              	157	 953	A	 14	H	 5	 120.00	    128.8000	Brunner  	Planktonic Foraminifers                      	A              	M                 	                     	F                	F                                      	C                                    	                         	C                         	                                      	                    	                         	                       	                      	                   	F                        	                              	                            	                        	C                    	                             	                                 	                                 	                           	A                      	                           	R                            	                 	F                    	R                      	R                      	                       	                             	                             	                             	                                    	                              	F                         	                 	C                    	                      	A                       	R                    	                       	                          	                   	                    	                                        	R                   	                      	                      	                                     	                  	                      	R                     	                 	R                            	R                                           	                         	                  	F                   	                  	                               	                   	                        	               	                           	                         	                               	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Late Pliocene    	                 	PL6               	              	157	 953	A	 14	H	 6	  12.00	    129.2200	Brunner  	Planktonic Foraminifers                      	A              	M                 	                     	F                	R                                      	A                                    	                         	F                         	                                      	R                   	                         	                       	                      	                   	F                        	                              	                            	                        	C                    	                             	                                 	                                 	R                          	A                      	                           	F                            	                 	F                    	F                      	R                      	                       	                             	R                            	                             	                                    	                              	R                         	                 	C                    	                      	R                       	R                    	                       	                          	R                  	                    	                                        	                    	                      	                      	                                     	                  	                      	R                     	                 	R                            	                                            	                         	                  	F                   	                  	                               	                   	                        	R              	                           	                         	                               	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Late Pliocene    	                 	PL6               	              	157	 953	A	 14	H	CC	  28.00	    131.6900	Brunner  	Planktonic Foraminifers                      	A              	G                 	                     	F                	                                       	C                                    	                         	                          	                                      	F                   	                         	                       	                      	                   	                         	                              	C                           	F                       	C                    	F                            	                                 	                                 	                           	C                      	                           	C                            	                 	C                    	                       	                       	                       	                             	                             	                             	                                    	                              	F                         	                 	C                    	                      	                        	                     	                       	                          	                   	                    	                                        	F                   	                      	                      	                                     	                  	                      	R                     	                 	F                            	                                            	                         	                  	C                   	                  	                               	                   	                        	               	                           	                         	                               	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Late Pliocene    	                 	PL6               	              	157	 953	A	 15	H	 1	  20.00	    131.3000	Brunner  	Planktonic Foraminifers                      	A              	G                 	R                    	F                	                                       	A                                    	                         	C                         	                                      	R                   	                         	                       	                      	                   	F                        	                              	                            	                        	C                    	                             	                                 	R                                	                           	C                      	                           	R                            	                 	F                    	                       	                       	                       	                             	                             	                             	                                    	                              	F                         	R                	F                    	                      	C                       	R                    	                       	                          	R                  	                    	                                        	R                   	                      	                      	                                     	                  	                      	R                     	                 	F                            	                                            	                         	                  	F                   	                  	                               	                   	                        	               	                           	                         	                               	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.
