Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Turborotalita humilis	Orbulina universa	Neogloboquadrina pachyderma (sinistral)	Neogloboquadrina pachyderma (dextral)	Neogloboquadrina humerosa	Neogloboquadrina dutertrei	Neogloboquadrina acostaensis (dextral)	Globorotalia scitula	Globorotalia puncticulata	Globorotalia pseudopima	Globorotalia miocenica	Globorotalia exilis	Globorotalia crassaformis	Globorotalia cf. Gr. pertenuis	Globorotalia cf. Gr. hirsuta	Globigerinoides trilobus	Globigerinoides ruber	Globigerinoides quadrilobatus	Globigerinoides obliquus obliquus	Globigerinoides obliquus extremus	Globigerinoides conglobatus	Globigerinita glutinata	Globigerinella cf. G. obesa	Globigerinella aequilateralis	Globigerina woodi	Globigerina rubescens	Globigerina quinqueloba	Globigerina falconensis	Globigerina decoraperta	Globigerina cf. Gg. bulloides	Globigerina calida praecalida	Globigerina calida cf. calida	Neogloboquadrina cf. Nq. acostaensis	Globorotalia cf. Gr. miocenica	Globigerinoides sacculifer	Globigerina eamsi	Globigerina bulloides	Beella cf. B. digitata	Globorotaloides hexagona	Globorotalia crassula	Globoquadrina altispira	Dentoglobigerina altispira	Globigerinita uvula	Globigerina apertura	Neogloboquadrina acostaensis (sinistral)	Globigerinella obesa	Globorotalia pertenuis	Globigerinoides bollii	Globorotalia plesiotumida (sinistral)	Globorotalia hessi	Globorotalia triangula	Globorotalia tosaensis	Orbulina bilobata	Globorotalia truncatulinoides	Pulleniatina obliquiloculata obliquiloculata	Sphaeroidinella dehiscens	Orbulina suturalis	Globorotalia inflata	Globigerina druryi	Globorotalia crassaformis viola	Globorotalia tumida	Globigerinoides tenellus	Beella digitata	Globigerinoides pyramidalis	Globigerinoides elongatus	Globorotalia crassaformis hessi	Pulleniatina finalis	Sphaeroidinellopsis seminulina	Globigerinoides ruber (pink)	Globorotalia hirsuta	Globorotalia cultrata	Hastigerina pelagica	Globigerina calida calida	Comment

  SR	Pleistocene      	                 	Pt1b              	              	157	 953	A	  1	H	 5	  67.00	      6.6700	Brunner  	Planktonic Foraminifers                      	A              	G                 	                     	F                	R                                      	A                                    	                         	R                         	                                      	F                   	                         	                       	                      	                   	                         	                              	                            	                        	C                    	                             	                                 	                                 	                           	C                      	                           	R                            	                 	R                    	R                      	C                      	                       	F                            	R                            	                             	                                    	                              	R                         	                 	A                    	                      	                        	                     	                       	                          	                   	                    	                                        	R                   	                      	                      	                                     	                  	                      	                      	                 	F                            	                                            	                         	                  	C                   	                  	                               	R                  	F                       	               	                           	                         	                               	                    	                              	                            	R                   	R                    	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Pleistocene      	                 	Pt1b              	              	157	 953	A	  1	H	CC	   0.00	      7.4500	Brunner  	Planktonic Foraminifers                      	A              	G                 	                     	F                	                                       	A                                    	                         	F                         	                                      	F                   	                         	                       	                      	                   	                         	                              	                            	                        	C                    	                             	                                 	                                 	                           	C                      	                           	A                            	                 	R                    	R                      	C                      	                       	F                            	R                            	                             	                                    	                              	C                         	                 	C                    	                      	                        	                     	                       	                          	                   	                    	                                        	                    	                      	                      	                                     	                  	                      	                      	                 	F                            	                                            	                         	                  	C                   	                  	                               	                   	                        	               	                           	                         	                               	                    	                              	                            	                    	R                    	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Pleistocene      	                 	Pt1b              	              	157	 953	A	  2	H	 1	 136.00	      8.9600	Brunner  	Planktonic Foraminifers                      	A              	G                 	                     	F                	R                                      	C                                    	                         	                          	                                      	F                   	                         	                       	                      	                   	                         	                              	                            	                        	C                    	                             	                                 	                                 	                           	C                      	                           	F                            	                 	R                    	R                      	C                      	                       	F                            	R                            	                             	                                    	                              	F                         	                 	C                    	                      	                        	                     	                       	                          	                   	                    	                                        	                    	                      	                      	                                     	                  	                      	                      	                 	F                            	                                            	                         	                  	A                   	                  	                               	R                  	F                       	               	                           	                         	                               	                    	                              	R                           	R                   	R                    	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Pleistocene      	                 	Pt1b              	              	157	 953	A	  2	H	 4	 105.00	     13.1500	Brunner  	Planktonic Foraminifers                      	A              	G                 	R                    	F                	F                                      	A                                    	                         	                          	                                      	F                   	                         	                       	                      	                   	                         	                              	                            	                        	C                    	                             	                                 	                                 	R                          	C                      	                           	F                            	                 	R                    	F                      	R                      	                       	F                            	R                            	                             	                                    	                              	F                         	                 	C                    	                      	                        	                     	                       	                          	                   	                    	                                        	                    	                      	                      	                                     	                  	                      	                      	                 	F                            	                                            	                         	                  	F                   	                  	                               	                   	                        	               	                           	                         	R                              	                    	                              	                            	R                   	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Pleistocene      	                 	Pt1b              	              	157	 953	A	  2	H	 6	  35.00	     15.4500	Brunner  	Planktonic Foraminifers                      	A              	G                 	                     	F                	F                                      	A                                    	                         	R                         	                                      	F                   	                         	                       	                      	                   	                         	                              	                            	                        	F                    	                             	                                 	                                 	                           	C                      	                           	F                            	                 	R                    	R                      	F                      	                       	F                            	R                            	                             	                                    	                              	R                         	                 	C                    	                      	                        	                     	                       	                          	                   	                    	                                        	                    	                      	                      	                                     	                  	                      	                      	                 	F                            	                                            	                         	                  	A                   	                  	                               	                   	F                       	               	                           	                         	                               	                    	                              	                            	R                   	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Pleistocene      	                 	Pt1b              	              	157	 953	A	  2	H	CC	  26.00	     17.2400	Brunner  	Planktonic Foraminifers                      	A              	G                 	                     	F                	C                                      	C                                    	                         	                          	                                      	F                   	                         	                       	                      	                   	                         	                              	                            	                        	C                    	R                            	                                 	                                 	                           	C                      	                           	A                            	                 	F                    	F                      	A                      	                       	F                            	                             	                             	                                    	                              	R                         	                 	C                    	                      	                        	                     	                       	                          	                   	                    	                                        	                    	                      	                      	                                     	                  	                      	                      	                 	F                            	                                            	F                        	                  	A                   	                  	                               	                   	F                       	               	                           	                         	                               	                    	                              	                            	R                   	                     	R                   	                         	from 157SR. Ch 10. Table 1.

  SR	Pleistocene      	                 	Pt1b              	              	157	 953	A	  3	H	 1	 131.00	     18.4100	Brunner  	Planktonic Foraminifers                      	A              	G                 	                     	F                	F                                      	A                                    	                         	R                         	                                      	F                   	                         	                       	                      	                   	                         	                              	                            	                        	C                    	                             	                                 	                                 	                           	C                      	                           	F                            	                 	R                    	R                      	F                      	                       	F                            	R                            	                             	                                    	                              	R                         	                 	A                    	                      	                        	                     	                       	                          	                   	                    	                                        	R                   	                      	                      	                                     	                  	                      	                      	                 	F                            	                                            	                         	                  	C                   	                  	                               	                   	F                       	               	                           	                         	                               	                    	                              	                            	R                   	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Pleistocene      	                 	Pt1b              	              	157	 953	A	  3	H	 2	  42.00	     19.0200	Brunner  	Planktonic Foraminifers                      	A              	G                 	                     	F                	R                                      	A                                    	                         	                          	                                      	F                   	                         	                       	                      	                   	                         	                              	                            	                        	F                    	                             	                                 	                                 	                           	F                      	                           	R                            	                 	R                    	R                      	C                      	                       	F                            	                             	                             	                                    	                              	R                         	                 	C                    	                      	                        	                     	                       	                          	                   	                    	                                        	                    	                      	                      	                                     	                  	                      	                      	                 	F                            	                                            	                         	                  	A                   	                  	                               	R                  	F                       	               	                           	                         	                               	                    	                              	R                           	F                   	R                    	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Pleistocene      	                 	Pt1b              	              	157	 953	A	  3	H	 6	 129.00	     25.8900	Brunner  	Planktonic Foraminifers                      	A              	G                 	                     	F                	R                                      	A                                    	                         	                          	                                      	F                   	                         	                       	                      	                   	                         	                              	                            	                        	F                    	                             	                                 	                                 	                           	F                      	                           	R                            	                 	F                    	R                      	F                      	                       	F                            	R                            	                             	                                    	                              	                          	                 	C                    	                      	                        	                     	                       	                          	                   	                    	                                        	                    	                      	                      	                                     	                  	                      	                      	                 	F                            	                                            	                         	                  	A                   	                  	                               	                   	F                       	               	                           	                         	                               	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Pleistocene      	                 	Pt1b              	              	157	 953	A	  3	H	CC	  10.00	     26.9400	Brunner  	Planktonic Foraminifers                      	A              	G                 	                     	F                	                                       	C                                    	                         	                          	                                      	F                   	                         	                       	                      	                   	C                        	                              	                            	                        	F                    	F                            	                                 	                                 	                           	C                      	                           	C                            	                 	C                    	R                      	C                      	                       	F                            	R                            	                             	                                    	                              	                          	                 	C                    	                      	                        	                     	                       	                          	                   	                    	                                        	                    	                      	                      	                                     	                  	                      	                      	                 	F                            	                                            	                         	                  	C                   	                  	                               	                   	                        	               	                           	                         	                               	                    	                              	                            	F                   	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Pleistocene      	                 	Pt1b              	              	157	 953	A	  4	H	 2	  86.00	     28.9600	Brunner  	Planktonic Foraminifers                      	A              	G                 	                     	F                	R                                      	A                                    	                         	                          	                                      	F                   	                         	                       	                      	                   	                         	                              	                            	                        	F                    	                             	                                 	                                 	                           	C                      	                           	C                            	                 	R                    	R                      	R                      	                       	F                            	R                            	                             	                                    	                              	R                         	                 	C                    	                      	                        	                     	                       	                          	                   	                    	                                        	R                   	                      	                      	                                     	                  	                      	                      	                 	F                            	R                                           	                         	                  	C                   	                  	                               	R                  	R                       	               	                           	                         	                               	                    	                              	R                           	R                   	R                    	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Pleistocene      	                 	Pt1b              	              	157	 953	A	  4	H	 5	  88.00	     33.4800	Brunner  	Planktonic Foraminifers                      	A              	G                 	                     	F                	R                                      	A                                    	                         	                          	                                      	F                   	                         	                       	                      	                   	R                        	                              	                            	                        	F                    	                             	                                 	                                 	                           	C                      	                           	C                            	                 	R                    	R                      	C                      	                       	F                            	R                            	                             	                                    	                              	R                         	                 	C                    	                      	                        	                     	                       	                          	                   	                    	                                        	                    	                      	                      	                                     	                  	                      	                      	                 	F                            	                                            	                         	                  	C                   	                  	                               	                   	R                       	               	                           	                         	R                              	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Pleistocene      	                 	Pt1a              	              	157	 953	A	  4	H	CC	  14.00	     36.4300	Brunner  	Planktonic Foraminifers                      	A              	G                 	                     	F                	                                       	C                                    	                         	                          	                                      	F                   	                         	                       	                      	                   	F                        	                              	                            	                        	C                    	F                            	                                 	                                 	R                          	C                      	                           	F                            	                 	R                    	F                      	C                      	                       	F                            	                             	                             	                                    	                              	                          	                 	C                    	                      	                        	                     	                       	                          	                   	                    	                                        	C                   	                      	                      	                                     	                  	                      	                      	                 	F                            	                                            	R                        	                  	C                   	                  	                               	                   	                        	               	                           	                         	R                              	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Pleistocene      	                 	Pt1a              	              	157	 953	A	  5	H	 1	  12.00	     36.2200	Brunner  	Planktonic Foraminifers                      	C              	M                 	                     	F                	F                                      	A                                    	                         	                          	                                      	F                   	                         	                       	                      	                   	R                        	                              	                            	                        	F                    	                             	                                 	                                 	                           	C                      	                           	F                            	                 	R                    	R                      	F                      	                       	F                            	R                            	                             	                                    	                              	R                         	                 	A                    	                      	                        	                     	                       	                          	                   	                    	                                        	                    	                      	                      	                                     	                  	                      	R                     	                 	F                            	                                            	                         	                  	C                   	                  	                               	                   	R                       	               	                           	                         	R                              	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Pleistocene      	                 	Pt1a              	              	157	 953	A	  5	H	 2	  13.00	     37.7300	Brunner  	Planktonic Foraminifers                      	C              	M                 	                     	F                	R                                      	A                                    	                         	                          	                                      	F                   	                         	                       	                      	                   	F                        	                              	                            	                        	C                    	                             	                                 	                                 	                           	C                      	                           	F                            	                 	R                    	R                      	R                      	                       	F                            	                             	                             	                                    	                              	R                         	                 	C                    	                      	                        	                     	                       	                          	                   	                    	                                        	                    	                      	                      	                                     	                  	                      	                      	                 	F                            	R                                           	                         	                  	C                   	                  	                               	                   	F                       	               	                           	                         	R                              	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Pleistocene      	                 	Pt1a              	              	157	 953	A	  5	H	 4	  50.00	     41.1000	Brunner  	Planktonic Foraminifers                      	C              	M                 	                     	F                	R                                      	A                                    	                         	R                         	                                      	F                   	                         	                       	                      	                   	F                        	                              	                            	                        	C                    	R                            	                                 	                                 	                           	C                      	                           	F                            	                 	R                    	                       	F                      	                       	F                            	                             	                             	                                    	                              	                          	                 	F                    	                      	                        	                     	                       	                          	                   	                    	                                        	                    	                      	                      	                                     	                  	                      	R                     	                 	F                            	R                                           	                         	                  	F                   	                  	                               	                   	F                       	               	                           	                         	R                              	                    	                              	R                           	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Pleistocene      	                 	Pt1a              	              	157	 953	A	  5	H	 5	  61.00	     42.7100	Brunner  	Planktonic Foraminifers                      	C              	M                 	                     	F                	R                                      	A                                    	                         	                          	                                      	F                   	                         	                       	                      	                   	R                        	                              	                            	                        	C                    	                             	                                 	                                 	                           	C                      	                           	F                            	                 	R                    	                       	F                      	                       	F                            	R                            	                             	                                    	                              	R                         	                 	C                    	                      	                        	                     	                       	                          	                   	                    	                                        	                    	                      	                      	                                     	                  	                      	                      	                 	F                            	                                            	                         	                  	C                   	                  	                               	                   	R                       	               	                           	                         	R                              	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.
