Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lithology ABC,MAJ Lithology abundance (%),MAJ Lithology color,Bottom contact definition,Clasts,Bioturbation intensity rank,Macrofossil abundance name,Diagenetic structure,Deformational structures,Bioturbation intensity,General interval comment,File Data,,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
336-U1382B-1H-CC-A,336,U1382,B,1,1-CC,H,CC,A,12,14.5,6.42,6.445,foraminifer bearing nannofossil rich,ooze ,,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/4 (light brown),,,,,,,,High reduction of volume,,,,,,10
336-U1382B-2H-1-A,336,U1382,B,2,2-1,H,1,A,0,56.5,5.5,6.065,foraminifer bearing nannofossil rich,ooze ,,foraminifer bearing nannofossil rich ooze ,,,,,,,,,,Whiter parts are richer in foraminifers; from 0 cm to 31.5 cm: 7.5YR 5/6; from 31.5 cm to 36 cm: transitional zone in color; from 36 cm to 44.5 cm: 7.5YR 6/4; from 44.5 cm to 47.5 cm: 7.5YR 5/6; from 47.5 cm to 56.5 cm: 7.5YR 6/4,,,,,,11
336-U1382B-2H-2-A,336,U1382,B,2,2-2,H,2,A,0,40.5,6.07,6.475,foraminifer bearing nannofossil rich,ooze ,,foraminifer bearing nannofossil rich ooze ,,,sharp,,,,,,,From 0 cm to 4.5 cm: 7.5YR 5/6; from 4.5 cm to 10 cm: transitional zone in color; from 10 cm to 40.5 cm: 7.5YR 6/4,,,,,,12
336-U1382B-2H-2-A,336,U1382,B,2,2-2,H,2,A,40.5,44,6.475,6.51,nannofossil bearing foraminifer rich,ooze ,,nannofossil bearing foraminifer rich ooze ,,7.5YR 7/4 (pink),gradational,,,,,,,,,,,,,13
336-U1382B-2H-2-A,336,U1382,B,2,2-2,H,2,A,44,46,6.51,6.53,foraminifer bearing nannofossil rich,ooze ,,foraminifer bearing nannofossil rich ooze ,,7.5YR 7/4 (pink),gradational,,,,,,,,,,,,,14
336-U1382B-2H-2-A,336,U1382,B,2,2-2,H,2,A,46,49.5,6.53,6.565,nannofossil bearing foraminifer rich,ooze ,,nannofossil bearing foraminifer rich ooze ,,7.5YR 7/4 (pink),sharp,,,,,,,,,,,,,15
336-U1382B-2H-2-A,336,U1382,B,2,2-2,H,2,A,49.5,100,6.565,7.07,foraminifer bearing nannofossil rich,ooze ,,foraminifer bearing nannofossil rich ooze ,,7.5YR 5/4 (brown),,,,,,,,,,,,,,16
336-U1382B-2H-3-A,336,U1382,B,2,2-3,H,3,A,0,19.5,7.57,7.765,foraminifer bearing nannofossil rich,ooze ,,foraminifer bearing nannofossil rich ooze ,,,sharp,,,,,,,From 0 cm to 6 cm: 7.5YR 5/6; from 6 cm to 10 cm: transitional zone in color; from 10 cm to 19.5 cm: 7.5YR 6/4,,,,,,17
336-U1382B-2H-3-A,336,U1382,B,2,2-3,H,3,A,19.5,52,7.765,8.09,nannofossil bearing foraminifer rich,ooze ,,nannofossil bearing foraminifer rich ooze ,,7.5YR 7/4 (pink),sharp,,,,,,,,,,,,,18
336-U1382B-2H-3-A,336,U1382,B,2,2-3,H,3,A,52,57,8.09,8.14,foraminifer rich,ooze ,,foraminifer rich ooze ,,7.5YR 6/4 (light brown),sharp,,,,,,,,,,,,,19
336-U1382B-2H-3-A,336,U1382,B,2,2-3,H,3,A,57,89,8.14,8.46,foraminifer bearing nannofossil rich,ooze ,,foraminifer bearing nannofossil rich ooze ,,7.5YR 7/4 (pink),sharp,,,,,,,From 57 cm to 65 cm: 7.5YR 6/4; from 65 cm to 73 cm: 7.5 YR 5/6; from 73 cm to 89 cm: 7.5YR 7/4,,,,,,20
336-U1382B-2H-3-A,336,U1382,B,2,2-3,H,3,A,89,95,8.46,8.52,,ooze ,,ooze ,,7.5YR 5/6 (strong brown),,,,,,,,From the bottom to the top: upward fining from a foraminifer rich ooze to a nannofossil bearing foraminifer rich ooze to a foraminifer bearing nannofossil rich ooze,,,,,,21
336-U1382B-2H-3-A,336,U1382,B,2,2-3,H,3,A,95,140.5,8.52,8.975,foraminifer bearing nannofossil rich,ooze ,,foraminifer bearing nannofossil rich ooze ,,,,,,,,,,From 95 cm to 128 cm: 7.5YR 5/6; from 128 cm to 132.5 cm: transitional in color; from 132.5 cm to 140.5 cm: 7.5YR 7/4,,,,,,22
336-U1382B-2H-4-A,336,U1382,B,2,2-4,H,4,A,0,14.5,9.07,9.215,foraminifer bearing nannofossil rich,ooze ,,foraminifer bearing nannofossil rich ooze ,,7.5YR 4/6 (strong brown),diffuse,,,,,,,,,,,,,23
336-U1382B-2H-4-A,336,U1382,B,2,2-4,H,4,A,14.5,15,9.215,9.22,nannofossil bearing foraminifer rich,ooze ,,nannofossil bearing foraminifer rich ooze ,,7.5YR 7/4 (pink),diffuse,,,,,,,,,,,,,24
336-U1382B-2H-4-A,336,U1382,B,2,2-4,H,4,A,15,32.5,9.22,9.395,foraminifer bearing nannofossil rich,ooze ,,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/6 (reddish yellow),sharp,,,,,,,,,,,,,25
336-U1382B-2H-4-A,336,U1382,B,2,2-4,H,4,A,32.5,37,9.395,9.44,nannofossil bearing foraminifer rich,ooze ,,nannofossil bearing foraminifer rich ooze ,,7.5YR 7/4 (pink),sharp,,,,,,,,,,,,,26
336-U1382B-2H-4-A,336,U1382,B,2,2-4,H,4,A,37,80.5,9.44,9.875,foraminifer bearing nannofossil rich,ooze ,,foraminifer bearing nannofossil rich ooze ,,,,,,,,,,From 37 cm to 70 cm: 7.5YR 5/6; from 70 cm to 72 cm: transitional in color; from 72 cm to 80.5 cm: 7.5YR 6/6,,,,,,27
336-U1382B-2H-4-A,336,U1382,B,2,2-4,H,4,A,80.5,110,9.875,10.17,,Void,,Void,,,,,,,,,,,,,,,,28
336-U1382B-2H-4-A,336,U1382,B,2,2-4,H,4,A,110,130,10.17,10.37,foraminifer bearing nannofossil rich,ooze ,,foraminifer bearing nannofossil rich ooze ,,,,,,,,,,From 110 cm to 121 cm: 7.5YR 5/6; from 121 cm to 130 cm: 7.5YR 6/4,,,,,,29
336-U1382B-2H-5-A,336,U1382,B,2,2-5,H,5,A,0,5.5,10.57,10.625,nannofossil bearing foraminifer rich,ooze ,,nannofossil bearing foraminifer rich ooze ,,7.5YR 6/4 (light brown),sharp,,,,,,,,,,,,,30
336-U1382B-2H-5-A,336,U1382,B,2,2-5,H,5,A,5.5,6,10.625,10.63,foraminifer rich,ooze ,,foraminifer rich ooze ,,7.5YR 6/4 (light brown),sharp,,,,,,,,,,,,,31
336-U1382B-2H-5-A,336,U1382,B,2,2-5,H,5,A,6,71.5,10.63,11.285,foraminifer bearing nannofossil rich,ooze ,,foraminifer bearing nannofossil rich ooze ,,,,,,,,,,Fron 6 cm to 37 cm: 7.5YR 5/4; from 37 cm to 71.5 cm: 7.5YR 5/6,,,,,,32
336-U1382B-2H-6-A,336,U1382,B,2,2-6,H,6,A,0,79.5,12.07,12.865,nannofossil rich,ooze ,,nannofossil rich ooze ,,,,,,,,,,From 0 cm to 30.5 cm: 7.5YR 5/6; from 30.5 cm to 35 cm: transitional in color; from 35 cm to 79.5 cm: 7.5YR 7/4,,,,,,33
336-U1382B-2H-7-A,336,U1382,B,2,2-7,H,7,A,0,138,13.57,14.95,nannofossil rich,ooze ,,nannofossil rich ooze ,,7.5YR 7/4 (pink),,,,,,,,Very homogeneous,,,,,,34
336-U1382B-2H-CC-A,336,U1382,B,2,2-CC,H,CC,A,0,6,15.07,15.13,nannofossil rich,ooze ,,nannofossil rich ooze ,,7.5YR 7/4 (pink),,,,,,,,,,,,,,35
336-U1382B-3H-1-A,336,U1382,B,3,3-1,H,1,A,0,62,15,15.62,foraminifer bearing nannofossil rich,ooze ,,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/6 (reddish yellow),sharp,,,,,,,,,,,,,36
336-U1382B-3H-1-A,336,U1382,B,3,3-1,H,1,A,62,150,15.62,16.5,nannofossil bearing foraminifer rich,ooze ,,nannofossil bearing foraminifer rich ooze ,,7.5YR 6/4 (light brown),,,,,,,,Increase in percentage of foraminifer to the bottom,,,,,,37
336-U1382B-3H-2-A,336,U1382,B,3,3-2,H,2,A,0,29,16.5,16.79,foraminifer rich,ooze ,,foraminifer rich ooze ,,7.5YR 7/4 (pink),gradational,,,,,,,Small foraminifers and very fine black clasts (volcanic rocks?),,,,,,38
336-U1382B-3H-2-A,336,U1382,B,3,3-2,H,2,A,29,49,16.79,16.99,foraminifer rich,ooze ,,foraminifer rich ooze ,,7.5YR 7/4 (pink),gradational,,,,,,,Bigger foraminifers than in the section from 0 cm to 29 cm,,,,,,39
336-U1382B-3H-2-A,336,U1382,B,3,3-2,H,2,A,49,121.5,16.99,17.715,foraminifer bearing nannofossil rich,ooze ,,foraminifer bearing nannofossil rich ooze ,,7.5YR 7/4 (pink),,,,,,,,"From 29 cm to 121.50 cm, black angular and very poorly sorted clasts (volcanic rocks?) from very coarse sand to pebble in grain size, maximum clast size=2.5 cm",,,,,,40
336-U1382B-3H-3-A,336,U1382,B,3,3-3,H,3,A,0,70,18,18.7,foraminifer bearing nannofossil rich,ooze ,,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/6 (reddish yellow),,,,,,,,,,,,,,41
336-U1382B-3H-4-A,336,U1382,B,3,3-4,H,4,A,0,20,19.5,19.7,,Void,,Void,,,,,,,,,,,,,,,,42
336-U1382B-3H-4-A,336,U1382,B,3,3-4,H,4,A,20,150,19.7,21,nannofossil bearing foraminifer rich,ooze ,,nannofossil bearing foraminifer rich ooze ,,7.5YR 6/6 (reddish yellow),,,,,,,,High amount of foraminifers at the bottom,,,,,,43
336-U1382B-3H-4-A,336,U1382,B,3,3-4,H,4,A,20,150.5,19.7,21.005,nannofossil bearing foraminifer rich,ooze [MMK88],,nannofossil bearing foraminifer rich ooze ,,7.5YR 6/6 (reddish yellow),,,,,,,,High amount of foraminifers at the bottom,,,,,,44
336-U1382B-3H-5-A,336,U1382,B,3,3-5,H,5,A,0,91,21,21.91,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/6 (reddish yellow),,,,,,,,Rare black clasts (volcanic rocks?),,,,,,45
336-U1382B-3H-CC-A,336,U1382,B,3,3-CC,H,CC,A,0,15,22.5,22.65,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 5/6 (strong brown),,,,,,,,,,,,,,46
336-U1382B-4H-2-A,336,U1382,B,4,4-2,H,2,A,0,78.5,24.85,25.635,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 6/6 (reddish yellow),,,,,,,,,,,,,,47
336-U1382B-4H-2-A,336,U1382,B,4,4-2,H,2,A,78.5,110,25.635,25.95,,Void,,Void,,,,,,,,,,,,,,,,48
336-U1382B-4H-2-A,336,U1382,B,4,4-2,H,2,A,110,130.5,25.95,26.155,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 6/6 (reddish yellow),,,,,,,,,,,,,,49
336-U1382B-4H-3-A,336,U1382,B,4,4-3,H,3,A,0,140.5,26.35,27.755,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 6/6 (reddish yellow),,,,,,,,,,,,,,50
336-U1382B-4H-4-A,336,U1382,B,4,4-4,H,4,A,0,80,27.85,28.65,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 6/6 (reddish yellow),,,,,,,,,,,,,,51
336-U1382B-4H-5-A,336,U1382,B,4,4-5,H,5,A,0,60.5,29.35,29.955,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 6/6 (reddish yellow),,,,,,,,,,,,,,52
336-U1382B-4H-5-A,336,U1382,B,4,4-5,H,5,A,60.5,61.5,29.955,29.965,nannofossil bearing foraminifer rich,ooze [MMK88],,nannofossil bearing foraminifer rich ooze ,,7.5YR 6/4 (light brown),,,,,,,,Black clasts (volcanic rocks?) of fine sand in grain size,,,,,,53
336-U1382B-4H-5-A,336,U1382,B,4,4-5,H,5,A,61.5,81,29.965,30.16,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 6/6 (reddish yellow),,,,,,,,,,,,,,54
336-U1382B-4H-5-A,336,U1382,B,4,4-5,H,5,A,81,150,30.16,30.85,nannofossil bearing foraminifer rich,ooze [MMK88],,nannofossil bearing foraminifer rich ooze ,,7.5YR 8/4 (pink),,,,,,,,,,,,,,55
336-U1382B-4H-6-A,336,U1382,B,4,4-6,H,6,A,0,71,30.85,31.56,foraminifer rich,ooze [MMK88],,foraminifer rich ooze ,,7.5YR 8/3 (pink),,,,,,,,,,,,,,56
336-U1382B-4H-CC-A,336,U1382,B,4,4-CC,H,CC,A,0,20.5,32.35,32.555,foraminifer rich,ooze [MMK88],,foraminifer rich ooze ,,7.5YR 7/4 (pink),,,,,,,,,,,,,,57
336-U1382B-5H-1-A,336,U1382,B,5,5-1,H,1,A,0,60,34,34.6,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 7/4 (pink),,,,,,,,,,,,,,58
336-U1382B-5H-2-A,336,U1382,B,5,5-2,H,2,A,0,70.5,35.31,36.015,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 7/4 (pink),,,,,,,,,,,,,,59
336-U1382B-5H-CC-A,336,U1382,B,5,5-CC,H,CC,A,0,19.5,36.81,37.005,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 6/6 (reddish yellow),,,,,,,,,,,,,,60
336-U1382B-6H-1-A,336,U1382,B,6,6-1,H,1,A,0,32,43.5,43.82,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/4 (light brown),,,,,,,,,,,,,,61
336-U1382B-6H-2-A,336,U1382,B,6,6-2,H,2,A,0,144,43.84,45.28,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 6/6 (reddish yellow),,,,,,,,From 33.5 cm to 34.5 cm: 7.5YR 8/4; from 86.5 cm to 88.5 cm: 7.5YR 8/4,,,,,,62
336-U1382B-6H-3-A,336,U1382,B,6,6-3,H,3,A,0,99.5,45.34,46.335,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 6/6 (reddish yellow),,,,,,,,,,,,,,63
336-U1382B-6H-4-A,336,U1382,B,6,6-4,H,4,A,0,53,46.84,47.37,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 6/6 (reddish yellow),sharp,,,,,,,,,,,,,64
336-U1382B-6H-4-A,336,U1382,B,6,6-4,H,4,A,53,65,47.37,47.49,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 8/4 (pink),,,,,,,,,,,,,,65
336-U1382B-6H-5-A,336,U1382,B,6,6-5,H,5,A,0,50.5,47.48,47.985,foraminifer rich,ooze [MMK88],,foraminifer rich ooze ,,7.5YR 8/3 (pink),,,,,,,,"Fining upward from the bottom to the top from big foraminifers to smaller foraminifers to the top, black well sorted clasts (volcanic rocks?) of fine sand in grain size",,,,,,66
336-U1382B-6H-6-A,336,U1382,B,6,6-6,H,6,A,0,80.5,47.98,48.785,foraminifer rich,ooze [MMK88],,foraminifer rich ooze ,,7.5YR 8/3 (pink),,,,,,,,Well sorted black clasts (volcanic rocks?) of fine sand in grain size,,,,,,67
336-U1382B-6H-7-A,336,U1382,B,6,6-7,H,7,A,0,22,49.48,49.7,foraminifer rich,ooze [MMK88],,foraminifer rich ooze ,,7.5YR 7/4 (pink),sharp,,,,,,,Dipping basal contact; Angular well sorted black clasts (volcanic rocks?) coarse sand in grain size,,,,,,68
336-U1382B-6H-7-A,336,U1382,B,6,6-7,H,7,A,22,81,49.7,50.29,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 7/4 (pink),,,,,,,,"Some clasts of pebble size, maximum clast size is 4 cm with a clast of serpentinite located from 54 cm to 58 cm",,,,,,69
336-U1382B-6H-8-A,336,U1382,B,6,6-8,H,8,A,0,90.5,50.98,51.885,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 7/4 (pink),,,,,,,,"From 0 cm to 6 cm: whiter part; from 70 cm to 90.5 cm: very angular poorly sorted clasts from granule to pebble in grain size
From 6 cm to 70 cm, a clast of serpentinite has been identified with a length of 7.5 cm (located between 45.5 cm and 53 cm)",,,,,,70
336-U1382B-6H-CC-A,336,U1382,B,6,6-CC,H,CC,A,0,30,52.38,52.68,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 7/4 (pink),,,,,,,,,,,,,,71
336-U1382B-7H-1-A,336,U1382,B,7,7-1,H,1,A,0,3,53,53.03,,,,,,,sharp,,,,,,,Two clasts of serpentinite of 3 cm and 2 cm of length and one clast of gabbro of 4 cm of length,,,,,,72
336-U1382B-7H-1-A,336,U1382,B,7,7-1,H,1,A,3,70,53.03,53.7,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 7/4 (pink),sharp,,,,,,,,,,,,,73
336-U1382B-7H-1-A,336,U1382,B,7,7-1,H,1,A,70,73,53.7,53.73,,Void,,Void,,7.5YR 7/4 (pink),sharp,,,,,,,,,,,,,74
336-U1382B-7H-1-A,336,U1382,B,7,7-1,H,1,A,73,81.5,53.73,53.815,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 7/4 (pink),,,,,,,,,,,,,,75
336-U1382B-7H-2-A,336,U1382,B,7,7-2,H,2,A,0,6.5,53.81,53.875,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 7/4 (pink),sharp,,,,,,,,,,,,,76
336-U1382B-7H-2-A,336,U1382,B,7,7-2,H,2,A,6.5,9,53.875,53.9,foraminifer rich,ooze [MMK88],,foraminifer rich ooze ,,7.5YR 8/3 (pink),diffuse,,,,,,,,,,,,,77
336-U1382B-7H-2-A,336,U1382,B,7,7-2,H,2,A,9,20,53.9,54.01,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 7/4 (pink),diffuse,,,,,,,,,,,,,78
336-U1382B-7H-2-A,336,U1382,B,7,7-2,H,2,A,20,32,54.01,54.13,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/4 (light brown),diffuse,,,,,,,,,,,,,79
336-U1382B-7H-2-A,336,U1382,B,7,7-2,H,2,A,32,59,54.13,54.4,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 8/4 (pink),diffuse,,,,,,,,,,,,,80
336-U1382B-7H-2-A,336,U1382,B,7,7-2,H,2,A,59,71,54.4,54.52,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/4 (light brown),diffuse,,,,,,,,,,,,,81
336-U1382B-7H-2-A,336,U1382,B,7,7-2,H,2,A,71,129,54.52,55.1,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 7/4 (pink),,,,,,,,,,,,,,82
336-U1382B-7H-3-A,336,U1382,B,7,7-3,H,3,A,0,118.5,55.31,56.495,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 7/4 (pink),,,,,,,,"Darker parts between 8 cm and 12 cm, 40 cm and 44 cm",,,,,,83
336-U1382B-7H-4-A,336,U1382,B,7,7-4,H,4,A,0,54,56.81,57.35,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/4 (light brown),diffuse,,,,,,,,,,,,,84
336-U1382B-7H-4-A,336,U1382,B,7,7-4,H,4,A,54,94,57.35,57.75,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,10YR 7/4 (very pale brown),sharp,,,,,,,,,,,,,85
336-U1382B-7H-4-A,336,U1382,B,7,7-4,H,4,A,94,96,57.75,57.77,nannofossil bearing foraminifer rich,ooze [MMK88],,nannofossil bearing foraminifer rich ooze ,,10YR 7/4 (very pale brown),sharp,,,,,,,,,,,,,86
336-U1382B-7H-4-A,336,U1382,B,7,7-4,H,4,A,96,98.5,57.77,57.795,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,10YR 7/4 (very pale brown),,,,,,,,,,,,,,87
336-U1382B-7H-5-A,336,U1382,B,7,7-5,H,5,A,0,60.5,58.31,58.915,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 7/4 (pink),,,,,,,,,,,,,,88
336-U1382B-7H-6-A,336,U1382,B,7,7-6,H,6,A,0,63,59.81,60.44,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 7/4 (pink),diffuse,,,,,,,,,,,,,89
336-U1382B-7H-6-A,336,U1382,B,7,7-6,H,6,A,63,80.5,60.44,60.615,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 8/4 (pink),,,,,,,,,,,,,,90
336-U1382B-7H-7-A,336,U1382,B,7,7-7,H,7,A,0,18,61.31,61.49,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/6 (reddish yellow),diffuse,,,,,,,,,,,,,91
336-U1382B-7H-7-A,336,U1382,B,7,7-7,H,7,A,18,40,61.49,61.71,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 8/4 (pink),sharp,,,,,,,,,,,,,92
336-U1382B-7H-7-A,336,U1382,B,7,7-7,H,7,A,40,43,61.71,61.74,foraminifer rich,ooze [MMK88],,foraminifer rich ooze ,,7.5YR 8/4 (pink),sharp,,,,,,,,,,,,,93
336-U1382B-7H-7-A,336,U1382,B,7,7-7,H,7,A,43,136.5,61.74,62.675,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 8/4 (pink),,,,,,,,,,,,,,94
336-U1382B-7H-CC-A,336,U1382,B,7,7-CC,H,CC,A,0,13.5,62.81,62.945,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/6 (reddish yellow),,,,,,,,,,,,,,95
336-U1382B-8H-2-A,336,U1382,B,8,8-2,H,2,A,0,46,63.15,63.61,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/4 (light brown),sharp,,,,,,,,,,,,,96
336-U1382B-8H-2-A,336,U1382,B,8,8-2,H,2,A,46,49,63.61,63.64,nannofossil bearing foraminifer rich,ooze [MMK88],,nannofossil bearing foraminifer rich ooze ,,7.5YR 8/4 (pink),sharp,,,,,,,,,,,,,97
336-U1382B-8H-2-A,336,U1382,B,8,8-2,H,2,A,49,101,63.64,64.16,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/4 (light brown),,,,,,,,,,,,,,98
336-U1382B-8H-3-A,336,U1382,B,8,8-3,H,3,A,0,141,64.65,66.06,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 6/4 (light brown),,,,,,,,Very homogeneous,,,,,,99
336-U1382B-8H-4-A,336,U1382,B,8,8-4,H,4,A,0,37,66.15,66.52,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 6/4 (light brown),sharp,,,,,,,Angular clasts pebble in grain size,,,,,,100
336-U1382B-8H-4-A,336,U1382,B,8,8-4,H,4,A,37,41,66.52,66.56,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,,sharp,,,,,,,,,,,,,101
336-U1382B-8H-4-A,336,U1382,B,8,8-4,H,4,A,41,80.5,66.56,66.955,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/4 (light brown),,,,,,,,,,,,,,102
