Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Principal Name,REFERENCE,Lithology Prefix,COMPLETE NAME,LITHOLOGY [%],LITHIFICATION,COLOR,GRAVEL SIZE CLASTLITHOLOGY,GRAVEL SIZE CLASTSHAPE,GRAVEL SIZE CLASTROUNDNESS,VOLCANICLASTIC GRAINS,COMMENTS,PHENOCRYST ABUNDANCE,PHENOCRYST COMPOSITION,PHENOCRYST GRAIN SIZE (mm),GROUNDMASS GRAIN SIZE (mm),GROUNDMASS COLOUR,VESICLE ABUNDANCE,VESICLE SHAPE,Lithology Suffix,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name
323-U1339C-3H-3-A,323,U1339,C,3,3-3,H,3,A,133,150,23.63,23.8,diatom silt,"Shepard, 1954",'',diatom silt,100,,5GY 4/1,,,,,,,,,,,,,,,,
323-U1339C-3H-4-A,323,U1339,C,3,3-4,H,4,A,0,150,23.8,25.3,diatom silt,"Shepard, 1954",'',diatom silt,100,,5GY 4/1,,,,,,,,,,,,,,,,
323-U1339C-3H-5-A,323,U1339,C,3,3-5,H,5,A,0,150,25.3,26.8,diatom silt,"Shepard, 1954",'',diatom silt,100,,5GY 4/1,,,,,,,,,,,,,,,,
323-U1339C-3H-6-A,323,U1339,C,3,3-6,H,6,A,0,150,26.8,28.3,diatom silt,"Shepard, 1954",'',diatom silt,100,,5GY 4/1,,,,,,,,,,,,,,,,
323-U1339C-3H-7-A,323,U1339,C,3,3-7,H,7,A,0,60,28.3,28.9,diatom silt,"Shepard, 1954",'',diatom silt,100,,5GY 4/1,,,,,,,,,,,,,,,,
323-U1339C-3H-7-A,323,U1339,C,3,3-7,H,7,A,60,68,28.9,28.98,diatom ooze,United States Geological Survey,,diatom ooze,100,,5Y 3/2,,,,,,,,,,,,,,,,
323-U1339C-3H-CC-A,323,U1339,C,3,3-CC,H,CC,A,0,12,28.98,29.1,diatom ooze,United States Geological Survey,,diatom ooze,100,,5Y 3/2,,,,,,,,,,,,,,,,
323-U1339C-4H-1-A,323,U1339,C,4,4-1,H,1,A,0,145,28.8,30.25,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,5GY 3/1,,,,,,,,,,,,,,,,
323-U1339C-4H-1-A,323,U1339,C,4,4-1,H,1,A,145,150,30.25,30.3,diatom ooze,United States Geological Survey,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-4H-2-A,323,U1339,C,4,4-2,H,2,A,0,150,30.3,31.8,diatom ooze,United States Geological Survey,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-4H-3-A,323,U1339,C,4,4-3,H,3,A,0,50,31.8,32.3,diatom ooze,United States Geological Survey,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-4H-3-A,323,U1339,C,4,4-3,H,3,A,50,106,32.3,32.86,diatom ooze,United States Geological Survey,,diatom ooze,50,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-4H-3-A,323,U1339,C,4,4-3,H,3,A,50,106,32.3,32.86,diatom silt,"Shepard, 1954",'',diatom silt,50,soft,5GY 3/1,,,,,,,,,,,,,,,,
323-U1339C-4H-3-A,323,U1339,C,4,4-3,H,3,A,106,139,32.86,33.19,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,5GY 3/1,,,,,,,,,,,,,,,,
323-U1339C-4H-3-A,323,U1339,C,4,4-3,H,3,A,139,140.5,33.19,33.205,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,100,soft,3/N ,,,,,,,,,,,,,,,,
323-U1339C-4H-3-A,323,U1339,C,4,4-3,H,3,A,140.5,150,33.205,33.3,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,5GY 3/1,,,,,,,,,,,,,,,,
323-U1339C-4H-4-A,323,U1339,C,4,4-4,H,4,A,0,97,33.3,34.27,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,5GY 3/1,,,,,,,,,,,,,,,,
323-U1339C-4H-4-A,323,U1339,C,4,4-4,H,4,A,97,105,34.27,34.35,dolostone [USGS-LP62],"United States Geological Survey-Leighton & Pendexter, 1962",,dolostone,100,stiff,10Y 5/1,,,,,Original diatom ooze lithology visible in smear slide,,,,,,,,,,,
323-U1339C-4H-4-A,323,U1339,C,4,4-4,H,4,A,105,150,34.35,34.8,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,5GY 3/1,,,,,,,,,,,,,,,,
323-U1339C-4H-5-A,323,U1339,C,4,4-5,H,5,A,0,90,34.8,35.7,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,5GY 3/1,,,,,,,,,,,,,,,,
323-U1339C-4H-5-A,323,U1339,C,4,4-5,H,5,A,90,94,35.7,35.74,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,100,soft,5Y 3/1,,,,,ash fines upward,,,,,,,,,,,
323-U1339C-4H-5-A,323,U1339,C,4,4-5,H,5,A,94,150,35.74,36.3,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,5GY 3/1,,,,,,,,,,,,,,,,
323-U1339C-4H-6-A,323,U1339,C,4,4-6,H,6,A,0,150,36.3,37.8,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,5GY 3/1,,,,,,,,,,,,,,,,
323-U1339C-4H-7-A,323,U1339,C,4,4-7,H,7,A,0,89,37.8,38.69,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,5GY 3/1,,,,,,,,,,,,,,,,
323-U1339C-4H-CC-A,323,U1339,C,4,4-CC,H,CC,A,0,17,38.69,38.86,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,5GY 3/1,,,,,,,,,,,,,,,,
323-U1339C-5H-1-A,323,U1339,C,5,5-1,H,1,A,0,58,38.3,38.88,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,,soft,5Y 3/2,,,,,,,,,,,,,,,,
323-U1339C-5H-1-A,323,U1339,C,5,5-1,H,1,A,58,68,38.88,38.98,silt [S54],,authigenic carbonate diatom-rich,authigenic carbonate diatom-rich silt,,soft,10Y 5/1,,,,,,,,,,,,,,,,
323-U1339C-5H-1-A,323,U1339,C,5,5-1,H,1,A,68,150,38.98,39.8,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,,soft,5Y 3/2,,,,,,,,,,,,,,,,
323-U1339C-5H-2-A,323,U1339,C,5,5-2,H,2,A,0,150,39.8,41.3,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,,soft,5Y 3/2,,,,,,,,,,,,,,,,
323-U1339C-5H-3-A,323,U1339,C,5,5-3,H,3,A,0,150,41.3,42.8,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,,soft,5Y 3/2,,,,,,,,,,,,,,,,
323-U1339C-5H-4-A,323,U1339,C,5,5-4,H,4,A,0,52,42.8,43.32,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,,soft,5Y 3/2,,,,,,,,,,,,,,,,
323-U1339C-5H-4-A,323,U1339,C,5,5-4,H,4,A,52,61,43.32,43.41,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,,soft,5Y 6/1,,,,,,,,,,,,,,,,
323-U1339C-5H-4-A,323,U1339,C,5,5-4,H,4,A,61,150,43.41,44.3,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,,soft,5Y 3/2,,,,,,,,,,,,,,,,
323-U1339C-5H-5-A,323,U1339,C,5,5-5,H,5,A,0,88,44.3,45.18,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,,soft,5Y 3/2,,,,,,,,,,,,,,,,
323-U1339C-5H-5-A,323,U1339,C,5,5-5,H,5,A,88,92,45.18,45.22,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,,soft,5Y 2.5/1,,,,,,,,,,,,,,,,
323-U1339C-5H-5-A,323,U1339,C,5,5-5,H,5,A,92,150,45.22,45.8,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,,soft,5Y 3/2,,,,,,,,,,,,,,,,
323-U1339C-5H-6-A,323,U1339,C,5,5-6,H,6,A,0,150,45.8,47.3,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,,soft,5Y 3/2,,,,,,,,,,,,,,,,
323-U1339C-5H-7-A,323,U1339,C,5,5-7,H,7,A,0,8,47.3,47.38,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,,soft,5Y 3/2,,,,,,,,,,,,,,,,
323-U1339C-5H-7-A,323,U1339,C,5,5-7,H,7,A,8,10,47.38,47.4,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,,soft,5Y 2.5/1,,,,,,,,,,,,,,,,
323-U1339C-5H-7-A,323,U1339,C,5,5-7,H,7,A,10,82,47.4,48.12,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,,soft,5Y 3/2,,,,,,,,,,,,,,,,
323-U1339C-5H-CC-A,323,U1339,C,5,5-CC,H,CC,A,0,37,48.12,48.49,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,,soft,5Y 3/2,,,,,,,,,,,,,,,,
323-U1339C-6H-1-A,323,U1339,C,6,6-1,H,1,A,0,10,47.8,47.9,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-6H-1-A,323,U1339,C,6,6-1,H,1,A,10,24,47.9,48.04,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,100,soft,2.5Y 7/1,,,,,,,,,,,,,,,,
323-U1339C-6H-1-A,323,U1339,C,6,6-1,H,1,A,24,44,48.04,48.24,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-6H-2-A,323,U1339,C,6,6-2,H,2,A,0,113,48.24,49.37,diatom silt,"Shepard, 1954",,diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-6H-2-A,323,U1339,C,6,6-2,H,2,A,113,121,49.37,49.45,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,100,soft,2.5Y 2.5/1,,,,,,,,,,,,,,,,
323-U1339C-6H-2-A,323,U1339,C,6,6-2,H,2,A,121,150,49.45,49.74,diatom silt,"Shepard, 1954",,diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-6H-3-A,323,U1339,C,6,6-3,H,3,A,0,150,49.74,51.24,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-6H-4-A,323,U1339,C,6,6-4,H,4,A,0,150,51.24,52.74,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-6H-5-A,323,U1339,C,6,6-5,H,5,A,0,100,52.74,53.74,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-6H-5-A,323,U1339,C,6,6-5,H,5,A,100,150,53.74,54.24,diatom ooze,United States Geological Survey,,diatom ooze,100,soft,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1339C-6H-6-A,323,U1339,C,6,6-6,H,6,A,0,144,54.24,55.68,diatom ooze,United States Geological Survey,,diatom ooze,100,soft,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1339C-6H-6-A,323,U1339,C,6,6-6,H,6,A,144,150,55.68,55.74,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-6H-7-A,323,U1339,C,6,6-7,H,7,A,0,150,55.74,57.24,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-6H-8-A,323,U1339,C,6,6-8,H,8,A,0,33,57.24,57.57,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-6H-CC-A,323,U1339,C,6,6-CC,H,CC,A,0,28,57.57,57.85,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-7H-1-A,323,U1339,C,7,7-1,H,1,A,0,11,57.3,57.41,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,,soft,5Y 2.5/1,,,,,,,,,,,,,,,,
323-U1339C-7H-1-A,323,U1339,C,7,7-1,H,1,A,11,150,57.41,58.8,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-7H-2-A,323,U1339,C,7,7-2,H,2,A,0,150,58.8,60.3,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-7H-3-A,323,U1339,C,7,7-3,H,3,A,0,150,60.3,61.8,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-7H-4-A,323,U1339,C,7,7-4,H,4,A,0,45,61.8,62.25,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-7H-4-A,323,U1339,C,7,7-4,H,4,A,45,47,62.25,62.27,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,,soft,2.5/N,,,,,,,,,,,,,,,,
323-U1339C-7H-4-A,323,U1339,C,7,7-4,H,4,A,47,146,62.27,63.26,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-7H-4-A,323,U1339,C,7,7-4,H,4,A,146,150,63.26,63.3,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,,soft,5Y 7/1,,,,,,,,,,,,,,,,
323-U1339C-7H-5-A,323,U1339,C,7,7-5,H,5,A,0,3,63.3,63.33,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,,soft,5Y 7/1,,,,,,,,,,,,,,,,
323-U1339C-7H-5-A,323,U1339,C,7,7-5,H,5,A,3,83,63.33,64.13,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-7H-5-A,323,U1339,C,7,7-5,H,5,A,84,150,64.14,64.8,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-7H-6-A,323,U1339,C,7,7-6,H,6,A,0,8,64.8,64.88,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-7H-6-A,323,U1339,C,7,7-6,H,6,A,8,12,64.88,64.92,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,,soft,2.5Y 5/2,,,,,,,,,,,,,,,,
323-U1339C-7H-6-A,323,U1339,C,7,7-6,H,6,A,12,134,64.92,66.14,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-7H-CC-A,323,U1339,C,7,7-CC,H,CC,A,0,51,66.14,66.65,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-8H-1-A,323,U1339,C,8,8-1,H,1,A,0,50,66.8,67.3,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,10Y 5/1,,,,,,,,,,,,,,,,
323-U1339C-8H-1-A,323,U1339,C,8,8-1,H,1,A,50,150,67.3,68.3,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-8H-2-A,323,U1339,C,8,8-2,H,2,A,0,150,68.3,69.8,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-8H-3-A,323,U1339,C,8,8-3,H,3,A,0,150,69.8,71.3,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-8H-4-A,323,U1339,C,8,8-4,H,4,A,0,146,71.3,72.76,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-8H-5-A,323,U1339,C,8,8-5,H,5,A,0,79,72.76,73.55,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-8H-5-A,323,U1339,C,8,8-5,H,5,A,79,94,73.55,73.7,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1339C-8H-5-A,323,U1339,C,8,8-5,H,5,A,94,100,73.7,73.76,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,100,soft,5YR 5/1,,,,,,,,,,,,,,,,
323-U1339C-8H-5-A,323,U1339,C,8,8-5,H,5,A,100,150,73.76,74.26,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1339C-8H-6-A,323,U1339,C,8,8-6,H,6,A,0,52,74.26,74.78,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1339C-8H-6-A,323,U1339,C,8,8-6,H,6,A,52,58,74.78,74.84,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,100,soft,5YR 2.5/1,,,,,bioturbated,,,,,,,,,,,
