dupes and comments,Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance type,Drilling disturbance intensity,Drilling disturbance intensity rank,Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. color,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Lith. comment,Clast lithology,Clast size,Clast morphology (shape),Clast sorting,Clast color,Clast roundness,Clast roundness rank,Clast lithology comment,Matrix sorting,Clast/matrix texture,Matrix comment,Bioturbation intensity,Bioturbation intensity rank,General comment,File Data,Ship File Links,Shore File Links,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
,344-U1412C-5R-2-A,344,U1412,C,5,5-2,R,2,A,0,73,329.16,329.89,fractured,high [drilling disturbance],6,silty,clay [USGS],with nannofossils [Leg339],10YR 4/2 (dark grayish brown),silty  clay ,silty clay  with nannofossils ,very fine silt [W22_2],2,very fine silt [W22_2],2,"Contains dominant nannofossils, sponge spicules common to rare diatoms and radiolarians.  rare minerals amphiboles and feldspar.  Some glass",,,,,,,,,,,,,,"Contains dominant nannofossils, common to rare diatoms and radiolarians.  Forams are common.  Mineral crsytals are rareamphiboles and feldspar.  Some glass.  Mineral frcation becomes a little bit more abundant.  lithic fragments common",,,,,,,11
,344-U1412C-5R-3-A,344,U1412,C,5,5-3,R,3,A,0,10,329.89,329.99,fractured,high [drilling disturbance],6,silty,clay [USGS],with nannofossils [Leg339],10YR 4/2 (dark grayish brown),silty  clay ,silty clay  with nannofossils ,fine silt [W22_2],3,fine silt [W22_2],3,"Contains dominant nannofossils, sponge spicules common to rare diatoms and radiolarians.  rare minerals amphiboles and feldspar.  Some glass",,,,,,,,,,,,,,,,,,,,,12
,344-U1412C-5R-3-A,344,U1412,C,5,5-3,R,3,A,10,77,329.99,330.66,,,,clayey,silt [USGS],with nannofossils [Leg339],10YR 4/2 (dark grayish brown),clayey  silt ,clayey silt  with nannofossils ,coarse silt [W22_2],5,coarse silt [W22_2],5,"Contains dominant nannofossils, common to rare diatoms and radiolarians.  Common forams. rare minerals amphiboles and feldspar.  Some glass.  Common detrital calcite crystals",,,,,,,,,,,,,,"Contains depositional alignment of fragments. some are black lithics clasts that are elongated and also contains  lithics of the surrounding silty clay
Mn scale lamination in section 2 0-60 and section 3 to 10 and 85 to 95 cm.  ",,,,,,,13
,344-U1412C-5R-3-A,344,U1412,C,5,5-3,R,3,A,77,83,330.66,330.72,,,,silty,clay [USGS],with nannofossils [Leg339],10YR 4/2 (dark grayish brown),silty  clay ,silty clay  with nannofossils ,,,,,"nannos are lesw common but still abundant.  Diatom and sponge spicules are becoming more rare.  Detrital carbonate is more common.  rare amphibole, feldspar, glass,",,,,,,,,,,,,,,Mn scale lamination present,,,,,,,14
,344-U1412C-5R-3-A,344,U1412,C,5,5-3,R,3,A,83,102,330.72,330.91,,,,clayey,silt [USGS],with nannofossils [Leg339],10YR 4/2 (dark grayish brown),clayey  silt ,clayey silt  with nannofossils ,coarse silt [W22_2],5,coarse silt [W22_2],5,"Contains dominant nannofossils, common to rare diatoms and radiolarians.  Common forams. rare minerals amphiboles and feldspar.  Some glass.  Common detrital calcite crystals",,,,,,,,,,,,,,"Contains depositional alignment of fragments. some are black lithics clasts that are elongated and also contains  lithics of the surrounding silty clay
Mn scale lamination in section 2 0-60 and section 3 to 10 and 85 to 95 cm.  ",,,,,,,15
,344-U1412C-5R-CC-A,344,U1412,C,5,5-CC,R,CC,A,0,10,330.91,331.01,fractured,high [drilling disturbance],6,silty,clay [USGS],with nannofossils [Leg339],10YR 4/2 (dark grayish brown),silty  clay ,silty clay  with nannofossils ,very fine sand [W22_2],3,very fine sand [W22_2],3,"Contains dominant nannofossils, sponge spicules common to rare diatoms and radiolarians.  rare minerals amphiboles and feldspar.  Some glass",,,,,,,,,,,,,,,,,,,,,16
,344-U1412C-5R-CC-A,344,U1412,C,5,5-CC,R,CC,A,10,15,331.01,331.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,17
,344-U1412C-5R-CC-A,344,U1412,C,5,5-CC,R,CC,A,15,23,331.06,331.14,,,,calcareous [Leg339],sandstone [USGS],,,calcareous   sandstone ,calcareous  sandstone ,,,,,,carbonate rock [USGS],cobble [W22_2],spherical,,,,,"Carbonate and rare rock fragments, dolomitic",,,,,,Contains depositional alignment of fragments. some are black lithics clasts that are elongated and also contains  lithics of the surrounding silty clay,,,,,,,18
,344-U1412C-6R-1-A,344,U1412,C,6,6-1,R,1,A,0,9,338.5,338.59,,moderate to high [drilling disturbance],5,calcareous [Leg339],sandstone [USGS],,N 5 (gray),calcareous   sandstone ,calcareous  sandstone ,,,,,dolomitic,,,,,,,,,,,,,,,,,,,,,19
,344-U1412C-6R-1-A,344,U1412,C,6,6-1,R,1,A,9,19,338.59,338.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,,20
,344-U1412C-6R-1-A,344,U1412,C,6,6-1,R,1,A,19,56,338.69,339.06,,destroyed [drilling disturbance],8,,,,,,,,,,,"very dark greenish gray mud and rubble
",,,,,,,,,,,,,,,,,,,,,21
,344-U1412C-6R-1-A,344,U1412,C,6,6-1,R,1,A,56,67,339.06,339.17,,high [drilling disturbance],6,calcareous [Leg339],sandstone [USGS],with biogenic components [Leg339],10GY 3/1 (very dark greenish gray),calcareous   sandstone ,calcareous  sandstone  with biogenic components ,fine sand [W22_2],4,sand [W22_1],3,,,,,,,,,,,,,,,,,,,,,,22
,344-U1412C-6R-1-A,344,U1412,C,6,6-1,R,1,A,67,98,339.17,339.48,fragmented,high [drilling disturbance],6,,claystone [USGS],,10GY 3/1 (very dark greenish gray),claystone ,claystone ,clay [W22_2],1,clay [W22_2],1,,,,,,,,,,,,,,,,,,,,,,23
,344-U1412C-6R-2-A,344,U1412,C,6,6-2,R,2,A,0,42,339.48,339.9,,destroyed [drilling disturbance],8,,,,,,,,,,,"very dark greenish gray mud and rubble
",,,,,,,,,,,,,,,,,,,,,24
,344-U1412C-6R-2-A,344,U1412,C,6,6-2,R,2,A,42,83,339.9,340.31,fragmented,high [drilling disturbance],6,clayey,siltstone [USGS],with biogenic components [Leg339],10GY 4/1 (dark greenish gray),clayey  siltstone ,clayey siltstone  with biogenic components ,silt [W22_1],2,silt [W22_1],2,laminated,,,,,,,,,,,,,,several intact fragments,,,,,,,25
,344-U1412C-6R-3-A,344,U1412,C,6,6-3,R,3,A,0,61,340.31,340.92,,destroyed [drilling disturbance],8,,,,,,,,,,,very dark greenish gray claystone rubble,,,,,,,,,,,,,,,,,,,,,26
,344-U1412C-6R-3-A,344,U1412,C,6,6-3,R,3,A,61,73,340.92,341.04,fragmented,severe [drilling disturbance],7,clayey,siltstone [USGS],with biogenic components [Leg339],10GY 4/1 (dark greenish gray),clayey  siltstone ,clayey siltstone  with biogenic components ,silt [W22_1],2,silt [W22_1],2,,,,,,,,,,,,,,,,,,,,,,27
,344-U1412C-6R-3-A,344,U1412,C,6,6-3,R,3,A,73,89,341.04,341.2,,destroyed [drilling disturbance],8,,,,,,,,,,,very dark greenish gray claystone rubble,,,,,,,,,,,,,,,,,,,,,28
,344-U1412C-6R-3-A,344,U1412,C,6,6-3,R,3,A,89,122,341.2,341.53,fragmented,moderate [drilling disturbance],4,clayey,siltstone [USGS],with biogenic components [Leg339],10GY 4/1 (dark greenish gray),clayey  siltstone ,clayey siltstone  with biogenic components ,silt [W22_1],2,silt [W22_1],2,sand-sized (<1 mm) biogenic fragments very common; vein with opaques and pyrite at 101 cm ,,,,,,,,,,,,,,,,,,,,,29
,344-U1412C-6R-3-A,344,U1412,C,6,6-3,R,3,A,122,150,341.53,341.81,,destroyed [drilling disturbance],8,,,,,,,,,,,very dark greenish gray claystone rubble,,,,,,,,,,,,,,,,,,,,,30
,344-U1412C-6R-4-A,344,U1412,C,6,6-4,R,4,A,0,146,341.81,343.27,fragmented,severe [drilling disturbance],7,clayey,siltstone [USGS],with biogenic components [Leg339],10GY 4/1 (dark greenish gray),clayey  siltstone ,clayey siltstone  with biogenic components ,silt [W22_1],2,silt [W22_1],2,"less biogenic components below 70 cm, matrix is slight carbonaceous",,,,,,,,,,,,,,drilling disturbance varies,,,,,,,31
,344-U1412C-6R-5-A,344,U1412,C,6,6-5,R,5,A,0,104,343.27,344.31,fragmented,severe [drilling disturbance],7,clayey,siltstone [USGS],with biogenic components [Leg339],10GY 4/1 (dark greenish gray),clayey  siltstone ,clayey siltstone  with biogenic components ,silt [W22_1],2,silt [W22_1],2,very little carbonate in matrix,,,,,,,,,,,,,,intensity of drilling disturbance varies,,,,,,,32
,344-U1412C-6R-5-A,344,U1412,C,6,6-5,R,5,A,104,114,344.31,344.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCREATON physical properties sample,,,,,,,33
,344-U1412C-6R-5-A,344,U1412,C,6,6-5,R,5,A,114,150,344.41,344.77,fragmented,moderate [drilling disturbance],4,clayey,siltstone [USGS],with biogenic components [Leg339],10GY 4/1 (dark greenish gray),clayey  siltstone ,clayey siltstone  with biogenic components ,silt [W22_1],2,silt [W22_1],2,matrix calcareous,,,,,,,,,,,,,,,,,,,,,34
,344-U1412C-6R-6-A,344,U1412,C,6,6-6,R,6,A,0,14,344.77,344.91,fragmented,moderate [drilling disturbance],4,clayey,siltstone [USGS],with biogenic components [Leg339],10GY 4/1 (dark greenish gray),clayey  siltstone ,clayey siltstone  with biogenic components ,silt [W22_1],2,silt [W22_1],2,"fewer biogenic components, , matrix is slightly carbonaceous",,,,,,,,,,,,,,,,,,,,,35
,344-U1412C-6R-6-A,344,U1412,C,6,6-6,R,6,A,14,39,344.91,345.16,fragmented,severe [drilling disturbance],7,clayey,siltstone [USGS],with biogenic components [Leg339],10GY 4/1 (dark greenish gray),clayey  siltstone ,clayey siltstone  with biogenic components ,silt [W22_1],2,silt [W22_1],2,,,,,,,,,,,,,,,a few intact chunks of rock in highly fragmented matrix,,,,,,,36
,344-U1412C-6R-6-A,344,U1412,C,6,6-6,R,6,A,39,101,345.16,345.78,fragmented,moderate [drilling disturbance],4,clayey,siltstone [USGS],with biogenic components [Leg339],10GY 4/1 (dark greenish gray),clayey  siltstone ,clayey siltstone  with biogenic components ,silt [W22_1],2,silt [W22_1],2,biogenic components more abundant and larger than higher in the section; matrix is slightly carbonaceous,,,,,,,,,,,,,,,,,,,,,37
,344-U1412C-6R-CC-A,344,U1412,C,6,6-CC,R,CC,A,0,6,345.78,345.84,fragmented,high [drilling disturbance],6,clayey,siltstone [USGS],with biogenic components [Leg339],10GY 4/1 (dark greenish gray),clayey  siltstone ,clayey siltstone  with biogenic components ,silt [W22_1],2,silt [W22_1],2,,,,,,,,,,,,,,,,,,,,,,38
,344-U1412C-6R-CC-A,344,U1412,C,6,6-CC,R,CC,A,6,12,345.84,345.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,39
,344-U1412C-7R-1-A,344,U1412,C,7,7-1,R,1,A,0,76,348.2,348.96,fragmented,high [drilling disturbance],6,clayey,siltstone [USGS],with biogenic components [Leg339],10GY 4/1 (dark greenish gray),clayey  siltstone ,clayey siltstone  with biogenic components ,silt [W22_1],2,silt [W22_1],2,contains a 7 cm long elongated angular clast of limestone at 0-7 cm depth,limestone [USGS],cobble [W22_2],blocky,,,angular,2,,,,,slight [B06],2,,,,,,,,40
,344-U1412C-7R-1-A,344,U1412,C,7,7-1,R,1,A,76,89,348.96,349.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,YAMAMOTO structualr sample,,,,,,,41
,344-U1412C-7R-1-A,344,U1412,C,7,7-1,R,1,A,89,101,349.09,349.21,fractured,moderate [drilling disturbance],4,clayey,siltstone [USGS],with biogenic components [Leg339],10GY 4/1 (dark greenish gray),clayey  siltstone ,clayey siltstone  with biogenic components ,silt [W22_1],2,silt [W22_1],2,lesser biogenic components,,,,,,,,,,,,slight [B06],2,,,,,,,,42
,344-U1412C-7R-1-A,344,U1412,C,7,7-1,R,1,A,101,102,349.21,349.22,,moderate to high [drilling disturbance],5,,tephra [FS84],,5GY 4/,tephra ,tephra ,silt [W22_1],2,silt [W22_1],2,light-colored hornblende and plagioclase-rich fallout tephra,,,,,,,,,,,,,,,,,,,,,43
,344-U1412C-7R-1-A,344,U1412,C,7,7-1,R,1,A,102,115,349.22,349.35,fractured,moderate [drilling disturbance],4,clayey,siltstone [USGS],with biogenic components [Leg339],10GY 4/1 (dark greenish gray),clayey  siltstone ,clayey siltstone  with biogenic components ,silt [W22_1],2,silt [W22_1],2,lesser biogenic components,,,,,,,,,,,,,,,,,,,,,44
,344-U1412C-7R-2-A,344,U1412,C,7,7-2,R,2,A,0,33,349.35,349.68,fractured,high [drilling disturbance],6,clayey,siltstone [USGS],with biogenic components [Leg339],10GY 4/1 (dark greenish gray),clayey  siltstone ,clayey siltstone  with biogenic components ,silt [W22_1],2,silt [W22_1],2,slightly calcareous,,,,,,,,,,,,,,,,,,,,,45
,344-U1412C-7R-2-A,344,U1412,C,7,7-2,R,2,A,33,48,349.68,349.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,HASH,,,,,,,46
,344-U1412C-7R-2-A,344,U1412,C,7,7-2,R,2,A,48,75,349.83,350.1,fragmented,high [drilling disturbance],6,clayey,siltstone [USGS],with biogenic components [Leg339],10GY 4/1 (dark greenish gray),clayey  siltstone ,clayey siltstone  with biogenic components ,silt [W22_1],2,silt [W22_1],2,slightly calcareous,,,,,,,,,,,,,,,,,,,,,47
,344-U1412C-7R-2-A,344,U1412,C,7,7-2,R,2,A,75,96,350.1,350.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,HE WR,,,,,,,48
,344-U1412C-7R-2-A,344,U1412,C,7,7-2,R,2,A,96,112,350.31,350.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,,49
,344-U1412C-7R-2-A,344,U1412,C,7,7-2,R,2,A,112,137,350.47,350.72,fragmented,moderate [drilling disturbance],4,clayey,siltstone [USGS],with biogenic components [Leg339],10GY 4/1 (dark greenish gray),clayey  siltstone ,clayey siltstone  with biogenic components [Leg339],silt [W22_1],2,silt [W22_1],2,slightly calcareous,,,,,,,,,,,,,,,,,,,,,50
,344-U1412C-7R-CC-A,344,U1412,C,7,7-CC,R,CC,A,0,14,350.72,350.86,fragmented,severe [drilling disturbance],7,clayey,siltstone [USGS],with biogenic components [Leg339],10GY 4/1 (dark greenish gray),clayey  siltstone ,clayey siltstone  with biogenic components [Leg339],silt [W22_1],2,silt [W22_1],2,slightly calcareous,,,,,,,,,,,,,,,,,,,,,51
,344-U1412C-7R-CC-A,344,U1412,C,7,7-CC,R,CC,A,14,20,350.86,350.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,52
,344-U1412C-8R-1-W,344,U1412,C,8,8-1,R,1,W,0,120,357.9,359.1,fragmented,high [drilling disturbance],6,clayey,siltstone [USGS],with biogenic components [Leg339],10GY 4/1 (dark greenish gray),clayey  siltstone ,clayey siltstone  with biogenic components [Leg339],silt [W22_1],2,silt [W22_1],2,calcareous matrix; possibly some disseminated light-colored pyrite-rich clay matrix in siltstone fragments,,,,,,,,,,,,,,,,,,,,,53
,344-U1412C-8R-1-W,344,U1412,C,8,8-1,R,1,W,120,148,359.1,359.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,,54
,344-U1412C-8R-2-W,344,U1412,C,8,8-2,R,2,W,0,108,359.38,360.46,fragmented,high [drilling disturbance],6,clayey,siltstone [USGS],with biogenic components [Leg339],10GY 4/1 (dark greenish gray),clayey  siltstone ,clayey siltstone  with biogenic components [Leg339],silt [W22_1],2,silt [W22_1],2,slightly  calcareous matrix,,,,,,,,,,,,,,,,,,,,,55
,344-U1412C-8R-2-W,344,U1412,C,8,8-2,R,2,W,108,121,360.46,360.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAFFER sample,,,,,,,56
,344-U1412C-8R-2-W,344,U1412,C,8,8-2,R,2,W,121,150,360.59,360.88,fragmented,severe [drilling disturbance],7,clayey,siltstone [USGS],with biogenic components [Leg339],10GY 4/1 (dark greenish gray),clayey  siltstone ,clayey siltstone  with biogenic components [Leg339],silt [W22_1],2,silt [W22_1],2,slightly  calcareous matrix,,,,,,,,,,,,,,,,,,,,,57
,344-U1412C-8R-3-W,344,U1412,C,8,8-3,R,3,W,0,26,360.88,361.14,breccia,destroyed [drilling disturbance],8,,,,,,,,,,,ruble of green clayed siltstone,,,,,,,,,,,,,,,,,,,,,58
,344-U1412C-8R-3-W,344,U1412,C,8,8-3,R,3,W,26,136,361.14,362.24,fragmented,high [drilling disturbance],6,calcareous [Leg339],sandstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),calcareous   sandstone ,calcareous  sandstone  with biogenic components [Leg339],sand [W22_1],3,sand [W22_1],3,with grains of pyroxene and horneblende with some glauconite,,,,,,,,,,,,,,,,,,,,,59
,344-U1412C-8R-3-W,344,U1412,C,8,8-3,R,3,W,136,150,362.24,362.38,fragmented,severe [drilling disturbance],7,clayey,siltstone [USGS],with biogenic components [Leg339],10GY 4/1 (dark greenish gray),clayey  siltstone ,clayey siltstone  with biogenic components [Leg339],silt [W22_1],2,sand [W22_1],3,,,,,,,,,,,,,,,,,,,,,,60
,344-U1412C-8R-4-W,344,U1412,C,8,8-4,R,4,W,0,29,362.38,362.67,breccia,destroyed [drilling disturbance],8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61
,344-U1412C-8R-4-W,344,U1412,C,8,8-4,R,4,W,29,116,362.67,363.54,fractured,moderate [drilling disturbance],4,clayey,siltstone [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),clayey  siltstone ,clayey siltstone  with biogenic components [Leg339],silt [W22_1],2,sand [W22_1],3,"proportion of sand increasing with depth 
partial ash layer at 91cm (dominant glass with abondant feldspar, common opaques, quartz, hornblende, pyroxene and biotite)",,,,,,,,,,,,,,,,,,,,,62
,344-U1412C-8R-5-W,344,U1412,C,8,8-5,R,5,W,0,59,363.54,364.13,fragmented,high [drilling disturbance],6,clayey,siltstone [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),clayey  siltstone ,clayey siltstone  with biogenic components [Leg339],silt [W22_1],2,sand [W22_1],3,,,,,,,,,,,,,,,,,,,,,,63
,344-U1412C-8R-5-W,344,U1412,C,8,8-5,R,5,W,59,95,364.13,364.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,,64
,344-U1412C-8R-6-W,344,U1412,C,8,8-6,R,6,W,0,27,364.49,364.76,fragmented,high [drilling disturbance],6,clayey,siltstone [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),clayey  siltstone ,clayey siltstone  with biogenic components [Leg339],silt [W22_1],2,sand [W22_1],3,,,,,,,,,,,,,,,,,,,,,,65
,344-U1412C-8R-6-W,344,U1412,C,8,8-6,R,6,W,27,42,364.76,364.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAIT,,,,,,,66
,344-U1412C-8R-6-W,344,U1412,C,8,8-6,R,6,W,42,60,364.91,365.09,fractured,moderate [drilling disturbance],4,clayey,siltstone [USGS],with biogenic components [Leg339],10Y 4/1 (dark greenish gray),clayey  siltstone ,clayey siltstone  with biogenic components [Leg339],silt [W22_1],2,sand [W22_1],3,,,,,,,,,,,,,common [B06],4,,,,,,,,67
,344-U1412C-8R-6-W,344,U1412,C,8,8-6,R,6,W,60,76,365.09,365.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,STIP,,,,,,,68
,344-U1412C-8R-6-W,344,U1412,C,8,8-6,R,6,W,76,140,365.25,365.89,fractured,moderate [drilling disturbance],4,clayey,siltstone [USGS],with biogenic components [Leg339],10Y 4/1 (dark greenish gray),clayey  siltstone ,clayey siltstone  with biogenic components [Leg339],silt [W22_1],2,sand [W22_1],3,"dark colored patch of ash at 94cm (dominant glass with abondant feldspar, common opaques, quartz, hornblende, pyroxene and biotite)",,,,,,,,,,,,common [B06],4,,,,,,,,69
,344-U1412C-8R-CC-W,344,U1412,C,8,8-CC,R,CC,W,0,10,365.89,365.99,fragmented,high [drilling disturbance],6,clayey,siltstone [USGS],with biogenic components [Leg339],10Y 4/1 (dark greenish gray),clayey  siltstone ,clayey siltstone  with biogenic components [Leg339],silt [W22_1],2,sand [W22_1],3,,,,,,,,,,,,,,,,,,,,,,70
,344-U1412C-8R-CC-W,344,U1412,C,8,8-CC,R,CC,W,10,16,365.99,366.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,71
,344-U1412C-8R-CC-W,344,U1412,C,8,8-CC,R,CC,W,16,18,366.05,366.07,breccia,destroyed [drilling disturbance],8,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,,,,,,,,,,,,,,,72
