Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,MAJ Lith. prefix+name [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Clast abundance,Macrofossil,MAJ Lith. ave. grain size ,Diagenetic constituent,Diagenetic constituent composition,General interval comment,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Lithology Suffix,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name
363-U1488B-2H-3-A,23,150,4.13,5.4,clay-bearing foraminifer-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-bearing nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,trace diatoms,,,,,,,,,,,,,363,U1488,B,2,H,3,A,,,,
363-U1488B-2H-4-A,0,117,5.4,6.57,clay-bearing foraminifer-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-bearing nannofossil ooze,,10Y 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,2,H,4,A,,,,
363-U1488B-2H-4-A,117,118,6.57,6.58,nannofossil-rich [X363],ash(tuff) [MMK88m],nannofossil-rich ash(tuff),,N 6 (gray),,,,,,,"vol. ash patch, not layer",,,,,,,,,,,,,363,U1488,B,2,H,4,A,,,,
363-U1488B-2H-4-A,118,150,6.58,6.9,clay-bearing foraminifer-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-bearing nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,trace diatoms,,,,,,,,,,,,,363,U1488,B,2,H,4,A,,,,
363-U1488B-2H-5-A,0,5,6.9,6.95,clay-bearing foraminifer-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-bearing nannofossil ooze,,5G 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,2,H,5,A,,,,
363-U1488B-2H-5-A,5,150,6.95,8.4,clay-bearing foraminifer-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-bearing nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,trace diatoms,,,,,,,,,,,,,363,U1488,B,2,H,5,A,,,,
363-U1488B-2H-6-A,0,60,8.4,9,clay-bearing foraminifer-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-bearing nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,trace diatoms,,,,,,,,,,,,,363,U1488,B,2,H,6,A,,,,
363-U1488B-2H-6-A,60,64,9,9.04,clay-bearing foraminifer-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-bearing nannofossil ooze,,5G 7/1 (light greenish gray),moderate [DB86],,,,,,1 thin layer,,,,,,,,,,,,,363,U1488,B,2,H,6,A,,,,
363-U1488B-2H-6-A,64,108,9.04,9.48,clay-bearing foraminifer-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-bearing nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,trace diatoms,,,,,,,,,,,,,363,U1488,B,2,H,6,A,,,,
363-U1488B-2H-6-A,108,120,9.48,9.6,clay-bearing foraminifer-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-bearing nannofossil ooze,,5G 7/1 (light greenish gray),moderate [DB86],,,,,,3 thin green layers,,,,,,,,,,,,,363,U1488,B,2,H,6,A,,,,
363-U1488B-2H-6-A,120,150,9.6,9.9,clay-bearing foraminifer-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-bearing nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,trace diatoms,,,,,,,,,,,,,363,U1488,B,2,H,6,A,,,,
363-U1488B-2H-7-A,0,70,9.9,10.6,clay-bearing foraminifer-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-bearing nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,trace diatoms,,,,,,,,,,,,,363,U1488,B,2,H,7,A,,,,
363-U1488B-2H-CC-A,0,28,10.6,10.88,clay-bearing foraminifer-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-bearing nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,trace diatoms,,,,,,,,,,,,,363,U1488,B,2,H,CC,A,,,,
363-U1488B-3H-1-A,0,18,10.4,10.58,clay-bearing foraminifer-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,trace diatoms,,,,,,,,,,,,,363,U1488,B,3,H,1,A,,,,
363-U1488B-3H-1-A,18,19,10.58,10.59,clay-bearing foraminifer-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-bearing nannofossil ooze,,5G 7/1 (light greenish gray),moderate [DB86],,,,,,trace diatoms,,,,,,,,,,,,,363,U1488,B,3,H,1,A,,,,
363-U1488B-3H-1-A,19,51,10.59,10.91,clay-bearing foraminifer-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,trace diatoms,,,,,,,,,,,,,363,U1488,B,3,H,1,A,,,,
363-U1488B-3H-1-A,51,150,10.91,11.9,clay-bearing foraminifer-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,3,H,1,A,,,,
363-U1488B-3H-2-A,0,91,11.9,12.81,clay-bearing foraminifer-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,trace diatoms,,,,,,,,,,,,,363,U1488,B,3,H,2,A,,,,
363-U1488B-3H-2-A,91,115,12.81,13.05,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,5GY 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,3,H,2,A,,,,
363-U1488B-3H-2-A,115,140,13.05,13.3,clay-bearing foraminifer-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,trace diatoms,,,,,,,,,,,,,363,U1488,B,3,H,2,A,,,,
363-U1488B-3H-2-A,140,141,13.3,13.31,clay-bearing foraminifer-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-bearing nannofossil ooze,,5G 7/1 (light greenish gray),moderate [DB86],,,,,,trace diatoms,,,,,,,,,,,,,363,U1488,B,3,H,2,A,,,,
363-U1488B-3H-2-A,141,142,13.31,13.32,clay-bearing foraminifer-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-bearing nannofossil ooze,,5PB 7/1 (light bluish gray),moderate [DB86],,,,,,trace diatoms,,,,,,,,,,,,,363,U1488,B,3,H,2,A,,,,
363-U1488B-3H-2-A,142,150,13.32,13.4,clay-bearing foraminifer-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,trace diatoms,,,,,,,,,,,,,363,U1488,B,3,H,2,A,,,,
363-U1488B-3H-3-A,0,90,13.4,14.3,clay-bearing foraminifer-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,trace diatoms,,,,,,,,,,,,,363,U1488,B,3,H,3,A,,,,
363-U1488B-3H-3-A,90,118,14.3,14.58,clay-bearing foraminifer-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,3,H,3,A,,,,
363-U1488B-3H-3-A,118,119,14.58,14.59,clay-bearing foraminifer-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-bearing nannofossil ooze,,5G 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,3,H,3,A,,,,
363-U1488B-3H-3-A,119,140,14.59,14.8,clay-bearing foraminifer-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,trace diatoms,,,,,,,,,,,,,363,U1488,B,3,H,3,A,,,,
363-U1488B-3H-3-A,140,144,14.8,14.84,clay-bearing foraminifer-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-bearing nannofossil ooze,,5PB 7/1 (light bluish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,3,H,3,A,,,,
363-U1488B-3H-3-A,144,150,14.84,14.9,clay-bearing foraminifer-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-bearing nannofossil ooze,,5G 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,3,H,3,A,,,,
363-U1488B-3H-4-A,0,25,14.9,15.15,clay-bearing foraminifer-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-bearing nannofossil ooze,,5G 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,3,H,4,A,,,,
363-U1488B-3H-4-A,25,28,15.15,15.18,clay-bearing foraminifer-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-bearing nannofossil ooze,,N 5 (gray),slight [DB86],,,,mineral,sulfide,pyritized burrow,,,,,,,,,,,,,363,U1488,B,3,H,4,A,,,,
363-U1488B-3H-4-A,28,32,15.18,15.22,clay-bearing foraminifer-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,trace diatoms,,,,,,,,,,,,,363,U1488,B,3,H,4,A,,,,
363-U1488B-3H-4-A,32,33,15.22,15.23,clay-bearing foraminifer-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-bearing nannofossil ooze,,5G 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,3,H,4,A,,,,
363-U1488B-3H-4-A,33,36,15.23,15.26,clay-bearing foraminifer-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,trace diatoms,,,,,,,,,,,,,363,U1488,B,3,H,4,A,,,,
363-U1488B-3H-4-A,36,37,15.26,15.27,clay-bearing foraminifer-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-bearing nannofossil ooze,,5G 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,3,H,4,A,,,,
363-U1488B-3H-4-A,37,58,15.27,15.48,clay-bearing foraminifer-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,3,H,4,A,,,,
363-U1488B-3H-4-A,58,150,15.48,16.4,clay-bearing foraminifer-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,trace diatoms,,,,,,,,,,,,,363,U1488,B,3,H,4,A,,,,
363-U1488B-3H-5-A,0,15,16.4,16.55,clay-bearing foraminifer-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,trace diatoms,,,,,,,,,,,,,363,U1488,B,3,H,5,A,,,,
363-U1488B-3H-5-A,15,46,16.55,16.86,clay-bearing foraminifer-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-bearing nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,3,H,5,A,,,,
363-U1488B-3H-5-A,46,118,16.86,17.58,clay-bearing foraminifer-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,3,H,5,A,,,,
363-U1488B-3H-5-A,118,119,17.58,17.59,clay-bearing foraminifer-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-bearing nannofossil ooze,,N 3 (very dark gray),moderate [DB86],,,,,sulfide,,,,,,,,,,,,,,363,U1488,B,3,H,5,A,,,,
363-U1488B-3H-5-A,119,150,17.59,17.9,clay-bearing foraminifer-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,3,H,5,A,,,,
363-U1488B-3H-6-A,0,37,17.9,18.27,clay-bearing foraminifer-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,3,H,6,A,,,,
363-U1488B-3H-6-A,37,48,18.27,18.38,clay-bearing foraminifer-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,trace diatoms,,,,,,,,,,,,,363,U1488,B,3,H,6,A,,,,
363-U1488B-3H-6-A,48,49,18.38,18.39,clay-bearing foraminifer-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-bearing nannofossil ooze,,5PB 7/1 (light bluish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,3,H,6,A,,,,
363-U1488B-3H-6-A,49,54,18.39,18.44,clay-bearing foraminifer-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,trace diatoms,,,,,,,,,,,,,363,U1488,B,3,H,6,A,,,,
363-U1488B-3H-6-A,54,55,18.44,18.45,clay-bearing foraminifer-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-bearing nannofossil ooze,,5G 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,3,H,6,A,,,,
363-U1488B-3H-6-A,55,66,18.45,18.56,clay-bearing foraminifer-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,trace diatoms,,,,,,,,,,,,,363,U1488,B,3,H,6,A,,,,
363-U1488B-3H-6-A,66,67,18.56,18.57,clay-bearing foraminifer-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-bearing nannofossil ooze,,5G 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,3,H,6,A,,,,
363-U1488B-3H-6-A,67,83,18.57,18.73,clay-bearing foraminifer-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,trace diatoms,,,,,,,,,,,,,363,U1488,B,3,H,6,A,,,,
363-U1488B-3H-6-A,83,84,18.73,18.74,clay-bearing foraminifer-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-bearing nannofossil ooze,,5G 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,3,H,6,A,,,,
363-U1488B-3H-6-A,84,114,18.74,19.04,clay-bearing foraminifer-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,trace diatoms,,,,,,,,,,,,,363,U1488,B,3,H,6,A,,,,
363-U1488B-3H-6-A,114,115,19.04,19.05,clay-bearing foraminifer-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-bearing nannofossil ooze,,N 3 (very dark gray),moderate [DB86],,,,,sulfide,,,,,,,,,,,,,,363,U1488,B,3,H,6,A,,,,
363-U1488B-3H-6-A,115,150,19.05,19.4,clay-bearing foraminifer-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,trace diatoms,,,,,,,,,,,,,363,U1488,B,3,H,6,A,,,,
363-U1488B-3H-7-A,0,65,19.4,20.05,clay-bearing foraminifer-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,trace diatoms,,,,,,,,,,,,,363,U1488,B,3,H,7,A,,,,
363-U1488B-3H-CC-A,0,26,20.05,20.31,clay-bearing foraminifer-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,trace diatoms,,,,,,,,,,,,,363,U1488,B,3,H,CC,A,,,,
363-U1488B-4H-1-A,0,150,19.9,21.4,clay-bearing foraminifer-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,faint purple and green layers and patches,,,,,,,,,,,,,363,U1488,B,4,H,1,A,,,,
363-U1488B-4H-2-A,0,150,21.4,22.9,clay-bearing foraminifer-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,faint purple and green layers and patches,,,,,,,,,,,,,363,U1488,B,4,H,2,A,,,,
363-U1488B-4H-3-A,0,150,22.9,24.4,clay-bearing foraminifer-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,faint purple and green layers and patches,,,,,,,,,,,,,363,U1488,B,4,H,3,A,,,,
363-U1488B-4H-4-A,0,150,24.4,25.9,clay-bearing foraminifer-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,faint purple and green layers and patches,,,,,,,,,,,,,363,U1488,B,4,H,4,A,,,,
363-U1488B-4H-5-A,0,150,25.9,27.4,clay-rich foraminifer-rich [X363],nannofossil ooze [Leg339],clay-rich foraminifer-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,faint purple and green layers and patches,,,,,,,,,,,,,363,U1488,B,4,H,5,A,,,,
363-U1488B-4H-6-A,0,150,27.4,28.9,clay-bearing foraminifer-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,faint purple and green layers and patches,,,,,,,,,,,,,363,U1488,B,4,H,6,A,,,,
363-U1488B-4H-7-A,0,64,28.9,29.54,clay-bearing foraminifer-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,faint purple and green layers and patches,,,,,,,,,,,,,363,U1488,B,4,H,7,A,,,,
363-U1488B-4H-CC-A,0,26,29.54,29.8,clay-bearing foraminifer-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,faint purple and green layers and patches,,,,,,,,,,,,,363,U1488,B,4,H,CC,A,,,,
363-U1488B-5H-1-A,0,150,29.4,30.9,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,faint purple and green layers and patches; pyrite common,,,,,,,,,,,,,363,U1488,B,5,H,1,A,,,,
363-U1488B-5H-2-A,0,86,30.9,31.76,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,faint purple and green layers and patches; pyrite common,,,,,,,,,,,,,363,U1488,B,5,H,2,A,,,,
363-U1488B-5H-2-A,86,137,31.76,32.27,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,faint purple and green layers and patches; pyrite common,,,,,,,,,,,,,363,U1488,B,5,H,2,A,,,,
363-U1488B-5H-2-A,137,150,32.27,32.4,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,faint purple and green layers and patches; pyrite common,,,,,,,,,,,,,363,U1488,B,5,H,2,A,,,,
363-U1488B-5H-3-A,0,90,32.4,33.3,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,faint purple and green layers and patches; pyrite common,,,,,,,,,,,,,363,U1488,B,5,H,3,A,,,,
363-U1488B-5H-3-A,90,94,33.3,33.34,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,N 8 (white),slight [DB86],,,,,,"foram-rich layer; sharp bottom contact, turbidite?",,,,,,,,sharp boundary or contact,,,,,363,U1488,B,5,H,3,A,,,,
363-U1488B-5H-3-A,94,150,33.34,33.9,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,faint purple and green layers and patches; pyrite common,,,,,,,,,,,,,363,U1488,B,5,H,3,A,,,,
363-U1488B-5H-4-A,0,46,33.9,34.36,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,faint purple and green layers and patches; pyrite common,,,,,,,,,,,,,363,U1488,B,5,H,4,A,,,,
363-U1488B-5H-4-A,46,80,34.36,34.7,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,faint purple and green layers and patches; pyrite common,,,,,,,,,,,,,363,U1488,B,5,H,4,A,,,,
