Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,LITH 1 prefix+name [read only],LITH 1 prefix+name+suffix [read only],LITH 1 abundance [%],LITH 1 color,LITH 1 lithification,LITH 1 ave. grain size class,LITH 1 ave. grain size rank [read only],LITH 1 max. grain size class,LITH 1 max. grain size rank [read only],LITH 1 grain sorting,LITH 1 Ash abundance name,LITH 1 Ash abundance rank (read only),LITH 1 comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,LITH 2 prefix+name [read only],LITH 2 prefix+name+suffix [read only],LITH 2 abundance [%],Total LITH abundance [%],LITH 2 Ash abundance name,LITH 2 Ash abundance rank (read only),General interval comment,Bottom contact geometry,Bottom contact attitude,LITH 1 Layer or bedding thickness,LITH 1 Sedimentary structure,LITH 1 Bioturbation intensity,LITH 1 Bioturbation intensity rank [read only],LITH 1 Deformational structure,LITH 1 Deformational structure attitude,LITH 1 Diagenetic structure,LITH 1 Diagenetic constituent,LITH 1 Diagenetic constituent composition,LITH 1 Macrofossil,LITH 1 Macrofossil abundance name,LITH 2 Macrofossil,LITH 1 Clast abundance,LITH 1 Number of clasts (>2mm),LITH 1 Clast 1 igneous [%],LITH 1 Clast 1 igneous -  grain size,LITH 1 Clast 1 igneous -  roundness,LITH 1 Clast 1 igneous -  lithology,LITH 1 Clast 2 sediment [%],LITH 1 Clast 2 sediment - grain size,LITH 1 Clast 2 sediment - roundness,LITH 1 Clast 3 -other LITH [%],LITH 1 Clast 3 metamorphic - grain size,LITH 1 Clast 3 metamorphic - roundness,Total clasts calculated LITH 1 [%],LITH 1 Matrix 1 igneous - pumiceous [%],LITH 1 Matrix 2 igneous - scoriaceous [%],LITH 1 Matrix 3 igneous - massive [%],LITH 1 Matrix 4 igneous - vesicular [%],LITH 1 Matrix 5 volcaniclastic [%],LITH 1 Matrix 6 sediment [%],LITH 1 Matrix 7 -other LITH [%],LITH 1 Matrix biogenic carbonate [%],LITH 1 Matrix detritical carbonate [%],LITH 1 Matrix carbonate [%],Total matrix calculated LITH 1 [%],LITH 1 Matrix sorting,LITH 1 Matrix alteration intensity,LITH 1 Matrix alteration rank,LITH 1 Matrix comments,File Data,File Data,Exp,Site,Hole,Core,Type,Section,A/W
349-U1431D-18H-4-A,133.0,135.0,158.2,158.22,,clay,,clay ,clay ,,GLEY 1 5/5GY (greenish gray),moderately consolidated,clay,1,clay,1,well,,,,,,,,,,,,,,,,medium bed,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,18,H,4,A
349-U1431D-18H-5-A,0.0,19.0,158.37,158.56,,clay,,clay ,clay ,,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,clay,1,clay,1,well,,,,,,,,,,,,,,gradational,curved,medium bed,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,18,H,5,A
349-U1431D-18H-5-A,19.0,24.0,158.56,158.61,,silty clay,,silty clay ,silty clay ,,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,clay,1,silt,2,moderately well,,,,,,,,,,,,,,planar,curved,thin bed,graded bedding,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,18,H,5,A
349-U1431D-18H-5-A,24.0,103.0,158.61,159.4,,clay,,clay ,clay ,,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,clay,1,clay,1,well,,,,,,,,,,,,,,gradational,horizontal,thick bed,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,18,H,5,A
349-U1431D-18H-5-A,103.0,106.0,159.4,159.43,,silty clay,,silty clay ,silty clay ,,GLEY 1 5/10Y (greenish gray),moderately consolidated,clay,1,silt,2,moderately well,,,,,,,,,,,,,,erosive,horizontal,thin bed,graded bedding,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,18,H,5,A
349-U1431D-18H-5-A,106.0,114.0,159.43,159.51,,clay,,clay ,clay ,,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,clay,1,clay,1,well,,,,,,,,,,,,,,gradational,curved,medium bed,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,18,H,5,A
349-U1431D-18H-5-A,114.0,117.0,159.51,159.54,,silty clay,,silty clay ,silty clay ,,GLEY 1 5/10Y (greenish gray),moderately consolidated,clay,1,silt,2,moderately well,,,,,,,,,,,,,,erosive,curved,thin bed,graded bedding,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,18,H,5,A
349-U1431D-18H-5-A,117.0,150.0,159.54,159.87,,clay,,clay ,clay ,,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,clay,1,clay,1,well,,,,,,,,,,,,,,,,thick bed,color banding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,18,H,5,A
349-U1431D-18H-6-A,0.0,131.0,159.87,161.18,,clay,,clay ,clay ,,GLEY 1 7/5GY (light grrenish grey),moderately consolidated,clay,1,clay,1,well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,18,H,6,A
349-U1431D-18H-7-A,0.0,64.0,161.18,161.82,,clay,,clay ,clay ,,GLEY 1 7/5GY (light grrenish grey),moderately consolidated,clay,1,clay,1,well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,18,H,7,A
349-U1431D-18H-CC-A,0.0,18.0,161.82,162.0,,clay,,clay ,clay ,,GLEY 1 7/5GY (light grrenish grey),moderately consolidated,clay,1,clay,1,well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,18,H,CC,A
349-U1431D-19H-1-A,0.0,16.0,162.0,162.16,,clay,,clay ,clay ,100,GLEY 1 2.5/5G (greenish black),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,gradational,horizontal,medium bed,lamination,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,19,H,1,A
349-U1431D-19H-1-A,16.0,58.0,162.16,162.58,,clay,,clay ,clay ,100,2.5Y 6/2 (light brownish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,gradational,horizontal,thick bed,lamination,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,19,H,1,A
349-U1431D-19H-1-A,58.0,60.0,162.58,162.6,,silt,with clay,silt ,silt with clay ,100,2.5Y 6/2 (light brownish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,gradational,horizontal,very thin bed,,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,19,H,1,A
349-U1431D-19H-1-A,60.0,90.0,162.6,162.9,,clay,with silt,clay ,clay with silt ,100,2.5Y 6/2 (light brownish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,gradational,horizontal,thick bed,lamination,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,19,H,1,A
349-U1431D-19H-1-A,90.0,150.0,162.9,163.5,,clay,with silt,clay ,clay with silt ,100,GLEY 1 2.5/5G (greenish black),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,gradational,horizontal,thick bed,color banding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,19,H,1,A
349-U1431D-19H-2-A,0.0,22.0,163.5,163.72,,clay,with silt,clay ,clay with silt ,100,GLEY 1 2.5/5G (greenish black),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,gradational,horizontal,thick bed,color banding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,19,H,2,A
349-U1431D-19H-2-A,22.0,76.0,163.72,164.26,,clay,with silt,clay ,clay with silt ,100,GLEY 1 2.5/5G (greenish black),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,gradational,horizontal,thick bed,color banding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,19,H,2,A
349-U1431D-19H-2-A,76.0,79.0,164.26,164.29,,silt,with clay,silt ,silt with clay ,100,GLEY 1 2.5/5G (greenish black),moderately consolidated,clay,1,silt,2,very well,,,,,,,,,,100,,,,gradational,horizontal,thin bed,lamination,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,19,H,2,A
349-U1431D-19H-2-A,79.0,115.0,164.29,164.65,,clay,,clay ,clay ,100,GLEY 1 2.5/5G (greenish black),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,gradational,horizontal,thick bed,color banding,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,19,H,2,A
349-U1431D-19H-2-A,115.0,118.0,164.65,164.68,,silt,with clay,silt ,silt with clay ,100,GLEY 1 2.5/5G (greenish black),moderately consolidated,clay,1,silt,2,very well,,,,,,,,,,100,,,,gradational,horizontal,thin bed,lamination,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,19,H,2,A
349-U1431D-19H-2-A,118.0,144.0,164.68,164.94,,clay,,clay ,clay ,100,GLEY 1 2.5/5G (greenish black),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,gradational,horizontal,thick bed,color banding,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,19,H,2,A
349-U1431D-19H-2-A,144.0,150.0,164.94,165.0,nannofossil rich,clay,with silt,nannofossil rich clay ,nannofossil rich clay with silt ,100,2.5Y 6/2 (light brownish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,,,,,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,19,H,2,A
349-U1431D-19H-3-A,0.0,40.0,165.0,165.4,nannofossil rich,clay,with silt,nannofossil rich clay ,nannofossil rich clay with silt ,100,2.5Y 6/2 (light brownish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,gradational,horizontal,thick bed,,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,19,H,3,A
349-U1431D-19H-3-A,40.0,93.0,165.4,165.93,,clay,,clay ,clay ,100,GLEY 1 2.5/5G (greenish black),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,,,thick bed,color banding,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,19,H,3,A
349-U1431D-19H-3-A,93.0,97.0,165.93,165.97,,silt,with clay,silt ,silt with clay ,100,GLEY 1 2.5/5G (greenish black),moderately consolidated,clay,1,silt,2,very well,,,,,,,,,,100,,,,erosive,horizontal,thin bed,graded bedding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,19,H,3,A
349-U1431D-19H-3-A,97.0,135.0,165.97,166.35,,clay,,clay ,clay ,100,GLEY 1 2.5/5G (greenish black),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,,,thick bed,color banding,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,19,H,3,A
349-U1431D-19H-4-A,0.0,37.0,166.5,166.87,,clay,with silt,clay ,clay with silt ,100,GLEY 1 2.5/5G (greenish black),moderately consolidated,clay,1,silt,2,very well,,,,,,,,,,100,,,,gradational,horizontal,thick bed,graded bedding,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,19,H,4,A
349-U1431D-19H-4-A,37.0,40.0,166.87,166.9,,silt,with clay,silt ,silt with clay ,100,GLEY 1 2.5/5G (greenish black),moderately consolidated,clay,1,silt,2,very well,,,,,,,,,,100,,,,erosive,horizontal,very thin bed,graded bedding,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,19,H,4,A
349-U1431D-19H-4-A,40.0,150.0,166.9,168.0,,clay,with silt,clay ,clay with silt ,100,GLEY 1 2.5/5G (greenish black),moderately consolidated,clay,1,silt,2,very well,,,,,,,,,,100,,,,,,thick bed,graded bedding,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,19,H,4,A
349-U1431D-19H-5-A,0.0,57.0,168.0,168.57,,clay,with silt,clay ,clay with silt ,100,GLEY 1 2.5/5G (greenish black),moderately consolidated,clay,1,silt,2,very well,,,,,,,,,,100,,,,erosive,horizontal,thick bed,graded bedding,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,19,H,5,A
349-U1431D-19H-5-A,57.0,80.0,168.57,168.8,,silty clay,,silty clay ,silty clay ,100,GLEY 1 2.5/5G (greenish black),moderately consolidated,clay,1,silt,2,very well,,,,,,,,,,100,,,,,,thick bed,lamination,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,19,H,5,A
349-U1431D-20X-1-A,0.0,19.0,168.9,169.09,,clay,,clay ,clay ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,gradational,horizontal,thick bed,color banding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,20,X,1,A
349-U1431D-20X-1-A,19.0,20.0,169.09,169.1,,silty clay,,silty clay ,silty clay ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,erosive,horizontal,thin bed,graded bedding,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,20,X,1,A
349-U1431D-20X-1-A,20.0,60.0,169.1,169.5,,clay,,clay ,clay ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,gradational,horizontal,thick bed,color banding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,20,X,1,A
349-U1431D-20X-1-A,60.0,63.0,169.5,169.53,,silty clay,,silty clay ,silty clay ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,erosive,horizontal,thin bed,graded bedding,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,20,X,1,A
349-U1431D-20X-1-A,63.0,105.0,169.53,169.95,,clay,,clay ,clay ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,gradational,horizontal,thick bed,color banding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,20,X,1,A
349-U1431D-20X-1-A,105.0,110.0,169.95,170.0,,silty clay,,silty clay ,silty clay ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,gradational,horizontal,thin bed,lamination,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,20,X,1,A
349-U1431D-20X-1-A,110.0,150.0,170.0,170.4,,clay,,clay ,clay ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,,,thick bed,cataclastic,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,20,X,1,A
349-U1431D-20X-2-A,0.0,15.0,170.4,170.55,,clay,,clay ,clay ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,gradational,horizontal,medium bed,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,20,X,2,A
349-U1431D-20X-2-A,15.0,18.0,170.55,170.58,,silty clay,,silty clay ,silty clay ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,gradational,horizontal,thin bed,lamination,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,20,X,2,A
349-U1431D-20X-2-A,18.0,22.0,170.58,170.62,,clay,,clay ,clay ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,gradational,horizontal,thin bed,color banding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,20,X,2,A
349-U1431D-20X-2-A,22.0,59.0,170.62,170.99,foraminifer rich,clay,,foraminifer rich clay ,foraminifer rich clay ,100,GLEY 1 5/10Y (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,gradational,horizontal,thick bed,color banding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,20,X,2,A
349-U1431D-20X-2-A,59.0,76.0,170.99,171.16,,foraminiferal ooze,with clay,foraminiferal ooze ,foraminiferal ooze with clay ,100,GLEY 1 7/10Y (light grrenish grey),moderately consolidated,clay,1,medium sand,5,moderate,,,,,,,,,,100,,,,erosive,horizontal,medium bed,graded bedding,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,20,X,2,A
349-U1431D-20X-2-A,76.0,150.0,171.16,171.9,,clay,,clay ,clay ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,,,thick bed,color banding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,20,X,2,A
349-U1431D-20X-3-A,0.0,3.0,171.9,171.93,,clay,,clay ,clay ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,gradational,horizontal,,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,20,X,3,A
349-U1431D-20X-3-A,3.0,7.0,171.93,171.97,,silty clay,,silty clay ,silty clay ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,planar,horizontal,thin bed,lamination,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,20,X,3,A
349-U1431D-20X-3-A,7.0,58.0,171.97,172.48,,clay,,clay ,clay ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,gradational,horizontal,thick bed,color banding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,20,X,3,A
349-U1431D-20X-3-A,58.0,60.0,172.48,172.5,,silty clay,,silty clay ,silty clay ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,planar,horizontal,thin bed,lamination,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,20,X,3,A
349-U1431D-20X-3-A,60.0,110.0,172.5,173.0,,clay,,clay ,clay ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,gradational,horizontal,thick bed,color banding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,20,X,3,A
349-U1431D-20X-3-A,110.0,114.0,173.0,173.04,,silty clay,,silty clay ,silty clay ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,gradational,horizontal,thin bed,lamination,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,20,X,3,A
349-U1431D-20X-3-A,114.0,131.0,173.04,173.21,,clay,,clay ,clay ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,,,,color banding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,20,X,3,A
349-U1431D-20X-4-A,0.0,43.0,173.4,173.83,,clay,with silt,clay ,clay with silt ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,gradational,horizontal,thick bed,color banding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,20,X,4,A
349-U1431D-20X-4-A,43.0,88.0,173.83,174.28,,clay,with silt,clay ,clay with silt ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,gradational,horizontal,thick bed,color banding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,20,X,4,A
349-U1431D-20X-4-A,88.0,100.0,174.28,174.4,nannofossil rich,clay,,nannofossil rich clay ,nannofossil rich clay ,100,2.5Y 6/2 (light brownish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,gradational,horizontal,medium bed,color banding,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,20,X,4,A
349-U1431D-20X-4-A,100.0,138.0,174.4,174.78,,clay,with silt,clay ,clay with silt ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,gradational,horizontal,thick bed,color banding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,20,X,4,A
349-U1431D-20X-4-A,138.0,150.0,174.78,174.9,,clay,,clay ,clay ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,,,thick bed,color banding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,20,X,4,A
349-U1431D-20X-5-A,0.0,14.0,174.9,175.04,,clay,with silt,clay ,clay with silt ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,gradational,horizontal,medium bed,color banding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,20,X,5,A
349-U1431D-20X-5-A,14.0,60.0,175.04,175.5,,clay,with silt,clay ,clay with silt ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,gradational,horizontal,thick bed,color banding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,20,X,5,A
349-U1431D-20X-5-A,60.0,107.0,175.5,175.97,,clay,with silt,clay ,clay with silt ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,gradational,horizontal,thick bed,color banding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,20,X,5,A
349-U1431D-20X-5-A,107.0,150.0,175.97,176.4,,clay,,clay ,clay ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,,,thick bed,color banding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,20,X,5,A
349-U1431D-20X-6-A,0.0,34.0,176.4,176.74,,clay,with silt,clay ,clay with silt ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,erosive,horizontal,thick bed,graded bedding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,20,X,6,A
349-U1431D-20X-6-A,34.0,55.0,176.74,176.95,,clay,with silt,clay ,clay with silt ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,erosive,horizontal,medium bed,graded bedding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,20,X,6,A
349-U1431D-20X-6-A,55.0,76.0,176.95,177.16,,clay,with silt,clay ,clay with silt ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,erosive,horizontal,medium bed,graded bedding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,20,X,6,A
349-U1431D-20X-6-A,76.0,119.0,177.16,177.59,,clay,with silt,clay ,clay with silt ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,erosive,horizontal,thick bed,color banding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,20,X,6,A
349-U1431D-20X-CC-A,0.0,11.0,177.59,177.7,,clay,with silt,clay ,clay with silt ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated,clay,1,silt,2,very well,,,,,,,,,,100,,,,gradational,horizontal,thin bed,lamination,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,20,X,CC,A
349-U1431D-20X-CC-A,11.0,31.0,177.7,177.9,,clay,with silt,clay ,clay with silt ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,gradational,horizontal,thin bed,color banding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,20,X,CC,A
349-U1431D-20X-CC-A,11.0,36.0,177.7,177.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,20,X,CC,A
349-U1431D-21X-1-A,0.0,21.0,178.5,178.71,,clay,,clay ,clay ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,Gradational,Horizontal,,color banding,Moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,21,X,1,A
349-U1431D-21X-1-A,21.0,23.0,178.71,178.73,,silty clay,,silty clay ,silty clay ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,irregular,curved,thin bed,lamination,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,21,X,1,A
349-U1431D-21X-1-A,23.0,67.0,178.73,179.17,,clay,,clay ,clay ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,Gradational,Horizontal,thick bed,color banding,Moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,21,X,1,A
