Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,LITH 1 prefix+name [read only],LITH 1 prefix+name+suffix [read only],LITH 1 abundance [%],LITH 1 color,LITH 1 lithification,LITH 1 ave. grain size class,LITH 1 ave. grain size rank [read only],LITH 1 max. grain size class,LITH 1 max. grain size rank [read only],LITH 1 grain sorting,LITH 1 Ash abundance name,LITH 1 Ash abundance rank (read only),LITH 1 comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,LITH 2 prefix+name [read only],LITH 2 prefix+name+suffix [read only],LITH 2 abundance [%],Total LITH abundance [%],LITH 2 Ash abundance name,LITH 2 Ash abundance rank (read only),General interval comment,Bottom contact geometry,Bottom contact attitude,LITH 1 Layer or bedding thickness,LITH 1 Sedimentary structure,LITH 1 Bioturbation intensity,LITH 1 Bioturbation intensity rank [read only],LITH 1 Deformational structure,LITH 1 Deformational structure attitude,LITH 1 Diagenetic structure,LITH 1 Diagenetic constituent,LITH 1 Diagenetic constituent composition,LITH 1 Macrofossil,LITH 1 Macrofossil abundance name,LITH 2 Macrofossil,LITH 1 Clast abundance,LITH 1 Number of clasts (>2mm),LITH 1 Clast 1 igneous [%],LITH 1 Clast 1 igneous -  grain size,LITH 1 Clast 1 igneous -  roundness,LITH 1 Clast 1 igneous -  lithology,LITH 1 Clast 2 sediment [%],LITH 1 Clast 2 sediment - grain size,LITH 1 Clast 2 sediment - roundness,LITH 1 Clast 3 -other LITH [%],LITH 1 Clast 3 metamorphic - grain size,LITH 1 Clast 3 metamorphic - roundness,Total clasts calculated LITH 1 [%],LITH 1 Matrix 1 igneous - pumiceous [%],LITH 1 Matrix 2 igneous - scoriaceous [%],LITH 1 Matrix 3 igneous - massive [%],LITH 1 Matrix 4 igneous - vesicular [%],LITH 1 Matrix 5 volcaniclastic [%],LITH 1 Matrix 6 sediment [%],LITH 1 Matrix 7 -other LITH [%],LITH 1 Matrix biogenic carbonate [%],LITH 1 Matrix detritical carbonate [%],LITH 1 Matrix carbonate [%],Total matrix calculated LITH 1 [%],LITH 1 Matrix sorting,LITH 1 Matrix alteration intensity,LITH 1 Matrix alteration rank,LITH 1 Matrix comments,File Data,File Data,Exp,Site,Hole,Core,Type,Section,A/W
349-U1431D-42X-5-A,39.0,50.0,382.89,383.0,,nannofossil ooze,with clay,nannofossil ooze ,nannofossil ooze with clay ,100,5Y 6/2 (light olive gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,erosive,horizontal,medium bed,lamination,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,42,X,5,A
349-U1431D-42X-5-A,50.0,150.0,383.0,384.0,,clay,with silt,clay ,clay with silt ,100,GLEY 1 5/10Y (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,,,very thick bed,color banding,heavy,3,,,,mineral,pyrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,42,X,5,A
349-U1431D-42X-6-A,0.0,65.0,384.0,384.65,,clay,with silt,clay ,clay with silt ,100,GLEY 1 5/10Y (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,,,thick bed,lamination,heavy,3,,,,mineral,pyrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,42,X,6,A
349-U1431D-42X-CC-A,0.0,35.0,384.65,385.0,,clay,with silt,clay ,clay with silt ,100,GLEY 1 5/10Y (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,gradational,horizontal,medium bed,lamination,heavy,3,,,,mineral,pyrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,42,X,CC,A
349-U1431D-42X-CC-A,35.0,39.0,385.0,385.04,,silty clay,,silty clay ,silty clay ,100,GLEY 1 4/N (dark gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,erosive,horizontal,very thin bed,lamination,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,42,X,CC,A
349-U1431D-42X-CC-A,39.0,48.0,385.04,385.13,,clay,with silt,clay ,clay with silt ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,,,medium bed,color banding,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,42,X,CC,A
349-U1431D-43X-1-A,0.0,60.0,382.5,383.1,,clay,,clay ,clay ,,5Y 3/2 (dark olive gray),well consolidated,clay,1,silt,2,well,,,,,,,,,,,,,,gradational,horizontal,thick bed,concretion,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,43,X,1,A
349-U1431D-43X-1-A,60.0,70.0,383.1,383.2,,clayey silt,,clayey silt ,clayey silt ,,5Y 3/2 (dark olive gray),well consolidated,silt,2,silt,2,very well,,,,,,,,,,,,,,erosive,horizontal,medium bed,lamination,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,43,X,1,A
349-U1431D-43X-1-A,60.0,70.0,383.1,383.2,,nannofossil ooze,,nannofossil ooze ,nannofossil ooze ,,5Y 5/1 (gray),well consolidated,clay,1,clay,1,well,,,,,,,,,,,,,,,,,graded bedding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,43,X,1,A
349-U1431D-43X-1-A,70.0,150.0,383.2,384.0,,nannofossil ooze,,nannofossil ooze ,nannofossil ooze ,,5Y 5/1 (gray),well consolidated,clay,1,clay,1,well,,,,,,,,,,,,,,,,,,complete,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,43,X,1,A
349-U1431D-43X-2-A,0.0,98.0,384.0,384.98,,nannofossil ooze,,nannofossil ooze ,nannofossil ooze ,,5Y 6/1 (gray),well consolidated,clay,1,clay,1,well,,,,,,,,,,,,,,planar,horizontal,thick bed,concretion,complete,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,43,X,2,A
349-U1431D-43X-2-A,98.0,118.0,384.98,385.18,,silty clay,,silty clay ,silty clay ,,5Y 3/2 (dark olive gray),well consolidated,clay,1,silt,2,moderate,,,,,,,,,,,,,,planar,horizontal,medium bed,color banding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,43,X,2,A
349-U1431D-43X-2-A,118.0,150.0,385.18,385.5,,clay,,clay ,clay ,,5Y 3/2 (dark olive gray),well consolidated,clay,1,silt,2,well,,,,,,,,,,,,,,,,,,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,43,X,2,A
349-U1431D-43X-3-A,0.0,35.0,385.5,385.85,,clay,,clay ,clay ,90,5Y 4/1 (dark gray),well consolidated,clay,1,silt,2,well,,,,,clayey silt,,clayey silt ,clayey silt ,10,100,,,,planar,horizontal,thick bed,lamination,complete,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,43,X,3,A
349-U1431D-43X-3-A,35.0,100.0,385.85,386.5,,clay,,clay ,clay ,,5Y 5/1 (gray),well consolidated,clay,1,silt,2,well,,,,,,,,,,,,,,planar,horizontal,thick bed,,complete,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,43,X,3,A
349-U1431D-43X-3-A,100.0,111.0,386.5,386.61,,nannofossil ooze,,nannofossil ooze ,nannofossil ooze ,,5Y 5/1 (gray),well consolidated,clay,1,clay,1,well,,,,,,,,,,,,,,erosive,horizontal,medium bed,graded bedding,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,43,X,3,A
349-U1431D-43X-3-A,111.0,119.0,386.61,386.69,,clay,,clay ,clay ,,5Y 4/1 (dark gray),well consolidated,clay,1,silt,2,well,,,,,,,,,,,,,,gradational,horizontal,medium bed,color banding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,43,X,3,A
349-U1431D-43X-3-A,119.0,131.0,386.69,386.81,,silty clay,,silty clay ,silty clay ,,5Y 3/2 (dark olive gray),well consolidated,clay,1,silt,2,moderate,,,,,,,,,,,,,,,,medium bed,,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,43,X,3,A
349-U1431D-43X-4-A,0.0,47.0,387.0,387.47,,clay,with silt,clay ,clay with silt ,100,GLEY 1 4/N (dark gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,erosive,horizontal,thick bed,lamination,moderate,2,,,,mineral,pyrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,43,X,4,A
349-U1431D-43X-4-A,47.0,53.0,387.47,387.53,,clay,with nannofossils,clay ,clay with nannofossils ,100,5Y 6/2 (light olive gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,gradational,horizontal,medium bed,color banding,heavy,3,,,,nodule,pyrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,43,X,4,A
349-U1431D-43X-4-A,53.0,58.0,387.53,387.58,foraminifer rich,clay,,foraminifer rich clay ,foraminifer rich clay ,100,5Y 7/2 (light gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,erosive,horizontal,medium bed,graded bedding,heavy,3,,,,nodule,pyrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,43,X,4,A
349-U1431D-43X-4-A,58.0,108.0,387.58,388.08,,clay,with silt,clay ,clay with silt ,100,GLEY 1 5/N (gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,erosive,horizontal,thick bed,color banding,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,43,X,4,A
349-U1431D-43X-4-A,108.0,118.0,388.08,388.18,,clay,with glauconite,clay ,clay with glauconite,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,gradational,horizontal,medium bed,color banding,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,43,X,4,A
349-U1431D-43X-4-A,118.0,150.0,388.18,388.5,,clay,with silt,clay ,clay with silt ,100,GLEY 1 5/N (gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,,,thick bed,color banding,heavy,3,,,,nodule,pyrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,43,X,4,A
349-U1431D-43X-5-A,0.0,40.0,388.5,388.9,,clay,,clay ,clay ,100,GLEY 1 4/N (dark gray),moderately consolidated,clay,1,silt,2,very well,,,,,,,,,,100,,,,erosive,horizontal,thick bed,lamination,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,43,X,5,A
349-U1431D-43X-5-A,40.0,57.0,388.9,389.07,,clay,with glauconite,clay ,clay with glauconite,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,gradational,horizontal,medium bed,lamination,heavy,3,,,,nodule,pyrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,43,X,5,A
349-U1431D-43X-5-A,57.0,109.0,389.07,389.59,,clay,,clay ,clay ,100,GLEY 1 4/N (dark gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,erosive,horizontal,thick bed,lamination,heavy,3,,,,nodule,pyrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,43,X,5,A
349-U1431D-43X-5-A,109.0,120.0,389.59,389.7,,clay,with glauconite,clay ,clay with glauconite,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,erosive,horizontal,medium bed,color banding,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,43,X,5,A
349-U1431D-43X-5-A,120.0,150.0,389.7,390.0,,clay,with silt,clay ,clay with silt ,100,GLEY 1 4/N (dark gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,,,thick bed,color banding,moderate,2,,,,nodule,pyrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,43,X,5,A
349-U1431D-43X-6-A,0.0,5.0,390.0,390.05,,clay,,clay ,clay ,100,GLEY 1 4/N (dark gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,erosive,horizontal,medium bed,lamination,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,43,X,6,A
349-U1431D-43X-6-A,5.0,13.0,390.05,390.13,,nannofossil ooze,,nannofossil ooze ,nannofossil ooze ,100,5Y 7/2 (light gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,erosive,horizontal,medium bed,,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,43,X,6,A
349-U1431D-43X-6-A,13.0,27.0,390.13,390.27,,clay,with silt,clay ,clay with silt ,100,GLEY 1 5/10Y (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,gradational,horizontal,medium bed,,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,43,X,6,A
349-U1431D-43X-6-A,27.0,33.0,390.27,390.33,,clay,with glauconite,clay ,clay with glauconite,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,erosive,horizontal,medium bed,color banding,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,43,X,6,A
349-U1431D-43X-6-A,33.0,40.0,390.33,390.4,,clay,with silt,clay ,clay with silt ,100,GLEY 1 5/N (gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,erosive,horizontal,medium bed,lamination,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,43,X,6,A
349-U1431D-43X-6-A,40.0,45.0,390.4,390.45,,clay,with glauconite,clay ,clay with glauconite,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,gradational,horizontal,medium bed,lamination,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,43,X,6,A
349-U1431D-43X-6-A,45.0,120.0,390.45,391.2,,clay,,clay ,clay ,100,GLEY 1 4/N (dark gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,,,very thick bed,lamination,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,43,X,6,A
349-U1431D-43X-7-A,0.0,5.0,391.2,391.25,,clay,,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,gradational,horizontal,thin bed,lamination,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,43,X,7,A
349-U1431D-43X-7-A,5.0,13.0,391.25,391.33,,clay,with glauconite,clay ,clay with glauconite,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,gradational,horizontal,thin bed,color banding,heavy,3,,,,mineral,pyrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,43,X,7,A
349-U1431D-43X-7-A,13.0,36.0,391.33,391.56,,clay,,clay ,clay ,100,GLEY 1 5/10Y (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,gradational,horizontal,medium bed,color banding,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,43,X,7,A
349-U1431D-43X-7-A,36.0,45.0,391.56,391.65,,clay,,clay ,clay ,100,GLEY 1 5/10Y (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,gradational,horizontal,medium bed,color banding,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,43,X,7,A
349-U1431D-43X-7-A,45.0,68.0,391.65,391.88,,clay,,clay ,clay ,100,GLEY 1 5/10Y (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,,,medium bed,color banding,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,43,X,7,A
349-U1431D-43X-CC-A,0.0,42.0,391.88,392.3,,clay,,clay ,clay ,100,GLEY 1 5/10Y (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,,,medium bed,color banding,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,43,X,CC,A
349-U1431D-44X-1-A,0.0,36.0,392.2,392.56,,clay,,clay ,clay ,100,5Y 3/2 (dark olive gray),moderately consolidated,clay,1,clay,1,well,,,,,,,,,,100,,,,planar,horizontal,,color banding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,44,X,1,A
349-U1431D-44X-1-A,36.0,54.0,392.56,392.74,clayey,nannofossil ooze,,clayey nannofossil ooze ,clayey nannofossil ooze ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,clay,1,clay,1,well,,,,,,,,,,100,,,,planar,horizontal,,lens or pod,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,44,X,1,A
349-U1431D-44X-1-A,54.0,150.0,392.74,393.7,,clay,,clay ,clay ,100,GLEY 1 4/N (dark gray),moderately consolidated,clay,1,clay,1,well,,,,,,,,,,100,,,,,horizontal,,color banding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,44,X,1,A
349-U1431D-44X-2-A,0.0,38.0,393.7,394.08,,clay,,clay ,clay ,100,GLEY 1 3/10Y (very dark greenish gray),moderately consolidated,clay,1,clay,1,well,,,,,,,,,,100,,,,planar,horizontal,,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,44,X,2,A
349-U1431D-44X-2-A,38.0,130.0,394.08,395.0,,clay,,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,clay,1,clay,1,well,,,,,,,,,,100,,,,,horizontal,,color banding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,44,X,2,A
349-U1431D-44X-3-A,0.0,45.0,395.2,395.65,,clayey silt,,clayey silt ,clayey silt ,100,5GY 3/1 (very dark greenish gray),moderately consolidated,silt,2,very fine sand,3,well,,,,,,,,,,100,,,,irregular,sub-horizontal,,fining upward,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,44,X,3,A
349-U1431D-44X-3-A,45.0,150.0,395.65,396.7,,clayey sand,,clayey sand ,clayey sand ,100,5GY 3/1 (very dark greenish gray),moderately consolidated,silt,2,fine sand,4,well,,,,,,,,,,100,,,,,horizontal,,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,44,X,3,A
349-U1431D-44X-4-A,0.0,35.0,396.7,397.05,,clayey silt,,clayey silt ,clayey silt ,100,5GY 3/1 (very dark greenish gray),moderately consolidated,silt,2,very fine sand,3,well,,,,,,,,,,100,,,,irregular,inclined,,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,44,X,4,A
349-U1431D-44X-4-A,35.0,150.0,397.05,398.2,,clay,,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,clay,1,clay,1,well,,,,,,,,,,100,,,,,horizontal,,fining upward,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,44,X,4,A
349-U1431D-44X-5-A,0.0,60.0,398.2,398.8,,clayey silt,,clayey silt ,clayey silt ,100,5GY 3/1 (very dark greenish gray),moderately consolidated,silt,2,very fine sand,3,well,,,,,,,,,,100,,,,,sub-horizontal,,convolute bedding,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,44,X,5,A
349-U1431D-44X-CC-A,0.0,21.0,398.8,399.01,,silt,,silt ,silt ,100,5GY 3/1 (very dark greenish gray),moderately consolidated,silt,2,very fine sand,3,well,,,,,,,,,,100,,,,,horizontal,,lenticular bedding,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,44,X,CC,A
349-U1431D-45X-1-A,0.0,33.0,401.9,402.23,,clay,,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,clay,1,clay,1,well,,,,,,,,,,100,,,,irregular,sub-horizontal,,lens or pod,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,45,X,1,A
349-U1431D-45X-1-A,33.0,90.0,402.23,402.8,,silty clay,,silty clay ,silty clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,clay,1,very fine sand,3,poor,,,,,,,,,,100,,,,irregular,sub-horizontal,,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,45,X,1,A
349-U1431D-45X-1-A,90.0,132.0,402.8,403.22,nannofossil rich,clay,,nannofossil rich clay ,nannofossil rich clay ,100,GLEY 1 5/10Y (greenish gray),slightly consolidated,clay,1,clay,1,well,,,,,,,,,,100,,,,irregular,inclined,,color banding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,45,X,1,A
349-U1431D-45X-1-A,132.0,150.0,403.22,403.4,,clayey silt,,clayey silt ,clayey silt ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,clay,1,very fine sand,3,poor,,,,,,,,,,100,,,,,horizontal,,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,45,X,1,A
349-U1431D-45X-2-A,0.0,145.0,403.4,404.85,,silt,,silt ,silt ,100,GLEY 1 4/N (dark gray),very slightly consolidated,silt,2,very fine sand,3,well,,,,,,,,,,100,,,,,horizontal,,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,45,X,2,A
349-U1431D-45X-3-A,0.0,111.0,404.9,406.01,,silty sand,,silty sand ,silty sand ,100,GLEY 1 4/N (dark gray),very slightly consolidated,silt,2,fine sand,4,well,,,,,,,,,,100,,,,,horizontal,,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,45,X,3,A
349-U1431D-45X-CC-A,0.0,17.0,406.01,406.18,,sand,,sand ,sand ,100,GLEY 1 4/N (dark gray),very slightly consolidated,silt,2,fine sand,4,well,,,,,,,,,,100,,,,,sub-horizontal,,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,45,X,CC,A
349-U1431D-46X-1-A,0.0,71.0,411.6,412.31,,clayey silt,,clayey silt ,clayey silt ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,silt,2,silt,2,,,,,,,,,,,100,,,,erosive,inclined,,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,46,X,1,A
349-U1431D-46X-1-A,71.0,82.0,412.31,412.42,,silty sand,,silty sand ,silty sand ,100,5GY 3/1 (very dark greenish gray),well consolidated,very fine sand,3,very fine sand,3,,,,,,,,,,,100,,,,irregular,steeply dipping,,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,46,X,1,A
349-U1431D-46X-1-A,82.0,150.0,412.42,413.1,,clay,,clay ,clay ,100,N 3 (very dark gray),moderately consolidated,clay,1,clay,1,,,,,,,,,,,100,,,,,horizontal,,color banding,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,46,X,1,A
349-U1431D-46X-2-A,0.0,128.0,413.1,414.38,,clay,,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,clay,1,clay,1,,,,,,,,,,,100,,,,planar,horizontal,,color banding,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,46,X,2,A
349-U1431D-46X-2-A,128.0,150.0,414.38,414.6,nannofossil rich,clay,,nannofossil rich clay ,nannofossil rich clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,clay,1,clay,1,,,,,,,,,,,100,,,,,horizontal,,color banding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,46,X,2,A
349-U1431D-46X-3-A,0.0,132.0,414.6,415.92,,clay,,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,clay,1,clay,1,,,,,,,,,,,100,,,,,horizontal,,color banding,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,46,X,3,A
349-U1431D-46X-4-A,0.0,138.0,416.1,417.48,,clay,,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,clay,1,clay,1,,,,,,,,,,,100,,,,,horizontal,,color banding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,46,X,4,A
349-U1431D-46X-4-A,138.0,151.0,417.48,417.61,clayey,sandstone,,clayey sandstone ,clayey sandstone ,,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,clay,1,medium sand,5,,,,,,,,,,,,,,,,,,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,46,X,4,A
349-U1431D-46X-CC-A,0.0,34.0,417.61,417.95,,clay,,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,clay,1,clay,1,,,,,,,,,,,100,,,,,horizontal,,color banding,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,46,X,CC,A
349-U1431D-47X-1-A,0.0,15.0,421.3,421.45,,silty sand,,silty sand ,silty sand ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,silt,2,very fine sand,3,,,,,,,,,,,100,,,,erosive,sub-horizontal,,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,47,X,1,A
349-U1431D-47X-1-A,15.0,150.0,421.45,422.8,,clay,,clay ,clay ,100,GLEY 1 3/10GY (very dark greenish gray),moderately consolidated,clay,1,clay,1,,,,,,,,,,,100,,,,,horizontal,,color banding,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,47,X,1,A
