Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],TEPHRA type,Sediment structures,MAJ lith color (simple),MAJ Lith. color,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank [read only],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank [read only],MAJ lithology comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN lith color (simple),MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,MIN lithology comment,Lith. abundance sum [%],Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure comment,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,row_index
355-U1457C-64R-3-A,50,69,796,796.19,,sandy,siltstone,,sandy siltstone,,,dark gray,10YR 3/1 (very dark gray),60,silt,2,very fine sand,3,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,10YR 4/1 (dark gray),40,clay,1,silt,2,,100,erosive,sharp,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,64,R,3,A,612
355-U1457C-64R-3-A,69,97,796.19,796.47,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),70,clay,1,silt,2,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),30,silt,2,very fine sand,3,,100,,,,thinly bedded,,,,,,,,,,,,,355,U1457,C,64,R,3,A,613
355-U1457C-65R-1-A,0,24,802.7,802.94,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),90,clay,1,silt,2,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),10,silt,2,very fine sand,3,,100,gradational,gradational,horizontal,thinly bedded,,,,,,,pyrite,,,,,,355,U1457,C,65,R,1,A,614
355-U1457C-65R-1-A,24,44,802.94,803.14,,sandy,siltstone,,sandy siltstone,,,dark gray,10YR 3/1 (very dark gray),90,silt,2,very fine sand,3,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,10YR 4/1 (dark gray),10,clay,1,silt,2,,100,erosive,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,65,R,1,A,615
355-U1457C-65R-1-A,44,55,803.14,803.25,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),80,clay,1,silt,2,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),20,silt,2,very fine sand,3,,100,gradational,gradational,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,65,R,1,A,616
355-U1457C-65R-1-A,55,93,803.25,803.63,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),90,very fine sand,3,fine sand,4,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,10YR 4/1 (dark gray),10,clay,1,silt,2,,100,erosive,sharp,sub-horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1457,C,65,R,1,A,617
355-U1457C-65R-1-A,93,114,803.63,803.84,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,65,R,1,A,618
355-U1457C-65R-1-A,114,142,803.84,804.12,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),80,very fine sand,3,fine sand,4,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,10YR 3/1 (very dark gray),20,clay,1,silt,2,,100,,,,medium bedded,normally graded,,,,,,,,,,,,355,U1457,C,65,R,1,A,619
355-U1457C-65R-2-A,0,86,804.12,804.98,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),70,clay,1,silt,2,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),30,silt,2,very fine sand,3,,100,gradational,gradational,horizontal,medium bedded,,,,,,,pyrite,wood,,,,,355,U1457,C,65,R,2,A,620
355-U1457C-65R-2-A,86,103,804.98,805.15,,sandy,siltstone,,sandy siltstone,,,dark gray,10YR 3/1 (very dark gray),,silt,2,very fine sand,3,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,,,,,,,pyrite,,,,,,355,U1457,C,65,R,2,A,621
355-U1457C-65R-2-A,103,146,805.15,805.58,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),90,clay,1,silt,2,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),10,silt,2,very fine sand,3,,100,,,,medium bedded,,,,,,,,,,,,,355,U1457,C,65,R,2,A,622
355-U1457C-65R-3-A,0,61,805.58,806.19,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),80,clay,1,silt,2,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),20,silt,2,very fine sand,3,,100,gradational,gradational,sub-horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,65,R,3,A,623
355-U1457C-65R-3-A,61,90,806.19,806.48,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),,very fine sand,3,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,65,R,3,A,624
355-U1457C-65R-3-A,90,113,806.48,806.71,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),90,clay,1,silt,2,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),10,silt,2,very fine sand,3,,100,gradational,gradational,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,65,R,3,A,625
355-U1457C-65R-3-A,113,126,806.71,806.84,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),80,very fine sand,3,fine sand,4,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,10YR 4/1 (dark gray),20,clay,1,silt,2,,100,,,,thinly bedded,normally graded,,,,,,,,,,,,355,U1457,C,65,R,3,A,626
355-U1457C-65R-4-A,0,31,806.84,807.15,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),80,very fine sand,3,fine sand,4,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,10YR 4/1 (dark gray),20,clay,1,silt,2,,100,erosive,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,65,R,4,A,627
355-U1457C-65R-4-A,31,60,807.15,807.44,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),90,clay,1,silt,2,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),10,silt,2,very fine sand,3,,100,gradational,gradational,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,65,R,4,A,628
355-U1457C-65R-4-A,60,81,807.44,807.65,,sandy,siltstone,,sandy siltstone,,,dark gray,10YR 3/1 (very dark gray),80,silt,2,very fine sand,3,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,10YR 4/1 (dark gray),20,clay,1,silt,2,,100,gradational,gradational,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,65,R,4,A,629
355-U1457C-65R-4-A,81,98,807.65,807.82,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),90,very fine sand,3,fine sand,4,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,10YR 4/1 (dark gray),10,clay,1,silt,2,,100,erosive,sharp,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,65,R,4,A,630
355-U1457C-65R-4-A,98,137,807.82,808.21,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),70,clay,1,silt,2,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,10YR 3/1 (very dark gray),30,very fine sand,3,fine sand,4,,100,,,,medium bedded,,,,,,,,,,,,,355,U1457,C,65,R,4,A,631
355-U1457C-65R-5-A,0,19,808.21,808.4,,sandy,siltstone,,sandy siltstone,,,dark gray,10YR 3/1 (very dark gray),80,silt,2,very fine sand,3,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,10YR 4/1 (dark gray),20,clay,1,silt,2,,100,gradational,gradational,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,65,R,5,A,632
355-U1457C-65R-5-A,19,51,808.4,808.72,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),90,very fine sand,3,fine sand,4,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,10YR 4/1 (dark gray),10,clay,1,silt,2,,100,erosive,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,65,R,5,A,633
355-U1457C-65R-5-A,51,108,808.72,809.29,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),80,clay,1,silt,2,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),20,silt,2,very fine sand,3,,100,,,,thinly bedded,,,,,,,,,,,,,355,U1457,C,65,R,5,A,634
355-U1457C-65R-6-A,0,17,809.29,809.46,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),90,clay,1,silt,2,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),10,silt,2,very fine sand,3,,100,gradational,gradational,sub-horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,65,R,6,A,635
355-U1457C-65R-6-A,17,52,809.46,809.81,,sandy,siltstone,,sandy siltstone,,,dark gray,10YR 3/1 (very dark gray),80,silt,2,very fine sand,3,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,10YR 4/1 (dark gray),20,clay,1,silt,2,,100,,,,thinly bedded,,,,,,,,,,,,,355,U1457,C,65,R,6,A,636
355-U1457C-65R-CC-A,0,35,809.81,810.16,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),80,very fine sand,3,fine sand,4,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,10YR 4/1 (dark gray),20,clay,1,silt,2,,100,,,,medium bedded,,,,,,,,,,,,,355,U1457,C,65,R,CC,A,637
355-U1457C-66R-1-A,0,28,812.4,812.68,,sandy,siltstone,,sandy siltstone,,,dark gray,10YR 3/1 (very dark gray),80,silt,2,very fine sand,3,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,10YR 4/1 (dark gray),20,clay,1,silt,2,,100,erosive,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,66,R,1,A,638
355-U1457C-66R-1-A,28,41,812.68,812.81,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),,very fine sand,3,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,66,R,1,A,639
355-U1457C-66R-1-A,41,64,812.81,813.04,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),60,clay,1,silt,2,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,10YR 3/1 (very dark gray),40,very fine sand,3,fine sand,4,,100,erosive,sharp,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,66,R,1,A,640
355-U1457C-66R-1-A,64,110,813.04,813.5,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),80,clay,1,silt,2,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),20,silt,2,very fine sand,3,,100,gradational,gradational,sub-horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,66,R,1,A,641
355-U1457C-66R-1-A,110,121,813.5,813.61,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),,very fine sand,3,fine sand,4,,,,,,,,,,,,,,,,,,,,thinly bedded,normally graded,,,,,,,,,,,,355,U1457,C,66,R,1,A,642
355-U1457C-66R-2-A,0,50,813.61,814.11,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),90,clay,1,silt,2,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),10,silt,2,very fine sand,3,,100,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,66,R,2,A,643
355-U1457C-66R-2-A,50,121,814.11,814.82,,sandy,siltstone,,sandy siltstone,,,dark gray,10YR 3/1 (very dark gray),70,silt,2,very fine sand,3,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,10YR 4/1 (dark gray),30,clay,1,silt,2,,100,,,,medium bedded,,,,,,,,wood,,,,,355,U1457,C,66,R,2,A,644
355-U1457C-66R-3-A,0,3,814.97,815,,sandy,siltstone,,sandy siltstone,,,dark gray,10YR 3/1 (very dark gray),,silt,2,very fine sand,3,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,66,R,3,A,645
355-U1457C-66R-3-A,3,19,815,815.16,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),80,clay,1,silt,2,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,10YR 3/1 (very dark gray),20,very fine sand,3,fine sand,4,,100,erosive,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,66,R,3,A,646
355-U1457C-66R-3-A,19,82,815.16,815.79,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),80,clay,1,silt,2,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),20,silt,2,very fine sand,3,,100,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,66,R,3,A,647
355-U1457C-66R-3-A,82,85,815.79,815.82,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),,very fine sand,3,fine sand,4,,,,,,,,,,,,,,,,,,,,thinly bedded,normally graded,,,,,,,,,,,,355,U1457,C,66,R,3,A,648
355-U1457C-66R-CC-A,0,12,815.82,815.94,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),90,clay,1,silt,2,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),10,silt,2,very fine sand,3,,100,,,,thinly bedded,,,,,,,,,,,,,355,U1457,C,66,R,CC,A,649
355-U1457C-67R-1-A,0,50,822.1,822.6,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),70,clay,1,silt,2,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),30,silt,2,very fine sand,3,,100,gradational,gradational,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,67,R,1,A,650
355-U1457C-67R-1-A,50,115,822.6,823.25,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),,very fine sand,3,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thickly bedded,normally graded,,,,,,,,,,,,355,U1457,C,67,R,1,A,651
355-U1457C-67R-1-A,115,137,823.25,823.47,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,,,,,,,,,355,U1457,C,67,R,1,A,652
355-U1457C-67R-2-A,0,7,823.47,823.54,,sandy,siltstone,,sandy siltstone,,,dark gray,10YR 3/1 (very dark gray),,silt,2,very fine sand,3,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thinly bedded,normally graded,,,,,,,,,,,,355,U1457,C,67,R,2,A,653
355-U1457C-67R-2-A,7,55,823.54,824.02,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),90,clay,1,silt,2,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),10,silt,2,very fine sand,3,,100,gradational,gradational,horizontal,thinly bedded,,,,,,,pyrite,,,,,,355,U1457,C,67,R,2,A,654
355-U1457C-67R-2-A,55,66,824.02,824.13,,sandy,siltstone,,sandy siltstone,,,dark gray,10YR 3/1 (very dark gray),,silt,2,very fine sand,3,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1457,C,67,R,2,A,655
355-U1457C-67R-2-A,66,79,824.13,824.26,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,67,R,2,A,656
355-U1457C-67R-2-A,79,103,824.26,824.5,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),,very fine sand,3,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1457,C,67,R,2,A,657
355-U1457C-67R-2-A,103,120,824.5,824.67,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,67,R,2,A,658
355-U1457C-67R-2-A,120,128,824.67,824.75,,sandy,siltstone,,sandy siltstone,,,dark gray,10YR 3/1 (very dark gray),,silt,2,very fine sand,3,,,,,,,,,,,,,,,,,,,,thinly bedded,,,,,,,,,,,,,355,U1457,C,67,R,2,A,659
355-U1457C-67R-3-A,0,10,824.75,824.85,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,67,R,3,A,660
355-U1457C-67R-3-A,10,22,824.85,824.97,,sandy,siltstone,,sandy siltstone,,,dark gray,10YR 3/1 (very dark gray),,silt,2,very fine sand,3,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,67,R,3,A,661
355-U1457C-67R-3-A,22,85,824.97,825.6,,silty,claystone,,silty claystone,,,dark gray,10YR 3/1 (very dark gray),90,clay,1,silt,2,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),10,silt,2,very fine sand,3,,100,gradational,gradational,horizontal,medium bedded,,,,,,,pyrite,,,,,,355,U1457,C,67,R,3,A,662
355-U1457C-67R-3-A,85,135,825.6,826.1,,silty,claystone,,silty claystone,,,dark gray,10YR 3/1 (very dark gray),70,clay,1,silt,2,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,10YR 3/1 (very dark gray),30,very fine sand,3,fine sand,4,,100,,,,medium bedded,,,,,,,pyrite,,,,,,355,U1457,C,67,R,3,A,663
355-U1457C-67R-4-A,0,20,826.1,826.3,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),70,clay,1,silt,2,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),30,silt,2,very fine sand,3,,100,erosive,sharp,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,67,R,4,A,664
355-U1457C-67R-4-A,20,56,826.3,826.66,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),90,clay,1,silt,2,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),10,silt,2,very fine sand,3,,100,gradational,gradational,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,67,R,4,A,665
355-U1457C-67R-4-A,56,93,826.66,827.03,,silty,claystone,,silty claystone,,,dark gray,GLEY 1 5/10Y (greenish gray),90,clay,1,silt,2,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),10,silt,2,very fine sand,3,,100,gradational,gradational,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,67,R,4,A,666
355-U1457C-67R-4-A,93,112,827.03,827.22,,silty,claystone,,silty claystone,,,dark gray,GLEY 1 5/10Y (greenish gray),80,clay,1,silt,2,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),20,silt,2,very fine sand,3,,100,,,,thinly bedded,,,,,,,,,,,,,355,U1457,C,67,R,4,A,667
355-U1457C-67R-5-A,0,48,827.22,827.7,,silty,claystone,,silty claystone,,,dark gray,GLEY 1 5/10Y (greenish gray),90,clay,1,silt,2,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),10,silt,2,very fine sand,3,,100,,,,thinly bedded,,,,,,,,,,,,,355,U1457,C,67,R,5,A,668
355-U1457C-68R-1-A,0,11,831.8,831.91,,silty,claystone,,silty claystone,,,dark gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,68,R,1,A,669
355-U1457C-68R-1-A,11,101,831.91,832.81,,silty,claystone,with nannofossils,silty claystone with nannofossils,,Zoophycos,dark gray,10YR 4/3 (brown),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,bioturbated,horizontal,thickly bedded,,,,,heavy,5,,,,,,,355,U1457,C,68,R,1,A,670
355-U1457C-68R-1-A,101,132,832.81,833.12,,,nannofossil chalk,,nannofossil chalk,,Planolites,light gray,GLEY 1 7/10Y (light greenish grey),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,bioturbated,horizontal,thickly bedded,,,,,heavy,5,,,,,,,355,U1457,C,68,R,1,A,671
355-U1457C-68R-1-A,132,150,833.12,833.3,,nannofossil rich,claystone,,nannofossil rich claystone,,Zoophycos,dark green,GLEY 1 3/10Y (very dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,heavy,5,,,,,,,355,U1457,C,68,R,1,A,672
355-U1457C-68R-2-A,0,23,833.3,833.53,,,nannofossil chalk,,nannofossil chalk,,Planolites,light gray,GLEY 1 6/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,bioturbated,horizontal,medium bedded,,,,,heavy,5,,,,,,,355,U1457,C,68,R,2,A,673
355-U1457C-68R-2-A,23,33,833.53,833.63,,nannofossil rich,claystone,,nannofossil rich claystone,,Zoophycos,dark green,GLEY 1 3/10Y (very dark greenish gray),70,clay,1,silt,2,,,siltstone,with foraminifers,siltstone,siltstone with foraminifers,siltstone with foraminifers,dark green,GLEY 1 4/10GY (dark greenish gray),30,silt,2,very fine sand,3,,100,erosive,sharp,horizontal,thinly bedded,,,,,heavy,5,,,,,,,355,U1457,C,68,R,2,A,674
355-U1457C-68R-2-A,33,103,833.63,834.33,,silty,claystone,with nannofossils,silty claystone with nannofossils,,Zoophycos,dark gray,10YR 4/3 (brown),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,bioturbated,horizontal,thickly bedded,,,,,heavy,5,,,,,,,355,U1457,C,68,R,2,A,675
355-U1457C-68R-2-A,103,107,834.33,834.37,,nannofossil rich,claystone,,nannofossil rich claystone,,burrows,dark green,GLEY 1 3/10Y (very dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,thinly bedded,,,,,moderate,3,,,,,,,355,U1457,C,68,R,2,A,676
355-U1457C-68R-3-A,0,28,834.37,834.65,,silty,claystone,with nannofossils,silty claystone with nannofossils,,Zoophycos,dark gray,10YR 4/3 (brown),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,bioturbated,horizontal,medium bedded,,,,,heavy,5,,,,,,,355,U1457,C,68,R,3,A,677
355-U1457C-68R-3-A,28,44,834.65,834.81,,,claystone,,claystone,,burrows,dark gray,GLEY 1 3/5GY (very dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,,,,,slight,2,,,,,,,355,U1457,C,68,R,3,A,678
355-U1457C-68R-3-A,44,57,834.81,834.94,,silty,claystone,with nannofossils,silty claystone with nannofossils,,Planolites,dark gray,10YR 4/3 (brown),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,bioturbated,horizontal,medium bedded,,,,,heavy,5,,,,,,,355,U1457,C,68,R,3,A,679
355-U1457C-68R-3-A,57,67,834.94,835.04,,,claystone,,claystone,,burrows,dark gray,GLEY 1 3/5GY (very dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,bioturbated,horizontal,thinly bedded,,,,,moderate,3,,,,,,,355,U1457,C,68,R,3,A,680
355-U1457C-68R-3-A,67,97,835.04,835.34,,,claystone,with nannofossils,claystone with nannofossils,,Planolites,dark green,GLEY 1 4/10Y (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,slight,2,,,,,,,355,U1457,C,68,R,3,A,681
355-U1457C-68R-4-A,0,78,835.34,836.12,,silty,claystone,with nannofossils,silty claystone with nannofossils,,burrows,dark gray,10YR 4/3 (brown),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,bioturbated,horizontal,thickly bedded,,,,,slight,2,,,,,,,355,U1457,C,68,R,4,A,682
355-U1457C-68R-4-A,78,86,836.12,836.2,,,claystone,,claystone,,Zoophycos,dark gray,GLEY 1 3/5GY (very dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,bioturbated,horizontal,thinly bedded,,,,,slight,2,,,,,,,355,U1457,C,68,R,4,A,683
355-U1457C-68R-4-A,86,98,836.2,836.32,,silty,claystone,with nannofossils,silty claystone with nannofossils,,burrows,dark green,GLEY 1 4/10Y (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,bioturbated,horizontal,medium bedded,,,,,slight,2,,,,,,,355,U1457,C,68,R,4,A,684
355-U1457C-68R-4-A,98,117,836.32,836.51,,,claystone,,claystone,,Zoophycos,dark green,GLEY 1 4/10Y (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,bioturbated,horizontal,medium bedded,,,,,slight,2,,,,,,,355,U1457,C,68,R,4,A,685
355-U1457C-68R-4-A,117,137,836.51,836.71,,silty,claystone,with nannofossils,silty claystone with nannofossils,,color banding,dark green,GLEY 1 4/10Y (dark greenish gray),70,clay,1,silt,2,,,siltstone,with foraminifers,siltstone,siltstone with foraminifers,siltstone with foraminifers,dark green,GLEY 1 4/10GY (dark greenish gray),30,silt,2,very fine sand,3,,100,,,,medium bedded,,,,,,,,,,,,,355,U1457,C,68,R,4,A,686
355-U1457C-68R-5-A,0,9,836.71,836.8,,,claystone,,claystone,,Planolites,dark gray,GLEY 1 3/5GY (very dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,bioturbated,horizontal,thinly bedded,,,,,slight,2,,,,,,,355,U1457,C,68,R,5,A,687
355-U1457C-68R-5-A,9,82,836.8,837.53,,silty,claystone,with nannofossils,silty claystone with nannofossils,,burrows,dark gray,10YR 4/3 (brown),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,bioturbated,horizontal,thickly bedded,,,,,slight,2,,,,,,,355,U1457,C,68,R,5,A,688
