Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color,Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,Clasts (>2 mm) 3ND ORDER,Lithic clasts (>2 mm) DOMINANT,DOMINANT lithic roundness,Lithic clasts (>2 mm) 2ND ORDER,2ND lithic roundness,Lithic clasts (>2 mm) 3RD ORDER,3RD lithic roundness,Vitric clasts (>2 mm) DOMINANT,DOMINANT vitric roundness,Vitric clasts (>2 mm) 2ND ORDER,2ND vitric roundness,Vitric clasts (>2 mm) 3RD ORDER,3RD vitric roundness,Crystals (>2 mm) DOMINANT,DOMINANT crystal roundness,Crystals (>2 mm) 2ND ORDER,2ND crystal roundness,Crystals (>2 mm) 3RD ORDER,3RD crystal roundness,Clast comments,"Matrix, fines (<2 mm) DOMINANT","Matrix, fines (<2 mm) 2ND ORDER","Matrix, fines (<2 mm) 3ND ORDER",Matrix sorting,Matrix comments,File Data,Shore File Links,Minor Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name
350-U1437D-11R-5-A,350,U1437,D,11,11-5,R,5,A,72.0,77.0,521.22,521.27,I,,,,evolved,tuff [2014],with mudstone [2014],evolved tuff,evolved tuff with mudstone,tuff with mudstone,,gray,,silt [W22_1],2,silt [W22_1],2,,planar,sharp,horizontal,,,,parallel stratification [BJ80],moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-11R-5-A,350,U1437,D,11,11-5,R,5,A,77.0,143.0,521.27,521.93,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,planar,gradational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-11R-5-A,350,U1437,D,11,11-5,R,5,A,143.0,145.0,521.93,521.95,I,,,,evolved,tuff [2014],with mudstone [2014],evolved tuff,evolved tuff with mudstone,tuff with mudstone,,gray,,silt [W22_1],2,silt [W22_1],2,,,,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-11R-6-A,350,U1437,D,11,11-6,R,6,A,0.0,70.0,521.95,522.65,I,,,,evolved,tuff [2014],with lithics [2014],evolved tuff,evolved tuff with lithics,tuff with lithics,,dark gray,,silt [W22_1],2,coarse sand [W22_2],6,nice bed,irregular,sharp,horizontal,,,,cross-bedded,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],lithic matrix [2014],,,,,,,
350-U1437D-11R-CC-A,350,U1437,D,11,11-CC,R,CC,A,0.0,47.0,522.65,523.12,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone with tuff,mudstone with tuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-12R-1-A,350,U1437,D,12,12-1,R,1,A,0.0,4.0,524.2,524.24,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone with tuff,mudstone with tuff,,,,,,,,,,not recovered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-12R-1-A,350,U1437,D,12,12-1,R,1,A,4.0,6.0,524.24,524.26,I,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,dark gray,,silt [W22_1],2,silt [W22_1],2,,planar,not recovered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-12R-1-A,350,U1437,D,12,12-1,R,1,A,6.0,30.0,524.26,524.5,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,gradational,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-12R-1-A,350,U1437,D,12,12-1,R,1,A,30.0,34.0,524.5,524.54,I,,,,mafic,tuff [2014],with mudstone [2014],mafic tuff,mafic tuff with mudstone,tuff with mudstone,,gray,,medium sand [W22_2],5,medium sand [W22_2],5,,planar,not recovered,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437D-12R-1-A,350,U1437,D,12,12-1,R,1,A,34.0,150.0,524.54,525.7,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-12R-2-A,350,U1437,D,12,12-2,R,2,A,0.0,61.0,525.7,526.31,I,,,,tuffaceous,mudstone [2014],with lapilli [2014],tuffaceous mudstone,tuffaceous mudstone with lapilli,mudstone with lapilli,,,,silt [W22_1],2,,,,irregular,bioturbated,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437D-12R-2-A,350,U1437,D,12,12-2,R,2,A,61.0,66.0,526.31,526.36,I,,,,evolved,tuff [2014],with mud [2014],evolved tuff,evolved tuff with mud,tuff with mud,,dark gray,,silt [W22_1],2,,,,irregular,bioturbated,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-12R-2-A,350,U1437,D,12,12-2,R,2,A,66.0,80.0,526.36,526.5,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,silt [W22_1],2,,,,planar,sharp,,,,,parallel stratification [BJ80],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-12R-2-A,350,U1437,D,12,12-2,R,2,A,80.0,81.0,526.5,526.51,I,,,,evolved,tuff [2014],with mud [2014],evolved tuff,evolved tuff with mud,tuff with mud,,dark gray,,silt [W22_1],2,,,,planar,sharp,,,,,parallel stratification [BJ80],,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-12R-2-A,350,U1437,D,12,12-2,R,2,A,81.0,89.0,526.51,526.59,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,silt [W22_1],2,,,,,bioturbated,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-12R-2-A,350,U1437,D,12,12-2,R,2,A,89.0,98.0,526.59,526.68,I,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,dark gray,,silt [W22_1],2,,,,,not recovered,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-12R-3-A,350,U1437,D,12,12-3,R,3,A,0.0,15.0,526.68,526.83,I,,,,tuffaceous,mudstone [2014],with lapilli [2014],tuffaceous mudstone,tuffaceous mudstone with lapilli,mudstone with lapilli,,,,,,,,,planar,gradational,horizontal,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-12R-3-A,350,U1437,D,12,12-3,R,3,A,15.0,19.0,526.83,526.87,I,,,,evolved,tuff [2014],with mudstone [2014],evolved tuff,evolved tuff with mudstone,tuff with mudstone,,gray,,silt [W22_1],2,silt [W22_1],2,,irregular,gradational,horizontal,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-12R-3-A,350,U1437,D,12,12-3,R,3,A,19.0,82.0,526.87,527.5,I,,,,tuffaceous,mudstone [2014],with lapilli [2014],tuffaceous mudstone,tuffaceous mudstone with lapilli,mudstone with lapilli,,,,,,,,,planar,gradational,horizontal,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-12R-3-A,350,U1437,D,12,12-3,R,3,A,82.0,91.0,527.5,527.59,I,,,,evolved,tuff [2014],with mudstone [2014],evolved tuff,evolved tuff with mudstone,tuff with mudstone,,dark gray,,silt [W22_1],2,silt [W22_1],2,,planar,sharp,horizontal,,,,parallel stratification [BJ80],moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,feldspar,vitric matrix [2014],crystal matrix [2014],,,feldspar,,,,,
350-U1437D-12R-3-A,350,U1437,D,12,12-3,R,3,A,91.0,136.0,527.59,528.04,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-12R-4-A,350,U1437,D,12,12-4,R,4,A,0.0,11.0,528.14,528.25,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,silt [W22_1],2,,,,,bioturbated,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-12R-4-A,350,U1437,D,12,12-4,R,4,A,11.0,18.0,528.25,528.32,I,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,gray,,silt [W22_1],2,,,,,not recovered,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-12R-4-A,350,U1437,D,12,12-4,R,4,A,18.0,39.0,528.32,528.53,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,silt [W22_1],2,,,,irregular,diffuse,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-12R-4-A,350,U1437,D,12,12-4,R,4,A,39.0,42.0,528.53,528.56,I,,,,evolved,tuff [2014],with lapilli [2014],evolved tuff,evolved tuff with lapilli,tuff with lapilli,,gray,,fine sand [W22_2],4,,,,irregular,sharp,,,,,,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437D-12R-4-A,350,U1437,D,12,12-4,R,4,A,42.0,91.0,528.56,529.05,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,silt [W22_1],2,,,,irregular,diffuse,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-12R-4-A,350,U1437,D,12,12-4,R,4,A,91.0,96.0,529.05,529.1,I,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,gray,,silt [W22_1],2,,,,irregular,bioturbated,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437D-12R-4-A,350,U1437,D,12,12-4,R,4,A,96.0,112.0,529.1,529.26,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,silt [W22_1],2,,,,irregular,sharp,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-12R-4-A,350,U1437,D,12,12-4,R,4,A,112.0,128.0,529.26,529.42,I,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,gray,,silt [W22_1],2,very fine sand [W22_2],3,,,not recovered,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437D-12R-5-A,350,U1437,D,12,12-5,R,5,A,0.0,16.0,529.42,529.58,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-12R-5-A,350,U1437,D,12,12-5,R,5,A,16.0,27.0,529.58,529.69,I,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,dark gray,,silt [W22_1],2,silt [W22_1],2,,,,,,,,convolute bedded,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-12R-5-A,350,U1437,D,12,12-5,R,5,A,27.0,29.0,529.69,529.71,I,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,gray,,silt [W22_1],2,silt [W22_1],2,,,not recovered,,,,,convolute bedded,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-12R-5-A,350,U1437,D,12,12-5,R,5,A,29.0,47.0,529.71,529.89,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-12R-5-A,350,U1437,D,12,12-5,R,5,A,47.0,53.0,529.89,529.95,I,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,dark gray,,silt [W22_1],2,silt [W22_1],2,,,sharp,,,,,stratified,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-12R-5-A,350,U1437,D,12,12-5,R,5,A,53.0,68.0,529.95,530.1,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-12R-5-A,350,U1437,D,12,12-5,R,5,A,68.0,70.0,530.1,530.12,I,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,dark gray,,silt [W22_1],2,silt [W22_1],2,,,bioturbated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-12R-5-A,350,U1437,D,12,12-5,R,5,A,70.0,130.0,530.12,530.72,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-12R-6-A,350,U1437,D,12,12-6,R,6,A,0.0,63.0,530.72,531.35,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone with tuff,mudstone with tuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-12R-6-A,350,U1437,D,12,12-6,R,6,A,63.0,112.0,531.35,531.84,I,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,white,,,,,,,,not recovered,,,,non-graded,,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-12R-7-A,350,U1437,D,12,12-7,R,7,A,0.0,54.0,531.84,532.38,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,gradational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-12R-7-A,350,U1437,D,12,12-7,R,7,A,54.0,61.0,532.38,532.45,I,,,,evolved,tuff [2014],with mud [2014],evolved tuff,evolved tuff with mud,tuff with mud,,dark gray,,,,,,,planar,sharp,,,,,parallel stratification [BJ80],high,3,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-12R-7-A,350,U1437,D,12,12-7,R,7,A,61.0,79.0,532.45,532.63,I,,,,evolved,tuff [2014],with mudstone [2014],evolved tuff,evolved tuff with mudstone,tuff with mudstone,,gray,,,,,,,planar,sharp,,,,,parallel stratification [BJ80],moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-12R-7-A,350,U1437,D,12,12-7,R,7,A,79.0,97.0,532.63,532.81,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,,,,,,parallel stratification [BJ80],moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-12R-CC-A,350,U1437,D,12,12-CC,R,CC,A,0.0,27.0,532.81,533.08,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,,,,,,stratified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-13R-1-A,350,U1437,D,13,13-1,R,1,A,0.0,5.0,533.9,533.95,I,,,,mafic,tuff [2014],,mafic tuff,mafic tuff,tuff,,,,,,,,,,not recovered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-13R-1-A,350,U1437,D,13,13-1,R,1,A,5.0,77.0,533.95,534.67,I,,,,tuffaceous,mudstone [2014],with lapilli [2014],tuffaceous mudstone,tuffaceous mudstone with lapilli,mudstone with lapilli,,,,silt [W22_1],2,,,,irregular,bioturbated,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-13R-1-A,350,U1437,D,13,13-1,R,1,A,77.0,81.0,534.67,534.71,I,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,gray,,silt [W22_1],2,,,,,not recovered,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-13R-1-A,350,U1437,D,13,13-1,R,1,A,81.0,95.0,534.71,534.85,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,silt [W22_1],2,,,,,not recovered,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-13R-2-A,350,U1437,D,13,13-2,R,2,A,0.0,108.0,534.85,535.93,I,,,,tuffaceous,mudstone [2014],with lapilli [2014],tuffaceous mudstone,tuffaceous mudstone with lapilli,mudstone with lapilli,,,,,,,,pumice clast,planar,sharp,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-13R-2-A,350,U1437,D,13,13-2,R,2,A,108.0,111.0,535.93,535.96,I,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,white,,silt [W22_1],2,silt [W22_1],2,,,not recovered,,,,,,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-13R-2-A,350,U1437,D,13,13-2,R,2,A,111.0,135.0,535.96,536.2,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,planar,sharp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-13R-2-A,350,U1437,D,13,13-2,R,2,A,135.0,138.0,536.2,536.23,I,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,dark gray,,silt [W22_1],2,silt [W22_1],2,,,,,,,,,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-13R-3-A,350,U1437,D,13,13-3,R,3,A,0.0,28.0,536.23,536.51,I,,,,tuffaceous,mudstone [2014],with lapilli [2014],tuffaceous mudstone,tuffaceous mudstone with lapilli,mudstone with lapilli,,,,silt [W22_1],2,,,,irregular,bioturbated,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-13R-3-A,350,U1437,D,13,13-3,R,3,A,28.0,34.0,536.51,536.57,I,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,gray,,silt [W22_1],2,,,,,not recovered,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-13R-3-A,350,U1437,D,13,13-3,R,3,A,34.0,139.0,536.57,537.62,I,,,,tuffaceous,mudstone [2014],with lapilli [2014],tuffaceous mudstone,tuffaceous mudstone with lapilli,mudstone with lapilli,,,,silt [W22_1],2,,,,,not recovered,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-13R-4-A,350,U1437,D,13,13-4,R,4,A,0.0,54.0,537.72,538.26,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,irregular,sharp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-13R-4-A,350,U1437,D,13,13-4,R,4,A,54.0,57.0,538.26,538.29,I,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,gray,,silt [W22_1],2,silt [W22_1],2,,,not recovered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-13R-4-A,350,U1437,D,13,13-4,R,4,A,57.0,85.0,538.29,538.57,I,,,,tuffaceous,mudstone [2014],with lapilli [2014],tuffaceous mudstone,tuffaceous mudstone with lapilli,mudstone with lapilli,,,,fine sand [W22_2],4,,,with scoria,,not recovered,,,,,,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-13R-4-A,350,U1437,D,13,13-4,R,4,A,85.0,150.0,538.57,539.22,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,silt [W22_1],2,,,,,,,,,,,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-13R-5-A,350,U1437,D,13,13-5,R,5,A,0.0,151.0,539.22,540.73,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-13R-6-A,350,U1437,D,13,13-6,R,6,A,0.0,82.0,540.73,541.55,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-13R-6-A,350,U1437,D,13,13-6,R,6,A,82.0,87.0,541.55,541.6,I,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,dark gray,,silt [W22_1],2,silt [W22_1],2,,irregular,bioturbated,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-13R-6-A,350,U1437,D,13,13-6,R,6,A,87.0,101.0,541.6,541.74,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-13R-6-A,350,U1437,D,13,13-6,R,6,A,101.0,104.0,541.74,541.77,I,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,gray,,silt [W22_1],2,silt [W22_1],2,,irregular,bioturbated,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-13R-6-A,350,U1437,D,13,13-6,R,6,A,104.0,125.0,541.77,541.98,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-13R-7-A,350,U1437,D,13,13-7,R,7,A,0.0,77.0,541.98,542.75,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-14R-1-A,350,U1437,D,14,14-1,R,1,A,0.0,2.0,543.6,543.62,I,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,gray,,silt [W22_1],2,silt [W22_1],2,,planar,sharp,horizontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-14R-1-A,350,U1437,D,14,14-1,R,1,A,2.0,20.0,543.62,543.8,I,,,,evolved,tuff [2014],with mudstone [2014],evolved tuff,evolved tuff with mudstone,tuff with mudstone,,gray,,silt [W22_1],2,silt [W22_1],2,,,not recovered,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-14R-1-A,350,U1437,D,14,14-1,R,1,A,20.0,58.0,543.8,544.18,I,,,,tuffaceous,mudstone [2014],with lapilli [2014],tuffaceous mudstone,tuffaceous mudstone with lapilli,mudstone with lapilli,,,,,,,,,planar,sharp to gradational,horizontal,,,,,high,3,,,,vitric [2014],,,,,,,,,pumice [2014],sub-rounded,scoria [2014],sub-rounded,,,,,,,,,,,,,,,,,,,
350-U1437D-14R-1-A,350,U1437,D,14,14-1,R,1,A,58.0,63.0,544.18,544.23,I,,,,bimodal,tuff [2014],with mudstone [2014],bimodal tuff,bimodal tuff with mudstone,tuff with mudstone,,dark gray,,silt [W22_1],2,silt [W22_1],2,,,not recovered,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-14R-1-A,350,U1437,D,14,14-1,R,1,A,63.0,112.0,544.23,544.72,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone with tuff,mudstone with tuff,,,,,,,,,irregular,sharp to gradational,horizontal,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-14R-1-A,350,U1437,D,14,14-1,R,1,A,112.0,126.0,544.72,544.86,I,,,,bimodal,tuff [2014],with mudstone [2014],bimodal tuff,bimodal tuff with mudstone,tuff with mudstone,,dark gray,,silt [W22_1],2,fine sand [W22_2],4,,planar,bioturbated,horizontal,,,,stratified,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-14R-1-A,350,U1437,D,14,14-1,R,1,A,126.0,139.0,544.86,544.99,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,not recovered,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-14R-2-A,350,U1437,D,14,14-2,R,2,A,0.0,66.0,544.99,545.65,I,,,,tuffaceous,mudstone [2014],with lapilli [2014],tuffaceous mudstone,tuffaceous mudstone with lapilli,mudstone with lapilli,,,,,,,,pyritized biogenic intraclasts,irregular,bioturbated,horizontal,,,,,high,3,,foraminifer,trace [A85],lithic [2014],,,bioclastic intraclast,,,,,,,,,,,,,,,,,,,,,,,,,,,,
