Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color,Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,Clasts (>2 mm) 3ND ORDER,Lithic clasts (>2 mm) DOMINANT,DOMINANT lithic roundness,Lithic clasts (>2 mm) 2ND ORDER,2ND lithic roundness,Lithic clasts (>2 mm) 3RD ORDER,3RD lithic roundness,Vitric clasts (>2 mm) DOMINANT,DOMINANT vitric roundness,Vitric clasts (>2 mm) 2ND ORDER,2ND vitric roundness,Vitric clasts (>2 mm) 3RD ORDER,3RD vitric roundness,Crystals (>2 mm) DOMINANT,DOMINANT crystal roundness,Crystals (>2 mm) 2ND ORDER,2ND crystal roundness,Crystals (>2 mm) 3RD ORDER,3RD crystal roundness,Clast comments,"Matrix, fines (<2 mm) DOMINANT","Matrix, fines (<2 mm) 2ND ORDER","Matrix, fines (<2 mm) 3ND ORDER",Matrix sorting,Matrix comments,File Data,Shore File Links,Minor Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name
350-U1437D-2R-2-A,350,U1437,D,2,2-2,R,2,A,64.0,67.0,429.34,429.37,I,,,,mafic,tuff [2014],with mud [2014],mafic tuff,mafic tuff with mud,tuff with mud,,dark gray,consolidated [2014],silt [W22_1],2,silt [W22_1],2,,irregular,bioturbated,horizontal,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-2R-2-A,350,U1437,D,2,2-2,R,2,A,67.0,70.0,429.37,429.4,I,,,,mafic,tuff [2014],with crystals,mafic tuff,mafic tuff with crystals,tuff with crystals,,black,consolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,,,not recovered,,,,,,moderate [DB86],2,,foraminifer,trace [A85],,,,,,,,,,,,,,,,,,,,,,brown glass and feldspar crystals,vitric matrix [2014],crystal matrix [2014],,,brown glass and feldspar crystals,,,,,
350-U1437D-2R-2-A,350,U1437,D,2,2-2,R,2,A,70.0,150.0,429.4,430.2,I,,,,tuffaceous,mud [2014],with lapilli [2014],tuffaceous mud,tuffaceous mud with lapilli,mud with lapilli,,,consolidated [2014],silt [W22_1],2,silt [W22_1],2,"several lapilli of pumice, scoria, and lithic clasts",,not recovered,,,,,,high,3,,,,vitric [2014],lithic [2014],,"volcanic, mafic [2014]",rounded,,,,,scoria [2014],rounded,pumice [2014],rounded,,,,,,,,,,,,,,,,,,,
350-U1437D-2R-3-A,350,U1437,D,2,2-3,R,3,A,0.0,29.0,430.2,430.49,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,planar,sharp,horizontal,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-2R-3-A,350,U1437,D,2,2-3,R,3,A,29.0,31.0,430.49,430.51,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,prominent glauconite alteration at top,,not recovered,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-2R-3-A,350,U1437,D,2,2-3,R,3,A,31.0,73.0,430.51,430.93,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,irregular,bioturbated,horizontal,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-2R-3-A,350,U1437,D,2,2-3,R,3,A,73.0,82.0,430.93,431.02,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,not recovered,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-2R-4-A,350,U1437,D,2,2-4,R,4,A,0.0,24.0,431.02,431.26,I,,,,tuffaceous,mudstone [2014],with lapilli [2014],tuffaceous mudstone,tuffaceous mudstone with lapilli,mudstone with lapilli,,,,silt [W22_1],2,granule [W22_2],8,"common small, angular, mafic scoria lapilli",,not recovered,,,,normally graded,,moderate [DB86],2,,,,vitric [2014],,,,,,,,,scoria [2014],,,,,,,,,,,,,,,,,,,,,,
350-U1437D-2R-4-A,350,U1437,D,2,2-4,R,4,A,24.0,29.0,431.26,431.31,I,,,,evolved,tuff [2014],with mud [2014],evolved tuff,evolved tuff with mud,tuff with mud,,,,silt [W22_1],2,silt [W22_1],2,,,not recovered,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-2R-4-A,350,U1437,D,2,2-4,R,4,A,29.0,78.0,431.31,431.8,I,,,,tuffaceous,mudstone [2014],with fecal pellets,tuffaceous mudstone,tuffaceous mudstone with fecal pellets,mudstone with fecal pellets,,,,,,,,,,not recovered,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-2R-CC-A,350,U1437,D,2,2-CC,R,CC,A,0.0,17.0,431.8,431.97,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,not recovered,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-3R-1-A,350,U1437,D,3,3-1,R,1,A,0.0,18.0,436.9,437.08,I,,,,tuffaceous,mudstone [2014],with tuff [2014],tuffaceous mudstone,tuffaceous mudstone with tuff,mudstone with tuff,,,,silt [W22_1],2,gcoarse sand,8,,curviplanar,sharp to gradational,horizontal,,,normally graded,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-3R-1-A,350,U1437,D,3,3-1,R,1,A,18.0,26.0,437.08,437.16,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,planar,sharp,horizontal,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-3R-1-A,350,U1437,D,3,3-1,R,1,A,26.0,30.0,437.16,437.2,I,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,dark gray,,silt [W22_1],2,silt [W22_1],2,common burrows,,not recovered,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-3R-1-A,350,U1437,D,3,3-1,R,1,A,30.0,54.0,437.2,437.44,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,planar,sharp,horizontal,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-3R-1-A,350,U1437,D,3,3-1,R,1,A,54.0,57.0,437.44,437.47,I,,,,evolved,tuff [2014],with crystals,evolved tuff,evolved tuff with crystals,tuff with crystals,,dark gray,,silt [W22_1],2,silt [W22_1],2,common burrows,,not recovered,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,feldspar,vitric matrix [2014],crystal matrix [2014],,,feldspar,,,,,
350-U1437D-3R-1-A,350,U1437,D,3,3-1,R,1,A,57.0,116.0,437.47,438.06,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,irregular,bioturbated,horizontal,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-3R-1-A,350,U1437,D,3,3-1,R,1,A,116.0,119.0,438.06,438.09,I,,,,evolved,tuff [2014],with mudstone [2014],evolved tuff,evolved tuff with mudstone,tuff with mudstone,,dark gray,,silt [W22_1],2,silt [W22_1],2,common burrows,,not recovered,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-3R-1-A,350,U1437,D,3,3-1,R,1,A,119.0,150.0,438.09,438.4,I,,,,tuffaceous,mudstone [2014],with lapilli [2014],tuffaceous mudstone,tuffaceous mudstone with lapilli,mudstone with lapilli,,,,,,,,lens of pumice lapilli,,not recovered,,,,,,high,3,,,,vitric [2014],,,,,,,,,pumice [2014],rounded,,,,,,,,,,,,,,,,,,,,,
350-U1437D-3R-2-A,350,U1437,D,3,3-2,R,2,A,0.0,19.0,438.4,438.59,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,large horizontal worm burrow,planar,diffuse,horizontal,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-3R-2-A,350,U1437,D,3,3-2,R,2,A,19.0,34.0,438.59,438.74,I,,,,tuffaceous,mudstone [2014],with lapilli-tuff [2014],tuffaceous mudstone,tuffaceous mudstone with lapilli-tuff,mudstone with lapilli-tuff,,,,silt [W22_1],2,granule [W22_2],8,common scoria clasts,irregular,bioturbated,horizontal,,,normally graded,,moderate [DB86],2,,,,vitric [2014],,,,,,,,,scoria [2014],sub-rounded,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-3R-2-A,350,U1437,D,3,3-2,R,2,A,34.0,59.0,438.74,438.99,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,irregular,bioturbated,horizontal,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-3R-2-A,350,U1437,D,3,3-2,R,2,A,59.0,75.0,438.99,439.15,I,,,,tuffaceous,mudstone [2014],with lapilli-tuff [2014],tuffaceous mudstone,tuffaceous mudstone with lapilli-tuff,mudstone with lapilli-tuff,,,,silt [W22_1],2,granule [W22_2],8,common scoria clasts,curviplanar,sharp to gradational,horizontal,,,normally graded,,moderate [DB86],2,,,,vitric [2014],,,,,,,,,scoria [2014],sub-rounded,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-3R-2-A,350,U1437,D,3,3-2,R,2,A,75.0,94.0,439.15,439.34,I,,,,tuffaceous,mudstone [2014],with lapilli [2014],tuffaceous mudstone,tuffaceous mudstone with lapilli,mudstone with lapilli,,,,,,,,,irregular,diffuse,horizontal,,,,,high,3,,,,vitric [2014],,,,,,,,,scoria [2014],sub-rounded,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-3R-2-A,350,U1437,D,3,3-2,R,2,A,94.0,131.0,439.34,439.71,I,,,,,claystone [2014],,claystone,claystone,claystone,,,,,,,,abundant burrows,,not recovered,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-3R-3-A,350,U1437,D,3,3-3,R,3,A,0.0,47.0,439.8,440.27,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,irregular,bioturbated,horizontal,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-3R-3-A,350,U1437,D,3,3-3,R,3,A,47.0,71.0,440.27,440.51,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,irregular,bioturbated,horizontal,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-3R-3-A,350,U1437,D,3,3-3,R,3,A,71.0,78.0,440.51,440.58,I,,,,bimodal,tuff [2014],with mud [2014],bimodal tuff,bimodal tuff with mud,tuff with mud,,dark gray,,silt [W22_1],2,silt [W22_1],2,common burrows,,not recovered,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-3R-3-A,350,U1437,D,3,3-3,R,3,A,78.0,150.0,440.58,441.3,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,not recovered,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-3R-4-A,350,U1437,D,3,3-4,R,4,A,0.0,16.0,441.3,441.46,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,not recovered,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-3R-4-A,350,U1437,D,3,3-4,R,4,A,16.0,20.0,441.46,441.5,I,,,,bimodal,tuff [2014],,bimodal tuff,bimodal tuff,tuff,,,,silt [W22_1],2,silt [W22_1],2,,curviplanar,bioturbated,horizontal,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-3R-4-A,350,U1437,D,3,3-4,R,4,A,20.0,51.0,441.5,441.81,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,curviplanar,bioturbated,horizontal,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-3R-4-A,350,U1437,D,3,3-4,R,4,A,51.0,60.0,441.81,441.9,I,,,,tuffaceous,mudstone [2014],with tuff [2014],tuffaceous mudstone,tuffaceous mudstone with tuff,mudstone with tuff,,,,silt [W22_1],2,coarse sand [W22_2],6,,,not recovered,,,,normally graded,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-3R-4-A,350,U1437,D,3,3-4,R,4,A,60.0,62.0,441.9,441.92,I,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,,,silt [W22_1],2,silt [W22_1],2,,,not recovered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-3R-4-A,350,U1437,D,3,3-4,R,4,A,62.0,119.0,441.92,442.49,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,planar,diffuse,horizontal,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-3R-4-A,350,U1437,D,3,3-4,R,4,A,119.0,138.0,442.49,442.68,I,,,,tuffaceous,mudstone [2014],with tuff [2014],tuffaceous mudstone,tuffaceous mudstone with tuff,mudstone with tuff,,,,silt [W22_1],2,coarse sand [W22_2],6,with single 1 cm pumice lapillus,,not recovered,,,,normally graded,,high,3,,,,vitric [2014],,,,,,,,,pumice [2014],angular,,,,,,,,,,,,,,,,,,,,,
350-U1437D-3R-5-A,350,U1437,D,3,3-5,R,5,A,0.0,9.0,442.68,442.77,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,planar,sharp to gradational,horizontal,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-3R-5-A,350,U1437,D,3,3-5,R,5,A,9.0,12.0,442.77,442.8,I,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,gray,,silt [W22_1],2,silt [W22_1],2,,,not recovered,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437D-3R-5-A,350,U1437,D,3,3-5,R,5,A,12.0,33.0,442.8,443.01,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,scoria fragments,planar,sharp to gradational,horizontal,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-3R-5-A,350,U1437,D,3,3-5,R,5,A,33.0,36.0,443.01,443.04,I,,,,evolved,tuff [2014],with crystals,evolved tuff,evolved tuff with crystals,tuff with crystals,,dark gray,,silt [W22_1],2,silt [W22_1],2,,,not recovered,,,,,,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,feldspars,vitric matrix [2014],,,,feldspars,,,,,
350-U1437D-3R-5-A,350,U1437,D,3,3-5,R,5,A,36.0,52.0,443.04,443.2,I,,,,tuffaceous,mudstone [2014],with lapilli [2014],tuffaceous mudstone,tuffaceous mudstone with lapilli,mudstone with lapilli,,,,,,,,scoria fragments,irregular,bioturbated,horizontal,,,,,high,3,,,,vitric [2014],,,,,,,,,scoria [2014],rounded,,,,,,,,,,,,,,,,,,,,,
350-U1437D-3R-5-A,350,U1437,D,3,3-5,R,5,A,52.0,59.0,443.2,443.27,I,,,,bimodal,tuff [2014],,bimodal tuff,bimodal tuff,tuff,,dark gray,,silt [W22_1],2,silt [W22_1],2,,,not recovered,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-3R-CC-A,350,U1437,D,3,3-CC,R,CC,A,0.0,11.0,443.27,443.38,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,planar,bioturbated,horizontal,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-3R-CC-A,350,U1437,D,3,3-CC,R,CC,A,11.0,18.0,443.38,443.45,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone with tuff,mudstone with tuff,,,,silt [W22_1],2,medium sand [W22_2],5,,,not recovered,,,,normally graded,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-4R-1-A,350,U1437,D,4,4-1,R,1,A,0.0,4.0,446.6,446.64,I,,,,bimodal,tuff [2014],,bimodal tuff,bimodal tuff,tuff,,dark gray,,silt [W22_1],2,silt [W22_1],2,,planar,sharp,horizontal,,,,,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-4R-1-A,350,U1437,D,4,4-1,R,1,A,4.0,97.0,446.64,447.57,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,irregular,sharp,horizontal,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-4R-1-A,350,U1437,D,4,4-1,R,1,A,97.0,110.0,447.57,447.7,I,,,,tuffaceous,mudstone [2014],with lapilli [2014],tuffaceous mudstone,tuffaceous mudstone with lapilli,mudstone with lapilli,,,,silt [W22_1],2,granule [W22_2],8,,curviplanar,diffuse,horizontal,,,normally graded,,high,3,,foraminifer,common [A85],vitric [2014],,,,,,,,,scoria [2014],rounded,,,,,,,,,,,,,,,,,,,,,
350-U1437D-4R-1-A,350,U1437,D,4,4-1,R,1,A,110.0,132.0,447.7,447.92,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,silt [W22_1],2,medium sand [W22_2],5,,irregular,bioturbated,horizontal,,,normally graded,,high,3,,foraminifer,common [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-4R-1-A,350,U1437,D,4,4-1,R,1,A,132.0,135.0,447.92,447.95,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,irregular,bioturbated,horizontal,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-4R-1-A,350,U1437,D,4,4-1,R,1,A,135.0,137.0,447.95,447.97,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone with tuff,mudstone with tuff,,,,,,,,,,not recovered,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-4R-1-A,350,U1437,D,4,4-1,R,1,A,137.0,150.0,447.97,448.1,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,not recovered,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-4R-2-A,350,U1437,D,4,4-2,R,2,A,0.0,9.0,448.1,448.19,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,irregular,bioturbated,horizontal,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-4R-2-A,350,U1437,D,4,4-2,R,2,A,9.0,13.0,448.19,448.23,I,,,,mafic,tuff [2014],with crystals,mafic tuff,mafic tuff with crystals,tuff with crystals,,dark gray,,silt [W22_1],2,silt [W22_1],2,,curviplanar,bioturbated,horizontal,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,feldspar,vitric matrix [2014],crystal matrix [2014],,,feldspar,,,,,
350-U1437D-4R-2-A,350,U1437,D,4,4-2,R,2,A,13.0,34.0,448.23,448.44,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,planar,diffuse,horizontal,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-4R-2-A,350,U1437,D,4,4-2,R,2,A,34.0,49.0,448.44,448.59,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,silt [W22_1],2,fine sand [W22_2],4,,irregular,bioturbated,horizontal,,,normally graded,,high,3,,foraminifer,rare[A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-4R-2-A,350,U1437,D,4,4-2,R,2,A,49.0,57.0,448.59,448.67,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,irregular,diffuse,horizontal,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
