Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology color (simple),Lithology color (Munsell),Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Diagenetic constituent,Diagenetic constituent composition,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,File Data,Ship File Links,Shore File Links,Sample,Minor Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name
361,U1475,B,2,2-1,H,1,A,0.0,150.0,6.4,7.9,2,foraminifer bearing,nannofossil ooze [2014],,foraminifer bearing nannofossil ooze,foraminifer bearing nannofossil ooze,nannofossil ooze,light gray,GLEY 1 8/N (white gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,,361-U1475B-2H-1-A,,,
361,U1475,B,2,2-2,H,2,A,0.0,139.0,7.9,9.29,2,foraminifer bearing,nannofossil ooze [2014],,foraminifer bearing nannofossil ooze,foraminifer bearing nannofossil ooze,nannofossil ooze,light gray,GLEY 1 8/N (white gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1475B-2H-2-A,,,
361,U1475,B,2,2-2,H,2,A,139.0,150.0,9.29,9.4,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1475B-2H-2-A,,,
361,U1475,B,2,2-3,H,3,A,0.0,132.0,9.4,10.72,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1475B-2H-3-A,,,
361,U1475,B,2,2-3,H,3,A,132.0,150.0,10.72,10.9,2,foraminifer bearing,nannofossil ooze [2014],,foraminifer bearing nannofossil ooze,foraminifer bearing nannofossil ooze,nannofossil ooze,light gray,GLEY 1 8/N (white gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1475B-2H-3-A,,,
361,U1475,B,2,2-4,H,4,A,0.0,150.0,10.9,12.4,2,foraminifer bearing,nannofossil ooze [2014],,foraminifer bearing nannofossil ooze,foraminifer bearing nannofossil ooze,nannofossil ooze,light gray,GLEY 1 8/N (white gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1475B-2H-4-A,,,
361,U1475,B,2,2-5,H,5,A,0.0,150.0,12.4,13.9,2,foraminifer bearing,nannofossil ooze [2014],,foraminifer bearing nannofossil ooze,foraminifer bearing nannofossil ooze,nannofossil ooze,light gray,GLEY 1 8/N (white gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1475B-2H-5-A,,,
361,U1475,B,2,2-6,H,6,A,0.0,16.0,13.9,14.06,2,foraminifer bearing,nannofossil ooze [2014],,foraminifer bearing nannofossil ooze,foraminifer bearing nannofossil ooze,nannofossil ooze,light gray,GLEY 1 8/N (white gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1475B-2H-6-A,,,
361,U1475,B,2,2-6,H,6,A,16.0,145.0,14.06,15.35,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1475B-2H-6-A,,,
361,U1475,B,2,2-7,H,7,A,0.0,12.0,15.4,15.52,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1475B-2H-7-A,,,
361,U1475,B,2,2-7,H,7,A,12.0,52.0,15.52,15.92,2,foraminifer bearing,nannofossil ooze [2014],,foraminifer bearing nannofossil ooze,foraminifer bearing nannofossil ooze,nannofossil ooze,light gray,GLEY 1 8/N (white gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1475B-2H-7-A,,,
361,U1475,B,2,2-CC,H,CC,A,0.0,11.0,15.92,16.03,2,foraminifer bearing,nannofossil ooze [2014],,foraminifer bearing nannofossil ooze,foraminifer bearing nannofossil ooze,nannofossil ooze,light gray,GLEY 1 8/N (white gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1475B-2H-CC-A,,,
361,U1475,B,3,3-1,H,1,A,0.0,150.0,15.9,17.4,2,foraminifer bearing,nannofossil ooze [2014],,foraminifer bearing nannofossil ooze,foraminifer bearing nannofossil ooze,nannofossil ooze,light gray,GLEY 1 8/N (white gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1475B-3H-1-A,,,
361,U1475,B,3,3-2,H,2,A,0.0,150.0,17.4,18.9,2,foraminifer bearing,nannofossil ooze [2014],,foraminifer bearing nannofossil ooze,foraminifer bearing nannofossil ooze,nannofossil ooze,light gray,GLEY 1 8/N (white gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1475B-3H-2-A,,,
361,U1475,B,3,3-3,H,3,A,0.0,150.0,18.9,20.4,2,foraminifer bearing,nannofossil ooze [2014],,foraminifer bearing nannofossil ooze,foraminifer bearing nannofossil ooze,nannofossil ooze,light gray,GLEY 1 8/N (white gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1475B-3H-3-A,,,
361,U1475,B,3,3-4,H,4,A,0.0,47.0,20.4,20.87,2,foraminifer bearing,nannofossil ooze [2014],,foraminifer bearing nannofossil ooze,foraminifer bearing nannofossil ooze,nannofossil ooze,light gray,GLEY 1 8/N (white gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1475B-3H-4-A,,,
361,U1475,B,3,3-4,H,4,A,47.0,150.0,20.87,21.9,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1475B-3H-4-A,,,
361,U1475,B,3,3-5,H,5,A,0.0,55.0,21.9,22.45,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1475B-3H-5-A,,,
361,U1475,B,3,3-5,H,5,A,55.0,150.0,22.45,23.4,2,foraminifer bearing,nannofossil ooze [2014],,foraminifer bearing nannofossil ooze,foraminifer bearing nannofossil ooze,nannofossil ooze,light gray,GLEY 1 8/N (white gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1475B-3H-5-A,,,
361,U1475,B,3,3-6,H,6,A,0.0,34.0,23.4,23.74,2,foraminifer bearing,nannofossil ooze [2014],,foraminifer bearing nannofossil ooze,foraminifer bearing nannofossil ooze,nannofossil ooze,light gray,GLEY 1 8/N (white gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,,,,,,,,burrows,moderate,2,,,,,,,,,,361-U1475B-3H-6-A,,,
361,U1475,B,3,3-6,H,6,A,34.0,145.0,23.74,24.85,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,,,,,,,,burrows,moderate,2,,,,,,,,,,361-U1475B-3H-6-A,,,
361,U1475,B,3,3-7,H,7,A,0.0,72.0,24.9,25.62,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,,,,,,,,burrows,moderate,2,,,,,,,,,,361-U1475B-3H-7-A,,,
361,U1475,B,3,3-CC,H,CC,A,0.0,15.0,25.62,25.77,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,,,,,,,,burrows,moderate,2,,,,,,,,,,361-U1475B-3H-CC-A,,,
361,U1475,B,4,4-1,H,1,A,0.0,150.0,25.4,26.9,2,foraminifer bearing,nannofossil ooze [2014],,foraminifer bearing nannofossil ooze,foraminifer bearing nannofossil ooze,nannofossil ooze,light gray,GLEY 1 8/N (white gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,2,,mineral,pyrite,,,,,,,361-U1475B-4H-1-A,,,
361,U1475,B,4,4-2,H,2,A,0.0,151.0,26.9,28.41,2,foraminifer bearing,nannofossil ooze [2014],,foraminifer bearing nannofossil ooze,foraminifer bearing nannofossil ooze,nannofossil ooze,light gray,GLEY 1 8/N (white gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,2,,mineral,pyrite,,,,,,,361-U1475B-4H-2-A,,,
361,U1475,B,4,4-3,H,3,A,0.0,150.0,28.41,29.91,2,foraminifer bearing,nannofossil ooze [2014],,foraminifer bearing nannofossil ooze,foraminifer bearing nannofossil ooze,nannofossil ooze,light gray,GLEY 1 8/N (white gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1475B-4H-3-A,,,
361,U1475,B,4,4-4,H,4,A,0.0,58.0,29.91,30.49,2,foraminifer bearing,nannofossil ooze [2014],,foraminifer bearing nannofossil ooze,foraminifer bearing nannofossil ooze,nannofossil ooze,light gray,GLEY 1 8/N (white gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1475B-4H-4-A,,,
361,U1475,B,4,4-4,H,4,A,58.0,150.0,30.49,31.41,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1475B-4H-4-A,,,
361,U1475,B,4,4-5,H,5,A,0.0,49.0,31.41,31.9,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1475B-4H-5-A,,,
361,U1475,B,4,4-5,H,5,A,49.0,150.0,31.9,32.91,2,foraminifer bearing,nannofossil ooze [2014],,foraminifer bearing nannofossil ooze,foraminifer bearing nannofossil ooze,nannofossil ooze,light gray,GLEY 1 8/N (white gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1475B-4H-5-A,,,
361,U1475,B,4,4-6,H,6,A,0.0,74.0,32.91,33.65,2,foraminifer bearing,nannofossil ooze [2014],,foraminifer bearing nannofossil ooze,foraminifer bearing nannofossil ooze,nannofossil ooze,light gray,GLEY 1 8/N (white gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1475B-4H-6-A,,,
361,U1475,B,4,4-6,H,6,A,74.0,145.0,33.65,34.36,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1475B-4H-6-A,,,
361,U1475,B,4,4-7,H,7,A,0.0,69.0,34.41,35.1,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,"diagenetic stratification, large burrow at 23-33 cm",,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1475B-4H-7-A,,,
361,U1475,B,4,4-CC,H,CC,A,0.0,15.0,35.1,35.25,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1475B-4H-CC-A,,,
361,U1475,B,5,5-1,H,1,A,0.0,150.0,34.9,36.4,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1475B-5H-1-A,,,
361,U1475,B,5,5-2,H,2,A,0.0,112.0,36.4,37.52,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1475B-5H-2-A,,,
361,U1475,B,5,5-2,H,2,A,112.0,150.0,37.52,37.9,2,foraminifer bearing,nannofossil ooze [2014],,foraminifer bearing nannofossil ooze,foraminifer bearing nannofossil ooze,nannofossil ooze,light gray,GLEY 1 8/N (white gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1475B-5H-2-A,,,
361,U1475,B,5,5-3,H,3,A,0.0,30.0,37.9,38.2,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1475B-5H-3-A,,,
361,U1475,B,5,5-3,H,3,A,30.0,41.0,38.2,38.31,2,foraminifer bearing,nannofossil ooze [2014],,foraminifer bearing nannofossil ooze,foraminifer bearing nannofossil ooze,nannofossil ooze,light gray,GLEY 1 8/N (white gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1475B-5H-3-A,,,
361,U1475,B,5,5-3,H,3,A,41.0,44.0,38.31,38.34,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1475B-5H-3-A,,,
361,U1475,B,5,5-3,H,3,A,44.0,92.0,38.34,38.82,2,foraminifer bearing,nannofossil ooze [2014],,foraminifer bearing nannofossil ooze,foraminifer bearing nannofossil ooze,nannofossil ooze,light gray,GLEY 1 8/N (white gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1475B-5H-3-A,,,
361,U1475,B,5,5-3,H,3,A,92.0,150.0,38.82,39.4,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1475B-5H-3-A,,,
361,U1475,B,5,5-4,H,4,A,0.0,53.0,39.4,39.93,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1475B-5H-4-A,,,
361,U1475,B,5,5-4,H,4,A,53.0,112.0,39.93,40.52,2,foraminifer bearing,nannofossil ooze [2014],,foraminifer bearing nannofossil ooze,foraminifer bearing nannofossil ooze,nannofossil ooze,light gray,GLEY 1 8/N (white gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1475B-5H-4-A,,,
361,U1475,B,5,5-4,H,4,A,112.0,150.0,40.52,40.9,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1475B-5H-4-A,,,
361,U1475,B,5,5-5,H,5,A,0.0,102.0,40.9,41.92,2,foraminifer bearing,nannofossil ooze [2014],,foraminifer bearing nannofossil ooze,foraminifer bearing nannofossil ooze,nannofossil ooze,light gray,GLEY 1 8/N (white gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1475B-5H-5-A,,,
361,U1475,B,5,5-5,H,5,A,102.0,150.0,41.92,42.4,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1475B-5H-5-A,,,
361,U1475,B,5,5-6,H,6,A,0.0,145.0,42.4,43.85,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1475B-5H-6-A,,,
361,U1475,B,5,5-7,H,7,A,0.0,27.0,43.9,44.17,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1475B-5H-7-A,,,
361,U1475,B,5,5-7,H,7,A,27.0,57.0,44.17,44.47,2,foraminifer bearing,nannofossil ooze [2014],,foraminifer bearing nannofossil ooze,foraminifer bearing nannofossil ooze,nannofossil ooze,light gray,GLEY 1 8/N (white gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1475B-5H-7-A,,,
361,U1475,B,5,5-CC,H,CC,A,0.0,13.0,44.47,44.6,2,foraminifer bearing,nannofossil ooze [2014],,foraminifer bearing nannofossil ooze,foraminifer bearing nannofossil ooze,nannofossil ooze,light gray,GLEY 1 8/N (white gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1475B-5H-CC-A,,,
361,U1475,B,6,6-1,H,1,A,0.0,150.0,44.4,45.9,2,foraminifer bearing,nannofossil ooze [2014],,foraminifer bearing nannofossil ooze,foraminifer bearing nannofossil ooze,nannofossil ooze,light gray,GLEY 1 8/N (white gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1475B-6H-1-A,,,
361,U1475,B,6,6-2,H,2,A,0.0,53.0,45.9,46.43,2,foraminifer bearing,nannofossil ooze [2014],,foraminifer bearing nannofossil ooze,foraminifer bearing nannofossil ooze,nannofossil ooze,light gray,GLEY 1 8/N (white gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1475B-6H-2-A,,,
