Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],TEPHRA type,Sediment structures,MAJ lith color (simple),MAJ Lith. color,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank [read only],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank [read only],MAJ lithology comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN lith color (simple),MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,MIN lithology comment,Lith. abundance sum [%],Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure comment,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
355-U1456A-46F-2-A,29.0,64.0,273.79,274.14,,,clay,,clay,,,gray,10YR 5/1 (gray),60,clay,1,clay,1,,,silt,,silt,silt,silt,gray,10YR 5/1 (gray),40,silt,2,silt,2,,100,gradational,gradational,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,46,F,2,A
355-U1456A-46F-2-A,64.0,150.0,274.14,275.0,,,clay,,clay,,,gray,10YR 5/1 (gray),90,clay,1,clay,1,,,silt,,silt,silt,silt,gray,10YR 6/1 (gray),10,silt,2,silt,2,,100,,,,,,,,,,,,,,,,,355,U1456,A,46,F,2,A
355-U1456A-46F-3-A,0.0,35.0,275.0,275.35,,,clay,,clay,,,gray,10YR 5/1 (gray),60,clay,1,clay,1,,,silt,,silt,silt,silt,gray,10YR 5/1 (gray),40,silt,2,silt,2,,100,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,46,F,3,A
355-U1456A-46F-3-A,35.0,66.0,275.35,275.66,,,clay,,clay,,,gray,10YR 5/1 (gray),80,clay,1,clay,1,,,silt,,silt,silt,silt,gray,10YR 5/1 (gray),20,silt,2,silt,2,,100,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,46,F,3,A
355-U1456A-46F-3-A,66.0,92.0,275.66,275.92,,,clay,,clay,,,gray,10YR 5/1 (gray),95,clay,1,clay,1,,,silt,,silt,silt,silt,gray,10YR 5/1 (gray),5,silt,2,silt,2,,100,,,,,,,,,,,,,,,,,355,U1456,A,46,F,3,A
355-U1456A-46F-4-A,0.0,69.0,276.01,276.7,,,clay,,clay,,,gray,10YR 5/1 (gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,46,F,4,A
355-U1456A-46F-CC-A,0.0,35.0,276.7,277.05,,,clay,,clay,,,gray,10YR 5/1 (gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,46,F,CC,A
355-U1456A-47F,0.0,445.0,276.7,281.15,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,47,F,,
355-U1456A-47F-1-A,0.0,10.0,276.7,276.8,,,clay,,clay,,,gray,10YR 5/1 (gray),70,clay,1,clay,1,,,silt,,silt,silt,silt,gray,10YR 5/1 (gray),30,silt,2,silt,2,,100,gradational,gradational,horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,A,47,F,1,A
355-U1456A-47F-1-A,10.0,29.0,276.8,276.99,,,silt,,silt,,,gray,10YR 5/1 (gray),90,silt,2,silt,2,,,clay,,clay,clay,clay,gray,10YR 5/1 (gray),10,clay,1,clay,1,,100,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,47,F,1,A
355-U1456A-47F-1-A,29.0,63.0,276.99,277.33,,,clay,,clay,,,gray,10YR 5/1 (gray),80,clay,1,clay,1,,,silt,,silt,silt,silt,gray,10YR 5/1 (gray),20,silt,2,silt,2,,100,gradational,gradational,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,47,F,1,A
355-U1456A-47F-1-A,63.0,89.0,277.33,277.59,,,silt,,silt,,,gray,10YR 5/1 (gray),,silt,2,silt,2,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,A,47,F,1,A
355-U1456A-47F-1-A,89.0,134.0,277.59,278.04,,,silt,,silt,,,gray,10YR 5/1 (gray),90,silt,2,silt,2,,,clay,,clay,clay,clay,gray,10YR 5/1 (gray),10,clay,1,clay,1,,100,erosive,sharp,horizontal,thickly bedded,normally graded,,,,,,,,,,,,355,U1456,A,47,F,1,A
355-U1456A-47F-1-A,134.0,150.0,278.04,278.2,,,clay,,clay,,,gray,10YR 5/1 (gray),60,clay,1,clay,1,,,silt,,silt,silt,silt,gray,10YR 5/1 (gray),40,silt,2,silt,2,,100,,,,,,,,,,,,,,,,,355,U1456,A,47,F,1,A
355-U1456A-47F-2-A,0.0,21.0,278.2,278.41,,,silt,,silt,,,gray,10YR 5/1 (gray),60,silt,2,silt,2,,,clay,,clay,clay,clay,gray,10YR 5/1 (gray),40,clay,1,clay,1,,100,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,47,F,2,A
355-U1456A-47F-2-A,21.0,59.0,278.41,278.79,,,clay,,clay,,,gray,10YR 5/1 (gray),60,clay,1,clay,1,,,silt,,silt,silt,silt,gray,10YR 5/1 (gray),40,silt,2,silt,2,,100,planar,gradational,horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,A,47,F,2,A
355-U1456A-47F-2-A,59.0,84.0,278.79,279.04,,,sand,,sand,,,gray,GLEY 1 4/5G (greenish gray),,very fine sand,3,very fine sand,3,,,,,,,,,,,,,,,,,erosive,wavy,horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,A,47,F,2,A
355-U1456A-47F-2-A,84.0,126.0,279.04,279.46,,,silt,,silt,,,gray,10YR 5/1 (gray),70,silt,2,silt,2,,,clay,,clay,clay,clay,gray,10YR 5/1 (gray),30,clay,1,clay,1,,100,erosive,sharp,horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,A,47,F,2,A
355-U1456A-47F-2-A,126.0,150.0,279.46,279.7,,,clay,,clay,,,gray,10YR 5/1 (gray),80,clay,1,clay,1,,,silt,,silt,silt,silt,gray,10YR 6/1 (gray),20,silt,2,silt,2,,100,,,,,,,,,,,,,,,,,355,U1456,A,47,F,2,A
355-U1456A-47F-3-A,0.0,20.0,279.7,279.9,,,clay,,clay,,,gray,10YR 5/1 (gray),90,clay,1,clay,1,,,silt,,silt,silt,silt,gray,10YR 5/1 (gray),10,silt,2,silt,2,,100,gradational,gradational,sub-horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,A,47,F,3,A
355-U1456A-47F-3-A,20.0,67.0,279.9,280.37,,,silt,,silt,,,gray,10YR 5/1 (gray),70,silt,2,silt,2,,,clay,,clay,clay,clay,gray,10YR 5/1 (gray),30,clay,1,clay,1,,100,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,47,F,3,A
355-U1456A-47F-3-A,67.0,79.0,280.37,280.49,,,clay,,clay,,,gray,10YR 5/1 (gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,47,F,3,A
355-U1456A-47F-3-A,79.0,94.0,280.49,280.64,,,clay,,clay,,,gray,10YR 5/1 (gray),60,clay,1,clay,1,,,silt,,silt,silt,silt,gray,10YR 5/1 (gray),40,silt,2,silt,2,,100,erosive,sharp,horizontal,thinly bedded,normally graded,,,,,,,,,,,,355,U1456,A,47,F,3,A
355-U1456A-47F-3-A,94.0,108.0,280.64,280.78,,,clay,,clay,,,gray,10YR 5/1 (gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,47,F,3,A
355-U1456A-47F-3-A,108.0,129.0,280.78,280.99,,,clay,,clay,,,gray,10YR 5/1 (gray),60,clay,1,clay,1,,,silt,,silt,silt,silt,gray,10YR 5/1 (gray),40,,,,,,100,,,,,,,,,,,,,,,,,355,U1456,A,47,F,3,A
355-U1456A-47F-CC-A,0.0,11.0,280.99,281.1,,,silt,,silt,,,gray,10YR 5/1 (gray),60,silt,2,silt,2,,,clay,,clay,clay,clay,gray,10YR 5/1 (gray),40,clay,1,clay,1,,100,,,,,,,,,,,,,,,,,355,U1456,A,47,F,CC,A
355-U1456A-48F,0.0,312.0,281.4,284.52,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,48,F,,
355-U1456A-48F-1-A,0.0,135.0,281.4,282.75,,,sand,,sand,,,gray,GLEY 1 4/5G (greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,48,F,1,A
355-U1456A-48F-2-A,0.0,100.0,282.75,283.75,,,sand,,sand,,,gray,GLEY 1 4/5G (greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,48,F,2,A
355-U1456A-48F-3-A,0.0,63.0,283.75,284.38,,,sand,,sand,,,gray,GLEY 1 4/5G (greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,48,F,3,A
355-U1456A-48F-CC-A,0.0,9.0,284.38,284.47,,,sand,,sand,,,gray,GLEY 1 4/5G (greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,48,F,CC,A
355-U1456A-49F,0.0,380.0,286.1,289.9,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,49,F,,
355-U1456A-49F-1-A,0.0,15.0,286.1,286.25,,,clay,,clay,,,gray,10YR 5/1 (gray),70,clay,1,clay,1,,,silt,,silt,silt,silt,gray,10YR 5/1 (gray),30,silt,2,silt,2,,100,erosive,sharp,horizontal,thinly bedded,normally graded,,,,,,,,,,,,355,U1456,A,49,F,1,A
355-U1456A-49F-1-A,15.0,35.0,286.25,286.45,,,clay,,clay,,,gray,10YR 5/1 (gray),50,clay,1,clay,1,,,silt,with clay,silt,silt with clay,silt with clay,gray,10YR 5/1 (gray),50,silt,2,silt,2,,100,gradational,gradational,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,49,F,1,A
355-U1456A-49F-1-A,35.0,72.0,286.45,286.82,,,sand,,sand,,,gray,10YR 4/1 (dark gray),50,fine sand,4,fine sand,4,,,sand,with silt,sand,sand with silt,sand with silt,gray,10YR 5/1 (gray),50,silt,2,very fine sand,3,,100,erosive,sharp,horizontal,thickly bedded,normally graded,,,,,,,,,,,,355,U1456,A,49,F,1,A
355-U1456A-49F-1-A,72.0,96.0,286.82,287.06,,,clay,,clay,,,gray,10YR 5/1 (gray),50,clay,1,clay,1,,,silt,,silt,silt,silt,gray,10YR 5/1 (gray),50,silt,2,silt,2,,100,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,49,F,1,A
355-U1456A-49F-1-A,96.0,126.0,287.06,287.36,,,clay,,clay,,,gray,10YR 5/1 (gray),70,clay,1,clay,1,,,silt,,silt,silt,silt,gray,10YR 5/1 (gray),30,silt,2,silt,2,,100,gradational,gradational,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,49,F,1,A
355-U1456A-49F-1-A,126.0,141.0,287.36,287.51,,,silt,with clay,silt with clay,,,gray,10YR 5/1 (gray),,silt,2,silt,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,49,F,1,A
355-U1456A-49F-2-A,0.0,10.0,287.6,287.7,,,silt,with clay,silt with clay,,,gray,10YR 5/1 (gray),,silt,2,silt,2,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,49,F,2,A
355-U1456A-49F-2-A,10.0,39.0,287.7,287.99,,,clay,,clay,,,gray,10YR 5/1 (gray),50,clay,1,clay,1,,,silt,,silt,silt,silt,gray,10YR 5/1 (gray),50,silt,2,silt,2,,100,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,49,F,2,A
355-U1456A-49F-2-A,39.0,69.0,287.99,288.29,,,clay,,clay,,,gray,10YR 5/1 (gray),70,clay,1,clay,1,,,silt,,silt,silt,silt,gray,10YR 5/1 (gray),30,silt,2,silt,2,,100,gradational,gradational,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,49,F,2,A
355-U1456A-49F-2-A,69.0,93.0,288.29,288.53,,,silt,with clay,silt with clay,,,gray,10YR 5/1 (gray),,silt,2,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,49,F,2,A
355-U1456A-49F-2-A,93.0,106.0,288.53,288.66,,,clay,,clay,,,gray,10YR 5/1 (gray),90,clay,1,clay,1,,,silt,,silt,silt,silt,gray,10YR 5/1 (gray),10,silt,2,silt,2,,100,planar,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,49,F,2,A
355-U1456A-49F-2-A,106.0,150.0,288.66,289.1,,,sand,,sand,,,gray,GLEY 1 4/5G (greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,49,F,2,A
355-U1456A-49F-3-A,0.0,65.0,289.1,289.75,,,sand,,sand,,,gray,GLEY 1 4/5G (greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,49,F,3,A
355-U1456A-49F-CC-A,0.0,10.0,289.75,289.85,,,sand,,sand,,,gray,GLEY 1 4/5G (greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,49,F,CC,A
355-U1456A-50F,0.0,340.0,290.8,294.2,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,50,F,,
355-U1456A-50F-1-A,0.0,10.0,290.8,290.9,,,clay,,clay,,,gray,10YR 5/1 (gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,A,50,F,1,A
355-U1456A-50F-1-A,10.0,48.0,290.9,291.28,,,silt,,silt,,,gray,10YR 5/1 (gray),,silt,2,fine sand,4,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,50,F,1,A
355-U1456A-50F-1-A,48.0,83.0,291.28,291.63,,,sand,,sand,,,gray,GLEY 1 4/5G (greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,A,50,F,1,A
355-U1456A-50F-1-A,83.0,100.0,291.63,291.8,,,clay,,clay,,,gray,10YR 5/1 (gray),80,clay,1,clay,1,,,silt,,silt,silt,silt,gray,10YR 5/1 (gray),20,silt,2,silt,2,,100,gradational,gradational,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,50,F,1,A
355-U1456A-50F-1-A,100.0,107.0,291.8,291.87,,,sand,with silt,sand with silt,,,gray,10YR 5/1 (gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,50,F,1,A
355-U1456A-50F-2-A,0.0,7.0,291.87,291.94,,,sand,with silt,sand with silt,,,gray,10YR 5/1 (gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,A,50,F,2,A
355-U1456A-50F-2-A,7.0,20.0,291.94,292.07,,,silt,,silt,,,gray,10YR 5/1 (gray),70,silt,2,silt,2,,,clay,,clay,clay,clay,gray,10YR 5/1 (gray),30,clay,1,clay,1,,100,gradational,gradational,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,50,F,2,A
355-U1456A-50F-2-A,20.0,52.0,292.07,292.39,,,sand,,sand,,,gray,GLEY 1 4/5G (greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,irregular,wavy,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,50,F,2,A
355-U1456A-50F-2-A,52.0,74.0,292.39,292.61,,,silt,,silt,,,gray,10YR 5/1 (gray),70,silt,2,very fine sand,3,,,clay,,clay,clay,clay,gray,10YR 5/1 (gray),30,clay,1,silt,2,,100,gradational,gradational,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,50,F,2,A
355-U1456A-50F-2-A,74.0,90.0,292.61,292.77,,,sand,,sand,,,gray,GLEY 1 4/5G (greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,50,F,2,A
355-U1456A-50F-2-A,90.0,105.0,292.77,292.92,,,sand,with silt,sand with silt,,,gray,10YR 5/1 (gray),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,50,F,2,A
355-U1456A-50F-3-A,0.0,40.0,292.92,293.32,,,sand,with silt,sand with silt,,,gray,10YR 5/1 (gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,50,F,3,A
355-U1456A-50F-3-A,40.0,74.0,293.32,293.66,,,sand,,sand,,,gray,GLEY 1 4/5G (greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,50,F,3,A
355-U1456A-50F-4-A,0.0,49.0,293.66,294.15,,,sand,,sand,,,gray,GLEY 1 4/5G (greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,50,F,4,A
355-U1456A-51F,0.0,378.0,295.5,299.28,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,51,F,,
355-U1456A-51F-1-A,0.0,114.0,295.5,296.64,,,sand,with silt,sand with silt,,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,,,,very thickly bedded,normally graded,,,,,,,,,,,,355,U1456,A,51,F,1,A
355-U1456A-51F-2-A,0.0,124.0,296.64,297.88,,,sand,with silt,sand with silt,,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,,,,very thickly bedded,normally graded,,,,,,,,,,,,355,U1456,A,51,F,2,A
355-U1456A-51F-3-A,0.0,125.0,297.88,299.13,,,sand,with silt,sand with silt,,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,,,,very thickly bedded,normally graded,,,,,,,,,,,,355,U1456,A,51,F,3,A
355-U1456A-51F-CC-A,0.0,10.0,299.13,299.23,,,sand,with silt,sand with silt,,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,,,,thinly bedded,normally graded,,,,,,,,,,,,355,U1456,A,51,F,CC,A
355-U1456A-52F,0.0,443.0,300.2,304.63,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,52,F,,
355-U1456A-52F-1-A,0.0,97.0,300.2,301.17,,,sand,with silt,sand with silt,,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,thickly bedded,normally graded,,,,,,,,,,,,355,U1456,A,52,F,1,A
355-U1456A-52F-1-A,97.0,116.0,301.17,301.36,,,silt,with clay,silt with clay,,,light gray,5YR 5/1 (gray),,silt,2,silt,2,,,,,,,,,,,,,,,,,erosive,scoured,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,52,F,1,A
355-U1456A-52F-1-A,116.0,150.0,301.36,301.7,,,sand,with silt,sand with silt,,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,,,,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,52,F,1,A
355-U1456A-52F-2-A,0.0,15.0,301.7,301.85,,,sand,with silt,sand with silt,,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,erosive,scoured,sub-horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,52,F,2,A
355-U1456A-52F-2-A,15.0,43.0,301.85,302.13,,,silt,with clay,silt with clay,,,light gray,5YR 5/1 (gray),,clay,1,fine sand,4,,,,,,,,,,,,,,,,,planar,scoured,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,52,F,2,A
355-U1456A-52F-2-A,43.0,118.0,302.13,302.88,,,sand,with silt,sand with silt,,,light gray,5YR 5/1 (gray),85,fine sand,4,medium sand,5,,,clay,with silt,clay,clay with silt,clay with silt,light gray,5YR 5/1 (gray),15,clay,1,silt,2,,100,irregular,scoured,vertical,thickly bedded,normally graded,,,,,,,,,,,,355,U1456,A,52,F,2,A
355-U1456A-52F-2-A,118.0,140.0,302.88,303.1,,,sand,with silt,sand with silt,,,light gray,5YR 5/1 (gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,,,,thickly bedded,normally graded,,,,,,,,,,,,355,U1456,A,52,F,2,A
355-U1456A-52F-3-A,0.0,138.0,303.2,304.58,,,sand,with silt,sand with silt,,,light gray,5YR 5/1 (gray),95,fine sand,4,medium sand,5,,,clay,with silt,clay,clay with silt,clay with silt,light gray,5YR 5/1 (gray),5,clay,1,silt,2,,100,,,,very thickly bedded,normally graded,,,,,,,,,,,,355,U1456,A,52,F,3,A
355-U1456A-53F,0.0,471.0,304.9,309.61,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,53,F,,
355-U1456A-53F-1-A,0.0,4.0,304.9,304.94,,,clay,with silt,clay with silt,,,light gray,5YR 5/1 (gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,planar,sharp,sub-horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,A,53,F,1,A
355-U1456A-53F-1-A,4.0,20.0,304.94,305.1,,nannofossil rich,clay,with silt,nannofossil rich clay with silt,,color banding,dark green,GLEY 1 2.5/10Y (greenish black),80,clay,1,silt,2,,,silt,with clay,silt,silt with clay,silt with clay,green,GLEY 1 2.5/5GY (greenish black),20,silt,2,silt,2,,100,planar,bioturbated,sub-horizontal,medium bedded,,,,,slight,2,,,,,,,355,U1456,A,53,F,1,A
355-U1456A-53F-1-A,20.0,50.0,305.1,305.4,,nannofossil rich,clay,with silt,nannofossil rich clay with silt,,color banding,dark green,GLEY 1 2.5/10Y (greenish black),60,clay,1,silt,2,,,silt,with clay,silt,silt with clay,silt with clay,green,GLEY 1 2.5/5GY (greenish black),40,silt,2,very fine sand,3,,100,planar,sharp,horizontal,medium bedded,,,,,slight,2,,,,,,,355,U1456,A,53,F,1,A
355-U1456A-53F-1-A,50.0,77.0,305.4,305.67,,nannofossil rich,clay,,nannofossil rich clay,,bigradational bedding,dark green,GLEY 1 2.5/10Y (greenish black),80,clay,1,silt,2,,,silt,with clay,silt,silt with clay,silt with clay,green,GLEY 1 2.5/5GY (greenish black),20,silt,2,silt,2,,100,planar,sharp,sub-horizontal,medium bedded,,,,,moderate,3,,,,,,,355,U1456,A,53,F,1,A
355-U1456A-53F-1-A,77.0,103.0,305.67,305.93,,,silt,with clay,silt with clay,,color banding,green,GLEY 1 2.5/5GY (greenish black),60,silt,2,very fine sand,3,,,nannofossil ooze,with silt,nannofossil ooze,nannofossil ooze with silt,nannofossil ooze with silt,dark green,GLEY 1 2.5/10Y (greenish black),40,clay,1,clay,1,,100,planar,scoured,sub-horizontal,thickly bedded,,,,,slight,2,,,,,,,355,U1456,A,53,F,1,A
355-U1456A-53F-1-A,103.0,145.0,305.93,306.35,,nannofossil rich,clay,,nannofossil rich clay,,burrows,dark green,GLEY 1 2.5/10Y (greenish black),95,clay,1,silt,2,,,silt,with clay,silt,silt with clay,silt with clay,green,GLEY 1 2.5/5GY (greenish black),5,silt,2,silt,2,,100,planar,scoured,,thinly bedded,,,,,moderate,3,,,,,,,355,U1456,A,53,F,1,A
355-U1456A-53F-1-A,145.0,150.0,306.35,306.4,,nannofossil rich,clay,with silt,nannofossil rich clay with silt,,,dark gray,5YR 4/1 (dark gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,very thinly bedded,,,,,slight,2,,,,,,,355,U1456,A,53,F,1,A
355-U1456A-53F-2-A,0.0,122.0,306.4,307.62,,,clay,with silt,clay with silt,,,brown,5YR 5/1 (gray),70,clay,1,silt,2,,,silt,with clay,silt,silt with clay,silt with clay,brown,5YR 7/1 (light gray),30,silt,2,very fine sand,3,,100,planar,gradational,sub-horizontal,very thickly bedded,,,,,,,,,,,,,355,U1456,A,53,F,2,A
355-U1456A-53F-2-A,122.0,150.0,307.62,307.9,,,clay,with silt,clay with silt,,,brown,5YR 5/1 (gray),95,clay,1,silt,2,,,silt,with clay,silt,silt with clay,silt with clay,brown,5YR 7/1 (light gray),5,silt,2,very fine sand,3,,100,planar,gradational,,medium bedded,,,,,,,,,,,,,355,U1456,A,53,F,2,A
355-U1456A-53F-3-A,0.0,30.0,307.9,308.2,,,clay,with silt,clay with silt,,,brown,5YR 5/1 (gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,scoured,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,53,F,3,A
355-U1456A-53F-3-A,30.0,57.0,308.2,308.47,,,clay,with silt,clay with silt,,,brown,5YR 5/1 (gray),80,clay,1,silt,2,,,silt,with clay,silt,silt with clay,silt with clay,brown,5YR 7/1 (light gray),20,silt,2,very fine sand,3,,100,erosive,sharp,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,53,F,3,A
355-U1456A-53F-3-A,57.0,90.0,308.47,308.8,,,clay,with silt,clay with silt,,,brown,5YR 5/1 (gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,thickly bedded,,,,,,,,,,,,,355,U1456,A,53,F,3,A
355-U1456A-53F-4-A,0.0,9.0,308.81,308.9,,,clay,with silt,clay with silt,,,brown,5YR 5/1 (gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,thinly bedded,,,,,,,,,,,,,355,U1456,A,53,F,4,A
355-U1456A-53F-4-A,9.0,28.0,308.9,309.09,,,silt,with sand,silt with sand,,,gray,10YR 3/1 (very dark gray),,silt,2,fine sand,4,,,,,,,,,,,,,,,,,,,,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,53,F,4,A
355-U1456A-53F-4-A,28.0,75.0,309.09,309.56,,,clay,with silt,clay with silt,,,brown,5YR 5/1 (gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,thickly bedded,,,,,,,,,,,,,355,U1456,A,53,F,4,A
355-U1456A-54F,0.0,302.0,309.6,312.62,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,54,F,,
