Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Bottom contact or boundary geometry,Bottom contact or boundary attitude,Bedding thickness of MAJOR lithology,Interbed lithology,Thickness of interbeds,INTERPRETATION - Turbiditic or Hemipelagic,TEPHRA type,Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
354-U1455B-1H-5-A,0,5,4.54,4.59,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,dark gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1455,B,1,H,5,A,,,,16
354-U1455B-1H-5-A,5,45,4.59,4.99,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,,,,,,,,,,,,,,,,354,U1455,B,1,H,5,A,,,,17
354-U1455B-1H-5-A,50,55,5.04,5.09,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,dark gray,,,,,,,,,,,,,,,,354,U1455,B,1,H,5,A,,,,18
354-U1455B-1H-5-A,55,88,5.09,5.42,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,,,,,,,,,,,,,,,,354,U1455,B,1,H,5,A,,,,19
354-U1455B-1H-5-A,88,106,5.42,5.6,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,,,,,354,U1455,B,1,H,5,A,,,,20
354-U1455B-1H-5-A,110,115,5.64,5.69,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,dark gray,,,,,,,,,,,,,,,,354,U1455,B,1,H,5,A,,,,21
354-U1455B-1H-6-A,0,23,5.69,5.92,,silty [Leg339],clay [Leg210],with foraminifers [2014],silty clay,silty clay with foraminifers,clay with foraminifers,,dark gray,sharp irregular,sub-horizontal,thin bed [B01],clay [Leg210],thin bed [B01],,,,,,,,,,,354,U1455,B,1,H,6,A,,,,22
354-U1455B-1H-6-A,23,40,5.92,6.09,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,sharp irregular,sub-horizontal,,,,,,,,,,,,,,354,U1455,B,1,H,6,A,,,,23
354-U1455B-1H-6-A,40,67,6.09,6.36,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,dark gray,sharp irregular,sub-horizontal,thin bed [B01],silt [Leg210],lamina [M&W53],T,,mottling [BJ80],,,,,,,,354,U1455,B,1,H,6,A,,,,24
354-U1455B-1H-6-A,67,73,6.36,6.42,,silty [Leg339],clay [Leg210],with mica,silty clay,silty clay with mica,clay with mica,,dark gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1455,B,1,H,6,A,,,,25
354-U1455B-1H-6-A,73,88,6.42,6.57,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,dark gray,,,medium bed [B01],silt [Leg210],lamina [M&W53],,,mottling [BJ80],,,,,,,,354,U1455,B,1,H,6,A,,,,26
354-U1455B-1H-6-A,73,89,6.42,6.58,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,dark gray,,,medium bed [B01],silt [Leg210],lamina [M&W53],,,mottling [BJ80],,,,,,,,354,U1455,B,1,H,6,A,,,,27
354-U1455B-1H-6-A,89,94,6.58,6.63,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,dark gray,,,,,,,,,,,,,,,,354,U1455,B,1,H,6,A,,,,28
354-U1455B-1H-CC-A,10,17,6.81,6.88,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,dark gray,,,,,,,,mottling [BJ80],,,,,,,,354,U1455,B,1,H,CC,A,,,,29
