Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Principal Name,REFERENCE,Lithology Prefix,COMPLETE NAME,LITHOLOGY [%],LITHIFICATION,COLOR,GRAVEL SIZE CLASTLITHOLOGY,GRAVEL SIZE CLASTSHAPE,GRAVEL SIZE CLASTROUNDNESS,VOLCANICLASTIC GRAINS,COMMENTS,PHENOCRYST ABUNDANCE,PHENOCRYST COMPOSITION,PHENOCRYST GRAIN SIZE (mm),GROUNDMASS GRAIN SIZE (mm),GROUNDMASS COLOUR,VESICLE ABUNDANCE,VESICLE SHAPE,Lithology Suffix,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
323-U1341B-2H-2-A,323,U1341,B,2,2-2,H,2,A,0,10,10.2,10.3,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,18
323-U1341B-2H-2-A,323,U1341,B,2,2-2,H,2,A,10,54,10.3,10.74,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,20,soft,10Y 4/1,,,,,,,,,,,,,,,,,19
323-U1341B-2H-2-A,323,U1341,B,2,2-2,H,2,A,10,54,10.3,10.74,diatom ooze,Leg 323,,diatom ooze,80,soft,5Y 4/3,,,,,,,,,,,,,,,,,20
323-U1341B-2H-2-A,323,U1341,B,2,2-2,H,2,A,54,130,10.74,11.5,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,21
323-U1341B-2H-2-A,323,U1341,B,2,2-2,H,2,A,130,150,11.5,11.7,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/3,,,,,,,,,,,,,,,,,22
323-U1341B-2H-3-A,323,U1341,B,2,2-3,H,3,A,0,27,11.7,11.97,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/3,,,,,,,,,,,,,,,,,23
323-U1341B-2H-3-A,323,U1341,B,2,2-3,H,3,A,27,150,11.97,13.2,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,24
323-U1341B-2H-4-A,323,U1341,B,2,2-4,H,4,A,0,20,13.2,13.4,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,25
323-U1341B-2H-4-A,323,U1341,B,2,2-4,H,4,A,20,60,13.4,13.8,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/3,,,,,,,,,,,,,,,,,26
323-U1341B-2H-4-A,323,U1341,B,2,2-4,H,4,A,60,110,13.8,14.3,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,27
323-U1341B-2H-4-A,323,U1341,B,2,2-4,H,4,A,110,150,14.3,14.7,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/3,,,,,,,,,,,,,,,,,28
323-U1341B-2H-5-A,323,U1341,B,2,2-5,H,5,A,0,8,14.7,14.78,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/3,,,,,,,,,,,,,,,,,29
323-U1341B-2H-5-A,323,U1341,B,2,2-5,H,5,A,8,80,14.78,15.5,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,30
323-U1341B-2H-5-A,323,U1341,B,2,2-5,H,5,A,80,150,15.5,16.2,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/3,,,,,,,,,,,,,,,,,31
323-U1341B-2H-6-A,323,U1341,B,2,2-6,H,6,A,0,8,16.2,16.28,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/3,,,,,,,,,,,,,,,,,32
323-U1341B-2H-6-A,323,U1341,B,2,2-6,H,6,A,8,60,16.28,16.8,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,33
323-U1341B-2H-6-A,323,U1341,B,2,2-6,H,6,A,60,110,16.8,17.3,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/3,,,,,,,,,,,,,,,,,34
323-U1341B-2H-6-A,323,U1341,B,2,2-6,H,6,A,110,150,17.3,17.7,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,35
323-U1341B-2H-7-A,323,U1341,B,2,2-7,H,7,A,0,40,17.7,18.1,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,36
323-U1341B-2H-7-A,323,U1341,B,2,2-7,H,7,A,40,65,18.1,18.35,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/3,,,,,,,,,,,,,,,,,37
323-U1341B-2H-CC-A,323,U1341,B,2,2-CC,H,CC,A,0,13,18.35,18.48,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/3,,,,,,,,,,,,,,,,,38
323-U1341B-3H-1,323,U1341,B,3,3-1,H,1,,0,150,18.2,19.7,diatom ooze,United States Geological Survey,,diatom ooze,100,soft,5Y 4/3,,,,,,,,,,,,,,,,,39
323-U1341B-3H-2,323,U1341,B,3,3-2,H,2,,90,101,20.6,20.71,diatom silt,Leg 323,,diatom silt,100,soft,5Y 4/1 ,,,,,,,,,,,,,,,,,40
323-U1341B-3H-2,323,U1341,B,3,3-2,H,2,,101,150,20.71,21.2,diatom ooze,United States Geological Survey,,diatom ooze,100,soft,5Y 4/3,,,,,,,,,,,,,,,,,41
323-U1341B-3H-2-A,323,U1341,B,3,3-2,H,2,A,0,90,19.7,20.6,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/3,,,,,,,,,,,,,,,,,42
323-U1341B-3H-3,323,U1341,B,3,3-3,H,3,,20,70,21.4,21.9,diatom silt,Leg 323,,diatom silt,100,soft,5Y 4/1 ,,,,,,,,,,,,,,,,,43
323-U1341B-3H-3,323,U1341,B,3,3-3,H,3,,70,150,21.9,22.7,diatom ooze,United States Geological Survey,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,,,,,44
323-U1341B-3H-3-A,323,U1341,B,3,3-3,H,3,A,0,20,21.2,21.4,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/3,,,,,,,,,,,,,,,,,45
323-U1341B-3H-4,323,U1341,B,3,3-4,H,4,,90,150,23.6,24.2,diatom silt,Leg 323,,diatom silt,100,soft,5Y 4/1 ,,,,,,,,,,,,,,,,,46
323-U1341B-3H-4-A,323,U1341,B,3,3-4,H,4,A,0,90,22.7,23.6,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,,47
323-U1341B-3H-5,323,U1341,B,3,3-5,H,5,,0,90,24.2,25.1,diatom ooze,United States Geological Survey,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,,,,,48
323-U1341B-3H-5,323,U1341,B,3,3-5,H,5,,90,150,25.1,25.7,diatom silt,Leg 323,,diatom silt,100,soft,5Y 4/1 ,,,,,,,,,,,,,,,,,49
323-U1341B-3H-6-A,323,U1341,B,3,3-6,H,6,A,0,150,25.7,27.2,diatom silt,Leg 323,,diatom silt,,soft,5Y 4/1 ,,,,,,,,,,,,,,,,,50
323-U1341B-3H-7,323,U1341,B,3,3-7,H,7,,0,22,27.2,27.42,diatom silt,Leg 323,,diatom silt,100,soft,5Y 4/1 ,,,,,,,,,,,,,,,,,51
323-U1341B-3H-7,323,U1341,B,3,3-7,H,7,,22,74,27.42,27.94,diatom ooze,United States Geological Survey,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,,,,,52
323-U1341B-4H-1-A,323,U1341,B,4,4-1,H,1,A,0,40,27.7,28.1,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,53
323-U1341B-4H-1-A,323,U1341,B,4,4-1,H,1,A,40,79,28.1,28.49,diatom clay,Leg 323,,diatom clay,,soft,5Y 4/2,,,,,,,,,,,,,,,,,54
323-U1341B-4H-1-A,323,U1341,B,4,4-1,H,1,A,79,150,28.49,29.2,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,55
323-U1341B-4H-2-A,323,U1341,B,4,4-2,H,2,A,0,134,29.2,30.54,diatom clay,Leg 323,,diatom clay,,soft,5Y 4/2,,,,,,,,,,,,,,,,,56
323-U1341B-4H-2-A,323,U1341,B,4,4-2,H,2,A,134,150,30.54,30.7,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,57
323-U1341B-4H-3-A,323,U1341,B,4,4-3,H,3,A,0,23,30.7,30.93,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,58
323-U1341B-4H-3-A,323,U1341,B,4,4-3,H,3,A,23,73,30.93,31.43,diatom clay,Leg 323,,diatom clay,,soft,5Y 4/2,,,,,,,,,,,,,,,,,59
323-U1341B-4H-3-A,323,U1341,B,4,4-3,H,3,A,73,76,31.43,31.46,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,60
323-U1341B-4H-3-A,323,U1341,B,4,4-3,H,3,A,76,150,31.46,32.2,diatom clay,Leg 323,,diatom clay,,soft,5Y 4/2,,,,,,,,,,,,,,,,,61
323-U1341B-4H-4-A,323,U1341,B,4,4-4,H,4,A,0,16,32.2,32.36,diatom clay,Leg 323,,diatom clay,,soft,5Y 4/2,,,,,,,,,,,,,,,,,62
323-U1341B-4H-4-A,323,U1341,B,4,4-4,H,4,A,16,64,32.36,32.84,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,63
323-U1341B-4H-4-A,323,U1341,B,4,4-4,H,4,A,64,150,32.84,33.7,diatom clay,Leg 323,,diatom clay,,soft,5Y 4/2,,,,,,,,,,,,,,,,,64
323-U1341B-4H-5-A,323,U1341,B,4,4-5,H,5,A,0,16,33.7,33.86,diatom clay,Leg 323,,diatom clay,,soft,5Y 4/2,,,,,,,,,,,,,,,,,65
323-U1341B-4H-5-A,323,U1341,B,4,4-5,H,5,A,16,65,33.86,34.35,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,66
323-U1341B-4H-5-A,323,U1341,B,4,4-5,H,5,A,65,150,34.35,35.2,diatom clay,Leg 323,,diatom clay,,soft,5Y 4/2,,,,,,,,,,,,,,,,,67
323-U1341B-4H-6-A,323,U1341,B,4,4-6,H,6,A,0,17,35.2,35.37,diatom clay,Leg 323,,diatom clay,100,soft,5Y 4/2,,,,,,,,,,,,,,,,,68
323-U1341B-4H-6-A,323,U1341,B,4,4-6,H,6,A,17,27,35.37,35.47,diatom silt,Leg 323,,diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,69
323-U1341B-4H-6-A,323,U1341,B,4,4-6,H,6,A,27,150,35.47,36.7,diatom clay,Leg 323,,diatom clay,100,soft,5Y 4/2,,,,,,,,,,,,,,,,,70
323-U1341B-4H-6-A,323,U1341,B,4,4-6,H,6,A,36,150,35.56,36.7,diatom silt,Leg 323,,diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,71
323-U1341B-4H-7-A,323,U1341,B,4,4-7,H,7,A,0,36,36.7,37.06,diatom clay,Leg 323,,diatom clay,100,soft,5Y 4/2,,,,,,,,,,,,,,,,,72
323-U1341B-4H-7-A,323,U1341,B,4,4-7,H,7,A,36,66,37.06,37.36,diatom silt,Leg 323,,diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,73
323-U1341B-4H-7-A,323,U1341,B,4,4-7,H,7,A,66,78,37.36,37.48,diatom clay,Leg 323,,diatom clay,100,soft,5Y 4/2,,,,,,,,,,,,,,,,,74
323-U1341B-4H-CC-A,323,U1341,B,4,4-CC,H,CC,A,0,15,37.48,37.63,diatom clay,Leg 323,,diatom clay,100,soft,5Y 4/2,,,,,,,,,,,,,,,,,75
323-U1341B-5H-1,323,U1341,B,5,5-1,H,1,,0,53,37.2,37.73,diatom clay,Leg 323,,diatom clay,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,76
323-U1341B-5H-1,323,U1341,B,5,5-1,H,1,,53,100,37.73,38.2,diatom clay,Leg 323,,diatom clay,100,soft,10Y 5/1,,,,,,,,,,,,,,,,,77
323-U1341B-5H-1,323,U1341,B,5,5-1,H,1,,100,126,38.2,38.46,diatom ooze,Leg 323,,diatom ooze,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,78
323-U1341B-5H-1,323,U1341,B,5,5-1,H,1,,126,150,38.46,38.7,coarse ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,coarse ash,100,soft,2.5Y 3/1,,,,,,,,,,,,,,,,,79
323-U1341B-5H-2,323,U1341,B,5,5-2,H,2,,8,90,38.78,39.6,diatom ooze,Leg 323,,diatom ooze,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,80
323-U1341B-5H-2,323,U1341,B,5,5-2,H,2,,90,140,39.6,40.1,diatom clay,Leg 323,,diatom clay,100,soft,10Y 5/1,,,,,,,,,,,,,,,,,81
323-U1341B-5H-2,323,U1341,B,5,5-2,H,2,,140,150,40.1,40.2,diatom clay,Leg 323,,diatom clay,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,82
323-U1341B-5H-2-A,323,U1341,B,5,5-2,H,2,A,0,8,38.7,38.78,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,83
323-U1341B-5H-3,323,U1341,B,5,5-3,H,3,,130,150,41.5,41.7,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 5/3,,,,,,,,,,,,,,,,,84
323-U1341B-5H-3-A,323,U1341,B,5,5-3,H,3,A,0,130,40.2,41.5,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,85
323-U1341B-5H-4,323,U1341,B,5,5-4,H,4,,130,150,43,43.2,diatom clay,Leg 323,,diatom clay,100,soft,10Y 5/1,,,,,,,,,,,,,,,,,86
323-U1341B-5H-4-A,323,U1341,B,5,5-4,H,4,A,0,130,41.7,43,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 5/3,,,,,,,,,,,,,,,,,87
323-U1341B-5H-5,323,U1341,B,5,5-5,H,5,,118,150,44.38,44.7,diatom ooze,Leg 323,,diatom ooze,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,88
323-U1341B-5H-5-A,323,U1341,B,5,5-5,H,5,A,0,118,43.2,44.38,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,89
323-U1341B-5H-6-A,323,U1341,B,5,5-6,H,6,A,0,150,44.7,46.2,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,90
323-U1341B-5H-7,323,U1341,B,5,5-7,H,7,,3,84,46.23,47.04,diatom clay,Leg 323,,diatom clay,100,soft,10Y 5/1,,,,,,,,,,,,,,,,,91
323-U1341B-5H-7-A,323,U1341,B,5,5-7,H,7,A,0,3,46.2,46.23,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,92
323-U1341B-6H-1-A,323,U1341,B,6,6-1,H,1,A,0,3,46.7,46.73,diatom ooze,Leg 323,nannofossil-bearing,nannofossil-bearing diatom ooze,100,soupy,5Y 4/3,,,,,,,,,,,,,,,,,93
323-U1341B-6H-1-A,323,U1341,B,6,6-1,H,1,A,3,106,46.73,47.76,diatom ooze,Leg 323,nannofossil-bearing,nannofossil-bearing diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,,,,,94
323-U1341B-6H-1-A,323,U1341,B,6,6-1,H,1,A,106,112,47.76,47.82,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,100,soft,5YR 2.5/1,,,,,,,,,,,,,,,,,95
323-U1341B-6H-1-A,323,U1341,B,6,6-1,H,1,A,112,118,47.82,47.88,diatom ooze,Leg 323,nannofossil-bearing,nannofossil-bearing diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,,,,,96
323-U1341B-6H-1-A,323,U1341,B,6,6-1,H,1,A,118,150,47.88,48.2,diatom silt,"Shepard, 1954",,diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,97
323-U1341B-6H-2-A,323,U1341,B,6,6-2,H,2,A,0,17,48.2,48.37,diatom silt,"Shepard, 1954",,diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,98
323-U1341B-6H-2-A,323,U1341,B,6,6-2,H,2,A,17,110,48.37,49.3,diatom ooze,Leg 323,nannofossil-bearing,nannofossil-bearing diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,,,,,99
323-U1341B-6H-2-A,323,U1341,B,6,6-2,H,2,A,110,150,49.3,49.7,diatom ooze,Leg 323,nannofossil-bearing,nannofossil-bearing diatom ooze,100,soft,5Y 6/4,,,,,,,,,,,,,,,,,100
323-U1341B-6H-3-A,323,U1341,B,6,6-3,H,3,A,0,45,49.7,50.15,diatom ooze,Leg 323,nannofossil-rich,nannofossil-rich diatom ooze,100,soft,5Y 6/4,,,,,,,,,,,,,,,,,101
323-U1341B-6H-3-A,323,U1341,B,6,6-3,H,3,A,45,142,50.15,51.12,diatom silt,"Shepard, 1954",,diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,102
323-U1341B-6H-3-A,323,U1341,B,6,6-3,H,3,A,142,150,51.12,51.2,diatom ooze,Leg 323,nannofossil-bearing,nannofossil-bearing diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,,,,,103
323-U1341B-6H-4-A,323,U1341,B,6,6-4,H,4,A,0,60,51.2,51.8,diatom ooze,Leg 323,nannofossil-bearing,nannofossil-bearing diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,,,,,104
323-U1341B-6H-4-A,323,U1341,B,6,6-4,H,4,A,60,150,51.8,52.7,diatom silt,"Shepard, 1954",,diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,105
323-U1341B-6H-5-A,323,U1341,B,6,6-5,H,5,A,0,20,52.7,52.9,diatom silt,"Shepard, 1954",,diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,106
323-U1341B-6H-5-A,323,U1341,B,6,6-5,H,5,A,20,60,52.9,53.3,diatom ooze,Leg 323,nannofossil-bearing,nannofossil-bearing diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,,,,,107
323-U1341B-6H-5-A,323,U1341,B,6,6-5,H,5,A,60,74,53.3,53.44,diatom silt,"Shepard, 1954",,diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,108
323-U1341B-6H-5-A,323,U1341,B,6,6-5,H,5,A,74,133,53.44,54.03,diatom ooze,Leg 323,nannofossil-bearing,nannofossil-bearing diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,,,,,109
323-U1341B-6H-5-A,323,U1341,B,6,6-5,H,5,A,133,150,54.03,54.2,diatom silt,"Shepard, 1954",,diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,110
323-U1341B-6H-6-A,323,U1341,B,6,6-6,H,6,A,0,40,54.2,54.6,diatom silt,"Shepard, 1954",,diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,111
323-U1341B-6H-6-A,323,U1341,B,6,6-6,H,6,A,40,140,54.6,55.6,diatom ooze,Leg 323,nannofossil-bearing,nannofossil-bearing diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,,,,,112
323-U1341B-6H-6-A,323,U1341,B,6,6-6,H,6,A,140,150,55.6,55.7,diatom silt,"Shepard, 1954",,diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,113
323-U1341B-6H-7-A,323,U1341,B,6,6-7,H,7,A,0,83,55.7,56.53,diatom silt,"Shepard, 1954",,diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,114
323-U1341B-6H-CC-A,323,U1341,B,6,6-CC,H,CC,A,0,6,56.53,56.59,diatom silt,"Shepard, 1954",,diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,115
323-U1341B-7H-1,323,U1341,B,7,7-1,H,1,,0,150,56.2,57.7,diatom ooze,Leg 323,,diatom ooze,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,116
323-U1341B-7H-2-A,323,U1341,B,7,7-2,H,2,A,0,150,57.7,59.2,diatom ooze,Leg 323,,diatom ooze,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,117
323-U1341B-7H-3-A,323,U1341,B,7,7-3,H,3,A,0,150,59.2,60.7,diatom ooze,Leg 323,,diatom ooze,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,118
323-U1341B-7H-4-A,323,U1341,B,7,7-4,H,4,A,0,150,60.7,62.2,diatom ooze,Leg 323,,diatom ooze,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,119
323-U1341B-7H-5-A,323,U1341,B,7,7-5,H,5,A,0,150,62.2,63.7,diatom ooze,Leg 323,,diatom ooze,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,120
323-U1341B-7H-6-A,323,U1341,B,7,7-6,H,6,A,0,150,63.7,65.2,diatom ooze,Leg 323,,diatom ooze,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,121
323-U1341B-7H-7-A,323,U1341,B,7,7-7,H,7,A,0,75,65.2,65.95,diatom ooze,Leg 323,,diatom ooze,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,122
323-U1341B-7H-CC-A,323,U1341,B,7,7-CC,H,CC,A,0,23,65.95,66.18,diatom ooze,Leg 323,,diatom ooze,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,123
323-U1341B-8H-1,323,U1341,B,8,8-1,H,1,,0,150,65.7,67.2,diatom ooze,Leg 323,,diatom ooze,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,124
323-U1341B-8H-2,323,U1341,B,8,8-2,H,2,,27,90,67.47,68.1,diatom clay,Leg 323,,diatom clay,100,soft,5Y 4/1 ,,,,,,,,,,,,,,,,,125
323-U1341B-8H-2,323,U1341,B,8,8-2,H,2,,90,150,68.1,68.7,diatom ooze,Leg 323,,diatom ooze,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,126
323-U1341B-8H-2-A,323,U1341,B,8,8-2,H,2,A,0,27,67.2,67.47,diatom ooze,Leg 323,,diatom ooze,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,127
323-U1341B-8H-3,323,U1341,B,8,8-3,H,3,,60,78,69.3,69.48,diatom ooze,Leg 323,foraminifer-bearing nannofossil-rich,foraminifer-bearing nannofossil-rich diatom ooze,100,soft,10Y 5/2,,,,,,,,,,,,,,,,,128
323-U1341B-8H-3,323,U1341,B,8,8-3,H,3,,78,150,69.48,70.2,diatom ooze,Leg 323,,diatom ooze,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,129
