Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,LITH 1 prefix+name [read only],LITH 1 prefix+name+suffix [read only],LITH 1 abundance [%],LITH 1 color,LITH 1 lithification,LITH 1 ave. grain size class,LITH 1 ave. grain size rank [read only],LITH 1 max. grain size class,LITH 1 max. grain size rank [read only],LITH 1 grain sorting,LITH 1 Ash abundance name,LITH 1 Ash abundance rank (read only),LITH 1 comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,LITH 2 prefix+name [read only],LITH 2 prefix+name+suffix [read only],LITH 2 abundance [%],Total LITH abundance [%],LITH 2 Ash abundance name,LITH 2 Ash abundance rank (read only),General interval comment,Bottom contact geometry,Bottom contact attitude,LITH 1 Layer or bedding thickness,LITH 1 Sedimentary structure,LITH 1 Bioturbation intensity,LITH 1 Bioturbation intensity rank [read only],LITH 1 Deformational structure,LITH 1 Deformational structure attitude,LITH 1 Diagenetic structure,LITH 1 Diagenetic constituent,LITH 1 Diagenetic constituent composition,LITH 1 Macrofossil,LITH 1 Macrofossil abundance name,LITH 2 Macrofossil,LITH 1 Clast abundance,LITH 1 Number of clasts (>2mm),LITH 1 Clast 1 igneous [%],LITH 1 Clast 1 igneous -  grain size,LITH 1 Clast 1 igneous -  roundness,LITH 1 Clast 1 igneous -  lithology,LITH 1 Clast 2 sediment [%],LITH 1 Clast 2 sediment - grain size,LITH 1 Clast 2 sediment - roundness,LITH 1 Clast 3 -other LITH [%],LITH 1 Clast 3 metamorphic - grain size,LITH 1 Clast 3 metamorphic - roundness,Total clasts calculated LITH 1 [%],LITH 1 Matrix 1 igneous - pumiceous [%],LITH 1 Matrix 2 igneous - scoriaceous [%],LITH 1 Matrix 3 igneous - massive [%],LITH 1 Matrix 4 igneous - vesicular [%],LITH 1 Matrix 5 volcaniclastic [%],LITH 1 Matrix 6 sediment [%],LITH 1 Matrix 7 -other LITH [%],LITH 1 Matrix biogenic carbonate [%],LITH 1 Matrix detritical carbonate [%],LITH 1 Matrix carbonate [%],Total matrix calculated LITH 1 [%],LITH 1 Matrix sorting,LITH 1 Matrix alteration intensity,LITH 1 Matrix alteration rank,LITH 1 Matrix comments,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,row_index
349-U1431E-19R-1-#2-A,52,55,720.55,720.58,calcareous rich,claystone [Leg339],,calcareous rich claystone ,calcareous rich claystone ,100,GLEY 1 5/10Y (greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,planar,horizontal,thin bed [B01],lamination,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,19,R,1,A,586
349-U1431E-19R-1-#2-A,55,66,720.58,720.69,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 4/N (dark gray),lithified [B84],medium sand [W22_2],5,medium sand [W22_2],5,moderately well [BP01],,,,,,,,,,100,,,,irregular,horizontal,medium bed [B01],lamination,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,19,R,1,A,587
349-U1431E-19R-1-#2-A,66,71,720.69,720.74,calcareous rich,claystone [Leg339],,calcareous rich claystone ,calcareous rich claystone ,100,GLEY 1 5/10Y (greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,planar,horizontal,medium bed [B01],graded bedding,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,19,R,1,A,588
349-U1431E-19R-1-#2-A,71,81,720.74,720.84,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 4/N (dark gray),lithified [B84],medium sand [W22_2],5,coarse sand [W22_2],6,moderately well [BP01],,,,,,,,,,100,,,,planar,horizontal,medium bed [B01],lamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,19,R,1,A,589
349-U1431E-19R-1-#2-A,81,89,720.84,720.92,calcareous rich,claystone [Leg339],,calcareous rich claystone ,calcareous rich claystone ,100,GLEY 1 5/10Y (greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,,,medium bed [B01],lamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,19,R,1,A,590
349-U1431E-19R-2-#1-A,0,18,720.92,721.1,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 4/N (dark gray),lithified [B84],medium sand [W22_2],5,medium sand [W22_2],5,moderately well [BP01],,,,,,,,,,100,,,,erosive,horizontal,medium bed [B01],lamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,19,R,2,A,591
349-U1431E-19R-2-#1-A,18,23,721.1,721.15,calcareous rich,claystone [Leg339],,calcareous rich claystone ,calcareous rich claystone ,100,GLEY 1 5/10Y (greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,gradational,horizontal,medium bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,19,R,2,A,592
349-U1431E-19R-2-#1-A,23,28,721.15,721.2,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 4/N (dark gray),lithified [B84],medium sand [W22_2],5,coarse sand [W22_2],6,moderately well [BP01],,,,,,,,,,100,,,,erosive,horizontal,thin bed [B01],lamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,19,R,2,A,593
349-U1431E-19R-2-#1-A,28,36,721.2,721.28,,claystone [Leg339],,claystone ,claystone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,planar,horizontal,medium bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,19,R,2,A,594
349-U1431E-19R-2-#1-A,36,42,721.28,721.34,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 4/N (dark gray),lithified [B84],medium sand [W22_2],5,medium sand [W22_2],5,moderately well [BP01],,,,,,,,,,100,,,,erosive,horizontal,medium bed [B01],lamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,19,R,2,A,595
349-U1431E-19R-2-#1-A,42,58,721.34,721.5,,claystone [Leg339],,claystone ,claystone ,65,GLEY 1 5/10Y (greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,sandstone [Leg339],,sandstone ,sandstone ,35,100,,,,gradational,horizontal,thin bed [B01],lamination,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,19,R,2,A,596
349-U1431E-19R-2-#1-A,58,79,721.5,721.71,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 4/N (dark gray),lithified [B84],medium sand [W22_2],5,medium sand [W22_2],5,moderately well [BP01],,,,,,,,,,100,,,,erosive,horizontal,medium bed [B01],load cast [BJ84],none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,19,R,2,A,597
349-U1431E-19R-2-#1-A,79,87,721.71,721.79,calcareous rich,claystone [Leg339],,calcareous rich claystone ,calcareous rich claystone ,100,GLEY 1 5/10Y (greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,,,medium bed [B01],color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,19,R,2,A,598
349-U1431E-19R-2-#2-A,0,9,721.79,721.88,calcareous rich,claystone [Leg339],,calcareous rich claystone ,calcareous rich claystone ,100,GLEY 1 5/10Y (greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,,,medium bed [B01],lamination,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,19,R,2,A,599
349-U1431E-19R-2-#3-A,0,12,721.88,722,calcareous rich,claystone [Leg339],,calcareous rich claystone ,calcareous rich claystone ,100,GLEY 1 5/10Y (greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,gradational,horizontal,medium bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,19,R,2,A,600
349-U1431E-19R-2-#3-A,12,38,722,722.26,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 4/N (dark gray),lithified [B84],medium sand [W22_2],5,coarse sand [W22_2],6,moderately well [BP01],,,,,,,,,,100,,,,erosive,horizontal,thick bed [B01],graded bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,19,R,2,A,601
349-U1431E-19R-3-#1-A,0,74,722.26,723,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],very coarse sand [W22_2],7,pebble [W22_2],9,poor [BP01],,,,,,,,,,100,,,,,,thick bed [B01],lamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,19,R,3,A,602
349-U1431E-19R-3-#2-A,0,53,723,723.53,,breccia [F70],,breccia ,breccia ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],granule [W22_2],8,pebble [W22_2],9,poor [BP01],,,,,,,,,,100,,,,,,thick bed [B01],graded bedding,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,19,R,3,A,603
349-U1431E-19R-4-#1-A,0,2,723.53,723.55,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 4/N (dark gray),lithified [B84],medium sand [W22_2],5,coarse sand [W22_2],6,moderately well [BP01],,,,,,,,,,100,,,,,,thin bed [B01],,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,19,R,4,A,604
349-U1431E-19R-4-#2-A,0,7,723.55,723.62,,breccia [F70],,breccia ,breccia ,100,5Y 6/2 (light olive gray),lithified [B84],clay [W22_1],1,pebble [W22_2],9,very poor [BP01],,,,,,,,,,100,,,,erosive,inclined,thin bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,19,R,4,A,605
349-U1431E-19R-4-#2-A,7,124,723.62,724.79,,breccia [F70],,breccia ,breccia ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],granule [W22_2],8,pebble [W22_2],9,poor [BP01],,,,,,,,,,100,,,,erosive,horizontal,thick bed [B01],graded bedding,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,19,R,4,A,606
349-U1431E-19R-4-#2-A,124,127,724.79,724.82,calcareous rich,claystone [Leg339],,calcareous rich claystone ,calcareous rich claystone ,100,GLEY 1 5/10Y (greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,,,thin bed [B01],lamination,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,19,R,4,A,607
349-U1431E-19R-5-#1-A,0,10,724.82,724.92,calcareous rich,claystone [Leg339],,calcareous rich claystone ,calcareous rich claystone ,100,GLEY 1 5/10Y (greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,planar,horizontal,medium bed [B01],lamination,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,19,R,5,A,608
349-U1431E-19R-5-#1-A,10,82,724.92,725.64,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 4/N (dark gray),lithified [B84],medium sand [W22_2],5,coarse sand [W22_2],6,moderately well [BP01],,,,,,,,,,100,,,,erosive,horizontal,thick bed [B01],graded bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,19,R,5,A,609
349-U1431E-19R-5-#1-A,82,126,725.64,726.08,,claystone [Leg339],,claystone ,claystone ,100,GLEY 1 5/10Y (greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,planar,horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,19,R,5,A,610
349-U1431E-19R-5-#1-A,126,136,726.08,726.18,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 4/N (dark gray),lithified [B84],medium sand [W22_2],5,coarse sand [W22_2],6,well [BP01],,,,,,,,,,100,,,,erosive,horizontal,medium bed [B01],lamination,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,19,R,5,A,611
349-U1431E-19R-5-#1-A,136,141,726.18,726.23,,claystone [Leg339],,claystone ,claystone ,100,GLEY 1 3/N (very dark gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,,,medium bed [B01],lamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,19,R,5,A,612
349-U1431E-19R-6-#2-A,0,18,726.38,726.56,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 4/N (dark gray),lithified [B84],medium sand [W22_2],5,medium sand [W22_2],5,well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],convolute bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,19,R,6,A,613
349-U1431E-19R-6-#3-A,0,8,726.56,726.64,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 4/N (dark gray),lithified [B84],medium sand [W22_2],5,medium sand [W22_2],5,well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],lamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,19,R,6,A,614
349-U1431E-20R-1-#1-A,0,9,729.4,729.49,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,well [BP01],,,,,,,,,,100,,,,,,medium bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,20,R,1,A,615
349-U1431E-20R-1-#2-A,0,12,729.49,729.61,,claystone [Leg339],,claystone ,claystone ,90,GLEY 1 3/N (very dark gray),lithified [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,sandstone [Leg339],,sandstone ,sandstone ,10,100,,,,planar,curved,medium bed [B01],lamination,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,20,R,1,A,616
349-U1431E-20R-1-#2-A,12,17,729.61,729.66,,sandstone [Leg339],,sandstone ,sandstone ,60,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4,medium sand [W22_2],5,moderate [BP01],,,,,claystone [Leg339],,claystone ,claystone ,40,100,,,,planar,horizontal,medium bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,20,R,1,A,617
349-U1431E-20R-1-#2-A,17,29,729.66,729.78,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4,medium sand [W22_2],5,moderate [BP01],,,,,,,,,,100,,,,erosive,horizontal,medium bed [B01],lamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,20,R,1,A,618
349-U1431E-20R-1-#2-A,29,37,729.78,729.86,,claystone [Leg339],,claystone ,claystone ,100,GLEY 1 3/N (very dark gray),lithified [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,,,medium bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,20,R,1,A,619
349-U1431E-20R-1-#3-A,0,8,729.86,729.94,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 4/N (dark gray),lithified [B84],medium sand [W22_2],5,medium sand [W22_2],5,moderate [BP01],,,,,,,,,,100,,,,erosive,horizontal,medium bed [B01],graded bedding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,20,R,1,A,620
349-U1431E-20R-1-#3-A,8,35,729.94,730.21,,claystone [Leg339],,claystone ,claystone ,65,GLEY 1 3/N (very dark gray),lithified [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,sandstone [Leg339],,sandstone ,sandstone ,35,100,,,,,,thin bed [B01],lamination,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,20,R,1,A,621
349-U1431E-20R-1-#4-A,0,12,730.21,730.33,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 4/10GY (dark greenish gray),lithified [B84],fine sand [W22_2],4,medium sand [W22_2],5,moderate [BP01],,,,,,,,,,100,,,,erosive,horizontal,medium bed [B01],lamination,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,20,R,1,A,622
349-U1431E-20R-1-#4-A,12,19,730.33,730.4,,claystone [Leg339],,claystone ,claystone ,100,GLEY 1 3/5GY (very dark greenish gray),lithified [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,,,medium bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,20,R,1,A,623
349-U1431E-20R-1-#5-A,0,15,730.4,730.55,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 4/10GY (dark greenish gray),lithified [B84],fine sand [W22_2],4,medium sand [W22_2],5,moderate [BP01],,,,,,,,,,100,,,,,,medium bed [B01],graded bedding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,20,R,1,A,624
349-U1431E-20R-2-#1-A,0,125,730.55,731.8,,sandstone [Leg339],,sandstone ,sandstone ,,GLEY 1 4/5G (greenish gray),lithified [B84],medium sand [W22_2],5,very coarse sand [W22_2],7,well [BP01],,,,,,,,,,,,,,,,thick bed [B01],graded bedding,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,20,R,2,A,625
349-U1431E-20R-2-#1-A,0,125,730.55,731.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,20,R,2,A,626
349-U1431E-20R-3-#1-A,0,66,731.8,732.46,,sandstone [Leg339],,sandstone ,sandstone ,,GLEY 1 3/5G (very dark greenish green),lithified [B84],medium sand [W22_2],5,coarse sand [W22_2],6,moderately well [BP01],,,,,,,,,,,,,,,,thick bed [B01],graded bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,20,R,3,A,627
349-U1431E-20R-3-#1-A,0,66,731.8,732.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,20,R,3,A,628
349-U1431E-20R-3-#2-A,0,31,732.46,732.77,,sandstone [Leg339],,sandstone ,sandstone ,,GLEY 1 3/5G (very dark greenish green),lithified [B84],coarse sand [W22_2],6,coarse sand [W22_2],6,moderately well [BP01],,,,,,,,,,,,,,,,thick bed [B01],lamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,20,R,3,A,629
349-U1431E-20R-3-#3-A,0,32,732.77,733.09,,sandstone [Leg339],,sandstone ,sandstone ,,GLEY 1 3/5G (very dark greenish green),lithified [B84],coarse sand [W22_2],6,pebble [W22_2],9,moderately well [BP01],,,,,,,,,,,,,,,,thick bed [B01],,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,20,R,3,A,630
349-U1431E-20R-4-#1-A,0,19,733.09,733.28,,breccia [F70],,breccia ,breccia ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],granule [W22_2],8,pebble [W22_2],9,poor [BP01],,,,,,,,,,100,,,,,,very thick bed [B01],,none [DB86],0,,,,,,,,,,,,granule [W22_2],subrounded,,,granule [W22_2],subrounded,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,20,R,4,A,631
349-U1431E-20R-4-#2-A,0,33,733.28,733.61,,breccia [F70],,breccia ,breccia ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],granule [W22_2],8,pebble [W22_2],9,poor [BP01],,,,,,,,,,100,,,,,,very thick bed [B01],,none [DB86],0,,,,,,,,,,,,granule [W22_2],subangular,,,granule [W22_2],subrounded,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,20,R,4,A,632
349-U1431E-20R-4-#3-A,0,64,733.61,734.25,,breccia [F70],,breccia ,breccia ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],granule [W22_2],8,pebble [W22_2],9,poor [BP01],,,,,,,,,,100,,,,,,very thick bed [B01],,none [DB86],0,,,,,,,,,,,,granule [W22_2],subrounded,,,granule [W22_2],subangular,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,20,R,4,A,633
349-U1431E-20R-5-#1-A,0,5,734.25,734.3,,breccia [F70],,breccia ,breccia ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],granule [W22_2],8,pebble [W22_2],9,poor [BP01],,,,,,,,,,100,,,,,,very thick bed [B01],,none [DB86],0,,,,,,,,,,,,granule [W22_2],subrounded,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,20,R,5,A,634
349-U1431E-20R-5-#2-A,0,44,734.3,734.74,,breccia [F70],,breccia ,breccia ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],granule [W22_2],8,pebble [W22_2],9,poor [BP01],,,,,,,,,,100,,,,,,very thick bed [B01],,none [DB86],0,,,,,,,,,,,,granule [W22_2],subrounded,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,20,R,5,A,635
349-U1431E-20R-5-#3-A,0,37,734.74,735.11,,breccia [F70],,breccia ,breccia ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],granule [W22_2],8,pebble [W22_2],9,poor [BP01],,,,,,,,,,100,,,,,,very thick bed [B01],,none [DB86],0,,,,,,,,,,,,granule [W22_2],subrounded,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,20,R,5,A,636
349-U1431E-20R-5-#4-A,0,11,735.11,735.22,,breccia [F70],,breccia ,breccia ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],granule [W22_2],8,pebble [W22_2],9,poor [BP01],,,,,,,,,,100,,,,,,very thick bed [B01],,none [DB86],0,,,,,,,,,,,,granule [W22_2],subrounded,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,20,R,5,A,637
349-U1431E-21R-1-#1-A,0,7,739.1,739.17,,breccia [F70],,breccia ,breccia ,100,GLEY 1 3/N (very dark gray),lithified [B84],granule [W22_2],8,pebble [W22_2],9,moderate [BP01],,,,,,,,,,100,,,,,,medium bed [B01],,none [DB86],0,,,,,,,,,,,95,granule [W22_2],subrounded,basalt [IUGS-S78&79],5,granule [W22_2],subrounded,,,,100,,,,,,,,,,,,,,,,,,349,U1431,E,21,R,1,A,638
349-U1431E-21R-1-#10-A,0,15,740.06,740.21,,breccia [F70],,breccia ,breccia ,100,GLEY 1 3/N (very dark gray),lithified [B84],granule [W22_2],8,granule [W22_2],8,moderate [BP01],,,,,,,,,,100,,,,,,very thick bed [B01],,none [DB86],0,,,,,,,,,,,100,granule [W22_2],subrounded,basalt [IUGS-S78&79],,,,,,,100,,,,,,,,,,,,,,,,,,349,U1431,E,21,R,1,A,639
349-U1431E-21R-1-#11-A,0,11,740.21,740.32,,breccia [F70],,breccia ,breccia ,100,GLEY 1 3/N (very dark gray),lithified [B84],granule [W22_2],8,granule [W22_2],8,moderate [BP01],,,,,,,,,,100,,,,,,very thick bed [B01],,none [DB86],0,,,,,,,,,,,100,granule [W22_2],subrounded,basalt [IUGS-S78&79],,,,,,,100,,,,,,,,,,,,,,,,,,349,U1431,E,21,R,1,A,640
349-U1431E-21R-1-#12-A,0,9,740.32,740.41,,breccia [F70],,breccia ,breccia ,100,GLEY 1 3/N (very dark gray),lithified [B84],granule [W22_2],8,granule [W22_2],8,moderate [BP01],,,,,,,,,,100,,,,,,very thick bed [B01],,none [DB86],0,,,,,,,,,,,100,granule [W22_2],subrounded,basalt [IUGS-S78&79],,,,,,,100,,,,,,,,,,,,,,,,,,349,U1431,E,21,R,1,A,641
349-U1431E-21R-1-#13-A,0,8,740.41,740.49,,breccia [F70],,breccia ,breccia ,100,GLEY 1 3/N (very dark gray),lithified [B84],granule [W22_2],8,granule [W22_2],8,moderate [BP01],,,,,,,,,,100,,,,,,very thick bed [B01],,none [DB86],0,,,,,,,,,,,100,granule [W22_2],subrounded,basalt [IUGS-S78&79],,,,,,,100,,,,,,,,,,,,,,,,,,349,U1431,E,21,R,1,A,642
349-U1431E-21R-1-#14-A,0,7,740.49,740.56,,breccia [F70],,breccia ,breccia ,100,GLEY 1 3/N (very dark gray),lithified [B84],granule [W22_2],8,granule [W22_2],8,moderate [BP01],,,,,,,,,,100,,,,,,very thick bed [B01],,none [DB86],0,,,,,,,,,,,100,granule [W22_2],subrounded,basalt [IUGS-S78&79],,,,,,,100,,,,,,,,,,,,,,,,,,349,U1431,E,21,R,1,A,643
349-U1431E-21R-1-#2-A,0,7,739.17,739.24,,breccia [F70],,breccia ,breccia ,100,GLEY 1 3/N (very dark gray),lithified [B84],granule [W22_2],8,granule [W22_2],8,moderate [BP01],,,,,,,,,,100,,,,,,medium bed [B01],,none [DB86],0,,,,,,,,,,,95,granule [W22_2],subrounded,basalt [IUGS-S78&79],5,granule [W22_2],subrounded,,,,100,,,,,,,,,,,,,,,,,,349,U1431,E,21,R,1,A,644
349-U1431E-21R-1-#3-A,0,11,739.24,739.35,,breccia [F70],,breccia ,breccia ,100,GLEY 1 3/N (very dark gray),lithified [B84],granule [W22_2],8,granule [W22_2],8,moderate [BP01],,,,,,,,,,100,,,,irregular,sub-horizontal,medium bed [B01],,none [DB86],0,,,,,,,,,,,95,granule [W22_2],subrounded,basalt [IUGS-S78&79],5,granule [W22_2],subrounded,,,,100,,,,,,,,,,,,,,,,,,349,U1431,E,21,R,1,A,645
349-U1431E-21R-1-#4-A,0,8,739.35,739.43,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 2.5/10GY (greenish black),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,moderate [BP01],,,,,,,,,,100,,,,,,medium bed [B01],,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,21,R,1,A,646
