Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Principal Name,REFERENCE,Lithology Prefix,COMPLETE NAME,LITHOLOGY [%],LITHIFICATION,COLOR,GRAVEL SIZE CLASTLITHOLOGY,GRAVEL SIZE CLASTSHAPE,GRAVEL SIZE CLASTROUNDNESS,VOLCANICLASTIC GRAINS,COMMENTS,PHENOCRYST ABUNDANCE,PHENOCRYST COMPOSITION,PHENOCRYST GRAIN SIZE (mm),GROUNDMASS GRAIN SIZE (mm),GROUNDMASS COLOUR,VESICLE ABUNDANCE,VESICLE SHAPE,Lithology Suffix,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
323-U1344A-70X-5-A,323,U1344,A,70,70-5,X,5,A,0,150,662.5,664,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,stiff,3/N ,,,,,,,,,,,,,,,,,611
323-U1344A-70X-6-A,323,U1344,A,70,70-6,X,6,A,0,150,664,665.5,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,stiff,3/N ,,,,,,,,,,,,,,,,,612
323-U1344A-70X-7-A,323,U1344,A,70,70-7,X,7,A,0,57,665.5,666.07,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,stiff,3/N ,,,,,,,,,,,,,,,,,613
323-U1344A-70X-CC-A,323,U1344,A,70,70-CC,X,CC,A,0,26,666.07,666.33,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,stiff,3/N ,,,,,,,,,,,,,,,,,614
323-U1344A-71X-1-A,323,U1344,A,71,71-1,X,1,A,0,75,666.1,666.85,diatom clay,Leg 323,,diatom clay,,soft,5GY 3/1,,,,,,,,,,,,,,,,,615
323-U1344A-71X-2-A,323,U1344,A,71,71-2,X,2,A,0,150,666.85,668.35,diatom clay,Leg 323,,diatom clay,,soft,5GY 3/1,,,,,,,,,,,,,,,,,616
323-U1344A-71X-3-A,323,U1344,A,71,71-3,X,3,A,0,64,668.35,668.99,diatom clay,Leg 323,,diatom clay,,soft,5GY 3/1,,,,,,,,,,,,,,,,,617
323-U1344A-71X-4-A,323,U1344,A,71,71-4,X,4,A,0,20,668.99,669.19,diatom clay,Leg 323,,diatom clay,,soft,5GY 3/1,,,,,,,,,,,,,,,,,618
323-U1344A-71X-4-A,323,U1344,A,71,71-4,X,4,A,20,150,669.19,670.49,diatom clay,Leg 323,,diatom clay,,soft,10Y 4/1,,,,,,,,,,,,,,,,,619
323-U1344A-71X-5-A,323,U1344,A,71,71-5,X,5,A,0,150,670.49,671.99,diatom clay,Leg 323,,diatom clay,,soft,10Y 4/1,,,,,,,,,,,,,,,,,620
323-U1344A-71X-6-A,323,U1344,A,71,71-6,X,6,A,0,146,671.99,673.45,diatom clay,Leg 323,,diatom clay,,soft,10Y 4/1,,,,,,,,,,,,,,,,,621
323-U1344A-71X-7-A,323,U1344,A,71,71-7,X,7,A,0,50,673.45,673.95,diatom clay,Leg 323,,diatom clay,,soft,10Y 4/1,,,,,,,,,,,,,,,,,622
323-U1344A-71X-7-A,323,U1344,A,71,71-7,X,7,A,50,136,673.95,674.81,diatom clay,Leg 323,,diatom clay,,soft,5GY 3/1,,,,,,,,,,,,,,,,,623
323-U1344A-71X-CC-A,323,U1344,A,71,71-CC,X,CC,A,0,27,674.81,675.08,diatom clay,Leg 323,,diatom clay,,soft,10Y 4/1,,,,,,,,,,,,,,,,,624
323-U1344A-72X-1-A,323,U1344,A,72,72-1,X,1,A,0,3,675.7,675.73,clay [S54] ,,diatom-rich,diatom-rich clay,,stiff,10Y 3/1,,,,,,,,,,,,,,,,,625
323-U1344A-72X-1-A,323,U1344,A,72,72-1,X,1,A,3,108,675.73,676.78,clay [S54] ,,diatom-rich,diatom-rich clay,,stiff,10Y 3/1,,,,,,,,,,,,,,,,,626
323-U1344A-72X-2-A,323,U1344,A,72,72-2,X,2,A,0,150,676.78,678.28,clay [S54] ,,diatom-rich,diatom-rich clay,,stiff,10Y 3/1,,,,,,,,,,,,,,,,,627
323-U1344A-72X-3-A,323,U1344,A,72,72-3,X,3,A,0,3,678.28,678.31,clay [S54] ,,diatom-rich,diatom-rich clay,,stiff,10Y 3/1,,,,,,,,,,,,,,,,,628
323-U1344A-72X-3-A,323,U1344,A,72,72-3,X,3,A,3,32,678.31,678.6,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,stiff,5GY 3/1,,,,,,,,,,,,,,,,,629
323-U1344A-72X-3-A,323,U1344,A,72,72-3,X,3,A,32,150,678.6,679.78,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,stiff,5GY 3/1,,,,,,,,,,,,,,,,,630
323-U1344A-72X-4-A,323,U1344,A,72,72-4,X,4,A,0,150,679.78,681.28,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,stiff,5GY 3/1,,,,,,,,,,,,,,,,,631
323-U1344A-72X-5-A,323,U1344,A,72,72-5,X,5,A,0,150,681.28,682.78,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,stiff,5GY 3/1,,,,,,,,,,,,,,,,,632
323-U1344A-72X-6-A,323,U1344,A,72,72-6,X,6,A,0,32,682.78,683.1,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,stiff,5GY 3/1,,,,,,,,,,,,,,,,,633
323-U1344A-72X-6-A,323,U1344,A,72,72-6,X,6,A,32,44,683.1,683.22,clay [S54] ,,diatom-rich,diatom-rich clay,,stiff,10Y 3/1,,,,,,,,,,,,,,,,,634
323-U1344A-72X-CC-A,323,U1344,A,72,72-CC,X,CC,A,0,23,683.22,683.45,clay [S54] ,,diatom-rich,diatom-rich clay,,stiff,10Y 3/1,,,,,,,,,,,,,,,,,635
323-U1344A-73X-1-A,323,U1344,A,73,73-1,X,1,A,0,52,685.3,685.82,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,3/N ,,,,,,,,,,,,,,,,,636
323-U1344A-73X-2-A,323,U1344,A,73,73-2,X,2,A,0,150,685.82,687.32,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,3/N ,,,,,,,,,,,,,,,,,637
323-U1344A-73X-3-A,323,U1344,A,73,73-3,X,3,A,0,150,687.32,688.82,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,3/N ,,,,,,,,,,,,,,,,,638
323-U1344A-73X-4-A,323,U1344,A,73,73-4,X,4,A,0,150,688.82,690.32,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,3/N ,,,,,,,,,,,,,,,,,639
323-U1344A-73X-5-A,323,U1344,A,73,73-5,X,5,A,0,150,690.32,691.82,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,3/N ,,,,,,,,,,,,,,,,,640
323-U1344A-73X-6-A,323,U1344,A,73,73-6,X,6,A,0,150,691.82,693.32,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,3/N ,,,,,,,,,,,,,,,,,641
323-U1344A-73X-7-A,323,U1344,A,73,73-7,X,7,A,0,83,693.32,694.15,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,3/N ,,,,,,,,,,,,,,,,,642
323-U1344A-73X-CC-A,323,U1344,A,73,73-CC,X,CC,A,0,47,694.15,694.62,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,3/N ,,,,,,,,,,,,,,,,,643
323-U1344A-74X-1-A,323,U1344,A,74,74-1,X,1,A,0,150,694.9,696.4,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,10Y 3/1,,,,,,,,,,,,,,,,,644
323-U1344A-74X-2-A,323,U1344,A,74,74-2,X,2,A,0,150,696.4,697.9,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,stiff,10Y 3/1,,,,,,,,,,,,,,,,,645
323-U1344A-74X-3-A,323,U1344,A,74,74-3,X,3,A,0,150,697.9,699.4,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,stiff,10Y 3/1,,,,,,,,,,,,,,,,,646
323-U1344A-74X-4-A,323,U1344,A,74,74-4,X,4,A,0,5,699.4,699.45,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,stiff,10Y 3/1,,,,,,,,,,,,,,,,,647
323-U1344A-74X-4-A,323,U1344,A,74,74-4,X,4,A,5,8,699.45,699.48,silty sand [S54],"Shepard, 1954",,silty sand,,stiff,2.5/N,,,,,normal grading,,,,,,,,,,,,648
323-U1344A-74X-4-A,323,U1344,A,74,74-4,X,4,A,8,150,699.48,700.9,silt [S54],,diatom-rich,diatom-rich silt,,stiff,10Y 4/1,,,,,,,,,,,,,,,,,649
323-U1344A-74X-5-A,323,U1344,A,74,74-5,X,5,A,0,58,700.9,701.48,silt [S54],,diatom-rich,diatom-rich silt,,stiff,10Y 4/1,,,,,,,,,,,,,,,,,650
323-U1344A-74X-5-A,323,U1344,A,74,74-5,X,5,A,58,90,701.48,701.8,sandy clay [S54],"Shepard, 1954",authigenic carbonate diatom-rich,authigenic carbonate diatom-rich sandy clay,,stiff,10Y 5/1,,,,,,,,,,,,,,,,,651
323-U1344A-74X-5-A,323,U1344,A,74,74-5,X,5,A,90,150,701.8,702.4,silt [S54],,diatom-rich,diatom-rich silt,,stiff,10Y 4/1,,,,,,,,,,,,,,,,,652
323-U1344A-74X-6-A,323,U1344,A,74,74-6,X,6,A,0,96,702.4,703.36,silt [S54],,diatom-rich,diatom-rich silt,,stiff,10Y 4/1,,,,,,,,,,,,,,,,,653
323-U1344A-74X-CC-A,323,U1344,A,74,74-CC,X,CC,A,0,23,703.36,703.59,silt [S54],,diatom-rich,diatom-rich silt,,stiff,10Y 4/1,,,,,,,,,,,,,,,,,654
323-U1344A-75X-1-A,323,U1344,A,75,75-1,X,1,A,0,150,704.5,706,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,3/N ,,,,,,,,,,,,,,,,,655
323-U1344A-75X-2-A,323,U1344,A,75,75-2,X,2,A,0,150,706,707.5,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,3/N ,,,,,,,,,,,,,,,,,656
323-U1344A-75X-3-A,323,U1344,A,75,75-3,X,3,A,0,150,707.5,709,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,3/N ,,,,,,,,,,,,,,,,,657
323-U1344A-75X-4-A,323,U1344,A,75,75-4,X,4,A,0,150,709,710.5,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,3/N ,,,,,,,,,,,,,,,,,658
323-U1344A-75X-5-A,323,U1344,A,75,75-5,X,5,A,0,20,710.5,710.7,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,3/N ,,,,,,,,,,,,,,,,,659
323-U1344A-75X-5-A,323,U1344,A,75,75-5,X,5,A,20,100,710.7,711.5,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10Y 3/1,,,,,color change caused by pyrite and diatom contents,,,,,,,,,,,,660
323-U1344A-75X-6-A,323,U1344,A,75,75-6,X,6,A,0,66,711.5,712.16,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10Y 3/1,,,,,color change caused by pyrite and diatom contents,,,,,,,,,,,,661
323-U1344A-75X-7-A,323,U1344,A,75,75-7,X,7,A,0,77,712.16,712.93,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10Y 3/1,,,,,color change caused by pyrite and diatom contents,,,,,,,,,,,,662
323-U1344A-75X-CC-A,323,U1344,A,75,75-CC,X,CC,A,0,33,712.93,713.26,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10Y 3/1,,,,,color change caused by pyrite and diatom contents,,,,,,,,,,,,663
323-U1344A-76X-1-A,323,U1344,A,76,76-1,X,1,A,0,150,714.1,715.6,diatom clayey silt,,,diatom clayey silt,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,664
323-U1344A-76X-2-A,323,U1344,A,76,76-2,X,2,A,0,17,715.6,715.77,diatom clayey silt,,,diatom clayey silt,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,665
323-U1344A-76X-2-A,323,U1344,A,76,76-2,X,2,A,17,30,715.77,715.9,diatom clayey silt,,authigenic-carbonate-rich,authigenic-carbonate-rich diatom clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,666
323-U1344A-76X-2-A,323,U1344,A,76,76-2,X,2,A,30,150,715.9,717.1,diatom clayey silt,,,diatom clayey silt,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,667
323-U1344A-76X-3-A,323,U1344,A,76,76-3,X,3,A,0,150,717.1,718.6,diatom clayey silt,,,diatom clayey silt,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,668
323-U1344A-76X-4-A,323,U1344,A,76,76-4,X,4,A,0,150,718.6,720.1,diatom clayey silt,,,diatom clayey silt,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,669
323-U1344A-76X-5-A,323,U1344,A,76,76-5,X,5,A,0,100,720.1,721.1,diatom clayey silt,,,diatom clayey silt,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,670
323-U1344A-76X-6-A,323,U1344,A,76,76-6,X,6,A,0,60,721.1,721.7,diatom clayey silt,,,diatom clayey silt,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,671
323-U1344A-76X-7-A,323,U1344,A,76,76-7,X,7,A,0,108,721.7,722.78,diatom clayey silt,,,diatom clayey silt,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,672
323-U1344A-76X-CC-A,323,U1344,A,76,76-CC,X,CC,A,0,33,722.78,723.11,diatom clayey silt,,,diatom clayey silt,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,673
323-U1344A-77X-1-A,323,U1344,A,77,77-1,X,1,A,0,44,723.7,724.14,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,674
323-U1344A-77X-2-A,323,U1344,A,77,77-2,X,2,A,0,150,724.14,725.64,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,675
323-U1344A-77X-3-A,323,U1344,A,77,77-3,X,3,A,0,150,725.64,727.14,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,676
323-U1344A-77X-4-A,323,U1344,A,77,77-4,X,4,A,0,150,727.14,728.64,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,677
323-U1344A-77X-5-A,323,U1344,A,77,77-5,X,5,A,0,80,728.64,729.44,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,678
323-U1344A-77X-5-A,323,U1344,A,77,77-5,X,5,A,80,150,729.44,730.14,diatom clayey silt,,,diatom clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,679
323-U1344A-77X-6-A,323,U1344,A,77,77-6,X,6,A,0,120,730.14,731.34,diatom clayey silt,,,diatom clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,680
323-U1344A-77X-6-A,323,U1344,A,77,77-6,X,6,A,120,150,731.34,731.64,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,681
323-U1344A-77X-7-A,323,U1344,A,77,77-7,X,7,A,0,38,731.64,732.02,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,682
323-U1344A-77X-7-A,323,U1344,A,77,77-7,X,7,A,38,103,732.02,732.67,diatom clayey silt,,,diatom clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,683
323-U1344A-77X-CC-A,323,U1344,A,77,77-CC,X,CC,A,0,46,732.67,733.13,diatom clayey silt,,,diatom clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,684
323-U1344A-78X-1-A,323,U1344,A,78,78-1,X,1,A,0,150,733.3,734.8,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,685
323-U1344A-78X-2-A,323,U1344,A,78,78-2,X,2,A,0,150,734.8,736.3,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,686
323-U1344A-78X-3-A,323,U1344,A,78,78-3,X,3,A,0,150,736.3,737.8,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,687
323-U1344A-78X-4-A,323,U1344,A,78,78-4,X,4,A,0,77,737.8,738.57,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,688
323-U1344A-78X-4-A,323,U1344,A,78,78-4,X,4,A,77,100,738.57,738.8,clay [S54] ,,diatom-rich,diatom-rich clay,100,soft,3/N ,,,,,,,,,,,,,,,,,689
323-U1344A-78X-5-A,323,U1344,A,78,78-5,X,5,A,0,75,738.8,739.55,clay [S54] ,,diatom-rich,diatom-rich clay,100,soft,3/N ,,,,,,,,,,,,,,,,,690
323-U1344A-78X-CC-A,323,U1344,A,78,78-CC,X,CC,A,0,10,739.55,739.65,clay [S54] ,,diatom-rich,diatom-rich clay,100,soft,3/N ,,,,,,,,,,,,,,,,,691
323-U1344A-79X-1-A,323,U1344,A,79,79-1,X,1,A,0,150,739,740.5,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10GY 2.5/1,,,,,,,,,,,,,,,,,692
323-U1344A-79X-2-A,323,U1344,A,79,79-2,X,2,A,0,63,740.5,741.13,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10GY 2.5/1,,,,,,,,,,,,,,,,,693
323-U1344A-79X-2-A,323,U1344,A,79,79-2,X,2,A,63,67,741.13,741.17,diatom ooze,Leg 323,authigenic-carbonate-rich,authigenic-carbonate-rich diatom ooze,100,soft,10Y 5/1,,,,,,,,,,,,,,,,,694
323-U1344A-79X-2-A,323,U1344,A,79,79-2,X,2,A,67,150,741.17,742,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10GY 2.5/1,,,,,,,,,,,,,,,,,695
323-U1344A-79X-3-A,323,U1344,A,79,79-3,X,3,A,0,150,742,743.5,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10GY 2.5/1,,,,,,,,,,,,,,,,,696
323-U1344A-79X-4-A,323,U1344,A,79,79-4,X,4,A,0,150,743.5,745,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10GY 2.5/1,,,,,,,,,,,,,,,,,697
323-U1344A-79X-5-A,323,U1344,A,79,79-5,X,5,A,0,128,745,746.28,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10GY 2.5/1,,,,,,,,,,,,,,,,,698
323-U1344A-79X-CC-A,323,U1344,A,79,79-CC,X,CC,A,0,31,746.28,746.59,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10GY 2.5/1,,,,,,,,,,,,,,,,,699
