dupes and comments,Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance type,Drilling disturbance intensity,Drilling disturbance intensity rank,Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. color,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Lith. comment,Clast lithology,Clast size,Clast morphology (shape),Clast sorting,Clast color,Clast roundness,Clast roundness rank,Clast lithology comment,Matrix sorting,Clast/matrix texture,Matrix comment,Bioturbation intensity,Bioturbation intensity rank,General comment,File Data,Ship File Links,Shore File Links,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
,344-U1413C-31R-6-A,344,U1413,C,31,31-6,R,6,A,108,110,466.94,466.96,fractured,moderate [drilling disturbance],4,foraminiferal [Leg339],sandstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),foraminiferal   sandstone ,foraminiferal  sandstone  with biogenic components ,fine sand [W22_2],4,sand [W22_1],3,"with rare disseminated glauconite, common shell fragments, common foraminifera, some times slightly inclined oriented, common pyrite, calcareous matrix.  Rare gastropod fragments.",,,,,,,,,,,,,,,,,,,,,376
,344-U1413C-31R-6-A,344,U1413,C,31,31-6,R,6,A,110,141,466.96,467.27,fractured,moderate to high [drilling disturbance],5,sandy,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),sandy  siltstone ,sandy siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"with rare disseminated glauconite, common shell fragments, common foraminifera, some times slightly inclined oriented, common pyrite, calcareous matrix.  Rare gastropod fragments.",,,,,,,,,,,,,,,,,,,,,377
,344-U1413C-31R-7-A,344,U1413,C,31,31-7,R,7,A,0,64,467.27,467.91,fractured,moderate to high [drilling disturbance],5,sandy,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),sandy  siltstone ,sandy siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"with rare disseminated glauconite, common shell fragments, common foraminifera, some times slightly inclined oriented, common pyrite, calcareous matrix.  Rare gastropod fragments.",,,,,,,,,,,,,,,,,,,,,378
,344-U1413C-31R-7-A,344,U1413,C,31,31-7,R,7,A,64,65,467.91,467.92,fractured,moderate [drilling disturbance],4,foraminiferal [Leg339],sandstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),foraminiferal   sandstone ,foraminiferal  sandstone  with biogenic components ,fine sand [W22_2],4,sand [W22_1],3,"with rare disseminated glauconite, common shell fragments, common foraminifera, some times slightly inclined oriented, common pyrite, calcareous matrix.  Rare gastropod fragments.",,,,,,,,,,,,,,,,,,,,,379
,344-U1413C-31R-7-A,344,U1413,C,31,31-7,R,7,A,65,101,467.92,468.28,fractured,moderate to high [drilling disturbance],5,sandy,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),sandy  siltstone ,sandy siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"with rare disseminated glauconite, common shell fragments, common foraminifera, some times slightly inclined oriented, common pyrite, calcareous matrix.  Rare gastropod fragments.",,,,,,,,,,,,,,,,,,,,,380
,344-U1413C-31R-8-A,344,U1413,C,31,31-8,R,8,A,0,75,468.28,469.03,fractured,moderate to high [drilling disturbance],5,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"with rare disseminated glauconite, common shell fragments, common foraminifera, some times slightly inclined oriented, common pyrite, calcareous matrix.  Rare gastropod fragments.",,,,,,,,,,,,,,,,,,,,,381
,344-U1413C-31R-CC-A,344,U1413,C,31,31-CC,R,CC,A,0,21,469.03,469.24,fractured,moderate to high [drilling disturbance],5,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"with rare disseminated glauconite, common shell fragments, common foraminifera, some times slightly inclined oriented, common pyrite, calcareous matrix.  Rare gastropod fragments.",,,,,,,,,,,,,,,,,,,,,382
,344-U1413C-32R-1-A,344,U1413,C,32,32-1,R,1,A,0,41,469,469.41,fractured,high [drilling disturbance],6,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"with rare disseminated glauconite, common biogenic fragments (mostly  foraminifera), common pyrite, rare shell fragments, calcareous matrix.",,,,,,,,,,,,,2,,,,,,,,383
,344-U1413C-32R-1-A,344,U1413,C,32,32-1,R,1,A,41,47,469.41,469.47,fractured,high [drilling disturbance],6,,sandstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),sandstone ,sandstone  with biogenic components ,sand [W22_1],3,sand [W22_1],3,"rich in glauconite and foraminifera, intercalated with siltstone  
",,,,,,,,,,,,,,,,,,,,,384
,344-U1413C-32R-1-A,344,U1413,C,32,32-1,R,1,A,47,67,469.47,469.67,fractured,high [drilling disturbance],6,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"with rare disseminated glauconite, common biogenic fragments (mostly  foraminifera), common pyrite, rare shell fragments, calcareous matrix.",,,,,,,,,,,,,2,,,,,,,,385
,344-U1413C-32R-1-A,344,U1413,C,32,32-1,R,1,A,67,76,469.67,469.76,fractured,moderate [drilling disturbance],4,,sandstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),sandstone ,sandstone  with biogenic components ,sand [W22_1],3,sand [W22_1],3,"rich in glauconite and foraminifera, shell fragments, and scaphopod fragment  ",,,,,,,,,,,,,,,,,,,,,386
,344-U1413C-32R-1-A,344,U1413,C,32,32-1,R,1,A,76,87,469.76,469.87,fractured,high [drilling disturbance],6,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"with rare disseminated glauconite, common biogenic fragments (mostly  foraminifera), common pyrite, rare shell fragments, calcareous matrix.",,,,,,,,,,,,,2,,,,,,,,387
,344-U1413C-32R-1-A,344,U1413,C,32,32-1,R,1,A,87,109,469.87,470.09,fractured,moderate [drilling disturbance],4,,sandstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),sandstone ,sandstone  with biogenic components ,sand [W22_1],3,coarse sand [W22_2],6,"rich in glauconite and foraminifera, shell fragments, intercalated with lenses of siltstone ",,,,,,,,,,,,,,,,,,,,,388
,344-U1413C-32R-1-A,344,U1413,C,32,32-1,R,1,A,109,147,470.09,470.47,fractured,high [drilling disturbance],6,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"with rare disseminated glauconite, common biogenic fragments (mostly  foraminifera), common pyrite, rare shell fragments, calcareous matrix.",,,,,,,,,,,,,2,,,,,,,,389
,344-U1413C-32R-2-A,344,U1413,C,32,32-2,R,2,A,0,47,470.47,470.94,fractured,moderate [drilling disturbance],4,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"with disseminated glauconite sometimes accumulating in diffure schlieren,  common biogenic fragments (mostly  foraminifera), common pyrite, common shell fragments, calcareous matrix.",,,,,,,,,,,,,,,,,,,,,390
,344-U1413C-32R-2-A,344,U1413,C,32,32-2,R,2,A,47,66,470.94,471.13,fractured,moderate [drilling disturbance],4,,sandstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),sandstone ,sandstone  with biogenic components ,sand [W22_1],3,coarse sand [W22_2],6,"rich in glauconite and foraminifera, shell fragments, intercalated with lenses of siltstone ",,,,,,,,,,,,,,,,,,,,,391
,344-U1413C-32R-2-A,344,U1413,C,32,32-2,R,2,A,66,82,471.13,471.29,fractured,high [drilling disturbance],6,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"with disseminated glauconite sometimes accumulating in diffure schlieren,  common biogenic fragments (mostly  foraminifera), common pyrite, common shell fragments, common organic fragments, calcareous matrix.",,,,,,,,,,,,,,,,,,,,,392
,344-U1413C-32R-2-A,344,U1413,C,32,32-2,R,2,A,82,86,471.29,471.33,fractured,moderate [drilling disturbance],4,,sandstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),sandstone ,sandstone  with biogenic components ,sand [W22_1],3,coarse sand [W22_2],6,"rich in glauconite and foraminifera, shell fragments",,,,,,,,,,,,,,,,,,,,,393
,344-U1413C-32R-2-A,344,U1413,C,32,32-2,R,2,A,86,128,471.33,471.75,fractured,high [drilling disturbance],6,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"with disseminated glauconite sometimes accumulating in diffure schlieren,  common biogenic fragments (mostly  foraminifera), common pyrite, common shell fragments, calcareous matrix.",,,,,,,,,,,,,,,,,,,,,394
,344-U1413C-32R-3-A,344,U1413,C,32,32-3,R,3,A,0,41,471.75,472.16,fractured,high [drilling disturbance],6,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"with disseminated glauconite, common biogenic fragments (mostly  foraminifera that tend to accumulate in schlieren of foraminifera sand), rare pyrite, common shell fragments, calcareous matrix.",,,,,,,,,,,,,,,,,,,,,395
,344-U1413C-32R-3-A,344,U1413,C,32,32-3,R,3,A,41,46,472.16,472.21,fractured,high [drilling disturbance],6,,sandstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),sandstone ,sandstone  with biogenic components ,sand [W22_1],3,sand [W22_1],3,"rich in foraminifera, rare glauconite and organic material (sapropel)",,,,,,,,,,,,,,,,,,,,,396
,344-U1413C-32R-3-A,344,U1413,C,32,32-3,R,3,A,46,82,472.21,472.57,fractured,high [drilling disturbance],6,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"with disseminated glauconite, common biogenic fragments (mostly  foraminifera that tend to accumulate in schlieren of foraminifera sand), rare pyrite, common shell fragments, calcareous matrix.",,,,,,,,,,,,,,,,,,,,,397
,344-U1413C-32R-3-A,344,U1413,C,32,32-3,R,3,A,82,89,472.57,472.64,fractured,high [drilling disturbance],6,,sandstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),sandstone ,sandstone  with biogenic components ,sand [W22_1],3,sand [W22_1],3,"rich in foraminifera, rare glauconite",,,,,,,,,,,,,,,,,,,,,398
,344-U1413C-32R-3-A,344,U1413,C,32,32-3,R,3,A,89,97,472.64,472.72,fractured,high [drilling disturbance],6,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"with disseminated glauconite, common biogenic fragments (mostly  foraminifera that tend to accumulate in schlieren of foraminifera sand), rare pyrite, common shell fragments, calcareous matrix.",,,,,,,,,,,,,,,,,,,,,399
,344-U1413C-32R-3-A,344,U1413,C,32,32-3,R,3,A,97,100,472.72,472.75,fractured,high [drilling disturbance],6,,sandstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),sandstone ,sandstone  with biogenic components ,sand [W22_1],3,sand [W22_1],3,"rich in foraminifera, rare glauconite",,,,,,,,,,,,,,,,,,,,,400
,344-U1413C-32R-3-A,344,U1413,C,32,32-3,R,3,A,100,150,472.75,473.25,fractured,high [drilling disturbance],6,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"with disseminated glauconite, common biogenic fragments (mostly  foraminifera that tend to accumulate in schlieren of foraminifera sand), rare pyrite, common shell fragments, calcareous matrix.",,,,,,,,,,,,,,,,,,,,,401
,344-U1413C-32R-4-A,344,U1413,C,32,32-4,R,4,A,0,34,473.25,473.59,fractured,severe [drilling disturbance],7,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"with disseminated glauconite, common biogenic fragments (mostly  foraminifera that tend to accumulate in schlieren of foraminifera sand), rare pyrite, common shell fragments, calcareous matrix.",,,,,,,,,,,,,,,,,,,,,402
,344-U1413C-32R-4-A,344,U1413,C,32,32-4,R,4,A,34,46,473.59,473.71,fractured,high [drilling disturbance],6,,sandstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),sandstone ,sandstone  with biogenic components ,sand [W22_1],3,sand [W22_1],3,"rich in foraminifera, rare glauconite, abundant shell fragments, rare organic component",,,,,,,,,,,,,,,,,,,,,403
,344-U1413C-32R-4-A,344,U1413,C,32,32-4,R,4,A,46,98,473.71,474.23,fractured,high [drilling disturbance],6,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"with disseminated glauconite, common biogenic fragments (mostly  foraminifera that tend to accumulate in schlieren of foraminifera sand), rare pyrite, common shell fragments, calcareous matrix. Cm-sized limestone nodules at 67 and 81 cm.",,,,,,,,,,,,,,,,,,,,,404
,344-U1413C-32R-4-A,344,U1413,C,32,32-4,R,4,A,98,118,474.23,474.43,fractured,high [drilling disturbance],6,,sandstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),sandstone ,sandstone  with biogenic components ,sand [W22_1],3,sand [W22_1],3,"rich in foraminifera, glauconite and organic components, common shell fragments, mm- to cm-sized clasts of siltstone",,,,,,,,,,,,,,,,,,,,,405
,344-U1413C-32R-5-A,344,U1413,C,32,32-5,R,5,A,0,15,474.43,474.58,fractured,moderate to high [drilling disturbance],5,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"with abundant disseminated glauconite, common biogenic fragments (mostly  foraminifera that tend to accumulate in schlieren of foraminifera sand), rare pyrite, common shell fragments, calcareous matrix. ",,,,,,,,,,,,,,,,,,,,,406
,344-U1413C-32R-5-A,344,U1413,C,32,32-5,R,5,A,15,27,474.58,474.7,fractured,moderate to high [drilling disturbance],5,,sandstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),sandstone ,sandstone  with biogenic components ,sand [W22_1],3,sand [W22_1],3,"rich in foraminifera, glauconite, rare organic components, common shell fragments, elongated mm--sized clasts of siltstone",,,,,,,,,,,,,,,,,,,,,407
,344-U1413C-32R-5-A,344,U1413,C,32,32-5,R,5,A,27,45,474.7,474.88,fractured,moderate to high [drilling disturbance],5,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"with abundant disseminated glauconite, common biogenic fragments (mostly  foraminifera that tend to accumulate in schlieren of foraminifera sand), rare pyrite, common shell fragments, calcareous matrix. ",,,,,,,,,,,,,,,,,,,,,408
,344-U1413C-32R-5-A,344,U1413,C,32,32-5,R,5,A,45,53,474.88,474.96,fractured,moderate to high [drilling disturbance],5,,sandstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),sandstone ,sandstone  with biogenic components ,sand [W22_1],3,sand [W22_1],3,"common foraminifera, abundant shell fragments and glauconite, elongated mm- to cm-sized clasts of siltstone",,,,,,,,,,,,,,,,,,,,,409
,344-U1413C-32R-5-A,344,U1413,C,32,32-5,R,5,A,53,66,474.96,475.09,fractured,moderate to high [drilling disturbance],5,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"with abundant disseminated glauconite, common biogenic fragments (mostly  foraminifera that tend to accumulate in schlieren of foraminifera sand), rare pyrite, common shell fragments, calcareous matrix. ",,,,,,,,,,,,,,,,,,,,,410
,344-U1413C-32R-6-A,344,U1413,C,32,32-6,R,6,A,0,10,475.44,475.54,fractured,moderate to high [drilling disturbance],5,,sandstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),sandstone ,sandstone  with biogenic components ,sand [W22_1],3,sand [W22_1],3,"common foraminifera, rare shell fragments and glauconite, elongated mm- to cm-sized clasts of siltstone.
Rare
Common organic material (sapropel)",,,,,,,,,,,,,,,,,,,,,411
,344-U1413C-32R-6-A,344,U1413,C,32,32-6,R,6,A,10,144,475.54,476.88,fractured,moderate to high [drilling disturbance],5,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"with abundant disseminated glauconite, common biogenic fragments (mostly  foraminifera that tend to accumulate in schlieren of foraminifera sand), rare pyrite, common shell fragments, calcareous matrix. ",,,,,,,,,,,,,,,,,,,,,412
,344-U1413C-32R-7-A,344,U1413,C,32,32-7,R,7,A,0,57,476.88,477.45,fractured,moderate to high [drilling disturbance],5,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"common biogenic fragments (mostly  foraminifera that tend to accumulate in schlieren of foraminifera sand), common glauconite, rare pyrite, common shell fragments, calcareous matrix and organic material (sapropel)",,,,,,,,,,,,,,,,,,,,,413
