Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance intensity,Drilling disturbance intensity rank,Lithology Principal Name,MAJ Lith. abundance [%],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Name,MIN Lith. abundance [%],MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Lith. comment,Clast percentage [%],Clast 1 igneous - pumiceous [%],Clast 1 igneous - pumiceous grain size,Clast 2 igneous - scoriaceous [%],Clast 2 igneous - scoriaceous grain size,Clast 3 igneous - massive [%],Clast 3 igneous - massive grain size,Clast 4 igneous - vesicular [%],Clast 4 igneous - vesicular grain size,Clast 5 volcaniclastic [%],Clast 5 volcaniclastic grain size,Clast 6 sediment [%],Clast 6 sediment grain size,Clast 7 -other lithology [%],Clast 7 -other lithology grain size,Clast lith. abund. sum [%],Clast lithology comment,Clast roundness,Matrix 1 igneous - pumiceous [%],Matrix 2 igneous - scoriaceous [%],Matrix 3 igneous - massive [%],Matrix 4 igneous - vesicular [%],Matrix 5 volcaniclastic [%],Matrix 6 sediment [%],Matrix 7 -other lithology [%],Matrix biogenic carbonate [%],Matrix detritical carbonate [%],Matrix carbonate [%],Matrix abund. sum [%],Matrix sorting,Matrix alteration intensity,Matrix alteration rank,Matrix comment,Deformational structures,Deformational structure strike [deg],Deformational structure dip [deg],Deformational structure comment,Groundmass modal percentage [%],Groundmass modal grain size [mm],Groundmass comments,File Data,Minor Lithology Prefix,Minor Lithology Suffix,Lithology Suffix,Lithology Prefix
340-U1396C-3H-2-A,340,U1396,C,3,3-2,H,2,A,0.0,16.0,19.4,19.56,moderate [drilling disturbance],4,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,hemipelagic sediments,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,30,0,70,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-3H-2-A,340,U1396,C,3,3-2,H,2,A,16.0,23.0,19.56,19.63,moderate [drilling disturbance],4,carbonate ooze [Leg178],60,silt-fine mud [T07],2,calcareous sand [Leg210],40,fine sand [T07],4,100,hemipelagic sediments,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,5,0,0,5,0,90,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-3H-2-A,340,U1396,C,3,3-2,H,2,A,23.0,26.0,19.63,19.66,moderate [drilling disturbance],4,volcaniclastic-breccia [BGS-S81],100,granule [T07],9,,,,,100,"0.4-0.8cm, up to 1.5cm diameter, angular pumice clasts: pumice fall",60.0,100,granule [T07],0,,0,,0,,0,,0,,0,,,,angular,100,0,0,0,0,0,0,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-3H-2-A,340,U1396,C,3,3-2,H,2,A,26.0,58.0,19.66,19.98,moderate [drilling disturbance],4,carbonate ooze [Leg178],70,silt-fine mud [T07],2,calcareous sand [Leg210],30,fine sand [T07],4,100,hemipelagic sediments,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,10,0,90,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-3H-2-A,340,U1396,C,3,3-2,H,2,A,58.0,67.0,19.98,20.07,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,"crystal rich, normal grading, ashfall",0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,95,0,0,0,0,0,,very well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-3H-2-A,340,U1396,C,3,3-2,H,2,A,67.0,145.0,20.07,20.85,moderate [drilling disturbance],4,carbonate ooze [Leg178],60,silt-fine mud [T07],2,calcareous sand [Leg210],40,fine sand [T07],4,100,"hemipelagic sediments, carbonate fragments",0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,2,0,0,20,0,78,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-3H-2-A,340,U1396,C,3,3-2,H,2,A,145.0,146.0,20.85,20.86,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,"crystal and pumice fragments rich, ashfall?",0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,85,0,0,10,0,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-3H-2-A,340,U1396,C,3,3-2,H,2,A,146.0,150.0,20.86,20.9,moderate [drilling disturbance],4,calcareous sand [Leg210],50,fine medium sand [T07],5,volcaniclastic-sand [BGS-S81],50,fine medium sand [T07],5,100,hemipelagic sediments,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,50,0,0,40,2,8,,well [BP01],absent [alteration],0,"pyroxene, amphibole, feldspar, and forams",,,,,,,,,,,,
340-U1396C-3H-3-A,340,U1396,C,3,3-3,H,3,A,0.0,100.0,20.9,21.9,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,0,0,0,0,0,95,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-3H-3-A,340,U1396,C,3,3-3,H,3,A,100.0,108.0,21.9,21.98,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,50,0,0,0,0,50,,well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-3H-3-A,340,U1396,C,3,3-3,H,3,A,108.0,130.0,21.98,22.2,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,0,0,0,0,0,95,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-3H-3-A,340,U1396,C,3,3-3,H,3,A,130.0,150.0,22.2,22.4,,,,,,,,,,,,WHOLE ROUND SAMPLE,0.0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,absent [alteration],0,,,,,,,,,,,,,
340-U1396C-3H-4-A,340,U1396,C,3,3-4,H,4,A,0.0,9.0,22.4,22.49,slight to moderate [drilling disturbance],3,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,sandy hemipelagic sediment,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,20,0,80,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-3H-4-A,340,U1396,C,3,3-4,H,4,A,0.0,30.0,22.4,22.7,slight [drilling disturbance],2,carbonate ooze [Leg178],60,silt-fine mud [T07],2,volcaniclastic-mud [BGS-S81],40,silt-fine mud [T07],2,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,20,0,0,0,0,60,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-3H-4-A,340,U1396,C,3,3-4,H,4,A,9.0,150.0,22.49,23.9,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],80,silt-fine mud [T07],2,calcareous sand [Leg210],20,fine sand [T07],4,100,mottled hemipelagic sediment,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,20,0,80,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-3H-5-A,340,U1396,C,3,3-5,H,5,A,0.0,140.0,23.9,25.3,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,1.0,100,granule [T07],0,,0,,0,,0,,0,,0,,,single 10 mm clast,,0,0,5,0,0,0,0,0,0,95,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-3H-5-A,340,U1396,C,3,3-5,H,5,A,140.0,150.0,25.3,25.4,,,,,,,,,,,,IW SAMPLE,0.0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
340-U1396C-3H-6-A,340,U1396,C,3,3-6,H,6,A,0.0,32.0,25.4,25.72,slight [drilling disturbance],2,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,fine grained hemipelagic sediment,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,50,0,50,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-3H-6-A,340,U1396,C,3,3-6,H,6,A,32.0,36.0,25.72,25.76,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,volcanic ash,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,95,0,0,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-3H-6-A,340,U1396,C,3,3-6,H,6,A,36.0,90.0,25.76,26.3,slight [drilling disturbance],2,carbonate ooze [Leg178],100,,,,,,,100,fine grained hemipelagic sediment,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,50,0,50,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-3H-6-A,340,U1396,C,3,3-6,H,6,A,90.0,114.0,26.3,26.54,slight [drilling disturbance],2,carbonate ooze [Leg178],60,,,calcareous sand [Leg210],40,fine sand [T07],4,100,highly mottled hemipelagic sediment,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,50,0,50,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-3H-6-A,340,U1396,C,3,3-6,H,6,A,114.0,140.0,26.54,26.8,slight [drilling disturbance],2,calcareous sand [Leg210],100,,,,,,,100,fine grained hemipelagic sediment,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,50,0,50,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-3H-6-A,340,U1396,C,3,3-6,H,6,A,140.0,150.0,26.8,26.9,,,,,,,,,,,,IW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1396C-3H-7-A,340,U1396,C,3,3-7,H,7,A,0.0,34.5,26.9,27.245,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,0,0,0,0,0,95,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-3H-7-A,340,U1396,C,3,3-7,H,7,A,0.0,75.0,26.9,27.65,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,1.0,100,granule [T07],0,,0,,0,,0,,0,,0,,,2 small pumice clasts 0.8 cm,,0,0,5,0,0,0,0,0,0,95,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-3H-7-A,340,U1396,C,3,3-7,H,7,A,34.5,40.0,27.245,27.3,slight [drilling disturbance],2,ash [F&S84],100,silt-fine mud [T07],2,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,95,0,0,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-3H-7-A,340,U1396,C,3,3-7,H,7,A,40.0,75.0,27.3,27.65,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,0,0,0,0,0,95,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-3H-CC-A,340,U1396,C,3,3-CC,H,CC,A,0.0,21.0,27.65,27.86,slight to moderate [drilling disturbance],3,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,"hemipelagic sediment
",0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,40,0,60,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-3H-CC-A,340,U1396,C,3,3-CC,H,CC,A,21.0,27.0,27.86,27.92,,,,,,,,,,,,PAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1396C-4H-1-A,340,U1396,C,4,4-1,H,1,A,0.0,138.0,27.4,28.78,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,0,0,0,0,0,90,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-4H-1-A,340,U1396,C,4,4-1,H,1,A,138.0,139.0,28.78,28.79,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,30,0,70,0,0,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-4H-1-A,340,U1396,C,4,4-1,H,1,A,139.0,150.0,28.79,28.9,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,0,0,0,0,0,90,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-4H-2-A,340,U1396,C,4,4-2,H,2,A,0.0,29.0,28.9,29.19,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,0,0,0,0,0,95,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-4H-2-A,340,U1396,C,4,4-2,H,2,A,29.0,32.0,29.19,29.22,slight [drilling disturbance],2,ash [F&S84],100,fine sand [T07],4,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,50,0,0,30,0,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-4H-2-A,340,U1396,C,4,4-2,H,2,A,32.0,118.0,29.22,30.08,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,0,0,0,0,0,95,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-4H-2-A,340,U1396,C,4,4-2,H,2,A,118.0,150.0,30.08,30.4,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,0,0,0,0,0,90,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-4H-3-A,340,U1396,C,4,4-3,H,3,A,0.0,52.0,30.4,30.92,,,carbonate ooze [Leg178],80,silt-fine mud [T07],2,calcareous sand [Leg210],20,fine sand [T07],4,100,silty hemipelagic sediment,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,45,0,55,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-4H-3-A,340,U1396,C,4,4-3,H,3,A,52.0,54.0,30.92,30.94,,,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,hemipelagic sediment,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,45,0,55,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-4H-3-A,340,U1396,C,4,4-3,H,3,A,54.0,79.0,30.94,31.19,,,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,silty hemipelagic sediment,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,45,0,55,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-4H-3-A,340,U1396,C,4,4-3,H,3,A,79.0,80.0,31.19,31.2,,,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,hemipelagic sediment,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,5,0,0,50,0,45,,well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-4H-3-A,340,U1396,C,4,4-3,H,3,A,80.0,87.0,31.2,31.27,,,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,silty hemipelagic sediment,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,45,0,55,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-4H-3-A,340,U1396,C,4,4-3,H,3,A,87.0,140.0,31.27,31.8,,,calcareous sand [Leg210],80,fine sand [T07],4,carbonate ooze [Leg178],20,silt-fine mud [T07],2,100,mottled hemipelagic sediment,1.0,100,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,45,0,55,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-4H-3-A,340,U1396,C,4,4-3,H,3,A,140.0,150.0,31.8,31.9,,,,,,,,,,,,IW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1396C-4H-4-A,340,U1396,C,4,4-4,H,4,A,0.0,30.0,31.9,32.2,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,hemipelagite,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,20,0,0,0,0,60,,,absent [alteration],0,,,,,,,,,,,,,
340-U1396C-4H-4-A,340,U1396,C,4,4-4,H,4,A,30.0,150.0,32.2,33.4,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,hemipelagite,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,0,0,0,0,0,90,,,absent [alteration],0,,,,,,,,,,,,,
340-U1396C-4H-5-A,340,U1396,C,4,4-5,H,5,A,0.0,140.0,33.4,34.8,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,hemipelagic sediments with pumice,1.0,100,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,0,0,0,0,0,95,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-4H-5-A,340,U1396,C,4,4-5,H,5,A,140.0,150.0,34.8,34.9,,,,,,,,,,,,PW sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1396C-4H-6-A,340,U1396,C,4,4-6,H,6,A,0.0,42.5,34.9,35.325,slight [drilling disturbance],2,carbonate ooze [Leg178],60,silt-fine mud [T07],2,calcareous sand [Leg210],40,fine sand [T07],4,100,"hemipelagic sediments, 0.8cm pumice clasts at 39cm depth",1.0,100,granule [T07],0,,0,,0,,0,,0,,0,,,,angular,0,0,0,0,2,0,0,20,0,78,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-4H-6-A,340,U1396,C,4,4-6,H,6,A,42.5,45.5,35.325,35.355,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,ashfall? pumice clast 1cm,1.0,100,granule [T07],0,,0,,0,,0,,0,,0,,,,angular,0,0,20,0,80,0,0,0,0,0,,very well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-4H-6-A,340,U1396,C,4,4-6,H,6,A,45.5,130.0,35.355,36.2,slight [drilling disturbance],2,carbonate ooze [Leg178],60,silt-fine mud [T07],2,calcareous sand [Leg210],40,fine sand [T07],4,100,"hemipelagic sediments, lava clast (2cm in diameter) at the depth of 104 cm",1.0,0,,0,,100,granule [T07],0,,0,,0,,0,,,,rounded,0,0,2,0,0,0,0,30,0,68,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-4H-6-A,340,U1396,C,4,4-6,H,6,A,130.0,138.0,36.2,36.28,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,bioturbated ashfall? layer,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,70,0,0,20,0,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-4H-6-A,340,U1396,C,4,4-6,H,6,A,138.0,150.0,36.28,36.4,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,hemipelagic sediments,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,10,0,90,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-4H-7-A,340,U1396,C,4,4-7,H,7,A,0.0,66.0,36.4,37.06,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,hemipelagite,1.0,100,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,0,0,0,0,0,95,,,absent [alteration],0,,,,,,,,,,,,,
340-U1396C-4H-CC-A,340,U1396,C,4,4-CC,H,CC,A,0.0,22.0,37.06,37.28,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,hemipelagite,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,0,0,0,0,0,95,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-4H-CC-A,340,U1396,C,4,4-CC,H,CC,A,22.0,29.0,37.28,37.35,,,,,,,,,,,,PAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1396C-5H-1-A,340,U1396,C,5,5-1,H,1,A,0.0,29.0,36.9,37.19,slight [drilling disturbance],2,calcareous sand [Leg210],70,fine sand [T07],4,carbonate ooze [Leg178],30,silt-fine mud [T07],2,100,hemipelagic fine sediments,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,20,0,80,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-5H-1-A,340,U1396,C,5,5-1,H,1,A,29.0,90.0,37.19,37.8,slight [drilling disturbance],2,carbonate ooze [Leg178],100,,4,,,,,100,hemipelagic fine sediments,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,2,0,0,15,0,83,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-5H-1-A,340,U1396,C,5,5-1,H,1,A,90.0,123.0,37.8,38.13,slight [drilling disturbance],2,calcareous sand [Leg210],80,fine sand [T07],4,carbonate ooze [Leg178],20,silt-fine mud [T07],2,100,hemipelagic fine sediments,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,2,0,0,20,0,78,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-5H-1-A,340,U1396,C,5,5-1,H,1,A,123.0,150.0,38.13,38.4,slight [drilling disturbance],2,carbonate ooze [Leg178],70,silt-fine mud [T07],2,calcareous sand [Leg210],30,fine sand [T07],4,100,hemipelagic fine sediments,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,2,0,0,20,0,78,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-5H-2-A,340,U1396,C,5,5-2,H,2,A,0.0,110.0,38.4,39.5,moderate to high [drilling disturbance],5,carbonate ooze [Leg178],80,silt-fine mud [T07],2,calcareous sand [Leg210],20,fine sand [T07],4,100,mottled hemipelagic sediment,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,2,0,0,20,0,78,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-5H-2-A,340,U1396,C,5,5-2,H,2,A,110.0,121.0,39.5,39.61,moderate to high [drilling disturbance],5,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,mottled hemipelagic sediment,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,20,0,80,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-5H-2-A,340,U1396,C,5,5-2,H,2,A,121.0,123.0,39.61,39.63,moderate to high [drilling disturbance],5,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,mottled hemipelagic sediment,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,20,0,80,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-5H-2-A,340,U1396,C,5,5-2,H,2,A,123.0,133.0,39.63,39.73,moderate to high [drilling disturbance],5,calcareous sand [Leg210],100,granule [T07],9,,,,,100,mottled hemipelagic sediment,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,2,0,0,20,0,78,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-5H-2-A,340,U1396,C,5,5-2,H,2,A,133.0,150.0,39.73,39.9,moderate to high [drilling disturbance],5,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,mottled hemipelagic sediment,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,20,0,80,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-5H-3-A,340,U1396,C,5,5-3,H,3,A,0.0,69.0,39.9,40.59,slight to moderate [drilling disturbance],3,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,sandy hemipelagic sediment,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,40,0,60,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-5H-3-A,340,U1396,C,5,5-3,H,3,A,69.0,70.0,40.59,40.6,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,bioturbated volcanic ash layer ,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,30,0,70,0,0,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-5H-3-A,340,U1396,C,5,5-3,H,3,A,70.0,97.0,40.6,40.87,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,silty hemipelagic sediment,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,40,0,60,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-5H-3-A,340,U1396,C,5,5-3,H,3,A,97.0,150.0,40.87,41.4,moderate [drilling disturbance],4,calcareous sand [Leg210],80,fine sand [T07],4,carbonate ooze [Leg178],20,silt-fine mud [T07],2,100,mottled hemipelagic sediment,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,40,0,60,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-5H-4-A,340,U1396,C,5,5-4,H,4,A,0.0,140.0,41.4,42.8,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,0,0,0,0,0,95,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-5H-4-A,340,U1396,C,5,5-4,H,4,A,140.0,150.0,42.8,42.9,,,,,,,,,,,,IW SAMPLE,0.0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,absent [alteration],0,,,,,,,,,,,,,
340-U1396C-5H-5-A,340,U1396,C,5,5-5,H,5,A,0.0,29.0,42.9,43.19,slight [drilling disturbance],2,calcareous sand [Leg210],70,fine sand [T07],4,carbonate ooze [Leg178],30,silt-fine mud [T07],2,100,hemiplegite,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,20,0,80,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
