Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance intensity,Drilling disturbance intensity rank,Lithology Principal Name,MAJ Lith. abundance [%],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Name,MIN Lith. abundance [%],MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Lith. comment,Clast percentage [%],Clast 1 igneous - pumiceous [%],Clast 1 igneous - pumiceous grain size,Clast 2 igneous - scoriaceous [%],Clast 2 igneous - scoriaceous grain size,Clast 3 igneous - massive [%],Clast 3 igneous - massive grain size,Clast 4 igneous - vesicular [%],Clast 4 igneous - vesicular grain size,Clast 5 volcaniclastic [%],Clast 5 volcaniclastic grain size,Clast 6 sediment [%],Clast 6 sediment grain size,Clast 7 -other lithology [%],Clast 7 -other lithology grain size,Clast lith. abund. sum [%],Clast lithology comment,Clast roundness,Matrix 1 igneous - pumiceous [%],Matrix 2 igneous - scoriaceous [%],Matrix 3 igneous - massive [%],Matrix 4 igneous - vesicular [%],Matrix 5 volcaniclastic [%],Matrix 6 sediment [%],Matrix 7 -other lithology [%],Matrix biogenic carbonate [%],Matrix detritical carbonate [%],Matrix carbonate [%],Matrix abund. sum [%],Matrix sorting,Matrix alteration intensity,Matrix alteration rank,Matrix comment,Deformational structures,Deformational structure strike [deg],Deformational structure dip [deg],Deformational structure comment,Groundmass modal percentage [%],Groundmass modal grain size [mm],Groundmass comments,File Data,Lithology Suffix,Minor Lithology Prefix,Lithology Prefix,Minor Lithology Suffix
340-U1401B-1H-2-A,340,U1401,B,1,1-2,H,2,A,31,43,1.81,1.93,slight to moderate [drilling disturbance],3,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,Mixed turbidite?,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,10,0,0,10,10,70,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1401B-1H-2-A,340,U1401,B,1,1-2,H,2,A,43,54,1.93,2.04,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,Hemipelagic mud,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,10,0,30,5,5,50,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1401B-1H-2-A,340,U1401,B,1,1-2,H,2,A,54,56,2.04,2.06,slight to moderate [drilling disturbance],3,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,Volcaniclastic turbidite? or ash fall?,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,75,0,10,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1401B-1H-2-A,340,U1401,B,1,1-2,H,2,A,56,74,2.06,2.24,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,Hemipelagic mud,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,10,0,30,5,5,50,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1401B-1H-2-A,340,U1401,B,1,1-2,H,2,A,74,79,2.24,2.29,slight to moderate [drilling disturbance],3,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,Volcaniclastic turbidite? or ash fall?,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,75,0,10,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1401B-1H-2-A,340,U1401,B,1,1-2,H,2,A,79,85,2.29,2.35,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,Hemipelagic mud,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,10,0,30,5,5,50,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1401B-1H-2-A,340,U1401,B,1,1-2,H,2,A,85,87,2.35,2.37,slight to moderate [drilling disturbance],3,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,Mixed turbidite?,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,15,0,0,20,15,45,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1401B-1H-2-A,340,U1401,B,1,1-2,H,2,A,87,90,2.37,2.4,slight to moderate [drilling disturbance],3,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,Mixed turbidite?,0,0,,0,,0,,0,,0,,0,,0,,,,,20,0,0,0,75,0,5,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1401B-1H-2-A,340,U1401,B,1,1-2,H,2,A,90,92,2.4,2.42,slight to moderate [drilling disturbance],3,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,Mixed turbidite?,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,15,0,0,20,15,45,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1401B-1H-2-A,340,U1401,B,1,1-2,H,2,A,92,98,2.42,2.48,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,Hemipelagic mud,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,10,0,30,5,5,50,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1401B-1H-2-A,340,U1401,B,1,1-2,H,2,A,98,99,2.48,2.49,slight to moderate [drilling disturbance],3,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,Mixed turbidite?,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,15,0,0,20,15,45,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1401B-1H-2-A,340,U1401,B,1,1-2,H,2,A,99,104,2.49,2.54,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,Hemipelagic mud,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,10,0,30,5,5,50,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1401B-1H-2-A,340,U1401,B,1,1-2,H,2,A,104,141,2.54,2.91,slight to moderate [drilling disturbance],3,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,Volcaniclastic turbidite? or ash fall?,0,0,,0,,0,,0,,0,,0,,0,,,,,5,0,10,0,75,0,10,0,0,0,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1401B-1H-2-A,340,U1401,B,1,1-2,H,2,A,141,150,2.91,3,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,Hemipelagic mud,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,10,0,30,5,5,50,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1401B-1H-3-A,340,U1401,B,1,1-3,H,3,A,0,7,3,3.07,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,Silty hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,10,0,30,5,5,50,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1401B-1H-3-A,340,U1401,B,1,1-3,H,3,A,7,13,3.07,3.13,slight to moderate [drilling disturbance],3,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,Fine volcanic sand,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,75,0,10,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1401B-1H-3-A,340,U1401,B,1,1-3,H,3,A,13,23,3.13,3.23,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,Silty hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,10,0,30,5,5,50,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1401B-1H-3-A,340,U1401,B,1,1-3,H,3,A,23,25,3.23,3.25,slight to moderate [drilling disturbance],3,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,Fine volcanic sand,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,75,0,10,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1401B-1H-3-A,340,U1401,B,1,1-3,H,3,A,25,30,3.25,3.3,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,Silty hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,10,0,30,5,5,50,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1401B-1H-3-A,340,U1401,B,1,1-3,H,3,A,30,43,3.3,3.43,slight to moderate [drilling disturbance],3,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,Fine volcanic sand,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,75,0,10,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1401B-1H-3-A,340,U1401,B,1,1-3,H,3,A,43,52,3.43,3.52,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,Silty hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,10,0,30,5,5,50,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1401B-1H-3-A,340,U1401,B,1,1-3,H,3,A,52,60,3.52,3.6,slight to moderate [drilling disturbance],3,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,Fine volcanic sand,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,75,0,10,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1401B-1H-3-A,340,U1401,B,1,1-3,H,3,A,60,63,3.6,3.63,slight to moderate [drilling disturbance],3,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,Sandy mixture of bioclastic and volcaniclastic materials,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,0,0,30,5,5,50,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1401B-1H-3-A,340,U1401,B,1,1-3,H,3,A,63,77,3.63,3.77,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,Silty hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,10,0,30,5,5,50,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1401B-1H-3-A,340,U1401,B,1,1-3,H,3,A,77,79,3.77,3.79,slight to moderate [drilling disturbance],3,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,Fine volcanic sand,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,75,0,5,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1401B-1H-3-A,340,U1401,B,1,1-3,H,3,A,79,82,3.79,3.82,slight to moderate [drilling disturbance],3,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,Sandy mixture of bioclastic and volcaniclastic materials,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,0,0,30,5,5,50,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1401B-1H-3-A,340,U1401,B,1,1-3,H,3,A,82,96,3.82,3.96,slight to moderate [drilling disturbance],3,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,Fine volcanic sand,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,75,0,5,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1401B-1H-3-A,340,U1401,B,1,1-3,H,3,A,96,120,3.96,4.2,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,Silty hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,10,0,30,5,5,50,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1401B-1H-3-A,340,U1401,B,1,1-3,H,3,A,120,127,4.2,4.27,slight to moderate [drilling disturbance],3,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,Fine volcanic sand,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,75,0,5,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1401B-1H-3-A,340,U1401,B,1,1-3,H,3,A,127,129,4.27,4.29,slight to moderate [drilling disturbance],3,volcaniclastic-sand [BGS-S81],100,very coarse sand [T07],8,,,,,100,Coarse pumiceous sand,0,0,,0,,0,,0,,0,,0,,0,,,,,20,0,0,0,75,0,5,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1401B-1H-3-A,340,U1401,B,1,1-3,H,3,A,129,134,4.29,4.34,slight to moderate [drilling disturbance],3,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,Fine volcanic sand,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,75,0,5,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1401B-1H-3-A,340,U1401,B,1,1-3,H,3,A,134,142,4.34,4.42,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,Silty hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,10,0,30,5,5,50,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1401B-1H-3-A,340,U1401,B,1,1-3,H,3,A,142,150,4.42,4.5,slight to moderate [drilling disturbance],3,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,Fine volcanic sand,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,75,0,5,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1401B-1H-4-A,340,U1401,B,1,1-4,H,4,A,0,41,4.5,4.91,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,15,0,5,0,75,0,0,0,0,5,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1401B-1H-4-A,340,U1401,B,1,1-4,H,4,A,41,46,4.91,4.96,slight [drilling disturbance],2,ash [F&S84],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,10,0,5,0,80,0,0,0,0,5,,well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1401B-1H-4-A,340,U1401,B,1,1-4,H,4,A,46,50,4.96,5,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,85,0,0,0,0,5,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1401B-1H-4-A,340,U1401,B,1,1-4,H,4,A,50,53,5,5.03,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,0,0,0,0,0,85,,well [BP01],rare [alteration],2,,,,,,,,,,,,,
340-U1401B-1H-4-A,340,U1401,B,1,1-4,H,4,A,53,57,5.03,5.07,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,85,0,0,0,0,5,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1401B-1H-4-A,340,U1401,B,1,1-4,H,4,A,57,66,5.07,5.16,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,0,0,0,0,0,85,,well [BP01],rare [alteration],2,,,,,,,,,,,,,
340-U1401B-1H-4-A,340,U1401,B,1,1-4,H,4,A,66,150,5.16,6,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,,10,80,granule [T07],0,,20,granule [T07],0,,0,,0,,0,,,,rounded,25,0,5,0,65,0,0,0,0,5,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1401B-1H-5-A,340,U1401,B,1,1-5,H,5,A,0,12,6,6.12,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,85,0,0,0,0,5,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1401B-1H-5-A,340,U1401,B,1,1-5,H,5,A,12,23,6.12,6.23,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,0,0,0,0,0,85,,well [BP01],rare [alteration],2,,,,,,,,,,,,,
340-U1401B-1H-5-A,340,U1401,B,1,1-5,H,5,A,23,28,6.23,6.28,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,85,0,0,0,0,5,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1401B-1H-5-A,340,U1401,B,1,1-5,H,5,A,28,39,6.28,6.39,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,0,0,0,0,0,85,,well [BP01],rare [alteration],2,,,,,,,,,,,,,
340-U1401B-1H-5-A,340,U1401,B,1,1-5,H,5,A,39,49,6.39,6.49,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,5,0,5,5,80,0,0,0,0,5,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1401B-1H-5-A,340,U1401,B,1,1-5,H,5,A,49,65,6.49,6.65,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,0,0,0,0,0,85,,well [BP01],rare [alteration],2,,,,,,,,,,,,,
340-U1401B-1H-5-A,340,U1401,B,1,1-5,H,5,A,65,79,6.65,6.79,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,10,0,5,5,75,0,0,0,0,5,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1401B-1H-5-A,340,U1401,B,1,1-5,H,5,A,79,105,6.79,7.05,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,0,0,0,0,0,85,,well [BP01],rare [alteration],2,,,,,,,,,,,,,
340-U1401B-1H-5-A,340,U1401,B,1,1-5,H,5,A,105,144,7.05,7.44,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,1,0,,0,,0,,0,,0,,100,pebble [W22_2],0,,,,rounded,0,0,10,0,85,0,0,0,0,5,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1401B-1H-CC-A,340,U1401,B,1,1-CC,H,CC,A,0,6,7.44,7.5,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,85,0,0,0,0,5,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1401B-1H-CC-A,340,U1401,B,1,1-CC,H,CC,A,6,11,7.5,7.55,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,absent [alteration],0,,,,,,,,,,,,,
340-U1401B-1H-CC-A,340,U1401,B,1,1-CC,H,CC,A,11,25,7.55,7.69,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,1,0,,0,,100,granule [T07],0,,0,,0,,0,,,,rounded,0,0,10,0,85,0,0,0,0,5,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1401B-2H-1-A,340,U1401,B,2,2-1,H,1,A,0,150,7.6,9.1,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,Slightly normally graded volcaniclastic turbidite,0,0,,0,,0,,0,,0,,0,,0,,,,,20,0,10,0,60,0,10,0,0,0,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1401B-2H-2-A,340,U1401,B,2,2-2,H,2,A,0,71,9.1,9.81,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,Part of volcaniclastic turbidite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,10,40,0,30,0,20,0,0,0,,well [BP01],absent [alteration],0,others: oxidized lava grains,,,,,,,,,,,,
340-U1401B-2H-2-A,340,U1401,B,2,2-2,H,2,A,71,88,9.81,9.98,minimal [drilling disturbance],1,volcaniclastic-gravel [BGS-S81],100,pebble [W22_2],9,,,,,100,Part of volcaniclastic turbidite?,100,0,,0,,50,,50,,0,,0,,0,,,,rounded,,,,,,,,,,,,,,,no matrix,,,,,,,,,,,,
340-U1401B-2H-3-A,340,U1401,B,2,2-3,H,3,A,0,49,9.98,10.47,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,granule [T07],9,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,10,10,40,30,0,10,0,0,0,,moderately well [BP01],absent [alteration],0,other = oxidized lava,,,,,,,,,,,,
340-U1401B-2H-3-A,340,U1401,B,2,2-3,H,3,A,49,82,10.47,10.8,,,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,0,0,0,0,0,85,,well [BP01],rare [alteration],2,,,,,,,,,,,,,
