Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name
369-U1516A-8H-7-A,0,76,70.71,71.47,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,8,H,7,A,,,
369-U1516A-8H-CC-A,0,11,71.47,71.58,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,8,H,CC,A,,,
369-U1516A-9H-1-A,0,150,71.2,72.7,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,There are bluish green streaks between 134-136 cm.,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,9,H,1,A,,,
369-U1516A-9H-2-A,0,150,72.7,74.2,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,"There are bluish green streaks between 3-5, 61-66 and 102-105 cm.",,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,9,H,2,A,,,
369-U1516A-9H-3-A,0,150,74.2,75.7,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,9,H,3,A,,,
369-U1516A-9H-4-A,0,140,75.7,77.1,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,There are bluish green streaks between 75-78 cm and 90-92 cm.,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,9,H,4,A,,,
369-U1516A-9H-5-A,0,150,77.2,78.7,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,There are bluish green streaks between 10-14 and 90-96 cm.,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,9,H,5,A,,,
369-U1516A-9H-6-A,0,98,78.7,79.68,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,There are bluish green streaks between 28-34 cm.,gradational boundary or contact,gradational,gradational,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,9,H,6,A,,,
369-U1516A-9H-6-A,98,102,79.68,79.72,,,,,silty,calcareous ooze,with sponge spicules,silty calcareous ooze with sponge spicules,,,GLEY 1 7/10Y (light greenish grey),massive [BJ84],,,structureless,,very fine sand [W22_2],3,nodule,sulfide,none,0,"There are bluish gray hard nodules, possibly manganese and pyrite.",sharp boundary or contact,sharp,sharp,,,,,,,silty calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,9,H,6,A,,,
369-U1516A-9H-6-A,102,131,79.72,80.01,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,9,H,6,A,,,
369-U1516A-9H-7-A,0,72,80.01,80.73,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,There are bluish green streaks between 8-9 cm.,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,9,H,7,A,,,
369-U1516A-9H-CC-A,0,14,80.73,80.87,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,9,H,CC,A,,,
369-U1516A-10H-1-A,0,150,80.7,82.2,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,There are bluish green streaks between 105-107 cm.,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,10,H,1,A,,,
369-U1516A-10H-2-A,0,150,82.2,83.7,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,There are bluish green streaks between 54-56 and 140-142 cm.,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,10,H,2,A,,,
369-U1516A-10H-3-A,0,150,83.7,85.2,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,There are bluish green streaks between 67-70 cm and 78-80 cm.,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,10,H,3,A,,,
369-U1516A-10H-4-A,0,140,85.2,86.6,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,There are bluish green streaks between 58-60 cm.,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,10,H,4,A,,,
369-U1516A-10H-5-A,0,150,86.7,88.2,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,10,H,5,A,,,
369-U1516A-10H-6-A,0,150,88.2,89.7,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,"There are bluish green streaks between 44-46, 124-126, and 131-133 cm.",,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,10,H,6,A,,,
369-U1516A-10H-7-A,0,10,89.7,89.8,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,,gradational boundary or contact,gradational,gradational,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,10,H,7,A,,,
369-U1516A-10H-7-A,10,15,89.8,89.85,,,,,silty,calcareous ooze,with sponge spicules,silty calcareous ooze with sponge spicules,,,GLEY 1 7/10Y (light greenish grey),massive [BJ84],,,structureless,,fine sand [W22_2],4,nodule,sulfide,none,0,"There are bluish gray hard nodules, possibly manganese and pyrite.",sharp boundary or contact,sharp,sharp,,,,,,,silty calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,10,H,7,A,,,
369-U1516A-10H-7-A,15,86,89.85,90.56,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,There are bluish green streaks between 65-67 cm.,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,10,H,7,A,,,
369-U1516A-10H-CC-A,0,16,90.56,90.72,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,10,H,CC,A,,,
369-U1516A-11H-1-A,0,150,90.2,91.7,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,There are bluish green streaks between 54-56 and 83-85 cm,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,11,H,1,A,,,
369-U1516A-11H-2-A,0,150,91.7,93.2,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,There are bluish green streaks between 19-20 and 61-63 cm.,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,11,H,2,A,,,
369-U1516A-11H-3-A,0,150,93.2,94.7,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,There are bluish green streaks between 44-48 and 63-70 cm.,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,11,H,3,A,,,
369-U1516A-11H-4-A,0,20,94.7,94.9,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,There are bluish green streaks between 11-15 cm.,gradational boundary or contact,gradational,gradational,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,11,H,4,A,,,
369-U1516A-11H-4-A,20,23,94.9,94.93,,,,,silty,calcareous ooze,with sponge spicules,silty calcareous ooze with sponge spicules,,,GLEY 1 5/N (gray),massive [BJ84],,,structureless,,fine sand [W22_2],4,mineral,sulfide,none,0,"There are bluish gray hard nodules, possibly manganese and pyrite.",sharp boundary or contact,sharp,sharp,,,,,,,silty calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,11,H,4,A,,,
369-U1516A-11H-4-A,23,140,94.93,96.1,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,There are bluish green streaks between 107-111 and 119-122 cm.,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,11,H,4,A,,,
369-U1516A-11H-5-A,0,63,96.2,96.83,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,There are bluish green streaks between 107-111 and 119-122 cm.,gradational boundary or contact,gradational,gradational,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,11,H,5,A,,,
369-U1516A-11H-5-A,63,68,96.83,96.88,,,,,pyrite,calcareous ooze,with sponge spicules and clay,pyrite calcareous ooze with sponge spicules and clay,,,GLEY 1 5/N (gray),massive [BJ84],,,structureless,,fine sand [W22_2],4,nodule,sulfide,none,0,"There are bluish gray hard nodules, possibly manganese and pyrite.",sharp boundary or contact,sharp,sharp,,,,,,,pyrite calcareous ooze,calcareous ooze with sponge spicules and clay,,,,369,U1516,A,11,H,5,A,,,
369-U1516A-11H-5-A,68,150,96.88,97.7,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,There are bluish green streaks between 74-81 cm.,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,11,H,5,A,,,
369-U1516A-11H-6-A,0,150,97.7,99.2,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,There are bluish green streaks at 26 cm and between 37-41 cm.,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,11,H,6,A,,,
369-U1516A-11H-7-A,0,83,99.2,100.03,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,There are bluish green streaks between 30-33 cm.,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,11,H,7,A,,,
369-U1516A-11H-CC-A,0,17,100.03,100.2,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,There are bluish green streaks between 74-81 cm.,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,11,H,CC,A,,,
369-U1516A-12H-1-A,0,22,99.7,99.92,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,,gradational boundary or contact,gradational,gradational,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,12,H,1,A,,,
369-U1516A-12H-1-A,22,37,99.92,100.07,,,,,silty,calcareous ooze,with sponge spicules,silty calcareous ooze with sponge spicules,,,GLEY 1 6/10Y (greenish gray),massive [BJ84],,,structureless,,fine sand [W22_2],4,,sulfide,none,0,"There are bluish gray hard nodules, possibly manganese and pyrite.",sharp boundary or contact,sharp,sharp,,,,,,,silty calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,12,H,1,A,,,
369-U1516A-12H-1-A,37,58,100.07,100.28,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,,gradational boundary or contact,gradational,gradational,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,12,H,1,A,,,
369-U1516A-12H-1-A,58,62,100.28,100.32,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 5/N (gray),massive [BJ84],,,structureless,,fine sand [W22_2],4,,sulfide,none,0,"There are bluish gray hard nodules, possibly manganese and pyrite.",sharp boundary or contact,sharp,sharp,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,12,H,1,A,,,
369-U1516A-12H-1-A,62,150,100.32,101.2,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,There are bluish green streaks at 86 cm and 103 cm.,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,12,H,1,A,,,
369-U1516A-12H-2-A,0,150,101.2,102.7,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,There are bluish green streaks at 86 cm and 103 cm.,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,12,H,2,A,,,
369-U1516A-12H-3-A,0,150,102.7,104.2,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,There are bluish green streaks throughout the section.,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,12,H,3,A,,,
369-U1516A-12H-4-A,0,140,104.2,105.6,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,There are bluish green streaks at 83 cm and 133 cm.,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,12,H,4,A,,,
369-U1516A-12H-5-A,0,150,105.7,107.2,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,There are bluish green streaks throughout the section.,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,12,H,5,A,,,
369-U1516A-12H-6-A,0,150,107.2,108.7,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,There are bluish green streaks throughout the section.,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,12,H,6,A,,,
369-U1516A-12H-7-A,0,75,108.7,109.45,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,There are bluish green streaks throughout the section.,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,12,H,7,A,,,
369-U1516A-12H-CC-A,0,15,109.45,109.6,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,There are bluish green streaks throughout the section.,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,12,H,CC,A,,,
369-U1516A-13H-1-A,0,62,109.2,109.82,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,There are bluish green streaks at 40 cm.,gradational boundary or contact,gradational,gradational,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,13,H,1,A,,,
369-U1516A-13H-1-A,62,75,109.82,109.95,,,,,silty,calcareous ooze,with sponge spicules,silty calcareous ooze with sponge spicules,,,GLEY 1 6/10Y (greenish gray),massive [BJ84],,,structureless,,fine sand [W22_2],4,,sulfide,none,0,"There are coarser grains, possibly glauconite and oxides.",sharp boundary or contact,sharp,sharp,,,,,,,silty calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,13,H,1,A,,,
369-U1516A-13H-1-A,75,150,109.95,110.7,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,There are bluish green streaks at 97 cm and 108 cm.,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,13,H,1,A,,,
369-U1516A-13H-2-A,0,150,110.7,112.2,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,There are bluish green streaks between 77-81 cm.,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,13,H,2,A,,,
369-U1516A-13H-3-A,0,150,112.2,113.7,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,There are bluish green streaks at 77cm and 133 cm.,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,13,H,3,A,,,
369-U1516A-13H-4-A,0,140,113.7,115.1,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,There are bluish green streaks between 78-81 cm.,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,13,H,4,A,,,
369-U1516A-13H-5-A,0,127,115.2,116.47,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,There are bluish green streaks at 97 cm and 108 cm.,gradational boundary or contact,gradational,gradational,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,13,H,5,A,,,
369-U1516A-13H-5-A,127,133,116.47,116.53,,,,,silty,calcareous ooze,with sponge spicules,silty calcareous ooze with sponge spicules,,,GLEY 1 6/10Y (greenish gray),massive [BJ84],,normal grading,,,fine sand [W22_2],4,mineral,sulfide,none,0,"There are coarser grains, possibly glauconite and oxides.",sharp boundary or contact,sharp,sharp,,,,,,,silty calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,13,H,5,A,,,
369-U1516A-13H-5-A,133,150,116.53,116.7,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,13,H,5,A,,,
369-U1516A-13H-6-A,0,150,116.7,118.2,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,13,H,6,A,,,
369-U1516A-13H-7-A,0,76,118.2,118.96,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,13,H,7,A,,,
369-U1516A-13H-CC-A,0,14,118.96,119.1,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,13,H,CC,A,,,
369-U1516A-14H-1-A,0,93,118.7,119.63,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,14,H,1,A,,,
369-U1516A-14H-1-A,93,100,119.63,119.7,,,,,silty,calcareous ooze,with sponge spicules,silty calcareous ooze with sponge spicules,,,GLEY 1 6/10Y (greenish gray),massive [BJ84],,normal grading,,,fine sand [W22_2],4,,,none,0,,sharp boundary or contact,curved,sharp,,,,,,,silty calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,14,H,1,A,,,
369-U1516A-14H-1-A,100,150,119.7,120.2,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,14,H,1,A,,,
369-U1516A-14H-2-A,0,117,120.2,121.37,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,mineral,sulfide,none,0,,sharp boundary or contact,curved,sharp,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,14,H,2,A,,,
369-U1516A-14H-2-A,117,150,121.37,121.7,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,14,H,2,A,,,
369-U1516A-14H-3-A,0,150,121.7,123.2,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,14,H,3,A,,,
369-U1516A-14H-4-A,0,140,123.2,124.6,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,14,H,4,A,,,
369-U1516A-14H-5-A,0,7,124.7,124.77,,,,,silty,calcareous ooze,with sponge spicules,silty calcareous ooze with sponge spicules,,,GLEY 1 6/10Y (greenish gray),massive [BJ84],,normal grading,,,fine sand [W22_2],4,,,none,0,,sharp boundary or contact,curved,sharp,,,,,,,silty calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,14,H,5,A,,,
369-U1516A-14H-5-A,7,150,124.77,126.2,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,mineral,sulfide,none,0,,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,14,H,5,A,,,
369-U1516A-14H-6-A,0,150,126.2,127.7,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,14,H,6,A,,,
369-U1516A-14H-7-A,0,81,127.7,128.51,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,14,H,7,A,,,
369-U1516A-14H-CC-A,0,21,128.51,128.72,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,14,H,CC,A,,,
369-U1516A-15H-1-A,0,38,128.2,128.58,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,gradational boundary or contact,gradational,gradational,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,15,H,1,A,,,
369-U1516A-15H-1-A,38,47,128.58,128.67,,,,,silty,calcareous ooze,with sponge spicules,silty calcareous ooze with sponge spicules,,,GLEY 1 6/10Y (greenish gray),massive [BJ84],,normal grading,,,fine sand [W22_2],4,mineral,sulfide,none,0,,sharp boundary or contact,sharp,sharp,,,,,,,silty calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,15,H,1,A,,,
