Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Principal Name,Lithology classification,Lithology Prefix,Lithology Suffix,Lithology name,Lithology [%],Lithification [name],Color,Lithology comments,File Data,,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
320-U1331B-1H-CC-A,320,U1331,B,1,1-CC,H,CC,A,0,28,9.77,10.05,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,,soft,10YR 5/4,,,,,,,10
320-U1331B-2H-1-A,320,U1331,B,2,2-1,H,1,A,0,150,10.1,11.6,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian Clay,50,soft,10YR 3/3,,,,,,,11
320-U1331B-2H-1-A,320,U1331,B,2,2-1,H,1,A,0,150,10.1,11.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarian,Nannofossil ooze with radiolarian,50,soft,10YR 8/3,,,,,,,12
320-U1331B-2H-2-A,320,U1331,B,2,2-2,H,2,A,0,150,11.6,13.1,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian Clay,50,soft,10YR 3/3,,,,,,,13
320-U1331B-2H-2-A,320,U1331,B,2,2-2,H,2,A,0,150,11.6,13.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarian,Nannofossil ooze with radiolarian,50,soft,10YR 8/3,,,,,,,14
320-U1331B-2H-3-A,320,U1331,B,2,2-3,H,3,A,0,150,13.1,14.6,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian Clay,50,soft,10YR 3/3,,,,,,,15
320-U1331B-2H-3-A,320,U1331,B,2,2-3,H,3,A,0,150,13.1,14.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarian,Nannofossil ooze with radiolarian,50,soft,10YR 8/3,,,,,,,16
320-U1331B-2H-4-A,320,U1331,B,2,2-4,H,4,A,0,150,14.6,16.1,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian Clay,50,soft,10YR 3/3,,,,,,,17
320-U1331B-2H-4-A,320,U1331,B,2,2-4,H,4,A,0,150,14.6,16.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarian,Nannofossil ooze with radiolarian,50,soft,10YR 8/3,,,,,,,18
320-U1331B-2H-5-A,320,U1331,B,2,2-5,H,5,A,0,150,16.1,17.6,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian Clay,50,soft,10YR 3/3,,,,,,,19
320-U1331B-2H-5-A,320,U1331,B,2,2-5,H,5,A,0,150,16.1,17.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarian,Nannofossil ooze with radiolarian,50,soft,10YR 8/3,,,,,,,20
320-U1331B-2H-6-A,320,U1331,B,2,2-6,H,6,A,0,150,17.6,19.1,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian Clay,50,soft,10YR 3/3,,,,,,,21
320-U1331B-2H-6-A,320,U1331,B,2,2-6,H,6,A,0,150,17.6,19.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarian,Nannofossil ooze with radiolarian,50,soft,10YR 8/3,,,,,,,22
320-U1331B-2H-7-A,320,U1331,B,2,2-7,H,7,A,0,64,19.1,19.74,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian Clay,50,soft,10YR 3/3,,,,,,,23
320-U1331B-2H-7-A,320,U1331,B,2,2-7,H,7,A,0,64,19.1,19.74,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarian,Nannofossil ooze with radiolarian,50,soft,10YR 8/3,,,,,,,24
320-U1331B-2H-CC-A,320,U1331,B,2,2-CC,H,CC,A,0,32,19.74,20.06,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian Clay,50,soft,10YR 3/3,,,,,,,25
320-U1331B-2H-CC-A,320,U1331,B,2,2-CC,H,CC,A,0,32,19.74,20.06,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarian,Nannofossil ooze with radiolarian,50,soft,10YR 8/3,,,,,,,26
320-U1331B-3H-1-A,320,U1331,B,3,3-1,H,1,A,0,150,19.6,21.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,100,soft,10YR 3/3,,,,,,,27
320-U1331B-3H-2-A,320,U1331,B,3,3-2,H,2,A,0,150,21.1,22.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,100,soft,10YR 3/3,,,,,,,28
320-U1331B-3H-3-A,320,U1331,B,3,3-3,H,3,A,0,150,22.6,24.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,100,soft,10YR 3/3,,,,,,,29
320-U1331B-3H-4-A,320,U1331,B,3,3-4,H,4,A,0,104,24.1,25.14,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,100,soft,10YR 3/3,,,,,,,30
320-U1331B-3H-4-A,320,U1331,B,3,3-4,H,4,A,104,150,25.14,25.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 7/3,,,,,,,31
320-U1331B-3H-5-A,320,U1331,B,3,3-5,H,5,A,0,35,25.6,25.95,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 7/3,,,,,,,32
320-U1331B-3H-5-A,320,U1331,B,3,3-5,H,5,A,35,150,25.95,27.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,100,soft,10YR 4/4,,,,,,,33
320-U1331B-3H-6-A,320,U1331,B,3,3-6,H,6,A,0,150,27.1,28.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,100,soft,10YR 4/4,,,,,,,34
320-U1331B-3H-7-A,320,U1331,B,3,3-7,H,7,A,0,58,28.6,29.18,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,100,soft,10YR 4/4,,,,,,,35
320-U1331B-3H-CC-A,320,U1331,B,3,3-CC,H,CC,A,0,31,29.18,29.49,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,100,soft,10YR 4/4,,,,,,,36
320-U1331B-4H-1-A,320,U1331,B,4,4-1,H,1,A,0,150,29.1,30.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,60,soft,10YR 4/4,,,,,,,37
320-U1331B-4H-1-A,320,U1331,B,4,4-1,H,1,A,0,150,29.1,30.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Siliceous nannofossil,,Siliceous nannofossil ooze,40,soft,10YR 5/4,,,,,,,38
320-U1331B-4H-2-A,320,U1331,B,4,4-2,H,2,A,0,150,30.6,32.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,60,soft,10YR 4/4,,,,,,,39
320-U1331B-4H-2-A,320,U1331,B,4,4-2,H,2,A,0,150,30.6,32.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Siliceous nannofossil,,Siliceous nannofossil ooze,40,soft,10YR 5/4,,,,,,,40
320-U1331B-4H-3-A,320,U1331,B,4,4-3,H,3,A,0,150,32.1,33.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,60,soft,10YR 4/4,,,,,,,41
320-U1331B-4H-3-A,320,U1331,B,4,4-3,H,3,A,0,150,32.1,33.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Siliceous nannofossil,,Siliceous nannofossil ooze,40,soft,10YR 5/4,,,,,,,42
320-U1331B-4H-4-A,320,U1331,B,4,4-4,H,4,A,0,150,33.6,35.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,60,soft,10YR 4/4,,,,,,,43
320-U1331B-4H-4-A,320,U1331,B,4,4-4,H,4,A,0,150,33.6,35.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Siliceous nannofossil,,Siliceous nannofossil ooze,40,soft,10YR 5/4,,,,,,,44
320-U1331B-4H-5-A,320,U1331,B,4,4-5,H,5,A,0,150,35.1,36.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,60,soft,10YR 4/4,,,,,,,45
320-U1331B-4H-5-A,320,U1331,B,4,4-5,H,5,A,0,150,35.1,36.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Siliceous nannofossil,,Siliceous nannofossil ooze,40,soft,10YR 5/4,,,,,,,46
320-U1331B-4H-6-A,320,U1331,B,4,4-6,H,6,A,0,150,36.6,38.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,60,soft,10YR 4/4,,,,,,,47
320-U1331B-4H-6-A,320,U1331,B,4,4-6,H,6,A,0,150,36.6,38.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Siliceous nannofossil,,Siliceous nannofossil ooze,40,soft,10YR 5/4,,,,,,,48
320-U1331B-4H-7-A,320,U1331,B,4,4-7,H,7,A,0,84,38.1,38.94,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,60,soft,10YR 4/4,,,,,,,49
320-U1331B-4H-7-A,320,U1331,B,4,4-7,H,7,A,0,84,38.1,38.94,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Siliceous nannofossil,,Siliceous nannofossil ooze,40,soft,10YR 5/4,,,,,,,50
320-U1331B-4H-CC-A,320,U1331,B,4,4-CC,H,CC,A,0,19,38.94,39.13,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,60,soft,10YR 4/4,,,,,,,51
320-U1331B-4H-CC-A,320,U1331,B,4,4-CC,H,CC,A,0,19,38.94,39.13,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Siliceous nannofossil,,Siliceous nannofossil ooze,40,soft,10YR 5/4,,,,,,,52
320-U1331B-5H-1-A,320,U1331,B,5,5-1,H,1,A,0,150,38.6,40.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,,soft,10YR 3/3,,,,,,,53
320-U1331B-5H-2-A,320,U1331,B,5,5-2,H,2,A,0,150,40.1,41.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,,soft,10YR 3/3,,,,,,,54
320-U1331B-5H-3-A,320,U1331,B,5,5-3,H,3,A,0,150,41.6,43.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,,soft,10YR 3/3,,,,,,,55
320-U1331B-5H-4-A,320,U1331,B,5,5-4,H,4,A,0,150,43.1,44.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,,soft,10YR 3/3,,,,,,,56
320-U1331B-5H-5-A,320,U1331,B,5,5-5,H,5,A,0,150,44.6,46.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,,soft,10YR 3/3,,,,,,,57
320-U1331B-5H-6-A,320,U1331,B,5,5-6,H,6,A,0,100,46.1,47.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,,soft,10YR 3/3,,,,,,,58
320-U1331B-5H-7-A,320,U1331,B,5,5-7,H,7,A,0,70,47.1,47.8,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,,soft,10YR 3/3,,,,,,,59
320-U1331B-5H-CC-A,320,U1331,B,5,5-CC,H,CC,A,0,25,47.8,48.05,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,,soft,10YR 3/3,,,,,,,60
320-U1331B-6H-1-A,320,U1331,B,6,6-1,H,1,A,0,150,48.1,49.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,70,soft,10YR 3/3,,,,,,,61
320-U1331B-6H-1-A,320,U1331,B,6,6-1,H,1,A,0,150,48.1,49.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Siliceous nannofossil,with clay,Siliceous nannofossil ooze with clay,30,soft,10YR 5/3,,,,,,,62
320-U1331B-6H-2-A,320,U1331,B,6,6-2,H,2,A,0,150,49.6,51.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,70,soft,10YR 3/3,,,,,,,63
320-U1331B-6H-2-A,320,U1331,B,6,6-2,H,2,A,0,150,49.6,51.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Siliceous nannofossil,with clay,Siliceous nannofossil ooze with clay,30,soft,10YR 5/3,,,,,,,64
320-U1331B-6H-3-A,320,U1331,B,6,6-3,H,3,A,0,150,51.1,52.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,70,soft,10YR 3/3,,,,,,,65
320-U1331B-6H-3-A,320,U1331,B,6,6-3,H,3,A,0,150,51.1,52.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Siliceous nannofossil,with clay,Siliceous nannofossil ooze with clay,30,soft,10YR 5/3,,,,,,,66
320-U1331B-6H-4-A,320,U1331,B,6,6-4,H,4,A,0,150,52.6,54.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,70,soft,10YR 3/3,,,,,,,67
320-U1331B-6H-4-A,320,U1331,B,6,6-4,H,4,A,0,150,52.6,54.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Siliceous nannofossil,with clay,Siliceous nannofossil ooze with clay,30,soft,10YR 5/3,,,,,,,68
320-U1331B-6H-5-A,320,U1331,B,6,6-5,H,5,A,0,150,54.1,55.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,70,soft,10YR 3/3,,,,,,,69
320-U1331B-6H-5-A,320,U1331,B,6,6-5,H,5,A,0,150,54.1,55.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Siliceous nannofossil,with clay,Siliceous nannofossil ooze with clay,30,soft,10YR 5/3,,,,,,,70
320-U1331B-6H-6-A,320,U1331,B,6,6-6,H,6,A,0,150,55.6,57.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,70,soft,10YR 3/3,,,,,,,71
320-U1331B-6H-6-A,320,U1331,B,6,6-6,H,6,A,0,150,55.6,57.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Siliceous nannofossil,with clay,Siliceous nannofossil ooze with clay,30,soft,10YR 5/3,,,,,,,72
320-U1331B-6H-7-A,320,U1331,B,6,6-7,H,7,A,0,81,57.1,57.91,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,70,soft,10YR 3/3,,,,,,,73
320-U1331B-6H-7-A,320,U1331,B,6,6-7,H,7,A,0,81,57.1,57.91,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Siliceous nannofossil,with clay,Siliceous nannofossil ooze with clay,30,soft,10YR 5/3,,,,,,,74
320-U1331B-6H-CC-A,320,U1331,B,6,6-CC,H,CC,A,0,26,57.91,58.17,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,70,soft,10YR 3/3,,,,,,,75
320-U1331B-6H-CC-A,320,U1331,B,6,6-CC,H,CC,A,0,26,57.91,58.17,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Siliceous nannofossil,with clay,Siliceous nannofossil ooze with clay,30,soft,10YR 5/3,,,,,,,76
320-U1331B-7H-1-A,320,U1331,B,7,7-1,H,1,A,0,150,57.6,59.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,100,soft,10YR 3/3,,,,,,,77
320-U1331B-7H-2-A,320,U1331,B,7,7-2,H,2,A,0,150,59.1,60.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,,soft,10YR 3/3,,,,,,,78
320-U1331B-7H-3-A,320,U1331,B,7,7-3,H,3,A,0,150,60.6,62.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,,soft,10YR 3/3,,,,,,,79
320-U1331B-7H-4-A,320,U1331,B,7,7-4,H,4,A,0,150,62.1,63.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,,soft,10YR 3/3,,,,,,,80
320-U1331B-7H-5-A,320,U1331,B,7,7-5,H,5,A,0,150,63.6,65.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,,soft,10YR 3/3,,,,,,,81
320-U1331B-7H-6-A,320,U1331,B,7,7-6,H,6,A,0,150,65.1,66.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,,soft,10YR 3/3,,,,,,,82
320-U1331B-7H-7-A,320,U1331,B,7,7-7,H,7,A,0,42,66.6,67.02,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,,soft,10YR 3/3,,,,,,,83
320-U1331B-7H-CC-A,320,U1331,B,7,7-CC,H,CC,A,0,14,67.02,67.16,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,,soft,10YR 3/3,,,,,,,84
320-U1331B-8H-1-A,320,U1331,B,8,8-1,H,1,A,0,14,67.1,67.24,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,,soft,10YR 3/3,,,,,,,85
320-U1331B-8H-1-A,320,U1331,B,8,8-1,H,1,A,0,150,67.1,68.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,60,soft,10YR 3/3,,,,,,,86
320-U1331B-8H-1-A,320,U1331,B,8,8-1,H,1,A,0,150,67.1,68.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Siliceous nannofossil,with clay,Siliceous nannofossil ooze with clay,40,soft,10YR 6/4,,,,,,,87
320-U1331B-8H-2-A,320,U1331,B,8,8-2,H,2,A,0,150,68.6,70.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,60,soft,10YR 3/3,,,,,,,88
320-U1331B-8H-2-A,320,U1331,B,8,8-2,H,2,A,0,150,68.6,70.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Siliceous nannofossil,with clay,Siliceous nannofossil ooze with clay,40,soft,10YR 6/4,,,,,,,89
320-U1331B-8H-3-A,320,U1331,B,8,8-3,H,3,A,0,150,70.1,71.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,60,soft,10YR 3/3,,,,,,,90
320-U1331B-8H-3-A,320,U1331,B,8,8-3,H,3,A,0,150,70.1,71.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Siliceous nannofossil,with clay,Siliceous nannofossil ooze with clay,40,soft,10YR 6/4,,,,,,,91
320-U1331B-8H-4-A,320,U1331,B,8,8-4,H,4,A,0,150,71.6,73.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,60,soft,10YR 3/3,,,,,,,92
320-U1331B-8H-4-A,320,U1331,B,8,8-4,H,4,A,0,150,71.6,73.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Siliceous nannofossil,with clay,Siliceous nannofossil ooze with clay,40,soft,10YR 6/4,,,,,,,93
320-U1331B-8H-5-A,320,U1331,B,8,8-5,H,5,A,0,150,73.1,74.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,60,soft,10YR 3/3,,,,,,,94
320-U1331B-8H-5-A,320,U1331,B,8,8-5,H,5,A,0,150,73.1,74.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Siliceous nannofossil,with clay,Siliceous nannofossil ooze with clay,40,soft,10YR 6/4,,,,,,,95
320-U1331B-8H-6-A,320,U1331,B,8,8-6,H,6,A,0,150,74.6,76.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,60,soft,10YR 3/3,,,,,,,96
320-U1331B-8H-6-A,320,U1331,B,8,8-6,H,6,A,0,150,74.6,76.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Siliceous nannofossil,with clay,Siliceous nannofossil ooze with clay,40,soft,10YR 6/4,,,,,,,97
320-U1331B-8H-7-A,320,U1331,B,8,8-7,H,7,A,0,81,76.1,76.91,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,60,soft,10YR 3/3,,,,,,,98
320-U1331B-8H-7-A,320,U1331,B,8,8-7,H,7,A,0,81,76.1,76.91,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Siliceous nannofossil,with clay,Siliceous nannofossil ooze with clay,40,soft,10YR 6/4,,,,,,,99
320-U1331B-8H-CC-A,320,U1331,B,8,8-CC,H,CC,A,0,22,76.91,77.13,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,60,soft,10YR 3/3,,,,,,,100
320-U1331B-8H-CC-A,320,U1331,B,8,8-CC,H,CC,A,0,22,76.91,77.13,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Siliceous nannofossil,with clay,Siliceous nannofossil ooze with clay,40,soft,10YR 6/4,,,,,,,101
320-U1331B-9H-1-A,320,U1331,B,9,9-1,H,1,A,0,150,76.6,78.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay and nannofossils,Radiolarian ooze with clay and nannofossils,20,soft,10YR 3/3,,,,,,,102
320-U1331B-9H-1-A,320,U1331,B,9,9-1,H,1,A,0,150,76.6,78.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Siliceous nannofossil,,Siliceous nannofossil ooze,80,soft,10YR 5/3,,,,,,,103
320-U1331B-9H-2-A,320,U1331,B,9,9-2,H,2,A,0,150,78.1,79.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay and nannofossils,Radiolarian ooze with clay and nannofossils,20,soft,10YR 3/3,,,,,,,104
320-U1331B-9H-2-A,320,U1331,B,9,9-2,H,2,A,0,150,78.1,79.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Siliceous nannofossil,,Siliceous nannofossil ooze,80,soft,10YR 5/3,,,,,,,105
320-U1331B-9H-3-A,320,U1331,B,9,9-3,H,3,A,0,150,79.6,81.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay and nannofossils,Radiolarian ooze with clay and nannofossils,20,soft,10YR 3/3,,,,,,,106
320-U1331B-9H-3-A,320,U1331,B,9,9-3,H,3,A,0,150,79.6,81.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Siliceous nannofossil,,Siliceous nannofossil ooze,80,soft,10YR 5/3,,,,,,,107
320-U1331B-9H-4-A,320,U1331,B,9,9-4,H,4,A,0,150,81.1,82.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay and nannofossils,Radiolarian ooze with clay and nannofossils,20,soft,10YR 3/3,,,,,,,108
320-U1331B-9H-4-A,320,U1331,B,9,9-4,H,4,A,0,150,81.1,82.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Siliceous nannofossil,,Siliceous nannofossil ooze,80,soft,10YR 5/3,,,,,,,109
320-U1331B-9H-5-A,320,U1331,B,9,9-5,H,5,A,0,150,82.6,84.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay and nannofossils,Radiolarian ooze with clay and nannofossils,20,soft,10YR 3/3,,,,,,,110
