Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology color (simple),Lithology color (Munsell),Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Diagenetic constituent,Diagenetic constituent composition,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,File Data,Ship File Links,Shore File Links,Sample,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name
361,U1477,A,2,2-4,H,4,A,0,145,12,13.45,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-2H-4-A,,,
361,U1477,A,2,2-5,H,5,A,0,150,13.5,15,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-2H-5-A,,,
361,U1477,A,2,2-6,H,6,A,0,116,15,16.16,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-2H-6-A,,,
361,U1477,A,2,2-7,H,7,A,0,78,16.21,16.99,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-2H-7-A,,,
361,U1477,A,2,2-CC,H,CC,A,0,26,16.99,17.25,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-2H-CC-A,,,
361,U1477,A,3,3-1,H,1,A,0,150,17,18.5,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-3H-1-A,,,
361,U1477,A,3,3-2,H,2,A,0,145,18.5,19.95,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-3H-2-A,,,
361,U1477,A,3,3-3,H,3,A,0,150,20,21.5,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-3H-3-A,,,
361,U1477,A,3,3-4,H,4,A,0,145,21.5,22.95,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-3H-4-A,,,
361,U1477,A,3,3-5,H,5,A,0,154,23,24.54,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-3H-5-A,,,
361,U1477,A,3,3-6,H,6,A,0,152,24.54,26.06,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-3H-6-A,,,
361,U1477,A,3,3-7,H,7,A,0,54,26.11,26.65,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-3H-7-A,,,
361,U1477,A,3,3-CC,H,CC,A,0,18,26.65,26.83,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-3H-CC-A,,,
361,U1477,A,4,4-1,H,1,A,0,152,26.5,28.02,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-4H-1-A,,,
361,U1477,A,4,4-2,H,2,A,0,153,28.02,29.55,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-4H-2-A,,,
361,U1477,A,4,4-3,H,3,A,0,155,29.55,31.1,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-4H-3-A,,,
361,U1477,A,4,4-4,H,4,A,0,153,31.1,32.63,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-4H-4-A,,,
361,U1477,A,4,4-5,H,5,A,0,155,32.63,34.18,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-4H-5-A,,,
361,U1477,A,4,4-6,H,6,A,0,151,34.18,35.69,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-4H-6-A,,,
361,U1477,A,4,4-7,H,7,A,0,62,35.74,36.36,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-4H-7-A,,,
361,U1477,A,4,4-CC,H,CC,A,0,27,36.36,36.63,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-4H-CC-A,,,
361,U1477,A,5,5-1,H,1,A,0,142,36,37.42,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-5H-1-A,,,
361,U1477,A,5,5-2,H,2,A,0,143,37.42,38.85,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-5H-2-A,,,
361,U1477,A,5,5-3,H,3,A,0,145,38.85,40.3,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-5H-3-A,,,
361,U1477,A,5,5-4,H,4,A,0,138,40.3,41.68,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-5H-4-A,,,
361,U1477,A,5,5-5,H,5,A,0,144,41.73,43.17,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-5H-5-A,,,
361,U1477,A,5,5-6,H,6,A,0,142,43.17,44.59,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-5H-6-A,,,
361,U1477,A,5,5-7,H,7,A,0,131,44.64,45.95,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-5H-7-A,,,
361,U1477,A,5,5-CC,H,CC,A,0,30,45.95,46.25,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-5H-CC-A,,,
361,U1477,A,6,6-1,H,1,A,0,127,45.5,46.77,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-6H-1-A,,,
361,U1477,A,6,6-2,H,2,A,0,141,46.77,48.18,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-6H-2-A,,,
361,U1477,A,6,6-3,H,3,A,0,142,48.18,49.6,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-6H-3-A,,,
361,U1477,A,6,6-4,H,4,A,0,146,49.6,51.06,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-6H-4-A,,,
361,U1477,A,6,6-5,H,5,A,0,149,51.06,52.55,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-6H-5-A,,,
361,U1477,A,6,6-6,H,6,A,0,147,52.55,54.02,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-6H-6-A,,,
361,U1477,A,6,6-7,H,7,A,0,139,54.06,55.45,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-6H-7-A,,,
361,U1477,A,6,6-CC,H,CC,A,0,18,55.45,55.68,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-6H-CC-A,,,
361,U1477,A,7,7-1,H,1,A,0,141,55,56.41,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-7H-1-A,,,
361,U1477,A,7,7-2,H,2,A,0,126,56.41,57.67,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-7H-2-A,,,
361,U1477,A,7,7-3,H,3,A,0,128,57.67,58.95,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-7H-3-A,,,
361,U1477,A,7,7-4,H,4,A,0,139,58.95,60.34,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-7H-4-A,,,
361,U1477,A,7,7-5,H,5,A,0,150,60.34,61.84,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-7H-5-A,,,
361,U1477,A,7,7-6,H,6,A,0,133,61.84,63.17,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-7H-6-A,,,
361,U1477,A,7,7-7,H,7,A,0,141,63.22,64.63,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-7H-7-A,,,
361,U1477,A,7,7-CC,H,CC,A,0,60,64.63,65.23,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-7H-CC-A,,,
361,U1477,A,8,8-1,H,1,A,0,26,64.5,64.76,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-8H-1-A,,,
361,U1477,A,8,8-2,H,2,A,0,145,64.76,66.21,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-8H-2-A,,,
361,U1477,A,8,8-3,H,3,A,0,135,66.21,67.56,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-8H-3-A,,,
361,U1477,A,8,8-4,H,4,A,0,132,67.56,68.88,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-8H-4-A,,,
361,U1477,A,8,8-5,H,5,A,0,142,68.88,70.3,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-8H-5-A,,,
361,U1477,A,8,8-6,H,6,A,0,135,70.3,71.65,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-8H-6-A,,,
361,U1477,A,8,8-7,H,7,A,0,137,71.7,73.07,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-8H-7-A,,,
361,U1477,A,8,8-8,H,8,A,0,117,73.07,74.24,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-8H-8-A,,,
361,U1477,A,8,8-CC,H,CC,A,0,18,74.24,74.42,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-8H-CC-A,,,
361,U1477,A,9,9-1,H,1,A,0,142,74,75.42,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-9H-1-A,,,
361,U1477,A,9,9-2,H,2,A,0,137,75.42,76.79,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-9H-2-A,,,
361,U1477,A,9,9-3,H,3,A,0,141,76.79,78.2,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-9H-3-A,,,
361,U1477,A,9,9-4,H,4,A,0,141,78.2,79.61,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,Centimetric olive gray (5Y 5/3) area at 135-136 cm.,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-9H-4-A,,,
361,U1477,A,9,9-5,H,5,A,0,141,79.61,81.02,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,Centimetric olive gray (5Y 5/3) areas at 55-56 cm and 65-66 cm.,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-9H-5-A,,,
361,U1477,A,9,9-6,H,6,A,0,122,81.02,82.24,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,Centimetric olive gray (5Y 5/3) area at 28-29 cm.,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-9H-6-A,,,
361,U1477,A,9,9-7,H,7,A,0,69,82.29,82.98,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-9H-7-A,,,
361,U1477,A,10,10-1,H,1,A,0,150,83.5,85,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,Centimetric olive gray (5Y 5/3) layer at 59-61 cm and 105-108 cm.,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-10H-1-A,,,
361,U1477,A,10,10-2,H,2,A,0,135,85,86.35,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,Centimetric olive gray (5Y 5/3) layer at 19-22 cm and 132-134 cm,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-10H-2-A,,,
361,U1477,A,10,10-3,H,3,A,0,140,86.35,87.75,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,"Centimetric olive gray (5Y 5/3) layers at 36-38 cm, 99-101 cm amd 116-118 cm.",,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-10H-3-A,,,
361,U1477,A,10,10-4,H,4,A,0,145,87.75,89.2,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,Centimetric olive gray (5Y 5/3) layer at 63-65 cm,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-10H-4-A,,,
361,U1477,A,10,10-5,H,5,A,0,151,89.2,90.71,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-10H-5-A,,,
361,U1477,A,10,10-6,H,6,A,0,144,90.71,92.15,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-10H-6-A,,,
361,U1477,A,10,10-7,H,7,A,0,67,92.2,92.87,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-10H-7-A,,,
361,U1477,A,10,10-CC,H,CC,A,0,15,92.87,93.02,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-10H-CC-A,,,
361,U1477,A,11,11-1,H,1,A,0,150,93,94.5,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-11H-1-A,,,
361,U1477,A,11,11-2,H,2,A,0,142,94.5,95.92,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-11H-2-A,,,
361,U1477,A,11,11-3,H,3,A,0,150,95.92,97.42,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-11H-3-A,,,
