Sample,Exp,Site,Hole,Core,Type,Core-Sect,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. color,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. abundance [%],MIN Lith. color,MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,"Layer, boundary, lamination, grading",Layer or bedding thickness,Clasts abundance,Diagenetic constituent,Diagenetic structure,Bioturbation intensity,Bioturbation intensity rank,Macrofossil abundance name,Deformational structures,General interval comment,MAJ Lith. Prefix abundance Plot [%],MAJ Lith. Principal name abundance Plot [%],File Data,row_index
339-U1391C-3R-3-A,339,U1391,C,3,R,3-3,3,A,0,128,348.5,349.78,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,color contact,,,,,,slight_339 ,3,rare ,,"Shell fragments, forams, pyrite filled burrows and small black specks (sulfides) present. ",100,100,,10
339-U1391C-3R-3-A,339,U1391,C,3,R,3-3,3,A,128,150,349.78,350,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10GY 4/1 (dark greenish gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,rare ,,"Shell fragments, forams, pyrite filled burrows and small black specks (sulfides) present. ",100,100,,11
339-U1391C-3R-4-A,339,U1391,C,3,R,3-4,4,A,0,72,350,350.72,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10GY 4/1 (dark greenish gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,color contact,,,,,,slight_339 ,3,rare ,,"Shell fragments, forams, pyrite filled burrows and small black specks (sulfides) present. ",100,100,,12
339-U1391C-3R-4-A,339,U1391,C,3,R,3-4,4,A,72,150,350.72,351.5,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,rare ,,"Shell fragments, forams, pyrite filled burrows and small black specks (sulfides) present. ",100,100,,13
339-U1391C-3R-5-A,339,U1391,C,3,R,3-5,5,A,0,108,351.5,352.58,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,color contact,,,,,,slight_339 ,3,rare ,,"Shell fragments, forams, pyrite filled burrows and small black specks (sulfides) present. ",100,100,,14
339-U1391C-3R-5-A,339,U1391,C,3,R,3-5,5,A,108,150,352.58,353,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,5GY 5/1 (greenish gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,,,Forams and small black specks (sulfides) present. ,100,100,,15
339-U1391C-3R-6-A,339,U1391,C,3,R,3-6,6,A,0,136,353,354.36,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,5GY 5/1 (greenish gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,,,"Shell fragments, forams, pyrite filled burrows and small black specks (sulfides) present. ",100,100,,16
339-U1391C-3R-CC-A,339,U1391,C,3,R,3-CC,CC,A,0,17,354.36,354.53,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,5GY 5/1 (greenish gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,,,"Shell fragments, forams, pyrite filled burrows and small black specks (sulfides) present. ",100,100,,17
339-U1391C-4R-1-A,339,U1391,C,4,R,4-1,1,A,0,150,355.1,356.6,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,5GY 5/1 (greenish gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,,,"Shell fragments, forams, pyrite filled burrows and small black specks (sulfides) present. ",100,100,,18
339-U1391C-4R-2-A,339,U1391,C,4,R,4-2,2,A,0,131,356.6,357.91,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,5GY 5/1 (greenish gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,,,"Shell fragments, forams, pyrite filled burrows and small black specks (sulfides) present. ",100,100,,19
339-U1391C-4R-CC-A,339,U1391,C,4,R,4-CC,CC,A,0,7,357.91,357.98,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,5GY 5/1 (greenish gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,,,"Shell fragments, forams, pyrite filled burrows and small black specks (sulfides) present. ",100,100,,20
339-U1391C-5R-1-A,339,U1391,C,5,R,5-1,1,A,0,150,364.7,366.2,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,few ,,"Shell fragments, forams and pyrite filled burrows present",100,100,,21
339-U1391C-5R-2-A,339,U1391,C,5,R,5-2,2,A,0,150,366.2,367.7,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,few ,,"Shell fragments, forams and pyrite filled burrows present",100,100,,22
339-U1391C-5R-3-A,339,U1391,C,5,R,5-3,3,A,0,10,367.7,367.8,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,color contact,,,,,,slight_339 ,3,few ,,"Shell fragments, forams and pyrite filled burrows present",100,100,,23
339-U1391C-5R-3-A,339,U1391,C,5,R,5-3,3,A,10,150,367.8,369.2,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,5GY 4/1 (dark greenish gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,few ,,"Shell fragments, forams and pyrite filled burrows present",100,100,,24
339-U1391C-5R-4-A,339,U1391,C,5,R,5-4,4,A,0,98,369.2,370.18,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,5GY 4/1 (dark greenish gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 ,3,few ,,"Shell fragments, forams and pyrite filled burrows present",100,100,,25
339-U1391C-5R-4-A,339,U1391,C,5,R,5-4,4,A,98,144,370.18,370.64,calcareous ,silty mud ,,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,5GY 4/1 (dark greenish gray),silt ,2,fine sand ,4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 ,3,rare ,,"Shell fragments, forams and pyrite filled burrows present",100,100,,26
339-U1391C-5R-4-A,339,U1391,C,5,R,5-4,4,A,144,150,370.64,370.7,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,few ,,Forams present.,100,100,,27
339-U1391C-5R-5-A,339,U1391,C,5,R,5-5,5,A,0,150,370.7,372.2,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,few ,,"Shell fragments, forams and pyrite filled burrows present",100,100,,28
339-U1391C-5R-6-A,339,U1391,C,5,R,5-6,6,A,0,150,372.2,373.7,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,few ,,"Shell fragments, forams and pyrite filled burrows present",100,100,,29
339-U1391C-5R-7-A,339,U1391,C,5,R,5-7,7,A,0,73,373.7,374.43,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,few ,,"Shell fragments, forams and pyrite filled burrows present",100,100,,30
339-U1391C-5R-CC-A,339,U1391,C,5,R,5-CC,CC,A,0,10,374.43,374.53,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,few ,,"Shell fragments, forams and pyrite filled burrows present",100,100,,31
339-U1391C-6R-1-A,339,U1391,C,6,R,6-1,1,A,0,150,374.3,375.8,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,few ,,Disturbed section. ,100,100,,32
339-U1391C-6R-2-A,339,U1391,C,6,R,6-2,2,A,0,138,375.8,377.18,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,few ,,Disturbed section. ,100,100,,33
339-U1391C-6R-CC-A,339,U1391,C,6,R,6-CC,CC,A,0,19,377.18,377.37,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,few ,,Shell fragmetns and forams present.,100,100,,34
339-U1391C-7R-1-A,339,U1391,C,7,R,7-1,1,A,0,150,383.9,385.4,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 5/1 (greenish gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,few ,,"Shell fragments, forams, pyrite burrows present. Scaphopods at 62 cm.",100,100,,35
339-U1391C-7R-2-A,339,U1391,C,7,R,7-2,2,A,0,96,385.4,386.36,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 5/1 (greenish gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,few ,,"Shell fragments, forams, pyrite burrows present. ",100,100,,36
339-U1391C-7R-2-A,339,U1391,C,7,R,7-2,2,A,96,132,386.36,386.72,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,color contact,,,,,,slight_339 ,3,few ,,"Shell fragments, forams, pyrite burrows present. ",100,100,,37
339-U1391C-7R-2-A,339,U1391,C,7,R,7-2,2,A,132,150,386.72,386.9,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 5/1 (greenish gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,few ,,"Mottled. Shell fragments, forams, pyrite burrows present. ",100,100,,38
339-U1391C-7R-3-A,339,U1391,C,7,R,7-3,3,A,0,3,386.9,386.93,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 5/1 (greenish gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,color contact,,,,,,slight_339 ,3,few ,,"Mottled. Shell fragments, forams, pyrite burrows present. ",100,100,,39
339-U1391C-7R-3-A,339,U1391,C,7,R,7-3,3,A,3,150,386.93,388.4,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,few ,,"Shell fragments, forams, pyrite burrows present. ",100,100,,40
339-U1391C-7R-4-A,339,U1391,C,7,R,7-4,4,A,0,150,388.4,389.9,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,few ,,"Shell fragments, forams, pyrite burrows present. ",100,100,,41
339-U1391C-7R-5-A,339,U1391,C,7,R,7-5,5,A,0,139,389.9,391.29,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,few ,,"Shell fragments, forams, pyrite burrows present. ",100,100,,42
339-U1391C-7R-CC-A,339,U1391,C,7,R,7-CC,CC,A,0,20,391.29,391.49,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,few ,,"Shell fragments, forams, pyrite burrows present. ",100,100,,43
339-U1391C-8R-1-A,339,U1391,C,8,R,8-1,1,A,0,150,393.5,395,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,few ,,"Shell fragments, forams, pyrite burrows present. ",100,100,,44
339-U1391C-8R-2-A,339,U1391,C,8,R,8-2,2,A,0,150,395,396.5,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,few ,,"Shell fragments, forams, pyrite burrows present. ",100,100,,45
339-U1391C-8R-3-A,339,U1391,C,8,R,8-3,3,A,0,150,396.5,398,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,few ,,"Shell fragments, forams, pyrite burrows present. ",100,100,,46
339-U1391C-8R-4-A,339,U1391,C,8,R,8-4,4,A,0,119,398,399.19,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,few ,,"Shell fragments, forams, pyrite burrows present. ",100,100,,47
339-U1391C-8R-5-A,339,U1391,C,8,R,8-5,5,A,0,68,399.19,399.87,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,few ,,"Shell fragments, forams, pyrite burrows present. ",100,100,,48
339-U1391C-8R-CC-A,339,U1391,C,8,R,8-CC,CC,A,0,7,399.87,399.94,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,few ,,"Shell fragments, forams, pyrite burrows present. ",100,100,,49
339-U1391C-9R-1-A,339,U1391,C,9,R,9-1,1,A,0,150,403,404.5,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,few ,,"Shell fragments, forams, pyrite burrows present. ",100,100,,50
339-U1391C-9R-2-A,339,U1391,C,9,R,9-2,2,A,0,150,404.5,406,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, forams, pyrite burrows present. ",100,100,,51
339-U1391C-9R-3-A,339,U1391,C,9,R,9-3,3,A,0,150,406,407.5,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, forams, pyrite burrows present. ",100,100,,52
339-U1391C-9R-4-A,339,U1391,C,9,R,9-4,4,A,0,150,407.5,409,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, forams, pyrite burrows present. ",100,100,,53
339-U1391C-9R-5-A,339,U1391,C,9,R,9-5,5,A,0,150,409,410.5,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, forams, pyrite burrows present. ",100,100,,54
339-U1391C-9R-6-A,339,U1391,C,9,R,9-6,6,A,0,152,410.5,412.02,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, forams, pyrite burrows present. ",100,100,,55
339-U1391C-9R-CC-A,339,U1391,C,9,R,9-CC,CC,A,0,12,412.02,412.14,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, forams, pyrite burrows present. ",100,100,,56
339-U1391C-10R-1-A,339,U1391,C,10,R,10-1,1,A,0,54,412.6,413.14,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 5/1 (greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Disturbance,100,100,,57
339-U1391C-10R-1-A,339,U1391,C,10,R,10-1,1,A,54,150,413.14,414.1,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,present [A48],,"Scaphopod at 123, pyrite burrows at 131, 136 cm.",100,100,,58
339-U1391C-10R-2-A,339,U1391,C,10,R,10-2,2,A,0,150,414.1,415.6,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Pyrite burrows at 13 cm.,100,100,,59
339-U1391C-10R-3-A,339,U1391,C,10,R,10-3,3,A,0,150,415.6,417.1,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Pyrite burrows at 71 cm.,100,100,,60
339-U1391C-10R-4-A,339,U1391,C,10,R,10-4,4,A,0,150,417.1,418.6,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,,61
339-U1391C-10R-5-A,339,U1391,C,10,R,10-5,5,A,0,89,418.6,419.49,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,present [A48],,Bryozoan at 37 cm.,100,100,,62
339-U1391C-10R-CC-A,339,U1391,C,10,R,10-CC,CC,A,0,11,419.49,419.6,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,,63
339-U1391C-11R-1-A,339,U1391,C,11,R,11-1,1,A,0,150,422.2,423.7,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Partly more greenish (5GY 4/1).,100,100,,64
339-U1391C-11R-2-A,339,U1391,C,11,R,11-2,2,A,0,150,423.7,425.2,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,,65
339-U1391C-11R-3-A,339,U1391,C,11,R,11-3,3,A,0,150,425.2,426.7,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,present [A48],,Small shell fragments at 129 cm.,100,100,,66
339-U1391C-11R-4-A,339,U1391,C,11,R,11-4,4,A,0,123,426.7,427.93,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,,100,100,,67
339-U1391C-11R-4-A,339,U1391,C,11,R,11-4,4,A,123,150,427.93,428.2,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,,68
339-U1391C-11R-5-A,339,U1391,C,11,R,11-5,5,A,0,112,428.2,429.32,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,sharp contact,,,,,,slight_339 [DB91],3,few [A48],,bivalve shells at 2 cm and 22 cm.,100,100,,69
339-U1391C-11R-5-A,339,U1391,C,11,R,11-5,5,A,112,151,429.32,429.71,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,,70
