Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color,Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,Clasts (>2 mm) 3ND ORDER,Lithic clasts (>2 mm) DOMINANT,DOMINANT lithic roundness,Lithic clasts (>2 mm) 2ND ORDER,2ND lithic roundness,Lithic clasts (>2 mm) 3RD ORDER,3RD lithic roundness,Vitric clasts (>2 mm) DOMINANT,DOMINANT vitric roundness,Vitric clasts (>2 mm) 2ND ORDER,2ND vitric roundness,Vitric clasts (>2 mm) 3RD ORDER,3RD vitric roundness,Crystals (>2 mm) DOMINANT,DOMINANT crystal roundness,Crystals (>2 mm) 2ND ORDER,2ND crystal roundness,Crystals (>2 mm) 3RD ORDER,3RD crystal roundness,Clast comments,"Matrix, fines (<2 mm) DOMINANT","Matrix, fines (<2 mm) 2ND ORDER","Matrix, fines (<2 mm) 3ND ORDER",Matrix sorting,Matrix comments,File Data,Shore File Links,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
,350,U1436,B,8,8-2,H,2,A,5,150,41.35,42.8,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267
,350,U1436,B,8,8-3,H,3,A,0,111,42.8,43.91,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268
,350,U1436,B,8,8-4,H,4,A,0,85,43.91,44.76,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269
,350,U1436,B,8,8-CC,H,CC,A,0,10,44.76,44.86,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270
,350,U1436,B,9,9-1,H,1,A,0,50,44.9,45.4,I,,,,"clast-supported, polymictic, evolved [2014]",lapilli [2014],with mud [2014],"clast-supported, polymictic, evolved lapilli","clast-supported, polymictic, evolved lapilli with mud",lapilli with mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271
,350,U1436,B,9,9-1,H,1,A,50,66,45.4,45.56,I,,,,"matrix-supported, polymictic, evolved [2014]",lapilli-ash [2014],,"matrix-supported, polymictic, evolved lapilli-ash","matrix-supported, polymictic, evolved lapilli-ash",lapilli-ash,,,,,,,,,,,,,,,,,,,,,vitric [2014],,,,,,,,,pumice [2014],,,,,,,,,,,,,,,,,,,,,,,272
,350,U1436,B,9,9-1,H,1,A,66,124,45.56,46.14,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273
,350,U1436,B,9,9-2,H,2,A,0,37,46.14,46.51,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274
,350,U1436,B,9,9-2,H,2,A,37,46,46.51,46.6,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275
,350,U1436,B,9,9-2,H,2,A,46,48,46.6,46.62,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276
,350,U1436,B,9,9-2,H,2,A,48,57,46.62,46.71,I,,,,evolved,ash [2014],with mud [2014],evolved ash,evolved ash with mud,ash with mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277
,350,U1436,B,9,9-2,H,2,A,57,64,46.71,46.78,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278
,350,U1436,B,9,9-2,H,2,A,64,73,46.78,46.87,I,,,,evolved,ash [2014],with mud [2014],evolved ash,evolved ash with mud,ash with mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279
,350,U1436,B,9,9-2,H,2,A,73,106,46.87,47.2,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280
,350,U1436,B,9,9-2,H,2,A,106,113,47.2,47.27,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281
,350,U1436,B,9,9-2,H,2,A,113,150,47.27,47.64,I,,,,tuffaceous,mud [2014],with ash [2014],mud,mud with ash,mud with ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282
,350,U1436,B,9,9-3,H,3,A,0,14,47.64,47.78,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283
,350,U1436,B,9,9-3,H,3,A,14,17,47.78,47.81,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284
,350,U1436,B,9,9-3,H,3,A,17,40,47.81,48.04,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285
,350,U1436,B,9,9-3,H,3,A,40,47,48.04,48.11,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286
,350,U1436,B,9,9-3,H,3,A,47,58,48.11,48.22,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287
,350,U1436,B,9,9-3,H,3,A,58,68,48.22,48.32,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288
,350,U1436,B,9,9-3,H,3,A,68,92,48.32,48.56,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289
,350,U1436,B,9,9-3,H,3,A,92,101,48.56,48.65,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290
,350,U1436,B,9,9-3,H,3,A,101,102,48.65,48.66,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291
,350,U1436,B,9,9-3,H,3,A,102,106,48.66,48.7,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292
,350,U1436,B,9,9-3,H,3,A,106,116,48.7,48.8,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293
,350,U1436,B,9,9-3,H,3,A,116,118,48.8,48.82,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294
,350,U1436,B,9,9-3,H,3,A,118,123,48.82,48.87,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295
,350,U1436,B,9,9-3,H,3,A,123,133,48.87,48.97,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296
,350,U1436,B,9,9-3,H,3,A,133,136,48.97,49,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297
,350,U1436,B,9,9-3,H,3,A,136,144,49,49.08,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298
,350,U1436,B,10,10-1,H,1,A,0,54,49.1,49.64,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299
,350,U1436,B,10,10-2,H,2,A,0,26,49.64,49.9,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300
,350,U1436,B,10,10-2,H,2,A,26,38,49.9,50.02,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301
,350,U1436,B,10,10-2,H,2,A,38,42,50.02,50.06,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302
,350,U1436,B,10,10-2,H,2,A,42,65,50.06,50.29,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303
,350,U1436,B,11,11-1,H,1,A,0,21,50.3,50.51,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,brown-black,,fine sand [W22_2],4,,,,,gradational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304
,350,U1436,B,11,11-1,H,1,A,21,27,50.51,50.57,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,brown-black,,fine sand [W22_2],4,,,,,gradational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305
,350,U1436,B,11,11-1,H,1,A,27,35,50.57,50.65,I,,,,mafic,ash [2014],with mud [2014],mafic ash,mafic ash with mud,ash with mud,,brown-black,,fine sand [W22_2],4,,,,,gradational,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,,306
,350,U1436,B,11,11-1,H,1,A,35,38,50.65,50.68,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,brown-black,,fine sand [W22_2],4,,,,,sharp,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,,307
,350,U1436,B,11,11-1,H,1,A,38,42,50.68,50.72,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,brown-black,,fine sand [W22_2],4,,,,,gradational,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,,308
,350,U1436,B,11,11-1,H,1,A,42,46,50.72,50.76,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,brown-black,,fine sand [W22_2],4,,,,,gradational,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,,309
,350,U1436,B,11,11-1,H,1,A,46,49.5,50.76,50.795,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,brown-black,,fine sand [W22_2],4,,,,,gradational,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,,310
,350,U1436,B,11,11-1,H,1,A,49.5,53,50.795,50.83,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,brown-black,,fine sand [W22_2],4,,,,,sharp,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,,311
,350,U1436,B,11,11-1,H,1,A,53,59,50.83,50.89,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312
,350,U1436,B,11,11-1,H,1,A,59,61,50.89,50.91,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313
,350,U1436,B,11,11-1,H,1,A,61,96,50.91,51.26,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314
,350,U1436,B,11,11-1,H,1,A,96,102,51.26,51.32,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315
,350,U1436,B,11,11-1,H,1,A,102,116,51.32,51.46,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316
,350,U1436,B,11,11-1,H,1,A,116,117,51.46,51.47,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317
,350,U1436,B,11,11-1,H,1,A,117,125,51.47,51.55,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318
,350,U1436,B,11,11-1,H,1,A,125,130,51.55,51.6,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319
,350,U1436,B,11,11-1,H,1,A,130,141,51.6,51.71,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320
,350,U1436,B,11,11-1,H,1,A,141,143,51.71,51.73,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321
,350,U1436,B,12,12-1,H,1,A,0,5,51.8,51.85,I,,,,"clast-supported, polymictic, evolved [2014]",lapilli-ash [2014],,"clast-supported, polymictic, evolved lapilli-ash","clast-supported, polymictic, evolved lapilli-ash",lapilli-ash,,,,coarse sand [W22_2],6,granule [W22_2],8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322
,350,U1436,B,12,12-1,H,1,A,5,23,51.85,52.03,I,,,,"matrix-supported, polymictic, evolved [2014]",lapilli-ash [2014],with mud [2014],"matrix-supported, polymictic, evolved lapilli-ash","matrix-supported, polymictic, evolved lapilli-ash with mud",lapilli-ash with mud,,,,fine sand [W22_2],4,granule [W22_2],8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323
,350,U1436,B,12,12-1,H,1,A,23,25,52.03,52.05,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,black,,medium sand [W22_2],5,medium sand [W22_2],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324
,350,U1436,B,12,12-1,H,1,A,25,47,52.05,52.27,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325
,350,U1436,B,12,12-1,H,1,A,47,54,52.27,52.34,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,white,,fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,normally coarse-tail graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326
,350,U1436,B,12,12-1,H,1,A,54,98,52.34,52.78,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327
,350,U1436,B,12,12-1,H,1,A,98,103,52.78,52.83,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328
,350,U1436,B,12,12-2,H,2,A,0,16,52.83,52.99,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329
,350,U1436,B,12,12-2,H,2,A,16,102,52.99,53.85,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,gray,,medium sand [W22_2],5,coarse sand [W22_2],6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330
,350,U1436,B,12,12-3,H,3,A,0,85,53.85,54.7,I,,,,bimodal,ash [2014],,bimodal ash,bimodal ash,ash,,gray,,medium sand [W22_2],5,coarse sand [W22_2],6,mix of 80% mafic ash with 20% pumice. Density graded.,,,,,,density graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331
,350,U1436,B,12,12-4,H,4,A,0,83,54.7,55.53,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,dark gray,,medium sand [W22_2],5,medium sand [W22_2],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332
,350,U1436,B,12,12-4,H,4,A,83,88,55.53,55.58,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333
,350,U1436,B,12,12-4,H,4,A,88,106,55.58,55.76,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,dark gray,,medium sand [W22_2],5,medium sand [W22_2],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334
,350,U1436,B,12,12-5,H,5,A,0,101,55.76,56.77,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,dark gray,,fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335
,350,U1436,B,12,12-6,H,6,A,0,63,56.77,57.4,I,,,,mafic,ash [2014],with lapilli [2014],mafic ash,mafic ash with lapilli,ash with lapilli,,dark gray,,medium sand [W22_2],5,granule [W22_2],8,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336
,350,U1436,B,12,12-CC,H,CC,A,0,14,57.4,57.54,I,,,,mafic,ash [2014],with lapilli [2014],mafic ash,mafic ash with lapilli,ash with lapilli,,dark gray,,medium sand [W22_2],5,granule [W22_2],8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337
,350,U1436,B,13,13-1,H,1,A,0,50,57.6,58.1,I,,,,mafic,lapilli-ash [2014],,mafic lapilli-ash,mafic lapilli-ash,lapilli-ash,,black,,granule [W22_2],8,pebble [W22_2],9,,,gradational,,,poor [2014],normally graded,,,,,,,vitric [2014],,,,,,,,,scoria [2014],,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,,338
,350,U1436,B,13,13-1,H,1,A,50,61,58.1,58.21,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339
,350,U1436,B,13,13-1,H,1,A,61,68,58.21,58.28,I,,,,mafic,ash [2014],with mud [2014],mafic ash,mafic ash with mud,ash with mud,,gray,,fine sand [W22_2],4,coarse sand [W22_2],6,,,sharp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,,340
,350,U1436,B,13,13-1,H,1,A,68,88,58.28,58.48,I,,,,mafic,lapilli-ash [2014],,mafic lapilli-ash,mafic lapilli-ash,lapilli-ash,,black,,coarse sand [W22_2],6,pebble [W22_2],9,,,gradational,,,moderate [2014],normally graded,,,,,,,vitric [2014],,,,,,,,,scoria [2014],,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,,341
,350,U1436,B,13,13-1,H,1,A,88,89.5,58.48,58.495,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,brown,,fine sand [W22_2],4,,,,,gradational,,,moderate [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,,342
,350,U1436,B,13,13-1,H,1,A,89.5,90,58.495,58.5,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,black,,coarse sand [W22_2],6,,,"mayeb a coring dist, but does not look like it... very fine bed.",,gradational,,,moderate [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,,343
,350,U1436,B,13,13-1,H,1,A,90,94,58.5,58.54,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344
,350,U1436,B,13,13-1,H,1,A,94,96,58.54,58.56,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,black,,coarse sand [W22_2],6,,,,,sharp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,,345
,350,U1436,B,13,13-1,H,1,A,96,112,58.56,58.72,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346
,350,U1436,B,13,13-1,H,1,A,112,116,58.72,58.76,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,white,,silt [W22_1],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,,347
,350,U1436,B,13,13-1,H,1,A,116,119,58.76,58.79,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,black,,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,,348
,350,U1436,B,14,14-1,H,1,A,0,63,58.8,59.43,I,,,,"clast-supported, polymictic",lapilli [2014],,"clast-supported, polymictic lapilli","clast-supported, polymictic lapilli",lapilli,,,,granule [W22_2],8,,,,,,,,,,,,,,,,vitric [2014],,,,,,,,,scoria [2014],,pumice [2014],,,,,,,,,,,,,,,,,,,,,349
,350,U1436,B,14,14-1,H,1,A,63,86,59.43,59.66,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350
,350,U1436,B,14,14-1,H,1,A,86,110,59.66,59.9,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,,,medium sand [W22_2],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351
,350,U1436,B,14,14-1,H,1,A,110,118,59.9,59.98,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352
,350,U1436,B,14,14-1,H,1,A,118,128,59.98,60.08,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,,,medium sand [W22_2],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353
,350,U1436,B,14,14-1,H,1,A,128,150,60.08,60.3,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354
,350,U1436,B,14,14-2,H,2,A,0,19,60.3,60.49,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355
,350,U1436,B,14,14-2,H,2,A,19,30,60.49,60.6,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,,,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356
,350,U1436,B,14,14-2,H,2,A,30,51,60.6,60.81,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357
,350,U1436,B,14,14-2,H,2,A,51,53,60.81,60.83,I,,,,mafic,lapilli [2014],,mafic lapilli,mafic lapilli,lapilli,,,,granule [W22_2],8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358
,350,U1436,B,14,14-2,H,2,A,53,75,60.83,61.05,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359
,350,U1436,B,14,14-2,H,2,A,75,76,61.05,61.06,I,,,,evolved,lapilli-ash [2014],,evolved lapilli-ash,evolved lapilli-ash,lapilli-ash,,,,fine sand [W22_2],4,granule [W22_2],8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360
,350,U1436,B,14,14-2,H,2,A,76,89,61.06,61.19,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361
