Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Bottom contact or boundary geometry,Bottom contact or boundary attitude,Bedding thickness of MAJOR lithology,Interbed lithology,Thickness of interbeds,INTERPRETATION - Turbiditic or Hemipelagic,TEPHRA type,Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
354-U1451A-27H-2-A,0,13,161,161.13,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light green,bioturbated,,,,,,,mottling [BJ80],,,,,,,,354,U1451,A,27,H,2,A,,,,338
354-U1451A-27H-2-A,13,37,161.13,161.37,,sandy [Leg339],silt [Leg210],,sandy silt,sandy silt,silt,,dark green,sharp planar,horizontal,,,,,,normally graded,,,,,,,,354,U1451,A,27,H,2,A,,,,339
354-U1451A-27H-2-A,37,117,161.37,162.17,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,white,,,,,,,,burrows,,,,,,,,354,U1451,A,27,H,2,A,,,,340
354-U1451A-27H-3-A,0,145,162.17,163.62,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,white,,,,,,,,mottling [BJ80],,,,,,,,354,U1451,A,27,H,3,A,,,,341
354-U1451A-27H-4-A,0,110,163.62,164.72,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,white,,,,,,,,burrows,,,,The lower part was disturbed by cutting with saw,,,,354,U1451,A,27,H,4,A,,,,342
354-U1451A-27H-4-A,0,110,163.62,164.72,,,,,,,,,,,,,,,,,mottling [BJ80],,,,,,,,354,U1451,A,27,H,4,A,,,,343
354-U1451A-27H-5-A,0,17,164.72,164.89,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,light green,sharp planar,horizontal,,,,,,parallel lamination,,,,,,,,354,U1451,A,27,H,5,A,,,,344
354-U1451A-27H-5-A,17,137,164.89,166.09,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,white,,,,,,,,burrows,,,,,,,,354,U1451,A,27,H,5,A,,,,345
354-U1451A-27H-5-A,137,145,166.09,166.17,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light gray,,,,,,,,burrows,,,,,,,,354,U1451,A,27,H,5,A,,,,346
354-U1451A-27H-6-A,0,150,166.22,167.72,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,white,,,,,,,,mottling [BJ80],,,,,,,,354,U1451,A,27,H,6,A,,,,347
354-U1451A-27H-7-A,0,65,167.72,168.37,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,white,,,,,,,,mottling [BJ80],,,,,,,,354,U1451,A,27,H,7,A,,,,348
354-U1451A-28H-1-A,0,150,169,170.5,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light gray,,,,,,H,,mottling [BJ80],,,,,,,,354,U1451,A,28,H,1,A,,,,349
354-U1451A-28H-1-A,0,150,169,170.5,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1451,A,28,H,1,A,,,,350
354-U1451A-28H-2-A,0,150,170.5,172,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,white,,,,,,H,,mottling [BJ80],,,,,,,,354,U1451,A,28,H,2,A,,,,351
354-U1451A-28H-2-A,0,150,170.5,172,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1451,A,28,H,2,A,,,,352
354-U1451A-28H-3-A,0,13,172,172.13,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light gray,gradational,sub-horizontal,,,,H,,mottling [BJ80],,,,,,,,354,U1451,A,28,H,3,A,,,,353
354-U1451A-28H-3-A,0,13,172,172.13,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1451,A,28,H,3,A,,,,354
354-U1451A-28H-3-A,13,25,172.13,172.25,,nannofossil rich,calcareous clay [Leg210],with ash [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with ash,calcareous clay with ash,,light gray,gradational,sub-horizontal,,,,H,,mottling [BJ80],,,,,,,,354,U1451,A,28,H,3,A,,,,355
354-U1451A-28H-3-A,25,150,172.25,173.5,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light gray,,,,,,H,,mottling [BJ80],,,,,,,,354,U1451,A,28,H,3,A,,,,356
354-U1451A-28H-3-A,25,150,172.25,173.5,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1451,A,28,H,3,A,,,,357
354-U1451A-28H-4-A,0,95,173.5,174.45,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light gray,bioturbated,sub-horizontal,,,,H,,mottling [BJ80],,,,,,,,354,U1451,A,28,H,4,A,,,,358
354-U1451A-28H-4-A,0,95,173.5,174.45,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1451,A,28,H,4,A,,,,359
354-U1451A-28H-4-A,95,112,174.45,174.62,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,green,sharp planar,horizontal,,,,T,,,,,,,,,,354,U1451,A,28,H,4,A,,,,360
354-U1451A-28H-4-A,112,132,174.62,174.82,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light gray,bioturbated,sub-horizontal,,,,H,,mottling [BJ80],,,,,,,,354,U1451,A,28,H,4,A,,,,361
354-U1451A-28H-4-A,132,139,174.82,174.89,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,green,sharp planar,horizontal,,,,T,,,,,,,,,,354,U1451,A,28,H,4,A,,,,362
354-U1451A-28H-4-A,139,150,174.89,175,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,white,,,,,,H,,mottling [BJ80],,,,,,,,354,U1451,A,28,H,4,A,,,,363
354-U1451A-28H-5-A,0,30,175,175.3,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light gray,bioturbated,sub-horizontal,,,,H,,mottling [BJ80],,,,,,,,354,U1451,A,28,H,5,A,,,,364
354-U1451A-28H-5-A,30,70,175.3,175.7,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light gray,sharp irregular,sub-horizontal,thin bed [B01],clay [Leg210],thin bed [B01],T?,,mottling [BJ80],,,,,,,,354,U1451,A,28,H,5,A,,,,365
354-U1451A-28H-5-A,70,80,175.7,175.8,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,dark gray,,,,,,T,,,,,,,,,,354,U1451,A,28,H,5,A,,,,366
354-U1451A-28H-CC-A,0,9,175.8,175.89,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,dark gray,,,,,,T,,,,,,,,,,354,U1451,A,28,H,CC,A,,,,367
354-U1451A-29H-1-A,0,130,178.5,179.8,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,light gray,,,,,,H,,mottling [BJ80],,,,,,,,354,U1451,A,29,H,1,A,,,,368
354-U1451A-29H-1-A,0,130,178.5,179.8,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1451,A,29,H,1,A,,,,369
354-U1451A-29H-2-A,0,16,179.8,179.96,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,light gray,sharp irregular,sub-vertical,,,,H,,mottling [BJ80],,,,,,,,354,U1451,A,29,H,2,A,,,,370
354-U1451A-29H-2-A,0,16,179.8,179.96,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1451,A,29,H,2,A,,,,371
354-U1451A-29H-2-A,16,93,179.96,180.73,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,white,,,,,,H,,mottling [BJ80],,,,,,,,354,U1451,A,29,H,2,A,,,,372
354-U1451A-29H-3-A,0,11,180.73,180.84,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,dark gray,sharp planar,sub-horizontal,,,,H,,color banding,,,,,,,,354,U1451,A,29,H,3,A,,,,373
354-U1451A-29H-3-A,0,11,180.73,180.84,,,,,,,,,,,,,,,,,mottling [BJ80],,,,,,,,354,U1451,A,29,H,3,A,,,,374
354-U1451A-29H-3-A,11,46,180.84,181.19,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp planar,sub-horizontal,,,,T,,color banding,,,,,,,,354,U1451,A,29,H,3,A,,,,375
354-U1451A-29H-3-A,46,58,181.19,181.31,,silty [Leg339],clay [Leg210],with mica,silty clay,silty clay with mica,clay with mica,,dark gray,sharp planar,sub-horizontal,very thin bed [B01],silt [Leg210],lamina [M&W53],T,,,,,,very thin to thin beds with silt lamina,,,,354,U1451,A,29,H,3,A,,,,376
354-U1451A-29H-3-A,58,68,181.31,181.41,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp irregular,sub-horizontal,,,,,,,,,,,,,,354,U1451,A,29,H,3,A,,,,377
354-U1451A-29H-3-A,68,107,181.41,181.8,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,dark gray,sharp planar,sub-horizontal,,,,H,,mottling [BJ80],,,,,,,,354,U1451,A,29,H,3,A,,,,378
354-U1451A-29H-4-A,0,18,181.8,181.98,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,white,,,,,,H,,mottling [BJ80],,,,,,,,354,U1451,A,29,H,4,A,,,,379
354-U1451A-29H-4-A,18,21,181.98,182.01,,silty [Leg339],calcareous clay [Leg210],,silty calcareous clay,silty calcareous clay,calcareous clay,,gray,sharp irregular,sub-horizontal,,,,H,,,,,,,,,,354,U1451,A,29,H,4,A,,,,380
354-U1451A-29H-4-A,21,84,182.01,182.64,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,light gray,sharp irregular,horizontal,,,,H,,mottling [BJ80],,,,laminated silt layer at 54 cm,,,,354,U1451,A,29,H,4,A,,,,381
354-U1451A-29H-5-A,0,60,182.64,183.24,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,light gray,,,,,,H,,mottling [BJ80],,,,,,,,354,U1451,A,29,H,5,A,,,,382
354-U1451A-29H-6-A,0,12,183.24,183.36,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,white,sharp planar,sub-horizontal,,,,H,,mottling [BJ80],,,,,,,,354,U1451,A,29,H,6,A,,,,383
354-U1451A-29H-6-A,12,24,183.36,183.48,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,gray,bioturbated,sub-horizontal,,,,H,,mottling [BJ80],,,,,,,,354,U1451,A,29,H,6,A,,,,384
354-U1451A-29H-6-A,24,150,183.48,184.74,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,white,,,,,,H,,mottling [BJ80],,,,"gray-topped, mostly white ooze layer",,,,354,U1451,A,29,H,6,A,,,,385
354-U1451A-29H-7-A,0,136,184.74,186.1,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,light gray,,,,,,H,,mottling [BJ80],,,,,,,,354,U1451,A,29,H,7,A,,,,386
354-U1451A-29H-8-A,0,91,186.1,187.01,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,light gray,,,,,,H,,mottling [BJ80],,,,gray flow-in disturbance throughout,,,,354,U1451,A,29,H,8,A,,,,387
354-U1451A-29H-CC-A,0,59,187.01,187.6,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,light gray,,,,,,H,,mottling [BJ80],,,,gray flow-in disturbance throughout,,,,354,U1451,A,29,H,CC,A,,,,388
354-U1451A-30H-1-A,0,36,188,188.36,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,gray,,,,,,H,,mottling [BJ80],,,,,,,,354,U1451,A,30,H,1,A,,,,389
354-U1451A-30H-2-A,0,12,188.36,188.48,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,gray,sharp irregular,horizontal,,,,H,,,,,,,,,,354,U1451,A,30,H,2,A,,,,390
354-U1451A-30H-2-A,12,23,188.48,188.59,,,clay [Leg210],,clay,clay,clay,,gray,sharp planar,horizontal,,,,,,mud clast,,,,,,,,354,U1451,A,30,H,2,A,,,,391
354-U1451A-30H-2-A,12,23,188.48,188.59,,,,,,,,,,,,,,,,,mottling [BJ80],,,,,,,,354,U1451,A,30,H,2,A,,,,392
354-U1451A-30H-2-A,23,27,188.59,188.63,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,sharp planar,horizontal,thin bed [B01],silt [Leg210],lamina [M&W53],,,wavy strata,,,,"silty clay, laminae structure visible but wavy",,,,354,U1451,A,30,H,2,A,,,,393
354-U1451A-30H-2-A,27,150,188.63,189.86,,silty [Leg339],clay [Leg210],with mica,silty clay,silty clay with mica,clay with mica,,gray,,,medium bed [B01],silt [Leg210],lamina [M&W53],,,,,,,,,,,354,U1451,A,30,H,2,A,,,,394
354-U1451A-30H-3-A,0,47,189.86,190.33,,silty [Leg339],clay [Leg210],with mica,silty clay,silty clay with mica,clay with mica,,gray,sharp planar,horizontal,,,,T,,,,,,,,,,354,U1451,A,30,H,3,A,,,,395
354-U1451A-30H-3-A,47,136,190.33,191.22,,silty [Leg339],clay [Leg210],with mica,silty clay,silty clay with mica,clay with mica,,gray,sharp planar,sub-horizontal,,,,T,,,,,,,,,,354,U1451,A,30,H,3,A,,,,396
354-U1451A-30H-3-A,136,150,191.22,191.36,,silty [Leg339],clay [Leg210],with mica,silty clay,silty clay with mica,clay with mica,,gray,,,,,,T,,,,,,,,,,354,U1451,A,30,H,3,A,,,,397
354-U1451A-30H-4-A,0,31,191.36,191.67,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,sharp irregular,sub-horizontal,,,,,,,,,,,,,,354,U1451,A,30,H,4,A,,,,398
354-U1451A-30H-4-A,31,72,191.67,192.08,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,sharp planar,horizontal,very thin bed [B01],silt [Leg210],very thin bed [B01],T,,,,,,,,,,354,U1451,A,30,H,4,A,,,,399
354-U1451A-30H-4-A,72,150,192.08,192.86,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,,,,,,,,,,,,,,,,354,U1451,A,30,H,4,A,,,,400
354-U1451A-30H-5-A,0,150,192.86,194.36,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,,,,,,,,,,,,drilling disturbance throuhout,,,,354,U1451,A,30,H,5,A,,,,401
354-U1451A-30H-6-A,0,131,194.36,195.67,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,,,,,,,,,,,,drilling disturbance throuhout,,,,354,U1451,A,30,H,6,A,,,,402
354-U1451A-30H-7-A,0,64,195.67,196.31,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,,,,,,,,,,,,drilling disturbance throuhout,,,,354,U1451,A,30,H,7,A,,,,403
354-U1451A-30H-8-A,0,39,196.31,196.7,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,,,,,,,,,,,,drilling disturbance throuhout,,,,354,U1451,A,30,H,8,A,,,,404
354-U1451A-30H-CC-A,0,49,196.7,197.19,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,,,,,,,,,,,,drilling disturbance throuhout,,,,354,U1451,A,30,H,CC,A,,,,405
354-U1451A-31F-1-A,0,105,197.5,198.55,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,sharp planar,sub-horizontal,very thin bed [B01],silt [Leg210],lamina [M&W53],T,,,,,,,,,,354,U1451,A,31,F,1,A,,,,406
354-U1451A-31F-1-A,105,127,198.55,198.77,,,silt [Leg210],with mica,silt,silt with mica,silt with mica,,dark gray,sharp planar,sub-horizontal,,,,T,,normally graded,,,,,,,,354,U1451,A,31,F,1,A,,,,407
354-U1451A-31F-1-A,127,138,198.77,198.88,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,,silt [Leg210],,T,,,,,,strongly distubed,,,,354,U1451,A,31,F,1,A,,,,408
354-U1451A-31F-1-A,138,145,198.88,198.95,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,,,,,,,,,,,,,,354,U1451,A,31,F,1,A,,,,409
354-U1451A-31F-2-A,0,117,199,200.17,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,T,,,,,,,,,,354,U1451,A,31,F,2,A,,,,410
354-U1451A-31F-3-A,0,41,200.17,200.58,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,sharp irregular,vertical,,,,T,,,,,,,,,,354,U1451,A,31,F,3,A,,,,411
354-U1451A-31F-3-A,41,133,200.58,201.5,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,,,,,,,,,,,,,,354,U1451,A,31,F,3,A,,,,412
354-U1451A-33F-1-A,0,40,207,207.4,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1451,A,33,F,1,A,,,,413
354-U1451A-33F-1-A,40,43,207.4,207.43,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,gradational,horizontal,,,,,,,,,,,,,,354,U1451,A,33,F,1,A,,,,414
354-U1451A-33F-1-A,43,140,207.43,208.4,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,dark gray,,,,,,,,,,,,,,,,354,U1451,A,33,F,1,A,,,,415
354-U1451A-33F-2-A,0,150,208.4,209.9,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,,,,,354,U1451,A,33,F,2,A,,,,416
354-U1451A-33F-3-A,0,89,209.9,210.79,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,,,,,354,U1451,A,33,F,3,A,,,,417
354-U1451A-33F-4-A,0,80,210.79,211.59,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,,,,,354,U1451,A,33,F,4,A,,,,418
354-U1451A-33F-CC-A,0,20,211.59,211.79,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,,,,,354,U1451,A,33,F,CC,A,,,,419
354-U1451A-35F-1-A,0,67,216.5,217.17,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,sharp planar,horizontal,medium bed [B01],silt [Leg210],thin bed [B01],,,mottling [BJ80],,,,,,,,354,U1451,A,35,F,1,A,,,,420
354-U1451A-35F-1-A,67,87,217.17,217.37,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,dark gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1451,A,35,F,1,A,,,,421
354-U1451A-35F-1-A,87,135,217.37,217.85,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,white,bioturbated,,,,,,,mottling [BJ80],,,,,,,,354,U1451,A,35,F,1,A,,,,422
354-U1451A-35F-1-A,135,140,217.85,217.9,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,gray,sharp planar,horizontal,,,,,,parallel lamination,,,,,,,,354,U1451,A,35,F,1,A,,,,423
354-U1451A-35F-1-A,140,150,217.9,218,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,white,,,,,,,,mottling [BJ80],,,,,,,,354,U1451,A,35,F,1,A,,,,424
354-U1451A-35F-2-A,0,150,218,219.5,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,white,,,,,,,,mottling [BJ80],,,,,,,,354,U1451,A,35,F,2,A,,,,425
354-U1451A-35F-2-A,0,150,218,219.5,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1451,A,35,F,2,A,,,,426
354-U1451A-35F-3-A,0,100,219.5,220.5,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,white,,,,,,,,mottling [BJ80],,,,,,,,354,U1451,A,35,F,3,A,,,,427
354-U1451A-35F-3-A,0,100,219.5,220.5,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1451,A,35,F,3,A,,,,428
354-U1451A-35F-4-A,0,69,220.5,221.19,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,white,,,,,,,,mottling [BJ80],,,,,,,,354,U1451,A,35,F,4,A,,,,429
354-U1451A-35F-4-A,0,69,220.5,221.19,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1451,A,35,F,4,A,,,,430
354-U1451A-35F-CC-A,0,17,221.19,221.36,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,white,,,,,,,,mottling [BJ80],,,,,,,,354,U1451,A,35,F,CC,A,,,,431
354-U1451A-35F-CC-A,0,17,221.19,221.36,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1451,A,35,F,CC,A,,,,432
354-U1451A-37F-1-A,0,9,226,226.09,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,sharp irregular,,,,,,,,,,,,,,,354,U1451,A,37,F,1,A,,,,433
354-U1451A-37F-1-A,9,150,226.09,227.5,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1451,A,37,F,1,A,,,,434
354-U1451A-37F-2-A,0,142,227.5,228.92,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1451,A,37,F,2,A,,,,435
354-U1451A-37F-3-A,0,150,228.92,230.42,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1451,A,37,F,3,A,,,,436
354-U1451A-37F-CC-A,0,5,230.33,230.38,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1451,A,37,F,CC,A,,,,437
354-U1451A-39F-1-A,0,150,235.5,237,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1451,A,39,F,1,A,,,,438
354-U1451A-39F-2-A,0,150,237,238.5,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1451,A,39,F,2,A,,,,439
354-U1451A-39F-3-A,0,110,238.5,239.6,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1451,A,39,F,3,A,,,,440
354-U1451A-39F-4-A,0,62,239.6,240.22,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1451,A,39,F,4,A,,,,441
354-U1451A-41F-1-A,0,16,245,245.16,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,gradational,,,,,,,,,,,,,,,354,U1451,A,41,F,1,A,,,,442
354-U1451A-41F-1-A,16,149,245.16,246.49,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,dark gray,,,,,,,,normally graded,,,,,,,,354,U1451,A,41,F,1,A,,,,443
354-U1451A-41F-CC-A,0,5,246.49,246.54,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1451,A,41,F,CC,A,,,,444
354-U1451A-43F-1-A,0,5,254.5,254.55,,,clay [Leg210],,clay,clay,clay,,gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1451,A,43,F,1,A,,,,445
354-U1451A-43F-1-A,5,10,254.55,254.6,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,light gray,sharp irregular,,,,,,,,,,,,,,,354,U1451,A,43,F,1,A,,,,446
354-U1451A-43F-1-A,10,34,254.6,254.84,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp irregular,,,,,,,mottling [BJ80],,,,,,,,354,U1451,A,43,F,1,A,,,,447
354-U1451A-43F-1-A,34,40,254.84,254.9,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,light gray,bioturbated,,,,,,,mottling [BJ80],,,,,,,,354,U1451,A,43,F,1,A,,,,448
354-U1451A-43F-1-A,40,78,254.9,255.28,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1451,A,43,F,1,A,,,,449
354-U1451A-43F-1-A,78,84,255.28,255.34,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,light gray,bioturbated,,,,,,,mottling [BJ80],,,,,,,,354,U1451,A,43,F,1,A,,,,450
354-U1451A-43F-1-A,84,150,255.34,256,,,clay [Leg210],,clay,clay,clay,,dark gray,,,medium bed [B01],silt [Leg210],thin bed [B01],,,,,,,,,,,354,U1451,A,43,F,1,A,,,,451
