Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology name,Grain size max. [mm],Lithification,Lithification rank,Lithology [%],lithology classification,Comment,File Data,,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
317-U1351B-1H-CC-A,317,U1351,B,1,1-CC,H,CC,A,0,23,7.53,7.76,,Mud [S54-Leg210],,Sandy mud,,,,,"Shepard, 1954 - Leg 210 revision",Slightly shelly rare gastropods,,,,,,12
317-U1351B-2H-1-A,317,U1351,B,2,2-1,H,1,A,0,66,7.8,8.46,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",silty,,,,,,13
317-U1351B-2H-1-A,317,U1351,B,2,2-1,H,1,A,66,150,8.46,9.3,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",clay,,,,,,14
317-U1351B-2H-2-A,317,U1351,B,2,2-2,H,2,A,0,150,9.3,10.8,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogenous,,,,,,15
317-U1351B-2H-3-A,317,U1351,B,2,2-3,H,3,A,0,122,10.8,12.02,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision","silty, homogenous",,,,,,16
317-U1351B-2H-3-A,317,U1351,B,2,2-3,H,3,A,122,150,12.02,12.3,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision","sandy, gradual contact at 122 cm",,,,,,17
317-U1351B-2H-3-A,317,U1351,B,2,2-3,H,3,A,122,150,12.02,12.3,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision","sandy, gradual contact at 122 cm",,,,,,18
317-U1351B-2H-4-A,317,U1351,B,2,2-4,H,4,A,0,50,12.3,12.8,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",shelly,,,,,,19
317-U1351B-2H-4-A,317,U1351,B,2,2-4,H,4,A,50,150,12.8,13.8,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,,,20
317-U1351B-2H-5-A,317,U1351,B,2,2-5,H,5,A,0,100,13.8,14.8,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision","silty, rounded burrows or spot scattered",,,,,,21
317-U1351B-2H-5-A,317,U1351,B,2,2-5,H,5,A,100,150,14.8,15.3,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",clay,,,,,,22
317-U1351B-2H-5-A,317,U1351,B,2,2-5,H,5,A,100,150,14.8,15.3,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision","scattered shell fragments, dark to black < 1 mm",,,,,,23
317-U1351B-2H-6-A,317,U1351,B,2,2-6,H,6,A,0,36,15.3,15.66,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",silty,,,,,,24
317-U1351B-2H-6-A,317,U1351,B,2,2-6,H,6,A,36,68,15.66,15.98,,Shell bed,,Shell bed,,,,,Expedition 317,,,,,,,25
317-U1351B-2H-6-A,317,U1351,B,2,2-6,H,6,A,68,120,15.98,16.5,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",clay,,,,,,26
317-U1351B-2H-CC-A,317,U1351,B,2,2-CC,H,CC,A,0,23,16.5,16.73,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",clay,,,,,,27
317-U1351B-3H-1-A,317,U1351,B,3,3-1,H,1,A,0,40,16.7,17.1,,shell bed,,shell bed,,,,,Expedition 317,fining upward + few whole shells,,,,,,28
317-U1351B-3H-1-A,317,U1351,B,3,3-1,H,1,A,40,94,17.1,17.64,,mud [S54-Leg210],,mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,,,29
317-U1351B-3H-1-A,317,U1351,B,3,3-1,H,1,A,53,55,17.23,17.25,,clay [S54] ,,clay,,,,,,lens of clay,,,,,,30
317-U1351B-3H-1-A,317,U1351,B,3,3-1,H,1,A,56,59,17.26,17.29,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,,,,,31
317-U1351B-3H-1-A,317,U1351,B,3,3-1,H,1,A,68,69,17.38,17.39,,Shell bed,,Shell bed,,,,,Expedition 317,shell < 2 mm,,,,,,32
317-U1351B-3H-1-A,317,U1351,B,3,3-1,H,1,A,89,90,17.59,17.6,,clay [S54] ,,clay,,,,,,lens of clay,,,,,,33
317-U1351B-3H-1-A,317,U1351,B,3,3-1,H,1,A,94,150,17.64,18.2,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,,,,,34
317-U1351B-3H-2-A,317,U1351,B,3,3-2,H,2,A,0,150,18.2,19.7,,mud [S54-Leg210],,mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,,,35
317-U1351B-3H-3-A,317,U1351,B,3,3-3,H,3,A,0,130,19.7,21,,mud [S54-Leg210],,mud,,,,,"Shepard, 1954 - Leg 210 revision",scattered burrows,,,,,,36
317-U1351B-3H-3-A,317,U1351,B,3,3-3,H,3,A,130,150,21,21.2,,mud [S54-Leg210],,mud,,,,,"Shepard, 1954 - Leg 210 revision",scattered burrows,,,,,,37
317-U1351B-3H-4-A,317,U1351,B,3,3-4,H,4,A,0,6,21.2,21.26,,mud [S54-Leg210],,mud,,,,,"Shepard, 1954 - Leg 210 revision",scattered burrows,,,,,,38
317-U1351B-3H-4-A,317,U1351,B,3,3-4,H,4,A,6,37,21.26,21.57,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,,,,,39
317-U1351B-3H-4-A,317,U1351,B,3,3-4,H,4,A,22,23,21.42,21.43,,shell bed,,shell bed,,,,,Expedition 317,shell < 5 mm,,,,,,40
317-U1351B-3H-4-A,317,U1351,B,3,3-4,H,4,A,33,35,21.53,21.55,,Shell bed,,Shell bed,,,,,Expedition 317,shell < 5 mm,,,,,,41
317-U1351B-3H-4-A,317,U1351,B,3,3-4,H,4,A,37,93,21.57,22.13,,mud [S54-Leg210],,mud,,,,,"Shepard, 1954 - Leg 210 revision",scattered burrows (diameter < 1 cm),,,,,,42
317-U1351B-4H-1-A,317,U1351,B,4,4-1,H,1,A,0,30,22.1,22.4,,Shell bed,,Shell bed,,,,,Expedition 317,"matrix is mud, 0-5 cm shell fragments <1 mm, 5-30 cm shell fragments <1 cm",,,,,,43
317-U1351B-4H-1-A,317,U1351,B,4,4-1,H,1,A,30,97,22.4,23.07,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,,,44
317-U1351B-4H-1-A,317,U1351,B,4,4-1,H,1,A,97,122,23.07,23.32,,Shell bed,,Shell bed,,,,,Expedition 317,"matrix is very fine sand and silt, fragments < 3 mm",,,,,,45
317-U1351B-4H-1-A,317,U1351,B,4,4-1,H,1,A,122,150,23.32,23.6,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",interbedded shell beds,,,,,,46
317-U1351B-4H-2-A,317,U1351,B,4,4-2,H,2,A,0,20,23.6,23.8,,Interbedded sand and mud  [Exp.317],,Interbedded sand and mud ,,,,,Expedition 317,sandy bed is shell bed,,,,,,47
317-U1351B-4H-2-A,317,U1351,B,4,4-2,H,2,A,20,56,23.8,24.16,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",scattered shell fragments,,,,,,48
317-U1351B-4H-2-A,317,U1351,B,4,4-2,H,2,A,56,60,24.16,24.2,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",abundant shell fragments,,,,,,49
317-U1351B-4H-2-A,317,U1351,B,4,4-2,H,2,A,60,150,24.2,25.1,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",scattered shell fragments,,,,,,50
317-U1351B-4H-3-A,317,U1351,B,4,4-3,H,3,A,0,68,25.1,25.78,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision","scattered shell fragments, mottles of clay at 40 to 50 cm.",,,,,,51
317-U1351B-4H-3-A,317,U1351,B,4,4-3,H,3,A,68,150,25.78,26.6,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",mottles of clay at 100-111 cm,,,,,,52
317-U1351B-4H-4-A,317,U1351,B,4,4-4,H,4,A,0,150,26.6,28.1,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,,,,,53
317-U1351B-4H-CC-A,317,U1351,B,4,4-CC,H,CC,A,0,6,28.1,28.16,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",scattered shell fragments,,,,,,54
317-U1351B-5H-1-A,317,U1351,B,5,5-1,H,1,A,0,120,28.2,29.4,,shell bed,,shell bed,,,,,Expedition 317,fining upward from 120 to 17 cm then coarsening to 0 cm,,,,,,55
317-U1351B-5H-1-A,317,U1351,B,5,5-1,H,1,A,120,120.5,29.4,29.405,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,,,,,56
317-U1351B-5H-1-A,317,U1351,B,5,5-1,H,1,A,120.5,121.5,29.405,29.415,,Very fine-fine sand [S54-W22],,Very fine-fine sand,,,,,"Shepard, 1954; Wentworth, 1922",,,,,,,57
317-U1351B-5H-1-A,317,U1351,B,5,5-1,H,1,A,121.5,122,29.415,29.42,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,,,,,58
317-U1351B-5H-1-A,317,U1351,B,5,5-1,H,1,A,122,122.5,29.42,29.425,,Very fine-fine sand [S54-W22],,Very fine-fine sand,,,,,"Shepard, 1954; Wentworth, 1922",,,,,,,59
317-U1351B-5H-1-A,317,U1351,B,5,5-1,H,1,A,122.5,126,29.425,29.46,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,,,,,60
317-U1351B-5H-1-A,317,U1351,B,5,5-1,H,1,A,126,128,29.46,29.48,,Very fine-fine sand [S54-W22],,Very fine-fine sand,,,,,"Shepard, 1954; Wentworth, 1922",,,,,,,61
317-U1351B-5H-1-A,317,U1351,B,5,5-1,H,1,A,128,133,29.48,29.53,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,,,,,62
317-U1351B-5H-2-A,317,U1351,B,5,5-2,H,2,A,0,144,29.53,30.97,,very fine-fine sand [S54-W22],,very fine-fine sand,,,,,"Shepard, 1954; Wentworth, 1922","Very well sorted, quartz-rich very fine sand. Interval lacks shells",,,,,,63
317-U1351B-5H-3-A,317,U1351,B,5,5-3,H,3,A,0,124,30.97,32.21,,Very fine-fine sand [S54-W22],,Very fine-fine sand,,,,,"Shepard, 1954; Wentworth, 1922","Very well sorted, quartz-rich very fine sand. Interval lacks shells",,,,,,64
317-U1351B-5H-CC-A,317,U1351,B,5,5-CC,H,CC,A,0,8,32.21,32.29,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,,,,,65
317-U1351B-5H-CC-A,317,U1351,B,5,5-CC,H,CC,A,8,18,32.29,32.39,,Very fine-fine sand [S54-W22],,Very fine-fine sand,,,,,"Shepard, 1954; Wentworth, 1922",,,,,,,66
317-U1351B-6H-1-A,317,U1351,B,6,6-1,H,1,A,0,50,32.2,32.7,,shell bed,,shell bed,,,,,Expedition 317,possibly cave in,,,,,,67
317-U1351B-6H-1-A,317,U1351,B,6,6-1,H,1,A,50,150,32.7,33.7,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",,,,,,,68
317-U1351B-6H-1-A,317,U1351,B,6,6-1,H,1,A,80,82,33,33.02,,Very fine-fine sand [S54-W22],,Very fine-fine sand,,,,,"Shepard, 1954; Wentworth, 1922",,,,,,,69
317-U1351B-6H-1-A,317,U1351,B,6,6-1,H,1,A,90,92,33.1,33.12,,very fine-fine sand [S54-W22],,very fine-fine sand,,,,,"Shepard, 1954; Wentworth, 1922",,,,,,,70
317-U1351B-6H-2-A,317,U1351,B,6,6-2,H,2,A,0,50,33.7,34.2,,Interbedded sand and mud  [Exp.317],,Interbedded sand and mud ,,,,,Expedition 317,The mud is clay. Thickness of layers <1 cm,,,,,,71
317-U1351B-6H-2-A,317,U1351,B,6,6-2,H,2,A,50,150,34.2,35.2,,mud [S54-Leg210],,mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,,,72
317-U1351B-6H-2-A,317,U1351,B,6,6-2,H,2,A,130,131,35,35.01,,clay [S54] ,,clay,,,,,,,,,,,,73
317-U1351B-6H-3-A,317,U1351,B,6,6-3,H,3,A,0,150,35.2,36.7,,mud [S54-Leg210],,mud,,loose,,,"Shepard, 1954 - Leg 210 revision",Homogeneous layer,,,,,,74
317-U1351B-6H-3-A,317,U1351,B,6,6-3,H,3,A,5,7,35.25,35.27,,Clay [S54] ,,Clay,,,,,,,,,,,,75
317-U1351B-6H-3-A,317,U1351,B,6,6-3,H,3,A,13,15,35.33,35.35,,Clay [S54] ,,Clay,,,,,,,,,,,,76
317-U1351B-6H-3-A,317,U1351,B,6,6-3,H,3,A,25,27,35.45,35.47,,Clay [S54] ,,Clay,,,,,,,,,,,,77
317-U1351B-6H-4-A,317,U1351,B,6,6-4,H,4,A,0,150,36.7,38.2,,mud [S54-Leg210],,mud,,,,,"Shepard, 1954 - Leg 210 revision",Homogeneous layer,,,,,,78
317-U1351B-6H-4-A,317,U1351,B,6,6-4,H,4,A,13,15,36.83,36.85,,clay [S54] ,,clay,,,,,,,,,,,,79
317-U1351B-6H-4-A,317,U1351,B,6,6-4,H,4,A,126,129,37.96,37.99,,Clay [S54] ,,Clay,,,,,,,,,,,,80
317-U1351B-6H-5-A,317,U1351,B,6,6-5,H,5,A,0,98,38.2,39.18,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",Homogeneous layer,,,,,,81
317-U1351B-6H-5-A,317,U1351,B,6,6-5,H,5,A,15,17,38.35,38.37,,clay [S54] ,,clay,,,,,,,,,,,,82
317-U1351B-6H-CC-A,317,U1351,B,6,6-CC,H,CC,A,0,14,39.18,39.32,,very fine-fine sand [S54-W22],,very fine-fine sand,,,,,"Shepard, 1954; Wentworth, 1922",,,,,,,83
317-U1351B-7H-1-A,317,U1351,B,7,7-1,H,1,A,0,86,39.2,40.06,,Shell bed,,Shell bed,,loose,,,Expedition 317,No bedding.,,,,,,84
317-U1351B-7H-1-A,317,U1351,B,7,7-1,H,1,A,86,150,40.06,40.7,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",Micaceous clayey silt,,,,,,85
317-U1351B-7H-2-A,317,U1351,B,7,7-2,H,2,A,0,150,40.7,42.2,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",scattered bvalves & gastropods.,,,,,,86
317-U1351B-7H-3-A,317,U1351,B,7,7-3,H,3,A,0,76,42.2,42.96,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision","very fine sandy micaceous mud. Shell-rich layer at 38-44 cm, & 72-73 cm",,,,,,87
317-U1351B-7H-3-A,317,U1351,B,7,7-3,H,3,A,76,133,42.96,43.53,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision","sligjtly coarser, very fine sandy, clay-rich mud. Calcareous.",,,,,,88
317-U1351B-7H-3-A,317,U1351,B,7,7-3,H,3,A,133,150,43.53,43.7,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",very fine sandy micaceous mud. Calcareous.,,,,,,89
317-U1351B-7H-4-A,317,U1351,B,7,7-4,H,4,A,0,70,43.7,44.4,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",very fine sand,,,,,,90
317-U1351B-7H-4-A,317,U1351,B,7,7-4,H,4,A,0,150,43.7,45.2,,,,,,,,,,calcareous,,,,,,91
317-U1351B-7H-4-A,317,U1351,B,7,7-4,H,4,A,70,105,44.4,44.75,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",slightly coarser - very fine to fine sand,,,,,,92
317-U1351B-7H-4-A,317,U1351,B,7,7-4,H,4,A,105,150,44.75,45.2,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",very fine sand,,,,,,93
317-U1351B-7H-5-A,317,U1351,B,7,7-5,H,5,A,0,150,45.2,46.7,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision","very fine sand mud, micaceous & calcareous. Scattered gastropods throughout. Shelly lenses at 88-93 cm & 110-120 cm.",,,,,,94
317-U1351B-7H-6-A,317,U1351,B,7,7-6,H,6,A,0,98,46.7,47.68,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision","very-fine sandy mud. micaceous & calcareous. With scattered shells of gastropods & bivalves. Shelly lenses between 22-24 cm, 79-83 cm.",,,,,,95
317-U1351B-7H-CC-A,317,U1351,B,7,7-CC,H,CC,A,0,14,47.68,47.82,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision","very fine, micaceous mud. Scattered gastropods & bivalves & shell fragments",,,,,,96
317-U1351B-8H-1-A,317,U1351,B,8,8-1,H,1,A,0,40,47.7,48.1,,Shell hash,,Shell hash,,,,,Leg 150,composed of mainly gastropod (tritellas). Lower half is mixed with mud. Lower boundary is erosive/inclined and reach to 25 cm depth.,,,,,,97
317-U1351B-8H-1-A,317,U1351,B,8,8-1,H,1,A,40,150,48.1,49.2,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision","clayey silt, micaceous, with rare shell fragments and shells (gastropod).",,,,,,98
317-U1351B-8H-2-A,317,U1351,B,8,8-2,H,2,A,0,150,49.2,50.7,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",calcareous sand with scattered rare scattered shells & shell fragments. Lens of shells at 16-18 cm.,,,,,,99
317-U1351B-8H-3-A,317,U1351,B,8,8-3,H,3,A,0,20,50.7,50.9,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",calcareous with rare scattered shell fragments,,,,,,100
317-U1351B-8H-3-A,317,U1351,B,8,8-3,H,3,A,20,123,50.9,51.93,,Silt [S54],,Mud,,,,,"Shepard, 1954",Grades from clayey silt at bottom to very fine sandy clayey silt at top. Calcareous.,,,,,,101
317-U1351B-8H-3-A,317,U1351,B,8,8-3,H,3,A,141,150,52.11,52.2,,Silt [S54],,Mud,,friable,,100,"Shepard, 1954",Shelly and sandy silt. Burrow fill of blue-gray mud (from below?),,,,,,102
317-U1351B-8H-4-A,317,U1351,B,8,8-4,H,4,A,0,6,52.2,52.26,,Medium-coarse sand [S54-W22],,Medium-coarse sand,,,,,"Shepard, 1954; Wentworth, 1922",Includes mud pebbles. Sharp lower contact with burrows below.,,,,,,103
317-U1351B-8H-4-A,317,U1351,B,8,8-4,H,4,A,6,145,52.26,53.65,,Silt [S54],,Mud,,,,,"Shepard, 1954","Thallasinoides burrows filled with overlying lithology, extend up to 35 cm below burrowed contact. Slightly calcareous.",,,,,,104
317-U1351B-8H-5-A,317,U1351,B,8,8-5,H,5,A,0,150,53.7,55.2,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,,,105
317-U1351B-8H-5-A,317,U1351,B,8,8-5,H,5,A,0,150,53.7,55.2,,Silt [S54],,Mud,,,,,"Shepard, 1954",Clayey silt with color banding - lighter gray and dark gray at cm-dm scale. Light banded silty clay to clayey silt. Rare shell fragments scattered throughout,,,,,,106
317-U1351B-8H-6-A,317,U1351,B,8,8-6,H,6,A,0,105,55.2,56.25,,Silt [S54],,Mud,,,,,"Shepard, 1954",Prominent color bands of light and dark gray at cm-dm scale. The lighter bands are silty clay to clayey silt.,,,,,,107
317-U1351B-8H-CC-A,317,U1351,B,8,8-CC,H,CC,A,0,19,56.25,56.44,,Silt [S54],,Silt,,,,,"Shepard, 1954",clayey silt,,,,,,108
317-U1351B-9H-1-A,317,U1351,B,9,9-1,H,1,A,0,150,57.2,58.7,,Mud [S54-Leg210],,Sandy mud,,,,,"Shepard, 1954 - Leg 210 revision","Very fine micaceous sandy homogeneous mud.  Clay beds at: 27-28 cm, 37-38 cm, 51-52 cm, 67-69 cm, 102-103 cm, 123-127 cm, 134-136 cm. All beds have gradational contacts. Spare/rare shell fragments (gastropod, bivalve) throughout. 80-94 cm. Remnants of whirl-pak bag along left edge of core liner; remnants of microbiology microsphere contamination test",,,,,,109
317-U1351B-9H-2-A,317,U1351,B,9,9-2,H,2,A,0,140,58.7,60.1,,Mud [S54-Leg210],,Sandy mud,,,,,"Shepard, 1954 - Leg 210 revision","Very fine micaceous sandy homogeneous mud.  Clay beds at: 24-26 cm, 48-51 cm, 90-91cm, 126-129 cm. All beds have gradational contacts; most are bioturbated. Spare/rare shell fragments (gastropod, bivalve) throughout.",,,,,,110
317-U1351B-9H-3-A,317,U1351,B,9,9-3,H,3,A,0,150,60.2,61.7,,Mud [S54-Leg210],,Sandy mud,,,,,"Shepard, 1954 - Leg 210 revision","Very fine micaceous sandy homogeneous mud.  Clay beds at: 6-7 cm, 15-18 cm, 73-92 cm, 97-107 cm, 110-120 cm. All beds have gradational contacts; most are bioturbated.  Interval from 73-120 cm is mottled. Spare/rare shell fragments (gastropod).",,,,,,111
317-U1351B-9H-4-A,317,U1351,B,9,9-4,H,4,A,0,150,61.7,63.2,,Mud [S54-Leg210],,Sandy mud,,,,,"Shepard, 1954 - Leg 210 revision","Very fine micaceous sandy homogeneous mud. Clay beds at 96-105 cm with gradational contacts. Spare/rare shell fragments throughout (gastropod).
",,,,,,112
317-U1351B-9H-5-A,317,U1351,B,9,9-5,H,5,A,0,150,63.2,64.7,,Mud [S54-Leg210],,Sandy mud,,,,,"Shepard, 1954 - Leg 210 revision","Very fine micaceous sandy homogeneous mud.  Clay beds at: 10-13 cm, 65-76 cm, 95-101 cm. All beds have gradational contacts. Spare/rare shell fragments throughout (gastropod, bivalve).
",,,,,,113
317-U1351B-9H-6-A,317,U1351,B,9,9-6,H,6,A,0,121,64.7,65.91,,Mud [S54-Leg210],,Sandy mud,,,,,"Shepard, 1954 - Leg 210 revision","Very fine micaceous sandy calcareous homogeneous mud.  Abudant shell fragments 55-60 cm, otherwise rare shell fragments throughout, mostly gastropods, bivalves.
",,,,,,114
317-U1351B-10H-1-A,317,U1351,B,10,10-1,H,1,A,0,12,66.7,66.82,,Medium-coarse sand [S54-W22],,Medium-coarse sand,,loose,,,"Shepard, 1954; Wentworth, 1922","moderatey well sorted (mostly medium), muddy, shelly sand.",,,,,,115
317-U1351B-10H-2-A,317,U1351,B,10,10-2,H,2,A,0,6,66.82,66.88,,Medium-coarse sand [S54-W22],,Medium-coarse sand,,,,,"Shepard, 1954; Wentworth, 1922","moderately sorted, fine to medium, muddy shelly sand",,,,,,116
317-U1351B-10H-2-A,317,U1351,B,10,10-2,H,2,A,6,45,66.88,67.27,,Shell bed,,Shell hash,,,,,Expedition 317,"Poorly sorted, medium to coarse (mostly medium) shell bed.",,,,,,117
317-U1351B-10H-2-A,317,U1351,B,10,10-2,H,2,A,45,150,67.27,68.32,,Shell bed,,Shell hash,,,,,Expedition 317,"Poorly sorted, medium to very coarse (mostly coarse) shell bed",,,,,,118
317-U1351B-10H-3-A,317,U1351,B,10,10-3,H,3,A,0,121,68.32,69.53,,Shell bed,,Shell hash,,loose,,,Expedition 317,"Poorly sorted, medium to coarse (mostly coarse) shell bed.",,,,,,119
317-U1351B-10H-CC-A,317,U1351,B,10,10-CC,H,CC,A,0,30,69.53,69.83,,Shell bed,,Shell hash,,loose,,,Expedition 317,"Poorly sorted, granule to medium (mostly coarse) shell bed.",,,,,,120
317-U1351B-11H-1-A,317,U1351,B,11,11-1,H,1,A,0,60,69.7,70.3,,Shell bed,,Shell bed,,,,,Expedition 317,fall in,,,,,,121
