Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology name,Grain size max. [mm],Lithification,Lithification rank,Lithology [%],lithology classification,Comment,File Data,,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
317-U1351B-28X-4-A,317,U1351,B,28,28-4,X,4,A,0,150,232.5,234,,Sandy Mud [S54-Leg183],,Sandy Mud,,soft,,,"Shepard, 1954 - Leg 183 revision",sandy mud with scattered shells throughout.,,,,,,246
317-U1351B-28X-5-A,317,U1351,B,28,28-5,X,5,A,0,120,234,235.2,,Sandy Mud [S54-Leg183],,Sandy Mud,,soft,,,"Shepard, 1954 - Leg 183 revision",sandy mud with scattered shells throughout.,,,,,,247
317-U1351B-28X-6-A,317,U1351,B,28,28-6,X,6,A,0,54,235.2,235.74,,Sandy Mud [S54-Leg183],,Sandy Mud,,soft,,,"Shepard, 1954 - Leg 183 revision",sandy mud with scattered shells throughout.,,,,,,248
317-U1351B-28X-CC-A,317,U1351,B,28,28-CC,X,CC,A,0,43,235.74,236.17,,Sandy Mud [S54-Leg183],,Sandy Mud,,soft,,,"Shepard, 1954 - Leg 183 revision",sandy mud with scattered shells throughout.,,,,,,249
317-U1351B-29X-1-A,317,U1351,B,29,29-1,X,1,A,0,150,237.5,239,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogenous,,,,,,250
317-U1351B-29X-2-A,317,U1351,B,29,29-2,X,2,A,0,150,239,240.5,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogenous,,,,,,251
317-U1351B-29X-3-A,317,U1351,B,29,29-3,X,3,A,0,140,240.5,241.9,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogenous,,,,,,252
317-U1351B-29X-4-A,317,U1351,B,29,29-4,X,4,A,0,10,242,242.1,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogenous,,,,,,253
317-U1351B-29X-4-A,317,U1351,B,29,29-4,X,4,A,10,20,242.1,242.2,,Clay [S54] ,,Clay,,,,,,,,,,,,254
317-U1351B-29X-4-A,317,U1351,B,29,29-4,X,4,A,20,135,242.2,243.35,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogenous,,,,,,255
317-U1351B-29X-4-A,317,U1351,B,29,29-4,X,4,A,135,140,243.35,243.4,,Clay [S54] ,,Clay,,,,,,,,,,,,256
317-U1351B-29X-4-A,317,U1351,B,29,29-4,X,4,A,140,150,243.4,243.5,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogenous,,,,,,257
317-U1351B-29X-5-A,317,U1351,B,29,29-5,X,5,A,0,150,243.5,245,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogenous,,,,,,258
317-U1351B-29X-6-A,317,U1351,B,29,29-6,X,6,A,0,126,245,246.26,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogenous,,,,,,259
317-U1351B-29X-6-A,317,U1351,B,29,29-6,X,6,A,126,132,246.26,246.32,,Clay [S54] ,,Clay,,,,,,,,,,,,260
317-U1351B-29X-6-A,317,U1351,B,29,29-6,X,6,A,132,150,246.32,246.5,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogenous,,,,,,261
317-U1351B-29X-7-A,317,U1351,B,29,29-7,X,7,A,0,52,246.5,247.02,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogenous,,,,,,262
317-U1351B-29X-CC-A,317,U1351,B,29,29-CC,X,CC,A,0,38,247.02,247.4,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogenous,,,,,,263
317-U1351B-30X-1-A,317,U1351,B,30,30-1,X,1,A,0,150,247.1,248.6,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",calcareous concretions at 20-40 and 56-58 cm.,,,,,,264
317-U1351B-30X-2-A,317,U1351,B,30,30-2,X,2,A,0,150,248.6,250.1,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",,,,,,,265
317-U1351B-30X-3-A,317,U1351,B,30,30-3,X,3,A,0,140,250.1,251.5,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",calcareous concretions at 6-10 and 20-25 cm.,,,,,,266
317-U1351B-30X-4-A,317,U1351,B,30,30-4,X,4,A,0,140,251.6,253,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",lens and pocket filled with vfs and shell fragments scatter in the mud. gradual contact at 60 cm.,,,,,,267
317-U1351B-30X-4-A,317,U1351,B,30,30-4,X,4,A,60,150,252.2,253.1,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",115-120: dark greenish gray mud patch in the muddy sand,,,,,,268
317-U1351B-30X-5,317,U1351,B,30,30-5,X,5,,80,110,253.9,254.2,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,,,269
317-U1351B-30X-5-A,317,U1351,B,30,30-5,X,5,A,0,80,253.1,253.9,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",concretion at 75-80 cm,,,,,,270
317-U1351B-30X-5-A,317,U1351,B,30,30-5,X,5,A,80,110,253.9,254.2,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,,,271
317-U1351B-30X-6-A,317,U1351,B,30,30-6,X,6,A,0,59,254.2,254.79,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,,,272
317-U1351B-30X-CC-A,317,U1351,B,30,30-CC,X,CC,A,0,25,254.78,255.03,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,,,273
317-U1351B-31X-1-A,317,U1351,B,31,31-1,X,1,A,0,150,256.7,258.2,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",shell and muddy sand. from 4 to 8 cm cemented. some shells are jointed. brachiopods at 115 cm.,,,,,,274
317-U1351B-31X-2-A,317,U1351,B,31,31-2,X,2,A,0,150,258.2,259.7,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",concretion at 23-25 cm,,,,,,275
317-U1351B-31X-3-A,317,U1351,B,31,31-3,X,3,A,0,70,259.7,260.4,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",shell fragments are smaller than 1 cm,,,,,,276
317-U1351B-31X-3-A,317,U1351,B,31,31-3,X,3,A,70,115,260.4,260.85,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",gradational contact at the top. sand lens and pockets in the mud. ,,,,,,277
317-U1351B-31X-4-A,317,U1351,B,31,31-4,X,4,A,0,68,261.2,261.88,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision","sand beds at 27-28 cm, 32-33 cm, 37-38 cm. sharp base and normally graded. ",,,,,,278
317-U1351B-31X-4-A,317,U1351,B,31,31-4,X,4,A,68,150,261.88,262.7,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",concretion at 92-94 cm. from 82-93 and 110-145 cm: mud with muddy sand lens. sharp base. ,,,,,,279
317-U1351B-31X-5-A,317,U1351,B,31,31-5,X,5,A,0,59,262.7,263.29,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,,,280
317-U1351B-31X-CC-A,317,U1351,B,31,31-CC,X,CC,A,0,33,263.28,263.61,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,,,281
317-U1351B-32X-1-A,317,U1351,B,32,32-1,X,1,A,0,150,266.3,267.8,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,,,282
317-U1351B-32X-2-A,317,U1351,B,32,32-2,X,2,A,0,136,267.8,269.16,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,,,,,283
317-U1351B-32X-3-A,317,U1351,B,32,32-3,X,3,A,0,133,269.3,270.63,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,,,,,284
317-U1351B-32X-CC-A,317,U1351,B,32,32-CC,X,CC,A,0,35,270.64,270.99,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogenous,,,,,,285
317-U1351B-33X-1-A,317,U1351,B,33,33-1,X,1,A,0,150,275.9,277.4,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,,,,,286
317-U1351B-33X-2-A,317,U1351,B,33,33-2,X,2,A,0,56,277.4,277.96,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",shell fragments (mostly barnacle) are scattered,,,,,,287
317-U1351B-33X-CC-A,317,U1351,B,33,33-CC,X,CC,A,0,30,277.96,278.26,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",,,,,,,288
317-U1351B-33X-CC-A,317,U1351,B,33,33-CC,X,CC,A,30,35,278.26,278.31,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",cemented,,,,,,289
317-U1351B-34X-1-A,317,U1351,B,34,34-1,X,1,A,0,56,285.5,286.06,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",homogenous,,,,,,290
317-U1351B-34X-CC-A,317,U1351,B,34,34-CC,X,CC,A,0,29,286.06,286.35,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",color banding of homogenous mud and incipient cemented mud,,,,,,291
317-U1351B-35X-CC-A,317,U1351,B,35,35-CC,X,CC,A,0,9,295.1,295.19,,Mud [S54-Leg210],,Shell hash,,,,,"Shepard, 1954 - Leg 210 revision",,,,,,,292
317-U1351B-35X-CC-A,317,U1351,B,35,35-CC,X,CC,A,9,18,295.19,295.28,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",,,,,,,293
317-U1351B-36X-1-A,317,U1351,B,36,36-1,X,1,A,0,150,304.7,306.2,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous,,,,,,294
317-U1351B-36X-2-W,317,U1351,B,36,36-2,X,2,W,0,115,306.2,307.35,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous,,,,,,295
317-U1351B-36X-3-A,317,U1351,B,36,36-3,X,3,A,0,95,307.7,308.65,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous,,,,,,296
317-U1351B-36X-4-W,317,U1351,B,36,36-4,X,4,W,0,65,308.7,309.35,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous,,,,,,297
317-U1351B-36X-CC-A,317,U1351,B,36,36-CC,X,CC,A,0,38,309.35,309.73,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",33-38 cemented interval,,,,,,298
317-U1351B-37X-1-A,317,U1351,B,37,37-1,X,1,A,0,135,313.9,315.25,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous,,,,,,299
317-U1351B-37X-2-A,317,U1351,B,37,37-2,X,2,A,0,128,315.4,316.68,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous,,,,,,300
317-U1351B-37X-CC-A,317,U1351,B,37,37-CC,X,CC,A,0,39,316.68,317.07,,Very fine-fine sand [S54-W22],,Very fine-fine sand,,,,,"Shepard, 1954; Wentworth, 1922",,,,,,,301
317-U1351B-38X-CC-A,317,U1351,B,38,38-CC,X,CC,A,0,17,323.5,323.67,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,,,,,302
317-U1351B-39X-1-A,317,U1351,B,39,39-1,X,1,A,0,150,333.1,334.6,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,303
317-U1351B-39X-2-A,317,U1351,B,39,39-2,X,2,A,0,70,334.6,335.3,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,304
317-U1351B-39X-2-A,317,U1351,B,39,39-2,X,2,A,70,135,335.3,335.95,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision","very fine sandy, micaceous, homogeneous mud.",,,,,,305
317-U1351B-39X-3-A,317,U1351,B,39,39-3,X,3,A,0,98,336.1,337.08,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision","very fine sandy, micaceous, homogeneous mud.",,,,,,306
317-U1351B-39X-CC-A,317,U1351,B,39,39-CC,X,CC,A,0,32,337.08,337.4,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision","very fine sandy, micaceous, homogeneous mud.",,,,,,307
317-U1351B-39X-CC-A,317,U1351,B,39,39-CC,X,CC,A,32,35,337.4,337.43,,Mud [S54-Leg210],,Mud,,cemented,,,"Shepard, 1954 - Leg 210 revision",cemented shell hash.,,,,,,308
317-U1351B-40X-1-A,317,U1351,B,40,40-1,X,1,A,0,50,342.7,343.2,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",Homogeneous mud.  Rare shell fragments throughout.  Fragments are most bivalve.,,,,,,309
317-U1351B-40X-1-A,317,U1351,B,40,40-1,X,1,A,50,51,343.2,343.21,,Shell hash,,Shell hash,,,,,Leg 150,,,,,,,310
317-U1351B-40X-1-A,317,U1351,B,40,40-1,X,1,A,51,135,343.21,344.05,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,,,311
317-U1351B-40X-2-A,317,U1351,B,40,40-2,X,2,A,0,114,344.2,345.34,,Mud [S54-Leg210],,Sandy mud,,,,,"Shepard, 1954 - Leg 210 revision",Homogeneous very fine sandy mud.  Rare shell fragments throughout.  Fragments are most bivalve.,,,,,,312
317-U1351B-40X-CC-A,317,U1351,B,40,40-CC,X,CC,A,0,4,345.34,345.38,,Mud [S54-Leg210],,Sandy mud,,,,,"Shepard, 1954 - Leg 210 revision",Homogeneous very fine sandy mud.  Rare shell fragments throughout.  Fragments are most bivalve.,,,,,,313
317-U1351B-40X-CC-A,317,U1351,B,40,40-CC,X,CC,A,4,13,345.38,345.47,,Silt [S54],,Silt,,,,,"Shepard, 1954","Homogeneous very fine sandy silt.  Silt contains mm-scale lenses of very fine sand that are obscured in places by biscuiting. Rare shell fragments throughout, all bivalve.",,,,,,314
317-U1351B-40X-CC-A,317,U1351,B,40,40-CC,X,CC,A,13,19,345.47,345.53,,Shell hash,,Shell hash,,,,,Leg 150,,,,,,,315
317-U1351B-40X-CC-A,317,U1351,B,40,40-CC,X,CC,A,19,24,345.53,345.58,,Silt [S54],,Silt,,,,,"Shepard, 1954",,,,,,,316
317-U1351B-40X-CC-A,317,U1351,B,40,40-CC,X,CC,A,24,35,345.58,345.69,,Shell hash,,Shell hash,,,,,Leg 150,,,,,,,317
317-U1351B-41X-1-A,317,U1351,B,41,41-1,X,1,A,0,4,352.3,352.34,,Mud [S54-Leg210],,Mud,,soupy,,,"Shepard, 1954 - Leg 210 revision",Homogeneous ,,,,,,318
317-U1351B-41X-1-A,317,U1351,B,41,41-1,X,1,A,4,100,352.34,353.3,,Mud [S54-Leg210],,Mud,,soft,,,"Shepard, 1954 - Leg 210 revision",Homogeneous,,,,,,319
317-U1351B-41X-1-A,317,U1351,B,41,41-1,X,1,A,50,51,352.8,352.81,,,,Shell hash,,,,,,,,,,,,320
317-U1351B-41X-1-A,317,U1351,B,41,41-1,X,1,A,50,100,352.8,353.3,,,,Mud,,,,,,,,,,,,321
317-U1351B-41X-2-A,317,U1351,B,41,41-2,X,2,A,0,55,353.3,353.85,,Sandy Mud [S54-Leg183],,Sandy Mud,,soft,,,"Shepard, 1954 - Leg 183 revision",Very fine micaceous sandy mud. Homogeneous.,,,,,,322
317-U1351B-41X-CC-A,317,U1351,B,41,41-CC,X,CC,A,0,34,353.85,354.19,,Sandy Mud [S54-Leg183],,Sandy Mud,,soft,,,"Shepard, 1954 - Leg 183 revision",Very fine micaceous sandy mud. Homogeneous.,,,,,,323
317-U1351B-42X-CC-A,317,U1351,B,42,42-CC,X,CC,A,0,24,361.9,362.14,,Sandy Mud [S54-Leg183],,Sandy Mud,,soupy,,,"Shepard, 1954 - Leg 183 revision",,,,,,,324
317-U1351B-43X-1-A,317,U1351,B,43,43-1,X,1,A,0,30,371.5,371.8,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision"," very fine sandy mud, homogeneous, micaceous.  With scattered shell fragments.",,,,,,325
317-U1351B-43X-CC-A,317,U1351,B,43,43-CC,X,CC,A,0,26,371.8,372.06,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision"," very fine sandy mud, homogeneous, micaceous.  With scattered shell fragments.",,,,,,326
317-U1351B-43X-CC-A,317,U1351,B,43,43-CC,X,CC,A,19,26,371.99,372.06,,Sandy Mud [S54-Leg183],,Sandy Mud,,stiff,,,"Shepard, 1954 - Leg 183 revision",,,,,,,327
317-U1351B-44X-1-A,317,U1351,B,44,44-1,X,1,A,0,116,381.1,382.26,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,,,,,328
317-U1351B-44X-1-A,317,U1351,B,44,44-1,X,1,A,1,5,381.11,381.15,,,,,,,,,,cemented calcareous mudy sand with Oyster shell.,,,,,,329
317-U1351B-44X-1-A,317,U1351,B,44,44-1,X,1,A,65,68,381.75,381.78,,,,,,,,,,cemented calcareous mudy sand clast.,,,,,,330
317-U1351B-44X-CC-A,317,U1351,B,44,44-CC,X,CC,A,0,16,382.41,382.57,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,,,,,331
317-U1351B-45X-1-A,317,U1351,B,45,45-1,X,1,A,0,150,390.7,392.2,,Sandy Mud [S54-Leg183],,Sandy Mud,,soft,,,"Shepard, 1954 - Leg 183 revision",Very fine sandy mudstone with scattered fossils,,,,,,332
317-U1351B-45X-2-A,317,U1351,B,45,45-2,X,2,A,0,84,392.2,393.04,,Sandy Mud [S54-Leg183],,Sandy Mud,,soft,,,"Shepard, 1954 - Leg 183 revision",Very fine sandy mudstone with scattered fossils,,,,,,333
317-U1351B-45X-CC-A,317,U1351,B,45,45-CC,X,CC,A,0,35,393.04,393.39,,Sandy Mud [S54-Leg183],,Sandy Mud,,soft,,,"Shepard, 1954 - Leg 183 revision",Very fine sandy mudstone with scattered fossils,,,,,,334
317-U1351B-46X-CC-A,317,U1351,B,46,46-CC,X,CC,A,0,5,400.2,400.25,,Very fine-fine sandstone [S54-W22],,Very fine-fine sandstone,,,,,"Shepard, 1954; Wentworth, 1922","Shelly cemented sandstone fragments, 2-4 cm in diameter, composed of very fine sized sand grains.  See thin section description for lithologic details.",,,,,,335
317-U1351B-47X-1-A,317,U1351,B,47,47-1,X,1,A,0,86,409.8,410.66,,Mud [S54-Leg210],,Sandy Mud,,,,,"Shepard, 1954 - Leg 210 revision",Homogeneous very fine micaceous sandy mud.  Rare shell fragments throughout.  Core catcher section is slighly more compact; possible drilling artifact?,,,,,,336
317-U1351B-47X-2-A,317,U1351,B,47,47-2,X,2,A,0,60,410.8,411.4,,Mud [S54-Leg210],,Sandy Mud,,,,,"Shepard, 1954 - Leg 210 revision",Homogeneous very fine micaceous sandy mud.  Rare shell fragments throughout.  Core catcher section is slighly more compact; possible drilling artifact?,,,,,,337
317-U1351B-47X-CC-A,317,U1351,B,47,47-CC,X,CC,A,0,33,411.4,411.73,,Mud [S54-Leg210],,Sandy Mud,,,,,"Shepard, 1954 - Leg 210 revision",Homogeneous very fine micaceous sandy mud.  Rare shell fragments throughout.  Core catcher section is slighly more compact; possible drilling artifact?,,,,,,338
317-U1351B-48X-1-A,317,U1351,B,48,48-1,X,1,A,0,125,419.4,420.65,,Very fine-fine sand [S54-W22],,Very fine-fine sand,,soft,,,"Shepard, 1954; Wentworth, 1922","moderately sorted, micaceous well sorted sand with minor mud.",,,,,,339
317-U1351B-48X-CC-A,317,U1351,B,48,48-CC,X,CC,A,0,34,420.65,420.99,,Very fine-fine sand [S54-W22],,Very fine-fine sand,,soft,,,"Shepard, 1954; Wentworth, 1922","moderately sorted, micaceous well sorted sand with minor mud.",,,,,,340
317-U1351B-49X-CC-A,317,U1351,B,49,49-CC,X,CC,A,0,4,429,429.04,,Shell hash,,Shell hash,,loose,,,Leg 150,shell hash,,,,,,341
317-U1351B-49X-CC-A,317,U1351,B,49,49-CC,X,CC,A,4,12,429.04,429.12,,Very fine-fine sand [S54-W22],,Very fine-fine sand,,soft,,,"Shepard, 1954; Wentworth, 1922",moderately well sorted,,,,,,342
317-U1351B-53X-CC-A,317,U1351,B,53,53-CC,X,CC,A,0,39,467.4,467.79,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision", very fine sandy micaceous mud.,,,,,,343
317-U1351B-54X-CC-A,317,U1351,B,54,54-CC,X,CC,A,0,24.5,477,477.245,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision","very fine sandy, micaceous mud.",,,,,,344
317-U1351B-57H-1-A,317,U1351,B,57,57-1,H,1,A,0,47,505.4,505.87,,Shell hash,,Shell hash,,loose,,,Leg 150,shell hash with coarse to granule matrix,,,,,,345
317-U1351B-57H-1-A,317,U1351,B,57,57-1,H,1,A,47,66,505.87,506.06,,Very fine-fine sand [S54-W22],,Very fine-fine sand,,soft,,,"Shepard, 1954; Wentworth, 1922","well sorted, very fine to fine micaceous sand",,,,,,346
317-U1351B-57H-2-A,317,U1351,B,57,57-2,H,2,A,0,117,506.06,507.23,,Very fine-fine sand [S54-W22],,Very fine-fine sand,,soft,,,"Shepard, 1954; Wentworth, 1922","well sorted, very fine to fine micaceous sand",,,,,,347
317-U1351B-57H-CC-A,317,U1351,B,57,57-CC,H,CC,A,0,12,507.23,507.35,,Very fine-fine sand [S54-W22],,Very fine-fine sand,,soft,,,"Shepard, 1954; Wentworth, 1922","well sorted, very fine to fine micaceous sand",,,,,,348
317-U1351B-59H-1-A,317,U1351,B,59,59-1,H,1,A,0,99,508.4,509.39,,Shell hash,,Shell hash,,loose,,,Leg 150,Shell hash with matrix of coarse sand to gravel-sized fragments; angular to rounded quartz and rock fragments.,,,,,,349
317-U1351B-59H-1-A,317,U1351,B,59,59-1,H,1,A,99,131,509.39,509.71,,Very fine-fine sand [S54-W22],,Very fine-fine sand,,loose,,,"Shepard, 1954; Wentworth, 1922","Well sorted, fine to very fine micaceous homogeneous sand; probably cave in from above",,,,,,350
317-U1351B-59H-2-A,317,U1351,B,59,59-2,H,2,A,0,78,509.71,510.49,,Very fine-fine sand [S54-W22],,Very fine-fine sand,,loose,,,"Shepard, 1954; Wentworth, 1922","Well sorted, fine to very fine micaceous homogeneous sand; probably cave in from above",,,,,,351
317-U1351B-60X-CC-A,317,U1351,B,60,60-CC,X,CC,A,0,28,512.4,512.68,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,,,,,352
317-U1351B-60X-CC-A,317,U1351,B,60,60-CC,X,CC,A,28,31,512.68,512.71,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",cemented,,,,,,353
317-U1351B-61X-1-A,317,U1351,B,61,61-1,X,1,A,0,38,524.5,524.88,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,,,354
317-U1351B-61X-1-A,317,U1351,B,61,61-1,X,1,A,22,38,524.72,524.88,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",incipient cementation,,,,,,355
317-U1351B-61X-CC-A,317,U1351,B,61,61-CC,X,CC,A,0,22,524.88,525.1,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,,,356
317-U1351B-61X-CC-A,317,U1351,B,61,61-CC,X,CC,A,0,36,524.88,525.24,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",incipient cementation,,,,,,357
317-U1351B-62X-CC-A,317,U1351,B,62,62-CC,X,CC,A,0,3,534.1,534.13,,Shell hash,,Shell hash,,,,,Leg 150,,,,,,,358
317-U1351B-62X-CC-A,317,U1351,B,62,62-CC,X,CC,A,3,11,534.13,534.21,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,,,359
317-U1351B-62X-CC-A,317,U1351,B,62,62-CC,X,CC,A,11,16,534.21,534.26,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",cemented,,,,,,360
317-U1351B-63X-CC-A,317,U1351,B,63,63-CC,X,CC,A,0,9,543.8,543.89,,Shell hash,,Shell hash,,,,,Leg 150,,,,,,,361
317-U1351B-64X-1-A,317,U1351,B,64,64-1,X,1,A,0,135,553.4,554.75,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",60-64 crack (opening),,,,,,362
317-U1351B-64X-1-A,317,U1351,B,64,64-1,X,1,A,9,13,553.49,553.53,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,,,363
317-U1351B-64X-2-A,317,U1351,B,64,64-2,X,2,A,0,104,554.9,555.94,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,,,,,364
317-U1351B-64X-CC-A,317,U1351,B,64,64-CC,X,CC,A,0,33,555.94,556.27,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,,,,,365
317-U1351B-65H-1-A,317,U1351,B,65,65-1,H,1,A,0,35,563,563.35,,Shell hash,,Shell hash,,,,,Leg 150,,,,,,,366
317-U1351B-65H-1-A,317,U1351,B,65,65-1,H,1,A,35,57,563.35,563.57,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,,,,,367
317-U1351B-65H-CC-A,317,U1351,B,65,65-CC,H,CC,A,0,25,563.57,563.82,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",,,,,,,368
317-U1351B-66X-CC-A,317,U1351,B,66,66-CC,X,CC,A,0,8,563.8,563.88,,Shell hash,,Shell hash,,,,,Leg 150,,,,,,,369
317-U1351B-66X-CC-A,317,U1351,B,66,66-CC,X,CC,A,8,14,563.88,563.94,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",,,,,,,370
317-U1351B-66X-CC-A,317,U1351,B,66,66-CC,X,CC,A,14,18,563.94,563.98,,Shell hash,,Shell hash,,,,,Leg 150,,,,,,,371
