Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Principal Name,Lithology classification,Lithology Prefix,Lithology Suffix,Lithology name,Lithology [%],Lithification [name],Color,Lithology comments,File Data,,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
320-U1332C-2H-5-A,320,U1332,C,2,2-3,H,3,A,0,50,10.5,11,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Zeolite,,Zeolite Clay,100,soft,10YR 5/2,,,,,,,10
320-U1332C-2H-6-A,320,U1332,C,2,2-3,H,3,A,50,150,11,12,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Zeolite,,Zeolite Clay,100,soft,10YR 4/3,"Black patches in 50-100 cm interval in section 3, where MS values show significant high values (>100)",,,,,,11
320-U1332C-2H-7-A,320,U1332,C,2,2-4,H,4,A,0,150,12,13.5,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Zeolite,,Zeolite Clay,100,soft,10YR 4/3,"Black patches in 50-100 cm interval in section 3, where MS values show significant high values (>100)",,,,,,12
320-U1332C-2H-CC-A,320,U1332,C,2,2-5,H,5,A,0,136,13.5,14.86,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Zeolite,,Zeolite Clay,100,soft,10YR 4/3,"Black patches in 50-100 cm interval in section 3, where MS values show significant high values (>100)",,,,,,13
320-U1332C-3H-1-A,320,U1332,C,2,2-5,H,5,A,136,150,14.86,15,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Zeolite,,Zeolite Clay,100,soft,10YR 7/4,,,,,,,14
320-U1332C-3H-2-A,320,U1332,C,2,2-6,H,6,A,0,23,15,15.23,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Zeolite,,Zeolite Clay,100,soft,10YR 7/4,,,,,,,15
320-U1332C-3H-3-A,320,U1332,C,2,2-6,H,6,A,23,150,15.23,16.5,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Zeolite,,Zeolite Clay,100,soft,10YR 4/3,,,,,,,16
320-U1332C-3H-4-A,320,U1332,C,2,2-7,H,7,A,0,81,16.5,17.31,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Zeolite,,Zeolite Clay,100,soft,10YR 4/3,,,,,,,17
320-U1332C-3H-5-A,320,U1332,C,2,2-CC,H,CC,A,0,15,17.31,17.46,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Zeolite,,Zeolite Clay,100,soft,10YR 4/3,,,,,,,18
320-U1332C-3H-6-A,320,U1332,C,3,3-1,H,1,A,0,150,17,18.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,70,soft,10YR 4/3,,,,,,,19
320-U1332C-3H-7-A,320,U1332,C,3,3-1,H,1,A,0,150,17,18.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,30,soft,10YR 6/4,,,,,,,20
320-U1332C-3H-CC-A,320,U1332,C,3,3-2,H,2,A,0,150,18.5,20,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,70,soft,10YR 4/3,,,,,,,21
320-U1332C-4H-1-A,320,U1332,C,3,3-2,H,2,A,0,150,18.5,20,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,30,soft,10YR 6/4,,,,,,,22
320-U1332C-4H-2-A,320,U1332,C,3,3-3,H,3,A,0,150,20,21.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,70,soft,10YR 4/3,,,,,,,23
320-U1332C-4H-3-A,320,U1332,C,3,3-3,H,3,A,0,150,20,21.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,30,soft,10YR 6/4,,,,,,,24
320-U1332C-4H-4-A,320,U1332,C,3,3-4,H,4,A,0,150,21.5,23,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,70,soft,10YR 4/3,,,,,,,25
320-U1332C-4H-5-A,320,U1332,C,3,3-4,H,4,A,0,150,21.5,23,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,30,soft,10YR 6/4,,,,,,,26
320-U1332C-4H-6-A,320,U1332,C,3,3-5,H,5,A,0,150,23,24.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,70,soft,10YR 4/3,,,,,,,27
320-U1332C-4H-7-A,320,U1332,C,3,3-5,H,5,A,0,150,23,24.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,30,soft,10YR 6/4,,,,,,,28
320-U1332C-4H-CC-A,320,U1332,C,3,3-6,H,6,A,0,150,24.5,26,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,70,soft,10YR 4/3,,,,,,,29
320-U1332C-5H-1-A,320,U1332,C,3,3-6,H,6,A,0,150,24.5,26,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,30,soft,10YR 6/4,,,,,,,30
320-U1332C-5H-2-A,320,U1332,C,3,3-7,H,7,A,0,75,26,26.75,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,70,soft,10YR 4/3,,,,,,,31
320-U1332C-5H-3-A,320,U1332,C,3,3-7,H,7,A,0,75,26,26.75,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,30,soft,10YR 6/4,,,,,,,32
320-U1332C-5H-4-A,320,U1332,C,3,3-CC,H,CC,A,0,18,26.75,26.93,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,70,soft,10YR 4/3,,,,,,,33
320-U1332C-5H-5-A,320,U1332,C,3,3-CC,H,CC,A,0,18,26.75,26.93,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,30,soft,10YR 6/4,,,,,,,34
320-U1332C-5H-6-A,320,U1332,C,4,4-1,H,1,A,0,150,26.5,28,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,80,soft,10YR 3/2,,,,,,,35
320-U1332C-5H-7-A,320,U1332,C,4,4-1,H,1,A,0,150,26.5,28,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,20,soft,10YR 6/2,,,,,,,36
320-U1332C-5H-CC-A,320,U1332,C,4,4-2,H,2,A,0,150,28,29.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,80,soft,10YR 3/2,,,,,,,37
320-U1332C-6H-1-A,320,U1332,C,4,4-2,H,2,A,0,150,28,29.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,20,soft,10YR 6/2,,,,,,,38
320-U1332C-6H-2-A,320,U1332,C,4,4-3,H,3,A,0,110,29.5,30.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,80,soft,10YR 3/2,,,,,,,39
320-U1332C-6H-3-A,320,U1332,C,4,4-3,H,3,A,0,110,29.5,30.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,20,soft,10YR 6/2,,,,,,,40
320-U1332C-6H-4-A,320,U1332,C,4,4-3,H,3,A,110,150,30.6,31,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,20,soft,10YR 6/3,,,,,,,41
320-U1332C-6H-5-A,320,U1332,C,4,4-3,H,3,A,110,150,30.6,31,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,80,soft,10YR 8/2,,,,,,,42
320-U1332C-6H-CC-A,320,U1332,C,4,4-4,H,4,A,0,150,31,32.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,20,soft,10YR 6/3,,,,,,,43
320-U1332C-7H-1-A,320,U1332,C,4,4-4,H,4,A,0,150,31,32.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,80,soft,10YR 8/2,,,,,,,44
320-U1332C-7H-2-A,320,U1332,C,4,4-5,H,5,A,0,150,32.5,34,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,20,soft,10YR 6/3,,,,,,,45
320-U1332C-7H-3-A,320,U1332,C,4,4-5,H,5,A,0,150,32.5,34,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,80,soft,10YR 8/2,,,,,,,46
320-U1332C-7H-4-A,320,U1332,C,4,4-6,H,6,A,0,150,34,35.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,20,soft,10YR 6/3,,,,,,,47
320-U1332C-7H-5-A,320,U1332,C,4,4-6,H,6,A,0,150,34,35.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,80,soft,10YR 8/2,,,,,,,48
320-U1332C-7H-6-A,320,U1332,C,4,4-7,H,7,A,0,74,35.5,36.24,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,20,soft,10YR 6/3,,,,,,,49
320-U1332C-7H-7-A,320,U1332,C,4,4-7,H,7,A,0,74,35.5,36.24,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,80,soft,10YR 8/2,,,,,,,50
320-U1332C-7H-CC-A,320,U1332,C,4,4-CC,H,CC,A,0,29,36.24,36.53,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,20,soft,10YR 6/3,,,,,,,51
320-U1332C-8H-1-A,320,U1332,C,4,4-CC,H,CC,A,0,29,36.24,36.53,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,80,soft,10YR 8/2,,,,,,,52
320-U1332C-8H-2-A,320,U1332,C,5,5-1,H,1,A,0,150,36,37.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,30,soft,10YR 5/3,,,,,,,53
320-U1332C-8H-3-A,320,U1332,C,5,5-1,H,1,A,0,150,36,37.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/2,,,,,,,54
320-U1332C-8H-4-A,320,U1332,C,5,5-2,H,2,A,0,150,37.5,39,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,30,soft,10YR 5/3,,,,,,,55
320-U1332C-8H-5-A,320,U1332,C,5,5-2,H,2,A,0,150,37.5,39,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/2,,,,,,,56
320-U1332C-8H-6-A,320,U1332,C,5,5-3,H,3,A,0,150,39,40.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,30,soft,10YR 5/3,,,,,,,57
320-U1332C-8H-CC-A,320,U1332,C,5,5-3,H,3,A,0,150,39,40.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/2,,,,,,,58
320-U1332C-9H-1-A,320,U1332,C,5,5-4,H,4,A,0,150,40.5,42,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,30,soft,10YR 5/3,,,,,,,59
320-U1332C-9H-2-A,320,U1332,C,5,5-4,H,4,A,0,150,40.5,42,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/2,,,,,,,60
320-U1332C-9H-3-A,320,U1332,C,5,5-5,H,5,A,0,70,42,42.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,30,soft,10YR 5/3,,,,,,,61
320-U1332C-9H-4-A,320,U1332,C,5,5-5,H,5,A,0,70,42,42.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/2,,,,,,,62
320-U1332C-9H-5-A,320,U1332,C,5,5-5,H,5,A,70,125,42.7,43.25,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,,,,,,,63
320-U1332C-9H-6-A,320,U1332,C,5,5-5,H,5,A,125,150,43.25,43.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,30,soft,10YR 5/3,,,,,,,64
320-U1332C-9H-7-A,320,U1332,C,5,5-5,H,5,A,125,150,43.25,43.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/2,,,,,,,65
320-U1332C-9H-CC-A,320,U1332,C,5,5-6,H,6,A,0,150,43.5,45,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,30,soft,10YR 5/3,,,,,,,66
320-U1332C-10H-1-A,320,U1332,C,5,5-6,H,6,A,0,150,43.5,45,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/2,,,,,,,67
320-U1332C-10H-2-A,320,U1332,C,5,5-7,H,7,A,0,54,45,45.54,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,30,soft,10YR 5/3,,,,,,,68
320-U1332C-10H-3-A,320,U1332,C,5,5-7,H,7,A,0,54,45,45.54,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/2,,,,,,,69
320-U1332C-10H-4-A,320,U1332,C,5,5-CC,H,CC,A,0,22,45.54,45.76,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,30,soft,10YR 5/3,,,,,,,70
320-U1332C-10H-5-A,320,U1332,C,5,5-CC,H,CC,A,0,22,45.54,45.76,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/2,,,,,,,71
320-U1332C-10H-6-A,320,U1332,C,6,6-1,H,1,A,0,150,45.5,47,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10YR 8/2,,,,,,,72
320-U1332C-10H-7-A,320,U1332,C,6,6-1,H,1,A,0,150,45.5,47,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 6/3,,,,,,,73
320-U1332C-10H-CC-A,320,U1332,C,6,6-2,H,2,A,0,150,47,48.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10YR 8/2,,,,,,,74
320-U1332C-11H-1-A,320,U1332,C,6,6-2,H,2,A,0,150,47,48.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 6/3,,,,,,,75
320-U1332C-11H-2-A,320,U1332,C,6,6-3,H,3,A,0,150,48.5,50,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10YR 8/2,,,,,,,76
320-U1332C-11H-3-A,320,U1332,C,6,6-3,H,3,A,0,150,48.5,50,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 6/3,,,,,,,77
320-U1332C-11H-4-A,320,U1332,C,6,6-4,H,4,A,0,150,50,51.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10YR 8/2,,,,,,,78
320-U1332C-11H-5-A,320,U1332,C,6,6-4,H,4,A,0,150,50,51.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 6/3,,,,,,,79
320-U1332C-11H-6-A,320,U1332,C,6,6-5,H,5,A,0,132,51.5,52.82,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10YR 8/2,,,,,,,80
320-U1332C-11H-CC-A,320,U1332,C,6,6-5,H,5,A,0,132,51.5,52.82,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 6/3,,,,,,,81
320-U1332C-12H-1-A,320,U1332,C,6,6-CC,H,CC,A,0,21,52.82,53.03,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10YR 8/2,,,,,,,82
320-U1332C-12H-2-A,320,U1332,C,6,6-CC,H,CC,A,0,21,52.82,53.03,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 6/3,,,,,,,83
320-U1332C-12H-3-A,320,U1332,C,7,7-1,H,1,A,0,78,49.5,50.28,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,100,soft,10YR 7/2,,,,,,,84
320-U1332C-12H-4-A,320,U1332,C,7,7-1,H,1,A,78,150,50.28,51,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,100,soft,10YR 6/3,,,,,,,85
320-U1332C-12H-5-A,320,U1332,C,7,7-2,H,2,A,0,34,51,51.34,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,100,soft,10YR 6/3,,,,,,,86
320-U1332C-12H-6-A,320,U1332,C,7,7-2,H,2,A,34,112,51.34,52.12,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,100,soft,10YR 4/3,,,,,,,87
320-U1332C-12H-CC-A,320,U1332,C,7,7-2,H,2,A,112,146,52.12,52.46,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,100,soft,10YR 7/2,,,,,,,88
320-U1332C-13H-1-A,320,U1332,C,7,7-2,H,2,A,146,150,52.46,52.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,100,soft,10YR 4/3,,,,,,,89
320-U1332C-13H-2-A,320,U1332,C,7,7-3,H,3,A,0,75,52.5,53.25,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,100,soft,10YR 4/3,,,,,,,90
320-U1332C-13H-3-A,320,U1332,C,7,7-3,H,3,A,75,150,53.25,54,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,100,soft,10YR 7/2,,,,,,,91
320-U1332C-13H-4-A,320,U1332,C,7,7-4,H,4,A,0,95,54,54.95,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,100,soft,10YR 7/2,,,,,,,92
320-U1332C-13H-5-A,320,U1332,C,7,7-4,H,4,A,95,150,54.95,55.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,100,soft,10YR 8/2,,,,,,,93
320-U1332C-13H-6-A,320,U1332,C,7,7-5,H,5,A,0,150,55.5,57,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,100,soft,10YR 8/2,,,,,,,94
320-U1332C-13H-7-A,320,U1332,C,7,7-6,H,6,A,0,150,57,58.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,100,soft,10YR 8/2,,,,,,,95
320-U1332C-13H-CC-A,320,U1332,C,7,7-7,H,7,A,0,76,58.5,59.26,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,100,soft,10YR 8/2,,,,,,,96
320-U1332C-14X-1-A,320,U1332,C,7,7-CC,H,CC,A,0,16,59.26,59.42,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,100,soft,10YR 8/2,,,,,,,97
320-U1332C-14X-2-A,320,U1332,C,8,8-1,H,1,A,0,150,59,60.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,70,soft,2.5Y 6/2,,,,,,,98
320-U1332C-14X-3-A,320,U1332,C,8,8-1,H,1,A,0,150,59,60.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians and diatoms,Nannofossil ooze with radiolarians and diatoms,30,soft,2.5Y 8/2,,,,,,,99
320-U1332C-14X-4-A,320,U1332,C,8,8-2,H,2,A,0,150,60.5,62,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,70,soft,2.5Y 6/2,,,,,,,100
320-U1332C-14X-5-A,320,U1332,C,8,8-2,H,2,A,0,150,60.5,62,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians and diatoms,Nannofossil ooze with radiolarians and diatoms,30,soft,2.5Y 8/2,,,,,,,101
320-U1332C-14X-CC-A,320,U1332,C,8,8-3,H,3,A,0,150,62,63.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,70,soft,2.5Y 6/2,,,,,,,102
320-U1332C-15X-1-A,320,U1332,C,8,8-3,H,3,A,0,150,62,63.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians and diatoms,Nannofossil ooze with radiolarians and diatoms,30,soft,2.5Y 8/2,,,,,,,103
320-U1332C-15X-2-A,320,U1332,C,8,8-4,H,4,A,0,150,63.5,65,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,70,soft,2.5Y 6/2,,,,,,,104
320-U1332C-15X-3-A,320,U1332,C,8,8-4,H,4,A,0,150,63.5,65,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians and diatoms,Nannofossil ooze with radiolarians and diatoms,30,soft,2.5Y 8/2,,,,,,,105
320-U1332C-15X-4-A,320,U1332,C,8,8-5,H,5,A,0,150,65,66.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,70,soft,2.5Y 6/2,,,,,,,106
320-U1332C-15X-5-A,320,U1332,C,8,8-5,H,5,A,0,150,65,66.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians and diatoms,Nannofossil ooze with radiolarians and diatoms,30,soft,2.5Y 8/2,,,,,,,107
320-U1332C-15X-6-A,320,U1332,C,8,8-6,H,6,A,0,145,66.5,67.95,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,70,soft,2.5Y 6/2,,,,,,,108
320-U1332C-15X-7-A,320,U1332,C,8,8-6,H,6,A,0,145,66.5,67.95,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians and diatoms,Nannofossil ooze with radiolarians and diatoms,30,soft,2.5Y 8/2,,,,,,,109
