Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance intensity,Drilling disturbance intensity rank,Lithology Principal Name,MAJ Lith. abundance [%],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Name,MIN Lith. abundance [%],MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Lith. comment,Clast percentage [%],Clast 1 igneous - pumiceous [%],Clast 1 igneous - pumiceous grain size,Clast 2 igneous - scoriaceous [%],Clast 2 igneous - scoriaceous grain size,Clast 3 igneous - massive [%],Clast 3 igneous - massive grain size,Clast 4 igneous - vesicular [%],Clast 4 igneous - vesicular grain size,Clast 5 volcaniclastic [%],Clast 5 volcaniclastic grain size,Clast 6 sediment [%],Clast 6 sediment grain size,Clast 7 -other lithology [%],Clast 7 -other lithology grain size,Clast lith. abund. sum [%],Clast lithology comment,Clast roundness,Matrix 1 igneous - pumiceous [%],Matrix 2 igneous - scoriaceous [%],Matrix 3 igneous - massive [%],Matrix 4 igneous - vesicular [%],Matrix 5 volcaniclastic [%],Matrix 6 sediment [%],Matrix 7 -other lithology [%],Matrix biogenic carbonate [%],Matrix detritical carbonate [%],Matrix carbonate [%],Matrix abund. sum [%],Matrix sorting,Matrix alteration intensity,Matrix alteration rank,Matrix comment,Deformational structures,Deformational structure strike [deg],Deformational structure dip [deg],Deformational structure comment,Groundmass modal percentage [%],Groundmass modal grain size [mm],Groundmass comments,File Data,Lithology Suffix,Minor Lithology Prefix,Lithology Prefix,Minor Lithology Suffix,row_index
340-U1395B-1H-2-A,340,U1395,B,1,1-2,H,2,A,66,102,2.16,2.52,minimal [drilling disturbance],1,calcareous sand [Leg210],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,2,0,10,0,3,15,70,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,10
340-U1395B-1H-2-A,340,U1395,B,1,1-2,H,2,A,102,131,2.52,2.81,minimal [drilling disturbance],1,calcareous ooze [Leg339],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,11
340-U1395B-1H-2-A,340,U1395,B,1,1-2,H,2,A,131,150,2.81,3,minimal [drilling disturbance],1,calcareous sand [Leg210],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,2,0,10,0,3,15,70,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,12
340-U1395B-1H-3-A,340,U1395,B,1,1-3,H,3,A,0,31,3,3.31,minimal [drilling disturbance],1,calcareous sand [Leg210],90,fine medium sand [T07],5,volcanic sand [Leg152],10,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,50,0,0,0,0,40,10,0,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,13
340-U1395B-1H-3-A,340,U1395,B,1,1-3,H,3,A,31,34,3.31,3.34,minimal [drilling disturbance],1,volcanic fine sand [Leg152],95,fine medium sand [T07],5,calcareous sand [Leg210],5,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,50,0,40,0,10,0,0,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,14
340-U1395B-1H-3-A,340,U1395,B,1,1-3,H,3,A,34,88,3.34,3.88,minimal [drilling disturbance],1,volcanic medium sand [Leg152],60,medium sand [T07],6,calcareous sand [Leg210],40,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,50,0,10,0,10,20,10,0,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,15
340-U1395B-1H-3-A,340,U1395,B,1,1-3,H,3,A,88,95,3.88,3.95,slight [drilling disturbance],2,volcanic very coarse sand [Leg152],80,coarse sand [T07],7,calcareous sand [Leg210],20,,,100,,30,90,granule [T07],0,,10,granule [T07],0,,0,,0,,0,,,very poorly sorted concentration of pumice and dense andesitic lava clasts.,angular,70,0,25,0,0,0,0,2,3,0,,very poor [BP01],absent [alteration],0,,,,,,,,,,,,,,16
340-U1395B-1H-3-A,340,U1395,B,1,1-3,H,3,A,95,140,3.95,4.4,slight [drilling disturbance],2,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,50,25,25,0,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,17
340-U1395B-1H-3-A,340,U1395,B,1,1-3,H,3,A,140,150,4.4,4.5,,,,,,,,,,,,WR sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
340-U1395B-1H-4-A,340,U1395,B,1,1-4,H,4,A,0,20,4.5,4.7,minimal [drilling disturbance],1,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,,10,0,,0,,0,,0,,40,,0,,60,,,,rounded,0,0,0,0,0,0,0,0,0,100,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,19
340-U1395B-1H-4-A,340,U1395,B,1,1-4,H,4,A,20,108,4.7,5.58,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,2,0,,0,,0,,0,,0,,0,,100,medium sand [T07],,,angular,0,0,0,0,0,0,0,0,0,100,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,20
340-U1395B-1H-CC-A,340,U1395,B,1,1-CC,H,CC,A,0,14,5.58,5.72,severe [drilling disturbance],7,volcaniclastic-mud [BGS-S81],60,fine mud [T07],3,volcaniclastic-sand [BGS-S81],40,fine sand [T07],4,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,100,0,0,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,21
340-U1395B-1H-CC-A,340,U1395,B,1,1-CC,H,CC,A,14,26,5.72,5.84,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,3,0,,0,,0,,0,,0,,0,,100,coarse sand [T07],,,angular,0,0,0,0,0,0,0,0,0,100,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,22
340-U1395B-1H-CC-A,340,U1395,B,1,1-CC,H,CC,A,26,32,5.84,5.9,,,,,,,,,,,,PAL sample,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,23
340-U1395B-2H-1-A,340,U1395,B,2,2-1,H,1,A,0,3,5.9,5.93,minimal [drilling disturbance],1,calcareous ooze [Leg339],100,silt-fine mud [T07],2,,,,,100,,2,0,,0,,0,,0,,0,,0,,100,,,,angular,0,0,0,0,0,0,0,0,0,100,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,24
340-U1395B-2H-1-A,340,U1395,B,2,2-1,H,1,A,3,5,5.93,5.95,severe [drilling disturbance],7,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,2,0,,0,,0,,0,,0,,0,,100,medium sand [T07],,,angular,0,0,0,0,100,0,0,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,25
340-U1395B-2H-1-A,340,U1395,B,2,2-1,H,1,A,5,25,5.95,6.15,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],50,silt-fine mud [T07],2,calcareous ooze [Leg339],50,silt-fine mud [T07],2,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,50,0,0,0,0,50,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,26
340-U1395B-2H-1-A,340,U1395,B,2,2-1,H,1,A,25,43,6.15,6.33,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],60,fine mud [T07],3,volcaniclastic-sand [BGS-S81],40,medium sand [T07],6,100,,2,0,,0,,0,,0,,0,,0,,100,medium sand [T07],,,angular,0,0,0,0,100,0,0,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,27
340-U1395B-2H-1-A,340,U1395,B,2,2-1,H,1,A,43,44.5,6.33,6.345,minimal [drilling disturbance],1,calcareous ooze [Leg339],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,28
340-U1395B-2H-1-A,340,U1395,B,2,2-1,H,1,A,44.5,150,6.345,7.4,minimal [drilling disturbance],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29
340-U1395B-2H-1-A,340,U1395,B,2,2-1,H,1,A,44.5,150,6.345,7.4,,1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,2,0,,0,,0,,0,,0,,0,,100,medium sand [T07],,,angular,0,0,0,0,0,0,0,0,0,100,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,30
340-U1395B-2H-2-A,340,U1395,B,2,2-2,H,2,A,0,150,7.4,8.9,minimal [drilling disturbance],1,calcareous ooze [Leg339],100,silt-fine mud [T07],2,,,,,100,,5,0,,0,,0,,0,,0,,0,,100,coarse sand [T07],,,angular,0,0,0,0,0,0,0,0,0,100,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,31
340-U1395B-2H-3-A,340,U1395,B,2,2-3,H,3,A,0,87,8.9,9.77,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,2,0,,0,,0,,0,,0,,0,,100,coarse sand [T07],,,angular,0,0,0,0,0,0,0,0,0,100,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,32
340-U1395B-2H-3-A,340,U1395,B,2,2-3,H,3,A,87,137,9.77,10.27,minimal [drilling disturbance],1,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,,10,0,,0,,0,,0,,40,fine sand [T07],0,,60,fine sand [T07],,,rounded,0,0,0,0,0,0,0,0,0,100,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,33
340-U1395B-2H-3-A,340,U1395,B,2,2-3,H,3,A,137,140,10.27,10.3,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,34
340-U1395B-2H-3-A,340,U1395,B,2,2-3,H,3,A,140,150,10.3,10.4,,,,,,,,,,,,WR,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,35
340-U1395B-2H-4-A,340,U1395,B,2,2-4,H,4,A,0,18,10.4,10.58,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,36
340-U1395B-2H-4-A,340,U1395,B,2,2-4,H,4,A,18,24,10.58,10.64,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,turbidite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,75,0,5,15,5,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,37
340-U1395B-2H-4-A,340,U1395,B,2,2-4,H,4,A,24,59,10.64,10.99,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,38
340-U1395B-2H-4-A,340,U1395,B,2,2-4,H,4,A,59,62,10.99,11.02,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,turbidite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,75,0,5,15,5,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,39
340-U1395B-2H-4-A,340,U1395,B,2,2-4,H,4,A,62,72,11.02,11.12,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,turbidite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,75,0,5,15,5,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,40
340-U1395B-2H-4-A,340,U1395,B,2,2-4,H,4,A,72,89,11.12,11.29,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,41
340-U1395B-2H-4-A,340,U1395,B,2,2-4,H,4,A,89,107,11.29,11.47,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,very poor [BP01],absent [alteration],0,,,,,,,,,,,,,,42
340-U1395B-2H-4-A,340,U1395,B,2,2-4,H,4,A,107,118,11.47,11.58,high [drilling disturbance],6,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,70,0,10,0,0,5,15,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,43
340-U1395B-2H-4-A,340,U1395,B,2,2-4,H,4,A,118,150,11.58,11.9,minimal [drilling disturbance],1,calcareous sand [Leg210],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,10,0,0,35,50,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,44
340-U1395B-2H-5-A,340,U1395,B,2,2-5,H,5,A,0,150,11.9,13.4,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,90,0,5,0,0,5,0,0,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,45
340-U1395B-2H-6-A,340,U1395,B,2,2-6,H,6,A,0,130,13.4,14.7,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,90,0,5,0,0,5,0,0,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,46
340-U1395B-2H-7-A,340,U1395,B,2,2-7,H,7,A,0,65,14.7,15.35,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,90,0,5,0,0,5,0,0,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,47
340-U1395B-2H-CC-A,340,U1395,B,2,2-CC,H,CC,A,0,12,15.35,15.47,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,90,0,5,0,0,5,0,0,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,48
340-U1395B-2H-CC-A,340,U1395,B,2,2-CC,H,CC,A,12,18,15.47,15.53,,,,,,,,,,,,PAL,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,49
340-U1395B-3H-1-A,340,U1395,B,3,3-1,H,1,A,0,8,15.4,15.48,moderate [drilling disturbance],4,volcanic sand [Leg152],100,coarse sand [T07],7,,0,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,60,0,0,0,0,40,0,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,50
340-U1395B-3H-1-A,340,U1395,B,3,3-1,H,1,A,8,11,15.48,15.51,moderate [drilling disturbance],4,volcanic fine silt [Leg152],100,silt-fine mud [T07],2,,0,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,51
340-U1395B-3H-1-A,340,U1395,B,3,3-1,H,1,A,11,15,15.51,15.55,moderate [drilling disturbance],4,volcanic medium sand [Leg152],100,fine medium sand [T07],5,,0,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,90,0,0,0,0,10,0,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,52
340-U1395B-3H-1-A,340,U1395,B,3,3-1,H,1,A,15,46,15.55,15.86,minimal [drilling disturbance],1,volcanic medium sand [Leg152],100,medium sand [T07],6,,0,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,95,0,0,0,0,5,0,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,53
340-U1395B-3H-1-A,340,U1395,B,3,3-1,H,1,A,46,150,15.86,16.9,minimal [drilling disturbance],1,volcanic coarse sand [Leg152],100,very coarse sand [T07],8,,0,,,100,,20,30,pebble [W22_2],0,,0,,70,,0,,0,,0,,,,,0,0,95,0,0,0,0,5,0,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,54
340-U1395B-3H-2-A,340,U1395,B,3,3-2,H,2,A,0,147,16.9,18.37,slight [drilling disturbance],2,volcanic very coarse sand [Leg152],100,very coarse sand [T07],8,,,,,100,,1,0,,0,,100,,0,,0,,0,,0,,,,rounded,0,0,70,10,10,1,4,1,2,2,,very poor [BP01],moderate [alteration],4,,,,,,,,,,,,,,55
340-U1395B-3H-2-A,340,U1395,B,3,3-2,H,2,A,147,150,18.37,18.4,slight [drilling disturbance],2,calcareous sand [Leg210],100,medium sand [T07],6,,,,,100,,2,0,,0,,100,,0,,0,,0,,0,,,,rounded,0,0,0,0,100,0,0,0,0,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,56
340-U1395B-3H-3-A,340,U1395,B,3,3-3,H,3,A,0,12,18.4,18.52,minimal [drilling disturbance],1,volcanic very coarse sandstone [Leg152],100,very coarse sand [T07],8,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,60,0,20,0,15,0,0,5,0,0,,moderate [BP01],,,,,,,,,,,,,,,,57
340-U1395B-3H-3-A,340,U1395,B,3,3-3,H,3,A,12,24,18.52,18.64,minimal [drilling disturbance],1,calcareous ooze [Leg339],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,100,0,0,0,0,,moderate [BP01],,,,,,,,,,,,,,,,58
340-U1395B-3H-3-A,340,U1395,B,3,3-3,H,3,A,24,33,18.64,18.73,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,80,0,16,0,0,0,0,0,0,4,,moderate [BP01],,,,,,,,,,,,,,,,59
340-U1395B-3H-3-A,340,U1395,B,3,3-3,H,3,A,33,58,18.73,18.98,minimal [drilling disturbance],1,calcareous ooze [Leg339],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,100,0,0,0,0,,poor [BP01],,,,,,,,,,,,,,,,60
340-U1395B-3H-3-A,340,U1395,B,3,3-3,H,3,A,58,78,18.98,19.18,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,granule [T07],9,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,80,0,16,0,0,0,0,0,0,4,,very well [BP01],,,,,,,,,,,,,,,,61
340-U1395B-3H-3-A,340,U1395,B,3,3-3,H,3,A,78,118,19.18,19.58,minimal [drilling disturbance],1,calcareous ooze [Leg339],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,100,0,0,0,0,,moderate [BP01],,,,,,,,,,,,,,,,62
340-U1395B-3H-3-A,340,U1395,B,3,3-3,H,3,A,118,135,19.58,19.75,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,granule [T07],9,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,90,0,9,0,0,0,0,0,0,1,,very well [BP01],,,,,,,,,,,,,,,,63
340-U1395B-3H-3-A,340,U1395,B,3,3-3,H,3,A,135,150,19.75,19.9,minimal [drilling disturbance],1,calcareous ooze [Leg339],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,100,0,0,0,0,,moderate [BP01],,,,,,,,,,,,,,,,64
340-U1395B-3H-4-A,340,U1395,B,3,3-4,H,4,A,0,87,19.9,20.77,minimal [drilling disturbance],1,calcareous ooze [Leg339],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,,,,,,,,0,0,0,0,0,100,0,0,0,0,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,65
340-U1395B-3H-4-A,340,U1395,B,3,3-4,H,4,A,87,91,20.77,20.81,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,,,,,,,,0,0,0,0,15,0,0,0,0,85,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,66
340-U1395B-3H-4-A,340,U1395,B,3,3-4,H,4,A,91,106,20.81,20.96,minimal [drilling disturbance],1,calcareous sand [Leg210],100,fine medium sand [T07],5,,,,,100,,0,0,,0,,0,,0,,0,,,,,,,,,0,0,0,0,15,0,0,0,0,85,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,67
340-U1395B-3H-4-A,340,U1395,B,3,3-4,H,4,A,106,119,20.96,21.09,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,,,,,,,,0,0,0,0,0,100,0,0,0,0,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,68
340-U1395B-3H-4-A,340,U1395,B,3,3-4,H,4,A,119,122,21.09,21.12,minimal [drilling disturbance],1,ash [F&S84],100,very fine mud [T07],1,,,,,100,,0,0,,0,,0,,0,,0,,,,,,,,,0,0,0,0,0,0,0,50,50,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,69
340-U1395B-3H-4-A,340,U1395,B,3,3-4,H,4,A,122,143,21.12,21.33,minimal [drilling disturbance],1,calcareous sand [Leg210],100,fine medium sand [T07],5,,,,,100,,1,0,,0,,0,,0,,0,,,,100,coarse sand [T07],,"biogenic fragments
",angular,0,0,0,0,15,0,0,0,0,85,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,70
