Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,LITH 1 prefix+name [read only],LITH 1 prefix+name+suffix [read only],LITH 1 abundance [%],LITH 1 color,LITH 1 lithification,LITH 1 ave. grain size class,LITH 1 ave. grain size rank [read only],LITH 1 max. grain size class,LITH 1 max. grain size rank [read only],LITH 1 grain sorting,LITH 1 Ash abundance name,LITH 1 Ash abundance rank (read only),LITH 1 comment,Bottom contact geometry,Bottom contact attitude,LITH 1 Layer or bedding thickness,LITH 1 Sedimentary structure,LITH 1 Bioturbation intensity,LITH 1 Bioturbation intensity rank [read only],LITH 1 Deformational structure,LITH 1 Deformational structure attitude,LITH 1 Diagenetic structure,LITH 1 Diagenetic constituent,LITH 1 Diagenetic constituent composition,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,LITH 2 prefix+name [read only],LITH 2 prefix+name+suffix [read only],LITH 2 abundance [%],LITH 2 color,LITH 2 lithification,LITH 2 ave. grain size class,LITH 2 ave. grain size rank [read only],LITH 2 max. grain size class,LITH 2 max. grain size rank [read only],LITH 2 grain sorting,LITH 2 Ash abundance name,LITH 2 Ash abundance rank (read only),General interval comment,LITH 1 Macrofossil,LITH 1 Macrofossil abundance name,LITH 2 Macrofossil,LITH 1 Clast abundance,LITH 1 Number of clasts (>2mm),LITH 1 Clast 1 igneous [%],LITH 1 Clast 1 igneous -  grain size,LITH 1 Clast 1 igneous -  roundness,LITH 1 Clast 1 igneous -  lithology,LITH 1 Clast 2 sediment [%],LITH 1 Clast 2 sediment - grain size,LITH 1 Clast 2 sediment - roundness,LITH 1 Clast 3 -other LITH [%],LITH 1 Clast 3 metamorphic - grain size,LITH 1 Clast 3 metamorphic - roundness,Total clasts calculated LITH 1 [%],LITH 1 Matrix 1 igneous - pumiceous [%],LITH 1 Matrix 2 igneous - scoriaceous [%],LITH 1 Matrix 5 volcaniclastic [%],LITH 1 Matrix 6 sediment [%],LITH 1 Matrix 7 -other LITH [%],LITH 1 Matrix biogenic carbonate [%],LITH 1 Matrix detritical carbonate [%],LITH 1 Matrix carbonate [%],Total matrix calculated LITH 1 [%],LITH 1 Matrix sorting,LITH 1 Matrix alteration intensity,LITH 1 Matrix alteration rank,LITH 1 Matrix comments,Clast comment,File Data,Exp,Site,Hole,Core,Type,Section,A/W
368-U1502A-2R-1-A,104,106,376.04,376.06,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 7/5GY (light greenish grey),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,,gradational,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,2,R,1,A
368-U1502A-2R-1-A,106,117,376.06,376.17,,clay [Leg339],with silt [2014],clay,clay with silt,,2.5Y 4/1 (dark gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,,gradational,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,2,R,1,A
368-U1502A-2R-1-A,117,123,376.17,376.23,nannofossil rich,silty clay [MMK88],,nannofossil rich silty clay,nannofossil rich silty clay,,GLEY 1 5/5GY (greenish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,planar,horizontal,,fining upward,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,2,R,1,A
368-U1502A-2R-1-A,123,131,376.23,376.31,,clay [Leg339],with silt [2014],clay,clay with silt,,2.5Y 4/1 (dark gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,,gradational,horizontal,,,heavy [DB86],3,,,,,,clay rich,silt [Leg339],,clay rich silt,clay rich silt,8,GLEY 1 3/5GY (very dark greenish gray),very slightly consolidated [B84],silt [W22_1],2,fine sand [W22_2],4,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,2,R,1,A
368-U1502A-2R-1-A,131,136,376.31,376.36,,silty clay [MMK88],,silty clay,silty clay,,GLEY 1 4/10Y (dark greenish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,planar,horizontal,,fining upward,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,2,R,1,A
368-U1502A-2R-1-A,136,140,376.36,376.4,,clay [Leg339],with silt [2014],clay,clay with silt,,2.5Y 4/1 (dark gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,2,R,1,A
368-U1502A-2R-CC-A,0,27,376.49,376.76,,clay [Leg339],with silt [2014],clay,clay with silt,,2.5Y 4/1 (dark gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,2,R,CC,A
368-U1502A-3R-1-A,0,4,384.6,384.64,,clay [Leg339],with silt [2014],clay,clay with silt,,2.5Y 4/1 (dark gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,,gradational,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,3,R,1,A
368-U1502A-3R-1-A,4,12,384.64,384.72,clay rich,nannofossil chalk [Leg339],,clay rich nannofossil chalk,clay rich nannofossil chalk,,GLEY 1 7/5GY (light greenish grey),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,planar,inclined,,convolute bedding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,3,R,1,A
368-U1502A-3R-1-A,12,24,384.72,384.84,,clay [Leg339],with silt [2014],clay,clay with silt,,2.5Y 4/1 (dark gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,,gradational,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,3,R,1,A
368-U1502A-3R-1-A,24,25,384.84,384.85,,silty clay [MMK88],,silty clay,silty clay,,GLEY 1 4/5GY (dark greenish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,planar,horizontal,,fining upward,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,3,R,1,A
368-U1502A-3R-1-A,25,31,384.85,384.91,,clay [Leg339],with silt [2014],clay,clay with silt,,2.5Y 4/1 (dark gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,,gradational,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,3,R,1,A
368-U1502A-3R-1-A,31,33,384.91,384.93,,silty clay [MMK88],,silty clay,silty clay,,GLEY 1 4/5GY (dark greenish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,planar,horizontal,,fining upward,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,3,R,1,A
368-U1502A-3R-1-A,33,43,384.93,385.03,,clay [Leg339],with silt [2014],clay,clay with silt,,2.5Y 4/1 (dark gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,,gradational,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,3,R,1,A
368-U1502A-3R-1-A,43,45,385.03,385.05,,silty clay [MMK88],,silty clay,silty clay,,GLEY 1 4/5GY (dark greenish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,planar,horizontal,,fining upward,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,3,R,1,A
368-U1502A-3R-1-A,45,48,385.05,385.08,,clay [Leg339],with silt [2014],clay,clay with silt,,2.5Y 4/1 (dark gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,planar,horizontal,,fining upward,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,3,R,1,A
368-U1502A-3R-1-A,48,53,385.08,385.13,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 4/5GY (dark greenish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,planar,horizontal,,fining upward,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,3,R,1,A
368-U1502A-3R-1-A,53,70,385.13,385.3,,clay [Leg339],with silt [2014],clay,clay with silt,,2.5Y 4/1 (dark gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,planar,horizontal,,fining upward,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,3,R,1,A
368-U1502A-3R-1-A,70,74,385.3,385.34,,clayey silt [MMK88],,clayey silt,clayey silt,,GLEY 1 5/10GY (greenish gray),slightly consolidated [B84],clay [W22_1],1,fine sand [W22_2],4,well [2014],,,,planar,horizontal,,fining upward,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,3,R,1,A
368-U1502A-3R-CC-A,0,3,385.34,385.37,,clay [Leg339],with silt [2014],clay,clay with silt,,2.5Y 4/1 (dark gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,planar,horizontal,,fining upward,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,3,R,CC,A
368-U1502A-3R-CC-A,3,6,385.37,385.4,,silty clay [MMK88],,silty clay,silty clay,,GLEY 1 5/10GY (greenish gray),slightly consolidated [B84],clay [W22_1],1,fine sand [W22_2],4,well [2014],,,,planar,horizontal,,fining upward,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,3,R,CC,A
368-U1502A-4R-1-A,0,5,394.2,394.25,,silty clay [MMK88],,silty clay,silty clay,,2.5Y 5/1 (gray),slightly consolidated [B84],clay [W22_1],1,fine sand [W22_2],4,well [2014],,,,irregular,horizontal,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,4,R,1,A
368-U1502A-4R-1-A,5,26,394.25,394.46,,silty clay [MMK88],,silty clay,silty clay,,GLEY 1 5/10GY (greenish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,planar,horizontal,,parallel lamination,slight [DB86],1,,,,,,,clay [Leg339],with silt [2014],clay,clay with silt,35,2.5Y 4/1 (dark gray),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,4,R,1,A
368-U1502A-4R-1-A,26,42,394.46,394.62,,clay [Leg339],with silt [2014],clay,clay with silt,,2.5Y 4/1 (dark gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,,,,,,,,,silty clay [MMK88],,silty clay,silty clay,12,GLEY 1 5/10GY (greenish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,4,R,1,A
368-U1502A-6R-1-A,0,3,413.4,413.43,,silty clay [MMK88],,silty clay,silty clay,,2.5Y 5/1 (gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,irregular,horizontal,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,6,R,1,A
368-U1502A-6R-1-A,3,8,413.43,413.48,,sandy clay [MMK88],with calcite,sandy clay,sandy clay with calcite,,GLEY 1 4/10GY (dark greenish gray),unlithified,silt [W22_1],2,medium sand [W22_2],5,poor [2014],,,,irregular,horizontal,,,,,,,,,,,silty clay [MMK88],,silty clay,silty clay,35,GLEY 1 4/10Y (dark greenish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,6,R,1,A
368-U1502A-6R-1-A,8,17,413.48,413.57,,silty clay [MMK88],,silty clay,silty clay,,GLEY 1 4/10GY (dark greenish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,,irregular,horizontal,,,heavy [DB86],3,,,,,,,silty clay [MMK88],,silty clay,silty clay,40,2.5Y 5/1 (gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,patch-like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,6,R,1,A
368-U1502A-6R-1-A,17,39,413.57,413.79,,sandy clay [MMK88],with calcite,sandy clay,sandy clay with calcite,,GLEY 1 5/10GY (greenish gray),unlithified,silt [W22_1],2,medium sand [W22_2],5,poor [2014],,,,planar,horizontal,,,,,,,,,,,clay [Leg339],with silt [2014],clay,clay with silt,15,2.5Y 5/1 (gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,6,R,1,A
368-U1502A-6R-1-A,39,44,413.79,413.84,,silty clay [MMK88],,silty clay,silty clay,,GLEY 1 5/10GY (greenish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,planar,horizontal,,,moderate [DB86],2,,,,,,,clay [Leg339],with silt [2014],clay,clay with silt,20,2.5Y 5/1 (gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,6,R,1,A
368-U1502A-6R-1-A,44,52,413.84,413.92,,silty clay [MMK88],,silty clay,silty clay,,GLEY 1 4/10GY (dark greenish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,,,,,convolute lamination,heavy [DB86],3,,,,,,nannofossil rich,silt [Leg339],with organic matter,nannofossil rich silt,nannofossil rich silt with organic matter,40,GLEY 1 3/10Y (very dark greenish gray),indurated [B84],silt [W22_1],2,fine sand [W22_2],4,moderate [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,6,R,1,A
368-U1502A-6R-CC-A,0,4,413.92,413.96,,silty clay [MMK88],,silty clay,silty clay,,GLEY 1 4/10GY (dark greenish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,,planar,horizontal,,parallel lamination,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,6,R,CC,A
368-U1502A-6R-CC-A,4,6,413.96,413.98,,silty clay [MMK88],,silty clay,silty clay,,2.5Y 5/1 (gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,6,R,CC,A
368-U1502A-8R-CC-A,0,2,432.6,432.62,,silty clay [MMK88],,silty clay,silty clay,,GLEY 1 3/5GY (very dark greenish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,,planar,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,8,R,CC,A
368-U1502A-8R-CC-A,2,7,432.62,432.67,,silty clay [MMK88],,silty clay,silty clay,,2.5YR 5/1 (reddish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,,gradational,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,8,R,CC,A
368-U1502A-8R-CC-A,7,9,432.67,432.69,,silty clay [MMK88],,silty clay,silty clay,,GLEY 1 4/N (dark gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,8,R,CC,A
368-U1502A-9R-1-A,0,45,442.2,442.65,,clay [Leg339],with nannofossils [2014],clay,clay with nannofossils,,10YR 4/2 (dark grayish brown),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,bioturbated,curved,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,9,R,1,A
368-U1502A-9R-1-A,45,52,442.65,442.72,,clayey silt [MMK88],,clayey silt,clayey silt,,GLEY 1 5/5GY (greenish gray),slightly consolidated [B84],silt [W22_1],2,fine sand [W22_2],4,moderate [2014],,,,erosive,horizontal,,fining upward,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,9,R,1,A
368-U1502A-9R-1-A,52,56,442.72,442.76,nannofossil rich,clay [Leg339],,nannofossil rich clay,nannofossil rich clay,,GLEY 1 5/5GY (greenish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,gradational,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,9,R,1,A
368-U1502A-9R-1-A,56,61,442.76,442.81,,clay [Leg339],with nannofossils [2014],clay,clay with nannofossils,,10YR 4/2 (dark grayish brown),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,gradational,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,9,R,1,A
368-U1502A-9R-1-A,61,69.5,442.81,442.895,,clayey silt [MMK88],,clayey silt,clayey silt,,GLEY 1 5/5GY (greenish gray),slightly consolidated [B84],silt [W22_1],2,fine sand [W22_2],4,moderate [2014],,,,erosive,horizontal,,fining upward,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,9,R,1,A
368-U1502A-9R-1-A,69.5,72,442.895,442.92,nannofossil rich,clay [Leg339],,nannofossil rich clay,nannofossil rich clay,,GLEY 1 5/5GY (greenish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,gradational,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,9,R,1,A
368-U1502A-9R-1-A,72,83,442.92,443.03,,clay [Leg339],with nannofossils [2014],clay,clay with nannofossils,,10YR 4/2 (dark grayish brown),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,gradational,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,9,R,1,A
368-U1502A-9R-1-A,83,91,443.03,443.11,,clayey silt [MMK88],,clayey silt,clayey silt,,GLEY 1 5/5GY (greenish gray),slightly consolidated [B84],silt [W22_1],2,fine sand [W22_2],4,moderate [2014],,,,erosive,curved,,fining upward,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,9,R,1,A
