Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Lith. accessory shell fragment,Lith. accessory cement,Lith. accessory nodule/concretion,Lith. accessory sulfide,Lithological accessories comment,Macrofossil,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank [read only],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank [read only],Diagenetic constituent,Diagenetic constituent composition,Deformational structures,structure,General interval comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,row_index
346-U1429B-2H-3-A,0,150,5.9,7.4,diatom bearing,nannofossil ooze ,with foraminifers ,diatom bearing nannofossil ooze  with foraminifers ,,trace amount,1,,10Y 4/1 (dark greenish gray),heavy ,3,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,B,2,H,3,A,11
346-U1429B-2H-4-A,0,150,7.4,8.9,diatom bearing,nannofossil ooze ,with foraminifers ,diatom bearing nannofossil ooze  with foraminifers ,,trace amount,1,,10Y 4/1 (dark greenish gray),heavy ,3,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,B,2,H,4,A,12
346-U1429B-2H-5-A,0,150,8.9,10.4,diatom bearing,nannofossil ooze ,with foraminifers ,diatom bearing nannofossil ooze  with foraminifers ,,trace amount,1,,10Y 4/1 (dark greenish gray),heavy ,3,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,B,2,H,5,A,13
346-U1429B-2H-6-A,0,150,10.4,11.9,diatom bearing,nannofossil ooze ,with foraminifers ,diatom bearing nannofossil ooze  with foraminifers ,,trace amount,1,,10Y 4/1 (dark greenish gray),heavy ,3,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,B,2,H,6,A,14
346-U1429B-2H-7-A,0,59,11.9,12.49,diatom bearing,nannofossil ooze ,with foraminifers ,diatom bearing nannofossil ooze  with foraminifers ,,trace amount,1,,10Y 4/1 (dark greenish gray),heavy ,3,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,B,2,H,7,A,15
346-U1429B-2H-CC-A,0,15,12.49,12.64,diatom bearing,nannofossil ooze ,with foraminifers ,diatom bearing nannofossil ooze  with foraminifers ,,trace amount,1,,10Y 4/1 (dark greenish gray),heavy ,3,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,B,2,H,CC,A,16
346-U1429B-3H-1-A,0,150,12.4,13.9,diatom bearing,nannofossil ooze ,with foraminifers ,diatom bearing nannofossil ooze  with foraminifers ,,,,structureless,10Y 4/1 (dark greenish gray),heavy ,3,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,B,3,H,1,A,17
346-U1429B-3H-1-A,48,49,12.88,12.89,,,,,,,,,,,,,,,,,,,,,,,,,bivalve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,B,3,H,1,A,18
346-U1429B-3H-1-A,54,55,12.94,12.95,,,,,,,,,,,,,,,,,,,,,,,,,bivalve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,B,3,H,1,A,19
346-U1429B-3H-2-A,0,150,13.9,15.4,diatom bearing,nannofossil ooze ,with foraminifers ,diatom bearing nannofossil ooze  with foraminifers ,,,,structureless,10Y 4/1 (dark greenish gray),heavy ,3,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,B,3,H,2,A,20
346-U1429B-3H-2-A,85,86,14.75,14.76,,,,,,,,,,,,,,,,,,,,,,,,,pteropod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,B,3,H,2,A,21
346-U1429B-3H-3-A,0,150,15.4,16.9,diatom bearing,nannofossil ooze ,with foraminifers ,diatom bearing nannofossil ooze  with foraminifers ,,,,structureless,10Y 4/1 (dark greenish gray),heavy ,3,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,B,3,H,3,A,22
346-U1429B-3H-3-A,69,70,16.09,16.1,,,,,,,,,,,,,,,,,,,,,,,,,bivalve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,B,3,H,3,A,23
346-U1429B-3H-4-A,0,47,16.9,17.37,,tephra ,,tephra ,,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,B,3,H,4,A,24
346-U1429B-3H-4-A,47,150,17.37,18.4,diatom bearing,nannofossil ooze ,with foraminifers ,diatom bearing nannofossil ooze  with foraminifers ,,,,structureless,10Y 4/1 (dark greenish gray),heavy ,3,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,B,3,H,4,A,25
346-U1429B-3H-5-A,0,150,18.4,19.9,diatom bearing,nannofossil ooze ,with foraminifers ,diatom bearing nannofossil ooze  with foraminifers ,,,,structureless,10Y 4/1 (dark greenish gray),heavy ,3,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,B,3,H,5,A,26
346-U1429B-3H-6-A,0,150,19.9,21.4,diatom bearing,nannofossil ooze ,with foraminifers ,diatom bearing nannofossil ooze  with foraminifers ,,,,structureless,10Y 4/1 (dark greenish gray),heavy ,3,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,B,3,H,6,A,27
346-U1429B-3H-7-A,0,59,21.4,21.99,diatom bearing,nannofossil ooze ,with foraminifers ,diatom bearing nannofossil ooze  with foraminifers ,,,,structureless,10Y 4/1 (dark greenish gray),heavy ,3,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,B,3,H,7,A,28
346-U1429B-3H-CC-A,0,34,21.99,22.33,diatom bearing,nannofossil ooze ,with foraminifers ,diatom bearing nannofossil ooze  with foraminifers ,,,,structureless,10Y 4/1 (dark greenish gray),heavy ,3,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,B,3,H,CC,A,29
346-U1429B-4H-1-A,0,150,21.9,23.4,diatom bearing,nannofossil ooze ,with foraminifers ,diatom bearing nannofossil ooze  with foraminifers ,,,,structureless,10Y 4/1 (dark greenish gray),heavy ,3,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,B,4,H,1,A,30
346-U1429B-4H-2-A,0,150,23.4,24.9,diatom bearing,nannofossil ooze ,with foraminifers ,diatom bearing nannofossil ooze  with foraminifers ,,,,structureless,10Y 4/1 (dark greenish gray),heavy ,3,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,B,4,H,2,A,31
346-U1429B-4H-3-A,0,150,24.9,26.4,diatom bearing,nannofossil ooze ,with foraminifers ,diatom bearing nannofossil ooze  with foraminifers ,,,,structureless,10Y 4/1 (dark greenish gray),heavy ,3,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,B,4,H,3,A,32
346-U1429B-4H-4-A,0,150,26.4,27.9,diatom bearing,nannofossil ooze ,with foraminifers ,diatom bearing nannofossil ooze  with foraminifers ,,,,structureless,10Y 4/1 (dark greenish gray),heavy ,3,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,B,4,H,4,A,33
346-U1429B-4H-5-A,0,150,27.9,29.4,diatom bearing,nannofossil ooze ,with foraminifers ,diatom bearing nannofossil ooze  with foraminifers ,,,,structureless,10Y 4/1 (dark greenish gray),heavy ,3,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,B,4,H,5,A,34
346-U1429B-4H-6-A,0,150,29.4,30.9,diatom bearing,nannofossil ooze ,with foraminifers ,diatom bearing nannofossil ooze  with foraminifers ,,,,structureless,10Y 4/1 (dark greenish gray),heavy ,3,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,B,4,H,6,A,35
346-U1429B-4H-7-A,0,68,30.9,31.58,diatom bearing,nannofossil ooze ,with foraminifers ,diatom bearing nannofossil ooze  with foraminifers ,,,,structureless,10Y 4/1 (dark greenish gray),heavy ,3,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,B,4,H,7,A,36
346-U1429B-4H-CC-A,0,35,31.58,31.93,diatom bearing,nannofossil ooze ,with foraminifers ,diatom bearing nannofossil ooze  with foraminifers ,,,,structureless,10Y 4/1 (dark greenish gray),heavy ,3,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,B,4,H,CC,A,37
346-U1429B-5H-1-A,0,150,31.4,32.9,diatom bearing,nannofossil ooze ,with foraminifers ,diatom bearing nannofossil ooze  with foraminifers ,,,,structureless,10Y 4/1 (dark greenish gray),heavy ,3,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,B,5,H,1,A,38
346-U1429B-5H-2-A,0,150,32.9,34.4,diatom bearing,nannofossil ooze ,with foraminifers ,diatom bearing nannofossil ooze  with foraminifers ,,,,structureless,10Y 4/1 (dark greenish gray),heavy ,3,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,B,5,H,2,A,39
346-U1429B-5H-3-A,0,150,34.4,35.9,diatom bearing,nannofossil ooze ,with foraminifers ,diatom bearing nannofossil ooze  with foraminifers ,,,,structureless,10Y 4/1 (dark greenish gray),heavy ,3,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,B,5,H,3,A,40
346-U1429B-5H-3-A,0,150,34.4,35.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nodule,,,,,,,,,,,,,,,,,,,,,,,346,U1429,B,5,H,3,A,41
346-U1429B-5H-4-A,0,150,35.9,37.4,diatom bearing,nannofossil ooze ,with foraminifers ,diatom bearing nannofossil ooze  with foraminifers ,,,,structureless,10Y 4/1 (dark greenish gray),heavy ,3,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,B,5,H,4,A,42
346-U1429B-5H-5-A,0,150,37.4,38.9,diatom bearing,nannofossil ooze ,with foraminifers ,diatom bearing nannofossil ooze  with foraminifers ,,,,structureless,10Y 4/1 (dark greenish gray),heavy ,3,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,B,5,H,5,A,43
346-U1429B-5H-6-A,0,150,38.9,40.4,diatom bearing,nannofossil ooze ,with foraminifers ,diatom bearing nannofossil ooze  with foraminifers ,,,,structureless,10Y 4/2 (grayish green),heavy ,3,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,B,5,H,6,A,44
346-U1429B-6H-1-A,0,150,40.9,42.4,diatom bearing,nannofossil ooze ,with foraminifers ,diatom bearing nannofossil ooze  with foraminifers ,,,,structureless,10Y 4/2 (grayish green),heavy ,3,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,B,6,H,1,A,45
346-U1429B-6H-2-A,0,100,42.4,43.4,diatom bearing,nannofossil ooze ,with foraminifers ,diatom bearing nannofossil ooze  with foraminifers ,,,,structureless,10Y 4/2 (grayish green),heavy ,3,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,B,6,H,2,A,46
346-U1429B-6H-3-A,0,100,43.9,44.9,diatom bearing,nannofossil ooze ,with foraminifers ,diatom bearing nannofossil ooze  with foraminifers ,,,,structureless,10Y 4/2 (grayish green),heavy ,3,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,B,6,H,3,A,47
346-U1429B-6H-3-A,100,127,44.9,45.17,,tephra ,,tephra ,vitric,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,B,6,H,3,A,48
346-U1429B-6H-3-A,127,150,45.17,45.4,diatom bearing,nannofossil ooze ,with foraminifers ,diatom bearing nannofossil ooze  with foraminifers ,,,,structureless,10Y 4/2 (grayish green),heavy ,3,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,B,6,H,3,A,49
346-U1429B-6H-4-A,0,150,45.4,46.9,diatom bearing,nannofossil ooze [Leg339],with foraminifers [Leg339],diatom bearing nannofossil ooze  with foraminifers ,,,,structureless,10Y 4/2 (grayish green),heavy [DB86],3,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,B,6,H,4,A,50
346-U1429B-6H-5-A,0,100,46.9,47.9,diatom bearing,nannofossil ooze ,with foraminifers ,diatom bearing nannofossil ooze  with foraminifers ,,,,structureless,10Y 4/2 (grayish green),heavy ,3,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,B,6,H,5,A,51
346-U1429B-6H-5-A,100,150,47.9,48.4,,tephra [FS84],,tephra ,vitric,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,B,6,H,5,A,52
346-U1429B-6H-6-A,0,150,48.4,49.9,,tephra [FS84],,tephra ,vitric,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,B,6,H,6,A,53
346-U1429B-6H-7-A,0,66,49.9,50.56,,tephra [FS84],,tephra ,vitric,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,B,6,H,7,A,54
346-U1429B-6H-CC-A,0,10,50.56,50.66,,tephra [FS84],,tephra ,vitric,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,B,6,H,CC,A,55
346-U1429B-7H-1-A,0,106,47.9,48.96,,tephra [FS84],,tephra ,vitric,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,B,7,H,1,A,56
346-U1429B-7H-1-A,106,150,48.96,49.4,nannofossil rich,clay [Leg210],with biogenic components [Leg339],nannofossil rich clay  with biogenic components ,,,,structureless,10Y 5/2 (grayish green),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil rich  clay ,clay   with biogenic components ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,B,7,H,1,A,57
346-U1429B-7H-2-A,0,150,49.4,50.9,nannofossil rich,clay [Leg210],with biogenic components [Leg339],nannofossil rich clay  with biogenic components ,,,,structureless,10Y 5/2 (grayish green),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil rich  clay ,clay   with biogenic components ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,B,7,H,2,A,58
346-U1429B-7H-3-A,0,150,50.9,52.4,,tephra [FS84],,tephra ,vitric,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,B,7,H,3,A,59
346-U1429B-7H-4-A,0,150,52.4,53.9,nannofossil rich,clay [Leg210],with biogenic components [Leg339],nannofossil rich clay  with biogenic components ,,,,structureless,10Y 5/2 (grayish green),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil rich  clay ,clay   with biogenic components ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,B,7,H,4,A,60
346-U1429B-7H-5-A,0,150,53.9,55.4,nannofossil rich,clay [Leg210],with biogenic components [Leg339],nannofossil rich clay  with biogenic components ,,,,structureless,10Y 5/2 (grayish green),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil rich  clay ,clay   with biogenic components ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,B,7,H,5,A,61
346-U1429B-7H-6-A,0,150,55.4,56.9,nannofossil rich,clay [Leg210],with biogenic components [Leg339],nannofossil rich clay  with biogenic components ,,,,structureless,10Y 5/2 (grayish green),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil rich  clay ,clay   with biogenic components ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,B,7,H,6,A,62
346-U1429B-7H-7-A,0,68,56.9,57.58,nannofossil rich,clay [Leg210],with biogenic components [Leg339],nannofossil rich clay  with biogenic components ,,,,structureless,10Y 5/2 (grayish green),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil rich  clay ,clay   with biogenic components ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,B,7,H,7,A,63
346-U1429B-7H-CC-A,0,26,57.58,57.84,nannofossil rich,clay [Leg210],with biogenic components [Leg339],nannofossil rich clay  with biogenic components ,,,,structureless,10Y 5/2 (grayish green),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil rich  clay ,clay   with biogenic components ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,B,7,H,CC,A,64
346-U1429B-8H-1-A,0,150,57.4,58.9,nannofossil rich,clay [Leg210],with biogenic components [Leg339],nannofossil rich clay  with biogenic components ,,,,structureless,10Y 6/1 (greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil rich  clay ,clay   with biogenic components ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,B,8,H,1,A,65
346-U1429B-8H-2-A,0,150,58.9,60.4,nannofossil rich,clay [Leg210],with biogenic components [Leg339],nannofossil rich clay  with biogenic components ,,,,structureless,10Y 6/1 (greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil rich  clay ,clay   with biogenic components ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,B,8,H,2,A,66
346-U1429B-8H-3-A,0,150,60.4,61.9,nannofossil rich,clay [Leg210],with biogenic components [Leg339],nannofossil rich clay  with biogenic components ,,,,structureless,10Y 6/1 (greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil rich  clay ,clay   with biogenic components ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,B,8,H,3,A,67
346-U1429B-8H-4-A,0,150,61.9,63.4,nannofossil rich,clay [Leg210],with biogenic components [Leg339],nannofossil rich clay  with biogenic components ,,,,structureless,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil rich  clay ,clay   with biogenic components ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,B,8,H,4,A,68
346-U1429B-8H-5-A,0,150,63.4,64.9,nannofossil rich,clay [Leg210],with biogenic components [Leg339],nannofossil rich clay  with biogenic components ,,,,structureless,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil rich  clay ,clay   with biogenic components ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,B,8,H,5,A,69
346-U1429B-8H-6-A,0,23,64.9,65.13,nannofossil rich,clay [Leg210],with biogenic components [Leg339],nannofossil rich clay  with biogenic components ,,,,structureless,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil rich  clay ,clay   with biogenic components ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,B,8,H,6,A,70
