Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],TEPHRA type,Sediment structures,MAJ lith color (simple),MAJ Lith. color,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank [read only],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank [read only],MAJ lithology comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN lith color (simple),MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,MIN lithology comment,Lith. abundance sum [%],Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure comment,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
355-U1456D-2R-2-A,94,101,461.24,461.31,,nannofossil rich,clay,,nannofossil rich clay,,,dark greenish gray,GLEY 1 4/5GY (dark greenish gray),100,clay,1,clay,1,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,355,U1456,D,2,R,2,A
355-U1456D-2R-3-A,0,13,461.31,461.44,,nannofossil rich,clay,,nannofossil rich clay,,parallel lamination,dark greenish gray,GLEY 1 4/5GY (dark greenish gray),100,clay,1,silt,2,,,,,,,,,,,,,,,,100,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,2,R,3,A
355-U1456D-2R-3-A,13,33,461.44,461.64,,silty,sand,,silty sand,,burrows,dark greenish gray,GLEY 1 4/5GY (dark greenish gray),60,very fine sand,3,very fine sand,3,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,dark greenish gray,GLEY 1 4/5GY (dark greenish gray),40,clay,1,clay,1,,100,erosive,sharp,horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,D,2,R,3,A
355-U1456D-2R-3-A,33,47,461.64,461.78,,nannofossil rich,clay,,nannofossil rich clay,,normal grading,dark greenish gray,GLEY 1 4/5GY (dark greenish gray),90,clay,1,clay,1,,silty,sand,,silty sand,silty sand,sand,dark greenish gray,GLEY 1 4/5GY (dark greenish gray),10,very fine sand,3,very fine sand,3,,100,gradational,gradational,horizontal,thinly bedded,normally graded,,,,,,,,,,,,355,U1456,D,2,R,3,A
355-U1456D-2R-3-A,47,72,461.78,462.03,,silty,sand,,silty sand,,,dark greenish gray,GLEY 1 4/5GY (dark greenish gray),100,very fine sand,3,very fine sand,3,,,,,,,,,,,,,,,,100,erosive,sharp,horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,D,2,R,3,A
355-U1456D-2R-3-A,72,90,462.03,462.21,,nannofossil rich,clay,,nannofossil rich clay,,,dark greenish gray,GLEY 1 4/5GY (dark greenish gray),100,clay,1,clay,1,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,355,U1456,D,2,R,3,A
355-U1456D-2R-CC-A,0,15,462.21,462.36,,nannofossil rich,clay,,nannofossil rich clay,,normal grading,dark greenish gray,GLEY 1 4/5GY (dark greenish gray),80,clay,1,silt,2,,silty,sand,,silty sand,silty sand,sand,dark greenish gray,GLEY 1 4/5GY (dark greenish gray),20,very fine sand,3,very fine sand,3,,100,,,,,,,,,,,,,,,,,355,U1456,D,2,R,CC,A
355-U1456D-3R-1-A,0,18,468.5,468.68,,nannofossil rich,clay,,clay,,,dark greenish gray,GLEY 1 4/5GY (dark greenish gray),90,clay,1,clay,1,,silty,sand,,silty sand,silty sand,sand,dark greenish gray,GLEY 1 4/5GY (dark greenish gray),10,very fine sand,3,very fine sand,3,,100,gradational,gradational,horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,D,3,R,1,A
355-U1456D-3R-1-A,18,39,468.68,468.89,,silty,sand,,silty sand,,,dark greenish gray,GLEY 1 4/5GY (dark greenish gray),100,medium sand,5,medium sand,5,,,,,,,,,,,,,,,,100,erosive,sharp,horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,D,3,R,1,A
355-U1456D-3R-1-A,39,57,468.89,469.07,,silty,sand,,silty sand,,,dark gray,GLEY 1 4/5GY (dark greenish gray),70,medium sand,5,medium sand,5,,nannofossil rich,clay,,clay,clay,clay,dark greenish gray,GLEY 1 4/5GY (dark greenish gray),30,clay,1,clay,1,,100,planar,sharp,horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,D,3,R,1,A
355-U1456D-3R-1-A,57,91,469.07,469.41,,nannofossil rich,clay,,clay,,,dark greenish gray,GLEY 1 4/5GY (dark greenish gray),90,clay,1,clay,1,,nannofossil rich,silt,,silt,silt,silt,dark greenish gray,GLEY 1 4/5GY (dark greenish gray),10,silt,2,silt,2,,100,,,,,,,,,,,,,,,,,355,U1456,D,3,R,1,A
355-U1456D-3R-2-A,0,70,469.41,470.11,,nannofossil rich,clay,,clay,,,dark greenish gray,GLEY 1 4/5GY (dark greenish gray),95,clay,1,clay,1,,nannofossil rich,silt,,silt,silt,silt,dark greenish gray,GLEY 1 4/5GY (dark greenish gray),5,silt,2,silt,2,,100,,,,,,,,,,,,,,,,,355,U1456,D,3,R,2,A
355-U1456D-3R-CC-A,0,10,470.11,470.21,,nannofossil rich,clay,,clay,,,dark greenish gray,GLEY 1 4/5GY (dark greenish gray),95,clay,1,clay,1,,nannofossil rich,silt,,silt,silt,silt,dark greenish gray,GLEY 1 4/5GY (dark greenish gray),5,silt,2,silt,2,,100,,,,,,,,,,,,,,,,,355,U1456,D,3,R,CC,A
355-U1456D-4R-1-A,0,77,478.2,478.97,,,clay,,clay,,,dark greenish gray,GLEY 1 4/5GY (dark greenish gray),95,clay,1,silt,2,,,silt,,silt,silt,silt,dark greenish gray,GLEY 1 4/5GY (dark greenish gray),5,silt,2,silt,2,,100,,,,,,,,,,,,,,,,,355,U1456,D,4,R,1,A
355-U1456D-4R-2-A,0,18,478.97,479.15,,,clay,,clay,,,dark greenish gray,GLEY 1 4/5GY (dark greenish gray),100,clay,1,clay,1,,,,,,,,,,,,,,,,100,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,4,R,2,A
355-U1456D-4R-2-A,18,38,479.15,479.35,,silty,sand,,silty sand,,,dark greenish gray,GLEY 1 4/5GY (dark greenish gray),100,very fine sand,3,fine sand,4,,,,,,,,,,,,,,,,100,erosive,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,4,R,2,A
355-U1456D-4R-2-A,38,62,479.35,479.59,,,clay,,clay,,normal grading,dark greenish gray,GLEY 1 4/5GY (dark greenish gray),70,clay,1,silt,2,,,silt,,silt,silt,silt,dark greenish gray,GLEY 1 4/5GY (dark greenish gray),30,silt,2,silt,2,,100,gradational,gradational,horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,D,4,R,2,A
355-U1456D-4R-2-A,62,78,479.59,479.75,,silty,sand,,silty sand,,normal grading,dark greenish gray,GLEY 1 4/5GY (dark greenish gray),60,fine sand,4,fine sand,4,,,clay,,clay,clay,clay,dark greenish gray,GLEY 1 4/5GY (dark greenish gray),40,clay,1,silt,2,,100,,,,,,,,,,,,,,,,,355,U1456,D,4,R,2,A
355-U1456D-4R-3-A,0,97,479.75,480.72,,silty,sand,,silty sand,,parallel lamination,dark greenish gray,GLEY 1 4/5GY (dark greenish gray),80,fine sand,4,medium sand,5,,silty,clay,,silty clay,silty clay,clay,dark greenish gray,10YR 4/1 (dark gray),20,clay,1,silt,2,,100,,,,medium bedded,normally graded,,,,,,pyrite,,,,,,355,U1456,D,4,R,3,A
355-U1456D-5R-1-A,0,39,487.9,488.29,,silty,sand,,silty sand,,normal grading,dark greenish gray,GLEY 1 4/5GY (dark greenish gray),100,fine sand,4,fine sand,4,Wood is included as layer at 10 cm.,,,,,,,,,,,,,,,100,planar,sharp,horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,D,5,R,1,A
355-U1456D-5R-1-A,39,65,488.29,488.55,,,clay,,clay,,normal grading,dark greenish gray,GLEY 1 4/5GY (dark greenish gray),70,clay,1,silt,2,thin silt laminae are interbedded,,silt,,silt,silt,silt,dark greenish gray,GLEY 1 4/5GY (dark greenish gray),30,silt,2,very fine sand,3,,100,gradational,gradational,horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,D,5,R,1,A
355-U1456D-5R-1-A,65,84,488.55,488.74,,,sand,,sand,,,dark greenish gray,GLEY 1 4/5GY (dark greenish gray),100,medium sand,5,medium sand,5,,,,,,,,,,,,,,,,100,erosive,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,5,R,1,A
355-U1456D-5R-1-A,84,120,488.74,489.1,,silty,sand,,silty sand,,convolute bedded,dark greenish gray,GLEY 1 4/5GY (dark greenish gray),80,medium sand,5,medium sand,5,,,clay,,clay,clay,clay,dark greenish gray,GLEY 1 4/5GY (dark greenish gray),20,clay,1,silt,2,,100,,,,,,,,,,,,,,,,,355,U1456,D,5,R,1,A
355-U1456D-5R-2-A,0,31,489.1,489.41,,,sand,,sand,,,dark greenish gray,GLEY 1 4/5GY (dark greenish gray),90,medium sand,5,medium sand,5,,,clay,,clay,clay,clay,dark greenish gray,GLEY 1 4/5GY (dark greenish gray),10,clay,1,silt,2,,100,erosive,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,5,R,2,A
355-U1456D-5R-2-A,31,50,489.41,489.6,,,clay,,clay,,normal grading,dark greenish gray,GLEY 1 4/5GY (dark greenish gray),60,clay,1,silt,2,,,silt,,silt,silt,silt,dark greenish gray,GLEY 1 4/5GY (dark greenish gray),40,silt,2,silt,2,,100,gradational,gradational,horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,D,5,R,2,A
355-U1456D-5R-2-A,50,68,489.6,489.78,,silty,sand,,silty sand,,normal grading,dark greenish gray,GLEY 1 4/5GY (dark greenish gray),100,medium sand,5,medium sand,5,,,,,,,,,,,,,,,,100,erosive,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,5,R,2,A
355-U1456D-5R-2-A,68,82,489.78,489.92,,silty,sand,,silty sand,,,dark greenish gray,GLEY 1 4/5GY (dark greenish gray),50,silt,2,very fine sand,3,,,clay,,clay,clay,clay,dark greenish gray,GLEY 1 4/5GY (dark greenish gray),50,clay,1,silt,2,,100,planar,sharp,horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,D,5,R,2,A
355-U1456D-5R-2-A,82,94,489.92,490.04,,clayey,silt,,clayey silt,,parallel lamination,dark greenish gray,GLEY 1 4/5GY (dark greenish gray),100,silt,2,silt,2,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,355,U1456,D,5,R,2,A
355-U1456D-5R-3-A,0,11,490.14,490.25,,silty,sand,,silty sand,,,dark greenish gray,GLEY 1 4/5GY (dark greenish gray),70,fine sand,4,medium sand,5,,,clay,,clay,clay,clay,dark greenish gray,GLEY 1 4/5GY (dark greenish gray),30,clay,1,clay,1,,100,planar,sharp,sub-horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,D,5,R,3,A
355-U1456D-5R-3-A,11,30,490.25,490.44,,silty,sand,,silty sand,,,dark greenish gray,GLEY 1 4/5GY (dark greenish gray),100,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,100,erosive,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,5,R,3,A
355-U1456D-5R-3-A,30,42,490.44,490.56,,silty,sand,,silty sand,,normal grading,dark greenish gray,GLEY 1 4/5GY (dark greenish gray),60,fine sand,4,fine sand,4,,silty,clay,,silty clay,silty clay,clay,dark greenish gray,GLEY 1 4/5GY (dark greenish gray),40,clay,1,silt,2,,100,erosive,sharp,horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,D,5,R,3,A
355-U1456D-5R-3-A,42,51,490.56,490.65,,clayey,silt,,clayey silt,,,dark greenish gray,GLEY 1 4/5GY (dark greenish gray),100,silt,2,silt,2,,,,,,,,,,,,,,,,100,planar,sharp,horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,D,5,R,3,A
355-U1456D-5R-3-A,51,58,490.65,490.72,,silty,sand,,silty sand,,,dark greenish gray,GLEY 1 4/5GY (dark greenish gray),100,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,355,U1456,D,5,R,3,A
355-U1456D-5R-CC-A,0,9,490.72,490.81,,silty,sand,,silty sand,,,dark greenish gray,GLEY 1 4/5GY (dark greenish gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,D,5,R,CC,A
355-U1456D-6R-1-A,0,16,497.6,497.76,,,clay,,clay,,,dark greenish gray,GLEY 1 4/5GY (dark greenish gray),100,clay,1,clay,1,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,355,U1456,D,6,R,1,A
355-U1456D-6R-CC-A,0,5,497.76,497.81,,,clay,,clay,,,dark greenish gray,GLEY 1 4/5GY (dark greenish gray),100,clay,1,clay,1,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,355,U1456,D,6,R,CC,A
355-U1456D-7R-1-A,0,21,507.3,507.51,,,sandstone,,sandstone,,,brown,10YR 4/1 (dark gray),60,fine sand,4,medium sand,5,,,claystone,,claystone,claystone,claystone,brown,10YR 5/1 (gray),40,clay,1,silt,2,,100,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,D,7,R,1,A
355-U1456D-7R-1-A,21,36,507.51,507.66,,,claystone,,claystone,,,brown,10YR 5/1 (gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,scoured,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,7,R,1,A
355-U1456D-7R-1-A,36,66,507.66,507.96,,,sandstone,,sandstone,,,brown,10YR 4/1 (dark gray),90,fine sand,4,medium sand,5,,,claystone,,claystone,claystone,claystone,brown,10YR 5/1 (gray),10,clay,1,silt,2,,100,erosive,sharp,sub-horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,D,7,R,1,A
355-U1456D-7R-1-A,66,84,507.96,508.14,,,claystone,,claystone,,,brown,10YR 5/1 (gray),60,clay,1,silt,2,,,sandstone,,sandstone,sandstone,sandstone,brown,10YR 4/1 (dark gray),40,fine sand,4,medium sand,5,,100,,,,medium bedded,,,,,,,,,,,,,355,U1456,D,7,R,1,A
355-U1456D-7R-2-A,0,39,508.24,508.63,,,claystone,,claystone,,,brown,10YR 5/1 (gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,planar,sharp,horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,D,7,R,2,A
355-U1456D-7R-2-A,39,150,508.63,509.74,,,claystone,with silt,claystone with silt,,burrows,dark grayish green,GLEY 1 3/10Y (very dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,very thickly bedded,,,,,slight,2,,,,,,,355,U1456,D,7,R,2,A
355-U1456D-7R-3-A,0,147,509.74,511.21,,,claystone,with silt,claystone with silt,,burrows,dark grayish green,GLEY 1 3/10Y (very dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,very thickly bedded,,,,,slight,2,,,,,,,355,U1456,D,7,R,3,A
355-U1456D-7R-CC-A,0,18,511.21,511.39,,,claystone,with silt,claystone with silt,,,dark grayish green,GLEY 1 3/10Y (very dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,slight,2,,,,,,,355,U1456,D,7,R,CC,A
355-U1456D-8R-1-A,0,2,517,517.02,,,clay,with silt,clay with silt,,,dark gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,irregular,sharp,sub-horizontal,very thinly bedded,,,,,,,,,,,,,355,U1456,D,8,R,1,A
355-U1456D-8R-1-A,0,33,517,517.33,,,,,,,,light greenish gray,,,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,D,8,R,1,A
355-U1456D-8R-1-A,2,33,517.02,517.33,,,nannofossil chalk,with silt,nannofossil chalk with silt,,burrows,light gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,bioturbated,sub-horizontal,thickly bedded,,,,,moderate,3,pyrite,,,,,,355,U1456,D,8,R,1,A
355-U1456D-8R-1-A,33,49,517.33,517.49,,,nannofossil chalk,,nannofossil chalk,,burrows,light gray,GLEY 1 6/10Y (greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,bioturbated,sharp,horizontal,medium bedded,,,,,slight,2,,,,,,,355,U1456,D,8,R,1,A
355-U1456D-8R-1-A,49,67,517.49,517.67,,,nannofossil chalk,with silt,nannofossil chalk with silt,,Zoophycos,light gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,bioturbated,sub-horizontal,medium bedded,,,,,moderate,3,,,,,,,355,U1456,D,8,R,1,A
355-U1456D-8R-1-A,67,86,517.67,517.86,,,nannofossil chalk,,nannofossil chalk,,Zoophycos,white,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,moderate,3,,,,,,,355,U1456,D,8,R,1,A
355-U1456D-8R-2-A,0,21,517.86,518.07,,,nannofossil chalk,with silt,nannofossil chalk with silt,,Zoophycos,light gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,bioturbated,sub-horizontal,medium bedded,,,,,moderate,3,,,,,,,355,U1456,D,8,R,2,A
355-U1456D-8R-2-A,21,43,518.07,518.29,,,nannofossil chalk,with clay,nannofossil chalk with clay,,burrows,dark gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,bioturbated,bioturbated,sub-horizontal,medium bedded,,,,,slight,2,,,,,,,355,U1456,D,8,R,2,A
355-U1456D-8R-2-A,43,64,518.29,518.5,,,nannofossil chalk,,nannofossil chalk,,burrows,light gray,GLEY 1 6/10Y (greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,bioturbated,bioturbated,sub-horizontal,medium bedded,,,,,slight,2,,,,,,,355,U1456,D,8,R,2,A
355-U1456D-8R-2-A,64,105,518.5,518.91,,,nannofossil chalk,with silt,nannofossil chalk with silt,,Chondrites,light gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,bioturbated,sub-horizontal,thickly bedded,,,,,moderate,3,,,,,,,355,U1456,D,8,R,2,A
355-U1456D-8R-2-A,105,132,518.91,519.18,,,nannofossil chalk,with clay,nannofossil chalk with clay,,burrows,dark gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,bioturbated,bioturbated,sub-horizontal,medium bedded,,,,,slight,2,,,,,,,355,U1456,D,8,R,2,A
355-U1456D-8R-2-A,132,142,519.18,519.28,,,nannofossil chalk,,nannofossil chalk,,burrows,light gray,GLEY 1 6/10Y (greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,bioturbated,bioturbated,sub-horizontal,thinly bedded,,,,,slight,2,,,,,,,355,U1456,D,8,R,2,A
355-U1456D-8R-2-A,142,149,519.28,519.35,,,nannofossil chalk,with silt,nannofossil chalk with silt,,Planolites,light gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,thinly bedded,,,,,slight,2,,,,,,,355,U1456,D,8,R,2,A
355-U1456D-8R-3-A,0,5,519.35,519.4,,,nannofossil chalk,with silt,nannofossil chalk with silt,,burrows,light gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,sharp,horizontal,thinly bedded,,,,,slight,2,,,,,,,355,U1456,D,8,R,3,A
355-U1456D-8R-3-A,5,21,519.4,519.56,,,nannofossil chalk,with clay,nannofossil chalk with clay,,burrows,dark gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,bioturbated,bioturbated,sub-horizontal,medium bedded,,,,,slight,2,,,,,,,355,U1456,D,8,R,3,A
355-U1456D-8R-3-A,21,36,519.56,519.71,,,nannofossil chalk,with silt,nannofossil chalk with silt,,burrows,light gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,bioturbated,sub-horizontal,medium bedded,,,,,moderate,3,,,,,,,355,U1456,D,8,R,3,A
355-U1456D-8R-3-A,36,82,519.71,520.17,,,nannofossil chalk,with clay,nannofossil chalk with clay,,burrows,light gray,GLEY 1 5/10Y (greenish gray),60,clay,1,clay,1,,,nannofossil chalk,with silt,nannofossil chalk,nannofossil chalk with silt,nannofossil chalk with silt,dark gray,GLEY 1 4/10Y (dark greenish gray),40,clay,1,silt,2,,100,bioturbated,bioturbated,sub-horizontal,thickly bedded,,,,,slight,2,,,,,,,355,U1456,D,8,R,3,A
355-U1456D-8R-3-A,82,106,520.17,520.41,,,nannofossil chalk,with silt,nannofossil chalk with silt,,Planolites,dark gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,bioturbated,sub-horizontal,medium bedded,,,,,slight,2,pyrite,,,,,,355,U1456,D,8,R,3,A
355-U1456D-8R-3-A,106,141,520.41,520.76,,,nannofossil chalk,with clay,nannofossil chalk with clay,,Zoophycos,light gray,GLEY 1 5/10Y (greenish gray),,,,clay,1,,,,,,,,,,,,,,,,,,,,thickly bedded,,,,,slight,2,,,,,,,355,U1456,D,8,R,3,A
355-U1456D-8R-4-A,0,40,520.76,521.16,,,nannofossil chalk,with silt,nannofossil chalk with silt,,Zoophycos,light gray,GLEY 1 6/10Y (greenish gray),60,clay,1,clay,1,,,nannofossil chalk,with silt,nannofossil chalk,nannofossil chalk with silt,nannofossil chalk with silt,dark gray,GLEY 1 4/10Y (dark greenish gray),40,clay,1,silt,2,,100,bioturbated,bioturbated,sub-horizontal,thickly bedded,,,,,moderate,3,pyrite,,,,,,355,U1456,D,8,R,4,A
355-U1456D-8R-4-A,40,141,521.16,522.17,,,nannofossil chalk,with clay,nannofossil chalk with clay,,burrows,dark gray,GLEY 1 4/10Y (dark greenish gray),80,clay,1,clay,1,,,nannofossil chalk,with silt,nannofossil chalk,nannofossil chalk with silt,nannofossil chalk with silt,dark gray,GLEY 1 4/10Y (dark greenish gray),20,clay,1,silt,2,,100,,,,very thickly bedded,,,,,slight,2,pyrite,,,,,,355,U1456,D,8,R,4,A
355-U1456D-8R-5-A,0,25,522.17,522.42,,,nannofossil chalk,,nannofossil chalk,,Zoophycos,light gray,GLEY 1 6/10Y (greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,bioturbated,bioturbated,sub-horizontal,medium bedded,,,,,slight,2,,,,,,,355,U1456,D,8,R,5,A
