Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. color,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. abundance [%],MIN Lith. color,MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,"Layer, boundary, lamination, grading",Layer or bedding thickness,Clasts abundance,Diagenetic constituent,Diagenetic structure,Bioturbation intensity,Bioturbation intensity rank,Macrofossil abundance name,Deformational structures,General interval comment,MAJ Lith. Prefix abundance Plot [%],MAJ Lith. Principal name abundance Plot [%],File Data,row_index
339-U1389C-2H-1-A,339,U1389,C,2,2-1,H,1,A,0,150,9.5,11,calcareous ,silty mud ,,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,2.5Y 4/1 (dark gray),silt ,2,medium sand ,5,,,,,,,,,,,,,100,,,,,,,sparse_339 ,2,few ,,"Shell fragments, whole Scaphopoda and forams present",100,100,,21
339-U1389C-2H-2-A,339,U1389,C,2,2-2,H,2,A,0,150,11,12.5,calcareous ,silty mud ,,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,2.5Y 4/1 (dark gray),silt ,2,medium sand ,5,,,,,,,,,,,,,100,,,,,,,sparse_339 ,2,few ,,"Shell fragments, whole Scaphopoda and forams present. gastropod at 60 cm",100,100,,22
339-U1389C-2H-3-A,339,U1389,C,2,2-3,H,3,A,0,107,12.5,13.57,calcareous ,silty mud ,,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,2.5Y 4/1 (dark gray),silt ,2,medium sand ,5,,,,,,,,,,,,,100,irregular contact,,,,,,sparse_339 ,2,few ,,"Shell fragments, whole Scaphopoda and forams present. ",100,100,,23
339-U1389C-2H-3-A,339,U1389,C,2,2-3,H,3,A,107,150,13.57,14,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,,,Forams present,100,100,,24
339-U1389C-2H-4-A,339,U1389,C,2,2-4,H,4,A,0,42,14,14.42,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,irregular contact,,,,,,slight_339 ,3,,,Forams present,100,100,,25
339-U1389C-2H-4-A,339,U1389,C,2,2-4,H,4,A,42,52,14.42,14.52,calcareous ,sandy silt ,,calcareous   sandy silt ,calcareous  sandy silt ,sandy silt ,100,10Y 4/1 (dark greenish gray),silt ,2,fine sand ,4,,,,,,,,,,,,,100,irregular contact,,,,,,slight_339 ,3,,,,100,100,,26
339-U1389C-2H-4-A,339,U1389,C,2,2-4,H,4,A,52,150,14.52,15.5,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,few ,,Mottled with 2.5Y 4/1. Shell fragments and forams present. ,100,100,,27
339-U1389C-2H-5-A,339,U1389,C,2,2-5,H,5,A,0,15,15.5,15.65,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 ,3,few ,,Mottled with 2.5Y 4/1. Shell fragments and forams present. ,100,100,,28
339-U1389C-2H-5-A,339,U1389,C,2,2-5,H,5,A,15,33,15.65,15.83,calcareous ,silty mud ,,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,2.5Y 4/1 (dark gray),silt ,2,medium sand ,5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 ,3,,,Forams present,100,100,,29
339-U1389C-2H-5-A,339,U1389,C,2,2-5,H,5,A,33,62,15.83,16.12,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 4/1 (dark gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 ,3,,,Forams present,100,100,,30
339-U1389C-2H-5-A,339,U1389,C,2,2-5,H,5,A,62,83,16.12,16.33,calcareous ,silty mud ,,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,2.5Y 4/1 (dark gray),silt ,2,medium sand ,5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 ,3,,,Forams present,100,100,,31
339-U1389C-2H-5-A,339,U1389,C,2,2-5,H,5,A,83,104,16.33,16.54,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 4/1 (dark gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 ,3,,,Forams present,100,100,,32
339-U1389C-2H-5-A,339,U1389,C,2,2-5,H,5,A,104,135,16.54,16.85,calcareous ,silty mud ,,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,2.5Y 4/1 (dark gray),silt ,2,medium sand ,5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 ,3,,,Forams present,100,100,,33
339-U1389C-2H-5-A,339,U1389,C,2,2-5,H,5,A,135,150,16.85,17,calcareous ,sandy silt ,,calcareous   sandy silt ,calcareous  sandy silt ,sandy silt ,100,2.5Y 4/1 (dark gray),very fine sand ,3,medium sand ,5,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,,,Forams present,100,100,,34
339-U1389C-2H-6-A,339,U1389,C,2,2-6,H,6,A,0,45,17,17.45,calcareous ,sandy silt ,,calcareous   sandy silt ,calcareous  sandy silt ,sandy silt ,100,2.5Y 4/1 (dark gray),very fine sand ,3,medium sand ,5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 ,3,,,Forams present,100,100,,35
339-U1389C-2H-6-A,339,U1389,C,2,2-6,H,6,A,45,71,17.45,17.71,calcareous ,silty mud ,,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,2.5Y 4/1 (dark gray),silt ,2,medium sand ,5,,,,,,,,,,,,,100,irregular contact,,,,,,slight_339 ,3,rare ,,Shell fragments and forams present. ,100,100,,36
339-U1389C-2H-6-A,339,U1389,C,2,2-6,H,6,A,71,93,17.71,17.93,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 5/1 (greenish gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 ,3,rare ,,Shell fragments and forams present. ,100,100,,37
339-U1389C-2H-6-A,339,U1389,C,2,2-6,H,6,A,93,143,17.93,18.43,calcareous ,silty mud ,,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,2.5Y 4/1 (dark gray),silt ,2,medium sand ,5,,,,,,,,,,,,,100,irregular contact,,,,,,slight_339 ,3,rare ,,Shell fragments and forams present. ,100,100,,38
339-U1389C-2H-6-A,339,U1389,C,2,2-6,H,6,A,143,150,18.43,18.5,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,,,Forams present,100,100,,39
339-U1389C-2H-7-A,339,U1389,C,2,2-7,H,7,A,0,29,18.5,18.79,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 ,3,,,Forams present,100,100,,40
339-U1389C-2H-7-A,339,U1389,C,2,2-7,H,7,A,29,55,18.79,19.05,calcareous ,silty mud ,,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,2.5Y 4/1 (dark gray),silt ,2,medium sand ,5,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,rare ,,Shell fragments and forams present. ,100,100,,41
339-U1389C-2H-CC-A,339,U1389,C,2,2-CC,H,CC,A,0,21,19.05,19.26,calcareous ,silty mud ,,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,2.5Y 4/1 (dark gray),silt ,2,medium sand ,5,,,,,,,,,,,,,100,irregular contact,,,,,,slight_339 ,3,rare ,,Shell fragments and forams present. ,100,100,,42
339-U1389C-2H-CC-A,339,U1389,C,2,2-CC,H,CC,A,21,49,19.26,19.54,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 4/1 (dark gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,rare ,,Shell fragments and forams present. ,100,100,,43
339-U1389C-3H-1-A,339,U1389,C,3,3-1,H,1,A,0,28,19,19.28,,silty mud ,with biogenic carbonate ,silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,2.5Y 4/1 (dark gray),silt ,2,medium sand ,5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 ,3,few ,,"Shell fragments, including broken Scaphopoda present. ",100,100,,44
339-U1389C-3H-1-A,339,U1389,C,3,3-1,H,1,A,28,59,19.28,19.59,,silty sand ,with biogenic carbonate ,silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100,2.5Y 4/1 (dark gray),very fine sand ,3,medium sand ,5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 ,3,few ,,"Shell fragments, including broken Scaphopoda present. ",100,100,,45
339-U1389C-3H-1-A,339,U1389,C,3,3-1,H,1,A,59,70,19.59,19.7,,silty mud ,with biogenic carbonate ,silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,2.5Y 4/1 (dark gray),silt ,2,medium sand ,5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 ,3,few ,,Shell fragments and forams present,100,100,,46
339-U1389C-3H-1-A,339,U1389,C,3,3-1,H,1,A,70,115,19.7,20.15,,mud ,with biogenic carbonate ,mud ,mud  with biogenic carbonate ,mud   with biogenic carbonate ,100,2.5Y 4/1 (dark gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 ,3,rare ,,Shell fragments and forams present,100,100,,47
339-U1389C-3H-1-A,339,U1389,C,3,3-1,H,1,A,115,145,20.15,20.45,,silty sand ,with biogenic carbonate ,silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100,5Y 4/1 (dark gray),very fine sand ,3,medium sand ,5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 ,3,rare ,,Shell fragments and forams present,100,100,,48
339-U1389C-3H-1-A,339,U1389,C,3,3-1,H,1,A,145,150,20.45,20.5,,silty mud ,with biogenic carbonate ,silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,5Y 4/1 (dark gray),silt ,2,medium sand ,5,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,,,Forams present,100,100,,49
339-U1389C-3H-2-A,339,U1389,C,3,3-2,H,2,A,0,9,20.5,20.59,,silty mud ,with biogenic carbonate ,silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,5Y 4/1 (dark gray),silt ,2,medium sand ,5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 ,3,,,Forams present,100,100,,50
339-U1389C-3H-2-A,339,U1389,C,3,3-2,H,2,A,9,45,20.59,20.95,,mud [Leg339],with biogenic carbonate [Leg339],mud ,mud  with biogenic carbonate ,mud   with biogenic carbonate ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,rare [A48],,"Shell fragments, forams and pyrite filled burrows present",100,100,,51
339-U1389C-3H-2-A,339,U1389,C,3,3-2,H,2,A,45,121,20.95,21.71,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,2.5Y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, including broken Scaphopoda present. ",100,100,,52
339-U1389C-3H-2-A,339,U1389,C,3,3-2,H,2,A,121,150,21.71,22,,mud [Leg339],with biogenic carbonate [Leg339],mud ,mud  with biogenic carbonate ,mud   with biogenic carbonate ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, forams and pyrite filled burrows present",100,100,,53
339-U1389C-3H-3-A,339,U1389,C,3,3-3,H,3,A,0,52,22,22.52,,mud [Leg339],with biogenic carbonate [Leg339],mud ,mud  with biogenic carbonate ,mud   with biogenic carbonate ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, forams and pyrite filled burrows present",100,100,,54
339-U1389C-3H-3-A,339,U1389,C,3,3-3,H,3,A,0,150,22,23.5,,mud [Leg339],with biogenic carbonate [Leg339],mud ,mud  with biogenic carbonate ,mud   with biogenic carbonate ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,Shell fragments and forams present,100,100,,55
339-U1389C-3H-3-A,339,U1389,C,3,3-3,H,3,A,52,131,22.52,23.31,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,2.5Y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,rare [A48],,Shell fragments and forams present,100,100,,56
339-U1389C-3H-4-A,339,U1389,C,3,3-4,H,4,A,0,137,23.5,24.87,,mud [Leg339],with biogenic carbonate [Leg339],mud ,mud  with biogenic carbonate ,mud   with biogenic carbonate ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, forams and pyrite filled burrows present",100,100,,57
339-U1389C-3H-4-A,339,U1389,C,3,3-4,H,4,A,137,150,24.87,25,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,5Y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Forams present,100,100,,58
339-U1389C-3H-5-A,339,U1389,C,3,3-5,H,5,A,0,49,25,25.49,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,5Y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,Forams present,100,100,,59
339-U1389C-3H-5-A,339,U1389,C,3,3-5,H,5,A,0,151,25,26.51,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,2.5Y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, including broken Scaphopoda present. ",100,100,,60
339-U1389C-3H-5-A,339,U1389,C,3,3-5,H,5,A,49,140,25.49,26.4,,mud [Leg339],with biogenic carbonate [Leg339],mud ,mud  with biogenic carbonate ,mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, including broken Scaphopoda present. ",100,100,,61
339-U1389C-3H-6-A,339,U1389,C,3,3-6,H,6,A,0,35,26.51,26.86,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,2.5Y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, including broken Scaphopoda present. ",100,100,,62
339-U1389C-3H-6-A,339,U1389,C,3,3-6,H,6,A,35,107,26.86,27.58,,mud [Leg339],with biogenic carbonate [Leg339],mud ,mud  with biogenic carbonate ,mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,Shell fragments and forams present,100,100,,63
339-U1389C-3H-6-A,339,U1389,C,3,3-6,H,6,A,107,151,27.58,28.02,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,2.5Y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,Shell fragments and forams present,100,100,,64
339-U1389C-3H-7-A,339,U1389,C,3,3-7,H,7,A,0,27,28.02,28.29,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,2.5Y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,Shell fragments and forams present,100,100,,65
339-U1389C-3H-7-A,339,U1389,C,3,3-7,H,7,A,27,47,28.29,28.49,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100,2.5Y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,rare [A48],,Shell fragments and forams present,100,100,,66
339-U1389C-3H-7-A,339,U1389,C,3,3-7,H,7,A,47,83,28.49,28.85,,mud [Leg339],with biogenic carbonate [Leg339],mud ,mud  with biogenic carbonate ,mud   with biogenic carbonate ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,"Shell fragments, forams and pyrite filled burrows present",100,100,,67
339-U1389C-3H-CC-A,339,U1389,C,3,3-CC,H,CC,A,0,38,28.85,29.23,,mud [Leg339],with biogenic carbonate [Leg339],mud ,mud  with biogenic carbonate ,mud   with biogenic carbonate ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,"Shell fragments, forams and pyrite filled burrows present",100,100,,68
