Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],Amount of ash in lithology,Amount of ash in lithology rank [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Macrofossil,Diagenetic constituent,Diagenetic constituent composition,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
341-U1417D-44X-1-A,341,U1417,D,44,44-1,X,1,A,69,123,282.79,283.33,calcareous bearing,interbedded mud(stone) and diamict [McKW53],,calcareous bearing interbedded mud(stone) and diamict ,,,,N 4 (dark gray),slight [DB86],1,present [A79],3,,,,,,,,,,clasts of diamicts mostly sand sized; diamict thickness ranges from thinly laminated to thin bedded,,,,,,,,,623
341-U1417D-44X-CC-A,341,U1417,D,44,44-CC,X,CC,A,0,12,283.33,283.45,,interbedded mud(stone) and diamict [McKW53],,interbedded mud(stone) and diamict ,,,,N 4 (dark gray),slight [DB86],1,present [A79],,,,,,,,,,,clasts of diamicts mostly sand sized; diamict thickness very thin bedded,,,,,,,,,624
341-U1417D-44X-CC-A,341,U1417,D,44,44-CC,X,CC,A,12,17,283.45,283.5,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,,,625
341-U1417D-45X-1-A,341,U1417,D,45,45-1,X,1,A,0,131,289.7,291.01,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),moderate [DB86],2,,,,,,,,,,,,colour banded,,,,,,,,,626
341-U1417D-45X-1-A,341,U1417,D,45,45-1,X,1,A,131,141,291.01,291.11,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,,,,627
341-U1417D-45X-2-A,341,U1417,D,45,45-2,X,2,A,0,28,291.11,291.39,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,,,,,,,,,,628
341-U1417D-45X-2-A,341,U1417,D,45,45-2,X,2,A,28,83,291.39,291.94,,interbedded mud(stone) and diamict [McKW53],,interbedded mud(stone) and diamict ,,,parallel lamination,N 4 (dark gray),moderate [DB86],2,present [A79],18,,,,,,,,,,"clasts are sand-size and of variable llithology and degree of rounding; 5 cycles of upward increase of clast abundance with a sharp top; muds parallel and thinly laminated, lamination thins and fades upward",,,,,,,,,629
341-U1417D-45X-CC-A,341,U1417,D,45,45-CC,X,CC,A,0,21,291.94,292.15,,mud [Leg210],,mud ,,,,N 4 (dark gray),moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,630
341-U1417D-45X-CC-A,341,U1417,D,45,45-CC,X,CC,A,0,26,291.94,292.2,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,,,631
341-U1417D-46X-1-A,341,U1417,D,46,46-1,X,1,A,0,27,295.7,295.97,,mud [Leg210],,mud ,,,,N 4 (dark gray),moderate [DB86],2,absent [A79],,,,,,,,,,,,gradational contact,,,,,,,,632
341-U1417D-46X-1-A,341,U1417,D,46,46-1,X,1,A,27,68.5,295.97,296.385,volcaniclastic bearing,mud [Leg210],,volcaniclastic bearing mud ,volcaniclastic-bearing,2,,10GY 4/1 (dark greenish gray),moderate [DB86],2,absent [A79],,,,,,,,,,,,,,,,,,,,633
341-U1417D-46X-1-A,341,U1417,D,46,46-1,X,1,A,68.5,71,296.385,296.41,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,thinly laminated (~1mm),,,,,,,,,634
341-U1417D-46X-1-A,341,U1417,D,46,46-1,X,1,A,71,84,296.41,296.54,volcaniclastic bearing,mud [Leg210],,volcaniclastic bearing mud ,volcaniclastic-bearing,2,,10GY 4/1 (dark greenish gray),moderate [DB86],2,absent [A79],,,,,,,,,,,,,,,,,,,,635
341-U1417D-46X-1-A,341,U1417,D,46,46-1,X,1,A,84,92,296.54,296.62,,diamict [M89m],,diamict ,,,,N 4 (dark gray),slight [DB86],1,present [A79],3,,,,,,,,,,"clasts mostly sand sized, in mud",gradational contact,,,,,,,,636
341-U1417D-46X-1-A,341,U1417,D,46,46-1,X,1,A,92,130,296.62,297,calcareous bearing,mud [Leg210],,calcareous bearing mud ,,,color banding,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,green/black color bands,,,,,,,,,637
341-U1417D-46X-1-A,341,U1417,D,46,46-1,X,1,A,130,145,297,297.15,,,,,,,,,,,,,,,,,,,,,,OJIM,,,,,,,,,638
341-U1417D-46X-1-A,341,U1417,D,46,46-1,X,1,A,145,150,297.15,297.2,calcareous bearing,mud [Leg210],,calcareous bearing mud ,,,color banding,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,green/black color bands,,,,,,,,,639
341-U1417D-46X-2-A,341,U1417,D,46,46-2,X,2,A,0,15,297.2,297.35,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,,,,640
341-U1417D-46X-3-A,341,U1417,D,46,46-3,X,3,A,0,26,297.35,297.61,calcareous bearing,mud [Leg210],,calcareous bearing mud ,,,color banding,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,green/black color bands,gradational contact,,,,,,,,641
341-U1417D-46X-3-A,341,U1417,D,46,46-3,X,3,A,26,48,297.61,297.83,,mud [Leg210],,mud ,,,,10GY 4/1 (dark greenish gray),slight [DB86],1,absent [A79],,,,,,,,,,,,gradational contact,,,,,,,,642
341-U1417D-46X-3-A,341,U1417,D,46,46-3,X,3,A,48,146,297.83,298.81,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,green/black color bands,,,,,,,,,643
341-U1417D-46X-CC-A,341,U1417,D,46,46-CC,X,CC,A,0,27,298.81,299.08,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,green/black color bands,,,,,,,,,644
341-U1417D-46X-CC-A,341,U1417,D,46,46-CC,X,CC,A,27,32,299.08,299.13,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,,,645
341-U1417D-47X-1-A,341,U1417,D,47,47-1,X,1,A,0,69,305.4,306.09,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,N 4 (dark gray),moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,646
341-U1417D-47X-2-A,341,U1417,D,47,47-2,X,2,A,0,91,306.09,307,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,,647
341-U1417D-47X-3-A,341,U1417,D,47,47-3,X,3,A,0,65,307,307.65,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,,648
341-U1417D-47X-CC-A,341,U1417,D,47,47-CC,X,CC,A,0,16,307.65,307.81,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,,649
341-U1417D-47X-CC-A,341,U1417,D,47,47-CC,X,CC,A,16,21,307.81,307.86,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,,,650
341-U1417D-48X-1-A,341,U1417,D,48,48-1,X,1,A,0,23,315.1,315.33,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,gradational contact,,,,,,,,651
341-U1417D-48X-1-A,341,U1417,D,48,48-1,X,1,A,23,54,315.33,315.64,diatom rich,mud [Leg210],,diatom rich mud ,,,,10GY 4/1 (dark greenish gray),slight [DB86],1,absent [A79],,,,,,,,,,,"parallel black thinly laminated, 50-52cm",gradational contact,,,,,,,,652
341-U1417D-48X-1-A,341,U1417,D,48,48-1,X,1,A,54,120,315.64,316.3,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,black/green color bands,,,,,,,,,653
341-U1417D-48X-1-A,341,U1417,D,48,48-1,X,1,A,120,130,316.3,316.4,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,,,,654
341-U1417D-48X-2-A,341,U1417,D,48,48-2,X,2,A,0,9,316.4,316.49,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,,gradational contact,,,,,,,,655
341-U1417D-48X-2-A,341,U1417,D,48,48-2,X,2,A,9,116,316.49,317.56,diatom rich,mud [Leg210],,diatom rich mud ,,,,5GY 4/1 (dark greenish gray),moderate [DB86],2,absent [A79],,,,,,,,,,,,,,,,,,,,656
341-U1417D-48X-CC-A,341,U1417,D,48,48-CC,X,CC,A,0,15,317.56,317.71,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),,,absent [A79],,,,,,,,,,,entire section likely flow-in,,,,,,,,,657
341-U1417D-48X-CC-A,341,U1417,D,48,48-CC,X,CC,A,15,20,317.71,317.76,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,,,658
341-U1417D-49X-1-A,341,U1417,D,49,49-1,X,1,A,0,45,324.8,325.25,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,,659
341-U1417D-49X-1-A,341,U1417,D,49,49-1,X,1,A,45,77,325.25,325.57,,mud [Leg210],,mud ,,,,10G 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,cf. zoophycos burrows,,,,,,,,,660
341-U1417D-49X-1-A,341,U1417,D,49,49-1,X,1,A,77,112,325.57,325.92,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,,,,,,,,,,661
341-U1417D-49X-2-A,341,U1417,D,49,49-2,X,2,A,0,63,325.92,326.55,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,,662
341-U1417D-49X-2-A,341,U1417,D,49,49-2,X,2,A,63,145,326.55,327.37,,mud [Leg210],,mud ,,,,10GY 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,663
341-U1417D-49X-3-A,341,U1417,D,49,49-3,X,3,A,0,70,327.37,328.07,,mud [Leg210],,mud ,,,,10GY 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,664
341-U1417D-49X-3-A,341,U1417,D,49,49-3,X,3,A,70,85,328.07,328.22,,mud [Leg210],,mud ,,,,5GY 6/1 (greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,665
341-U1417D-49X-CC-A,341,U1417,D,49,49-CC,X,CC,A,0,12,328.22,328.34,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,5GY 6/1 (greenish gray),,,,,,,,,,,,,,,,,,,,,,,666
341-U1417D-49X-CC-A,341,U1417,D,49,49-CC,X,CC,A,0,22,328.22,328.44,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,,,667
341-U1417D-49X-CC-A,341,U1417,D,49,49-CC,X,CC,A,12,13.5,328.34,328.355,volcaniclastic rich,mud [Leg210],,volcaniclastic rich mud ,volcaniclastic-rich,3,,7.5YR 2.5/3 (very dark brown),,,,,,,,,,,,,,,,,,,,,,,668
341-U1417D-49X-CC-A,341,U1417,D,49,49-CC,X,CC,A,13.5,19.5,328.355,328.415,,mud [Leg210],,mud ,,,,5GY 6/1 (greenish gray),,,,,,,,,,,,,,,,,,,,,,,669
341-U1417D-50X-1-A,341,U1417,D,50,50-1,X,1,A,0,35.5,334.5,334.855,,mud [Leg210],,mud ,,,,10Y 5/1 (greenish gray),heavy [DB86],3,,,,,,,,,,,,"- slightly cemented with diagentic calcite
- bioturbation filled with brown and light grey components",gradational contact,,,,,,,,670
341-U1417D-50X-1-A,341,U1417,D,50,50-1,X,1,A,35.5,63,334.855,335.13,,mud [Leg210],,mud ,,,,5Y 3/1 (very dark gray),slight [DB86],1,,,,,,,,,,,,- highly cemented with diagenetic calcite,,,,,,,,,671
341-U1417D-50X-1-A,341,U1417,D,50,50-1,X,1,A,63,116,335.13,335.66,,sand [Leg210],with mud [Leg339],sand  with mud ,,,,5Y 3/1 (very dark gray),none [DB86],0,,,,,,,,,,,,"- poorly sorted sand (coarse to fine) with mud
- finer in the uppermost ~7 cm
- e.g. grains of quartz and black grains (hornblende?)",,,,,,,,,672
341-U1417D-50X-1-A,341,U1417,D,50,50-1,X,1,A,116,131,335.66,335.81,,mud [Leg210],,mud ,,,,5Y 3/1 (very dark gray),slight [DB86],1,,,,,,,,,,,,- slightly cemented with diagenitic calcite,,,,,,,,,673
341-U1417D-50X-1-A,341,U1417,D,50,50-1,X,1,A,131,137,335.81,335.87,sandy,clast-rich diamict [M89m],with mud [Leg339],sandy clast-rich diamict  with mud ,,,,5Y 3/1 (very dark gray),none [DB86],0,,,,,,,,,wood,,,"- poorly sorted fine sand with mud (matrix)
- lithic and mud clasts
- lithic clasts: <0.5 cm
- mud clasts: <3 cm
- mud clasts: rip-up clasts?
- lithic grains of e.g. quartz and hornblende?
- plant fragments?
",,,,,,,,,674
341-U1417D-50X-2-A,341,U1417,D,50,50-2,X,2,A,0,30,335.87,336.17,sandy,clast-rich diamict [M89m],with mud [Leg339],sandy clast-rich diamict  with mud ,,,,5Y 3/1 (very dark gray),none [DB86],0,,,,,,,,,wood,,,"- poorly sorted fine sand with mud (matrix)
- lithic and mud clasts
- lithic clasts: <0.5 cm
- mud clasts: <3 cm
- mud clasts: rip-up clasts?
- lithic grains of e.g. quartz and hornblende?
- plant fragments?",,,,,,,,,675
341-U1417D-50X-2-A,341,U1417,D,50,50-2,X,2,A,30,63,336.17,336.5,,mud [Leg210],,mud ,,,,5Y 4/1 (dark gray),slight [DB86],1,,,,,,,,,,,,- slight to moderate bioturbation,gradational contact,,,,,,,,676
341-U1417D-50X-2-A,341,U1417,D,50,50-2,X,2,A,63,99,336.5,336.86,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,"- slight to moderate bioturbation
",gradational contact,,,,,,,,677
341-U1417D-50X-2-A,341,U1417,D,50,50-2,X,2,A,99,103,336.86,336.9,,mud [Leg210],,mud ,,,,5Y 4/1 (dark gray),moderate [DB86],2,,,,,,,,,,,,"- mud with authigenic calcite
- moderate to high bioturbation",gradational contact,,,,,,,,678
341-U1417D-50X-2-A,341,U1417,D,50,50-2,X,2,A,103,109.5,336.9,336.965,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,- slight to moderate bioturbation,gradational contact,,,,,,,,679
341-U1417D-50X-2-A,341,U1417,D,50,50-2,X,2,A,109.5,122.5,336.965,337.095,,mud [Leg210],,mud ,,,,5Y 4/1 (dark gray),heavy [DB86],3,,,,,,,,,,,,"- down-core colour change from 5Y 4/1 to 5Y3/1
- heavy to complete bioturbation
- down-core increase in bioturbation
- up-core bioturbation of underlying deposits

- brown bioturbation in 109.5-122.5 could be burrows filled with diatoms and ash",sharp contact,biotubated,,,,,,,680
341-U1417D-50X-2-A,341,U1417,D,50,50-2,X,2,A,122.5,150,337.095,337.37,biosiliceous bearing,mud [Leg210],,biosiliceous bearing mud ,,,,5Y 4/1 (dark gray),slight [DB86],1,,,,,,,,,,,,"- slight to moderate bioturbation
- intense bioturbation of uppermost ~4 cm -> down-core bioturbation of overlying deposits",,,,,,,,,681
341-U1417D-50X-3-A,341,U1417,D,50,50-3,X,3,A,0,28,337.37,337.65,biosiliceous bearing,mud [Leg210],,biosiliceous bearing mud ,,,,5Y 4/1 (dark gray),slight [DB86],1,,,,,,,,,,,,"- slight to moderate bioturbation
- biosiliceous components include diatoms and sponge spicules",,,,,,,,,682
341-U1417D-50X-3-A,341,U1417,D,50,50-3,X,3,A,28,85,337.65,338.22,biosiliceous bearing,mud [Leg210],,biosiliceous bearing mud ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,"- moderate to high bioturbation
- various degrees of bioturbation
- higher bioturbation e.g. ~28-40, 94-110
- multiple zoophycos-like burrows (sub-horizontal)

- brown bioturbation around 36-40 could be burrows filled with diatoms and ash",,,,,,,,,683
341-U1417D-50X-3-A,341,U1417,D,50,50-3,X,3,A,85,111,338.22,338.48,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,5GY 5/1 (greenish gray),moderate [DB86],2,,,,,,,,,,,,"- moderate to high bioturbation
- various degrees of bioturbation
- higher bioturbation e.g. 104-111
- multiple zoophycos-like burrows (sub-horizontal)

- brown bioturbation around 103-108 could be burrows filled with diatoms and ash",,,,,,,,,684
341-U1417D-50X-4-A,341,U1417,D,50,50-4,X,4,A,0,25,338.48,338.73,biosiliceous bearing,mud [Leg210],,biosiliceous bearing mud ,,,,5GY 5/1 (greenish gray),moderate [DB86],2,,,,,,,,,,,,well indurated mud; small lenses and burrows of silt/fine sand (5Y 6/1) at top of section (1-5 cm),,,,,,,,,685
341-U1417D-50X-4-A,341,U1417,D,50,50-4,X,4,A,25,45,338.73,338.93,biosiliceous bearing,mud [Leg210],,biosiliceous bearing mud ,,,,10YR 5/1 (gray),heavy [DB86],3,,,,,,,,,,,,well indurated mud,,,,,,,,,686
341-U1417D-50X-4-A,341,U1417,D,50,50-4,X,4,A,45,78,338.93,339.26,biosiliceous bearing,mud [Leg210],,biosiliceous bearing mud ,,,,5GY 5/1 (greenish gray),moderate [DB86],2,,,,,,,,,,,,well indurated mud; nice zoopyhcos,,,,,,,,,687
341-U1417D-50X-4-A,341,U1417,D,50,50-4,X,4,A,78,92,339.26,339.4,,,,,,,,,,,,,,,,,,,,,,SAFF sample,,,,,,,,,688
341-U1417D-50X-CC-A,341,U1417,D,50,50-CC,X,CC,A,0,17,339.4,339.57,biosiliceous bearing,mud [Leg210],,biosiliceous bearing mud ,,,,5GY 5/1 (greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,689
341-U1417D-50X-CC-A,341,U1417,D,50,50-CC,X,CC,A,17,22,339.57,339.62,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,,,,690
341-U1417D-51X-1-A,341,U1417,D,51,51-1,X,1,A,0,150,344.2,345.7,biosiliceous rich,mud [Leg210],,biosiliceous rich mud ,,,,5GY 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,"well indurated, dark-green clayey mud; biosiliceous bearing or rich; bioturbation borrows throughout section clearly visible; partly black/dark grey mottled; 96 - 101 cm: dark green interval (10 GY 4/1)",,,,,,,,,691
341-U1417D-51X-2-A,341,U1417,D,51,51-2,X,2,A,0,27,345.7,345.97,biosiliceous bearing,mud [Leg210],,biosiliceous bearing mud ,,,,5GY 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,nice zoophycos on top of this section; few black mottles,,,,,,,,,692
341-U1417D-51X-2-A,341,U1417,D,51,51-2,X,2,A,27,50,345.97,346.2,,ash(tuff) [MMK88m],with diatoms [Leg339],ash(tuff)  with diatoms ,ash,4,,5GY 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,"dispersed lenses of bioturbated glassy ash (90 % ash, 10 % diatoms)",,,,,,,,,693
341-U1417D-51X-2-A,341,U1417,D,51,51-2,X,2,A,50,81,346.2,346.51,biosiliceous bearing,mud [Leg210],,biosiliceous bearing mud ,,,,10GY 5/1 (greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,694
341-U1417D-51X-2-A,341,U1417,D,51,51-2,X,2,A,81,91,346.51,346.61,,,,,,,,,,,,,,,,,,,,,,IW sample,,,,,,,,,695
341-U1417D-51X-3-A,341,U1417,D,51,51-3,X,3,A,0,52,346.61,347.13,diatom rich,mud [Leg210],,diatom rich mud ,,,,10GY 5/1 (greenish gray),heavy [DB86],3,,,,,,,,,,,,calcareous cemented (diagenetic calcite) mud,,,,,,,,,696
341-U1417D-51X-3-A,341,U1417,D,51,51-3,X,3,A,52,96,347.13,347.57,,interbedded sand(stone) and mud(stone) [McKW53],,interbedded sand(stone) and mud(stone) ,,,,5GY 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,wood,,,interbedded poorly sorted sand and mud; sand beds are thin; sharp upper and lower boundaries; (wooden?) plant debris,sharp contact,erosive,,,,,,,697
341-U1417D-51X-3-A,341,U1417,D,51,51-3,X,3,A,96,107,347.57,347.68,diatom rich,mud [Leg210],,diatom rich mud ,,,,5GY 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,black mottles,,,,,,,,,698
341-U1417D-51X-3-A,341,U1417,D,51,51-3,X,3,A,107,124,347.68,347.85,,,,,,,,,,,,,,,,,,,,,,OJIM sample,,,,,,,,,699
341-U1417D-51X-4-A,341,U1417,D,51,51-4,X,4,A,0,15,347.85,348,biosiliceous bearing,mud [Leg210],,biosiliceous bearing mud ,,,,5GY 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,black mottles,,,,,,,,,700
341-U1417D-51X-4-A,341,U1417,D,51,51-4,X,4,A,15,70,348,348.55,biosiliceous bearing,mud [Leg210],,biosiliceous bearing mud ,,,,5GY 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,701
341-U1417D-51X-4-A,341,U1417,D,51,51-4,X,4,A,70,75,348.55,348.6,biosiliceous bearing,mud [Leg210],,biosiliceous bearing mud ,,,,5GY 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,slightly coarser interval,,,,,,,,,702
341-U1417D-51X-4-A,341,U1417,D,51,51-4,X,4,A,75,82,348.6,348.67,biosiliceous bearing,mud [Leg210],,biosiliceous bearing mud ,,,,5GY 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,703
341-U1417D-51X-4-A,341,U1417,D,51,51-4,X,4,A,82,112,348.67,348.97,,sand [Leg210],,sand ,,,,5GY 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,wood,,,"sand bed (thick): poorly sorted; contains mud clasts, plant debris, diatoms; sharp upper boundary; lower boundary ""lost"" in distrurbance",,,,,,,,,704
341-U1417D-51X-4-A,341,U1417,D,51,51-4,X,4,A,112,132,348.97,349.17,biosiliceous bearing,mud [Leg210],,biosiliceous bearing mud ,,,,5GY 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,705
341-U1417D-51X-CC-A,341,U1417,D,51,51-CC,X,CC,A,0,25,349.17,349.42,biosiliceous bearing,mud [Leg210],,biosiliceous bearing mud ,,,,5GY 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,706
341-U1417D-51X-CC-A,341,U1417,D,51,51-CC,X,CC,A,25,41,349.42,349.58,biosiliceous bearing,mud [Leg210],,biosiliceous bearing mud ,,,,5GY 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,very nice zoophycos (worm burrows) @ 26 - 41 cm,,,,,,,,,707
341-U1417D-51X-CC-A,341,U1417,D,51,51-CC,X,CC,A,41,49,349.58,349.66,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,,,,708
341-U1417D-52X-1-A,341,U1417,D,52,52-1,X,1,A,0,33.5,353.9,354.235,,diatom ooze [Leg339],,diatom ooze ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,"- significantly enhanced bioturbation between 30-33.5
- zoophycos-like and other bioturbation",gradational contact,biotubated,,,,,,,709
341-U1417D-52X-1-A,341,U1417,D,52,52-1,X,1,A,33.5,52.5,354.235,354.425,,sand [Leg210],with mud [Leg339],sand  with mud ,,,,5Y 3/1 (very dark gray),slight [DB86],1,,,,,,,,,wood,,,"- fine sand with mud
- relatively much glimmer
- plant fragments?
- several zoophycos-like bioturbation",sharp contact,,,,,,,,710
341-U1417D-52X-1-A,341,U1417,D,52,52-1,X,1,A,52.5,102,354.425,354.92,,diatom ooze [Leg339],,diatom ooze ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,"- decreasing bioturbation down-core
- increasing numbers of quartz and hornblende(?) fragments down-core; decrease again below 91 cm",sharp contact,,,,,,,,711
341-U1417D-52X-1-A,341,U1417,D,52,52-1,X,1,A,102,147,354.92,355.37,,diatom ooze [Leg339],with mud [Leg339],diatom ooze  with mud ,,,color banding,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,"- colourbanded diatom ooze with mud
- two colours!
- 10Y 4/1: diatom ooze
- 2.5Y 3/1: diatom-rich mud
- maximum thickness of bands: ~15 cm
- typical thickness of bands: ~3-10 cm
- multiple zoophycos-like and other bioturbation
- variations in bioturbation intensity
- moderate to high bioturbation",,,,,,,,,712
341-U1417D-52X-2-A,341,U1417,D,52,52-2,X,2,A,0,2,355.37,355.39,,,,,,,,,,,,,,,,,,,,,,- void,,,,,,,,,713
341-U1417D-52X-2-A,341,U1417,D,52,52-2,X,2,A,2,123,355.39,356.6,,diatom ooze [Leg339],with mud [Leg339],diatom ooze  with mud ,,,color banding,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,wood,,,"- colourbanded diatom ooze with mud
- two colours!
- 10Y 4/1: diatom ooze
- 2.5Y 3/1: diatom-rich mud
- maximum thickness of bands: ~40 cm
- multiple zoophycos-like and other bioturbation
- variations in bioturbation intensity
- moderate to high bioturbation

- dispersed plant fragments, e.g. 84-89",,,,,,,,,714
341-U1417D-52X-3-A,341,U1417,D,52,52-3,X,3,A,0,2.5,356.6,356.625,,,,,,,,,,,,,,,,,,,,,,- void,,,,,,,,,715
341-U1417D-52X-3-A,341,U1417,D,52,52-3,X,3,A,2.5,40,356.625,357,sandy,clast-rich diamict [M89m],with mud [Leg339],sandy clast-rich diamict  with mud ,,,,5Y 3/1 (very dark gray),slight [DB86],1,,,,,,,,,wood,,,"- fine sand with mud
- mud clasts -> rip-up?
- some zoophycos-like bioturbation (down to ~20 cm)
- quartz, hornblende(?), mica
- plant fragments?",,,,,,,,,716
341-U1417D-52X-3-A,341,U1417,D,52,52-3,X,3,A,40,116,357,357.76,,diatom ooze [Leg339],with mud [Leg339],diatom ooze  with mud ,,,color banding,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,"- colourbanded diatom ooze with mud
- greenish grey (10Y 4/1) diatom ooze with interbedding of thin and medium beds of diatom-rich mud (2.5Y 4/1)
- sub-mm lamination at ~74-75
- 69-73: bioturbated ash?",,,,,,,,,717
341-U1417D-52X-CC-A,341,U1417,D,52,52-CC,X,CC,A,0,10,357.76,357.86,,diatom ooze [Leg339],with mud [Leg339],diatom ooze  with mud ,,,color banding,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,"- colourbanded diatom ooze with mud
- greenish grey (10Y 4/1) diatom ooze with interbedding of thin and medium beds of diatom-rich mud (2.5Y 4/1)",,,,,,,,,718
341-U1417D-52X-CC-A,341,U1417,D,52,52-CC,X,CC,A,10,15,357.86,357.91,,,,,,,,,,,,,,,,,,,,,,SAMPLE (PAL),,,,,,,,,719
341-U1417D-53X-1-A,341,U1417,D,53,53-1,X,1,A,0,35,363.6,363.95,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,wood,,,chunk of plant debris within sandy matrix @ 11 to 16 cm,,,,,,,,,720
