Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,LITH 1 prefix+name [read only],LITH 1 prefix+name+suffix [read only],LITH 1 abundance [%],LITH 1 color,LITH 1 lithification,LITH 1 ave. grain size class,LITH 1 ave. grain size rank [read only],LITH 1 max. grain size class,LITH 1 max. grain size rank [read only],LITH 1 grain sorting,LITH 1 Ash abundance name,LITH 1 Ash abundance rank (read only),LITH 1 comment,Bottom contact geometry,Bottom contact attitude,LITH 1 Layer or bedding thickness,LITH 1 Sedimentary structure,LITH 1 Bioturbation intensity,LITH 1 Bioturbation intensity rank [read only],LITH 1 Deformational structure,LITH 1 Deformational structure attitude,LITH 1 Diagenetic structure,LITH 1 Diagenetic constituent,LITH 1 Diagenetic constituent composition,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,LITH 2 prefix+name [read only],LITH 2 prefix+name+suffix [read only],LITH 2 abundance [%],LITH 2 color,LITH 2 lithification,LITH 2 ave. grain size class,LITH 2 ave. grain size rank [read only],LITH 2 max. grain size class,LITH 2 max. grain size rank [read only],LITH 2 grain sorting,LITH 2 Ash abundance name,LITH 2 Ash abundance rank (read only),General interval comment,LITH 1 Macrofossil,LITH 1 Macrofossil abundance name,LITH 2 Macrofossil,LITH 1 Clast abundance,LITH 1 Number of clasts (>2mm),LITH 1 Clast 1 igneous [%],LITH 1 Clast 1 igneous -  grain size,LITH 1 Clast 1 igneous -  roundness,LITH 1 Clast 1 igneous -  lithology,LITH 1 Clast 2 sediment [%],LITH 1 Clast 2 sediment - grain size,LITH 1 Clast 2 sediment - roundness,LITH 1 Clast 3 -other LITH [%],LITH 1 Clast 3 metamorphic - grain size,LITH 1 Clast 3 metamorphic - roundness,Total clasts calculated LITH 1 [%],LITH 1 Matrix 1 igneous - pumiceous [%],LITH 1 Matrix 2 igneous - scoriaceous [%],LITH 1 Matrix 5 volcaniclastic [%],LITH 1 Matrix 6 sediment [%],LITH 1 Matrix 7 -other LITH [%],LITH 1 Matrix biogenic carbonate [%],LITH 1 Matrix detritical carbonate [%],LITH 1 Matrix carbonate [%],Total matrix calculated LITH 1 [%],LITH 1 Matrix sorting,LITH 1 Matrix alteration intensity,LITH 1 Matrix alteration rank,LITH 1 Matrix comments,Clast comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,row_index
367-U1499B-2R-1-A,141,148,656.41,656.48,,silty claystone [S54],,silty claystone,silty claystone,,GLEY 1 5/10Y (greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,erosive,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,B,2,R,1,A,17
367-U1499B-2R-2-A,0,19,656.48,656.67,,claystone [Leg339],,claystone,claystone,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,B,2,R,2,A,18
367-U1499B-2R-2-A,19,23,656.67,656.71,,silty claystone [S54],,silty claystone,silty claystone,,GLEY 1 5/10Y (greenish gray),lithified [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,B,2,R,2,A,19
367-U1499B-2R-2-A,23,26,656.71,656.74,,claystone [Leg339],,claystone,claystone,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,B,2,R,2,A,20
367-U1499B-2R-2-A,26,56,656.74,657.04,,silty claystone [S54],,silty claystone,silty claystone,,GLEY 1 5/10Y (greenish gray),lithified [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,B,2,R,2,A,21
367-U1499B-2R-2-A,56,60,657.04,657.08,,siltstone [Leg339],,siltstone,siltstone,,GLEY 1 5/5GY (greenish gray),lithified [B84],silt [W22_1],2,very fine sand [W22_2],3,well [2014],,,,erosive,sub-horizontal,thin bed [B01],lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,B,2,R,2,A,22
367-U1499B-2R-2-A,60,65,657.08,657.13,,silty claystone [S54],,silty claystone,silty claystone,,GLEY 1 5/10Y (greenish gray),lithified [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,B,2,R,2,A,23
367-U1499B-2R-2-A,65,70,657.13,657.18,,claystone [Leg339],,claystone,claystone,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,B,2,R,2,A,24
367-U1499B-2R-2-A,70,81,657.18,657.29,,silty claystone [S54],,silty claystone,silty claystone,,GLEY 1 5/10Y (greenish gray),lithified [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,B,2,R,2,A,25
367-U1499B-2R-2-A,81,97,657.29,657.45,,claystone [Leg339],,claystone,claystone,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,B,2,R,2,A,26
367-U1499B-2R-2-A,97,100,657.45,657.48,,silty claystone [S54],,silty claystone,silty claystone,,GLEY 1 5/10Y (greenish gray),lithified [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,B,2,R,2,A,27
367-U1499B-2R-2-A,100,116,657.48,657.64,,claystone [Leg339],,claystone,claystone,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,planar,horizontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,B,2,R,2,A,28
367-U1499B-2R-2-A,116,117,657.64,657.65,,siltstone [Leg339],,siltstone,siltstone,,GLEY 1 5/10Y (greenish gray),lithified [B84],silt [W22_1],2,very fine sand [W22_2],3,well [2014],,,,planar,horizontal,very thin bed [B01],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,B,2,R,2,A,29
367-U1499B-2R-2-A,117,123,657.65,657.71,,silty claystone [S54],,silty claystone,silty claystone,,GLEY 1 5/10Y (greenish gray),lithified [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,B,2,R,2,A,30
367-U1499B-2R-3-A,0,13,657.71,657.84,,claystone [Leg339],,claystone,claystone,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,B,2,R,3,A,31
367-U1499B-2R-3-A,13,16,657.84,657.87,,silty claystone [S54],,silty claystone,silty claystone,,GLEY 1 5/10Y (greenish gray),lithified [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,B,2,R,3,A,32
367-U1499B-2R-3-A,16,31,657.87,658.02,,claystone [Leg339],,claystone,claystone,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,B,2,R,3,A,33
367-U1499B-2R-3-A,31,34,658.02,658.05,,silty claystone [S54],,silty claystone,silty claystone,,GLEY 1 5/10Y (greenish gray),lithified [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,B,2,R,3,A,34
367-U1499B-2R-3-A,34,53,658.05,658.24,,claystone [Leg339],,claystone,claystone,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,planar,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,B,2,R,3,A,35
367-U1499B-2R-3-A,53,56,658.24,658.27,,silty claystone [S54],,silty claystone,silty claystone,,GLEY 1 5/10Y (greenish gray),lithified [B84],clay [W22_1],1,fine sand [W22_2],4,well [2014],,,,planar,horizontal,thin bed [B01],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,B,2,R,3,A,36
367-U1499B-2R-3-A,56,73,658.27,658.44,,claystone [Leg339],,claystone,claystone,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,B,2,R,3,A,37
367-U1499B-2R-3-A,73,78,658.44,658.49,,silty claystone [S54],,silty claystone,silty claystone,,GLEY 1 5/10Y (greenish gray),lithified [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,erosive,sub-horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,B,2,R,3,A,38
367-U1499B-2R-3-A,78,90,658.49,658.61,,claystone [Leg339],,claystone,claystone,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,B,2,R,3,A,39
367-U1499B-2R-3-A,90,99,658.61,658.7,,silty claystone [S54],,silty claystone,silty claystone,,GLEY 1 5/10Y (greenish gray),lithified [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,erosive,sub-horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,B,2,R,3,A,40
367-U1499B-2R-3-A,99,102,658.7,658.73,,claystone [Leg339],,claystone,claystone,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,B,2,R,3,A,41
367-U1499B-2R-3-A,102,105,658.73,658.76,,silty claystone [S54],,silty claystone,silty claystone,,GLEY 1 5/10Y (greenish gray),lithified [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,erosive,sub-horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,B,2,R,3,A,42
367-U1499B-2R-3-A,105,120,658.76,658.91,,claystone [Leg339],,claystone,claystone,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,B,2,R,3,A,43
367-U1499B-2R-3-A,120,125,658.91,658.96,,silty claystone [S54],,silty claystone,silty claystone,,GLEY 1 5/10Y (greenish gray),lithified [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,B,2,R,3,A,44
367-U1499B-2R-4-A,0,6,658.96,659.02,,silty claystone [S54],,silty claystone,silty claystone,,GLEY 1 5/10Y (greenish gray),lithified [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,B,2,R,4,A,45
367-U1499B-2R-4-A,6,12,659.02,659.08,,claystone [Leg339],,claystone,claystone,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,B,2,R,4,A,46
367-U1499B-2R-4-A,12,15,659.08,659.11,,silty claystone [S54],,silty claystone,silty claystone,,GLEY 1 5/10Y (greenish gray),lithified [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,erosive,sub-horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,B,2,R,4,A,47
367-U1499B-2R-4-A,15,18,659.11,659.14,,silty claystone [S54],,silty claystone,silty claystone,,GLEY 1 5/10Y (greenish gray),lithified [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,B,2,R,4,A,48
367-U1499B-2R-4-A,18,27,659.14,659.23,,claystone [Leg339],,claystone,claystone,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,B,2,R,4,A,49
367-U1499B-2R-4-A,27,32,659.23,659.28,,siltstone [Leg339],,siltstone,siltstone,,GLEY 1 5/5GY (greenish gray),lithified [B84],silt [W22_1],2,fine sand [W22_2],4,well [2014],,,,planar,horizontal,,lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,B,2,R,4,A,50
367-U1499B-2R-4-A,32,37,659.28,659.33,,claystone [Leg339],,claystone,claystone,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],clay [W22_1],1,fine sand [W22_2],4,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,B,2,R,4,A,51
367-U1499B-2R-4-A,37,39,659.33,659.35,,siltstone [Leg339],,siltstone,siltstone,,GLEY 1 5/5GY (greenish gray),lithified [B84],silt [W22_1],2,silt [W22_1],2,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,B,2,R,4,A,52
367-U1499B-2R-4-A,39,45,659.35,659.41,,silty claystone [S54],,silty claystone,silty claystone,,GLEY 1 5/10Y (greenish gray),lithified [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,B,2,R,4,A,53
367-U1499B-2R-4-A,45,51,659.41,659.47,,claystone [Leg339],,claystone,claystone,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,B,2,R,4,A,54
367-U1499B-2R-4-A,51,59,659.47,659.55,,silty claystone [S54],,silty claystone,silty claystone,,GLEY 1 5/10Y (greenish gray),lithified [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,B,2,R,4,A,55
367-U1499B-2R-4-A,59,63,659.55,659.59,,siltstone [Leg339],,siltstone,siltstone,,GLEY 1 5/10Y (greenish gray),lithified [B84],silt [W22_1],2,fine sand [W22_2],4,well [2014],,,,planar,horizontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,B,2,R,4,A,56
367-U1499B-2R-4-A,63,70,659.59,659.66,,claystone [Leg339],,claystone,claystone,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,B,2,R,4,A,57
367-U1499B-2R-CC-A,0,3,659.66,659.69,,silty claystone [S54],,silty claystone,silty claystone,,GLEY 1 5/10Y (greenish gray),lithified [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,B,2,R,CC,A,58
367-U1499B-2R-CC-A,3,5,659.69,659.71,,claystone [Leg339],,claystone,claystone,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,erosive,inclined,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,B,2,R,CC,A,59
