Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix,MAJ Lith. color,"Layer, boundary, lamination, grading",Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,Deformational structures,General interval comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Layer or bedding thickness,Clasts abundance,Clast 1 igneous [%],Clast 1 igneous -  grain size,Clast 2 sediment [%],Clast 2 sediment grain size,Clast 3 -other lithology [%],Clast 3 -other lithology grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,File Data,
342-U1403A-19X-2-A,342,U1403,A,19,19-2,X,2,A,0.0,23.0,157.5,157.73,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,7.5YR 5/4 (brown),,,,moderate [DB91],4,,Same as section 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1403A-19X-2-A,342,U1403,A,19,19-2,X,2,A,23.0,150.0,157.73,159.0,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,7.5YR 6/4 (light brown),,,,moderate [DB91],4,,"The Munsell color entered in the database is the dominant color, but alternates with a secondary color (7.5YR 7/3). More regular alternations of these both colors than in previous sections.
Nannofossil ooze with clay, and abundant burrows.",,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1403A-19X-3-A,342,U1403,A,19,19-3,X,3,A,0.0,150.0,159.0,160.5,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,7.5YR 6/4 (light brown),,,,moderate [DB91],4,,Same as above,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1403A-19X-4-A,342,U1403,A,19,19-4,X,4,A,0.0,72.0,160.5,161.22,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,7.5YR 6/4 (light brown),,,,moderate [DB91],4,,Same as above,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1403A-19X-4-A,342,U1403,A,19,19-4,X,4,A,72.0,150.0,161.22,162.0,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,10YR 7/2 (light gray),,,,moderate [DB91],4,,"The Munsell color entered in the database is the dominant color, but alternates with a secondary color (7/10B). Here we note nice bundling of these two colors with thicker bundles in the 10YR 7/2 color. We note also abundant burrows, which are mainly parallel to the strata. 
",,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1403A-19X-5-A,342,U1403,A,19,19-5,X,5,A,0.0,150.0,162.0,163.5,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,10YR 7/2 (light gray),,,,moderate [DB91],4,,Same as above,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1403A-19X-6-A,342,U1403,A,19,19-6,X,6,A,0.0,122.0,163.5,164.72,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,10YR 7/2 (light gray),,,,moderate [DB91],4,,Same as above,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1403A-19X-7-A,342,U1403,A,19,19-7,X,7,A,0.0,67.0,164.8,165.47,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,10YR 7/2 (light gray),,,,moderate [DB91],4,,Same as above,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1403A-19X-CC-A,342,U1403,A,19,19-CC,X,CC,A,0.0,14.0,165.47,165.65,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,10YR 7/2 (light gray),,,,moderate [DB91],4,,Same as above,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1403A-20X-1-A,342,U1403,A,20,20-1,X,1,A,0.0,35.0,165.7,166.05,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils [Leg339],10Y 7/1,,,,moderate [DB91],4,,Drilling fall-in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils [Leg339],,,,,,,
342-U1403A-20X-1-A,342,U1403,A,20,20-1,X,1,A,35.0,150.0,166.05,167.2,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils [Leg339],10Y 7/1,,,,moderate [DB91],4,,"The Munsell color entered in the database is the dominant color, but irregularly alternates with a secondary, lighter color (5Y 7/2).  Dark bands are typically thinner than light bands (both alternating on 1-m scale).  The dark bands show most apparent burrowing. Heavy biscuiting throughout.",,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils [Leg339],,,,,,,
342-U1403A-20X-2-A,342,U1403,A,20,20-2,X,2,A,0.0,150.0,167.2,168.7,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils [Leg339],10Y 7/1,,,,moderate [DB91],4,,"The Munsell color entered in the database is the dominant color, but irregularly alternates with a secondary, lighter color (5Y 7/2).  Dark bands are typically thinner than light bands (both alternating on 1-m scale).  The dark bands show most apparent burrowing. Heavy biscuiting throughout.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils [Leg339],,,,,,,
342-U1403A-20X-3-A,342,U1403,A,20,20-3,X,3,A,0.0,150.0,168.7,170.2,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,10Y 7/1,,,,moderate [DB91],4,,"The Munsell color entered in the database is the dominant color, but irregularly alternates with a secondary, lighter color (5Y 7/2).  Dark bands are typically thinner than light bands (both alternating on 1-m scale).  The dark bands show most apparent burrowing. Heavy biscuiting throughout.",,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1403A-20X-4-A,342,U1403,A,20,20-4,X,4,A,0.0,150.0,170.2,171.7,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,10Y 7/1,,,,moderate [DB91],4,,"The Munsell color entered in the database is the dominant color, but irregularly alternates with a secondary, lighter color (5Y 7/2).  Dark bands are typically thinner than light bands (both alternating on 1-m scale).  The dark bands show most apparent burrowing. Heavy biscuiting throughout.",,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1403A-20X-5-A,342,U1403,A,20,20-5,X,5,A,0.0,150.0,171.7,173.2,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,10Y 7/1,,,,moderate [DB91],4,,"The Munsell color entered in the database is the dominant color, but irregularly alternates with a secondary, lighter color (5Y 7/2).  Dark bands are typically thinner than light bands (both alternating on 1-m scale).  The dark bands show most apparent burrowing. Heavy biscuiting throughout.",,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1403A-20X-6-A,342,U1403,A,20,20-6,X,6,A,0.0,132.0,173.2,174.52,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,10Y 7/1,,,,moderate [DB91],4,,"The Munsell color entered in the database is the dominant color, but irregularly alternates with a secondary, lighter color (5Y 7/2).  Dark bands are typically thinner than light bands (both alternating on 1-m scale).  The dark bands show most apparent burrowing. Heavy biscuiting throughout.",,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1403A-20X-7-A,342,U1403,A,20,20-7,X,7,A,0.0,58.0,174.6,175.18,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,10Y 7/1,,,,moderate [DB91],4,,"The Munsell color entered in the database is the dominant color, but irregularly alternates with a secondary, lighter color (5Y 7/2).  Dark bands are typically thinner than light bands (both alternating on 1-m scale).  The dark bands show most apparent burrowing. Heavy biscuiting throughout.",,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1403A-20X-CC-A,342,U1403,A,20,20-CC,X,CC,A,0.0,23.0,175.18,175.41,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,10Y 7/2 (pale green),,,,moderate [DB91],4,,"The Munsell color entered in the database is the dominant color, but irregularly alternates with a secondary, lighter color (5Y 7/2).  Dark bands are typically thinner than light bands (both alternating on 1-m scale).  The dark bands show most apparent burrowing. Heavy biscuiting throughout.",,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1403A-21X-1-A,342,U1403,A,21,21-1,X,1,A,0.0,150.0,175.4,176.9,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,10Y 6/1 (greenish gray),,,,moderate [DB91],4,,Abundant burrows.,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1403A-21X-2-A,342,U1403,A,21,21-2,X,2,A,0.0,150.0,176.9,178.4,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,10Y 6/1 (greenish gray),,,,moderate [DB91],4,,Abundant burrows.,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1403A-21X-3-A,342,U1403,A,21,21-3,X,3,A,0.0,5.0,178.4,178.45,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze  with clay [Leg339],10Y 6/1 (greenish gray),,,,moderate [DB91],4,,Abundant burrows.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with clay [Leg339],,,,,,,
342-U1403A-21X-3-A,342,U1403,A,21,21-3,X,3,A,5.0,150.0,178.45,179.9,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze  with clay [Leg339],2.5Y 6/3 (light yellowish brown),,,,moderate [DB91],4,,Abundant burrows.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with clay [Leg339],,,,,,,
342-U1403A-21X-4-A,342,U1403,A,21,21-4,X,4,A,0.0,150.0,179.9,181.4,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze  with clay [Leg339],2.5Y 6/3 (light yellowish brown),,,,moderate [DB91],4,,Abundant burrows.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with clay [Leg339],,,,,,,
342-U1403A-21X-5-A,342,U1403,A,21,21-5,X,5,A,0.0,68.0,181.4,182.08,radiolarian [Leg339],clay [Leg339],,radiolarian  clay ,2.5Y 6/3 (light yellowish brown),,,,moderate [DB91],4,,"Color grades from 2.5Y 6/3 (top) to 7.5YR 5/4 (bottom of unit). Bottom 5cm of unit has a rough, sandpapery appearance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,radiolarian   clay ,clay ,,,,,,,
342-U1403A-21X-5-A,342,U1403,A,21,21-5,X,5,A,68.0,86.0,182.08,182.26,radiolarian [Leg339],clay [Leg339],,radiolarian  clay ,5Y 5/2,,,,moderate [DB91],4,,"Hard, darker biscuits have abundant sub-horizontal burrows (possibly lamination). Infill is composed of overlying reddish clay.",,,,,,,,,,,,,,,,,,,,,,,,,,,,radiolarian   clay ,clay ,,,,,,,
342-U1403A-21X-5-A,342,U1403,A,21,21-5,X,5,A,86.0,150.0,182.26,182.9,radiolarian [Leg339],clay [Leg339],,radiolarian  clay ,10YR 4/3 (brown),,,,moderate [DB91],4,,Abundant burrows.,,,,,,,,,,,,,,,,,,,,,,,,,,,,radiolarian   clay ,clay ,,,,,,,
342-U1403A-21X-6-A,342,U1403,A,21,21-6,X,6,A,0.0,100.0,182.9,183.9,radiolarian [Leg339],clay [Leg339],,radiolarian  clay ,2.5Y 6/3 (light yellowish brown),,,,moderate [DB91],4,,Color grades from 5YR 5/4 into 5YR 5/4 over sections 6 through CC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,radiolarian   clay ,clay ,,,,,,,
342-U1403A-21X-7-A,342,U1403,A,21,21-7,X,7,A,0.0,91.0,183.9,184.81,radiolarian [Leg339],clay [Leg339],,radiolarian  clay ,5YR 5/4 (reddish brown),,,,moderate [DB91],4,,Color grades from 5YR 5/4 into 5YR 5/4 over sections 6 through CC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,radiolarian   clay ,clay ,,,,,,,
342-U1403A-21X-CC-A,342,U1403,A,21,21-CC,X,CC,A,0.0,31.0,184.81,185.12,radiolarian [Leg339],clay [Leg339],,radiolarian  clay ,5YR 5/4 (reddish brown),,,,moderate [DB91],4,,Color grades from 5YR 5/4 into 5YR 5/4 over sections 6 through CC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,radiolarian   clay ,clay ,,,,,,,
342-U1403A-22X-1-A,342,U1403,A,22,22-1,X,1,A,16.0,44.5,185.1,185.545,,clay [Leg339],,clay ,5YR 5/3 (reddish brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1403A-22X-1-A,342,U1403,A,22,22-1,X,1,A,44.5,48.0,185.545,185.58,,claystone [Leg339],,claystone ,5YR 4/3 (reddish brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,claystone ,claystone ,,,,,,,
342-U1403A-22X-1-A,342,U1403,A,22,22-1,X,1,A,48.0,51.5,185.58,185.615,,clay [Leg339],,clay ,5YR 5/3 (reddish brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1403A-22X-1-A,342,U1403,A,22,22-1,X,1,A,51.5,56.5,185.615,185.665,,claystone [Leg339],,claystone ,5YR 4/3 (reddish brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,claystone ,claystone ,,,,,,,
342-U1403A-22X-1-A,342,U1403,A,22,22-1,X,1,A,56.5,58.5,185.665,185.685,,claystone [Leg339],,claystone ,5YR 3/2 (dark reddish brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,claystone ,claystone ,,,,,,,
342-U1403A-22X-1-A,342,U1403,A,22,22-1,X,1,A,58.5,61.0,185.685,185.71,,claystone [Leg339],,claystone ,5YR 4/3 (reddish brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,claystone ,claystone ,,,,,,,
342-U1403A-22X-1-A,342,U1403,A,22,22-1,X,1,A,61.0,62.5,185.71,185.725,,clay [Leg339],,clay ,5YR 5/3 (reddish brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1403A-22X-1-A,342,U1403,A,22,22-1,X,1,A,62.5,70.0,185.725,185.8,,claystone [Leg339],,claystone ,5YR 3/2 (dark reddish brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,claystone ,claystone ,,,,,,,
342-U1403A-22X-1-A,342,U1403,A,22,22-1,X,1,A,70.0,72.0,185.8,185.82,,claystone [Leg339],,claystone ,5YR 4/3 (reddish brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,claystone ,claystone ,,,,,,,
342-U1403A-22X-1-A,342,U1403,A,22,22-1,X,1,A,72.0,77.0,185.82,185.87,,clay [Leg339],,clay ,5YR 5/3 (reddish brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1403A-22X-1-A,342,U1403,A,22,22-1,X,1,A,77.0,79.5,185.87,185.895,,claystone [Leg339],,claystone ,5YR 4/3 (reddish brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,claystone ,claystone ,,,,,,,
342-U1403A-22X-1-A,342,U1403,A,22,22-1,X,1,A,79.5,81.0,185.895,185.91,,clay [Leg339],,clay ,5YR 5/3 (reddish brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1403A-22X-1-A,342,U1403,A,22,22-1,X,1,A,81.0,84.5,185.91,185.945,,clay [Leg339],with silt [Leg339],clay  with silt [Leg339],5G 7/1 (light greenish gray),,,,heavy [DB91],5,,"this light green interval has a bit more silt, organic matter, and some mica (per smear slide analysis); the color change is sharp-based with a gradational top",,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with silt [Leg339],,,,,,,
342-U1403A-22X-1-A,342,U1403,A,22,22-1,X,1,A,84.5,150.0,185.945,186.6,,clay [Leg339],,clay ,5YR 5/3 (reddish brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1403A-22X-2-A,342,U1403,A,22,22-2,X,2,A,0.0,100.0,186.6,187.6,,clay [Leg339],,clay ,5YR 5/3 (reddish brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1403A-22X-3-A,342,U1403,A,22,22-3,X,3,A,0.0,72.0,187.6,188.32,,clay [Leg339],,clay ,5YR 5/3 (reddish brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1403A-22X-CC-A,342,U1403,A,22,22-CC,X,CC,A,0.0,34.0,188.32,188.71,,clay [Leg339],,clay ,5YR 5/3 (reddish brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1403A-23X-1-A,342,U1403,A,23,23-1,X,1,A,5.0,47.0,194.8,195.27,,clay [Leg339],,clay ,5YR 6/4 (light reddish brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1403A-23X-1-A,342,U1403,A,23,23-1,X,1,A,47.0,56.0,195.27,195.36,,clay [Leg339],,clay ,10YR 3/2 (very dark grayish brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1403A-23X-1-A,342,U1403,A,23,23-1,X,1,A,56.0,59.0,195.36,195.39,,clay [Leg339],,clay ,5YR 6/4 (light reddish brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1403A-23X-1-A,342,U1403,A,23,23-1,X,1,A,59.0,80.0,195.39,195.6,,clay [Leg339],,clay ,10YR 3/2 (very dark grayish brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1403A-23X-1-A,342,U1403,A,23,23-1,X,1,A,80.0,134.0,195.6,196.14,,clay [Leg339],,clay ,5YR 6/4 (light reddish brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1403A-23X-1-A,342,U1403,A,23,23-1,X,1,A,134.0,150.0,196.14,196.3,,clay [Leg339],,clay ,10YR 3/2 (very dark grayish brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1403A-23X-2-A,342,U1403,A,23,23-2,X,2,A,0.0,37.0,196.3,196.67,,clay [Leg339],,clay ,,,,,heavy [DB91],5,,mix of pink (5YR 6/4) and brown (10YR 3/2),,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1403A-23X-2-A,342,U1403,A,23,23-2,X,2,A,37.0,52.0,196.67,196.82,,clay [Leg339],,clay ,5Y 6/1 (gray),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1403A-23X-2-A,342,U1403,A,23,23-2,X,2,A,52.0,57.0,196.82,196.87,,clay [Leg339],,clay ,5YR 6/4 (light reddish brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1403A-23X-2-A,342,U1403,A,23,23-2,X,2,A,57.0,86.0,196.87,197.16,,clay [Leg339],,clay ,10YR 3/2 (very dark grayish brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1403A-23X-2-A,342,U1403,A,23,23-2,X,2,A,86.0,93.0,197.16,197.23,,clay [Leg339],,clay ,5YR 6/4 (light reddish brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1403A-23X-2-A,342,U1403,A,23,23-2,X,2,A,93.0,97.0,197.23,197.27,,clay [Leg339],,clay ,5Y 6/1 (gray),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1403A-23X-2-A,342,U1403,A,23,23-2,X,2,A,97.0,99.0,197.27,197.29,,clay [Leg339],,clay ,5YR 6/4 (light reddish brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1403A-23X-2-A,342,U1403,A,23,23-2,X,2,A,99.0,141.0,197.29,197.71,,clay [Leg339],,clay ,10YR 3/2 (very dark grayish brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1403A-23X-2-A,342,U1403,A,23,23-2,X,2,A,141.0,150.0,197.71,197.8,,clay [Leg339],,clay ,5YR 6/4 (light reddish brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1403A-23X-3-A,342,U1403,A,23,23-3,X,3,A,0.0,11.0,197.8,197.91,,clay [Leg339],,clay ,5YR 6/4 (light reddish brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1403A-23X-3-A,342,U1403,A,23,23-3,X,3,A,11.0,76.0,197.91,198.56,,clay [Leg339],,clay ,10YR 3/2 (very dark grayish brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1403A-23X-3-A,342,U1403,A,23,23-3,X,3,A,76.0,85.0,198.56,198.65,,clay [Leg339],,clay ,5YR 6/4 (light reddish brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1403A-23X-3-A,342,U1403,A,23,23-3,X,3,A,85.0,87.0,198.65,198.67,,clay [Leg339],,clay ,10YR 3/2 (very dark grayish brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1403A-23X-3-A,342,U1403,A,23,23-3,X,3,A,87.0,140.0,198.67,199.2,,clay [Leg339],,clay ,5YR 6/4 (light reddish brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1403A-23X-4-A,342,U1403,A,23,23-4,X,4,A,0.0,30.0,199.2,199.5,,clay [Leg339],,clay ,5YR 6/4 (light reddish brown),,,,heavy [DB91],5,,pink-red (likely rhodocrosite) material in fractures near the top of the section,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1403A-23X-4-A,342,U1403,A,23,23-4,X,4,A,30.0,79.0,199.5,199.99,,nannofossil chalk [Leg339],,nannofossil chalk ,5YR 6/3 (light reddish brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-23X-4-A,342,U1403,A,23,23-4,X,4,A,79.0,84.0,199.99,200.04,,nannofossil chalk [Leg339],,nannofossil chalk ,10YR 7/1 (light gray),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-23X-4-A,342,U1403,A,23,23-4,X,4,A,84.0,140.0,200.04,200.6,,nannofossil chalk [Leg339],,nannofossil chalk ,5YR 6/3 (light reddish brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-23X-5-A,342,U1403,A,23,23-5,X,5,A,0.0,150.0,200.6,202.1,,nannofossil chalk [Leg339],,nannofossil chalk ,5YR 6/3 (light reddish brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-23X-6-A,342,U1403,A,23,23-6,X,6,A,0.0,107.0,202.1,203.17,,nannofossil chalk [Leg339],,nannofossil chalk ,5YR 6/3 (light reddish brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-23X-6-A,342,U1403,A,23,23-6,X,6,A,107.0,118.0,203.17,203.28,,nannofossil chalk [Leg339],,nannofossil chalk ,10YR 7/1 (light gray),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-23X-6-A,342,U1403,A,23,23-6,X,6,A,118.0,130.0,203.28,203.5,,nannofossil chalk [Leg339],,nannofossil chalk ,5YR 6/3 (light reddish brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-23X-7-A,342,U1403,A,23,23-7,X,7,A,0.0,19.0,203.5,204.11,,nannofossil chalk [Leg339],,nannofossil chalk ,5YR 6/3 (light reddish brown),,,,heavy [DB91],5,,with pink-red (likely rhodocrosite) blebs throughout,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-23X-CC-A,342,U1403,A,23,23-CC,X,CC,A,0.0,23.0,204.11,204.34,,nannofossil chalk [Leg339],,nannofossil chalk ,5YR 6/3 (light reddish brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-24X-CC-A,342,U1403,A,24,24-CC,X,CC,A,0.0,32.0,204.5,204.82,,nannofossil chalk [Leg339],,nannofossil chalk ,5YR 6/3 (light reddish brown),,,,moderate [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze ,,,,,,,
