Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Layer or bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name
371-U1509A-42R-3-A,0.0,24.0,377.6,377.84,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 7/5GY (light greenish grey),,,,,,silt [W22_1],2,,,moderate [B06],3,Pale green laminae and darker burrows apparently tilted ~30 degrees and offset by faults,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,42,R,3,A,,,
371-U1509A-42R-3-A,24.0,34.0,377.84,377.94,,,,,biosiliceous,nannofossil chalk [Leg339],,biosiliceous nannofossil chalk,,,2.5Y 7/1 (light gray),bed,,,,very thin bed [B01],very fine sand [W22_2],3,,,sparse [B06],1,cm-thick layer of dark fine sand-sized grains. Pale green laminae and darker burrows tilted ~45 degrees,,,,,,,,,,biosiliceous nannofossil chalk,nannofossil chalk,,,,371,U1509,A,42,R,3,A,,,
371-U1509A-42R-3-A,34.0,145.0,377.94,379.05,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 7/5GY (light greenish grey),,,,,,silt [W22_1],2,,,moderate [B06],3,Pale green laminae and darker burrows apparently tilted ~30 degrees and offset by faults,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,42,R,3,A,,,
371-U1509A-42R-4-A,0.0,136.0,379.05,380.41,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 7/5GY (light greenish grey),,,,,,silt [W22_1],2,,,moderate [B06],3,Pale green laminae and darker burrows apparently tilted ~50 degrees and offset by faults,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,42,R,4,A,,,
371-U1509A-42R-5-A,0.0,100.0,380.41,381.41,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 7/5GY (light greenish grey),,,,,,silt [W22_1],2,,,moderate [B06],3,Pale green laminae and darker burrows apparently tilted ~30 degrees and offset by faults,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,42,R,5,A,,,
371-U1509A-42R-CC-A,0.0,11.0,381.41,381.52,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 7/5GY (light greenish grey),,,,,,silt [W22_1],2,,,moderate [B06],3,Pale green laminae and darker burrows apparently tilted ~30 degrees and offset by faults,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,42,R,CC,A,,,
371-U1509A-43R-1-A,0.0,85.0,384.3,385.15,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 7/5GY (light greenish grey),,,,,,silt [W22_1],2,,,moderate [B06],3,Pale green laminae and darker burrows apparently tilted ~30 degrees and offset by faults,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,43,R,1,A,,,
371-U1509A-43R-1-A,85.0,96.0,385.15,385.26,,,,,,foraminiferal limestone,,foraminiferal limestone,,,2.5Y 7/1 (light gray),bed,,,,very thin bed [B01],fine sand [W22_2],4,,,sparse [B06],1,,,,,,,,,,,foraminiferal limestone,foraminiferal limestone,,,,371,U1509,A,43,R,1,A,,,
371-U1509A-43R-1-A,96.0,148.0,385.26,385.78,,,,,biosiliceous,nannofossil chalk [Leg339],with foraminifers [2014],biosiliceous nannofossil chalk with foraminifers,,,2.5Y 7/1 (light gray),bed,,,,very thin bed [B01],fine sand [W22_2],4,,,sparse [B06],1,,,,,,,,,,,biosiliceous nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1509,A,43,R,1,A,,,
371-U1509A-43R-2-A,0.0,139.0,385.78,387.17,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 7/5GY (light greenish grey),,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,43,R,2,A,,,
371-U1509A-43R-2-A,139.0,145.0,387.17,387.23,,,,,,limestone [USGS],,limestone,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,limestone,limestone,,,,371,U1509,A,43,R,2,A,,,
371-U1509A-43R-3-A,0.0,146.0,387.23,388.69,,,,,,limestone [USGS],,limestone,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,limestone,limestone,,,,371,U1509,A,43,R,3,A,,,
371-U1509A-43R-4-A,0.0,22.0,388.69,388.91,,,,,,limestone [USGS],,limestone,,,GLEY 1 7/10GY (light greenish grey),,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,limestone,limestone,,,,371,U1509,A,43,R,4,A,,,
371-U1509A-43R-4-A,22.0,125.0,388.91,389.94,,,,,,limestone [USGS],,limestone,,,GLEY 1 7/10GY (light greenish grey),,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,limestone,limestone,,,,371,U1509,A,43,R,4,A,,,
371-U1509A-43R-5-A,0.0,116.0,389.94,391.1,,,,,,limestone [USGS],,limestone,,,GLEY 1 7/10GY (light greenish grey),,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,limestone,limestone,,,,371,U1509,A,43,R,5,A,,,
371-U1509A-43R-6-A,0.0,72.0,391.1,391.82,,,,,,limestone [USGS],,limestone,,,GLEY 1 7/10GY (light greenish grey),,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,limestone,limestone,,,,371,U1509,A,43,R,6,A,,,
371-U1509A-43R-7-A,0.0,96.0,392.02,392.98,,,,,,limestone [USGS],,limestone,,,GLEY 1 7/10GY (light greenish grey),,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,limestone,limestone,,,,371,U1509,A,43,R,7,A,,,
371-U1509A-44R-1-A,0.0,146.0,393.9,395.36,,,,,,limestone [USGS],,limestone,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,limestone,limestone,,,,371,U1509,A,44,R,1,A,,,
371-U1509A-44R-2-A,0.0,114.0,395.36,396.5,,,,,,limestone [USGS],,limestone,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,limestone,limestone,,,,371,U1509,A,44,R,2,A,,,
371-U1509A-44R-3-A,0.0,110.0,396.5,397.6,,,,,,limestone [USGS],,limestone,,,7.5YR 8.5/1 (white),,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,limestone,limestone,,,,371,U1509,A,44,R,3,A,,,
371-U1509A-44R-3-A,110.0,126.0,397.6,397.76,,,,,cherty,limestone [USGS],,cherty limestone,,,7.5YR 8.5/1 (white),,,,,,silt [W22_1],2,,,sparse [B06],1,,,,,,,,,,,cherty limestone,limestone,,,,371,U1509,A,44,R,3,A,,,
371-U1509A-44R-3-A,126.0,138.0,397.76,397.88,,,,,,limestone [USGS],,limestone,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,limestone,limestone,,,,371,U1509,A,44,R,3,A,,,
371-U1509A-44R-CC-A,0.0,19.0,397.88,398.07,,,,,cherty,limestone [USGS],,cherty limestone,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,cherty limestone,limestone,,,,371,U1509,A,44,R,CC,A,,,
371-U1509A-45R-1-A,0.0,35.0,403.4,403.75,,,,,,limestone [USGS],,limestone,,,GLEy 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,slight [B06],2,,,,,,,,,,,limestone,limestone,,,,371,U1509,A,45,R,1,A,,,
371-U1509A-45R-1-A,35.0,100.0,403.75,404.4,,,,,,limestone [USGS],,limestone,,,GLEY 1 7/10GY (light greenish grey),color banding,,,,,silt [W22_1],2,,,slight [B06],2,Abundant dark green grains and wispy laminations.,,,,,,medium sand [W22_2],,,,limestone,limestone,,,,371,U1509,A,45,R,1,A,,,
371-U1509A-45R-1-A,100.0,105.0,404.4,404.45,,,,,,chert [USGS],,chert,,,GLEY 1 6/10GY (greenish gray),,,,,,,,,,absent,0,,,,,,,,,,,chert,chert,,,,371,U1509,A,45,R,1,A,,,
371-U1509A-45R-1-A,105.0,146.0,404.45,404.86,,,,,,limestone [USGS],,limestone,,,GLEY 1 7/10GY (light greenish grey),color banding,,,,,silt [W22_1],2,,,slight [B06],2,Abundant dark green grains.,,,,,,medium sand [W22_2],,,,limestone,limestone,,,,371,U1509,A,45,R,1,A,,,
371-U1509A-45R-2-A,0.0,135.0,404.86,406.21,,,,,,limestone [USGS],,limestone,,,GLEY 1 7/10GY (light greenish grey),color banding,,,,,silt [W22_1],2,,,slight [B06],2,Abundant wispy laminations. Concentration of green grains at 27-28 cm,,,,,,medium sand [W22_2],,,,limestone,limestone,,,,371,U1509,A,45,R,2,A,,,
371-U1509A-45R-3-A,0.0,10.0,406.21,406.31,,,,,,limestone [USGS],,limestone,,,7.5YR 8.5/1 (white),,,,,,silt [W22_1],2,,,slight [B06],2,"Abundant blebs of darker material, possibly siliceous nodules?",,,,,,medium sand [W22_2],,,,limestone,limestone,,,,371,U1509,A,45,R,3,A,,,
371-U1509A-45R-3-A,10.0,18.0,406.31,406.39,,,,,,chert [USGS],,chert,,,7.5YR 6/1 (gray),,,,,,,,,,slight [B06],2,,,,,,,,,,,chert,chert,,,,371,U1509,A,45,R,3,A,,,
371-U1509A-45R-3-A,18.0,29.0,406.39,406.5,,,,,,limestone [USGS],,limestone,,,7.5YR 8.5/1 (white),,,,,,silt [W22_1],2,,,slight [B06],2,"Abundant blebs of darker material, possibly siliceous nodules?",,,,,,,,,,limestone,limestone,,,,371,U1509,A,45,R,3,A,,,
371-U1509A-45R-3-A,29.0,73.0,406.5,406.94,,,,,,limestone [USGS],,limestone,,,GLEY 1 7/10GY (light greenish grey),,,,,,silt [W22_1],2,,,slight [B06],2,"Abundant dark green grains, wispy laminations and horizontal Planolites burrows.",,,,,,,,,,limestone,limestone,,,,371,U1509,A,45,R,3,A,,,
371-U1509A-45R-CC-A,0.0,10.0,406.94,407.04,,,,,,limestone [USGS],,limestone,,,GLEY 1 7/10GY (light greenish grey),,,,,,silt [W22_1],2,,,moderate [B06],3,Abundant dark green grains.,,,,,,,,,,limestone,limestone,,,,371,U1509,A,45,R,CC,A,,,
371-U1509A-45R-CC-A,16.0,20.0,407.1,407.14,,,,,,mudstone [USGS],with nannofossils [2014],mudstone with nannofossils,,,10YR 7/3 (very pale brown),,,,,,silt [W22_1],2,,,,,"A pale brown mudstone, possibly with decreased carbonate content.",,,,,,,,,,mudstone,mudstone with nannofossils,,,,371,U1509,A,45,R,CC,A,,,
371-U1509A-46R-1-A,0.0,7.0,412.9,412.97,,,,,,limestone,with silicate minerals,limestone with silicate minerals,,,GLEY 1 6/5G (pale green),,,,,,fine sand [W22_2],4,,,,,,,,,,,,,,,limestone,limestone with silicate minerals,,,,371,U1509,A,46,R,1,A,,,
371-U1509A-46R-1-A,7.0,66.0,412.97,413.56,,,,,,claystone [USGS],,claystone,,,GLEY 1 6/5G (pale green),,,,,,silt [W22_1],2,,,slight [B06],2,Pyritised burrows. Several Zoophycos,,,,,,,,,,claystone,claystone,,,,371,U1509,A,46,R,1,A,,,
371-U1509A-46R-1-A,66.0,104.0,413.56,413.94,,,,,,limestone [USGS],,limestone,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,limestone,limestone,,,,371,U1509,A,46,R,1,A,,,
371-U1509A-46R-1-A,104.0,133.0,413.94,414.23,,,,,,foraminiferal limestone,with clay [2014],foraminiferal limestone with clay,,,GLEY 1 7/5G (pale green),,,,,,silt [W22_1],2,,,slight [B06],2,Pyritised burrow,,,,,,,,,,foraminiferal limestone,foraminiferal limestone with clay,,,,371,U1509,A,46,R,1,A,,,
371-U1509A-46R-2-A,0.0,34.0,414.23,414.57,,,,,,foraminiferal limestone,with clay [2014],foraminiferal limestone with clay,,,GLEY 1 7/5G (pale green),,,,,,silt [W22_1],2,,,sparse [B06],1,,,,,,,,,,,foraminiferal limestone,foraminiferal limestone with clay,,,,371,U1509,A,46,R,2,A,,,
371-U1509A-46R-2-A,34.0,146.0,414.57,415.69,,,,,nannofossil-rich [2014b],claystone [USGS],with silt [2014],nannofossil-rich claystone with silt,,,GLEY 1 6/10Y (greenish gray),,,,,,clay [W22_1],1,,,sparse [B06],1,,,,,,,,,,,nannofossil-rich claystone,claystone with silt,,,,371,U1509,A,46,R,2,A,,,
371-U1509A-46R-3-A,0.0,112.0,415.69,416.81,,,,,nannofossil-rich [2014b],claystone [USGS],with silt [2014],nannofossil-rich claystone with silt,,,GLEY 1 6/10Y (greenish gray),,,,,,clay [W22_1],1,,,moderate [B06],3,,,,,,,,,,,nannofossil-rich claystone,claystone with silt,,,,371,U1509,A,46,R,3,A,,,
371-U1509A-46R-4-A,0.0,137.0,417.01,418.38,,,,,nannofossil-rich [2014b],claystone [USGS],with silt [2014],nannofossil-rich claystone with silt,,,GLEY 1 6/10Y (greenish gray),,,,,,clay [W22_1],1,,,moderate [B06],3,,,,,,,,,,,nannofossil-rich claystone,claystone with silt,,,,371,U1509,A,46,R,4,A,,,
371-U1509A-46R-CC-A,0.0,10.0,418.38,418.48,,,,,nannofossil-rich [2014b],claystone [USGS],with silt [2014],nannofossil-rich claystone with silt,,,GLEY 1 6/10Y (greenish gray),,,,,,clay [W22_1],1,,,moderate [B06],3,,,,,,,,,,,nannofossil-rich claystone,claystone with silt,,,,371,U1509,A,46,R,CC,A,,,
371-U1509A-47R-1-A,0.0,110.0,422.5,423.6,,,,,nannofossil-rich [2014b],claystone [USGS],with silt [2014],nannofossil-rich claystone with silt,,,GLEY 1 5/10GY (greenish gray),,,,,,clay [W22_1],1,,,heavy [DB91],4,,,,,,,,,,,nannofossil-rich claystone,claystone with silt,,,,371,U1509,A,47,R,1,A,,,
371-U1509A-47R-2-A,0.0,90.0,423.6,424.5,,,,,nannofossil-rich [2014b],claystone [USGS],with silt [2014],nannofossil-rich claystone with silt,,,GLEY 1 5/10GY (greenish gray),,,,,,clay [W22_1],1,,,heavy [DB91],4,,,,,,,,,,,nannofossil-rich claystone,claystone with silt,,,,371,U1509,A,47,R,2,A,,,
371-U1509A-47R-2-A,90.0,105.0,424.5,424.65,,,,,nannofossil-rich [2014b],claystone [USGS],with chert [2014],nannofossil-rich claystone with chert,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil-rich claystone,claystone with chert,,,,371,U1509,A,47,R,2,A,,,
371-U1509A-47R-3-A,0.0,68.0,424.65,425.33,,,,,nannofossil-rich [2014b],claystone [USGS],with silt [2014],nannofossil-rich claystone with silt,,,GLEY 1 5/10GY (greenish gray),,,,,,clay [W22_1],1,,,heavy [DB91],4,,,,,,,,,,,nannofossil-rich claystone,claystone with silt,,,,371,U1509,A,47,R,3,A,,,
371-U1509A-48R-1-A,0.0,150.0,432.1,433.6,,,,,nannofossil-rich [2014b],claystone [USGS],with silt [2014],nannofossil-rich claystone with silt,,,GLEY 1 5/10GY (greenish gray),,,,,,clay [W22_1],1,,,heavy [DB91],4,,,,,,,,,,,nannofossil-rich claystone,claystone with silt,,,,371,U1509,A,48,R,1,A,,,
371-U1509A-48R-2-A,0.0,95.0,433.6,434.55,,,,,nannofossil-rich [2014b],claystone [USGS],with silt [2014],nannofossil-rich claystone with silt,,,GLEY 1 4/10GY (dark greenish gray),,,,,,clay [W22_1],1,,,heavy [DB91],4,,,,,,,,,,,nannofossil-rich claystone,claystone with silt,,,,371,U1509,A,48,R,2,A,,,
371-U1509A-48R-3-A,0.0,130.0,434.75,436.05,,,,,nannofossil-rich [2014b],claystone [USGS],with silt [2014],nannofossil-rich claystone with silt,,,GLEY 1 3/N (very dark gray),,,,,,clay [W22_1],1,,,heavy [DB91],4,,,,,,,,,,,nannofossil-rich claystone,claystone with silt,,,,371,U1509,A,48,R,3,A,,,
371-U1509A-48R-CC-A,0.0,14.0,436.05,436.19,,,,,nannofossil-rich [2014b],claystone [USGS],with silt [2014],nannofossil-rich claystone with silt,,,GLEY 1 4/10GY (dark greenish gray),,,,,,clay [W22_1],1,,,heavy [DB91],4,,,,,,,,,,,nannofossil-rich claystone,claystone with silt,,,,371,U1509,A,48,R,CC,A,,,
371-U1509A-49R-1-A,0.0,150.0,441.7,443.2,,,,,nannofossil-rich [2014b],claystone [USGS],with silt [2014],nannofossil-rich claystone with silt,,,GLEY 1 4/N (dark gray),,,,,,clay [W22_1],1,,,heavy [DB91],4,Core condition very poor. Bioturbation dominated by Phycosiphon and Planolites style burrows.,,,,,,,,,,nannofossil-rich claystone,claystone with silt,,,,371,U1509,A,49,R,1,A,,,
371-U1509A-49R-2-A,0.0,150.0,443.2,444.7,,,,,nannofossil-rich [2014b],claystone [USGS],with silt [2014],nannofossil-rich claystone with silt,,,GLEY 1 3/N (very dark gray),,,,,,clay [W22_1],1,,,heavy [DB91],4,"Core condition very poor. Bioturbation dominated by Phycosiphon and Nereites style burrows. Scattered mm-sized benthic and planktic foraminifera are observed, in places clustered within burrows.",,,,,,,,,,nannofossil-rich claystone,claystone with silt,,,,371,U1509,A,49,R,2,A,,,
371-U1509A-49R-3-A,0.0,153.0,444.7,446.23,,,,,nannofossil-rich [2014b],claystone [USGS],with silt [2014],nannofossil-rich claystone with silt,,,GLEY 1 4/N (dark gray),,,,,,clay [W22_1],1,,,heavy [DB91],4,"Core condition very poor. Bioturbation dominated by Phycosiphon and Nereites style burrows. Scattered mm-sized benthic and planktic foraminifera are observed, in places clustered within burrows.",,,,,,,,,,nannofossil-rich claystone,claystone with silt,,,,371,U1509,A,49,R,3,A,,,
371-U1509A-49R-4-A,0.0,147.0,446.23,447.7,,,,,nannofossil-rich [2014b],claystone [USGS],with silt [2014],nannofossil-rich claystone with silt,,,GLEY 1 4/N (dark gray),,,,,,clay [W22_1],1,,,heavy [DB91],4,"Core condition very poor. Bioturbation dominated by Phycosiphon and Nereites style burrows. Scattered mm-sized benthic and planktic foraminifera are observed, in places clustered within burrows.",,,,,,,,,,nannofossil-rich claystone,claystone with silt,,,,371,U1509,A,49,R,4,A,,,
371-U1509A-49R-5-A,0.0,147.0,447.7,449.17,,,,,nannofossil-rich [2014b],claystone [USGS],with silt [2014],nannofossil-rich claystone with silt,,,GLEY 1 4/N (dark gray),,,,,,clay [W22_1],1,,,heavy [DB91],4,"Core condition very poor. Bioturbation dominated by Phycosiphon and Nereites style burrows. Scattered mm-sized benthic and planktic foraminifera (including Nodosaria sp) are observed, in places clustered within burrows.",,,,,,,,,,nannofossil-rich claystone,claystone with silt,,,,371,U1509,A,49,R,5,A,,,
371-U1509A-49R-6-A,0.0,132.0,449.17,450.49,,,,,nannofossil-rich [2014b],claystone [USGS],with silt [2014],nannofossil-rich claystone with silt,,,GLEY 1 4/N (dark gray),,,,,,clay [W22_1],1,,,heavy [DB91],4,"Core condition very poor. Bioturbation dominated by Phycosiphon and Nereites style burrows. Scattered mm-sized benthic and planktic foraminifera are observed, in places clustered within burrows.",,,,,,,,,,nannofossil-rich claystone,claystone with silt,,,,371,U1509,A,49,R,6,A,,,
371-U1509A-49R-CC-A,0.0,9.0,450.49,450.58,,,,,nannofossil-rich [2014b],claystone [USGS],with silt [2014],nannofossil-rich claystone with silt,,,GLEY 1 4/N (dark gray),,,,,,clay [W22_1],1,,,heavy [DB91],4,"Core condition very poor. Bioturbation dominated by Phycosiphon and Nereites style burrows. Scattered mm-sized benthic and planktic foraminifera are observed, in places clustered within burrows.",,,,,,,,,,nannofossil-rich claystone,claystone with silt,,,,371,U1509,A,49,R,CC,A,,,
371-U1509A-50R-1-A,0.0,150.0,451.3,452.8,,,,,nannofossil-rich [2014b],claystone [USGS],with silt [2014],nannofossil-rich claystone with silt,,,GLEY 1 4/N (dark gray),,,,,,clay [W22_1],1,,,heavy [DB91],4,"Scattered benthic and planktic foraminifera are observed macroscopically, in places clustered within burrows.",,,,,,,,,,nannofossil-rich claystone,claystone with silt,,,,371,U1509,A,50,R,1,A,,,
371-U1509A-50R-2-A,0.0,150.0,452.8,454.3,,,,,nannofossil-rich [2014b],claystone [USGS],with silt [2014],nannofossil-rich claystone with silt,,,GLEY 1 4/N (dark gray),,,,,,clay [W22_1],1,,,heavy [DB91],4,"Scattered benthic and planktic foraminifera are observed macroscopically, in places clustered within burrows.",,,,,,,,,,nannofossil-rich claystone,claystone with silt,,,,371,U1509,A,50,R,2,A,,,
371-U1509A-50R-3-A,0.0,114.0,454.3,455.44,,,,,nannofossil-rich [2014b],claystone [USGS],with silt [2014],nannofossil-rich claystone with silt,,,GLEY 1 4/N (dark gray),,,,,,clay [W22_1],1,,,heavy [DB91],4,"Scattered benthic and planktic foraminifera are observed macroscopically, in places clustered within burrows.",,,,,,,,,,nannofossil-rich claystone,claystone with silt,,,,371,U1509,A,50,R,3,A,,,
371-U1509A-50R-4-A,0.0,100.0,455.44,456.44,,,,,nannofossil-rich [2014b],claystone [USGS],with silt [2014],nannofossil-rich claystone with silt,,,GLEY 1 4/N (dark gray),,,,,,clay [W22_1],1,,,heavy [DB91],4,"Scattered benthic and planktic foraminifera are observed macroscopically, in places clustered within burrows.",,,,,,,,,,nannofossil-rich claystone,claystone with silt,,,,371,U1509,A,50,R,4,A,,,
371-U1509A-50R-5-A,0.0,149.0,456.64,458.13,,,,,nannofossil-rich [2014b],claystone [USGS],with silt [2014],nannofossil-rich claystone with silt,,,GLEY 1 4/N (dark gray),,,,,,clay [W22_1],1,,,heavy [DB91],4,"Scattered benthic and planktic foraminifera are observed macroscopically, in places clustered within burrows.",,,,,,,,,,nannofossil-rich claystone,claystone with silt,,,,371,U1509,A,50,R,5,A,,,
371-U1509A-50R-6-A,0.0,97.0,458.13,459.1,,,,,nannofossil-rich [2014b],claystone [USGS],with silt [2014],nannofossil-rich claystone with silt,,,GLEY 1 4/N (dark gray),,,,,,clay [W22_1],1,,,heavy [DB91],4,"Scattered benthic and planktic foraminifera are observed macroscopically, in places clustered within burrows.",,,,,,,,,,nannofossil-rich claystone,claystone with silt,,,,371,U1509,A,50,R,6,A,,,
371-U1509A-50R-CC-A,0.0,12.0,459.1,459.22,,,,,nannofossil-rich [2014b],claystone [USGS],with silt [2014],nannofossil-rich claystone with silt,,,GLEY 1 4/N (dark gray),,,,,,clay [W22_1],1,,,heavy [DB91],4,"Scattered benthic and planktic foraminifera are observed macroscopically, in places clustered within burrows.",,,,,,,,,,nannofossil-rich claystone,claystone with silt,,,,371,U1509,A,50,R,CC,A,,,
371-U1509A-51R-1-A,0.0,132.0,460.9,462.22,,,,,nannofossil-rich [2014b],claystone [USGS],with silt [2014],nannofossil-rich claystone with silt,,,GLEY 1 4/N (dark gray),,,,,,clay [W22_1],1,,,heavy [DB91],4,tilting is 10-15 degrees.,,,,,,,,,,nannofossil-rich claystone,claystone with silt,,,,371,U1509,A,51,R,1,A,,,
371-U1509A-51R-2-A,0.0,109.0,462.22,463.31,,,,,nannofossil-rich [2014b],claystone [USGS],with silt [2014],nannofossil-rich claystone with silt,,,GLEY 1 4/N (dark gray),,,,,,clay [W22_1],1,,,heavy [DB91],4,tilting is 10-15 degrees.,,,,,,,,,,nannofossil-rich claystone,claystone with silt,,,,371,U1509,A,51,R,2,A,,,
371-U1509A-51R-3-A,0.0,89.0,463.31,464.2,,,,,nannofossil-rich [2014b],claystone [USGS],with silt [2014],nannofossil-rich claystone with silt,,,GLEY 1 4/N (dark gray),,,,,,clay [W22_1],1,,,heavy [DB91],4,tilting is 10-15 degrees.,,,,,,,,,,nannofossil-rich claystone,claystone with silt,,,,371,U1509,A,51,R,3,A,,,
371-U1509A-51R-CC-A,0.0,20.0,464.2,464.4,,,,,nannofossil-rich [2014b],claystone [USGS],with silt [2014],nannofossil-rich claystone with silt,,,GLEY 1 4/N (dark gray),,,,,,clay [W22_1],1,,,heavy [DB91],4,tilting is 10-15 degrees.,,,,,,,,,,nannofossil-rich claystone,claystone with silt,,,,371,U1509,A,51,R,CC,A,,,
371-U1509A-52R-1-A,0.0,149.0,470.5,471.99,,,,,nannofossil-rich [2014b],claystone [USGS],with silt [2014],nannofossil-rich claystone with silt,,,GLEY 1 4/N (dark gray),,,,,,clay [W22_1],1,,,heavy [DB91],4,tilting is 10-15 degrees. High angle fracturing occurs at ~70 degrees.,,,,,,,,,,nannofossil-rich claystone,claystone with silt,,,,371,U1509,A,52,R,1,A,,,
371-U1509A-52R-2-A,0.0,150.0,471.99,473.49,,,,,nannofossil-rich [2014b],claystone [USGS],with silt [2014],nannofossil-rich claystone with silt,,,GLEY 1 4/N (dark gray),,,,,,clay [W22_1],1,,,heavy [DB91],4,tilting is 10-15 degrees. High angle fracturing occurs at ~70 degrees.,,,,,,,,,,nannofossil-rich claystone,claystone with silt,,,,371,U1509,A,52,R,2,A,,,
371-U1509A-52R-3-A,0.0,150.0,473.49,474.99,,,,,nannofossil-rich [2014b],claystone [USGS],with silt [2014],nannofossil-rich claystone with silt,,,GLEY 1 4/N (dark gray),,,,,,clay [W22_1],1,,,heavy [DB91],4,tilting is 10-15 degrees. High angle fracturing occurs at ~70 degrees.,,,,,,,,,,nannofossil-rich claystone,claystone with silt,,,,371,U1509,A,52,R,3,A,,,
371-U1509A-52R-4-A,0.0,150.0,474.99,476.49,,,,,nannofossil-rich [2014b],claystone [USGS],with silt [2014],nannofossil-rich claystone with silt,,,GLEY 1 4/N (dark gray),,,,,,clay [W22_1],1,,,heavy [DB91],4,tilting is 10-15 degrees. High angle fracturing occurs at ~70 degrees.,,,,,,,,,,nannofossil-rich claystone,claystone with silt,,,,371,U1509,A,52,R,4,A,,,
371-U1509A-52R-5-A,0.0,101.0,476.49,477.5,,,,,nannofossil-rich [2014b],claystone [USGS],with silt [2014],nannofossil-rich claystone with silt,,,GLEY 1 4/N (dark gray),,,,,,clay [W22_1],1,,,heavy [DB91],4,tilting is 10-15 degrees. High angle fracturing occurs at ~70 degrees.,,,,,,,,,,nannofossil-rich claystone,claystone with silt,,,,371,U1509,A,52,R,5,A,,,
371-U1509A-52R-6-A,0.0,120.0,477.69,478.89,,,,,nannofossil-rich [2014b],claystone [USGS],with silt [2014],nannofossil-rich claystone with silt,,,GLEY 1 4/N (dark gray),,,,,,clay [W22_1],1,,,heavy [DB91],4,tilting is 10-15 degrees. High angle fracturing occurs at ~70 degrees.,,,,,,,,,,nannofossil-rich claystone,claystone with silt,,,,371,U1509,A,52,R,6,A,,,
