Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Principal Name,Lithology classification,Lithology Prefix,Lithology Suffix,Lithology name,Lithology [%],Lithification [name],Color,Lithology comments,File Data,,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
320-U1333A-3H-3-A,320,U1333,A,3,3-3,H,3,A,0,150,22,23.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,30,soft,10YR 5/4,,,,,,,33
320-U1333A-3H-3-A,320,U1333,A,3,3-3,H,3,A,0,150,22,23.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 7/4,,,,,,,34
320-U1333A-3H-4-A,320,U1333,A,3,3-4,H,4,A,0,150,23.5,25,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,30,soft,10YR 5/4,,,,,,,35
320-U1333A-3H-4-A,320,U1333,A,3,3-4,H,4,A,0,150,23.5,25,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 7/4,,,,,,,36
320-U1333A-3H-5-A,320,U1333,A,3,3-5,H,5,A,0,150,25,26.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,30,soft,10YR 5/4,,,,,,,37
320-U1333A-3H-5-A,320,U1333,A,3,3-5,H,5,A,0,150,25,26.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 7/4,,,,,,,38
320-U1333A-3H-6-A,320,U1333,A,3,3-6,H,6,A,0,150,26.5,28,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,30,soft,10YR 5/4,,,,,,,39
320-U1333A-3H-6-A,320,U1333,A,3,3-6,H,6,A,0,150,26.5,28,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 7/4,,,,,,,40
320-U1333A-3H-7-A,320,U1333,A,3,3-7,H,7,A,0,70,28,28.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,30,soft,10YR 5/4,,,,,,,41
320-U1333A-3H-7-A,320,U1333,A,3,3-7,H,7,A,0,70,28,28.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 7/4,,,,,,,42
320-U1333A-3H-CC-A,320,U1333,A,3,3-CC,H,CC,A,0,17,28.7,28.87,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,30,soft,10YR 5/4,,,,,,,43
320-U1333A-3H-CC-A,320,U1333,A,3,3-CC,H,CC,A,0,17,28.7,28.87,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 7/4,,,,,,,44
320-U1333A-4H-1-A,320,U1333,A,4,4-1,H,1,A,0,150,28.5,30,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10YR 5/4,,,,,,,45
320-U1333A-4H-1-A,320,U1333,A,4,4-1,H,1,A,0,150,28.5,30,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 6/3,,,,,,,46
320-U1333A-4H-2-A,320,U1333,A,4,4-2,H,2,A,0,150,30,31.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10YR 5/4,,,,,,,47
320-U1333A-4H-2-A,320,U1333,A,4,4-2,H,2,A,0,150,30,31.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 6/3,,,,,,,48
320-U1333A-4H-3-A,320,U1333,A,4,4-3,H,3,A,0,130,31.5,32.8,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10YR 5/4,,,,,,,49
320-U1333A-4H-3-A,320,U1333,A,4,4-3,H,3,A,0,130,31.5,32.8,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 6/3,,,,,,,50
320-U1333A-4H-3-A,320,U1333,A,4,4-3,H,3,A,130,150,32.8,33,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,50,soft,10YR 5/3,,,,,,,51
320-U1333A-4H-3-A,320,U1333,A,4,4-3,H,3,A,130,150,32.8,33,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms and radiolarians,Nannofossil ooze with diatoms and radiolarians,50,soft,10YR 7/2,,,,,,,52
320-U1333A-4H-4-A,320,U1333,A,4,4-4,H,4,A,0,150,33,34.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,50,soft,10YR 5/3,,,,,,,53
320-U1333A-4H-4-A,320,U1333,A,4,4-4,H,4,A,0,150,33,34.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms and radiolarians,Nannofossil ooze with diatoms and radiolarians,50,soft,10YR 7/2,,,,,,,54
320-U1333A-4H-5-A,320,U1333,A,4,4-5,H,5,A,0,150,34.5,36,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,50,soft,10YR 5/3,,,,,,,55
320-U1333A-4H-5-A,320,U1333,A,4,4-5,H,5,A,0,150,34.5,36,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms and radiolarians,Nannofossil ooze with diatoms and radiolarians,50,soft,10YR 7/2,,,,,,,56
320-U1333A-4H-6-A,320,U1333,A,4,4-6,H,6,A,0,112,36,37.12,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,50,soft,10YR 5/3,,,,,,,57
320-U1333A-4H-6-A,320,U1333,A,4,4-6,H,6,A,0,112,36,37.12,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms and radiolarians,Nannofossil ooze with diatoms and radiolarians,50,soft,10YR 7/2,,,,,,,58
320-U1333A-4H-6-A,320,U1333,A,4,4-6,H,6,A,112,150,37.12,37.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 6/3,,,,,,,59
320-U1333A-4H-7-A,320,U1333,A,4,4-7,H,7,A,0,87,37.5,38.37,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 6/3,,,,,,,60
320-U1333A-4H-CC-A,320,U1333,A,4,4-CC,H,CC,A,0,20,38.37,38.57,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 6/3,,,,,,,61
320-U1333A-5H-1-A,320,U1333,A,5,5-1,H,1,A,0,150,38,39.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,10YR 7/2,,,,,,,62
320-U1333A-5H-1-A,320,U1333,A,5,5-1,H,1,A,0,150,38,39.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/1,,,,,,,63
320-U1333A-5H-2-A,320,U1333,A,5,5-2,H,2,A,0,150,39.5,41,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,10YR 7/2,,,,,,,64
320-U1333A-5H-2-A,320,U1333,A,5,5-2,H,2,A,0,150,39.5,41,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/1,,,,,,,65
320-U1333A-5H-3-A,320,U1333,A,5,5-3,H,3,A,0,150,41,42.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,10YR 7/2,,,,,,,66
320-U1333A-5H-3-A,320,U1333,A,5,5-3,H,3,A,0,150,41,42.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/1,,,,,,,67
320-U1333A-5H-4-A,320,U1333,A,5,5-4,H,4,A,0,150,42.5,44,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,10YR 7/2,,,,,,,68
320-U1333A-5H-4-A,320,U1333,A,5,5-4,H,4,A,0,150,42.5,44,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/1,,,,,,,69
320-U1333A-5H-5-A,320,U1333,A,5,5-5,H,5,A,0,150,44,45.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,10YR 7/2,,,,,,,70
320-U1333A-5H-5-A,320,U1333,A,5,5-5,H,5,A,0,150,44,45.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/1,,,,,,,71
320-U1333A-5H-6-A,320,U1333,A,5,5-6,H,6,A,0,150,45.5,47,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,10YR 7/2,,,,,,,72
320-U1333A-5H-6-A,320,U1333,A,5,5-6,H,6,A,0,150,45.5,47,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/1,,,,,,,73
320-U1333A-5H-7-A,320,U1333,A,5,5-7,H,7,A,0,48,47,47.48,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,10YR 7/2,,,,,,,74
320-U1333A-5H-7-A,320,U1333,A,5,5-7,H,7,A,0,48,47,47.48,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/1,,,,,,,75
320-U1333A-5H-CC-A,320,U1333,A,5,5-CC,H,CC,A,0,17,47.48,47.65,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,10YR 7/2,,,,,,,76
320-U1333A-5H-CC-A,320,U1333,A,5,5-CC,H,CC,A,0,17,47.48,47.65,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/1,,,,,,,77
320-U1333A-6H-1-A,320,U1333,A,6,6-1,H,1,A,0,150,47.5,49,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,40,soft,10YR 8/2,,,,,,,78
320-U1333A-6H-1-A,320,U1333,A,6,6-1,H,1,A,0,150,47.5,49,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,60,soft,10YR 8/1,,,,,,,79
320-U1333A-6H-2-A,320,U1333,A,6,6-2,H,2,A,0,150,49,50.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,40,soft,10YR 8/2,,,,,,,80
320-U1333A-6H-2-A,320,U1333,A,6,6-2,H,2,A,0,150,49,50.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,60,soft,10YR 8/1,,,,,,,81
320-U1333A-6H-3-A,320,U1333,A,6,6-3,H,3,A,0,150,50.5,52,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,40,soft,10YR 8/2,,,,,,,82
320-U1333A-6H-3-A,320,U1333,A,6,6-3,H,3,A,0,150,50.5,52,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,60,soft,10YR 8/1,,,,,,,83
320-U1333A-6H-4-A,320,U1333,A,6,6-4,H,4,A,0,150,52,53.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,40,soft,10YR 8/2,,,,,,,84
320-U1333A-6H-4-A,320,U1333,A,6,6-4,H,4,A,0,150,52,53.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,60,soft,10YR 8/1,,,,,,,85
320-U1333A-6H-5-A,320,U1333,A,6,6-5,H,5,A,0,150,53.5,55,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,40,soft,10YR 8/2,,,,,,,86
320-U1333A-6H-5-A,320,U1333,A,6,6-5,H,5,A,0,150,53.5,55,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,60,soft,10YR 8/1,,,,,,,87
320-U1333A-6H-6-A,320,U1333,A,6,6-6,H,6,A,0,150,55,56.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,40,soft,10YR 8/2,,,,,,,88
320-U1333A-6H-6-A,320,U1333,A,6,6-6,H,6,A,0,150,55,56.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,60,soft,10YR 8/1,,,,,,,89
320-U1333A-6H-7-A,320,U1333,A,6,6-7,H,7,A,0,57,56.5,57.07,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,40,soft,10YR 8/2,,,,,,,90
320-U1333A-6H-7-A,320,U1333,A,6,6-7,H,7,A,0,57,56.5,57.07,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,60,soft,10YR 8/1,,,,,,,91
320-U1333A-6H-CC-A,320,U1333,A,6,6-CC,H,CC,A,0,18,57.07,57.25,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,40,soft,10YR 8/2,,,,,,,92
320-U1333A-6H-CC-A,320,U1333,A,6,6-CC,H,CC,A,0,18,57.07,57.25,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,60,soft,10YR 8/1,,,,,,,93
320-U1333A-7H-1-A,320,U1333,A,7,7-1,H,1,A,0,150,57,58.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,100,soft,10YR 8/1,Black particles (<0.5 mm) are sparsely observed throughout the core,,,,,,94
320-U1333A-7H-2-A,320,U1333,A,7,7-2,H,2,A,0,150,58.5,60,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,100,soft,10YR 8/1,Black particles (<0.5 mm) are sparsely observed throughout the core,,,,,,95
320-U1333A-7H-3-A,320,U1333,A,7,7-3,H,3,A,0,150,60,61.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,100,soft,10YR 8/1,Black particles (<0.5 mm) are sparsely observed throughout the core,,,,,,96
320-U1333A-7H-4-A,320,U1333,A,7,7-4,H,4,A,0,150,61.5,63,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,100,soft,10YR 8/1,Black particles (<0.5 mm) are sparsely observed throughout the core,,,,,,97
320-U1333A-7H-5-A,320,U1333,A,7,7-5,H,5,A,0,150,63,64.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,100,soft,10YR 8/1,Black particles (<0.5 mm) are sparsely observed throughout the core,,,,,,98
320-U1333A-7H-6-A,320,U1333,A,7,7-6,H,6,A,0,150,64.5,66,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,100,soft,10YR 8/1,Black particles (<0.5 mm) are sparsely observed throughout the core,,,,,,99
320-U1333A-7H-7-A,320,U1333,A,7,7-7,H,7,A,0,45,66,66.45,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,100,soft,10YR 8/1,Black particles (<0.5 mm) are sparsely observed throughout the core,,,,,,100
320-U1333A-7H-CC-A,320,U1333,A,7,7-CC,H,CC,A,0,10,66.45,66.55,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,100,soft,10YR 8/1,Black particles (<0.5 mm) are sparsely observed throughout the core,,,,,,101
320-U1333A-8H-1-A,320,U1333,A,8,8-1,H,1,A,0,130,66.5,67.8,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,100,soft,10YR 8/1,Black particles (<0.5 mm) are sparsely observed throughout the core. A pumice (5 mm) in 73 cm in section 3,,,,,,102
320-U1333A-8H-2-A,320,U1333,A,8,8-2,H,2,A,0,150,67.8,69.3,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,100,soft,10YR 8/1,Black particles (<0.5 mm) are sparsely observed throughout the core. A pumice (5 mm) in 73 cm in section 3,,,,,,103
320-U1333A-8H-3-A,320,U1333,A,8,8-3,H,3,A,0,150,69.3,70.8,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,100,soft,10YR 8/1,Black particles (<0.5 mm) are sparsely observed throughout the core. A pumice (5 mm) in 73 cm in section 3,,,,,,104
320-U1333A-8H-4-A,320,U1333,A,8,8-4,H,4,A,0,150,70.8,72.3,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,100,soft,10YR 8/1,Black particles (<0.5 mm) are sparsely observed throughout the core. A pumice (5 mm) in 73 cm in section 3,,,,,,105
320-U1333A-8H-5-A,320,U1333,A,8,8-5,H,5,A,0,150,72.3,73.8,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,100,soft,10YR 8/1,Black particles (<0.5 mm) are sparsely observed throughout the core. A pumice (5 mm) in 73 cm in section 3,,,,,,106
320-U1333A-8H-6-A,320,U1333,A,8,8-6,H,6,A,0,150,73.8,75.3,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,100,soft,10YR 8/1,Black particles (<0.5 mm) are sparsely observed throughout the core. A pumice (5 mm) in 73 cm in section 3,,,,,,107
320-U1333A-8H-7-A,320,U1333,A,8,8-7,H,7,A,0,63,75.3,75.93,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,100,soft,10YR 8/1,Black particles (<0.5 mm) are sparsely observed throughout the core. A pumice (5 mm) in 73 cm in section 3,,,,,,108
320-U1333A-8H-CC-A,320,U1333,A,8,8-CC,H,CC,A,0,18,75.93,76.11,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,100,soft,10YR 8/1,Black particles (<0.5 mm) are sparsely observed throughout the core. A pumice (5 mm) in 73 cm in section 3,,,,,,109
